uniprot_id,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR,pi_score,sig_pi,contrast,gene,protein,description
A8MXV4,-1.5103339418685984,-4.046267333331157,1.0255994495939595,19.2582530661699,-1.2028650388515407,-4.5589023974852125,0.23594405353836945,0.8218683099181207,-0,-0,0.11290994596942941,0,Training_HR,NUDT19,NUD19_HUMAN,Nucleoside diphosphate-linked moiety X motif 19
E9PAV3,0.16511624815758452,-0.15693148036852167,0.4871639766836907,21.756840039748134,1.0345698226045654,-4.605819451829588,0.3067680884518879,0.8549877411687951,0,0,0.8227426711308541,0,Training_HR,NACA,NACAM_HUMAN,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
L0R6Q1,-0.086069143409361,-0.7113015942508628,0.5391633074321408,16.463877903215412,-0.27777694987394663,-4.733153940978969,0.7825413008771294,0.9503347866439521,-0,-0,0.9791162575210172,0,Training_HR,SLC35A4,S35U4_HUMAN,SLC35A4 upstream open reading frame protein
O00151,-0.1689377951953155,-0.8433627942530652,0.5054872038624342,22.550052989071816,-0.5054560471643166,-4.709907733894506,0.615871085609796,0.913715147675434,-0,-0,0.9213759531430018,0,Training_HR,PDLIM1,PDLI1_HUMAN,PDZ and LIM domain protein 1
O00159,-0.13538939368535097,-0.6098215116700761,0.3390427242993742,20.134485871143234,-0.5758386299666677,-4.700038756898377,0.5677856000202535,0.9036636910593834,-0,-0,0.9262306995700812,0,Training_HR,MYO1C,MYO1C_HUMAN,Unconventional myosin-Ic
O00168,-0.23185252855801153,-2.429914369211546,1.9662093120955229,18.99690233097503,-0.21303633987120052,-4.737310079093534,0.8323566902379256,0.9639292373105851,-0,-0,0.9583486826105112,0,Training_HR,FXYD1,PLM_HUMAN,Phospholemman
O00186,-0.1227293281549251,-0.5413428935525425,0.2958842372426923,18.925518216207152,-0.5915960884451221,-4.697657872120706,0.557280263047058,0.9005021364904474,-0,-0,0.9307558856125576,0,Training_HR,STXBP3,STXB3_HUMAN,Syntaxin-binding protein 3
O00217,0.36291702472711407,-0.07188553784220725,0.7977195872964353,22.286683048398558,1.6842458331970303,-4.391556653851757,0.09952499073234132,0.7307920990286472,1,0,0.43284511027663924,0,Training_HR,NDUFS8,NDUS8_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
O00231,0.010081630559504617,-0.23890359264499858,0.25906685376400784,20.405610229397652,0.08170477534524671,-4.7423894121872285,0.9352681543401379,0.9778361726205653,0,0,0.9993255447201502,0,Training_HR,PSMD11,PSD11_HUMAN,26S proteasome non-ATPase regulatory subunit 11
O00232,-0.17657010278179897,-0.4591773023732203,0.10603709680962237,20.10218683059008,-1.2607360838119261,-4.541277551737595,0.21433678394933234,0.8005548215515236,-0,-0,0.761888954333167,0,Training_HR,PSMD12,PSD12_HUMAN,26S proteasome non-ATPase regulatory subunit 12
O00233,-0.42504200119428504,-0.8894446161217648,0.039360613733194716,17.97926504942943,-1.8468321490372004,-4.325061533230878,0.07179830770965222,0.7247020999426212,-1,-0,0.3264378387361909,0,Training_HR,PSMD9,PSMD9_HUMAN,26S proteasome non-ATPase regulatory subunit 9
O00264,0.36068645910846797,-0.26211931328250626,0.9834922314994422,20.65831395177586,1.1686042031905037,-4.568939724326,0.24912883144393033,0.8218683099181207,0,0,0.6057568117477415,0,Training_HR,PGRMC1,PGRC1_HUMAN,Membrane-associated progesterone receptor component 1
O00299,0.13294002409813288,-0.4781872550520664,0.7440673032483321,20.73413511414767,0.43894925678327235,-4.7180759634638845,0.6629398151367447,0.9197984814553596,0,0,0.9468185607371268,0,Training_HR,CLIC1,CLIC1_HUMAN,Chloride intracellular channel protein 1
O00303,0.2859689790015558,-0.07356502862067882,0.6455029866237905,19.714945509332505,1.6049783700376004,-4.422249636487309,0.11596447630056207,0.753662447555754,0,0,0.5400400481211919,0,Training_HR,EIF3F,EIF3F_HUMAN,Eukaryotic translation initiation factor 3 subunit F
O00330,0.44192242257213366,0.08158146527789795,0.8022633798663694,23.44088764545252,2.4747004910124213,-4.029724474123966,0.01743983351852548,0.7247020999426212,1,0,0.16706986766723794,0,Training_HR,PDHX,ODPX_HUMAN,"Pyruvate dehydrogenase protein X component, mitochondrial"
O00410,-0.15541932192146035,-0.49669988032998535,0.18586123648706465,22.183947629962038,-0.9189326785850225,-4.634330160791202,0.3633586965236315,0.8675284650621926,-0,-0,0.854412612661204,0,Training_HR,IPO5,IPO5_HUMAN,Importin-5
O00423,-0.2527406645057866,-0.7594400125324746,0.25395868352090145,18.910379259552663,-1.0065028577804338,-4.613024975383768,0.31991589029934886,0.8573663858738002,-0,-0,0.7497257412263367,0,Training_HR,EML1,EMAL1_HUMAN,Echinoderm microtubule-associated protein-like 1
O00429,-0.2860606908385144,-0.7153745140682801,0.14325313239125143,20.905186381197705,-1.344539438520637,-4.514531420269062,0.18596388983120432,0.7895947534658572,-0,-0,0.6180338280782878,0,Training_HR,DNM1L,DNM1L_HUMAN,Dynamin-1-like protein
O00442,-0.3940038773069361,-0.945846260198924,0.15783850558505186,21.141421581392784,-1.44070703919279,-4.4820350611307385,0.1570535654283969,0.7895947534658572,-0,-0,0.48221389020809413,0,Training_HR,RTCA,RTCA_HUMAN,RNA 3'-terminal phosphate cyclase
O00483,-0.07547383861021828,-0.5846366352585909,0.4336889580381543,26.52177170154437,-0.29910936469297483,-4.7315442082225525,0.7663261692451014,0.9429138762827362,-0,-0,0.9801132377488422,0,Training_HR,NDUFA4,NDUA4_HUMAN,Cytochrome c oxidase subunit NDUFA4
O00487,0.04119926837333665,-0.2894017007476463,0.3718002374943196,21.058642262397502,0.25146388231179856,-4.734976508184605,0.8026772140500464,0.9565223121984368,0,0,0.9909851722589106,0,Training_HR,PSMD14,PSDE_HUMAN,26S proteasome non-ATPase regulatory subunit 14
O00499,-0.22809356494555288,-0.5279598288792873,0.07177269898818156,26.32864883058438,-1.5348843537544878,-4.448403508569228,0.13228362451189363,0.7734577786679394,-0,-0,0.6304072387215456,0,Training_HR,BIN1,BIN1_HUMAN,Myc box-dependent-interacting protein 1
O00505,-0.2415249939463564,-0.6954852905211361,0.21243530262842325,21.298383437260075,-1.073580077417548,-4.595504507718506,0.2891175789178166,0.8468595448758601,-0,-0,0.7410303943232737,0,Training_HR,KPNA3,IMA4_HUMAN,Importin subunit alpha-4
O00571,-0.05860381961558048,-0.6373241622188446,0.5201165229876836,19.82391012615755,-0.2043371864386434,-4.737789824910436,0.8390732763771814,0.9639292373105851,-0,-0,0.9897702194493352,0,Training_HR,DDX3X,DDX3X_HUMAN,ATP-dependent RNA helicase DDX3X
O00629,-0.17218808411302078,-0.5646651499095103,0.22028898168346872,22.13168098490158,-0.8852767215653159,-4.642038666499345,0.38102897151164217,0.8690645204193157,-0,-0,0.8469269653213606,0,Training_HR,KPNA4,IMA3_HUMAN,Importin subunit alpha-3
O00748,-0.2577249973067808,-0.7811486912908114,0.2656986966772499,18.121150136527376,-0.9935584023786745,-4.616286869018281,0.3261064957944002,0.8573663858738002,-0,-0,0.7491703233753033,0,Training_HR,CES2,EST2_HUMAN,Cocaine esterase
O00757,0.15928896061859987,-0.2944398298291298,0.6130177510663295,27.250968497654483,0.708401669175747,-4.678073473338686,0.48259457458502364,0.8745546294452671,0,0,0.8904267017757307,0,Training_HR,FBP2,F16P2_HUMAN,"Fructose-1,6-bisphosphatase isozyme 2"
O00763,-2.6444784545427,-4.995543442698503,-0.2934134663868959,19.305800424496145,-2.271732342494501,-4.132524151706761,0.028429566369388835,0.7247020999426212,-1,-0,8.147581287996752e-5,-1,Training_HR,ACACB,ACACB_HUMAN,Acetyl-CoA carboxylase 2
O00764,0.2839879654822077,-0.29195650921835814,0.8599324401827736,18.141563827469575,0.9949690119288219,-4.61593329191252,0.32542798970026376,0.8573663858738002,0,0,0.7270144785170961,0,Training_HR,PDXK,PDXK_HUMAN,Pyridoxal kinase
O14521,0.3949066286456713,-0.27647077920380525,1.0662840364951478,21.78960509664031,1.186910400492868,-4.563591064655851,0.24190815856582001,0.8218683099181207,0,0,0.5709518743754726,0,Training_HR,SDHD,DHSD_HUMAN,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
O14556,0.695313750475183,-0.23225107276014012,1.622878573710506,20.42909374138747,1.512609357169271,-4.456516196128154,0.13783976661073458,0.7734577786679394,0,0,0.2521130207701746,0,Training_HR,GAPDHS,G3PT_HUMAN,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific"
O14558,-0.0848633756226782,-0.5884540349095825,0.41872728366422607,27.094494373183938,-0.3400422423963431,-4.7281247687629095,0.7355131598774047,0.9296692685822392,-0,-0,0.9742679478060213,0,Training_HR,HSPB6,HSPB6_HUMAN,Heat shock protein beta-6
O14561,-0.012572899035397711,-0.49412268961134687,0.46897689154055144,23.48749035293332,-0.05268469431133008,-4.742901209016468,0.9582319889285043,0.9859621751032841,-0,-0,0.9994637164534089,0,Training_HR,NDUFAB1,ACPM_HUMAN,"Acyl carrier protein, mitochondrial"
O14618,0.16521062677325205,-0.4566563044759041,0.7870775580224082,19.653690688880047,0.5360814140509127,-4.705767608508128,0.5947196498893033,0.9084023291865252,0,0,0.9177280198041713,0,Training_HR,CCS,CCS_HUMAN,Copper chaperone for superoxide dismutase
O14653,-0.8572547648895181,-1.8454298966151594,0.13092036683612318,17.553025629581732,-1.7505165546401387,-4.365014896493281,0.0873039645887621,0.7247020999426212,-1,-0,0.12365062661172081,0,Training_HR,GOSR2,GOSR2_HUMAN,Golgi SNAP receptor complex member 2
O14732,-0.33789636602035245,-0.8979831814450543,0.2221904494043494,21.674174814029936,-1.2173582589751484,-4.554531932623192,0.23023833027480126,0.8170400534434561,-0,-0,0.6088105056263845,0,Training_HR,IMPA2,IMPA2_HUMAN,Inositol monophosphatase 2
O14737,0.5005181679692683,0.03391984989407987,0.9671164860444568,21.73254014364409,2.164546460527516,-4.18258427076723,0.036132987012975404,0.7247020999426212,1,0,0.18976000558020586,0,Training_HR,PDCD5,PDCD5_HUMAN,Programmed cell death protein 5
O14744,0.13621187038187088,-0.1846882906544946,0.45711203141823636,18.878487210194052,0.8565155583826969,-4.648412533866092,0.39655509218377427,0.8690645204193157,0,0,0.8816255598491376,0,Training_HR,PRMT5,ANM5_HUMAN,Protein arginine N-methyltransferase 5
O14818,0.10630087565145274,-0.20291247560179687,0.41551422690470236,23.105258183570847,0.693695439174945,-4.68072572827739,0.49167787684079733,0.8745546294452671,0,0,0.9273109433199959,0,Training_HR,PSMA7,PSA7_HUMAN,Proteasome subunit alpha type-7
O14841,0.31944612142515183,-0.18328438590552842,0.8221766287558321,19.496036566582763,1.282190674389236,-4.534572238095116,0.20678171258112993,0.7976778624560207,0,0,0.6044258140565115,0,Training_HR,OPLAH,OPLA_HUMAN,5-oxoprolinase
O14874,-0.30964949483442084,-1.074816159827062,0.45551717015822024,18.114637061464336,-0.816590962654818,-4.656931723226656,0.4187526965317031,0.8737985947446447,-0,-0,0.7637291498451708,0,Training_HR,BCKDK,BCKD_HUMAN,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"
O14880,-0.276847811451848,-0.938002906026471,0.38430728312277496,23.413509057679114,-0.8449441057303945,-4.650921106632218,0.40291178832735086,0.8690645204193157,-0,-0,0.777505098041922,0,Training_HR,MGST3,MGST3_HUMAN,Microsomal glutathione S-transferase 3
O14949,0.10482358571454142,-0.3675571759553591,0.5772043473844419,23.23276786654212,0.4477721149023128,-4.71705739215033,0.6566101918144671,0.9188714054546478,0,0,0.9568624888351538,0,Training_HR,UQCRQ,QCR8_HUMAN,Cytochrome b-c1 complex subunit 8
O14950,0.07594505828403442,-0.44381840899866976,0.5957085255667386,22.334826258105956,0.29483837142087527,-4.731875959847486,0.7695644074809947,0.9441301356955335,0,0,0.9803042102462894,0,Training_HR,MYL12B,ML12B_HUMAN,Myosin regulatory light chain 12B
O14957,-0.1685265539992109,-1.118760743611075,0.7817076356126531,22.77638603821516,-0.35787216689557794,-4.726499652204133,0.7222245696786611,0.9296692685822392,-0,-0,0.946634924065082,0,Training_HR,UQCR11,QCR10_HUMAN,Cytochrome b-c1 complex subunit 10
O14958,-0.33824837673837393,-0.8965785211128908,0.22008176763614296,25.51178303681653,-1.222460625531096,-4.552994026795238,0.22832397416428613,0.8148364877238464,-0,-0,0.606779767500773,0,Training_HR,CASQ2,CASQ2_HUMAN,Calsequestrin-2
O14979,0.5556859829768719,0.014889164276888689,1.096482801676855,18.829811059307858,2.073411717869967,-4.225034416846391,0.044280714407970524,0.7247020999426212,1,0,0.17689698861870498,0,Training_HR,HNRNPDL,HNRDL_HUMAN,Heterogeneous nuclear ribonucleoprotein D-like
O14980,-0.3631159865719944,-0.9660722159255201,0.23984024278153127,20.121564119169896,-1.215205756259079,-4.555179019327208,0.23104946363033968,0.8170400534434561,-0,-0,0.5874232077276677,0,Training_HR,XPO1,XPO1_HUMAN,Exportin-1
O14983,-0.07172285702630177,-0.4097953244501314,0.26634961039752786,28.789092704820952,-0.42809288765221265,-4.719301916817974,0.6707626090189954,0.9221224427717345,-0,-0,0.971764483203152,0,Training_HR,ATP2A1,AT2A1_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1
O15061,-0.8259393302649727,-1.6162621195845286,-0.035616540945416775,19.136657381778498,-2.1087926382573166,-4.20869770220575,0.04094389252298891,0.7247020999426212,-1,-0,0.07140891235391632,0,Training_HR,SYNM,SYNEM_HUMAN,Synemin
O15143,0.1250619081928761,-1.5521070721924362,1.8022308885781884,19.641762711983077,0.15060174068394722,-4.740287846523886,0.88103001864163355,0.9666653972588044,0,0,0.984284016379274,0,Training_HR,ARPC1B,ARC1B_HUMAN,Actin-related protein 2/3 complex subunit 1B
O15144,-0.37293985506842375,-0.9394678994142018,0.19358818927735433,18.62229634729114,-1.3283350102735927,-4.51981879613895,0.19121370719538988,0.7895947534658572,-0,-0,0.5395725010370015,0,Training_HR,ARPC2,ARPC2_HUMAN,Actin-related protein 2/3 complex subunit 2
O15145,-0.4706066474391051,-1.2771641171722017,0.33595082229399165,19.7853672121146,-1.1773700243392171,-4.5663877656978284,0.24565199922027584,0.8218683099181207,-0,-0,0.5165123162747192,0,Training_HR,ARPC3,ARPC3_HUMAN,Actin-related protein 2/3 complex subunit 3
O15173,-0.07335483600890313,-0.4337934539558143,0.28708378193800804,20.192315765546017,-0.4106649801505295,-4.721206701891977,0.6833980242411355,0.9221224427717345,-0,-0,0.9724617267221974,0,Training_HR,PGRMC2,PGRC2_HUMAN,Membrane-associated progesterone receptor component 2
O15212,0.1220309431259281,-0.29748123766921275,0.541543123921069,19.657921334791716,0.5869696244882711,-4.6983633886198435,0.5603544917502796,0.9013721257398166,0,0,0.9317613362176265,0,Training_HR,PFDN6,PFD6_HUMAN,Prefoldin subunit 6
O15273,-0.32828161581415216,-1.0759347509854524,0.4193715193571481,21.912327517895925,-0.8860059499169316,-4.641874495127048,0.38064040181571734,0.8690645204193157,-0,-0,0.7282671959251401,0,Training_HR,TCAP,TELT_HUMAN,Telethonin
O15305,-0.2996383438046557,-0.777649936670957,0.1783732490616457,17.219898007585247,-1.264879614674195,-4.539990234076517,0.2128618215805341,0.8005548215515236,-0,-0,0.629031406949739,0,Training_HR,PMM2,PMM2_HUMAN,Phosphomannomutase 2
O15371,-0.24134450369337657,-0.8265799058646597,0.34389089847790655,18.48776302608558,-0.8321412633969024,-4.65365916615389,0.4100181965715657,0.8708542362782831,-0,-0,0.8064030539700789,0,Training_HR,EIF3D,EIF3D_HUMAN,Eukaryotic translation initiation factor 3 subunit D
O15382,0.452751255953423,-0.09339630449362901,0.9988988164004751,21.82501352794028,1.6727841333699356,-4.3960665454303465,0.10177587244680555,0.7307920990286472,0,0,0.35539388603614525,0,Training_HR,BCAT2,BCAT2_HUMAN,"Branched-chain-amino-acid aminotransferase, mitochondrial"
O15400,0.0881953210940587,-0.3830818212812132,0.5594724634693307,18.055287118797896,0.3776238399624972,-4.724603489948216,0.7076045638353037,0.9269401430246119,0,0,0.9699564513820994,0,Training_HR,STX7,STX7_HUMAN,Syntaxin-7
O15498,-0.0944643410870647,-0.49790064901450387,0.3089719668403745,18.248173697812692,-0.47247969983031335,-4.714098979866259,0.6390212248157272,0.9162172764194232,-0,-0,0.958579483159675,0,Training_HR,YKT6,YKT6_HUMAN,Synaptobrevin homolog YKT6
O43169,-0.08991922492213789,-0.49186957562736333,0.31203112578308756,20.679556253003994,-0.45140917048559276,-4.716631702634726,0.6540083036965338,0.9188714054546478,-0,-0,0.9625369048729351,0,Training_HR,CYB5B,CYB5B_HUMAN,Cytochrome b5 type B
O43181,0.3801465697201003,-0.16703389991420803,0.9273270393544086,19.914909099219773,1.401879622407199,-4.4953836217244225,0.16827116990801683,0.7895947534658572,0,0,0.5078906851768304,0,Training_HR,NDUFS4,NDUS4_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"
O43237,0.4407722045697824,-0.01781132852147338,0.8993557376610382,16.96707970646907,1.939483006098165,-4.2851499573863,0.05915323163017656,0.7247020999426212,1,0,0.28755587532742094,0,Training_HR,DYNC1LI2,DC1L2_HUMAN,Cytoplasmic dynein 1 light intermediate chain 2
O43242,-0.042511831874257666,-0.2988434741375635,0.21381981038904818,20.348241474954634,-0.3346553978339402,-4.728599579475121,0.7395443620374331,0.9304883192083038,-0,-0,0.9872551988632208,0,Training_HR,PSMD3,PSMD3_HUMAN,26S proteasome non-ATPase regulatory subunit 3
O43374,-0.161264258534203,-0.6678612302263115,0.3453327131579055,17.505281834551152,-0.642341186447028,-4.68956719410919,0.5241295528044003,0.8820905052954332,-0,-0,0.9010636738622501,0,Training_HR,RASA4,RASL2_HUMAN,Ras GTPase-activating protein 4
O43390,0.02467721401524514,-0.3793430197674579,0.42869744779794816,19.184029741056516,0.12324895530641038,-4.741272321890356,0.9024956690026658,0.970208110014064,0,0,0.9974715323430823,0,Training_HR,HNRNPR,HNRPR_HUMAN,Heterogeneous nuclear ribonucleoprotein R
O43396,-0.1601594019798931,-0.45483632932855544,0.13451752536876926,20.60088071849604,-1.096721962583316,-4.589221844301618,0.2789880922861245,0.84307070861363,-0,-0,0.8150895627353686,0,Training_HR,TXNL1,TXNL1_HUMAN,Thioredoxin-like protein 1
O43399,0.6954111527437448,0.21642372280160393,1.1743985826858856,19.5237167785166,2.9295962421340476,-3.786393417290943,0.005457442288535587,0.7247020999426212,1,0,0.026685602792911163,1,Training_HR,TPD52L2,TPD54_HUMAN,Tumor protein D54
O43414,-0.382159871356226,-0.8231407480923265,0.0588210053798745,19.796047194420378,-1.7487010077508822,-4.3657524931175775,0.0876212571604147,0.7247020999426212,-1,-0,0.3943735455411016,0,Training_HR,ERI3,ERI3_HUMAN,ERI1 exoribonuclease 3
O43464,-0.009474721177678447,-0.4198887349504021,0.4009392925950452,16.303482035172614,-0.046583754856641964,-4.742980693460638,0.9630649507404863,0.9863431293323631,-0,-0,0.9996434878989822,0,Training_HR,HTRA2,HTRA2_HUMAN,"Serine protease HTRA2, mitochondrial"
O43488,0.4300909299076814,-0.1525545169215572,1.01273637673692,21.028591737538953,1.489519392409589,-4.464822967923156,0.14379427896318067,0.775519706767716,0,0,0.4342624765019781,0,Training_HR,AKR7A2,ARK72_HUMAN,Aflatoxin B1 aldehyde reductase member 2
O43491,-1.0342690764018982,-3.0390598986006845,0.970521745796888,19.203765388020013,-1.0419484586824705,-4.60388990589132,0.30355420304025293,0.8549877411687951,-0,-0,0.29140229313444077,0,Training_HR,EPB41L2,E41L2_HUMAN,Band 4.1-like protein 2
O43583,0.21659014725877412,-0.3901556006015816,0.8233358951191299,20.917691057603086,0.7203145542188827,-4.675885891782041,0.4753063542650038,0.8745546294452671,0,0,0.8512079455317685,0,Training_HR,DENR,DENR_HUMAN,Density-regulated protein
O43598,-0.2553379879263815,-0.8814913572180224,0.3708153813652594,19.26715128367962,-0.8228580927886289,-4.655619822549793,0.4152189235720237,0.8737985947446447,-0,-0,0.7989721707500819,0,Training_HR,DNPH1,DNPH1_HUMAN,2'-deoxynucleoside 5'-phosphate N-hydrolase 1
O43615,-0.31804298112034246,-1.018716550987821,0.3826305887471362,20.542535036505644,-0.9159258466815751,-4.635029754064553,0.3649154303873403,0.8675284650621926,-0,-0,0.7257019849623527,0,Training_HR,TIMM44,TIM44_HUMAN,Mitochondrial import inner membrane translocase subunit TIM44
O43617,0.10865361918579453,-0.368158408715344,0.585465647086933,17.470807068351778,0.45981933555997234,-4.715634393478884,0.6480085125177647,0.9186431647579593,0,0,0.9539542832446093,0,Training_HR,TRAPPC3,TPPC3_HUMAN,Trafficking protein particle complex subunit 3
O43633,-0.16826615243842724,-0.5671174693773052,0.23058516450045075,16.187754028144102,-0.8512869361217651,-4.649550022062258,0.39941959923226544,0.8690645204193157,-0,-0,0.8569077168679161,0,Training_HR,CHMP2A,CHM2A_HUMAN,Charged multivesicular body protein 2a
O43674,0.4915639635903162,-0.07153007952283119,1.0546580067034634,21.539295295973496,1.7615271415187526,-4.360529186110612,0.0854002188795235,0.7247020999426212,1,0,0.2983621601593445,0,Training_HR,NDUFB5,NDUB5_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"
O43676,0.14311583299880226,-0.2862511313303058,0.5724827973279103,23.682319659808133,0.6725882731088384,-4.684438911389189,0.5048792206343016,0.8745546294452671,0,0,0.9068207128306431,0,Training_HR,NDUFB3,NDUB3_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
O43678,0.3081669058187515,-0.1058828949058111,0.722216706543314,23.361505466800807,1.5018399498944524,-4.460403633690406,0.14059206497662025,0.7734577786679394,0,0,0.5462981365426847,0,Training_HR,NDUFA2,NDUA2_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
O43681,0.15809545097516065,-0.21810240345853704,0.5342933054088583,19.72255018265002,0.847995005274148,-4.650262820256502,0.4012296862175132,0.8690645204193157,0,0,0.8655621294140091,0,Training_HR,ASNA1,ASNA_HUMAN,ATPase ASNA1
O43707,-0.9463565898108932,-2.393985955997606,0.50127277637582,23.195617750287376,-1.320046749961892,-4.5225620597423495,0.19410871022702322,0.7895947534658572,-0,-0,0.2119516084687743,0,Training_HR,ACTN4,ACTN4_HUMAN,Alpha-actinin-4
O43708,-0.007560931706123597,-0.6941646324475663,0.6790427690353191,20.246194755423797,-0.022220785660166144,-4.74320070324563,0.9823766775456803,0.9925311616473924,-0,-0,0.9998655721761772,0,Training_HR,GSTZ1,MAAI_HUMAN,Maleylacetoacetate isomerase
O43741,-9.151826790265716e-4,-0.5104531504251649,0.5086227850671118,18.55389016209648,-0.0036242777776761288,-4.743263787801872,0.9971253467486814,0.9983225804287662,-0,-0,0.9999973653819783,0,Training_HR,PRKAB2,AAKB2_HUMAN,5'-AMP-activated protein kinase subunit beta-2
O43747,0.11087261044416152,-0.4097486163855535,0.6314938372738765,17.220842599936926,0.42972699501024597,-4.719119318198472,0.6695827239149407,0.9221224427717345,0,0,0.9565032749482175,0,Training_HR,AP1G1,AP1G1_HUMAN,AP-1 complex subunit gamma-1
O43760,-0.5217275799592542,-0.9877538244501418,-0.0557013354683667,19.511829792049625,-2.2590386183179745,-4.1373322885726616,0.029111591920424527,0.7247020999426212,-1,-0,0.15800136816450422,0,Training_HR,SYNGR2,SNG2_HUMAN,Synaptogyrin-2
O43765,0.047440715038842285,-0.37876787828128344,0.473649308358968,18.480312475716467,0.22460491683853276,-4.736650900798242,0.8233717017819638,0.960531484080912,0,0,0.9908223875865841,0,Training_HR,SGTA,SGTA_HUMAN,Small glutamine-rich tetratricopeptide repeat-containing protein alpha
O43768,-0.3468416311156517,-0.9145282645205081,0.22084500228920467,17.455025732494065,-1.2328572293823878,-4.549842876282039,0.2244596670723872,0.8123291842520121,-0,-0,0.5955904899998671,0,Training_HR,ENSA,ENSA_HUMAN,Alpha-endosulfine
O43772,0.08635008800906263,-0.3654750154785786,0.5381751914967039,19.736965428730212,0.38564052249885583,-4.723805171643589,0.7017020327970112,0.9253213619301246,0,0,0.9698739062184368,0,Training_HR,SLC25A20,MCAT_HUMAN,Mitochondrial carnitine/acylcarnitine carrier protein
O43776,0.08364490662400215,-0.27069467877525527,0.43798449202325956,19.337980382662437,0.4763323338536315,-4.713623618697662,0.6362971127359913,0.9162172764194232,0,0,0.9628910612573554,0,Training_HR,NARS1,SYNC_HUMAN,"Asparagine--tRNA ligase, cytoplasmic"
O43813,-0.3463438368295506,-0.8059794354395425,0.11329176178044131,22.090654630563638,-1.5204916564224562,-4.453656496206871,0.1358527148600663,0.7734577786679394,-0,-0,0.5008913781924774,0,Training_HR,LANCL1,LANC1_HUMAN,Glutathione S-transferase LANCL1
