group_id,sample_id,ME
greenyellow,S04_T2,0.24205931736549455
magenta,S04_T2,0.02822400068882972
pink,S04_T2,0.18927459591757106
purple,S04_T2,0.19472472927190274
red,S04_T2,0.18861016312653384
salmon,S04_T2,-0.2160490622662067
tan,S04_T2,-0.0853977527289993
turquoise,S04_T2,-0.2995486461874286
yellow,S04_T2,-0.06241852639061353
black,S05_T2,0.006940977853406706
blue,S05_T2,0.029009206238226136
brown,S05_T2,0.0770940036497271
green,S05_T2,-0.1739077089872961
greenyellow,S05_T2,0.08932881945574858
magenta,S05_T2,-0.08103898956257748
pink,S05_T2,0.0707348921454461
purple,S05_T2,0.08594516616530047
red,S05_T2,-0.03143600510410376
salmon,S05_T2,-0.2460280873879866
tan,S05_T2,-0.06456268407860172
turquoise,S05_T2,0.0591944182185594
yellow,S05_T2,-0.07927182048413348
black,S06_T2,-0.14633616961006957
blue,S06_T2,0.09217314520150098
brown,S06_T2,0.16472764163729947
green,S06_T2,-0.11462129543504512
greenyellow,S06_T2,-0.007294661452852494
magenta,S06_T2,-0.13455013912428773
pink,S06_T2,-0.1910050292800324
purple,S06_T2,-0.25999904171914673
red,S06_T2,-0.049813334224207265
salmon,S06_T2,-0.19035642317585316
tan,S06_T2,-0.04700781014433195
turquoise,S06_T2,0.10292422199851634
yellow,S06_T2,0.008399372227932597
black,S12_T2,0.04784929638456618
blue,S12_T2,0.1389720638371886
brown,S12_T2,-0.037770477435279184
green,S12_T2,-0.15498779028475146
greenyellow,S12_T2,0.20212647654051993
magenta,S12_T2,-0.08467889566178108
pink,S12_T2,0.07931274199412008
purple,S12_T2,0.030707001257798225
red,S12_T2,-0.26935569058180725
salmon,S12_T2,-0.11153504032254108
tan,S12_T2,-0.11569928120548924
turquoise,S12_T2,0.0946464455203614
yellow,S12_T2,-0.04467479556115094
black,S14_T2,-0.198839660610757
blue,S14_T2,-0.173579293582295
brown,S14_T2,-0.2156882400663003
green,S14_T2,0.289306396777892
greenyellow,S14_T2,-0.29503003763939767
magenta,S14_T2,-0.16475158661414602
pink,S14_T2,-0.11264320263988441
purple,S14_T2,-0.16641756242621203
red,S14_T2,0.021677540468465196
salmon,S14_T2,0.4651652405394174
tan,S14_T2,0.43477047304688593
turquoise,S14_T2,0.13058799361678863
yellow,S14_T2,0.18174936276550482
black,S17_T2,-0.025671214949067545
blue,S17_T2,-0.163399710427892
brown,S17_T2,0.18094956583474184
green,S17_T2,-0.21293026660193354
greenyellow,S17_T2,0.10474475639871192
magenta,S17_T2,0.031451134867349885
pink,S17_T2,-0.30655375206039037
purple,S17_T2,0.01940349108683001
red,S17_T2,0.028503052921008912
salmon,S17_T2,-0.034815693312949064
tan,S17_T2,-0.07449459505701998
turquoise,S17_T2,0.21993044724239474
yellow,S17_T2,-0.3540982606539822
black,S21_T2,-0.08975881139151567
blue,S21_T2,0.09515272977691966
brown,S21_T2,0.07652300399082532
green,S21_T2,-0.053585396319407015
greenyellow,S21_T2,0.021912761239878543
magenta,S21_T2,0.09404817165485474
pink,S21_T2,0.06521262112849795
purple,S21_T2,0.04181236009673592
red,S21_T2,0.11444351889456156
salmon,S21_T2,0.042359235056421786
tan,S21_T2,0.06255231085511133
turquoise,S21_T2,-0.13218229038017443
yellow,S21_T2,0.047767329388967654
black,S30_T2,-0.11465136828983416
blue,S30_T2,0.2010431531989727
brown,S30_T2,0.15460435789775978
green,S30_T2,-0.07197081888077621
greenyellow,S30_T2,0.04744974026620323
magenta,S30_T2,0.11699664679244975
pink,S30_T2,0.010896244740383514
purple,S30_T2,-0.0890283740792059
red,S30_T2,0.0010462796045049856
salmon,S30_T2,-0.0838714452536918
tan,S30_T2,-0.007049896782068887
turquoise,S30_T2,-0.11547958013557431
yellow,S30_T2,0.04691773226608579
black,S03_T3,0.061662837499522456
blue,S03_T3,-0.03547038253624194
brown,S03_T3,-0.23870285417226741
green,S03_T3,0.14133207190909494
greenyellow,S03_T3,-0.05345507145666464
magenta,S03_T3,0.1284828572158258
pink,S03_T3,0.15225240658311204
purple,S03_T3,0.18453003402692636
red,S03_T3,-0.06786706400827609
salmon,S03_T3,0.19605351673007282
tan,S03_T3,0.2207709630061573
turquoise,S03_T3,-0.11732798289313934
yellow,S03_T3,0.11492314770853682
black,S10_T3,0.054608886024361016
blue,S10_T3,-0.2295494155179698
brown,S10_T3,-0.4646327635787614
green,S10_T3,0.3532805343274033
greenyellow,S10_T3,-0.120533432653497
magenta,S10_T3,-0.03540384614044262
pink,S10_T3,0.32141675311839285
purple,S10_T3,0.39083951021375124
red,S10_T3,0.13447527754850017
salmon,S10_T3,-0.016900485758769047
tan,S10_T3,0.34604149794252786
turquoise,S10_T3,-0.08591343915396912
yellow,S10_T3,0.1487241467740169
