uniprot_id,gene,protein,description,feature_id,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
Q9BY44,EIF2A,EIF2A_HUMAN,Eukaryotic translation initiation factor 2A,EIF2A,26,57.77777777777777,15.781906522807958,1,1,1,3,MNAR,FALSE,0.20339830084957522
P05198,EIF2S1,IF2A_HUMAN,Eukaryotic translation initiation factor 2 subunit 1,EIF2S1,0,0,20.752143398845774,NA,NA,NA,NA,Complete,TRUE,NA
P20042,EIF2S2,IF2B_HUMAN,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,0,0,18.424888199169647,NA,NA,NA,NA,Complete,TRUE,NA
P41091,EIF2S3,IF2G_HUMAN,Eukaryotic translation initiation factor 2 subunit 3,EIF2S3,0,0,18.863919208135226,NA,NA,NA,NA,Complete,TRUE,NA
Q14152,EIF3A,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A,EIF3A,0,0,20.260566601657434,NA,NA,NA,NA,Complete,TRUE,NA
P55884,EIF3B,EIF3B_HUMAN,Eukaryotic translation initiation factor 3 subunit B,EIF3B,5,11.11111111111111,18.513153234823143,0,0,0,0,MAR,TRUE,NA
Q99613,EIF3C,EIF3C_HUMAN,Eukaryotic translation initiation factor 3 subunit C,EIF3C,1,2.2222222222222223,19.243734930626655,0,0,0,0,MAR,TRUE,NA
O15371,EIF3D,EIF3D_HUMAN,Eukaryotic translation initiation factor 3 subunit D,EIF3D,1,2.2222222222222223,18.495252631663096,0,0,0,0,MAR,TRUE,NA
P60228,EIF3E,EIF3E_HUMAN,Eukaryotic translation initiation factor 3 subunit E,EIF3E,4,8.88888888888889,17.88122539546978,0,1,0,1,MAR,TRUE,NA
O00303,EIF3F,EIF3F_HUMAN,Eukaryotic translation initiation factor 3 subunit F,EIF3F,1,2.2222222222222223,19.706130556183084,0,0,0,0,MAR,TRUE,NA
O75821,EIF3G,EIF3G_HUMAN,Eukaryotic translation initiation factor 3 subunit G,EIF3G,0,0,19.2835243083821,NA,NA,NA,NA,Complete,TRUE,NA
Q13347,EIF3I,EIF3I_HUMAN,Eukaryotic translation initiation factor 3 subunit I,EIF3I,2,4.444444444444445,17.33735343365906,0,1,0,1,MAR,TRUE,NA
O75822,EIF3J,EIF3J_HUMAN,Eukaryotic translation initiation factor 3 subunit J,EIF3J,0,0,20.9149425581859,NA,NA,NA,NA,Complete,TRUE,NA
Q9UBQ5,EIF3K,EIF3K_HUMAN,Eukaryotic translation initiation factor 3 subunit K,EIF3K,0,0,21.10511066971311,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y262,EIF3L,EIF3L_HUMAN,Eukaryotic translation initiation factor 3 subunit L,EIF3L,3,6.666666666666667,19.236197025247176,0,0,0,0,MAR,TRUE,NA
Q7L2H7,EIF3M,EIF3M_HUMAN,Eukaryotic translation initiation factor 3 subunit M,EIF3M,12,26.666666666666668,19.218365520351004,0,0,0,0,MAR,TRUE,NA
P60842,EIF4A1,IF4A1_HUMAN,Eukaryotic initiation factor 4A-I,EIF4A1,0,0,24.058301672944545,NA,NA,NA,NA,Complete,TRUE,NA
Q14240,EIF4A2,IF4A2_HUMAN,Eukaryotic initiation factor 4A-II,EIF4A2,0,0,22.403853667054456,NA,NA,NA,NA,Complete,TRUE,NA
P06730,EIF4E,IF4E_HUMAN,Eukaryotic translation initiation factor 4E,EIF4E,0,0,18.822019213160903,NA,NA,NA,NA,Complete,TRUE,NA
Q13541,EIF4EBP1,4EBP1_HUMAN,Eukaryotic translation initiation factor 4E-binding protein 1,EIF4EBP1,24,53.333333333333336,15.830060503238704,1,1,1,3,MNAR,FALSE,0.050974512743628186
Q04637,EIF4G1,IF4G1_HUMAN,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,0,0,21.70052672237374,NA,NA,NA,NA,Complete,TRUE,NA
P78344,EIF4G2,IF4G2_HUMAN,Eukaryotic translation initiation factor 4 gamma 2,EIF4G2,4,8.88888888888889,18.005149743377686,0,1,0,1,MAR,TRUE,NA
Q15056,EIF4H,IF4H_HUMAN,Eukaryotic translation initiation factor 4H,EIF4H,0,0,21.821539009774128,NA,NA,NA,NA,Complete,TRUE,NA
P55010,EIF5,IF5_HUMAN,Eukaryotic translation initiation factor 5,EIF5,0,0,21.81918306006144,NA,NA,NA,NA,Complete,TRUE,NA
P63241,EIF5A,IF5A1_HUMAN,Eukaryotic translation initiation factor 5A-1,EIF5A,0,0,24.653619177341497,NA,NA,NA,NA,Complete,TRUE,NA
O60841,EIF5B,IF2P_HUMAN,Eukaryotic translation initiation factor 5B,EIF5B,21,46.666666666666664,16.109792581493497,1,1,1,3,MNAR,TRUE,0.2013993003498251
P56537,EIF6,IF6_HUMAN,Eukaryotic translation initiation factor 6,EIF6,10,22.22222222222222,18.414355911181833,0,0,1,1,MAR,TRUE,NA
P08246,ELANE,ELNE_HUMAN,Neutrophil elastase,ELANE,35,77.77777777777779,22.594209893221585,1,0,0,1,MAR,FALSE,NA
Q15370,ELOB,ELOB_HUMAN,Elongin-B,ELOB,0,0,20.21714302687351,NA,NA,NA,NA,Complete,TRUE,NA
Q15369,ELOC,ELOC_HUMAN,Elongin-C,ELOC,1,2.2222222222222223,20.682256991711157,0,0,0,0,MAR,TRUE,NA
Q8N766,EMC1,EMC1_HUMAN,ER membrane protein complex subunit 1,EMC1,23,51.11111111111111,16.9759633163182,1,1,1,3,MNAR,FALSE,0.638680659670165
O00423,EML1,EMAL1_HUMAN,Echinoderm microtubule-associated protein-like 1,EML1,0,0,18.91496244059599,NA,NA,NA,NA,Complete,TRUE,NA
O95834,EML2,EMAL2_HUMAN,Echinoderm microtubule-associated protein-like 2,EML2,6,13.333333333333334,17.4382713793367,0,1,1,2,MNAR,TRUE,0.9785107446276862
O94919,ENDOD1,ENDD1_HUMAN,Endonuclease domain-containing 1 protein,ENDOD1,0,0,21.160490470629654,NA,NA,NA,NA,Complete,TRUE,NA
Q14249,ENDOG,NUCG_HUMAN,"Endonuclease G, mitochondrial",ENDOG,0,0,19.438337495541994,NA,NA,NA,NA,Complete,TRUE,NA
P06733,ENO1,ENOA_HUMAN,Alpha-enolase,ENO1,0,0,30.524050459077287,NA,NA,NA,NA,Complete,TRUE,NA
P09104,ENO2,ENOG_HUMAN,Gamma-enolase,ENO2,0,0,27.493226746917333,NA,NA,NA,NA,Complete,TRUE,NA
P13929,ENO3,ENOB_HUMAN,Beta-enolase,ENO3,0,0,29.753850628079327,NA,NA,NA,NA,Complete,TRUE,NA
Q9UHY7,ENOPH1,ENOPH_HUMAN,Enolase-phosphatase E1,ENOPH1,0,0,20.22565598309064,NA,NA,NA,NA,Complete,TRUE,NA
O43768,ENSA,ENSA_HUMAN,Alpha-endosulfine,ENSA,15,33.33333333333333,17.49795252103871,1,1,1,3,MNAR,TRUE,0.1854072963518241
P11171,EPB41,41_HUMAN,Protein 4.1,EPB41,14,31.11111111111111,19.124825549231215,0,0,1,1,MAR,TRUE,NA
O43491,EPB41L2,E41L2_HUMAN,Band 4.1-like protein 2,EPB41L2,24,53.333333333333336,17.112865805159988,1,1,1,3,MNAR,FALSE,0.17991004497751126
Q9UM22,EPDR1,EPDR1_HUMAN,Mammalian ependymin-related protein 1,EPDR1,1,2.2222222222222223,20.632240760094028,0,0,0,0,MAR,TRUE,NA
P07099,EPHX1,HYEP_HUMAN,Epoxide hydrolase 1,EPHX1,0,0,23.5380291941799,NA,NA,NA,NA,Complete,TRUE,NA
P34913,EPHX2,HYES_HUMAN,Bifunctional epoxide hydrolase 2,EPHX2,17,37.77777777777778,16.992782572195548,1,1,1,3,MNAR,TRUE,0.7656171914042978
O95278,EPM2A,EPM2A_HUMAN,Laforin,EPM2A,6,13.333333333333334,19.707833816042946,0,0,0,0,MAR,TRUE,NA
P07814,EPRS1,SYEP_HUMAN,Bifunctional glutamate/proline--tRNA ligase,EPRS1,0,0,19.43991188730865,NA,NA,NA,NA,Complete,TRUE,NA
Q9UBC2,EPS15L1,EP15R_HUMAN,Epidermal growth factor receptor substrate 15-like 1,EPS15L1,3,6.666666666666667,16.905604903202413,0,1,0,1,MAR,TRUE,NA
Q9NZ08,ERAP1,ERAP1_HUMAN,Endoplasmic reticulum aminopeptidase 1,ERAP1,7,15.555555555555555,19.346987907524323,0,0,0,0,MAR,TRUE,NA
Q969X5,ERGIC1,ERGI1_HUMAN,Endoplasmic reticulum-Golgi intermediate compartment protein 1,ERGIC1,5,11.11111111111111,17.985225131591925,0,1,1,2,MNAR,TRUE,0.12493753123438281
O43414,ERI3,ERI3_HUMAN,ERI1 exoribonuclease 3,ERI3,0,0,19.79482288608009,NA,NA,NA,NA,Complete,TRUE,NA
O94905,ERLIN2,ERLN2_HUMAN,Erlin-2,ERLIN2,0,0,21.2217660094349,NA,NA,NA,NA,Complete,TRUE,NA
Q96HE7,ERO1A,ERO1A_HUMAN,ERO1-like protein alpha,ERO1A,3,6.666666666666667,16.722136037456284,0,1,0,1,MAR,TRUE,NA
P30040,ERP29,ERP29_HUMAN,Endoplasmic reticulum resident protein 29,ERP29,1,2.2222222222222223,19.68742157114922,0,0,0,0,MAR,TRUE,NA
Q9BS26,ERP44,ERP44_HUMAN,Endoplasmic reticulum resident protein 44,ERP44,0,0,20.255450315198683,NA,NA,NA,NA,Complete,TRUE,NA
P10768,ESD,ESTD_HUMAN,S-formylglutathione hydrolase,ESD,0,0,24.321127348544096,NA,NA,NA,NA,Complete,TRUE,NA
Q9BSJ8,ESYT1,ESYT1_HUMAN,Extended synaptotagmin-1,ESYT1,4,8.88888888888889,17.465849114885316,0,1,0,1,MAR,TRUE,NA
A0FGR8,ESYT2,ESYT2_HUMAN,Extended synaptotagmin-2,ESYT2,21,46.666666666666664,16.616585827249928,1,1,1,3,MNAR,TRUE,0.3793103448275862
P62495,ETF1,ERF1_HUMAN,Eukaryotic peptide chain release factor subunit 1,ETF1,2,4.444444444444445,17.949143572154806,0,1,0,1,MAR,TRUE,NA
P13804,ETFA,ETFA_HUMAN,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,0,0,24.86215125285146,NA,NA,NA,NA,Complete,TRUE,NA
P38117,ETFB,ETFB_HUMAN,Electron transfer flavoprotein subunit beta,ETFB,0,0,23.675812073298502,NA,NA,NA,NA,Complete,TRUE,NA
Q16134,ETFDH,ETFD_HUMAN,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",ETFDH,0,0,22.489479214339838,NA,NA,NA,NA,Complete,TRUE,NA
Q6IPR1,ETFRF1,ETFR1_HUMAN,Electron transfer flavoprotein regulatory factor 1,ETFRF1,8,17.77777777777778,18.735617148010395,0,0,0,0,MAR,TRUE,NA
O95571,ETHE1,ETHE1_HUMAN,"Persulfide dioxygenase ETHE1, mitochondrial",ETHE1,5,11.11111111111111,19.513254929190577,0,0,0,0,MAR,TRUE,NA
Q99504,EYA3,EYA3_HUMAN,Eyes absent homolog 3,EYA3,12,26.666666666666668,18.62498171117727,0,0,1,1,MAR,TRUE,NA
P15311,EZR,EZRI_HUMAN,Ezrin,EZR,19,42.22222222222222,23.56607613446677,0,0,0,0,MAR,TRUE,NA
P00488,F13A1,F13A_HUMAN,Coagulation factor XIII A chain,F13A1,15,33.33333333333333,18.44250917487901,1,0,1,2,MNAR,TRUE,0.26036981509245377
P05413,FABP3,FABPH_HUMAN,"Fatty acid-binding protein, heart",FABP3,0,0,27.107691591722535,NA,NA,NA,NA,Complete,TRUE,NA
P15090,FABP4,FABP4_HUMAN,"Fatty acid-binding protein, adipocyte",FABP4,0,0,25.77980397197549,NA,NA,NA,NA,Complete,TRUE,NA
Q01469,FABP5,FABP5_HUMAN,Fatty acid-binding protein 5,FABP5,0,0,21.553503371749635,NA,NA,NA,NA,Complete,TRUE,NA
P16930,FAH,FAAA_HUMAN,Fumarylacetoacetase,FAH,1,2.2222222222222223,21.10557810336945,0,0,0,0,MAR,TRUE,NA
Q6P587,FAHD1,FAHD1_HUMAN,"Acylpyruvase FAHD1, mitochondrial",FAHD1,0,0,19.863559167111095,NA,NA,NA,NA,Complete,TRUE,NA
Q96GK7,FAHD2A,FAH2A_HUMAN,Fumarylacetoacetate hydrolase domain-containing protein 2A,FAHD2A,8,17.77777777777778,17.163072800582416,1,1,1,3,MNAR,TRUE,0.05747126436781609
Q9NRY5,FAM114A2,F1142_HUMAN,Protein FAM114A2,FAM114A2,12,26.666666666666668,16.03630738370112,1,1,1,3,MNAR,TRUE,0.13043478260869565
Q96C01,FAM136A,F136A_HUMAN,Protein FAM136A,FAM136A,22,48.888888888888886,16.842961407362473,1,1,1,3,MNAR,TRUE,0.6921539230384808
Q96A26,FAM162A,F162A_HUMAN,Protein FAM162A,FAM162A,0,0,22.481313591038642,NA,NA,NA,NA,Complete,TRUE,NA
Q8NCA5,FAM98A,FA98A_HUMAN,Protein FAM98A,FAM98A,4,8.88888888888889,18.868570493075385,0,0,0,0,MAR,TRUE,NA
Q52LJ0,FAM98B,FA98B_HUMAN,Protein FAM98B,FAM98B,28,62.22222222222222,14.88869894719415,1,1,1,3,MNAR,FALSE,0.34832583708145926
Q9Y285,FARSA,SYFA_HUMAN,Phenylalanine--tRNA ligase alpha subunit,FARSA,2,4.444444444444445,19.765798519359628,0,0,0,0,MAR,TRUE,NA
Q9NSD9,FARSB,SYFB_HUMAN,Phenylalanine--tRNA ligase beta subunit,FARSB,2,4.444444444444445,21.83243009454473,0,0,0,0,MAR,TRUE,NA
P23142,FBLN1,FBLN1_HUMAN,Fibulin-1,FBLN1,10,22.22222222222222,16.824986301586424,1,1,1,3,MNAR,TRUE,1
P98095,FBLN2,FBLN2_HUMAN,Fibulin-2,FBLN2,22,48.888888888888886,17.279392812381563,1,1,1,3,MNAR,TRUE,0.15942028985507245
Q9UBX5,FBLN5,FBLN5_HUMAN,Fibulin-5,FBLN5,14,31.11111111111111,18.38710116762842,1,0,1,2,MNAR,TRUE,0.743128435782109
P35555,FBN1,FBN1_HUMAN,Fibrillin-1,FBN1,4,8.88888888888889,18.155278773446938,0,1,0,1,MAR,TRUE,NA
P09467,FBP1,F16P1_HUMAN,"Fructose-1,6-bisphosphatase 1",FBP1,1,2.2222222222222223,22.036840943411796,0,0,0,0,MAR,TRUE,NA
O00757,FBP2,F16P2_HUMAN,"Fructose-1,6-bisphosphatase isozyme 2",FBP2,0,0,27.249527515386337,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y3I1,FBXO7,FBX7_HUMAN,F-box only protein 7,FBXO7,29,64.44444444444444,18.632102042972953,1,0,1,2,MNAR,FALSE,0.05897051474262868
P14324,FDPS,FPPS_HUMAN,Farnesyl pyrophosphate synthase,FDPS,0,0,20.18353379484029,NA,NA,NA,NA,Complete,TRUE,NA
P22570,FDXR,ADRO_HUMAN,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,13,28.888888888888886,17.00967982310334,1,1,1,3,MNAR,TRUE,0.504247876061969
P22830,FECH,HEMH_HUMAN,"Ferrochelatase, mitochondrial",FECH,0,0,18.710139716753233,NA,NA,NA,NA,Complete,TRUE,NA
Q96AC1,FERMT2,FERM2_HUMAN,Fermitin family homolog 2,FERMT2,0,0,20.32144186506119,NA,NA,NA,NA,Complete,TRUE,NA
Q86UX7,FERMT3,URP2_HUMAN,Fermitin family homolog 3,FERMT3,35,77.77777777777779,16.726064532549113,1,1,1,3,MNAR,FALSE,0.06546726636681659
Q96C11,FGGY,FGGY_HUMAN,FGGY carbohydrate kinase domain-containing protein,FGGY,20,44.44444444444444,17.86476659455807,1,1,1,3,MNAR,TRUE,0.3823088455772114
P07954,FH,FUMH_HUMAN,"Fumarate hydratase, mitochondrial",FH,0,0,25.305413499315385,NA,NA,NA,NA,Complete,TRUE,NA
Q13642,FHL1,FHL1_HUMAN,Four and a half LIM domains protein 1,FHL1,0,0,29.098926014501544,NA,NA,NA,NA,Complete,TRUE,NA
Q13643,FHL3,FHL3_HUMAN,Four and a half LIM domains protein 3,FHL3,0,0,23.01348795405154,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y613,FHOD1,FHOD1_HUMAN,FH1/FH2 domain-containing protein 1,FHOD1,0,0,22.450262559968053,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y3D6,FIS1,FIS1_HUMAN,Mitochondrial fission 1 protein,FIS1,0,0,23.32866711437075,NA,NA,NA,NA,Complete,TRUE,NA
A5D6W6,FITM1,FITM1_HUMAN,Fat storage-inducing transmembrane protein 1,FITM1,12,26.666666666666668,16.52703847973878,1,1,1,3,MNAR,TRUE,0.792103948025987
Q8N6M3,FITM2,FITM2_HUMAN,Fat storage-inducing transmembrane protein 2,FITM2,6,13.333333333333334,17.85924286902356,0,1,1,2,MNAR,TRUE,0.8195902048975512
P62942,FKBP1A,FKB1A_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,0,0,22.89931648979971,NA,NA,NA,NA,Complete,TRUE,NA
P26885,FKBP2,FKBP2_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,1,2.2222222222222223,21.36602191808276,0,0,0,0,MAR,TRUE,NA
Q00688,FKBP3,FKBP3_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,0,0,23.535757536553334,NA,NA,NA,NA,Complete,TRUE,NA
Q02790,FKBP4,FKBP4_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP4,FKBP4,2,4.444444444444445,17.538350492248888,0,1,0,1,MAR,TRUE,NA
P21333,FLNA,FLNA_HUMAN,Filamin-A,FLNA,0,0,25.89072397755674,NA,NA,NA,NA,Complete,TRUE,NA
O75369,FLNB,FLNB_HUMAN,Filamin-B,FLNB,0,0,25.474706452034425,NA,NA,NA,NA,Complete,TRUE,NA
Q14315,FLNC,FLNC_HUMAN,Filamin-C,FLNC,0,0,27.166911398386855,NA,NA,NA,NA,Complete,TRUE,NA
O75955,FLOT1,FLOT1_HUMAN,Flotillin-1,FLOT1,9,20,16.669132058824463,1,1,1,3,MNAR,TRUE,0.9270364817591205
Q14254,FLOT2,FLOT2_HUMAN,Flotillin-2,FLOT2,11,24.444444444444443,18.263365889240344,0,1,1,2,MNAR,TRUE,0.3053473263368316
P02751,FN1,FINC_HUMAN,Fibronectin,FN1,14,31.11111111111111,18.189220262071895,1,1,1,3,MNAR,TRUE,0.07096451774112944
Q9H479,FN3K,FN3K_HUMAN,Fructosamine-3-kinase,FN3K,0,0,20.931712741271816,NA,NA,NA,NA,Complete,TRUE,NA
P49354,FNTA,FNTA_HUMAN,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,FNTA,4,8.88888888888889,18.111163644129494,0,1,0,1,MAR,TRUE,NA
Q16658,FSCN1,FSCN1_HUMAN,Fascin,FSCN1,16,35.55555555555556,16.76570092064026,1,1,1,3,MNAR,TRUE,0.33883058470764615
P02794,FTH1,FRIH_HUMAN,Ferritin heavy chain,FTH1,0,0,24.466476389214428,NA,NA,NA,NA,Complete,TRUE,NA
P02792,FTL,FRIL_HUMAN,Ferritin light chain,FTL,0,0,21.843073531280027,NA,NA,NA,NA,Complete,TRUE,NA
Q96AE4,FUBP1,FUBP1_HUMAN,Far upstream element-binding protein 1,FUBP1,17,37.77777777777778,16.774711371912932,1,1,1,3,MNAR,TRUE,0.27586206896551724
Q9BWH2,FUNDC2,FUND2_HUMAN,FUN14 domain-containing protein 2,FUNDC2,0,0,23.237267513903216,NA,NA,NA,NA,Complete,TRUE,NA
P35637,FUS,FUS_HUMAN,RNA-binding protein FUS,FUS,0,0,19.642688382074724,NA,NA,NA,NA,Complete,TRUE,NA
Q16595,FXN,FRDA_HUMAN,"Frataxin, mitochondrial",FXN,1,2.2222222222222223,20.699001684126504,0,0,0,0,MAR,TRUE,NA
P51114,FXR1,FXR1_HUMAN,Fragile X mental retardation syndrome-related protein 1,FXR1,10,22.22222222222222,17.915966463829914,1,1,1,3,MNAR,TRUE,0.8865567216391804
O00168,FXYD1,PLM_HUMAN,Phospholemman,FXYD1,24,53.333333333333336,16.679641319327192,1,1,1,3,MNAR,FALSE,0.2543728135932034
Q9BQS8,FYCO1,FYCO1_HUMAN,FYVE and coiled-coil domain-containing protein 1,FYCO1,2,4.444444444444445,18.904562717616237,0,0,0,0,MAR,TRUE,NA
P10253,GAA,LYAG_HUMAN,Lysosomal alpha-glucosidase,GAA,2,4.444444444444445,17.02835567392173,0,1,0,1,MAR,TRUE,NA
P60520,GABARAPL2,GBRL2_HUMAN,Gamma-aminobutyric acid receptor-associated protein-like 2,GABARAPL2,13,28.888888888888886,17.51007747284557,1,1,1,3,MNAR,TRUE,0.9425287356321839
P51570,GALK1,GALK1_HUMAN,Galactokinase,GALK1,23,51.11111111111111,19.195853395480494,1,0,1,2,MNAR,FALSE,0.015992003998001
Q96C23,GALM,GALM_HUMAN,Aldose 1-epimerase,GALM,3,6.666666666666667,19.981002497166116,0,0,0,0,MAR,TRUE,NA
Q14353,GAMT,GAMT_HUMAN,Guanidinoacetate N-methyltransferase,GAMT,0,0,23.536312719376134,NA,NA,NA,NA,Complete,TRUE,NA
Q14697,GANAB,GANAB_HUMAN,Neutral alpha-glucosidase AB,GANAB,0,0,20.487304199421054,NA,NA,NA,NA,Complete,TRUE,NA
P04406,GAPDH,G3P_HUMAN,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,0,0,31.197260774607816,NA,NA,NA,NA,Complete,TRUE,NA
O14556,GAPDHS,G3PT_HUMAN,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",GAPDHS,5,11.11111111111111,20.44449338407746,0,0,0,0,MAR,TRUE,NA
Q5VVW2,GARNL3,GARL3_HUMAN,GTPase-activating Rap/Ran-GAP domain-like protein 3,GARNL3,7,15.555555555555555,19.479156864371703,0,0,0,0,MAR,TRUE,NA
P41250,GARS1,GARS_HUMAN,Glycine--tRNA ligase,GARS1,0,0,19.249675514744045,NA,NA,NA,NA,Complete,TRUE,NA
P22102,GART,PUR2_HUMAN,Trifunctional purine biosynthetic protein adenosine-3,GART,8,17.77777777777778,18.20983301332748,0,1,1,2,MNAR,TRUE,0.0814592703648176
Q04446,GBE1,GLGB_HUMAN,"1,4-alpha-glucan-branching enzyme",GBE1,0,0,20.320511760283566,NA,NA,NA,NA,Complete,TRUE,NA
Q92947,GCDH,GCDH_HUMAN,"Glutaryl-CoA dehydrogenase, mitochondrial",GCDH,6,13.333333333333334,19.059815012434644,0,0,0,0,MAR,TRUE,NA
P48506,GCLC,GSH1_HUMAN,Glutamate--cysteine ligase catalytic subunit,GCLC,12,26.666666666666668,18.472452322864015,0,0,1,1,MAR,TRUE,NA
P48507,GCLM,GSH0_HUMAN,Glutamate--cysteine ligase regulatory subunit,GCLM,1,2.2222222222222223,18.87954654921742,0,0,0,0,MAR,TRUE,NA
Q92616,GCN1,GCN1_HUMAN,eIF-2-alpha kinase activator GCN1,GCN1,27,60,17.321119106335452,1,1,1,3,MNAR,FALSE,0.15242378810594703
P23434,GCSH,GCSH_HUMAN,"Glycine cleavage system H protein, mitochondrial",GCSH,0,0,22.42746020144294,NA,NA,NA,NA,Complete,TRUE,NA
P31150,GDI1,GDIA_HUMAN,Rab GDP dissociation inhibitor alpha,GDI1,0,0,21.444375770362825,NA,NA,NA,NA,Complete,TRUE,NA
P50395,GDI2,GDIB_HUMAN,Rab GDP dissociation inhibitor beta,GDI2,0,0,23.60449841227361,NA,NA,NA,NA,Complete,TRUE,NA
Q96RP9,GFM1,EFGM_HUMAN,"Elongation factor G, mitochondrial",GFM1,4,8.88888888888889,18.03414455041415,0,1,0,1,MAR,TRUE,NA
O75223,GGCT,GGCT_HUMAN,Gamma-glutamylcyclotransferase,GGCT,0,0,20.866560084174843,NA,NA,NA,NA,Complete,TRUE,NA
Q9H3K2,GHITM,GHITM_HUMAN,Growth hormone-inducible transmembrane protein,GHITM,25,55.55555555555556,16.231078640535348,1,1,1,3,MNAR,FALSE,0.01899050474762619
Q04760,GLO1,LGUL_HUMAN,Lactoylglutathione lyase,GLO1,0,0,25.02541530594511,NA,NA,NA,NA,Complete,TRUE,NA
Q9HC38,GLOD4,GLOD4_HUMAN,Glyoxalase domain-containing protein 4,GLOD4,0,0,21.11513320559587,NA,NA,NA,NA,Complete,TRUE,NA
P35754,GLRX,GLRX1_HUMAN,Glutaredoxin-1,GLRX,0,0,23.825893965068342,NA,NA,NA,NA,Complete,TRUE,NA
O76003,GLRX3,GLRX3_HUMAN,Glutaredoxin-3,GLRX3,0,0,18.86993769921134,NA,NA,NA,NA,Complete,TRUE,NA
Q86SX6,GLRX5,GLRX5_HUMAN,"Glutaredoxin-related protein 5, mitochondrial",GLRX5,1,2.2222222222222223,23.56139297220858,0,0,0,0,MAR,TRUE,NA
P00367,GLUD1,DHE3_HUMAN,"Glutamate dehydrogenase 1, mitochondrial",GLUD1,0,0,21.012987445538666,NA,NA,NA,NA,Complete,TRUE,NA
P15104,GLUL,GLNA_HUMAN,Glutamine synthetase,GLUL,7,15.555555555555555,18.466690217369827,0,0,1,1,MAR,TRUE,NA
P60983,GMFB,GMFB_HUMAN,Glia maturation factor beta,GMFB,18,40,17.14855092759797,1,1,1,3,MNAR,TRUE,0.22688655672163918
Q9Y5P6,GMPPB,GMPPB_HUMAN,Mannose-1-phosphate guanyltransferase beta,GMPPB,16,35.55555555555556,14.64766044153749,1,1,1,3,MNAR,TRUE,0.41629185407296354
P36959,GMPR,GMPR1_HUMAN,GMP reductase 1,GMPR,1,2.2222222222222223,19.161740640937218,0,0,0,0,MAR,TRUE,NA
P29992,GNA11,GNA11_HUMAN,Guanine nucleotide-binding protein subunit alpha-11,GNA11,11,24.444444444444443,16.67350081670396,1,1,1,3,MNAR,TRUE,0.5817091454272864
P04899,GNAI2,GNAI2_HUMAN,Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,0,0,21.305099031663115,NA,NA,NA,NA,Complete,TRUE,NA
Q5JWF2,GNAS,GNAS1_HUMAN,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,GNAS,1,2.2222222222222223,19.245259086179317,0,0,0,0,MAR,TRUE,NA
P62873,GNB1,GBB1_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,GNB1,0,0,21.305163312956118,NA,NA,NA,NA,Complete,TRUE,NA
P62879,GNB2,GBB2_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,GNB2,0,0,21.227687143669222,NA,NA,NA,NA,Complete,TRUE,NA
Q9UBI6,GNG12,GBG12_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GNG12,1,2.2222222222222223,19.18448980028923,0,0,0,0,MAR,TRUE,NA
P46926,GNPDA1,GNPI1_HUMAN,Glucosamine-6-phosphate isomerase 1,GNPDA1,0,0,21.51943396022209,NA,NA,NA,NA,Complete,TRUE,NA
Q9H8Y8,GORASP2,GORS2_HUMAN,Golgi reassembly-stacking protein 2,GORASP2,30,66.66666666666666,15.800126259942633,1,1,1,3,MNAR,FALSE,0.3713143428285857
O14653,GOSR2,GOSR2_HUMAN,Golgi SNAP receptor complex member 2,GOSR2,16,35.55555555555556,17.775071889314237,1,1,1,3,MNAR,TRUE,0.01899050474762619
P17174,GOT1,AATC_HUMAN,"Aspartate aminotransferase, cytoplasmic",GOT1,0,0,27.138101136961915,NA,NA,NA,NA,Complete,TRUE,NA
P00505,GOT2,AATM_HUMAN,"Aspartate aminotransferase, mitochondrial",GOT2,0,0,26.923387823424022,NA,NA,NA,NA,Complete,TRUE,NA
Q53EU6,GPAT3,GPAT3_HUMAN,Glycerol-3-phosphate acyltransferase 3,GPAT3,13,28.888888888888886,16.19000246716248,1,1,1,3,MNAR,TRUE,0.9290354822588706
