uniprot_id,gene,feature_id,pre_mean,post_mean,pre_sd,pct_miss,imputation_reliable,shift,effect_d
P49588,AARS1,AARS1,16.582289620579303,16.569877294391244,0.4444191633603349,17.77777777777778,TRUE,-0.012412326188059097,-0.027929322611129594
O75027,ABCB7,ABCB7,16.12312396066303,16.116368630741476,0.5807817641696442,33.33333333333333,TRUE,-0.006755329921553255,-0.011631442890104324
Q9UG63,ABCF2,ABCF2,17.16110118069118,17.13567726755137,0.6305224685093643,20,TRUE,-0.02542391313981085,-0.04032197805720743
Q9NUQ8,ABCF3,ABCF3,16.620478833560075,16.615954597663766,0.5725781999648217,42.22222222222222,TRUE,-0.0045242358963086815,-0.007901516153752699
O95870,ABHD16A,ABHD16A,15.247686080391022,15.250709377677218,0.36952515992286095,66.66666666666666,FALSE,0.0030232972861963248,0.008181573581694529
O00763,ACACB,ACACB,15.497644230038363,15.454032816831674,0.35625184218861417,68.88888888888889,FALSE,-0.04361141320668871,-0.12241736895664686
Q9NR19,ACSS2,ACSS2,15.558674475432205,15.539086318326579,0.6227918163278885,28.888888888888886,TRUE,-0.01958815710562689,-0.0314521748553518
P42025,ACTR1B,ACTR1B,16.506500870966562,16.50465136516423,0.40813034503967083,24.444444444444443,TRUE,-0.00184950580233334,-0.00453165471475434
P35611,ADD1,ADD1,14.950061761692702,14.802800961882053,1.000223644246032,53.333333333333336,FALSE,-0.147260799810649,-0.14722787314396482
Q96HN2,AHCYL2,AHCYL2,17.179152157967472,17.173729392624406,0.498893860201848,15.555555555555555,TRUE,-0.005422765343066516,-0.010869577230059543
Q02952,AKAP12,AKAP12,16.820513340594186,16.76126419779583,0.7947440238108769,48.888888888888886,TRUE,-0.05924914279835747,-0.0745512278459823
P31749,AKT1,AKT1,17.66971871866431,17.656448966382094,0.5852551086053688,40,TRUE,-0.013269752282216274,-0.0226734497266284
P31751,AKT2,AKT2,16.948395002198495,16.953430755877747,0.5834093896903405,26.666666666666668,TRUE,0.005035753679251798,0.008631595185543128
Q8IZ83,ALDH16A1,ALDH16A1,17.348653012110436,17.221416651834456,1.218773479820585,46.666666666666664,TRUE,-0.12723636027597962,-0.10439705358103954
Q12955,ANK3,ANK3,15.881920828566098,15.87290921334101,0.4703064635098809,37.77777777777778,TRUE,-0.009011615225087866,-0.01916115538331005
Q9BTT0,ANP32E,ANP32E,16.653465263806872,16.574319640398947,1.0416673476860263,53.333333333333336,FALSE,-0.07914562340792486,-0.07597974879767519
Q10567,AP1B1,AP1B1,19.114598239434706,19.110083918127625,1.1258890957775896,33.33333333333333,TRUE,-0.0045143213070808486,-0.004009561264969047
O43747,AP1G1,AP1G1,17.300295498711762,17.301016365166138,0.5625533385357853,33.33333333333333,TRUE,7.20866454376079e-4,0.001281418853992319
Q9BZZ5,API5,API5,15.523516489280762,15.556246344854255,0.6239587573098104,51.11111111111111,FALSE,0.03272985557349273,0.05245515859831353
Q96GX9,APIP,APIP,16.61608377020232,16.61776837415823,0.8631234357164461,35.55555555555556,TRUE,0.0016846039559119674,0.001951753232738538
P02649,APOE,APOE,17.420487958443044,17.3787972634466,1.1521324275959286,15.555555555555555,TRUE,-0.04169069499644351,-0.03618567969954328
O14791,APOL1,APOL1,16.907956540208037,16.874405452959724,1.1190617099090294,57.77777777777777,FALSE,-0.03355108724831268,-0.029981445126060217
Q9UKG1,APPL1,APPL1,16.492421437892833,16.484351848536217,0.4799943982922128,15.555555555555555,TRUE,-0.008069589356615836,-0.016811840690905733
