gene,logFC,neg_log10_p,pi_score,adj_pval,direction
ACAD10,1.3913,3.3468,2.2e-5,0.863508,Up
CORO6,-1.9169,2.2704,4.4e-5,0.997165,Down
LMAN2,1.4981,2.6728,9.9e-5,0.997165,Up
MYH6,-2.0195,1.8069,2.24e-4,0.997165,Down
MLYCD,-1.1659,2.9518,3.62e-4,0.997165,Down
DCAF8,3.9204,0.8728,3.79e-4,0.997165,Up
RTN4IP1,1.6195,2.0192,5.37e-4,0.997165,Up
TMED5,1.5792,2.0007,6.93e-4,0.997165,Up
CPT1A,1.3729,2.2645,7.78e-4,0.997165,Up
PRPSAP2,1.6218,1.8983,8.34e-4,0.997165,Up
LAMP1,-2.241,1.2499,0.001581,0.997165,Down
TPRKB,1.7684,1.576,0.001633,0.997165,Up
PURA,-1.4684,1.8751,0.001764,0.997165,Down
AKT2,-1.1852,2.2013,0.00246,0.997165,Down
SYNPO2L,-1.8344,1.4082,0.00261,0.997165,Down
SND1,-1.7839,1.4245,0.002876,0.997165,Down
ADIPOQ,1.2253,1.9701,0.003856,0.997165,Up
PALMD,1.2458,1.9167,0.004093,0.997165,Up
MRPL22,-1.1409,2.0537,0.004538,0.997165,Down
RPL32,-1.6994,1.3368,0.005349,0.997165,Down
HLA-DRA,-1.7141,1.3196,0.00547,0.997165,Down
MLIP,-1.2782,1.7121,0.00648,0.997165,Down
DYNLT1,1.3241,1.6461,0.006613,0.997165,Up
SYNC,-1.1371,1.8553,0.00777,0.997165,Down
ALPK3,-1.4536,1.4509,0.007781,0.997165,Down
MYH4,-1.8418,1.1286,0.008344,0.997165,Down
RBKS,-1.6616,1.227,0.009143,0.997165,Down
PDPR,1.062,1.9138,0.009278,0.997165,Up
DHCR24,-1.4213,1.3498000000000001,0.012065,0.997165,Down
RO60,-1.9924,0.9542,0.012559,0.997165,Down
EIF3L,0.8913,2.1007,0.013417,0.997165,Up
HNRNPL,-1.5294,1.2078,0.014214,0.997165,Down
SYNE2,-1.9422,0.945,0.014605,0.997165,Down
DRG1,-1.7009,1.0717,0.01504,0.997165,Down
PPM1B,-1.1052,1.6492,0.015044,0.997165,Down
COPA,1.6336,1.1008,0.015913,0.997165,Up
TYMP,-1.6269,1.0483,0.019703,0.997165,Down
NMT1,1.1501,1.4598,0.020943,0.997165,Up
JPT2,-0.9605,1.7353,0.021539,0.997165,Down
RAP2B,-1.873,0.8792,0.022561,0.997165,Down
ATP6V1H,-1.0515,1.5065,0.026058,0.997165,Down
POLDIP2,-1.2258,1.2859,0.026532,0.997165,Down
CTPS1,-1.7485,0.8984,0.026858,0.997165,Down
GAA,-1.0932,1.4259,0.027617,0.997165,Down
SYNCRIP,-0.7131,2.173,0.028218,0.997165,Down
HNRNPUL2,-1.3231,1.1666,0.028607,0.997165,Down
UBE2O,-1.4545,1.0525,0.029451,0.997165,Down
ROMO1,-1.0636,1.4157,0.031216,0.997165,Down
MAPKAPK2,-0.7756,1.9249,0.032138,0.997165,Down
CHORDC1,-1.6159,0.9155,0.033157,0.997165,Down
COMTD1,1.4517,1.017,0.033392,0.997165,Up
CD9,1.7233,0.8372,0.03608,0.997165,Up
KYAT3,1.3362,1.0749,0.036613,0.997165,Up
XRCC5,-0.9205,1.5403,0.038211,0.997165,Down
LTF,-2.9825,0.4637,0.041399,0.997165,Down
HINT1,-0.7451,1.8355,0.042887,0.997165,Down
MFN2,0.866,1.5153,0.04872,0.997165,Up
YARS1,1.1177,1.1654,0.049817,0.997165,Up
MYH13,-1.1546,1.0963,0.054227,0.997165,NS
ASS1,-1.0885,1.1257,0.059524,0.997165,NS
ARHGAP1,-0.9329,1.3039,0.060749,0.997165,NS
PITPNA,0.9686,1.2557,0.060761,0.997165,NS
RAB8A,-1.1357,1.0565,0.063109,0.997165,NS
MT-ND3,1.0651,1.1166,0.064673,0.997165,NS
OTUB1,-0.6096,1.9353,0.066119,0.997165,NS
CSNK2B,-1.0597,1.1117,0.066356,0.997165,NS
LYPLA2,-0.6229,1.8781,0.067621,0.997165,NS
PABPC4,0.6498,1.7854,0.069161,0.997165,NS
SNCA,1.3127,0.8567,0.075051,0.997165,NS
SNRPG,0.9616,1.1626,0.07622,0.997165,NS
PPP1CC,-1.0092,1.0983,0.077904,0.997165,NS
SPPL2A,-0.9968,1.1057,0.079037,0.997165,NS
MRPL47,-0.8415,1.3065,0.07953,0.997165,NS
PGPEP1,-0.819,1.3376,0.080254,0.997165,NS
ATP2A3,0.7037,1.5491,0.081278,0.997165,NS
MICU2,0.8965,1.1972,0.084468,0.997165,NS
GRSF1,-0.753,1.4237,0.084724,0.997165,NS
DCUN1D1,-1.0894,0.9782,0.085982,0.997165,NS
DYNLL1,-0.8439,1.259,0.086593,0.997165,NS
COX20,-0.8531,1.2333,0.088691999999999993,0.997165,NS
APOO,0.7535,1.3937,0.089091,0.997165,NS
MTARC2,0.9957,1.0491,0.090231,0.997165,NS
COL4A2,-1.2436,0.8371,0.090994,0.997165,NS
NUBP2,-1.1539,0.8907,0.09381,0.997165,NS
TOMM70,-0.7695,1.3016,0.099635,0.997165,NS
TST,0.8282,1.2041,0.100641,0.997165,NS
COA3,0.8352,1.1868,0.102045,0.997165,NS
UQCR10,0.8634,1.1231,0.107221,0.997165,NS
DCTN3,-0.853,1.1182,0.11122,0.997165,NS
TFRC,0.9744,0.972,0.112948,0.997165,NS
SEPTIN6,1.4279,0.6506,0.117775,0.997165,NS
ABCF1,0.8345,1.1123,0.117989,0.997165,NS
MYPN,-0.7928,1.1505,0.122407,0.997165,NS
ACTB,-0.8414,1.0833,0.122601,0.997165,NS
LYRM7,0.7838,1.141,0.12755,0.997165,NS
SLC25A11,0.6417,1.3799,0.130164,0.997165,NS
ILF2,-1.1088,0.7949,0.131406,0.997165,NS
ANKRD2,-0.6981,1.2455,0.135081,0.997165,NS
MAP2K1,-0.7239,1.1846,0.138847,0.997165,NS
KRT8,1.2871,0.6601,0.141398,0.997165,NS
SUMO2,-0.673,1.2614,0.141609,0.997165,NS
NHLRC2,-0.6986,1.2041,0.144135,0.997165,NS
CLEC3B,-0.9001,0.9344,0.144195,0.997165,NS
