pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,clean_label
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1e-10,1.7769467757317323,152,CPT1A;MFN2;VDAC2;SLC25A11;SLC25A4;UQCR10;TIMM9;SDHD;NDUFS4;ACAA1;ATP5F1E;HTRA2;ATP5MG;VDAC3;NDUFS7;VDAC1;COX5B;NDUFV2;GPX4;TIMM13;HCCS;ABCB7;NDUFS8;DLST;PDHX;NDUFB8;SLC25A12;HADHB;SLC25A6;NDUFA2;ATP5F1A;BCKDHA;NNT;FXN;PDP1;HSD17B10;NDUFS3;GOT2;IDH3A;COX5A;COX4I1;ALDH6A1;UQCRC2;NDUFA7;SLC25A20;ATP5ME;NDUFB6;ACADVL;HSPA9;NDUFA6;NQO2;MAOB;NDUFS1;COX6B1;ACADM;NDUFB4;CYB5R3;ATP5MF;NDUFAB1;ACAA2,Hallmark,2.5388451158291913e-5,0.3664930807215275,0.5756102610711286,Training_Interaction,1,-13.5,18.5,2.5,-0.23561944901923448,0.32288591161895097,0.04363323129985824,OXPHOS
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,2e-10,1.9480368854347565,86,SLC25A4;UQCR10;MT-ND3;SLC25A13;NDUFS4;ATP5F1E;NDUFB9;ATP5MG;ATP1A1;MT-ATP6;MT-CO2;MT-ND1;NDUFS7;COX5B;NDUFV2;NDUFS8;NDUFB8;SLC25A12;NDUFA2;SLC16A1;NDUFA12;ATP5F1A;NNT;NDUFB10;MT-CYB;NDUFS3;COX5A;COX4I1;NDUFA7;ATP5ME;NDUFB6;ATP1A2;NDUFA6;LETM1;NDUFS1;COX6B1;NDUFB4;ATP5MF;GHITM;NDUFA8;NDUFB5;MT-ATP8;ATP5PB;MT-ND2;ATP6V1A;MT-ND4,GO:BP,1.908712488728969e-5,0.4418846521434695,0.5756102610711286,Training_Interaction,2,21.5,53.5,37.5,0.3752457891787808,0.9337511498169663,0.6544984694978736,"Proton
Transmembrane
Transport"
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,3e-10,1.8603870095458388,73,UQCR10;MT-ND3;SDHD;NDUFS4;NDUFA11;SNCA;NDUFB9;MT-CO2;MT-ND1;NDUFS7;COX5B;NDUFV2;NDUFS8;NDUFB8;NDUFA2;NDUFA12;NDUFB10;MT-CYB;NDUFS3;COX5A;COX4I1;UQCRC2;NDUFA7;NDUFB6;NDUFA6;NDUFS1;COX6B1;NDUFB4;NDUFAB1;GHITM;NDUFA8;NDUFB5;MTCH2;SDHB;MT-ND2;MT-ND4;COA6,GO:BP,1.0682492037669605e-4,0.43556657284073114,0.5384340963099162,Training_Interaction,3,56.5,88.5,72.5,0.9861110273767961,1.5446163880149817,1.2653637076958888,"ATP Synthesis
Coupled Electron
Transport"
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,4e-10,1.945922319942509,59,MT-ND3;SDHD;NDUFS4;ATP5F1E;NDUFA11;NDUFB9;ATP5MG;MT-ATP6;MT-ND1;NDUFS7;NDUFV2;NDUFS8;NDUFB8;NDUFA2;NDUFA12;ATP5F1A;NDUFB10;NDUFS3;NDUFA7;ATP5ME;NDUFB6;NDUFA6;NDUFS1;NDUFB4;ATP5MF;NDUFAB1;NDUFA8;NDUFB5;MT-ATP8;SDHB;ATP5PB;MT-ND2;MT-ND4,GO:BP,1.843766508415916e-4,0.47605942390476386,0.5188480777437918,Training_Interaction,4,91.5,123.5,107.5,1.5969762655748114,2.155481626212997,1.876228945893904,"Proton Motive
Force Driven ATP
Synthesis"
GOBP_MYOFIBRIL_ASSEMBLY,5e-10,-2.056777973619375,40,MYH6;SYNPO2L;MYPN;CFL2;CSRP3;ACTA1;MYH3;LMOD3;MYOM3;PLEC;TTN;TNNT3;NEB;ACTN2;TMOD1;PRKAR1A;TMOD4;TNNT1;MYOZ1;OBSCN;MYBPH,GO:BP,7.456501178623963e-5,-0.5637118919718067,0.5384340963099162,Training_Interaction,5,126.5,158.5,142.5,2.2078415037728267,2.7663468644110125,2.48709418409192,Myofibril Assembly
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,6e-10,-2.060634189286096,28,GAA;DMD;SYNM;TNNI1;MYH3;VPS35;EEF2;MYH8;TTN;TNNT3;TNNC2;MYH14;TNNT1;JSRP1;TNNC1;TNNI2,GO:BP,1.6967411000341377e-4,-0.615716149303181,0.5188480777437918,Training_Interaction,6,161.5,193.5,177.5,2.8187067419708423,3.377212102609028,3.097959422289935,"Multicellular
Organismal
Movement"
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,7.000000000000001e-10,-1.9261079901282212,48,ASS1;CFL2;CSRP3;ACTA1;DMD;DES;SMYD1;EEF2;YBX3;LMOD3;PLEC;CAV1;KRAS;DDX17;MYH14;BIN3;FLNB;FXR1;RHOA;MYOZ1;MYL6;MYL6B,GO:BP,2.095784706608957e-4,-0.5076237026514803,0.5188480777437918,Training_Interaction,7,201.5,233.5,217.5,3.5168384427685737,4.075343803406759,3.796091123087667,"Skeletal Muscle
Organ Development"
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,8e-10,-1.822522895171604,66,MYH6;SYNPO2L;MYPN;CFL2;CSRP3;MYO18A;ACTA1;MYH3;RAC1;LMOD3;MYOM3;PLEC;TTN;TNNT3;NEB;MYH14;ACTN2;TMOD1;PRKAR1A;TMOD4;TNNT1;CDC42;RHOA;MYOZ1;PAK1;OBSCN;MYH9;MYBPH;SYNPO;TPM1,GO:BP,4.722079868483136e-4,-0.45231895403079647,0.49849310876659025,Training_Interaction,8,236.5,268.5,252.5,4.127703680966589,4.686209041604775,4.4069563612856815,"Actomyosin
Structure Org."
GOBP_MUSCLE_CELL_DEVELOPMENT,9e-10,-1.7931672744449323,72,MYH6;ALPK3;SYNPO2L;TOMM70;MYPN;CFL2;CSRP3;ACTA1;DMD;MYH3;ACTN4;LMOD3;MYOM3;PLEC;TTN;GSK3A;TNNT3;NEB;ACTN2;PDLIM5;TMOD1;BIN3;PRKAR1A;TMOD4;TNNT1;MYOZ1;PAK1;OBSCN;BIN1;MYBPH,GO:BP,3.737844084861985e-4,-0.4383513275674451,0.49849310876659025,Training_Interaction,9,271.5,303.5,287.5,4.738568919164605,5.29707427980279,5.017821599483697,"Muscle Cell
Development"
GOBP_MUSCLE_SYSTEM_PROCESS,1e-9,-1.6841541232391612,131,MYH6;MLIP;GAA;TOMM70;ANKRD2;MAP2K1;MYH4;MYH13;CSRP3;ACTA1;DMD;HRC;SYNM;DES;TNNI1;MYH3;CACNA2D1;GSN;EEF2;MYH8;PRKACA;LMOD3;CAV1;TTN;GSK3A;TNNT3;TNNC2;TRIM72;PPP1R12B;CASQ2;MYH14;PDLIM5;TMOD1;TMOD4;TNNT1;JSRP1;RHOA;MYOZ1;TNNC1;PAK1;MYL6;TPM3;MYL6B;TNNI2;BIN1;ATP1B1;GLRX3;MYBPH;PLN;CAMK2D;PGAM2;TPM1;MYL3,GO:BP,4.918883356116437e-4,-0.3717378207630768,0.47727081536286214,Training_Interaction,10,306.5,338.5,322.5,5.349434157362619,5.907939518000806,5.6286868376817125,"Muscle System
Process"
