gene,logFC,neg_log10_p,pi_score,adj_pval,direction
SYNE2,-2.535,1.8871,1.6e-5,0.62472,Down
SAA4,-2.1126,2.1583,2.8e-5,0.580568,Down
DHCR24,-1.8556,2.4396,3e-5,0.580568,Down
MYH6,-1.9302,2.2538,4.5e-5,0.580568,Down
MYH4,-2.1327,2.0297,4.7e-5,0.580568,Down
LMAN2,1.3011,3.2339,6.2e-5,0.28115,Up
MLYCD,-1.1336,3.6218,7.8e-5,0.205049,Down
PURA,-1.4957,2.6654,1.03e-4,0.575887,Down
ACAD10,1.1063,3.5187,1.28e-4,0.205049,Up
TMED5,1.5443,2.3046,2.76e-4,0.580568,Up
DCUN1D1,-1.629,2.1536,3.1e-4,0.580568,Down
RPL32,-1.7918,1.9133,3.73e-4,0.611135,Down
ARL1,-1.3304,2.3722,6.98e-4,0.580568,Down
COL6A2,-1.6811,1.8287,8.43e-4,0.663641,Down
MRPL13,-1.2522,2.3153,0.001261,0.580568,Down
CORO6,-1.3738,2.0347,0.001603,0.580568,Down
LAMP1,-2.0528,1.3451,0.001733,0.714749,Down
MYH3,-1.4763,1.8576,0.00181,0.652401,Down
NUBP2,-1.3193,2.0456,0.002001,0.580568,Down
SYNPO2L,-1.6063,1.6761,0.002031,0.7038,Down
RTN4IP1,1.209,2.2048,0.00216,0.580568,Up
PEA15,-1.6112,1.5905,0.002738,0.714749,Down
SYNCRIP,-0.7329,3.4959,0.002741,0.205049,Down
LTF,-3.225,0.7772,0.003116,0.79618,Down
TOMM40,1.063,2.3139,0.00347,0.580568,Up
DYNLT1,1.2048,2.0416,0.00347,0.580568,Up
MTX1,0.9629,2.5097,0.003832,0.575887,Up
RAP2B,-1.7018,1.4018,0.004116,0.714749,Down
FERMT3,-2.1882,1.0581,0.004838,0.714749,Down
BCKDK,-1.6486,1.3991,0.004937,0.714749,Down
TIMM13,1.0946,2.0793,0.005295,0.580568,Up
MAP1LC3B2,-0.7563,2.852,0.006967,0.541916,Down
SND1,-1.4293,1.4127,0.009568,0.714749,Down
GPC1,-1.1976,1.6804,0.009716,0.7038,Down
TKFC,0.8807,2.285,0.009716,0.580568,Up
DRG1,-1.5109,1.2991,0.010895,0.714749,Down
KLKB1,-1.6263,1.1112,0.015587,0.714749,Down
CAB39L,-1.7109,0.9876,0.020431,0.729495,Down
TRMT112,-1.0589,1.5946,0.020483,0.714749,Down
HRC,-0.6495,2.4906,0.02412,0.575887,Down
PDPR,0.793,1.9524,0.028294,0.597221,Up
PPM1B,-0.9096,1.678,0.029763,0.7038,Down
CPT1A,0.8373,1.8097,0.030529,0.663641,Up
APOL1,-1.4572,1.0323,0.031311,0.718423,Down
HMGCL,0.6971,2.14,0.032226,0.580568,Up
F13A1,1.0533,1.389,0.034432,0.714749,Up
SYNC,-0.807,1.8103,0.034606,0.663641,Down
TMOD4,-0.9767,1.4926,0.03485,0.714749,Down
HNRNPL,-1.2849,1.1321,0.035107,0.714749,Down
TOMM7,-1.3735,1.0575,0.035276,0.714749,Down
HBS1L,0.5754,2.4832,0.037254,0.575887,Up
VDAC2,0.5495,2.5919,0.037654,0.575887,Up
ANKRD2,-0.7051,1.996,0.039141,0.581618,Down
CCDC124,1.8579,0.7519,0.040095,0.79618,Up
MYH13,-0.9982,1.383,0.041635,0.714749,Down
OXSM,0.754,1.8248,0.042089,0.663641,Up
COPA,1.1627,1.1684,0.0438,0.714749,Up
ADIRF,1.1853,1.1227,0.046693,0.714749,Up
EIF3B,0.6575,1.9809,0.049846,0.581618,Up
LYRM7,0.7704,1.6822,0.050573,0.7038,NS
RDH11,0.7602,1.7049,0.050581,0.7038,NS
SEPTIN9,0.947,1.337,0.054191,0.714749,NS
EIF3M,-0.8167,1.5357,0.055686,0.714749,NS
NNMT,2.2739,0.54990000000000006,0.056173,0.836392,NS
JUP,0.8429,1.4607,0.058705,0.714749,NS
MYH8,-1.2189,1.0037,0.059787,0.727511,NS
TPRKB,1.1424,1.067,0.060399,0.714749,NS
PTPN1,-0.9714,1.2513,0.060889,0.714749,NS
RPS8,0.7342,1.654,0.061041,0.7038,NS
DYNLL1,-0.7317,1.6315,0.064019,0.714749,NS
ABHD11,0.7787,1.5312,0.06421,0.714749,NS
MAP2K1,-0.6955,1.7136,0.064303,0.7038,NS
DNAJB4,-0.7975,1.4873,0.065149,0.714749,NS
SYNM,-0.8285,1.422,0.066344,0.714749,NS
MMAB,0.7294,1.5639,0.072317,0.714749,NS
HINT1,-0.575,1.9762,0.073062,0.581618,NS
ACTA1,-0.8185,1.3733,0.075153,0.714749,NS
RTN4,-0.5794,1.9237,0.076791,0.611135,NS
CD9,1.2093,0.9086,0.079667,0.760927,NS
SPPL2A,-0.866,1.2658,0.080125,0.714749,NS
PIN4,-0.6331,1.6791,0.086497,0.7038,NS
LONP1,0.505,2.0862,0.088407,0.580568,NS
DUSP28,0.7117,1.464,0.090817,0.714749,NS
MRPL44,-1.0904,0.9208,0.099058,0.751918,NS
PGPEP1,-0.6779,1.4765,0.09977,0.714749,NS
UBE2R2,-0.7216,1.3783,0.101254,0.714749,NS
TPSB2,0.7517,1.3216,0.101504,0.714749,NS
GSTK1,0.5002,1.9777,0.102502,0.581618,NS
PREP,-0.3894,2.5347,0.103039,0.575887,NS
USP15,0.5918,1.6612,0.103978,0.7038,NS
DIAPH1,-1.3131,0.7416,0.106231,0.804197,NS
MYOZ1,-1.1872,0.8192,0.106518,0.79618,NS
SLC25A4,0.4702,2.0681,0.10656,0.580568,NS
RPS7,-0.8339,1.1457,0.110811,0.714749,NS
TRAP1,0.4324,2.2014,0.111744,0.580568,NS
HNRNPUL2,-0.9207,1.0233,0.11426,0.721944,NS
ADD1,-1.0311,0.9027,0.117264,0.762911,NS
MCCC1,-0.6562,1.4122,0.118402,0.714749,NS
TNNI1,-0.8541,1.0774,0.120168,0.714749,NS
ACTB,-0.7025,1.3047,0.121192,0.714749,NS
CAMK2B,0.4297,2.1315,0.121395,0.580568,NS
AIMP2,0.5426,1.6872,0.121484,0.7038,NS
LETM1,0.5529,1.6521,0.122063,0.7038,NS
APOO,0.5904,1.5329,0.124451,0.714749,NS
JPT2,-0.6254,1.437,0.126266,0.714749,NS
H2BC4,-0.8242,1.0864,0.127218,0.714749,NS
RBKS,-0.9282,0.9634,0.127564,0.729495,NS
PPP1R3A,0.825,1.0815,0.128158,0.714749,NS
MRPL40,-1.0463,0.8527,0.128177,0.786413,NS
MRPL9,-1.0252,0.8663,0.129373,0.77901,NS
LAMC1,-0.8009,1.1077,0.129671,0.714749,NS
TMLHE,0.5631,1.5739,0.129927,0.714749,NS
UFL1,0.6935,1.2778,0.129962,0.714749,NS
PNPT1,0.6323,1.3959,0.131021,0.714749,NS
RAB24,0.755,1.1676,0.131356,0.714749,NS
COX5A,0.5085,1.7193,0.133591,0.7038,NS
PTPA,0.6975,1.252,0.133889,0.714749,NS
KRT10,0.9244,0.942,0.134647,0.741458,NS
BOLA2,-0.6132,1.4162,0.135407,0.714749,NS
TYMP,-1.0477,0.8251,0.136605,0.79618,NS
AKAP12,-0.9798,0.8812,0.136961,0.777955,NS
MAPKAPK2,-0.5162,1.6607,0.138944,0.7038,NS
MT-ATP6,0.8503,1.0069,0.139255,0.727511,NS
TNNT3,-0.7699,1.1082,0.140224,0.714749,NS
PMPCB,0.7811,1.0859,0.141837,0.714749,NS
RAB10,-0.654,1.2934,0.142595,0.714749,NS
TMEM14C,-0.8818,0.9588,0.142741,0.73097,NS
MRPS23,0.6205,1.358,0.143639,0.714749,NS
SYNGR2,-0.5279,1.5738,0.14762,0.714749,NS
NDUFB10,0.5938,1.3897,0.149532,0.714749,NS
DDI2,-1.0461,0.7786,0.153271,0.79618,NS
LIMS3,0.836,0.9728,0.153717,0.729495,NS
TNNC2,-0.6417,1.258,0.155856,0.714749,NS
UBE2D1,-0.5884,1.3647,0.157424,0.714749,NS
NPC2,-0.6437,1.2397,0.159251,0.714749,NS
TACC2,0.629,1.2562,0.162131,0.714749,NS
RIC8A,-1.0753,0.7226,0.167111,0.804197,NS
RPL6,-0.6496,1.1939,0.167663,0.714749,NS
UBE3C,-0.5137,1.4977,0.170058,0.714749,NS
TMED2,-0.7435,1.0339,0.170319,0.718423,NS
STK38L,-0.5973,1.2833,0.171206,0.714749,NS
TMEM143,0.6333,1.2075,0.171877,0.714749,NS
RPA2,-0.5981,1.2706,0.17381,0.714749,NS
HNRNPDL,0.5596,1.3555,0.17436,0.714749,NS
PDHX,0.4375,1.73,0.175041,0.7038,NS
MIF,0.7103,1.0638,0.17552,0.714749,NS
ABCF1,0.6449,1.1674,0.176666,0.714749,NS
PPP1R12B,-0.9753,0.7698,0.177486,0.79618,NS
ROMO1,-0.6869,1.0899,0.178357,0.714749,NS
COL1A2,-1.3652,0.5481,0.178532,0.836392,NS
OTUB1,-0.422,1.7717,0.178768,0.69357,NS
AHSA1,-0.6197,1.1935,0.182129,0.714749,NS
COQ5,0.5213,1.4178,0.182352,0.714749,NS
MLIP,-0.7045,1.045,0.183569,0.714749,NS
API5,-0.8961,0.8199,0.184222,0.79618,NS
PDCD5,0.4978,1.4712,0.185211,0.714749,NS
RO60,-1.2026,0.6006,0.189571,0.829152,NS
YARS1,0.6831,1.0498,0.191801,0.714749,NS
TIGAR,-1.3347,0.5365,0.192301,0.836392,NS
RAP1A,0.6804,1.0445,0.194686,0.714749,NS
NDUFA7,0.6351,1.1181,0.194929,0.714749,NS
TMX4,-0.4575,1.5468,0.196033,0.714749,NS
GNAS,-0.487,1.4397,0.199031,0.714749,NS
FDXR,0.7247,0.9671,0.199118,0.729495,NS
TIPRL,-0.7161,0.9773,0.19959,0.729495,NS
TOM1,-0.4328,1.6169,0.199602,0.714749,NS
ACTN4,-0.9446,0.7379,0.200894,0.804197,NS
ENDOG,0.6152,1.1235,0.203637,0.714749,NS
FABP5,0.532,1.2935,0.205045,0.714749,NS
ATP5MG,0.5284,1.2952,0.206805,0.714749,NS
PSMD10,-0.5059,1.3525,0.206907,0.714749,NS
LNPEP,-0.9481,0.7203,0.207528,0.804197,NS
HCCS,0.5424,1.246,0.210946,0.714749,NS
ADHFE1,0.685,0.9795,0.213316,0.729495,NS
EEF1A2,-0.5787,1.1542,0.214799,0.714749,NS
PALMD,0.6666,1.0019,0.214859,0.727511,NS
CSNK1A1,-0.769,0.8653,0.216088,0.77901,NS
RPL23,0.5458,1.1975,0.222003,0.714749,NS
