gene,lfc_hi,lfc_lo,sig_hi,sig_lo,sig_int,quadrant,class
UROD,-0.177000256647609,-0.227900572151039,FALSE,FALSE,FALSE,Concordant Down,NS
ATP5F1B,0.15556001082885,0.217041017778378,FALSE,FALSE,FALSE,Concordant Up,NS
S100A6,-0.0908179718697681,0.149572221537678,FALSE,FALSE,FALSE,HR Down / LR Up,NS
EIF4E,-0.296598801373474,0.142006694843506,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CKM,0.289196276355472,0.0744017456570134,FALSE,FALSE,FALSE,Concordant Up,NS
ENO1,-0.0234810981108851,-0.0904651478774241,FALSE,FALSE,FALSE,Concordant Down,NS
PYGL,0.293733325222899,0.236973530217366,FALSE,FALSE,FALSE,Concordant Up,NS
NPM1,-0.157323504174908,-0.281409133883873,FALSE,FALSE,FALSE,Concordant Down,NS
TPM3,-0.435313540037562,0.0457217750027397,FALSE,FALSE,FALSE,HR Down / LR Up,NS
EPHX1,0.339708777286148,-0.0077903510159345,FALSE,FALSE,FALSE,HR Up / LR Down,NS
DBI,0.1971158477172,-0.347672708762897,FALSE,FALSE,FALSE,HR Up / LR Down,NS
LDHB,-0.127020967151669,0.188215296054722,FALSE,FALSE,FALSE,HR Down / LR Up,NS
GPX1,0.0965489637343673,-0.174358748748485,FALSE,FALSE,FALSE,HR Up / LR Down,NS
P4HB,-0.107926973477511,-0.00384299662728438,FALSE,FALSE,FALSE,Concordant Down,NS
H1-0,-0.17312545609186,-0.041661105397484,FALSE,FALSE,FALSE,Concordant Down,NS
CAPN1,-0.0330918582992474,0.0272685363018326,FALSE,FALSE,FALSE,HR Down / LR Up,NS
TUBB,0.0197253570973963,0.230387483436711,FALSE,FALSE,FALSE,Concordant Up,NS
CA3,-0.237806774503714,0.170352405579731,FALSE,FALSE,FALSE,HR Down / LR Up,NS
DCN,-0.0131305795974335,0.0168778058516175,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PSAP,-0.0210606783126508,-0.138623906437807,FALSE,FALSE,FALSE,Concordant Down,NS
PFN1,0.141661104345271,-0.0696425472361675,FALSE,FALSE,FALSE,HR Up / LR Down,NS
BPGM,0.261141402113239,-0.573871164848828,FALSE,FALSE,FALSE,HR Up / LR Down,NS
APRT,0.0369763572547015,-0.0716782284756619,FALSE,FALSE,FALSE,HR Up / LR Down,NS
EPRS1,-0.0143018179121555,0.296075736926444,FALSE,FALSE,FALSE,HR Down / LR Up,NS
HSP90AA1,0.153064070654544,0.113277994668465,FALSE,FALSE,FALSE,Concordant Up,NS
HNRNPC,-0.365932432653256,-0.182777830318756,FALSE,FALSE,FALSE,Concordant Down,NS
UQCRH,0.182338934009348,0.512308575080819,FALSE,FALSE,FALSE,Concordant Up,NS
TPM2,-0.0986176956186107,-0.180670356716128,FALSE,FALSE,FALSE,Concordant Down,NS
FH,0.131413619645805,0.0640207939466428,FALSE,FALSE,FALSE,Concordant Up,NS
COL1A2,-1.380772285078,-0.0826591651520481,FALSE,FALSE,FALSE,Concordant Down,NS
ANXA6,0.00705098640032276,0.0695458445127421,FALSE,FALSE,FALSE,Concordant Up,NS
PFKM,0.114331674347454,-0.066218430541042,FALSE,FALSE,FALSE,HR Up / LR Down,NS
HSP90AB1,0.0761790373462325,0.0948916639881752,FALSE,FALSE,FALSE,Concordant Up,NS
MME,0.230489307774747,-0.428510316765276,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PDHA1,0.245567257499264,0.152869148308046,FALSE,FALSE,FALSE,Concordant Up,NS
COL4A2,-0.579655158542536,0.648482547466809,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CYC1,-0.250178978386163,0.149744834886846,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MYL3,-0.329164966406545,0.0888650096086749,FALSE,FALSE,FALSE,HR Down / LR Up,NS
VIM,-0.359160889913355,0.312424113262605,FALSE,FALSE,FALSE,HR Down / LR Up,NS
RPS17,-0.342984010088742,-0.0195735785645361,FALSE,FALSE,FALSE,Concordant Down,NS
ANXA5,-0.104969373619184,0.145581644121094,FALSE,FALSE,FALSE,HR Down / LR Up,NS
RPSA,0.306372421385255,-0.0278293947497161,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CD63,-0.350985139550918,0.379962816711043,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ENO2,-0.18995244119256,0.210518986817188,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ACAA1,0.270530312108995,-0.349571889497927,FALSE,FALSE,FALSE,HR Up / LR Down,NS
GSTP1,-0.155917790982269,-0.057876760648341,FALSE,FALSE,FALSE,Concordant Down,NS
QDPR,0.0238783731722236,-0.195731446319201,FALSE,FALSE,FALSE,HR Up / LR Down,NS
HMGB1,-0.132308181709028,-0.150428970099078,FALSE,FALSE,FALSE,Concordant Down,NS
FBP1,0.0431500070815005,0.398522198101645,FALSE,FALSE,FALSE,Concordant Up,NS
GSTM1,-0.663757750582999,-0.0507036819604707,FALSE,FALSE,FALSE,Concordant Down,NS
TPM1,-0.615396599726882,-0.261141541817388,FALSE,FALSE,FALSE,Concordant Down,NS
CLTB,0.199162749309755,-0.518833351632159,FALSE,FALSE,FALSE,HR Up / LR Down,NS
ANXA4,-0.261925087859286,0.158743287968161,FALSE,FALSE,FALSE,HR Down / LR Up,NS
DLD,-0.100215314572306,0.0233444744881801,FALSE,FALSE,FALSE,HR Down / LR Up,NS
HNRNPA1,0.129143402397901,-0.117377900733381,FALSE,FALSE,FALSE,HR Up / LR Down,NS
COX6C,0.179927526221103,0.145727092387833,FALSE,FALSE,FALSE,Concordant Up,NS
PARP1,0.0675326586481155,0.155246162855475,FALSE,FALSE,FALSE,Concordant Up,NS
UCHL1,-0.00840803337520413,-0.0345325607855393,FALSE,FALSE,FALSE,Concordant Down,NS
LTA4H,0.0562122736769304,-0.0987199758413482,FALSE,FALSE,FALSE,HR Up / LR Down,NS
ALDOC,0.407964649348408,-0.257807911388198,FALSE,FALSE,FALSE,HR Up / LR Down,NS
LIMS3,0.82874661123758,0.619868483908071,FALSE,FALSE,FALSE,Concordant Up,NS
HSPA1A,0.0324216595483691,0.0117254068119337,FALSE,FALSE,FALSE,Concordant Up,NS
CALM1,-0.0666705609554477,-0.141999697559982,FALSE,FALSE,FALSE,Concordant Down,NS
RO60,-1.1972900367508,0.80759615265691,FALSE,FALSE,TRUE,HR Down / LR Up,Divergent
GAA,-0.369238850208056,0.738588991516242,FALSE,FALSE,TRUE,HR Down / LR Up,Divergent
RRAS,0.0233365009849891,-0.0842107907359484,FALSE,FALSE,FALSE,HR Up / LR Down,NS
HLA-C,-0.817629398556456,-0.162899487103079,FALSE,FALSE,FALSE,Concordant Down,NS
DLAT,0.255434214063026,0.212191408975542,FALSE,FALSE,FALSE,Concordant Up,NS
TXN,0.0744054867311519,-0.241556133541156,FALSE,FALSE,FALSE,HR Up / LR Down,NS
COX5B,0.514911317575667,0.066785687601211,FALSE,FALSE,FALSE,Concordant Up,NS
PRKAR1A,-0.129462018742384,0.0598507581870784,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ESD,-0.408891411893581,-0.136977002575176,FALSE,FALSE,FALSE,Concordant Down,NS
HSPD1,0.141060883542938,0.189792865102493,FALSE,FALSE,FALSE,Concordant Up,NS
MYL2,-0.394456712095426,-0.17610665296634,FALSE,FALSE,FALSE,Concordant Down,NS
HSPA5,0.00786942768033683,0.0762841510721799,FALSE,FALSE,FALSE,Concordant Up,NS
LAMC1,-0.795263744319961,-0.202000921069878,FALSE,FALSE,FALSE,Concordant Down,NS
MYH3,-1.47674494588374,-0.503320834102521,TRUE,FALSE,FALSE,Concordant Down,HR
HSPA8,0.0529614875924089,0.0406988167484172,FALSE,FALSE,FALSE,Concordant Up,NS
SLC2A1,0.0899355333775276,-0.357864056311573,FALSE,FALSE,FALSE,HR Up / LR Down,NS
EPB41,-0.136674574766655,-0.796548384063591,FALSE,FALSE,FALSE,Concordant Down,NS
PDHB,0.0991379017325187,0.234457636778089,FALSE,FALSE,FALSE,Concordant Up,NS
DBT,-0.261832714624706,-0.0223092651531118,FALSE,FALSE,FALSE,Concordant Down,NS
PYGB,0.263278723652633,0.081237059463831,FALSE,FALSE,FALSE,Concordant Up,NS
PYGM,0.100583476739892,0.121098221024599,FALSE,FALSE,FALSE,Concordant Up,NS
RALA,0.0178230267607411,0.122947706571019,FALSE,FALSE,FALSE,Concordant Up,NS
SPTB,-0.171994693483803,-0.490400216271574,FALSE,FALSE,FALSE,Concordant Down,NS
LAMP1,-2.05690713978853,0.167003522792672,TRUE,FALSE,TRUE,HR Down / LR Up,Divergent
ACADM,0.139285939378937,-0.0160174666459554,FALSE,FALSE,FALSE,HR Up / LR Down,NS
DMD,-0.167669800673661,0.162624085847455,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MTHFD1,-0.0714633245888088,-0.0305749792977288,FALSE,FALSE,FALSE,Concordant Down,NS
ADH5,-0.064475942938671,0.207172840328472,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PABPC1,-0.0666380191444986,0.144775519884256,FALSE,FALSE,FALSE,HR Down / LR Up,NS
HARS1,0.060766910916211,0.0449384959928949,FALSE,FALSE,FALSE,Concordant Up,NS
COL6A1,-0.268226435217528,-0.0814026671370911,FALSE,FALSE,FALSE,Concordant Down,NS
COL6A2,-1.69517779589459,-0.701740086767892,TRUE,FALSE,FALSE,Concordant Down,HR
COL6A3,-0.423566333648765,0.231907386691294,FALSE,FALSE,FALSE,HR Down / LR Up,NS
SLC25A4,0.480131040402458,0.0168116473921103,FALSE,FALSE,FALSE,Concordant Up,NS
SLC25A6,0.374125652565962,0.12470061191453,FALSE,FALSE,FALSE,Concordant Up,NS
IMPDH2,-0.0784493242697764,-0.229459634552843,FALSE,FALSE,FALSE,Concordant Down,NS
CKB,0.408829640622876,0.192566940531709,FALSE,FALSE,FALSE,Concordant Up,NS
ANXA3,-0.30105850619886,-0.0810535838608253,FALSE,FALSE,FALSE,Concordant Down,NS
BCKDHA,0.484040969302953,0.0905433590428828,FALSE,FALSE,FALSE,Concordant Up,NS
ACTN1,-0.500164446768238,0.0421061095883246,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MYL4,-0.543859420385633,-0.276228407471294,FALSE,FALSE,FALSE,Concordant Down,NS
MYH1,-0.208855660760413,-0.514870341517383,FALSE,FALSE,FALSE,Concordant Down,NS
MYH7,-0.102166633511718,-0.0463254094176264,FALSE,FALSE,FALSE,Concordant Down,NS
PEPD,-0.0232764517048274,0.00555494112737165,FALSE,FALSE,FALSE,HR Down / LR Up,NS
XRCC6,0.353298712601742,-0.270177892744996,FALSE,FALSE,FALSE,HR Up / LR Down,NS
XRCC5,-0.437366605771771,0.490147502241665,FALSE,FALSE,TRUE,HR Down / LR Up,Divergent
COX4I1,0.226722439383682,-0.0274065360318296,FALSE,FALSE,FALSE,HR Up / LR Down,NS
IFITM1,0.159561086272003,0.975484903732283,FALSE,FALSE,FALSE,Concordant Up,NS
LAMP2,-0.0245931427428943,0.184866986369801,FALSE,FALSE,FALSE,HR Down / LR Up,NS
RNH1,-0.139285175978909,-0.110089722314331,FALSE,FALSE,FALSE,Concordant Down,NS
MYH6,-1.92672655084301,0.0725141223917589,TRUE,FALSE,TRUE,HR Down / LR Up,Divergent
MYH8,-1.21574657250618,-0.0676032055669573,FALSE,FALSE,FALSE,Concordant Down,NS
EEF2,-0.187534073393486,0.0341562238401885,FALSE,FALSE,FALSE,HR Down / LR Up,NS
KRT10,0.937479401658475,0.265785088092336,FALSE,FALSE,FALSE,Concordant Up,NS
PDIA4,-0.0346690432643442,0.664618190649419,FALSE,FALSE,FALSE,HR Down / LR Up,NS
TPT1,0.0318678485725989,0.135986862900538,FALSE,FALSE,FALSE,Concordant Up,NS
ALAD,-0.0627203212984462,-0.402284988324016,FALSE,FALSE,FALSE,Concordant Down,NS
LCP1,0.345810295025395,0.0231408534374786,FALSE,FALSE,FALSE,Concordant Up,NS
PLS3,0.149996070836043,0.410304767877577,FALSE,FALSE,FALSE,Concordant Up,NS
APEH,-0.0956184988287347,-0.0475961690141027,FALSE,FALSE,FALSE,Concordant Down,NS
ETFA,0.122832063981424,0.211435911030851,FALSE,FALSE,FALSE,Concordant Up,NS
TNNT1,-0.439770242792985,0.172134292434599,FALSE,FALSE,FALSE,HR Down / LR Up,NS
GYS1,0.171592294728196,0.195416397433394,FALSE,FALSE,FALSE,Concordant Up,NS
PRKAR2A,-0.203911909577631,-0.182076276655607,FALSE,FALSE,FALSE,Concordant Down,NS
ENO3,-0.0865935558541508,-0.150924538094991,FALSE,FALSE,FALSE,Concordant Down,NS
CD59,-0.454615810462187,-0.116314236938063,FALSE,FALSE,FALSE,Concordant Down,NS
PRKCSH,-0.169024570561415,0.155240542940788,FALSE,FALSE,FALSE,HR Down / LR Up,NS
FDPS,-0.11746042762001,0.0043780216041398,FALSE,FALSE,FALSE,HR Down / LR Up,NS
COX7A2,0.260577677375089,0.215850901094498,FALSE,FALSE,FALSE,Concordant Up,NS
NID1,0.0512220776364671,0.560554609710479,FALSE,FALSE,FALSE,Concordant Up,NS
AKR1A1,-0.0767946143375902,0.123216695949942,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PKM,0.0992429446696939,0.0461269835843972,FALSE,FALSE,FALSE,Concordant Up,NS
ACYP2,0.0431736768065569,-0.141455738859293,FALSE,FALSE,FALSE,HR Up / LR Down,NS
HSP90B1,-0.0925188485564732,0.0171563439046736,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MYL6B,-0.405022383944672,0.0362982470152815,FALSE,FALSE,FALSE,HR Down / LR Up,NS
SNRPB,-0.2796400968192,0.221947222199757,FALSE,FALSE,FALSE,HR Down / LR Up,NS
IDE,-0.0629524805695034,0.0589525114942546,FALSE,FALSE,FALSE,HR Down / LR Up,NS
COX6B1,0.496910023083789,0.248023177195343,FALSE,FALSE,FALSE,Concordant Up,NS
HNRNPL,-1.28609259685973,0.258995624580006,TRUE,FALSE,TRUE,HR Down / LR Up,Divergent
DARS1,0.318751436342335,0.0403188754525132,FALSE,FALSE,FALSE,Concordant Up,NS
JUP,0.841686899268222,0.0269210934884718,FALSE,FALSE,FALSE,Concordant Up,NS
UQCRB,0.0255014424366315,0.0501490333642636,FALSE,FALSE,FALSE,Concordant Up,NS
FABP4,-0.166299274312262,-0.128565183598241,FALSE,FALSE,FALSE,Concordant Down,NS
GLUL,0.246897907340099,0.539292882923156,FALSE,FALSE,FALSE,Concordant Up,NS
AKR1B1,-0.368954411099416,0.0895526251386478,FALSE,FALSE,FALSE,HR Down / LR Up,NS
GSPT1,0.143516301215989,0.0404992459387756,FALSE,FALSE,FALSE,Concordant Up,NS
PGAM2,-0.0161773314837141,0.113830410839132,FALSE,FALSE,FALSE,HR Down / LR Up,NS
EZR,-0.0241072550682553,0.661180697741816,FALSE,FALSE,FALSE,HR Down / LR Up,NS
UCHL3,-0.0651626497573226,0.0322583702622374,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NME1,0.239119336811843,0.0908904841105986,FALSE,FALSE,FALSE,Concordant Up,NS
RPS2,-0.20343009559841,0.139572606084499,FALSE,FALSE,FALSE,HR Down / LR Up,NS
RPA2,-0.586078622513583,-0.00348226159326792,FALSE,FALSE,FALSE,Concordant Down,NS
COX7C,0.0357537687228024,0.0124093216163566,FALSE,FALSE,FALSE,Concordant Up,NS
NQO2,0.591496855676024,-0.170508226978626,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PFKFB1,0.254032679022007,0.113256016192278,FALSE,FALSE,FALSE,Concordant Up,NS
CBR1,0.103037401644194,0.210684916167938,FALSE,FALSE,FALSE,Concordant Up,NS
ANK1,-0.115078821862966,-0.592765114027525,FALSE,FALSE,FALSE,Concordant Down,NS
ACADS,-0.0445026717566996,-0.0749629342297382,FALSE,FALSE,FALSE,Concordant Down,NS
PPP3CB,-0.063814377321787,-0.11842056760041,FALSE,FALSE,FALSE,Concordant Down,NS
ATP2A2,0.0112554901990265,-0.18545707409006,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CD36,-0.45789523974868,0.00473538559214859,FALSE,FALSE,FALSE,HR Down / LR Up,NS
FAH,-0.305836826803702,0.0980733551105715,FALSE,FALSE,FALSE,HR Down / LR Up,NS
YBX3,-0.125953352352397,0.163591880304981,FALSE,FALSE,FALSE,HR Down / LR Up,NS
TMEM11,0.291056157624887,0.0335117078729112,FALSE,FALSE,FALSE,Concordant Up,NS
GOT1,-0.13545969224791,-0.0267268754838561,FALSE,FALSE,FALSE,Concordant Down,NS
CKMT2,0.28630318982033,0.341180083671166,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFB7,0.221043039030196,0.262513907712627,FALSE,FALSE,FALSE,Concordant Up,NS
PRKACA,-0.345661353311211,-0.0387671667621383,FALSE,FALSE,FALSE,Concordant Down,NS
CAPN2,0.224352501169619,0.247573340172973,FALSE,FALSE,FALSE,Concordant Up,NS
DES,-0.734255826738138,0.274631567652708,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CTPS1,-0.904275751430406,0.789018911095562,FALSE,FALSE,TRUE,HR Down / LR Up,Divergent
PFKL,0.323316445621863,-0.215322420433697,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PSMC3,-0.222937818610049,-0.101891928496606,FALSE,FALSE,FALSE,Concordant Down,NS
TCP1,0.323809912709848,-0.189166289062577,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PTPN1,-0.995165437564623,-0.0323200234761387,FALSE,FALSE,FALSE,Concordant Down,NS
ARF4,0.0365857724156733,0.399746242574228,FALSE,FALSE,FALSE,Concordant Up,NS
RPL7,-0.0510833922697707,0.0451829432436597,FALSE,FALSE,FALSE,HR Down / LR Up,NS
VCL,-0.089330746461723,-0.0462998974449285,FALSE,FALSE,FALSE,Concordant Down,NS
RPL17,0.113530437846556,-0.18542082635928,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PGAM1,-0.171619399104831,-0.0733350909755117,FALSE,FALSE,FALSE,Concordant Down,NS
ATP5PF,-0.0826302300638133,-0.166933574221108,FALSE,FALSE,FALSE,Concordant Down,NS
TNNI1,-0.868452878796003,0.0253222823729047,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NCL,-0.451971737465161,-0.0347712723936553,FALSE,FALSE,FALSE,Concordant Down,NS
HK1,0.250967685028048,0.150713622162296,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFV2,0.262641089709426,-0.0525991398577901,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SRM,0.0489417047994927,0.155148698122833,FALSE,FALSE,FALSE,Concordant Up,NS
TYMP,-1.05480654730856,0.583083828155758,FALSE,FALSE,TRUE,HR Down / LR Up,Divergent
EIF2S2,0.410667181591585,0.0595175488509874,FALSE,FALSE,FALSE,Concordant Up,NS
ANXA7,-0.288430040250901,-0.0532627613175336,FALSE,FALSE,FALSE,Concordant Down,NS
RAB6A,0.411335890320306,-0.2480348711014,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PVALB,-0.71920113872482,0.588250271942272,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PSMB1,0.0697003199310977,-0.101162394434539,FALSE,FALSE,FALSE,HR Up / LR Down,NS
COX5A,0.491939799651181,0.264691051731692,FALSE,FALSE,FALSE,Concordant Up,NS
OGN,-0.563122817740751,0.0968463142509179,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CAPN3,0.123996162093537,-0.0655561650709942,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CAST,-0.0822001387566402,-0.158039003814622,FALSE,FALSE,FALSE,Concordant Down,NS
NEB,-0.780923041633674,0.0864124725803848,FALSE,FALSE,FALSE,HR Down / LR Up,NS
GSTM3,-0.242198663862439,-0.191492527283998,FALSE,FALSE,FALSE,Concordant Down,NS
ATP6V1B2,0.0535437475887441,3.6095334939645e-4,FALSE,FALSE,FALSE,Concordant Up,NS
CSRP1,0.46798150979776,0.248532673151423,FALSE,FALSE,FALSE,Concordant Up,NS
FLNA,-0.330557007832859,-0.137472998673747,FALSE,FALSE,FALSE,Concordant Down,NS
MAOA,0.0622781181281269,0.195559027223322,FALSE,FALSE,FALSE,Concordant Up,NS
ACO1,-0.289399159910374,0.0649395088417961,FALSE,FALSE,FALSE,HR Down / LR Up,NS
GPD1,-0.119652267592294,-0.208114018816893,FALSE,FALSE,FALSE,Concordant Down,NS
VDAC1,0.22996499965409,-0.0175838122754755,FALSE,FALSE,FALSE,HR Up / LR Down,NS
RYR1,0.0967695296484763,-0.0925336177012568,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SDHB,0.119975821486697,0.0268227933438503,FALSE,FALSE,FALSE,Concordant Up,NS
CD9,1.17856870682983,-0.500503012044234,FALSE,FALSE,TRUE,HR Up / LR Down,Divergent
BCKDHB,0.239909022226321,-0.0853577534982293,FALSE,FALSE,FALSE,HR Up / LR Down,NS
COMT,0.279688842294004,0.0771003244187476,FALSE,FALSE,FALSE,Concordant Up,NS
TGM2,-0.391387184616406,0.097918841142107,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MMUT,0.160687647564423,0.137366777807895,FALSE,FALSE,FALSE,Concordant Up,NS
OSBP,0.249544720132686,0.168200908326146,FALSE,FALSE,FALSE,Concordant Up,NS
PCMT1,-0.148659703186379,-0.028900893731393,FALSE,FALSE,FALSE,Concordant Down,NS
GART,-0.539959172973045,-0.53117987000913,FALSE,FALSE,FALSE,Concordant Down,NS
PAICS,0.198392691085452,-0.0159819590925245,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SCP2,-0.0933679891523269,0.328257232569911,FALSE,FALSE,FALSE,HR Down / LR Up,NS
UBA1,-0.221533578643026,-0.0864596589226814,FALSE,FALSE,FALSE,Concordant Down,NS
NME2,-0.0990570143708887,0.186040222742882,FALSE,FALSE,FALSE,HR Down / LR Up,NS
FDXR,0.708476263883227,0.108379217427071,FALSE,FALSE,FALSE,Concordant Up,NS
HNRNPA2B1,0.0434333100520199,-0.0927540973581422,FALSE,FALSE,FALSE,HR Up / LR Down,NS
UQCRC2,0.304130205942425,0.1424987995543,FALSE,FALSE,FALSE,Concordant Up,NS
FECH,-0.0482245342581678,-0.0547968460104613,FALSE,FALSE,FALSE,Concordant Down,NS
AMPD1,-0.301405986501969,-0.219316703246232,FALSE,FALSE,FALSE,Concordant Down,NS
FBLN1,-0.230851160552476,-0.0160790587292929,FALSE,FALSE,FALSE,Concordant Down,NS
SFPQ,-0.666394040236188,-0.0624045755397376,FALSE,FALSE,FALSE,Concordant Down,NS
S100A1,-0.401490282474679,0.320869080033024,FALSE,FALSE,FALSE,HR Down / LR Up,NS
HRC,-0.638281453377143,-0.231088317549041,TRUE,FALSE,FALSE,Concordant Down,HR
ME2,0.290977569060285,0.417539330042427,FALSE,FALSE,FALSE,Concordant Up,NS
WARS1,-0.206227054759324,0.0359696480415828,FALSE,FALSE,FALSE,HR Down / LR Up,NS
RPS3,0.156593331149857,0.0378455789389918,FALSE,FALSE,FALSE,Concordant Up,NS
GCSH,0.227926058342209,-0.0305440732806233,FALSE,FALSE,FALSE,HR Up / LR Down,NS
AHCY,-0.148963329095473,-0.0470218330477401,FALSE,FALSE,FALSE,Concordant Down,NS
CFL1,-0.324545607581676,-0.103756683218897,FALSE,FALSE,FALSE,Concordant Down,NS
ATP2B4,-0.319668995032362,-0.438682012244316,FALSE,FALSE,FALSE,Concordant Down,NS
CPT2,0.148136227828662,-0.0289470591247749,FALSE,FALSE,FALSE,HR Up / LR Down,NS
LAMA2,-0.0594092720915462,7.867675919897e-4,FALSE,FALSE,FALSE,HR Down / LR Up,NS
GPT,-0.0898116854894901,-0.098426761195487,FALSE,FALSE,FALSE,Concordant Down,NS
COX7A1,0.128433931053436,-0.00490787774567991,FALSE,FALSE,FALSE,HR Up / LR Down,NS
EEF1B2,-0.0863952957918244,0.0363399167300038,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ATP5PB,0.0684485279430582,0.0018957898467562,FALSE,FALSE,FALSE,Concordant Up,NS
ACP1,-0.0358638911975646,-0.303396115703794,FALSE,FALSE,FALSE,Concordant Down,NS
ACAT1,0.0366667751775651,0.0542591935234107,FALSE,FALSE,FALSE,Concordant Up,NS
MPST,-0.108422956489413,-0.412493622476937,FALSE,FALSE,FALSE,Concordant Down,NS
RPS12,0.353621015341755,0.37150178521085,FALSE,FALSE,FALSE,Concordant Up,NS
DNAJB1,-0.672777274443529,0.0235195020484689,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ATP5F1A,0.283193072760593,0.136192276332579,FALSE,FALSE,FALSE,Concordant Up,NS
PSMA1,0.0514383655318085,-0.0984206907312135,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PSMA2,-0.460835297295123,-0.180992204499834,FALSE,FALSE,FALSE,Concordant Down,NS
PSMA3,0.138315337460945,0.0282125314215484,FALSE,FALSE,FALSE,Concordant Up,NS
PSMA4,-0.21710058041441,-0.117535360791273,FALSE,FALSE,FALSE,Concordant Down,NS
MSN,-0.100897003350369,0.179710864484019,FALSE,FALSE,FALSE,HR Down / LR Up,NS
DDX6,-0.191886559033556,-0.619336299654716,FALSE,FALSE,FALSE,Concordant Down,NS
RPL13,-0.0531387199794864,0.0358182655018346,FALSE,FALSE,FALSE,HR Down / LR Up,NS
IVD,0.13921711545408,-0.00856580354231795,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PTBP1,-0.243198118186889,-0.822900475166328,FALSE,FALSE,FALSE,Concordant Down,NS
TARS1,0.432232205884944,0.493635294440764,FALSE,FALSE,FALSE,Concordant Up,NS
VARS1,-0.141522771576746,0.305828161300472,FALSE,FALSE,FALSE,HR Down / LR Up,NS
EEF1G,-0.07287202160121,-0.015653518353588,FALSE,FALSE,FALSE,Concordant Down,NS
PLN,0.324450470970479,0.735785340852058,FALSE,FALSE,FALSE,Concordant Up,NS
FKBP2,0.226933621814641,0.419117462784985,FALSE,FALSE,FALSE,Concordant Up,NS
STOM,0.109543981420739,-0.250894751221136,FALSE,FALSE,FALSE,HR Up / LR Down,NS
MAOB,0.261315826298379,0.0215177963848845,FALSE,FALSE,FALSE,Concordant Up,NS
YWHAQ,0.157334173577187,0.272390835751146,FALSE,FALSE,FALSE,Concordant Up,NS
RPL10,-0.0105556326823795,0.17898532455186,FALSE,FALSE,FALSE,HR Down / LR Up,NS
APEX1,0.0940409199627474,0.181587277283867,FALSE,FALSE,FALSE,Concordant Up,NS
CALR,0.302789000871933,0.155490477199066,FALSE,FALSE,FALSE,Concordant Up,NS
MAP4,0.0430407401032369,0.0296613901050513,FALSE,FALSE,FALSE,Concordant Up,NS
CANX,-0.0664253246704192,0.0273558020429867,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PSMA5,-0.117565443039069,-0.0928444648531439,FALSE,FALSE,FALSE,Concordant Down,NS
PSMB4,-0.116867773484653,-0.00996914704831298,FALSE,FALSE,FALSE,Concordant Down,NS
PSMB6,-0.155523839146191,-0.184421609527845,FALSE,FALSE,FALSE,Concordant Down,NS
PSMB5,-0.0753710402968188,-0.186613657858818,FALSE,FALSE,FALSE,Concordant Down,NS
GSTM2,-0.259038244612135,-0.231038141283495,FALSE,FALSE,FALSE,Concordant Down,NS
TMOD1,-0.556342301482733,0.0446982870167396,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NDUFS1,0.149726673167237,-0.00947132352953517,FALSE,FALSE,FALSE,HR Up / LR Down,NS
MAPK1,-0.325352813025734,0.0472274258025571,FALSE,FALSE,FALSE,HR Down / LR Up,NS
LAP3,0.0661524684501096,0.319562870374163,FALSE,FALSE,FALSE,Concordant Up,NS
TPP2,0.370015881281812,0.072674484686182,FALSE,FALSE,FALSE,Concordant Up,NS
