set,NGenes,Direction,PValue,FDR,PValue.Mixed,FDR.Mixed,consistent,n
Down,35,Down,0.25613372498357184,0.5122674499671437,0.8754176344856379,0.8754176344856379,TRUE,35
Up,20,Up,0.5257949519998235,0.5257949519998235,0.852528210487094,0.8754176344856379,TRUE,20
