pathway,pathway_label,database,nes_x,nes_y,padj_x,padj_y,significance,set_size
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Regulation Of Cellular Response To Insulin...,GO:BP,-0.937,1.269,0.8802,0.3879,NS,17
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,Regulation Of Nucleotide Metabolic Process,GO:BP,-1.27,0.935,0.5751,0.764,NS,25
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS,Glycoprotein Metabolic Process,GO:BP,-1.154,1.05,0.6905,0.6458,NS,23
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,Positive Regulation Of Immune Effector Pro...,GO:BP,-1.295,0.907,0.5326,0.8174,NS,31
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,Negative Regulation Of Neuron Apoptotic Pr...,GO:BP,-0.815,1.384,0.9702,0.2816,NS,19
GOBP_LIPID_LOCALIZATION,Lipid Localization,GO:BP,1.292,-0.905,0.4703,0.8444,NS,60
HALLMARK_APOPTOSIS,Apoptosis,Hallmark,-0.823,1.374,0.8403,0.2041,NS,32
GOBP_SEQUESTERING_OF_CALCIUM_ION,Sequestering Of Calcium Ion,GO:BP,-1.156,1.037,0.6863,0.6481,NS,34
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,Negative Regulation Of Actin Filament Poly...,GO:BP,-1.135,1.056,0.7198,0.6434,NS,17
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,Positive Regulation Of Protein Ubiquitination,GO:BP,-1.03,1.161,0.7963,0.4913,NS,25
GOBP_REGULATION_OF_NEUROGENESIS,Regulation Of Neurogenesis,GO:BP,-1.171,1.013,0.6571,0.6819,NS,39
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE,Negative Regulation Of Mapk Cascade,GO:BP,-1.368,-0.813,0.4896,0.8925,NS,23
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Calcium Ion Transmembrane Tr...,GO:BP,-1.464,0.717,0.2691,0.9838,NS,44
GOBP_WOUND_HEALING,Wound Healing,GO:BP,-1.101,1.078,0.7113,0.5686,NS,68
HALLMARK_COAGULATION,Coagulation,Hallmark,-0.714,1.465,0.9007,0.1539,NS,25
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,Protein Localization To Nucleus,GO:BP,-1.053,1.124,0.7576,0.4928,NS,63
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS,Cellular Response To Corticosteroid Stimulus,GO:BP,1.023,1.154,0.8081,0.5161,NS,15
GOBP_PROTEIN_HOMOOLIGOMERIZATION,Protein Homooligomerization,GO:BP,1.206,-0.967,0.6405,0.7252,NS,34
GOBP_WNT_SIGNALING_PATHWAY,Wnt Signaling Pathway,GO:BP,0.724,1.449,0.9985,0.1573,NS,41
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,Nucleobase Containing Compound Transport,GO:BP,1.182,0.99,0.6624,0.7077,NS,26
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION,Negative Regulation Of Cell Adhesion,GO:BP,-0.93,1.239,0.8831,0.3929,NS,27
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,Negative Regulation Of Cell Activation,GO:BP,0.718,1.45,0.9985,0.2454,NS,16
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,Regulation Of Signal Transduction By p53 C...,GO:BP,1.04,1.128,0.7843,0.5417,NS,19
GOBP_RESPONSE_TO_STEROID_HORMONE,Response To Steroid Hormone,GO:BP,1.055,1.113,0.7576,0.53,NS,51
GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON,Cellular Response To Type Ii Interferon,GO:BP,-0.861,1.306,0.9455,0.3437,NS,20
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,Monosaccharide Biosynthetic Process,GO:BP,0.782,-1.383,0.9985,0.2499,NS,33
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY,Canonical Wnt Signaling Pathway,GO:BP,0.828,1.336,0.9668,0.3103,NS,24
GOBP_PROTEIN_PROCESSING,Protein Processing,GO:BP,-1.202,0.96,0.6474,0.7366,NS,29
GOBP_SKIN_DEVELOPMENT,Skin Development,GO:BP,-1.31,0.852,0.5503,0.8667,NS,20
GOBP_SISTER_CHROMATID_SEGREGATION,Sister Chromatid Segregation,GO:BP,-1.128,1.032,0.7115,0.6558,NS,28
GOBP_MEMBRANE_FUSION,Membrane Fusion,GO:BP,-1,1.151,0.8324,0.4913,NS,34
GOBP_REGULATION_OF_ENDOCYTOSIS,Regulation Of Endocytosis,GO:BP,-0.964,1.187,0.8773,0.4172,NS,52
GOBP_GLAND_DEVELOPMENT,Gland Development,GO:BP,1.035,-1.115,0.7765,0.5233,NS,44
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,Positive Regulation Of Epithelial Cell Pro...,GO:BP,-0.935,1.211,0.8802,0.4513,NS,15
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS,Positive Regulation Of Endocytosis,GO:BP,0.823,1.321,0.9705,0.3187,NS,25
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Regulation Of Transmembrane Receptor Prote...,GO:BP,-0.897,1.247,0.923,0.385,NS,26
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION,Regulation Of Leukocyte Migration,GO:BP,0.679,1.463,0.9985,0.1987,NS,24
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS,Regulation Of Lipid Metabolic Process,GO:BP,-1.363,0.779,0.3773,0.9623,NS,49
GOBP_RENAL_SYSTEM_PROCESS,Renal System Process,GO:BP,-0.932,1.207,0.8829,0.4533,NS,15
GOBP_NEGATIVE_REGULATION_OF_SECRETION,Negative Regulation Of Secretion,GO:BP,1.335,-0.803,0.5074,0.8967,NS,20
GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS,Positive Regulation Of Viral Process,GO:BP,0.786,1.352,0.9877,0.318,NS,16
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,Epithelial Tube Morphogenesis,GO:BP,-1.164,0.972,0.6868,0.7252,NS,21
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Negative Regulation Of Protein Containing ...,GO:BP,-1.179,0.954,0.6863,0.7297,NS,17
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,Cell Substrate Junction Organization,GO:BP,-1.457,0.668,0.3526,0.9838,NS,24
GOBP_BONE_DEVELOPMENT,Bone Development,GO:BP,-1.5,-0.619,0.3343,0.9901,NS,19
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Positive Regulation Of Small Molecule Meta...,GO:BP,-1.112,1.006,0.7296,0.6898,NS,36
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Reactive Oxygen Species Pathway,Hallmark,0.916,1.199,0.8353,0.4254,NS,23
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,Negative Regulation Of Organelle Organization,GO:BP,0.875,1.236,0.9579,0.3432,NS,62
GOBP_PEPTIDE_TRANSPORT,Peptide Transport,GO:BP,-1.093,1.017,0.741,0.6734,NS,36
GOBP_PROTEIN_EXPORT_FROM_NUCLEUS,Protein Export From Nucleus,GO:BP,-0.973,1.137,0.851,0.5366,NS,17
GOBP_SYNAPSE_ASSEMBLY,Synapse Assembly,GO:BP,-1.208,0.899,0.6571,0.8012,NS,15
GOBP_MYELOID_CELL_HOMEOSTASIS,Myeloid Cell Homeostasis,GO:BP,-0.576,1.531,0.9985,0.1379,NS,28
GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT,Regulation Of Calcium Ion Transport,GO:BP,-1.347,0.759,0.3773,0.97,NS,54
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,Regulation Of Glucose Metabolic Process,GO:BP,-1.267,-0.839,0.5831,0.8817,NS,21
HALLMARK_DNA_REPAIR,DNA Repair,Hallmark,-1.359,0.747,0.3869,0.9445,NS,25
GOBP_REGULATION_OF_BINDING,Regulation Of Binding,GO:BP,0.568,1.537,0.9985,0.1456,NS,24
GOBP_IMPORT_INTO_NUCLEUS,Import Into Nucleus,GO:BP,-1.093,1.011,0.741,0.6841,NS,38
GOBP_VACUOLAR_TRANSPORT,Vacuolar Transport,GO:BP,-0.931,1.173,0.8831,0.4696,NS,26
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,Regulation Of Nucleocytoplasmic Transport,GO:BP,-1.203,0.9,0.6528,0.8144,NS,24
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,Regulation Of Postsynaptic Membrane Neurot...,GO:BP,0.802,-1.3,0.9729,0.3665,NS,16
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Calcium Ion Transme...,GO:BP,-1.047,-1.054,0.7823,0.6404,NS,17
GOBP_POSITIVE_REGULATION_OF_BINDING,Positive Regulation Of Binding,GO:BP,0.614,1.486,0.9985,0.2181,NS,16
GOBP_ORGAN_GROWTH,Organ Growth,GO:BP,-1.264,0.833,0.5873,0.8812,NS,18
GOBP_TOR_SIGNALING,Tor Signaling,GO:BP,-1.304,-0.793,0.5198,0.9314,NS,35
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Regulation Of G Protein Coupled Receptor S...,GO:BP,1.291,0.803,0.5751,0.8906,NS,16
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Cell Surface Receptor Protein Serine Threo...,GO:BP,-0.705,1.387,0.9985,0.2314,NS,37
GOBP_MONOATOMIC_ANION_TRANSPORT,Monoatomic Anion Transport,GO:BP,1.191,0.901,0.6797,0.7972,NS,16
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS,Fatty Acid Biosynthetic Process,GO:BP,0.958,-1.134,0.8773,0.4951,NS,35
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,Positive Regulation Of Adaptive Immune Res...,GO:BP,-0.827,-1.263,0.9583,0.394,NS,15
GOBP_RESPONSE_TO_STARVATION,Response To Starvation,GO:BP,-1.245,0.842,0.5774,0.8906,NS,39
GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Negative Regulation Of Post Translational ...,GO:BP,-0.939,1.148,0.8802,0.5184,NS,20
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Positive Regulation Of Monoatomic Ion Tran...,GO:BP,-1.234,-0.852,0.601,0.8818,NS,36
GOBP_REGULATION_OF_PROTEIN_TRANSPORT,Regulation Of Protein Transport,GO:BP,-1.001,1.083,0.8324,0.5629,NS,76
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,Establishment Of Protein Localization To O...,GO:BP,1.164,-0.915,0.6069,0.8542,NS,104
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Negative Regulation Of Monoatomic Ion Tran...,GO:BP,-1.035,1.044,0.7843,0.6471,NS,23
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,Negative Regulation Of Response To Externa...,GO:BP,-1.033,1.044,0.7843,0.6439,NS,42
GOBP_PHAGOCYTOSIS,Phagocytosis,GO:BP,0.971,1.104,0.8653,0.5621,NS,29
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Regulation Of Ubiquitin Dependent Protein ...,GO:BP,0.706,1.369,0.9985,0.2319,NS,42
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,Peripheral Nervous System Development,GO:BP,-1.089,0.985,0.7469,0.7098,NS,18
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,Purine Nucleotide Catabolic Process,GO:BP,-0.86,-1.213,0.9623,0.3879,NS,48
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Pi3k Akt Mtor Signaling,Hallmark,-1.095,0.977,0.6795,0.7465,NS,36
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Cholesterol Homeostasis,Hallmark,1.163,-0.906,0.642,0.7587,NS,16
GOBP_TEMPERATURE_HOMEOSTASIS,Temperature Homeostasis,GO:BP,0.637,-1.431,0.9985,0.2432,NS,25
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,Carbohydrate Catabolic Process,GO:BP,0.669,-1.398,0.9985,0.1706,NS,57
GOBP_NEURON_PROJECTION_EXTENSION,Neuron Projection Extension,GO:BP,-1.347,0.719,0.5074,0.9623,NS,19
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Positive Regulation Of Nervous System Deve...,GO:BP,-1.037,1.028,0.7858,0.657,NS,26
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS,Positive Regulation Of Neurogenesis,GO:BP,-1.037,1.028,0.7858,0.657,NS,26
GOBP_ENDOCYTIC_RECYCLING,Endocytic Recycling,GO:BP,-0.819,1.245,0.9697,0.4133,NS,17
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,Negative Regulation Of Actin Filament Depo...,GO:BP,-1.231,0.833,0.6474,0.8782,NS,15
HALLMARK_BILE_ACID_METABOLISM,Bile Acid Metabolism,Hallmark,-1.068,-0.996,0.7082,0.7465,NS,21
GOBP_ENSHEATHMENT_OF_NEURONS,Ensheathment Of Neurons,GO:BP,-1.067,0.995,0.7576,0.6987,NS,22
GOBP_AMP_METABOLIC_PROCESS,Amp Metabolic Process,GO:BP,-1.056,-1.003,0.77,0.6959,NS,16
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION,Positive Regulation Of Peptide Secretion,GO:BP,-0.942,1.116,0.8802,0.5601,NS,20
HALLMARK_APICAL_JUNCTION,Apical Junction,Hallmark,-0.594,1.463,0.9779,0.1351,NS,34
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,Microtubule Cytoskeleton Organization Invo...,GO:BP,0.865,1.19,0.9513,0.4471,NS,33
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,Biological Process Involved In Interaction...,GO:BP,0.793,1.26,0.9985,0.3479,NS,39
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT,Positive Regulation Of Cell Development,GO:BP,-1.065,0.988,0.754,0.7098,NS,44
GOBP_REGULATION_OF_BLOOD_PRESSURE,Regulation Of Blood Pressure,GO:BP,-1.108,0.943,0.741,0.7545,NS,23
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Cell Activation Involved In Immune Response,GO:BP,-0.67,1.377,0.9985,0.2698,NS,22
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS,Monosaccharide Catabolic Process,GO:BP,0.704,-1.343,0.9985,0.3178,NS,23
GOBP_VIRAL_RELEASE_FROM_HOST_CELL,Viral Release From Host Cell,GO:BP,1.002,1.045,0.8324,0.6475,NS,15
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,Nuclear Chromosome Segregation,GO:BP,-0.825,1.22,0.9814,0.3997,NS,36
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Regulation Of Intracellular Protein Transport,GO:BP,-1.088,0.957,0.7469,0.7396,NS,30
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Ribonucleoside Monophosphate Biosynthetic ...,GO:BP,-1.223,-0.821,0.6528,0.8836,NS,15
GOBP_LYMPHOCYTE_DIFFERENTIATION,Lymphocyte Differentiation,GO:BP,-1.098,0.945,0.7427,0.7526,NS,22
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,Regulation Of Generation Of Precursor Meta...,GO:BP,0.888,-1.155,0.9373,0.4641,NS,38
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Positive Regulation Of Reactive Oxygen Spe...,GO:BP,-0.925,1.117,0.8831,0.5629,NS,17
GOBP_REGULATION_OF_MUSCLE_ADAPTATION,Regulation Of Muscle Adaptation,GO:BP,-1.335,0.707,0.5074,0.974,NS,24
GOBP_RESPONSE_TO_RADIATION,Response To Radiation,GO:BP,-1.061,0.979,0.7502,0.7227,NS,57
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,Transforming Growth Factor Beta Receptor S...,GO:BP,0.532,1.508,0.9985,0.16,NS,27
GOBP_LIPID_HOMEOSTASIS,Lipid Homeostasis,GO:BP,-1.342,0.697,0.4933,0.9838,NS,26
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,Positive Regulation Of Leukocyte Mediated ...,GO:BP,-1.167,-0.871,0.6905,0.8444,NS,18
GOBP_AMINO_ACID_ACTIVATION,Amino Acid Activation,GO:BP,1.084,0.953,0.7469,0.7428,NS,25
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,Myeloid Leukocyte Activation,GO:BP,-0.328,1.704,1,0.0761,NS,18
GOBP_ORGANELLE_DISASSEMBLY,Organelle Disassembly,GO:BP,1.197,0.835,0.6635,0.8757,NS,16
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Phosphatidylinositol 3 Kinase Protein Kina...,GO:BP,-1.064,0.968,0.7524,0.7291,NS,33
GOBP_NADP_METABOLIC_PROCESS,Nadp Metabolic Process,GO:BP,0.833,-1.198,0.952,0.4552,NS,17
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Oxidative Stress Induced Int...,GO:BP,0.996,1.033,0.8347,0.6558,NS,17
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,Establishment Of RNA Localization,GO:BP,0.722,1.306,0.9985,0.3437,NS,20
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,Regulation Of Membrane Potential,GO:BP,-1.072,0.953,0.7469,0.7594,NS,63
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,Intracellular Receptor Signaling Pathway,GO:BP,0.834,1.189,0.9938,0.4081,NS,55
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Apoptotic Signaling...,GO:BP,1.058,0.962,0.7576,0.7427,NS,48
GOBP_REGULATION_OF_BODY_FLUID_LEVELS,Regulation Of Body Fluid Levels,GO:BP,-0.994,1.025,0.8375,0.6567,NS,52
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,Regulation Of Actin Filament Bundle Assembly,GO:BP,-1.215,0.803,0.646,0.8967,NS,20
GOBP_AXON_EXTENSION,Axon Extension,GO:BP,-1.187,0.828,0.6863,0.8817,NS,16
GOBP_LEUKOCYTE_PROLIFERATION,Leukocyte Proliferation,GO:BP,-0.747,1.268,0.9985,0.3611,NS,29
GOBP_AMINE_METABOLIC_PROCESS,Amine Metabolic Process,GO:BP,1.161,-0.852,0.6905,0.8667,NS,15
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,Vesicle Mediated Transport To The Plasma M...,GO:BP,-0.873,1.14,0.9413,0.516,NS,28
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,Hepaticobiliary System Development,GO:BP,0.833,-1.178,0.952,0.4781,NS,17
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,Regulation Of Protein Depolymerization,GO:BP,-1.287,0.723,0.5751,0.9623,NS,22
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Cytoplasmic Pattern Recognition Receptor S...,GO:BP,-1.078,0.931,0.7469,0.7782,NS,31
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,Positive Regulation Of Production Of Molec...,GO:BP,-1.028,-0.981,0.803,0.7118,NS,16
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,External Encapsulating Structure Organization,GO:BP,-1.039,0.969,0.7843,0.7291,NS,31
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,Pyrimidine Containing Compound Metabolic P...,GO:BP,-1.357,-0.651,0.5198,0.9838,NS,15
GOBP_AXO_DENDRITIC_TRANSPORT,Axo Dendritic Transport,GO:BP,-0.925,1.08,0.8831,0.603,NS,17
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,Negative Regulation Of Cell Cycle,GO:BP,-1.17,0.835,0.6863,0.8818,NS,22
GOBP_RESPONSE_TO_KETONE,Response To Ketone,GO:BP,0.943,1.062,0.8802,0.6195,NS,29
GOBP_PROTEIN_K48_LINKED_UBIQUITINATION,Protein K48 Linked Ubiquitination,GO:BP,-1.274,0.73,0.5876,0.9607,NS,17
GOBP_CHROMOSOME_SEGREGATION,Chromosome Segregation,GO:BP,-0.734,1.269,0.9985,0.318,NS,50
GOBP_AMIDE_TRANSPORT,Amide Transport,GO:BP,-0.993,1.008,0.8343,0.6889,NS,38
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,Positive Regulation Of Intracellular Trans...,GO:BP,-0.949,1.05,0.8802,0.6434,NS,27
GOBP_RESPONSE_TO_LIGHT_STIMULUS,Response To Light Stimulus,GO:BP,-1.032,0.967,0.7843,0.7293,NS,43
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,Nuclear Membrane Organization,GO:BP,-1.045,-0.952,0.7843,0.739,NS,15
HALLMARK_MTORC1_SIGNALING,mTORC1 Signaling,Hallmark,1.14,0.855,0.573,0.8948,NS,87
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Ubiquitin Dependent...,GO:BP,0.773,1.22,0.9985,0.4403,NS,17
GOBP_MYELOID_CELL_DIFFERENTIATION,Myeloid Cell Differentiation,GO:BP,-0.76,1.232,0.9985,0.3678,NS,48
GOBP_PEPTIDE_METABOLIC_PROCESS,Peptide Metabolic Process,GO:BP,-1.646,-0.343,0.1952,1,NS,17
GOBP_RESPONSE_TO_INSULIN,Response To Insulin,GO:BP,-1.268,0.721,0.5131,0.9838,NS,53
GOBP_ISOPRENOID_METABOLIC_PROCESS,Isoprenoid Metabolic Process,GO:BP,-0.7,1.288,0.9985,0.3704,NS,19
GOBP_RESPONSE_TO_CALCIUM_ION,Response To Calcium Ion,GO:BP,-1.103,0.884,0.7373,0.8539,NS,35
GOBP_SCHWANN_CELL_DIFFERENTIATION,Schwann Cell Differentiation,GO:BP,-1.183,0.803,0.6863,0.8906,NS,16
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,Positive Regulation Of Synaptic Transmission,GO:BP,-0.847,1.139,0.9513,0.5349,NS,17
GOBP_REGULATION_OF_HEMOPOIESIS,Regulation Of Hemopoiesis,GO:BP,-0.932,1.052,0.8831,0.6405,NS,32
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,Regulation Of Leukocyte Differentiation,GO:BP,-1.085,0.898,0.7469,0.8172,NS,23
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Cellular Response To Insulin Stimulus,GO:BP,-1.173,0.809,0.6528,0.9245,NS,42
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Regulation Of Small Molecule Metabolic Pro...,GO:BP,-1.113,-0.869,0.6905,0.8906,NS,66
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT,Regulation Of Peptide Transport,GO:BP,-0.955,1.023,0.8794,0.6625,NS,30
GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,Regulation Of Cell Junction Assembly,GO:BP,-1.187,-0.787,0.6528,0.9314,NS,31
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,Actin Filament Depolymerization,GO:BP,-1.317,0.657,0.5321,0.9838,NS,19
GOBP_CELL_RECOGNITION,Cell Recognition,GO:BP,0.757,1.214,0.9985,0.4403,NS,21
GOBP_DEVELOPMENTAL_MATURATION,Developmental Maturation,GO:BP,0.831,1.14,0.9668,0.516,NS,26
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,Negative Regulation Of Transmembrane Trans...,GO:BP,-0.867,1.102,0.9478,0.5665,NS,26
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,Positive Regulation Of Macroautophagy,GO:BP,1.108,-0.861,0.741,0.861,NS,22
GOBP_ALDEHYDE_METABOLIC_PROCESS,Aldehyde Metabolic Process,GO:BP,1.072,0.894,0.7469,0.8292,NS,28
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM,Cellular Process Involved In Reproduction ...,GO:BP,0.872,1.092,0.9412,0.5746,NS,25
GOBP_PROTEIN_DEPOLYMERIZATION,Protein Depolymerization,GO:BP,-1.082,0.882,0.7469,0.8388,NS,26
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,Negative Regulation Of Endocytosis,GO:BP,0.601,1.36,0.9985,0.3158,NS,15
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,Carbohydrate Derivative Catabolic Process,GO:BP,-1.097,-0.863,0.7216,0.8905,NS,61
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,Myeloid Leukocyte Differentiation,GO:BP,-1.131,0.828,0.7216,0.8817,NS,17
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,Nucleoside Diphosphate Metabolic Process,GO:BP,0.647,-1.311,0.9985,0.2952,NS,43
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,Nuclear Envelope Organization,GO:BP,-1.108,-0.849,0.741,0.8667,NS,18
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Positive Regulation Of Phosphatidylinosito...,GO:BP,-0.988,0.964,0.8347,0.7253,NS,18
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Regulation Of Response To Endoplasmic Reti...,GO:BP,0.63,1.321,0.9985,0.3204,NS,23
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Monoatomic Ion Tran...,GO:BP,-1.456,-0.494,0.3387,0.9993,NS,27
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE,Signal Transduction In Response To DNA Damage,GO:BP,-1.152,0.798,0.6905,0.8975,NS,19
GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Negative Regulation Of Small Molecule Meta...,GO:BP,-1.054,0.895,0.7672,0.8187,NS,23
GOBP_VESICLE_ORGANIZATION,Vesicle Organization,GO:BP,-0.855,1.094,0.9804,0.5417,NS,65
