uniprot_id,module_color,module_num,gene
A0FGR8,brown,3,ESYT2
A1L0T0,blue,2,ILVBL
A5D6W6,magenta,9,FITM1
A5YM72,black,7,CARNS1
A6NCE7,black,7,MAP1LC3B2
A6NDG6,black,7,PGP
A6NNS2,blue,2,DHRS7C
A8MU46,grey,0,SMTNL1
A8MXV4,turquoise,1,NUDT19
E9PAV3,grey,0,NACA
L0R6Q1,red,6,SLC35A4
O00151,grey,0,PDLIM1
O00159,blue,2,MYO1C
O00168,magenta,9,FXYD1
O00186,turquoise,1,STXBP3
O00217,magenta,9,NDUFS8
O00231,purple,10,PSMD11
O00232,grey,0,PSMD12
O00233,black,7,PSMD9
O00264,turquoise,1,PGRMC1
O00299,brown,3,CLIC1
O00303,red,6,EIF3F
O00330,red,6,PDHX
O00410,blue,2,IPO5
O00423,turquoise,1,EML1
O00429,blue,2,DNM1L
O00442,blue,2,RTCA
O00483,greenyellow,11,NDUFA4
O00487,grey,0,PSMD14
O00499,black,7,BIN1
O00505,blue,2,KPNA3
O00571,blue,2,DDX3X
O00629,greenyellow,11,KPNA4
O00748,grey,0,CES2
O00757,black,7,FBP2
O00763,green,5,ACACB
O00764,turquoise,1,PDXK
O14521,grey,0,SDHD
O14556,turquoise,1,GAPDHS
O14558,yellow,4,HSPB6
O14561,grey,0,NDUFAB1
O14618,purple,10,CCS
O14653,blue,2,GOSR2
O14732,grey,0,IMPA2
O14737,turquoise,1,PDCD5
O14744,turquoise,1,PRMT5
O14791,purple,10,APOL1
O14818,turquoise,1,PSMA7
O14841,grey,0,OPLAH
O14874,blue,2,BCKDK
O14880,greenyellow,11,MGST3
O14949,red,6,UQCRQ
O14950,brown,3,MYL12B
O14957,blue,2,UQCR11
O14958,grey,0,CASQ2
O14979,red,6,HNRNPDL
O14980,blue,2,XPO1
O14983,blue,2,ATP2A1
O15061,green,5,SYNM
O15143,grey,0,ARPC1B
O15144,blue,2,ARPC2
O15145,blue,2,ARPC3
O15173,greenyellow,11,PGRMC2
