uniprot_id,module_color,module_num,gene
Q9H7C9,purple,10,AAMDC
P49588,green,5,AARS1
Q9BTE6,blue,2,AARSD1
O75027,turquoise,1,ABCB7
P61221,turquoise,1,ABCE1
Q8NE71,pink,8,ABCF1
Q9UG63,pink,8,ABCF2
Q9NUQ8,grey,0,ABCF3
Q9NUJ1,turquoise,1,ABHD10
Q8NFV4,blue,2,ABHD11
Q96IU4,blue,2,ABHD14B
O95870,yellow,4,ABHD16A
P09110,grey,0,ACAA1
P42765,magenta,9,ACAA2
Q13085,blue,2,ACACA
O00763,black,7,ACACB
Q6JQN1,turquoise,1,ACAD10
Q9UKU7,blue,2,ACAD8
Q9H845,black,7,ACAD9
P11310,magenta,9,ACADM
P16219,magenta,9,ACADS
P45954,magenta,9,ACADSB
P49748,blue,2,ACADVL
P24752,magenta,9,ACAT1
P21399,turquoise,1,ACO1
Q99798,magenta,9,ACO2
Q86TX2,grey,0,ACOT1
Q9NPJ3,turquoise,1,ACOT13
P49753,magenta,9,ACOT2
Q9Y305,turquoise,1,ACOT9
P24666,blue,2,ACP1
Q96CM8,yellow,4,ACSF2
P33121,yellow,4,ACSL1
O95573,green,5,ACSL3
Q9NR19,yellow,4,ACSS2
P68133,black,7,ACTA1
P60709,black,7,ACTB
P12814,black,7,ACTN1
P35609,black,7,ACTN2
Q08043,black,7,ACTN3
O43707,black,7,ACTN4
P61163,green,5,ACTR1A
P42025,grey,0,ACTR1B
P61160,red,6,ACTR2
P61158,red,6,ACTR3
Q03154,magenta,9,ACY1
P14621,blue,2,ACYP2
P35611,red,6,ADD1
P00325,greenyellow,11,ADH1B
P11766,brown,3,ADH5
Q8IWW8,blue,2,ADHFE1
Q15848,grey,0,ADIPOQ
Q15847,greenyellow,11,ADIRF
P55263,blue,2,ADK
P54922,green,5,ADPRH
Q8NDY3,green,5,ADPRHL1
P30566,turquoise,1,ADSL
Q8N142,purple,10,ADSS1
P30520,blue,2,ADSS2
Q9Y4W6,yellow,4,AFG3L2
P35573,purple,10,AGL
Q9BSE5,black,7,AGMAT
Q9UKV8,grey,0,AGO2
P23526,brown,3,AHCY
O43865,brown,3,AHCYL1
Q96HN2,blue,2,AHCYL2
Q09666,brown,3,AHNAK
O95433,turquoise,1,AHSA1
O95831,yellow,4,AIFM1
Q12904,blue,2,AIMP1
Q13155,blue,2,AIMP2
P00568,grey,0,AK1
P54819,magenta,9,AK2
Q9UIJ7,magenta,9,AK3
Q02952,turquoise,1,AKAP12
P14550,brown,3,AKR1A1
P15121,green,5,AKR1B1
Q04828,brown,3,AKR1C1
P52895,grey,0,AKR1C2
P42330,brown,3,AKR1C3
O43488,blue,2,AKR7A2
P31749,green,5,AKT1
P31751,red,6,AKT2
P13716,red,6,ALAD
Q8IZ83,turquoise,1,ALDH16A1
P00352,grey,0,ALDH1A1
P30837,brown,3,ALDH1B1
O75891,purple,10,ALDH1L1
P05091,brown,3,ALDH2
P51648,turquoise,1,ALDH3A2
P30038,grey,0,ALDH4A1
P51649,magenta,9,ALDH5A1
Q02252,grey,0,ALDH6A1
P49419,blue,2,ALDH7A1
P49189,green,5,ALDH9A1
P04075,blue,2,ALDOA
P09972,blue,2,ALDOC
Q96L96,green,5,ALPK3
P23109,grey,0,AMPD1
Q01432,grey,0,AMPD3
P16157,red,6,ANK1
Q01484,yellow,4,ANK2
Q12955,purple,10,ANK3
Q9GZV1,green,5,ANKRD2
P39687,brown,3,ANP32A
Q9BTT0,turquoise,1,ANP32E
P04083,brown,3,ANXA1
P50995,turquoise,1,ANXA11
P07355,brown,3,ANXA2
P12429,red,6,ANXA3
P09525,brown,3,ANXA4
P08758,brown,3,ANXA5
P08133,brown,3,ANXA6
P20073,green,5,ANXA7
Q16853,greenyellow,11,AOC3
Q10567,turquoise,1,AP1B1
O43747,grey,0,AP1G1
O95782,red,6,AP2A1
P63010,grey,0,AP2B1
Q96CW1,pink,8,AP2M1
P13798,red,6,APEH
P27695,brown,3,APEX1
Q9BZZ5,pink,8,API5
Q96GX9,yellow,4,APIP
Q9HDC9,red,6,APMAP
Q9Y235,black,7,APOBEC2
P05090,red,6,APOD
P02649,red,6,APOE
O14791,red,6,APOL1
Q9BUR5,blue,2,APOO
Q6UXV4,yellow,4,APOOL
Q9UKG1,purple,10,APPL1
P07741,turquoise,1,APRT
P29972,red,6,AQP1
P48444,grey,0,ARCN1
P84077,red,6,ARF1
P18085,green,5,ARF4
P84085,turquoise,1,ARF5
P62330,blue,2,ARF6
Q07960,brown,3,ARHGAP1
Q14CB8,red,6,ARHGAP19
P52565,brown,3,ARHGDIA
P52566,red,6,ARHGDIB
O95376,turquoise,1,ARIH2
P40616,green,5,ARL1
P36405,blue,2,ARL3
O75915,turquoise,1,ARL6IP5
Q96BM9,grey,0,ARL8A
Q9NVJ2,green,5,ARL8B
Q9H993,blue,2,ARMT1
O15143,yellow,4,ARPC1B
O15144,brown,3,ARPC2
O15145,turquoise,1,ARPC3
P59998,red,6,ARPC4
Q9BPX5,blue,2,ARPC5L
P56211,green,5,ARPP19
Q13508,purple,10,ART3
Q13510,blue,2,ASAH1
P45381,blue,2,ASPA
Q12797,black,7,ASPH
Q9BXN1,greenyellow,11,ASPN
P00966,turquoise,1,ASS1
Q8NBU5,turquoise,1,ATAD1
Q9NVI7,yellow,4,ATAD3A
Q9NT62,pink,8,ATG3
P31939,turquoise,1,ATIC
Q8NHH9,turquoise,1,ATL2
P05023,blue,2,ATP1A1
P50993,blue,2,ATP1A2
P05026,magenta,9,ATP1B1
O14983,turquoise,1,ATP2A1
P16615,grey,0,ATP2A2
Q93084,pink,8,ATP2A3
P23634,turquoise,1,ATP2B4
P25705,blue,2,ATP5F1A
P06576,magenta,9,ATP5F1B
P36542,magenta,9,ATP5F1C
P30049,magenta,9,ATP5F1D
P56381,yellow,4,ATP5F1E
Q06055,brown,3,ATP5MC2
P56385,grey,0,ATP5ME
P56134,grey,0,ATP5MF
O75964,blue,2,ATP5MG
P24539,grey,0,ATP5PB
O75947,grey,0,ATP5PD
P18859,magenta,9,ATP5PF
P48047,yellow,4,ATP5PO
P38606,grey,0,ATP6V1A
P21281,blue,2,ATP6V1B2
P36543,turquoise,1,ATP6V1E1
O75348,blue,2,ATP6V1G1
Q9UI12,turquoise,1,ATP6V1H
Q5TC12,grey,0,ATPAF1
Q8N5M1,yellow,4,ATPAF2
Q9UBB4,turquoise,1,ATXN10
Q13825,yellow,4,AUH
P25311,red,6,AZGP1
P61769,turquoise,1,B2M
O95817,pink,8,BAG3
O75531,black,7,BANF1
P50895,yellow,4,BCAM
Q9UHQ4,grey,0,BCAP29
P51572,green,5,BCAP31
O15382,blue,2,BCAT2
P12694,grey,0,BCKDHA
P21953,turquoise,1,BCKDHB
O14874,turquoise,1,BCKDK
Q9BXK5,turquoise,1,BCL2L13
Q9Y276,turquoise,1,BCS1L
Q02338,yellow,4,BDH1
Q9BUT1,blue,2,BDH2
O00499,green,5,BIN1
Q9NQY0,green,5,BIN3
Q13867,grey,0,BLMH
P53004,red,6,BLVRA
P30043,red,6,BLVRB
Q9H3K6,grey,0,BOLA2
P07738,red,6,BPGM
O95861,purple,10,BPNT1
Q5VW32,red,6,BROX
P35613,magenta,9,BSG
P43251,red,6,BTD
Q96K17,pink,8,BTF3L4
Q7L1Q6,blue,2,BZW1
Q9Y6E2,blue,2,BZW2
Q9H0W9,blue,2,C11orf54
Q9H3H3,blue,2,C11orf68
Q69YU5,magenta,9,C12orf73
Q9NSK7,magenta,9,C19orf12
Q07021,grey,0,C1QBP
Q5SQH8,grey,0,C6orf136
Q9ULX7,grey,0,CA14
P00918,red,6,CA2
P07451,green,5,CA3
Q9Y376,turquoise,1,CAB39
Q9H9S4,blue,2,CAB39L
Q13698,grey,0,CACNA1S
P54289,turquoise,1,CACNA2D1
Q02641,purple,10,CACNB1
P54284,blue,2,CACNB3
Q06432,black,7,CACNG1
Q9BXT2,grey,0,CACNG6
Q9HB71,brown,3,CACYBP
Q05682,greenyellow,11,CALD1
P0DP23,blue,2,CALM1
