gene,logFC,neg_log10_p,pi_score,adj_pval,direction
TNPO3,1.9255,3.4072,0,0.72406,Up
S100A1,1.8216,2.9129,5e-6,0.739994,Up
MRPL47,1.3342,2.861,1.52e-4,0.739994,Up
CPT1A,-1.2511,2.7489,3.64e-4,0.739994,Down
C4A,2.5467,1.2875,5.26e-4,0.990301,Up
FXYD1,-1.7223,1.7532,9.56e-4,0.990301,Down
TMED5,-1.465,1.9413,0.001432,0.990301,Down
DYNLT1,-1.2725,2.069,0.002329,0.990301,Down
CFI,-1.4162,1.8017,0.002808,0.990301,Down
ATP6V1H,1.1239,2.0472,0.005002,0.990301,Up
TRMT112,1.3346,1.569,0.008053,0.990301,Up
MFN2,-0.9163,2.2448,0.00877,0.990301,Down
LAMP1,1.802,1.1144,0.009815,0.990301,Up
AKT2,1.078,1.8178,0.010974,0.990301,Up
DRG1,1.6895,1.0913,0.014334,0.990301,Up
HIGD1A,1.0908,1.6851,0.014517,0.990301,Up
LAMTOR3,0.6743,2.6987,0.01514,0.739994,Up
CHMP2A,0.7939,2.2058,0.017738,0.990301,Up
LMAN2,-0.942,1.8531,0.017966,0.990301,Down
MRC2,-1.6337,1.0553,0.018877,0.990301,Down
HNRNPDL,-0.7953,2.0088,0.025256,0.990301,Down
ISCU,-1.1978,1.3137,0.026694,0.990301,Down
PVALB,1.4897,1.0364,0.028579,0.990301,Up
LYPLA2,0.6315,2.4405,0.028756,0.990301,Up
CACNG6,-1.5244,0.9819,0.031861,0.990301,Down
AMPD1,-0.8434,1.7217,0.035308,0.990301,Down
CUL4B,1.0095,1.4134,0.037423,0.990301,Up
ADD1,1.566,0.8994,0.039049,0.990301,Up
PMPCB,-1.1176,1.254,0.039672,0.990301,Down
ECHDC2,-1.035,1.3523,0.039848,0.990301,Down
ATP5F1E,-0.9129,1.5255,0.040498,0.990301,Down
EIF3B,-0.7273,1.9045,0.041192,0.990301,Down
SND1,1.2785,1.0799,0.041625,0.990301,Up
PPP1CC,1.0207,1.3507,0.041822,0.990301,Up
SLC16A1,-0.8265,1.6441,0.043763,0.990301,Down
MRPS18B,1.0916,1.2141,0.047281,0.990301,Up
C1QC,1.466,0.8888,0.049773,0.990301,Up
ACAA1,-0.7846,1.6368,0.051978,0.990301,NS
NDUFS4,-0.7199,1.7706,0.053125,0.990301,NS
NDUFS7,-0.8712,1.4609,0.053371,0.990301,NS
FAH,0.6126,2.0566,0.05496,0.990301,NS
NDUFB9,-0.6911,1.7936,0.057607,0.990301,NS
HDHD2,0.7095,1.7435,0.057951,0.990301,NS
AMPD3,-0.7705,1.5667,0.062066,0.990301,NS
PALMD,-0.8664,1.3928,0.06213,0.990301,NS
VBP1,0.7064,1.6879,0.064216,0.990301,NS
RAB8A,1.2023,0.98740000000000006,0.064986,0.990301,NS
COL18A1,0.8106,1.4559,0.06605,0.990301,NS
TMEM143,-0.7932,1.4649,0.068862,0.990301,NS
CPNE1,0.746,1.5501,0.069773,0.990301,NS
COX20,0.7971,1.43,0.072467,0.990301,NS
NT5C2,-0.8857,1.2822,0.073165,0.990301,NS
MTCH2,-0.6046,1.8619,0.074856,0.990301,NS
S100A6,1.1809,0.9357,0.078526,0.990301,NS
NDRG2,0.5191,2.1236,0.078997,0.990301,NS
SDHD,-0.7832,1.3904,0.081481,0.990301,NS
AP2M1,0.6342,1.706,0.08279,0.990301,NS
MT-ND1,-0.7933,1.357,0.083852,0.990301,NS
API5,0.8903,1.1966,0.086028,0.990301,NS
VDAC3,-0.5289,2.0121000000000002,0.086268,0.990301,NS
STK38L,0.7541,1.3903,0.089452,0.990301,NS
RTN4IP1,-0.8817,1.1803,0.091049,0.990301,NS
ZYX,-0.6193,1.6753,0.091713,0.990301,NS
TOMM40,-0.8093,1.2723,0.093398,0.990301,NS
MYH3,1.0647,0.9623,0.09449,0.990301,NS
VDAC2,-0.5183,1.961,0.096297,0.990301,NS
CMPK1,0.8686,1.1348,0.103352,0.990301,NS
ILF2,1.1602,0.8495,0.10337,0.990301,NS
GFM1,-0.6615,1.4343,0.112526,0.990301,NS
VPS13C,0.6801,1.3657,0.117829,0.990301,NS
AHCYL2,0.63,1.4679,0.118904,0.990301,NS
ATP5MC2,1.0843,0.8408,0.122551,0.990301,NS
TMEM11,-0.5745,1.5742,0.124613,0.990301,NS
SYNPO2L,1.0462,0.8622,0.125286,0.990301,NS
NPEPL1,0.612,1.4544,0.128804,0.990301,NS
B2M,0.8505,1.0367,0.131311,0.990301,NS
COX6C,-0.6625,1.32,0.133513,0.990301,NS
PUDP,0.7141,1.2216,0.134178,0.990301,NS
MRPL22,0.7006,1.2369,0.135963,0.990301,NS
SEPTIN9,-0.8423,1.0279,0.136201,0.990301,NS
MLIP,0.8361,1.0283,0.138104,0.990301,NS
SGCA,-0.5565,1.5436,0.138347,0.990301,NS
METTL26,-0.6491,1.3226,0.138514,0.990301,NS
LTF,1.7972,0.4758,0.139579,0.990301,NS
MLYCD,0.7226,1.1749,0.141604,0.990301,NS
SERPINF2,1.0236,0.8255,0.142915,0.990301,NS
NDUFA7,-0.7157,1.1791,0.143253,0.990301,NS
CD9,-1.2608,0.6675,0.144011,0.990301,NS
USP15,-0.595,1.3996,0.147003,0.990301,NS
STAT5B,-0.738,1.1268,0.147379,0.990301,NS
CLTB,-0.7416,1.114,0.14922,0.990301,NS
ACSF2,-0.5881,1.3889,0.152488,0.990301,NS
STX7,-0.5697,1.4081,0.157676,0.990301,NS
GAPDHS,-0.8552,0.9291,0.160485,0.990301,NS
HNRNPA3,-0.7752,1.0067,0.165829,0.990301,NS
IDI1,-0.5331,1.4621,0.166137,0.990301,NS
RAB21,0.7639,0.9984,0.172711,0.990301,NS
S100A13,0.8289,0.9188,0.173145,0.990301,NS
NT5C,0.7925,0.9568,0.174469,0.990301,NS
HINT1,0.5233,1.4391,0.176561,0.990301,NS
OTUB1,0.4405,1.7047,0.17743,0.990301,NS
CNIH4,0.5987,1.2428,0.180261,0.990301,NS
TIMM21,-0.6327,1.1749,0.180593,0.990301,NS
LGALS3,0.6618,1.1046,0.18578,0.990301,NS
WARS1,0.4437,1.6002,0.194945,0.990301,NS
HMGCL,-0.5543,1.2596,0.200348,0.990301,NS
COX5A,-0.5016,1.3745,0.204437,0.990301,NS
SCCPDH,0.4593,1.4973,0.205247,0.990301,NS
MAPRE2,0.5302,1.2924,0.206396,0.990301,NS
EZR,0.9963,0.6819,0.20922,0.990301,NS
SMTNL1,0.5623,1.1984,0.211905,0.990301,NS
SLC25A11,-0.504,1.3342,0.212589,0.990301,NS
ERO1A,0.7385,0.8994,0.216675,0.990301,NS
OSBPL11,0.6744,0.9775,0.219164,0.990301,NS
PDPR,-0.6185,1.0642,0.219716,0.990301,NS
RPA2,0.6005,1.0955,0.219844,0.990301,NS
CNDP2,0.5494,1.1967,0.220035,0.990301,NS
SH3BGRL3,0.8023,0.8079,0.224827,0.990301,NS
ARMT1,0.515,1.2498,0.22719,0.990301,NS
RAB2B,0.5894,1.0918,0.227214,0.990301,NS
ACTR1B,0.5321,1.2078,0.22769,0.990301,NS
IGKV4-1,-0.8581,0.7465,0.228786,0.990301,NS
CRIP1,-0.9962,0.6391,0.230822,0.990301,NS
PPP1R1A,0.6572,0.9642,0.232459,0.990301,NS
FGGY,0.705,0.8936,0.234404,0.990301,NS
GRSF1,0.5591,1.1225,0.23575,0.990301,NS
PAIP1,0.6193,1.0121,0.236157,0.990301,NS
COX6B1,-0.5617,1.1055,0.239368,0.990301,NS
MAP2K2,0.5463,1.1203,0.244339,0.990301,NS
DDI2,0.9254,0.6614,0.244339,0.990301,NS
HBS1L,-0.4349,1.3987,0.246419,0.990301,NS
NDUFA12,-0.5008,1.2078,0.248347,0.990301,NS
SIRT3,0.8275,0.7221,0.252625,0.990301,NS
ELOB,-0.4099,1.455,0.253274,0.990301,NS
PTPN11,0.6097,0.9666,0.257407,0.990301,NS
COMT,-0.4481,1.3055,0.260055,0.990301,NS
AKAP12,0.9995,0.5844,0.260556,0.990301,NS
SAMM50,-0.4602,1.2649,0.261748,0.990301,NS
CARS1,0.5346,1.0864,0.262554,0.990301,NS
TIMM9,-0.6279,0.9206,0.264244,0.990301,NS
ECHDC3,-0.6726,0.8511,0.267618,0.990301,NS
FDXR,-0.6772,0.8422,0.268979,0.990301,NS
XRCC5,0.5579,1.0211,0.269373,0.990301,NS
NDUFV2,-0.4444,1.2754,0.271118,0.990301,NS
NDUFS5,-0.5136,1.0978,0.273011,0.990301,NS
UCHL1,0.6912,0.8139,0.273781,0.990301,NS
NDUFAB1,0.4994,1.1237,0.274707,0.990301,NS
ATIC,0.432,1.2966,0.275328,0.990301,NS
PPBP,1.012,0.5533,0.275467,0.990301,NS
PURA,0.748,0.7457,0.276824,0.990301,NS
FITM2,0.6244,0.8905,0.277977,0.990301,NS
EIF3M,0.6778,0.8171,0.279356,0.990301,NS
LDHA,0.4712,1.1714,0.28056,0.990301,NS
MYH13,0.7323,0.7521,0.281319,0.990301,NS
CHORDC1,1.0298,0.5346,0.281496,0.990301,NS
HSPA4,-0.3879,1.4131,0.283083,0.990301,NS
NDUFB8,-0.5978,0.9066,0.287069,0.990301,NS
DNAJA3,-0.7147,0.7541,0.289105,0.990301,NS
CAMK2G,0.5317,1.0041,0.292546,0.990301,NS
LYZ,1.4434,0.3698,0.292565,0.990301,NS
BCKDK,0.8505,0.6253,0.293895,0.990301,NS
MIF,-0.6555,0.809,0.294922,0.990301,NS
LASP1,-0.5989,0.8818,0.296418,0.990301,NS
HLA-A,0.5647,0.9348,0.296596,0.990301,NS
PLGRKT,-0.5689,0.9269,0.296943,0.990301,NS
MAP3K20,-0.3635,1.4357,0.300662,0.990301,NS
FLOT2,0.5465,0.954,0.301071,0.990301,NS
ECPAS,0.3742,1.3882,0.302411,0.990301,NS
LANCL1,0.4698,1.1047,0.302654,0.990301,NS
AKR1C1,0.6359,0.8127,0.304236,0.990301,NS
USP47,-0.4409,1.1699,0.304898,0.990301,NS
EIF5B,-0.7035,0.7311,0.305949,0.990301,NS
YBX1,-0.4421,1.1605,0.306895,0.990301,NS
ANXA5,0.4254,1.1997,0.308824,0.990301,NS
MAPK9,-0.6539,0.7793,0.309328,0.990301,NS
DDX19B,0.8029,0.6347,0.309349,0.990301,NS
TXNDC12,0.5267,0.9609,0.311789,0.990301,NS
TMX4,0.4272,1.1842,0.311957,0.990301,NS
USO1,-0.3999,1.2638,0.312348,0.990301,NS
RTN2,-0.5382,0.9341,0.3142,0.990301,NS
