uniprot_id,protein,gene,description,logFC_Training_HR,P.Value_Training_HR,adj.P.Val_Training_HR,pi_score_Training_HR,sig_pi_Training_HR,logFC_Training_LR,P.Value_Training_LR,adj.P.Val_Training_LR,pi_score_Training_LR,sig_pi_Training_LR,logFC_Acute_HR,P.Value_Acute_HR,adj.P.Val_Acute_HR,pi_score_Acute_HR,sig_pi_Acute_HR,logFC_Acute_LR,P.Value_Acute_LR,adj.P.Val_Acute_LR,pi_score_Acute_LR,sig_pi_Acute_LR,logFC_Baseline_HRvLR,P.Value_Baseline_HRvLR,adj.P.Val_Baseline_HRvLR,pi_score_Baseline_HRvLR,sig_pi_Baseline_HRvLR,logFC_Trained_HRvLR,P.Value_Trained_HRvLR,adj.P.Val_Trained_HRvLR,pi_score_Trained_HRvLR,sig_pi_Trained_HRvLR,logFC_Acute_HRvLR,P.Value_Acute_HRvLR,adj.P.Val_Acute_HRvLR,pi_score_Acute_HRvLR,sig_pi_Acute_HRvLR,logFC_Training_Interaction,P.Value_Training_Interaction,adj.P.Val_Training_Interaction,pi_score_Training_Interaction,sig_pi_Training_Interaction,logFC_Acute_Interaction,P.Value_Acute_Interaction,adj.P.Val_Acute_Interaction,pi_score_Acute_Interaction,sig_pi_Acute_Interaction
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,-0.027862205090940506,0.8911622905418988,0.9927109704716178,0.9967946218929596,0,-0.3056348816853358,0.09834074614806974,0.8043685817423951,0.49220296119292695,0,0.2959826055797734,0.13025165606359787,0.8207873951098841,0.5470049305355763,0,0.24031396585417042,0.17260773597234913,0.6053733411448996,0.6556241227586109,0,0.030538374563839454,0.8913894311793392,0.9989309415778154,0.9964950414985244,0,0.30831105115823476,0.13239966285321547,0.8539577834790023,0.5361274213563286,0,0.36397969088383775,0.08411467228433814,0.7709083467252382,0.40613942959676663,0,0.2777726765943953,0.31193778188271243,0.9999952807468124,0.723545602808025,0,0.055668639725602986,0.8305792878112563,0.9864899052140624,0.9897193365307093,0
A1L0T0,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein,0.17778308804650678,0.5042530264795408,0.9669378116758717,0.8853926950300667,0,0.12814638110969767,0.5942434044256102,0.9510831423385179,0.935479666237984,0,0.03267135630177975,0.8966599556294055,0.9915824096687166,0.996442597466906,0,-0.1141036097286765,0.6214042933292885,0.8972968038773864,0.9471597975071114,0,-0.0638444237224185,0.8263992692823288,0.9989309415778154,0.9879001206052962,0,-0.014207716785609392,0.9576645327215477,0.9968672861115202,0.9993855951486514,0,0.13256724924484686,0.623380915524535,0.9552365564375793,0.9392712653800073,0,0.049636706936809105,0.8897509078908905,0.9999952807468124,0.9942185283132164,0,0.14677496603045626,0.6675058133558165,0.9864899052140624,0.94239808790061,0
A5D6W6,FITM1_HUMAN,FITM1,Fat storage-inducing transmembrane protein 1,0.2213900912133866,0.5140629437613812,0.9669378116758717,0.863022010402652,0,0.31979523445324887,0.30419468798506666,0.9173328932843738,0.6834619683909511,0,0.2419933655870743,0.45504593156969164,0.8914725735905683,0.8265167050145624,0,-0.6196749600574307,0.04048697531464015,0.3319248651322608,0.13708444702818062,0,-0.19484933639948565,0.6006392737736911,0.9989309415778154,0.9054469942925372,0,-0.2932544796393479,0.39590677204640967,0.9462930431717019,0.7620655410692572,0,0.5684138460051571,0.10416171575380716,0.781533527622883,0.2764723458017078,0,-0.09840514323986227,0.8301189698093656,0.9999952807468124,0.9818451369611705,0,0.861668325644505,0.0538949534133574,0.7457900964659504,0.08072632386120179,0
A5YM72,CRNS1_HUMAN,CARNS1,Carnosine synthase 1,0.560065154559318,0.011320612735886937,0.9203554759338012,0.08129060649837341,0,0.5107303204266813,0.012054432556296058,0.5522799611558188,0.10470887071081753,0,-0.15882344944341398,0.42101158061414,0.8777097651644572,0.8716238069615921,0,-0.23041855594500404,0.2187885660414438,0.6523810514639112,0.7045785644625456,0,0.2775548141013786,0.25205900263992814,0.9989309415778154,0.6821565571991364,0,0.32688964823401534,0.1256430552946311,0.8539577834790023,0.5075954230805074,0,0.3984847547356054,0.06923868599178512,0.7317272566730073,0.34506164061853695,0,0.04933483413263673,0.8647564538272706,0.9999952807468124,0.9928569190491702,0,0.07159510650159007,0.7913440359850584,0.9864899052140624,0.9833847185771886,0
A6NCE7,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,-0.5827189173601788,0.005853092713639534,0.829528719884197,0.050004977869724986,0,-0.22740855014063754,0.20862752409471383,0.9099333235951717,0.7001954483603374,0,0.8398840113380679,5.41337642857218e-5,0.03506063466905248,2.609805730905537e-4,1,0.044436972496278315,0.7975181052700606,0.9461270162528854,0.9899964734796212,0,-0.22522313397672633,0.3056393120286181,0.9989309415778154,0.7656974587160895,0,-0.5805335011962676,0.006247493872762982,0.5117759081072929,0.05252104916029521,0,0.214913537645522,0.2861765580920909,0.9160478622288841,0.7642286287341825,0,-0.35531036721954123,0.19298207939251527,0.9999952807468124,0.5573612562235167,0,0.7954470388417896,0.0031739242643103313,0.6242086377018433,0.010295617073217694,1
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase,0.14535240079185385,0.3833444613476361,0.9669378116758717,0.8699087304437535,0,-0.006526648904369381,0.9649043822590939,0.9984060216319856,0.9997668543728464,0,-0.14994743256706045,0.33962585128289935,0.8471175216258403,0.8505008756536696,0,0.013291264239079226,0.9256229333319742,0.9745516704969417,0.9989732678778611,0,-0.16878971390842423,0.3564693747559441,0.9989309415778154,0.8402063499004503,0,-0.016910664212201,0.9183663180625964,0.9935024897306725,0.9985609423903944,0,-0.18014936101834067,0.28573952476333303,0.9160478622288841,0.7979825609719158,0,0.15187904969622323,0.49624377039590417,0.9999952807468124,0.8990471240043101,0,-0.16323869680613967,0.44145980364884074,0.9864899052140624,0.8750492495354499,0
A6NNS2,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,-0.34294496348640635,0.1599843170051964,0.9661776354581993,0.5333869144664091,0,-0.3425770477906447,0.12083352719475941,0.8673875599004017,0.4848177226516883,0,0.10224099932309016,0.6571577305254834,0.9530138579502059,0.9579842298285336,0,-0.07215414404464582,0.734930038186254,0.9278476406452271,0.9780230593575621,0,-0.02395467077736768,0.9270121484185903,0.9989309415778154,0.9981861558440381,0,-0.02432258647312935,0.9212448469534129,0.9935024897306725,0.9980068211434341,0,0.15007255689460663,0.545205558833749,0.9552365564375793,0.9129877005474567,0,-3.6791569576166694e-4,0.9990969486910465,0.9999952807468124,0.9999996676031963,0,0.17439514336773598,0.5787231981379143,0.9864899052140624,0.9090255226593198,0
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,-0.18525393040728488,0.3886640953543925,0.9669378116758717,0.8393962963125325,0,-0.10960457648204525,0.5815469073285185,0.9482530561853172,0.9423178356665254,0,-0.3764667020019701,0.07156538175106916,0.7723907576219418,0.3705389040764636,0,0.052427364521495434,0.78376873336017,0.9411358710335718,0.987307764056981,0,0.5158600116789387,0.03397802523352787,0.9989309415778154,0.17470440383252098,0,0.44021065775369905,0.04884187433103488,0.781672626806825,0.26472344477952486,0,0.011316591230233541,0.9594332859613568,0.9914703658820319,0.9995314615099041,0,-0.07564935392523964,0.7955855262514202,0.9999952807468124,0.9828495115128962,0,-0.4288940665234655,0.13087854627117654,0.9054643486489825,0.4180518249056733,0
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,0.1600920206121792,0.5051651541761153,0.9669378116758717,0.8964417019644825,0,0.39555233305447146,0.07093317230390486,0.7643816893317498,0.3511161391664001,0,-0.46076217420965726,0.04398011883728756,0.6931173074979325,0.23706305038239403,0,-0.24829872173464373,0.23506242701787566,0.67112003985396,0.6980163513846729,0,0.22376879753553958,0.39282149435538594,0.9989309415778154,0.8113225698181565,0,-0.011691514906752687,0.9613964101559929,0.9989268582529915,0.9995398290033937,0,-0.2241549673817662,0.3494743288299933,0.9301761930365439,0.7900494350678209,0,-0.23546031244229226,0.4658720355892888,0.9999952807468124,0.8353913228113204,0,-0.21246345247501353,0.48710019862665,0.9864899052140624,0.8582825976298718,0
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.079613081848386,0.5854122837749398,0.9669378116758717,0.9582678543266422,0,0.07661108195042132,0.5595483935850034,0.9482530561853172,0.9564925017173415,0,0.12267011359778479,0.36884041691865965,0.8638088660586138,0.8848385392282975,0,-0.016801634523670117,0.8934985494590897,0.9654392746926769,0.9981097471783575,0,-0.029255672755063244,0.8552053941810285,0.9989309415778154,0.9954344684289529,0,-0.026253672857098564,0.8566459422178674,0.9935024897306725,0.9959459936792571,0,0.11321807526435634,0.4391416561042938,0.9515374698910672,0.9110377747991212,0,0.00300199989796468,0.9877770630942772,0.9999952807468124,0.9999630813322512,0,0.1394717481214549,0.4522654093628492,0.9864899052140624,0.8952351202184076,0
