pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,clean_label
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1e-10,1.8134093680653154,151,CPT1A;MFN2;VDAC2;SLC25A11;SLC25A4;UQCR10;SDHD;TIMM9;ACAA1;NDUFS4;ATP5F1E;HTRA2;ATP5MG;VDAC3;NDUFS7;VDAC1;COX5B;NDUFV2;TIMM13;GPX4;HCCS;ABCB7;NDUFS8;PDHX;DLST;NDUFB8;SLC25A12;NDUFA2;SLC25A6;HADHB;BCKDHA;FXN;ATP5F1A;NNT;NDUFS3;IDH3A;HSD17B10;ALDH6A1;PDP1;GOT2;COX5A;COX4I1;NDUFA7;UQCRC2;ATP5ME;NDUFB6;SLC25A20;NDUFA6;HSPA9;NQO2;MAOB;ACADVL;NDUFS1;COX6B1;ACADM;NDUFB4;CYB5R3;NDUFAB1;ACAA2;ATP5MF;NDUFA8,Hallmark,2.074572497813784e-5,0.3746278265067997,0.5756102610711286,Training_Interaction,1,4,30.166666666666668,17.083333333333336,0.06981317007977318,0.5265076576849561,0.29816041388236464,OXPHOS
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,2e-10,1.940237257403045,85,SLC25A4;UQCR10;MT-ND3;SLC25A13;NDUFS4;ATP5F1E;NDUFB9;ATP1A1;ATP5MG;MT-ATP6;MT-CO2;MT-ND1;NDUFS7;COX5B;NDUFV2;NDUFS8;NDUFB8;SLC25A12;NDUFA2;NDUFA12;ATP5F1A;NNT;SLC16A1;NDUFB10;NDUFS3;MT-CYB;COX5A;COX4I1;NDUFA7;ATP5ME;NDUFB6;ATP1A2;NDUFA6;NDUFS1;LETM1;COX6B1;NDUFB4;GHITM;ATP5MF;NDUFA8;MT-ATP8;NDUFB5,GO:BP,2.452658184670242e-5,0.43977111597316115,0.5756102610711286,Training_Interaction,2,33.16666666666667,59.333333333333336,46.25,0.5788675352447861,1.035562022849969,0.8072147790473774,"Proton
Transmembrane
Transport"
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,3e-10,1.8650719738663692,72,UQCR10;MT-ND3;SDHD;NDUFS4;NDUFA11;SNCA;NDUFB9;MT-CO2;MT-ND1;NDUFS7;COX5B;NDUFV2;NDUFS8;NDUFB8;NDUFA2;NDUFA12;NDUFB10;NDUFS3;MT-CYB;COX5A;COX4I1;NDUFA7;UQCRC2;NDUFB6;NDUFA6;NDUFS1;COX6B1;NDUFB4;GHITM;NDUFAB1;NDUFA8;MTCH2;NDUFB5;SDHB;MT-ND2;MT-ND4;UQCRQ,GO:BP,1.4271739930596993e-4,0.43694212936020166,0.5188480777437918,Training_Interaction,3,62.333333333333336,88.5,75.41666666666667,1.0879219004097986,1.5446163880149817,1.3162691442123902,"ATP Synthesis
Coupled Electron
Transport"
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,4e-10,1.9328719720765966,59,MT-ND3;SDHD;NDUFS4;ATP5F1E;NDUFA11;NDUFB9;ATP5MG;MT-ATP6;MT-ND1;NDUFS7;NDUFV2;NDUFS8;NDUFB8;NDUFA2;NDUFA12;ATP5F1A;NDUFB10;NDUFS3;NDUFA7;ATP5ME;NDUFB6;NDUFA6;NDUFS1;NDUFB4;NDUFAB1;ATP5MF;NDUFA8;MT-ATP8;NDUFB5;SDHB;MT-ND2;ATP5PB;MT-ND4,GO:BP,1.221652002782981e-4,0.46916718168994154,0.5188480777437918,Training_Interaction,4,91.5,117.66666666666667,104.58333333333334,1.5969762655748114,2.0536707531799943,1.8253235093774032,"Proton Motive
Force Driven ATP
Synthesis"
GOBP_CELLULAR_RESPIRATION,5e-10,1.5570775033280126,175,PDPR;MFN2;ALDOC;UQCR10;MT-ND3;LYRM7;SLC25A13;SDHD;NDUFS4;ATP5F1E;NDUFA11;SNCA;BPGM;NDUFB9;ATP5MG;MT-ATP6;MT-CO2;GAPDHS;PFKL;MT-ND1;NDUFS7;COX5B;NDUFV2;MPC2;HCCS;PFKM;NDUFS8;PDHX;DLST;ALDOA;NDUFB8;NDUFA2;NDUFA12;SHMT2;FXN;ATP5F1A;NNT;NDUFB10;CAT;NDUFS3;IDH3A;MT-CYB;PDP1;COX5A;COX4I1;NDUFA7;UQCRC2;ATP5ME;NDUFB6;SOD2;BCL2L13;NDUFA6,GO:BP,9.100961345907062e-4,0.31575652638300117,0.47727081536286214,Training_Interaction,5,120.66666666666667,146.83333333333334,133.75,2.1060306307398244,2.562725118345007,2.3343778745424157,"Cellular
Respiration"
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,6e-10,1.6033468474508445,126,PRPSAP2;PDPR;MT-ND3;SLC25A13;SDHD;NDUFS4;ADSS2;ATP5F1E;NDUFA11;SHMT1;SNCA;NDUFB9;ATP5MG;MT-ATP6;ADK;MT-ND1;NDUFS7;NDUFV2;MPC2;GCDH;NDUFS8;PDHX;DLST;ALDOA;NDUFB8;NDUFA2;CBR4;PAICS;NDUFA12;MCEE;ATP5F1A;AK2;NDUFB10;NDUFS3;PDP1;NDUFA7;ATP5ME;NDUFB6;BCL2L13;NDUFA6;NDUFS1;NDUFB4;IMPDH2;NDUFAB1;ATP5MF;NDUFA8;PNP;MT-ATP8;NDUFB5;SDHB;HPRT1;ACSS2;MT-ND2;ACACA;ATP5PB;TECR;PDHA1;MT-ND4,GO:BP,8.94462273185824e-4,0.3403442172218968,0.47727081536286214,Training_Interaction,6,149.83333333333334,176,162.91666666666669,2.6150849959048372,3.07177948351002,2.843432239707429,"Purine Containing
Compound
Biosynthesis"
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,7.000000000000001e-10,-2.22015602189714,31,GAA;MB;GNAS;DMD;TNNI1;SYNM;VPS35;MYH3;MYH8;EEF2;CA3;TTN;TNNT3;TNNC2;MYH14;TNNT1;JSRP1;TNNC1;TNNI2,GO:BP,3.4105218408017762e-6,-0.6496665769179882,0.6272567397185284,Training_Interaction,7,184,210.16666666666666,197.08333333333331,3.211405823669566,3.668100311274749,3.4397530674721573,"Multicellular
Organismal
Movement"
GOBP_NEUROMUSCULAR_PROCESS,8e-10,-1.9600725915449237,37,GAA;MB;GNAS;DMD;TNNI1;SYNM;VPS35;MYH3;MYH8;EEF2;CA3;TTN;TNNT3;TNNC2;MYH14;TNNT1;JSRP1;TNNC1;TNNI2,GO:BP,3.272560256020619e-4,-0.548859402999966,0.49849310876659025,Training_Interaction,8,213.16666666666666,239.33333333333331,226.25,3.720460188834579,4.177154676439762,3.94880743263717,"Neuromuscular
Process"
GOBP_MYOFIBRIL_ASSEMBLY,9e-10,-1.9476408908651337,41,MYH6;SYNPO2L;CFL2;MYPN;CSRP3;ACTA1;MYH3;LMOD3;MYOM3;PLEC;TTN;TNNT3;NEB;TMOD1;ACTN2;TMOD4;PRKAR1A;TNNT1;MYOZ1;OBSCN;MYBPH;TPM1,GO:BP,3.8140999225223874e-4,-0.5326814022564506,0.49849310876659025,Training_Interaction,9,242.33333333333331,268.5,255.41666666666666,4.229514553999592,4.686209041604775,4.457861797802183,Myofibril Assembly
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,1e-9,-1.9706282074595998,22,MAPRE2;LAMTOR2;SLK;RAC1;CUL5;PLEC;LAMC1;ACTN2;CFL1;TNS1;RHOA;THY1;TLN1;ARF6,GO:BP,7.12654918786803e-4,-0.6262314971408038,0.47727081536286214,Training_Interaction,10,271.5,297.6666666666667,284.58333333333337,4.738568919164605,5.195263406769788,4.9669161629671965,"Cell Substrate
Junction Org."
