pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,clean_label
HALLMARK_HEME_METABOLISM,1e-10,2.534383309105398,51,C3;SNCA;BLVRB;SPTB;HBB;ANK1;CAT;BPGM;ALAD;EPB41;SLC2A1;ADD1;MPP1;GCLC;TFRC;SELENBP1;CA2;PRDX2;GCLM;PSMD9;DCUN1D1;GYPC;PGLS;BLVRA;MYL4,Hallmark,7.400657629106112e-12,0.756063186682187,0.8753251320246591,Acute_LR,1,4,30.166666666666668,17.083333333333336,0.06981317007977318,0.5265076576849561,0.29816041388236464,Heme Metabolism
HALLMARK_COMPLEMENT,2e-10,2.234488118580244,43,S100A9;C1QC;CFH;C3;CLU;CFB;SERPING1;CP;SERPINA1;FN1;PFN1;CA2;LTF,Hallmark,1.062076245212639e-7,0.6896397409122567,0.7049757151672383,Acute_LR,2,33.16666666666667,59.333333333333336,46.25,0.5788675352447861,1.035562022849969,0.8072147790473774,Complement
GOBP_HUMORAL_IMMUNE_RESPONSE,3e-10,2.589305424727068,40,S100A9;C1QC;CFI;CFH;C3;CLU;CFB;A2M;IGHG2;IGHG1;SERPING1;TF;IGHA1;IGHM;C1QB;IGKV3-20;C8G;DEFA3;LYZ;IGHG3;PPBP;LTF;IGHA2,GO:BP,1.2279987452058786e-12,0.8091330235979229,0.9101197347744592,Acute_LR,3,62.333333333333336,88.5,75.41666666666667,1.0879219004097986,1.5446163880149817,1.3162691442123902,"Humoral Immune
Response"
GOBP_COMPLEMENT_ACTIVATION,4e-10,2.515163528736502,20,C1QC;CFI;CFH;C3;CLU;CFB;A2M;IGHG2;IGHG1;SERPING1;IGHA1;C1QB;C8G;IGHG3,GO:BP,7.768701881873047e-12,0.9085452029911638,0.8753251320246591,Acute_LR,4,91.5,117.66666666666667,104.58333333333334,1.5969762655748114,2.0536707531799943,1.8253235093774032,"Complement
Activation"
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,5e-10,2.4751930785145997,43,C1QC;CFI;IGHV3-7;C3;CLU;IGHG2;IGHG1;SERPING1;IGKC;IGLC2;IGHA1;C1QB;C8G;IGHG3;HPRT1;TFRC;HLA-B;AZGP1,GO:BP,2.619960672492493e-11,0.7639295546844137,0.8634153916066928,Acute_LR,5,120.66666666666667,146.83333333333334,133.75,2.1060306307398244,2.562725118345007,2.3343778745424157,"Lymphocyte
Mediated Immunity"
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,6e-10,2.373356174660651,33,S100A8;S100A9;IGHG2;IGHG1;TF;IGHA1;HP;IGHM;IGKV3-20;DEFA3;LYZ;IGHG3;ANXA3;AQP1;PPBP;LTF;IGHA2;HMGB2;H2BC4;RPL30,GO:BP,6.194816751282968e-9,0.7721805329845073,0.7614608014455848,Acute_LR,6,149.83333333333334,176,162.91666666666669,2.6150849959048372,3.07177948351002,2.843432239707429,"Defense Resp. to
Bacterium"
HALLMARK_OXIDATIVE_PHOSPHORYLATION,7.000000000000001e-10,-1.6455631113017597,148,NDUFA3;HADHA;MDH1;ATP5F1B;NDUFB5;OGDH;UQCRH;ACAA1;ATP5PO;ATP5PD;IDH2;SDHA;ISCU;SUCLA2;NDUFA5;ATP6V1H;PDHB;LDHA;ECHS1;ACO2;ATP5F1C;IDH3B;TIMM50;COX6C;TOMM70;GPI;CYC1;ETFDH;GLUD1;AIFM1;ACAA2;ACAT1;SUCLG1;ETFB;IDH3G;DECR1;NDUFC2;NDUFV1;DLD;ACADSB;COX5A;NDUFS8;NDUFA9;UQCRC1;COX17;NDUFB7;HSD17B10;HADHB;SLC25A20;SLC25A3;UQCR11;UQCRC2;ETFA;OPA1;COX7C;NDUFS7;MTX2;ATP6V1E1;NDUFS4;ATP1B1;ATP5F1D;NDUFB3;NDUFS6;IMMT;MRPS22,Hallmark,2.9039598855040374e-4,-0.3462170244887799,0.49849310876659025,Acute_LR,7,184,210.16666666666666,197.08333333333331,3.211405823669566,3.668100311274749,3.4397530674721573,OXPHOS
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING,8e-10,-2.095529015526406,17,UBE2D1;SESN1;PRKAA2;UBE3A;PRKACA;EPM2A;SAR1B;PRKAA1;DEPTOR;YWHAG,GO:BP,9.715120903036784e-5,-0.7085711696011598,0.5384340963099162,Acute_LR,8,213.16666666666666,239.33333333333331,226.25,3.720460188834579,4.177154676439762,3.94880743263717,"Negative Reg. of
Tor Signaling"
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,9e-10,-1.550973970768396,218,PNPT1;STOML2;THTPA;PPP1R3A;NDUFA3;PYGM;PRKAA2;MDH1;FECH;ATP5F1B;PRKACA;NDUFB5;PRKAG1;PPP1R1A;COQ9;NDUFS5;OGDH;PGAM2;UQCRH;EPM2A;ATP5PO;ATP5PD;IDH2;TPI1;CISD1;SDHA;PRKAA1;PGK1;ISCU;SUCLA2;NDUFA5;TRAP1;H6PD;GHITM;PDHB;LDHA;ACO2;ATP5F1C;SIRT3;IDH3B;NIPSNAP2;GAA;COX6C;NDUFA10;GPI;CYC1;ETFDH;STBD1;ACO1;PPP1CB;PHKB;AGL;ACAT1;SUCLG1;ETFB;HK1;IDH3G;UGP2;PHKA1;NDUFC2;GAPDH;AKT1;NDUFV1;ADSL;DLD;DHTKD1;COA6;CHCHD10;CHCHD2;MTCH2;COX5A;GPD1;NDUFS8;GBE1;NDUFA9;GYS1;PGM1;PYGL;UQCRC1;FBP1;COX17;NDUFV3;SHMT2;PKM;NDUFB7;MT-ND5;RBKS;UQCR11;UQCRC2;ETFA;COX7C;RHOA;NDUFS7,GO:BP,1.045170412990405e-4,-0.31208925447910585,0.5384340963099162,Acute_LR,9,242.33333333333331,268.5,255.41666666666666,4.229514553999592,4.686209041604775,4.457861797802183,"Generation
Of Precursor
Metabolites And
Energy"
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY,1e-9,-1.926465227643189,29,DCN;SESN1;PRKAA2;MAP2K1;IRGQ;PIP4K2B;TOM1;EPM2A;PRKAA1;DEPTOR,GO:BP,4.691601051628498e-4,-0.5621226482742039,0.49849310876659025,Acute_LR,10,271.5,297.6666666666667,284.58333333333337,4.738568919164605,5.195263406769788,4.9669161629671965,"Positive Reg. of
Autophagy"
