set,n,direction,PValue,PValue.Mixed,expected,consistent,cor_within
HR_up,20,Down,0.023980481502331945,0.4540663626386688,Up,FALSE,0.1734822745460805
HR_down,39,Up,2.0861503880132903e-4,0.0010661534265380523,Down,FALSE,0.1734822745460805
