acc	gene	sources	n_sources
Q8NDB2	BANK1	Uniprot	1
Q8NDI1	EHBP1	JPR2017	1
Q8NDV3	SMC1B	This study	1
Q8NDW8	TTC21A	This study	1
Q8NDZ4	DIPK2A	This study	1
Q8NE01	CNNM3	This study	1
Q8NE09	RGS22	This study	1
Q8NE86	MCU	This study	1
Q8NEG4	FAM83F	This study	1
Q8NEP3	DNAAF1	This study	1
Q8NET6	CHST13	This study	1
Q8NEU8	APPL2	This study	1
Q8NEV8	EXPH5	JPR2017	1
Q8NEZ2	VPS37A	This study	1
Q8NEZ3	WDR19	JPR2017	1
Q8NEZ5	FBXO22	This study	1
Q8NF50	DOCK8	This study	1
Q8NF67	ANKRD20A12P	JPR2017	1
Q8NF91	SYNE1	This study	1
Q8NFG4	FLCN	This study	1
Q8NFH3	NUP43	This study	1
Q8NFH4	NUP37	This study	1
Q8NFP9	NBEA	RESPIRE	1
Q8NFQ8	TOR1AIP2	This study	1
Q8NFV4	ABHD11	This study	1
Q8NFY9	KBTBD8	This study	1
Q8NG68	TTL	This study	1
Q8NGN6	OR10G7	This study	1
Q8NGR2	OR1L6	JPR2017	1
Q8NH50	OR8K5	JPR2017	1
Q8NHG8	ZNRF2	This study	1
Q8NHM4	PRSS3P2	This study	1
Q8NHM5	KDM2B	JPR2017	1
Q8NHP8	PLBD2	This study	1
Q8NHR7	TERB2	This study	1
Q8NHY3	GAS2L2	JPR2017	1
Q8NHZ8	CDC26	This study	1
Q8NI17	IL31RA	This study	1
Q8TAC2	JOSD2	This study	1
Q8TAD4	SLC30A5	This study	1
Q8TAG9	EXOC6	This study	1
Q8TAQ2	SMARCC2	This study	1
Q8TAX7	MUC7	JPR2017	1
Q8TB03	CXorf38	This study	1
Q8TB24	RIN3	This study	1
Q8TB52	FBXO30	This study	1
Q8TBA6	GOLGA5	This study	1
Q8TBF2	FAM213B	JPR2017	1
Q8TBM7	TMEM254	This study	1
Q8TBP6	SLC25A40	Uniprot	1
Q8TBY0	RBM46	This study	1
Q8TC07	TBC1D15	This study	1
Q8TC24	SEC61A2	This study	1
Q8TC41	RNF217	This study	1
Q8TC44	POC1B	This study	1
Q8TCA0	LRRC20	This study	1
Q8TCE6	DENND10	This study	1
Q8TCF1	ZFAND1	This study	1
Q8TCG1	CIP2A	This study	1
Q8TCG2	PI4K2B	This study	1
Q8TCJ2	STT3B	This study	1
Q8TCU6	NA	JPR2017	1
Q8TCV1	AQP1	Uniprot	1
Q8TDB6	DTX3L	This study	1
Q8TDC3	BRSK1	JPR2017	1
Q8TDN4	CABLES1	This study	1
Q8TDW7	FAT3	JPR2017	1
Q8TDY2	RB1CC1	This study	1
Q8TDY4	ASAP3	This study	1
Q8TDY8	IGDCC4	This study	1
Q8TE73	DNAH5	This study	1
Q8TE77	SSH3	This study	1
Q8TEA7	TBCK	This study	1
Q8TEB9	RHBDD1	JPR2017	1
Q8TEM1	NUP210	This study	1
Q8TEY5	CREB3L4	This study	1
Q8TF65	GIPC2	This study	1
Q8TF66	LRRC15	JPR2017	1
Q8WTQ3	GYPB	Uniprot	1
Q8WTR4	GDPD5	This study	1
Q8WTS2	GYPA	Uniprot	1
Q8WU20	FRS2	This study	1
Q8WU79	SMAP2	This study	1
Q8WU90	ZC3H15	This study	1
Q8WUA4	GTF3C2	This study	1
Q8WUD6	CHPT1	This study	1
Q8WUH2	TGFBRAP1	This study	1
Q8WUI4	HDAC7	This study	1
Q8WUK0	PTPMT1	This study	1
Q8WUU4	ZNF296	This study	1
Q8WUW1	BRK1	This study	1
Q8WVC6	DCAKD	This study	1
Q8WVE0	EEF1AKMT1	This study	1
Q8WVL7	ANKRD49	This study	1
Q8WVP7	LMBR1	This study	1
Q8WVQ1	CANT1	This study	1
Q8WVR3	TRAPPC14	This study	1
Q8WVV4	POF1B	JPR2017	1
Q8WVY7	UBLCP1	This study	1
Q8WWA0	ITLN1	This study	1
Q8WWI1	LMO7	JPR2017	1
Q8WWP0	GYPB	Uniprot	1
Q8WWP1	GYPA	Uniprot	1
Q8WWP2	GYPA	Uniprot	1
Q8WWP3	GYPA	Uniprot	1
Q8WWP4	GYPA	Uniprot	1
Q8WXB1	METTL21A	This study	1
Q8WXF7	ATL1	This study	1
Q8WXG9	GPR98	JPR2017	1
Q8WXI2	CNKSR2	This study	1
Q8WXW8	JK	Uniprot	1
Q8WYP3	RIN2	This study	1
Q8WZ19	KCTD13	This study	1
Q8WZ82	OVCA2	This study	1
Q92503	SEC14L1	This study	1
Q92504	SLC39A7	JPR2017	1
Q92506	HSD17B8	This study	1
Q92520	FAM3C	This study	1
Q92526	CCT6B	JPR2017	1
Q92535	PIGC	This study	1
Q92536	SLC7A6	This study	1
Q92537	SUSD6	This study	1
Q92544	TM9SF4	JPR2017	1
Q92551	IP6K1	This study	1
Q92558	WASF1	This study	1
Q92560	BAP1	Uniprot	1
Q92562	FIG4	JPR2017	1
Q92572	AP3S1	This study	1
Q92581	SLC9A6	JPR2017	1
Q92600	CNOT9	This study	1
Q92604	LPGAT1	This study	1
Q92613	JADE3	This study	1
Q92616	GCN1	This study	1
Q92621	NUP205	This study	1
Q92625	ANKS1A	This study	1
Q92681	RSC1A1	This study	1
Q92685	ALG3	JPR2017	1
Q92692	NECTIN2	This study	1
Q92750	TAF4B	JPR2017	1
Q92752	TNR	This study	1
Q92764	KRT35	JPR2017	1
Q92766	RREB1	This study	1
Q92769	HDAC2	This study	1
Q92796	DLG3	JPR2017	1
Q92797	SYMPK	JPR2017	1
Q92800	EZH1	JPR2017	1
Q92817	EVPL	JPR2017	1
Q92820	GGH	This study	1
Q92841	DDX17	JPR2017	1
Q92879	CELF1	This study	1
Q92888	ARHGEF1	This study	1
Q92896	GLG1	This study	1
Q92918	MAP4K1	This study	1
Q92922	SMARCC1	This study	1
Q92934	BAD	This study	1
Q92945	KHSRP	This study	1
Q92953	KCNB2	This study	1
Q92954	PRG4	This study	1
Q92956	TNFRSF14	This study	1
Q92985	IRF7	JPR2017	1
Q92995	USP13	This study	1
Q93045	STMN2	JPR2017	1
Q969E8	TSR2	This study	1
Q969G3	SMARCE1	JPR2017	1
Q969G6	RFK	This study	1
Q969J3	BORCS5	This study	1
Q969M7	UBE2F	This study	1
Q969Q4	ARL11	This study	1
Q969U7	PSMG2	JPR2017	1
Q969V4	TEKT1	JPR2017	1
Q969Z3	MAR2	JPR2017	1
Q96A57	TMEM230	This study	1
Q96AB3	ISOC2	JPR2017	1
Q96AB6	NTAN1	This study	1
Q96AD5	PNPLA2	This study	1
Q96AE4	FUBP1	This study	1
Q96AJ1	CLUAP1	JPR2017	1
Q96AQ6	PBXIP1	This study	1
Q96AX1	VPS33A	This study	1
Q96AY4	TTC28	JPR2017	1
Q96B23	ARK2N	This study	1
Q96BH1	RNF25	This study	1
Q96BS2	TESC	This study	1
Q96BT3	CENPT	JPR2017	1
Q96BV0	ZNF775	This study	1
Q96BX8	MOB3A	This study	1
Q96BY7	ATG2B	This study	1
Q96BZ8	LENG1	This study	1
Q96C19	EFHD2	This study	1
Q96C23	GALM	This study	1
Q96C24	SYTL4	This study	1
Q96C36	PYCR2	Uniprot	1
Q96C45	ULK4	This study	1
Q96C86	DCPS	This study	1
Q96CD0	FBXL8	This study	1
Q96CN4	EVI5L	This study	1
Q96CN5	LRRC45	This study	1
Q96CP7	TLCD1	JPR2017	1
Q96CW6	SLC7A6OS	This study	1
Q96CX2	KCTD12	This study	1
Q96D30	ADD1	Uniprot	1
Q96D31	ORAI1	This study	1
Q96DC7	TMCO6	This study	1
Q96DE0	NUDT16	This study	1
Q96DR5	BPIFA2	This study	1
Q96DW6	SLC25A38	Uniprot	1
Q96DZ1	ERLEC1	This study	1
Q96E09	PABIR1	This study	1
Q96E39	RBMXL1	This study	1
Q96E98	RHAG	Uniprot	1
Q96EK7	FAM120B	JPR2017	1
Q96EK9	KTI12	This study	1
Q96EM0	L3HYPDH	This study	1
Q96EP0	RNF31	This study	1
Q96ER3	SAAL1	This study	1
Q96EU7	C1GALT1C1	This study	1
Q96EV2	RBM33	This study	1
Q96EY5	MVB12A	This study	1
Q96F25	ALG14	This study	1
Q96F63	CCDC97	This study	1
Q96FQ6	S100A16	This study	1
Q96FS4	SIPA1	This study	1
Q96FV2	SCRN2	JPR2017	1
Q96FW1	OTUB1	JPR2017	1
Q96G74	OTUD5	This study	1
Q96GA7	SDSL	This study	1
Q96GS4	BORCS6	This study	1
Q96GS6	ABHD17A	This study	1
Q96GW7	BCAN	This study	1
Q96H20	SNF8	This study	1
Q96HA7	TONSL	This study	1
Q96HC4	PDLIM5	This study	1
Q96HE7	ERO1A	This study	1
Q96HL7	EPB41L3	Uniprot	1
Q96HS1	PGAM5	This study	1
Q96HV5	TMEM41A	This study	1
Q96I24	FUBP3	This study	1
Q96I25	RBM17	This study	1
Q96I34	PPP1R16A	This study	1
Q96I87	PKNOX1	Uniprot	1
Q96II8	LRCH3	This study	1
Q96IV6	FAXDC2	This study	1
Q96IX5	ATP5MK	This study	1
Q96IY4	CPB2	This study	1
Q96J65	ABCC12	This study	1
Q96J92	WNK4	JPR2017	1
Q96JB2	COG3	This study	1
Q96JB3	HIC2	This study	1
Q96JB5	CDK5RAP3	Uniprot	1
Q96JD6	AKR1E2	This study	1
Q96JF6	ZNF594	JPR2017	1
Q96JG6	VPS50	This study	1
Q96JM4	LRRIQ1	This study	1
Q96JM7	L3MBTL3	Uniprot	1
Q96JQ0	DCHS1	This study	1
Q96K31	C8orf76	JPR2017	1
Q96K37	SLC35E1	This study	1
Q96KB5	PBK	This study	1
Q96KC8	DNAJC1	This study	1
Q96KN2	CNDP1	This study	1
Q96KN7	RPGRIP1	This study	1
Q96KQ5	UT-B1	Uniprot	1
Q96KR1	ZFR	This study	1
Q96KS0	EGLN2	This study	1
Q96L46	CAPNS2	This study	1
Q96L50	LRR1	This study	1
Q96L73	NSD1	This study	1
Q96L91	EP400	This study	1
Q96L96	ALPK3	This study	1
Q96LB3	IFT74	This study	1
Q96LJ7	DHRS1	This study	1
Q96M32	AK7	This study	1
Q96M61	MAGEB18	This study	1
Q96MC5	C16orf45	JPR2017	1
Q96ME1	FBXL18	This study	1
Q96MH6	TMEM68	This study	1
Q96MN5	TCEANC2	JPR2017	1
Q96MW1	CCDC43	This study	1
Q96MW7	TIGD1	This study	1
Q96N21	ENTHD2	JPR2017	1
Q96N67	DOCK7	This study	1
Q96NB1	CEP20	This study	1
Q96NL8	CFAP418	This study	1
Q96NS1	YPEL4	Uniprot	1
Q96NT1	NAP1L5	This study	1
Q96NT3	GUCD1	JPR2017	1
Q96NT5	SLC46A1	This study	1
Q96P48	ARAP1	This study	1
Q96P50	ACAP3	This study	1
Q96PD5	PGLYRP2	This study	1
Q96PE3	INPP4A	This study	1
Q96PE6	ZIM3	This study	1
Q96PN6	ADCY10	RESPIRE	1
Q96PP9	GBP4	This study	1
Q96PV7	FAM193B	This study	1
Q96Q05	TRAPPC9	This study	1
Q96Q11	TRNT1	This study	1
Q96Q15	SMG1	This study	1
Q96Q89	KIF20B	This study	1
Q96QF0	RAB3IP	This study	1
Q96QT4	TRPM7	This study	1
Q96RG2	PASK	This study	1
Q96RK4	BBS4	Uniprot	1
Q96RL1	UIMC1	This study	1
Q96RS0	TGS1	This study	1
Q96RW7	HMCN1	This study	1
Q96S19	METTL26	This study	1
Q96S21	RAB40C	This study	1
Q96S38	RPS6KC1	This study	1
Q96S44	TP53RK	This study	1
Q96S53	TESK2	This study	1
Q96S55	WRNIP1	This study	1
Q96S59	RANBP9	This study	1
Q96S66	CLCC1	This study	1
Q96S82	UBL7	This study	1
Q96S99	PLEKHF1	JPR2017	1
Q96SE7	ZNF347	This study	1
Q96ST3	SIN3A	This study	1
Q96SU4	OSBPL9	This study	1
Q96SW2	CRBN	This study	1
Q96SZ5	ADO	This study	1
Q99066	HGpMiVI	Uniprot	1
Q99418	CYTH2	This study	1
Q99426	TBCB	This study	1
Q99447	PCYT2	This study	1
Q99470	SDF2	This study	1
Q99501	GAS2L1	This study	1
Q99543	DNAJC2	This study	1
Q99547	MPHOSPH6	JPR2017	1
Q99572	P2RX7	JPR2017	1
Q99575	POP1	JPR2017	1
Q99613	EIF3C	JPR2017	1
Q99618	CDCA3	JPR2017	1
Q99627	COPS8	JPR2017	1
Q99650	OSMR	This study	1
Q99653	CHP1	This study	1
Q99683	MAP3K5	This study	1
Q99685	MGLL	This study	1
Q99712	KCNJ15	JPR2017	1
Q99717	SMAD5	Uniprot	1
Q99729	HNRNPAB	JPR2017	1
Q99741	CDC6	JPR2017	1
Q99755	PIP5K1A	RESPIRE	1
Q99766	DMAC2L	This study	1
Q99814	EPAS1	Uniprot	1
Q99836	MYD88	This study	1
Q99880	HIST1H2BL	JPR2017	1
Q99942	RNF5	This study	1
Q99961	SH3GL1	This study	1
Q99963	NA	JPR2017	1
Q99967	CITED2	Uniprot	1
Q99973	TEP1	JPR2017	1
Q9BPX5	ARPC5L	This study	1
Q9BPX7	C7orf25	This study	1
Q9BPY8	NA	JPR2017	1
Q9BQ04	RBM4B	This study	1
Q9BQ24	ZFYVE21	This study	1
Q9BQ61	TRIR	This study	1
Q9BQ67	GRWD1	This study	1
Q9BQ69	MACROD1	This study	1
Q9BQ70	TCF25	This study	1
Q9BQA9	CYBC1	This study	1
Q9BQG2	NUDT12	This study	1
Q9BQI3	EIF2AK1	This study	1
Q9BQK8	LPIN3	This study	1
Q9BQL6	FERMT1	This study	1
Q9BQS8	FYCO1	This study	1
Q9BQT8	SLC25A21	This study	1
Q9BR61	ACBD6	This study	1
Q9BR76	CORO1B	This study	1
Q9BRB3	PIGQ	JPR2017	1
Q9BRL6	SRSF8	This study	1
Q9BRQ8	AIFM2	This study	1
Q9BRR8	GPATCH1	This study	1
Q9BRT2	UQCC2	JPR2017	1
Q9BRT3	MIEN1	This study	1
Q9BRT9	GINS4	This study	1
Q9BRX2	PELO	This study	1
Q9BRX5	GINS3	This study	1
Q9BSH5	HDHD3	This study	1
Q9BSJ5	C17orf80	JPR2017	1
Q9BSK0	MARVELD1	This study	1
Q9BSQ5	NA	JPR2017	1
Q9BSR8	YIPF4	This study	1
Q9BT25	HAUS8	This study	1
Q9BT92	TCHP	This study	1
Q9BTC0	DIDO1	This study	1
Q9BTC8	MTA3	JPR2017	1
Q9BTD8	RBM42	This study	1
Q9BTE1	DCTN5	JPR2017	1
Q9BTE3	MCMBP	This study	1
Q9BTE6	AARSD1	This study	1
Q9BTT0	ANP32E	This study	1
Q9BTV7	CABLES2	This study	1
Q9BTX1	NDC1	This study	1
Q9BTX3	TMEM208	This study	1
Q9BU02	THTPA	This study	1
Q9BU23	LMF2	This study	1
Q9BU89	DOHH	This study	1
Q9BUB5	MKNK1	This study	1
Q9BUK6	MSTO1	JPR2017	1
Q9BUV8	RAB5IF	This study	1
Q9BV10	ALG12	This study	1
Q9BV73	CEP250	JPR2017	1
Q9BV79	MECR	This study	1
Q9BV81	EMC6	JPR2017	1
Q9BV86	NTMT1	JPR2017	1
Q9BV94	EDEM2	This study	1
Q9BVG9	PTDSS2	This study	1
Q9BVJ7	DUSP23	This study	1
Q9BVK8	TMEM147	This study	1
Q9BVT8	TMUB1	This study	1
Q9BW04	SARG	This study	1
Q9BW60	ELOVL1	This study	1
Q9BW62	KATNAL1	This study	1
Q9BW66	CINP	This study	1
Q9BW71	HIRIP3	This study	1
Q9BW91	NUDT9	This study	1
Q9BWL3	C1orf43	This study	1
Q9BWQ6	YIPF2	This study	1
Q9BWT3	PAPOLG	JPR2017	1
Q9BX10	GTPBP2	This study	1
Q9BX46	RBM24	This study	1
Q9BX51	GGTLC1	This study	1
Q9BX59	TAPBPL	This study	1
Q9BX69	CARD6	This study	1
Q9BX95	SGPP1	This study	1
Q9BXB4	OSBPL11	This study	1
Q9BXB7	SPATA16	This study	1
Q9BXC1	GPR174	This study	1
Q9BXG8	SPZ1	This study	1
Q9BXI6	TBC1D10A	This study	1
Q9BXJ8	TMEM120A	This study	1
Q9BXJ9	NAA15	This study	1
Q9BXK5	BCL2L13	This study	1
Q9BXM9	FSD1L	This study	1
Q9BXP2	SLC12A9	This study	1
Q9BXP5	SRRT	This study	1
Q9BXR0	QTRT1	This study	1
Q9BXS6	NUSAP1	JPR2017	1
Q9BXS9	SLC26A6	This study	1
Q9BXT6	MOV10L1	JPR2017	1
Q9BXT8	RNF17	This study	1
Q9BXW6	OSBPL1A	This study	1
Q9BY11	PACSIN1	This study	1
Q9BY44	EIF2A	This study	1
Q9BYB4	GNB1L	This study	1
Q9BYG0	B3GNT5	This study	1
Q9BYH8	NFKBIZ	This study	1
Q9BYK8	HELZ2	This study	1
Q9BYM8	RBCK1	This study	1
Q9BYT8	NLN	This study	1
Q9BYZ2	LDHAL6B	This study	1
Q9BZ29	DOCK9	This study	1
Q9BZD2	SLC29A3	Uniprot	1
Q9BZE4	GTPBP4	This study	1
Q9BZH6	WDR11	This study	1
Q9BZL6	PRKD2	This study	1
Q9BZP3	NA	JPR2017	1
Q9BZQ8	NIBAN1	This study	1
Q9C037	TRIM4	This study	1
Q9C099	LRRCC1	This study	1
Q9C0A0	CNTNAP4	This study	1
Q9C0B0	UNK	This study	1
Q9C0B1	FTO	This study	1
Q9C0B7	TANGO6	This study	1
Q9C0C2	TNKS1BP1	This study	1
Q9C0D3	ZYG11B	This study	1
Q9C0D6	FHDC1	This study	1
Q9C0D9	SELENOI	This study	1
Q9C0J1	B3GNT4	This study	1
Q9C0J8	WDR33	This study	1
Q9GZM5	YIPF3	This study	1
Q9GZM8	NDEL1	This study	1
Q9GZU1	MCOLN1	This study	1
Q9GZU7	CTDSP1	JPR2017	1
Q9GZX9	TWSG1	This study	1
Q9H040	SPRTN	This study	1
Q9H078	CLPB	This study	1
Q9H0A8	COMMD4	This study	1
Q9H0B3	IQCN	This study	1
Q9H0C8	ILKAP	This study	1
Q9H0D2	ZNF541	JPR2017	1
Q9H0E3	SAP130	This study	1
Q9H0F6	SHARPIN	This study	1
Q9H0H0	INTS2	JPR2017	1
Q9H0H5	RACGAP1	Uniprot	1
Q9H0I2	NA	JPR2017	1
Q9H0M4	NA	JPR2017	1
Q9H0N0	RAB6C	JPR2017	1
Q9H0R8	GABARAPL1	JPR2017	1
Q9H0T7	RAB17	This study	1
Q9H0V1	TMEM168	This study	1
Q9H0W8	SMG9	This study	1
Q9H0X9	OSBPL5	This study	1
Q9H0Z9	RBM38	JPR2017	1
Q9H1A3	METTL9	This study	1
Q9H1C0	LPAR5	This study	1
Q9H1E3	NUCKS1	This study	1
Q9H1I8	ASCC2	This study	1
Q9H1K0	RBSN	This study	1
Q9H1U4	MEGF9	This study	1
Q9H1Y0	ATG5	This study	1
Q9H1Z4	WDR13	This study	1
Q9H201	EPN3	JPR2017	1
Q9H246	C1orf21	This study	1
Q9H267	VPS33B	This study	1
Q9H269	VPS16	This study	1
Q9H2A3	NEUROG2	This study	1
Q9H2C0	GAN	This study	1
Q9H2C2	ARV1	This study	1
Q9H2J4	PDCL3	This study	1
Q9H2U2	PPA2	This study	1
Q9H2X6	HIPK2	Uniprot	1
Q9H307	PNN	This study	1
Q9H329	EPB41L4B	Uniprot	1
Q9H3G5	CPVL	This study	1
Q9H3H3	C11orf68	This study	1
Q9H3H9	TCEAL2	This study	1
Q9H3K2	GHITM	This study	1
Q9H3M7	TXNIP	This study	1
Q9H3Q1	CDC42EP4	This study	1
Q9H3S5	PIGM	This study	1
Q9H3U5	MFSD1	This study	1
Q9H446	RWDD1	This study	1
Q9H489	TSPY26P	JPR2017	1
Q9H496	TOR1AIP2	This study	1
Q9H4A5	GOLPH3L	This study	1
Q9H4A9	DPEP2	This study	1
Q9H4B7	TUBB1	This study	1
Q9H4G0	EPB41L1	Uniprot	1
Q9H4L5	OSBPL3	This study	1
Q9H4Z2	ZNF335	This study	1
Q9H553	ALG2	This study	1
Q9H5L6	THAP9	This study	1
Q9H6A9	PCNXL3	JPR2017	1
Q9H6L2	TMEM231	This study	1
Q9H6Q4	CIAO3	This study	1
Q9H6S0	YTHDC2	This study	1
Q9H6U6	BCAS3	This study	1
Q9H6Y2	WDR55	This study	1
Q9H709	EPB41L4B	Uniprot	1
Q9H777	ELAC1	This study	1
Q9H7B4	SMYD3	This study	1
Q9H7D7	WDR26	JPR2017	1
Q9H7F4	TMEM185B	This study	1
Q9H7M9	VSIR	This study	1
Q9H7P6	MVB12B	This study	1
Q9H832	UBE2Z	This study	1
Q9H845	ACAD9	This study	1
Q9H867	VCPKMT	This study	1
Q9H871	RMND5A	This study	1
Q9H8H3	METTL7A	JPR2017	1
Q9H900	ZWILCH	This study	1
Q9H939	PSTPIP2	This study	1
Q9H974	QTRT2	This study	1
Q9H9A5	CNOT10	This study	1
Q9H9S4	CAB39L	This study	1
Q9H9T3	ELP3	This study	1
Q9HAK2	EBF2	This study	1
Q9HAS0	C17orf75	This study	1
Q9HAV4	XPO5	This study	1
Q9HB07	MYG1	This study	1
Q9HB71	CACYBP	This study	1
Q9HB90	RRAGC	This study	1
Q9HBH0	RHOF	This study	1
Q9HBI1	PARVB	This study	1
Q9HBM0	VEZT	This study	1
Q9HBM1	SPC25	This study	1
Q9HBR0	SLC38A10	This study	1
Q9HC07	TMEM165	JPR2017	1
Q9HCB6	SPON1	This study	1
Q9HCG7	GBA2	This study	1
Q9HCK5	AGO4	This study	1
Q9HCN3	PGAP6	This study	1
Q9HCY8	S100A14	This study	1
Q9HD15	SRA1	This study	1
Q9HD20	ATP13A1	This study	1
Q9HD47	RANGRF	This study	1
Q9NP61	ARFGAP3	This study	1
Q9NP79	VTA1	JPR2017	1
Q9NP85	NPHS2	This study	1
Q9NP98	MYOZ1	JPR2017	1
Q9NPA0	EMC7	This study	1
Q9NPA8	ENY2	This study	1
Q9NPB8	GPCPD1	This study	1
Q9NPF4	OSGEP	This study	1
Q9NPJ3	ACOT13	This study	1
Q9NPJ6	MED4	This study	1
Q9NPP4	NLRC4	JPR2017	1
Q9NPR9	GPR108	JPR2017	1
Q9NQ48	LZTFL1	This study	1
Q9NQ89	FERRY3	This study	1
Q9NQ94	A1CF	JPR2017	1
Q9NQG5	RPRD1B	This study	1
Q9NQG7	HPS4	This study	1
Q9NQI0	DDX4	This study	1
Q9NQL2	RRAGD	This study	1
Q9NQP4	PFDN4	JPR2017	1
Q9NQS3	NECTIN3	This study	1
Q9NQS7	INCENP	JPR2017	1
Q9NQT8	KIF13B	This study	1
Q9NQY0	BIN3	This study	1
Q9NR12	PDLIM7	This study	1
Q9NR19	ACSS2	This study	1
Q9NR28	DIABLO	This study	1
Q9NR31	SAR1A	This study	1
Q9NR46	SH3GLB2	JPR2017	1
Q9NR56	MBNL1	JPR2017	1
Q9NRC6	SPTBN5	This study	1
Q9NRD5	PICK1	This study	1
Q9NRF2	SH2B1	This study	1
Q9NRG7	SDR39U1	This study	1
Q9NRG9	AAAS	This study	1
Q9NRH2	SNRK	This study	1
Q9NRL3	STRN4	This study	1
Q9NRN7	AASDHPPT	This study	1
Q9NRP0	OSTC	JPR2017	1
Q9NRR5	UBQLN4	This study	1
Q9NRW7	VPS45	JPR2017	1
Q9NRY4	ARHGAP35	This study	1
Q9NS00	C1GALT1	This study	1
Q9NS69	TOMM22	This study	1
Q9NS87	KIF15	This study	1
Q9NSB4	KRT82	JPR2017	1
Q9NSV4	DIAPH3	Uniprot	1
Q9NSY0	NRBP2	This study	1
Q9NSY2	STARD5	This study	1
Q9NTJ5	SACM1L	JPR2017	1
Q9NTN3	SLC35D1	This study	1
Q9NTZ6	RBM12	This study	1
Q9NU19	TBC1D22B	This study	1
Q9NU22	MDN1	This study	1
Q9NUB1	ACSS1	This study	1
Q9NUJ1	ABHD10	This study	1
Q9NUJ3	TCP11L1	This study	1
Q9NUM3	SLC39A9	This study	1
Q9NUM4	TMEM106B	This study	1
Q9NUQ2	AGPAT5	This study	1
Q9NUQ3	TXLNG	This study	1
Q9NUQ9	FAM49B	JPR2017	1
Q9NUU7	NA	JPR2017	1
Q9NUY8	TBC1D23	This study	1
Q9NV70	EXOC1	This study	1
Q9NVA2	SEPT11	JPR2017	1
Q9NVA4	TMEM184C	This study	1
Q9NVE7	PANK4	This study	1
Q9NVG8	TBC1D13	This study	1
Q9NVH1	DNAJC11	This study	1
Q9NVI7	ATAD3A	This study	1
Q9NVJ2	ARL8B	This study	1
Q9NVK5	FGFR1OP2	This study	1
Q9NVM6	DNAJC17	This study	1
Q9NVR5	DNAAF2	JPR2017	1
Q9NVX2	NLE1	This study	1
Q9NWC5	TMEM45A	JPR2017	1
Q9NWH9	SLTM	This study	1
Q9NWS6	FAM118A	This study	1
Q9NWW5	CLN6	JPR2017	1
Q9NWW6	NMRK1	This study	1
Q9NWX5	ASB6	This study	1
Q9NX05	FAM120C	This study	1
Q9NX08	COMMD8	This study	1
Q9NX40	OCIAD1	This study	1
Q9NX47	MARCHF5	This study	1
Q9NX58	LYAR	Uniprot	1
Q9NX62	BPNT2	This study	1
Q9NX76	CMTM6	This study	1
Q9NX78	TMEM260	This study	1
Q9NX84	EPB41L4B	Uniprot	1
Q9NX94	WBP1L	This study	1
Q9NXE4	SMPD4	This study	1
Q9NXF7	DCAF16	This study	1
Q9NXG2	THUMPD1	This study	1
Q9NXG6	P4HTM	Uniprot	1
Q9NXN4	GDAP2	This study	1
Q9NXU5	ARL15	This study	1
Q9NXW2	DNAJB12	This study	1
Q9NXW9	ALKBH4	This study	1
Q9NY35	CLDND1	JPR2017	1
Q9NY97	B3GNT2	This study	1
Q9NYA1	SPHK1	This study	1
Q9NYC9	DNAH9	JPR2017	1
Q9NYG2	ZDHHC3	JPR2017	1
Q9NYK1	TLR7	Uniprot	1
Q9NYL2	MAP3K20	This study	1
Q9NYP7	ELOVL5	This study	1
Q9NYY3	PLK2	This study	1
Q9NYZ1	TVP23B	JPR2017	1
Q9NYZ3	GTSE1	This study	1
Q9NZ45	CISD1	This study	1
Q9NZ52	GGA3	This study	1
Q9NZB2	FAM120A	This study	1
Q9NZC9	SMARCAL1	JPR2017	1
Q9NZD2	GLTP	This study	1
Q9NZI7	UBP1	This study	1
Q9NZJ4	SACS	JPR2017	1
Q9NZL9	MAT2B	JPR2017	1
Q9NZM3	ITSN2	This study	1
Q9NZM4	NA	JPR2017	1
Q9NZN3	EHD3	This study	1
Q9NZP8	C1RL	This study	1
Q9NZQ3	NCKIPSD	This study	1
Q9NZQ8	TRPM5	This study	1
Q9P000	COMMD9	This study	1
Q9P003	CNIH4	This study	1
Q9P0K7	RAI14	This study	1
Q9P0L2	MARK1	This study	1
Q9P0N8	MARCHF2	This study	1
Q9P0S3	ORMDL1	This study	1
Q9P0T7	TMEM9	This study	1
Q9P0U3	SENP1	Uniprot	1
Q9P104	DOK5	This study	1
Q9P109	GCNT4	This study	1
Q9P1Q0	VPS54	JPR2017	1
Q9P1U1	ACTR3B	This study	1
Q9P1W3	TMEM63C	This study	1
Q9P241	ATP10D	JPR2017	1
Q9P253	VPS18	This study	1
Q9P255	ZNF492	JPR2017	1
Q9P258	RCC2	This study	1
Q9P287	BCCIP	This study	1
Q9P2D3	HEATR5B	This study	1
Q9P2D7	DNAH1	This study	1
Q9P2E9	RRBP1	This study	1
Q9P2J5	LARS	JPR2017	1
Q9P2J8	ZNF624	JPR2017	1
Q9P2K1	CC2D2A	JPR2017	1
Q9P2K2	TXNDC16	This study	1
Q9P2Y5	UVRAG	This study	1
Q9UBB8	RHAG	Uniprot	1
Q9UBF6	RNF7	This study	1
Q9UBH6	XPR1	This study	1
Q9UBI1	COMMD3	This study	1
Q9UBI9	HECA	This study	1
Q9UBP0	SPAST	This study	1
Q9UBQ0	VPS29	JPR2017	1
Q9UBQ5	EIF3K	This study	1
Q9UBS0	RPS6KB2	This study	1
