pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,clean_label
GOBP_AXO_DENDRITIC_TRANSPORT,1e-10,2.00218231988276,16,PURA;FLOT2;UCHL1;PAFAH1B1;DYNC1H1;RAB21;ARL8B;SOD1;HSPB1;ARL8A,GO:BP,2.995091166093854e-4,0.7050007339188296,0.49849310876659025,Baseline_HRvLR,1,-13.5,18.5,2.5,-0.23561944901923448,0.32288591161895097,0.04363323129985824,"Axo Dendritic
Transport"
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,2e-10,1.988403820069575,15,SPPL2A;CPNE1;ANXA4;MAPKAPK2;EIF5A;ACTN4;GSTP1;NOL3,GO:BP,2.9665459706608433e-4,0.7108950106300893,0.49849310876659025,Baseline_HRvLR,2,21.5,53.5,37.5,0.3752457891787808,0.9337511498169663,0.6544984694978736,"Tumor Necrosis
Factor Mediated
Signaling"
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,3e-10,1.8634451056589338,22,MAPRE2;LAMTOR2;PLEC;CFL1;THY1;S100A10;ACTN2;RHOA;CUL5;CLASP2;DUSP3;ACTN1;SLK;TLN1;LAMC1;RAC1;ACTN3;TNS1,GO:BP,0.0015928474388144757,0.6031016175939343,0.45505986738722953,Baseline_HRvLR,3,56.5,88.5,72.5,0.9861110273767961,1.5446163880149817,1.2653637076958888,"Cell Substrate
Junction Org."
GOBP_MYOFIBRIL_ASSEMBLY,4e-10,1.8175408914749813,41,SYNPO2L;MYH6;CFL2;MYOM3;CASQ1;CSRP3;TMOD1;MYH3;MYBPH;ACTA1;PLEC;OBSCN;LMOD3;NEB;TTN;ACTN2;TNNT1;PRKAR1A;TPM1;TNNT3;KLHL41;FLNC;MYOM2,GO:BP,0.001540335984787625,0.5099878766053565,0.45505986738722953,Baseline_HRvLR,4,91.5,123.5,107.5,1.5969762655748114,2.155481626212997,1.876228945893904,Myofibril Assembly
HALLMARK_OXIDATIVE_PHOSPHORYLATION,5e-10,-2.5766567492187114,151,ACAA1;CPT1A;VDAC2;VDAC3;NDUFS4;MFN2;NDUFV2;SDHD;COX6C;COX5A;ISCU;NDUFS7;ATP5F1E;NDUFA3;HADHB;FXN;ACAA2;PHB2;SLC25A11;DLST;ACADVL;SLC25A4;NDUFA2;HCCS;ACADSB;NDUFS8;NDUFS3;TIMM9;COX5B;COX6B1;NDUFA7;SDHB;UQCR10;NDUFB8;UQCRC2;VDAC1;NDUFV1;ETFB;NDUFS6;SDHA;UQCRB;NDUFS1;NDUFC2;SLC25A6;PDHX;HTRA2;NDUFB3;GPX4;ACAT1;NDUFB7;NNT;COX4I1;GOT2;SLC25A12;MAOB;BCKDHA;COX7A2;UQCRC1;NDUFA9;NDUFB5;HSPA9;MPC1;TIMM13;AIFM1;NDUFB4;ATP5MG;NDUFS2,Hallmark,1.4239178241027744e-14,-0.5379701681073559,0.9759946830643197,Baseline_HRvLR,5,126.5,158.5,142.5,2.2078415037728267,2.7663468644110125,2.48709418409192,OXPHOS
HALLMARK_FATTY_ACID_METABOLISM,6e-10,-1.82779432180516,86,ACAA1;CPT1A;IDI1;SDHD;GAPDHS;HADHB;MCEE;ACAA2;DLST;ACADVL;ALDH9A1;HMGCL;HCCS;GCDH;RDH11;ENO3;SDHA;CPT2;CRAT;GSTZ1;ALDH1A1;ALDOA,Hallmark,3.3309602168170446e-4,-0.41514118879949913,0.49849310876659025,Baseline_HRvLR,6,161.5,193.5,177.5,2.8187067419708423,3.377212102609028,3.097959422289935,"Fatty Acid
Metabolism"
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,7.000000000000001e-10,-2.8509668878388386,72,NDUFS4;NDUFV2;MTCH2;MT-ND1;NDUFB9;SDHD;COX6C;COX5A;ISCU;NDUFS7;NDUFA3;NDUFS5;NDUFA2;NDUFA12;NDUFS8;NDUFS3;COX5B;COX6B1;NDUFA7;SDHB;UQCR10;NDUFB8;NDUFA11;UQCRC2;NDUFB10;NDUFV1;NDUFS6;SDHA;UQCRB;NDUFS1;NDUFC2;MT-CO2;NDUFB3;NDUFB7;MT-ND3;COX4I1;COX7A2;UQCRC1;NDUFA10;NDUFA9;NDUFB5;NDUFB4;NDUFS2;SNCA;COX7A1;GHITM,GO:BP,6.5682964086958e-15,-0.6717892838440503,0.9969862175331805,Baseline_HRvLR,7,201.5,233.5,217.5,3.5168384427685737,4.075343803406759,3.796091123087667,"ATP Synthesis
Coupled Electron
Transport"
GOBP_CELLULAR_RESPIRATION,8e-10,-2.3057931902080977,175,NDUFS4;MFN2;STOML2;NDUFV2;MTCH2;MT-ND1;NDUFB9;SDHD;COX6C;COX5A;ISCU;NDUFS7;ATP5F1E;NDUFA3;GAPDHS;FXN;SLC25A13;PDPR;DLST;NDUFS5;NDUFA2;NDUFA12;HCCS;NDUFS8;NDUFS3;COX5B;COX6B1;NDUFA7;SDHB;UQCR10;NDUFB8;NDUFA11;UQCRC2;PFKM;NDUFB10;ENO3;NDUFV1;ETFB;NDUFS6;NDUFB11;SDHA;UQCRB;NDUFS1;NDUFC2;PDHX;MT-CO2;LYRM7;NDUFB3;ALDOA;NDUFB7;NNT;MT-ND3;COX4I1;BPGM;ENO1;COX7A2;UQCRC1;PRKAA2;NDUFA10;NDUFA9;NDUFB5;GPD1;SHMT2;NDUFB4;PRKAA1;ATP5MG;PGAM2;NDUFS2;SNCA;COX7A1;GHITM;SUCLG2,GO:BP,9.131760145937257e-12,-0.47249709417820224,0.8753251320246591,Baseline_HRvLR,8,236.5,268.5,252.5,4.127703680966589,4.686209041604775,4.4069563612856815,"Cellular
Respiration"
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,9e-10,-2.5144382550736784,85,NDUFS4;FXYD1;NDUFV2;MT-ND1;NDUFB9;SLC16A1;COX5A;NDUFS7;ATP5F1E;NDUFA3;SLC25A13;PHB2;NDUFS5;SLC25A4;NDUFA2;NDUFA12;NDUFS8;NDUFS3;COX5B;COX6B1;NDUFA7;ATP1A1;UQCR10;LETM1;NDUFB8;NDUFB10;NDUFV1;NDUFS6;NDUFS1;NDUFC2;MT-CO2;NDUFB3;NDUFB7;NNT;MT-ND3;COX4I1;SLC25A12;UQCRC1;NDUFA10;NDUFA9;NDUFB5;NDUFB4;ATP5MG;NDUFS2;COX7A1;GHITM,GO:BP,2.5458722632160584e-10,-0.5726718658463437,0.8140358378479079,Baseline_HRvLR,9,271.5,303.5,287.5,4.738568919164605,5.29707427980279,5.017821599483697,"Proton
Transmembrane
Transport"
GOBP_ATP_BIOSYNTHETIC_PROCESS,1e-9,-2.4417380216707354,70,NDUFS4;STOML2;NDUFV2;MT-ND1;NDUFB9;SDHD;NDUFS7;ATP5F1E;NDUFA3;SLC25A13;NDUFS5;NDUFA2;NDUFA12;NDUFS8;NDUFS3;NDUFA7;SDHB;NDUFB8;NDUFA11;NDUFB10;NDUFV1;NDUFS6;NDUFB11;SDHA;NDUFS1;NDUFC2;NDUFB3;ALDOA;NDUFB7;MT-ND3;ENO1;NDUFA10;NDUFA9;NDUFB5;NDUFB4;ATP5MG;NDUFS2,GO:BP,3.05123971264942e-9,-0.5774846092797463,0.7749390301364363,Baseline_HRvLR,10,306.5,338.5,322.5,5.349434157362619,5.907939518000806,5.6286868376817125,ATP Biosynthesis
