gene,logFC,neg_log10_p,pi_score,adj_pval,direction
HADHA,-0.3107,1.1484,0.439674,0.99862,NS
PFKL,0.5321,0.6702,0.439907,0.99862,NS
DNAJC19,0.5638,0.6263,0.443508,0.99862,NS
DBI,0.5692,0.6203,0.44353,0.99862,NS
SLC25A13,0.4419,0.7986,0.443736,0.99862,NS
SAMM50,0.4298,0.8188,0.444679,0.99862,NS
S100A13,-0.6843,0.512,0.446272,0.99862,NS
HSD17B4,-0.5131,0.6787,0.448525,0.99862,NS
EIF4E,-0.3776,0.9212,0.448903,0.99862,NS
EHD1,-0.3661,0.9487,0.44943,0.99862,NS
SPCS1,-0.5604,0.6195,0.449554,0.99862,NS
AQP1,0.5659,0.613,0.449898,0.99862,NS
APPL1,-0.4918,0.7023,0.451473,0.99862,NS
PSMD7,0.5048,0.6833,0.45192,0.99862,NS
DCAF6,0.4179,0.8239,0.452592,0.99862,NS
MOB4,0.5313,0.6457,0.453872,0.99862,NS
GBE1,-0.4942,0.6936,0.454161,0.99862,NS
VIM,-0.6159,0.5556,0.454792,0.99862,NS
TPP2,0.4311,0.7908,0.456114,0.99862,NS
UBL5,0.5584,0.6099,0.456484,0.99862,NS
PSMD10,-0.467,0.7269,0.457686,0.99862,NS
ATPAF1,0.4495,0.7549,0.457811,0.99862,NS
TBCB,-0.4688,0.7171,0.461139,0.99862,NS
SHMT2,0.5825,0.5731,0.463626,0.99862,NS
NDUFA5,-0.4599,0.723,0.465037,0.99862,NS
ACAD8,0.4727,0.7011,0.466268,0.99862,NS
NTMT1,-0.5683,0.5826,0.466566,0.99862,NS
APMAP,-0.5424,0.6101,0.466736,0.99862,NS
RPA2,-0.5126,0.6455,0.46679,0.99862,NS
MLEC,0.4599,0.7194,0.466837,0.99862,NS
ASPN,-0.7582,0.4359,0.467181,0.99862,NS
NUDC,-0.4296,0.769,0.467327,0.99862,NS
SEC31A,-0.4384,0.743,0.472338,0.99862,NS
GSN,-0.491,0.6617,0.47328,0.99862,NS
EZR,-0.8205,0.3947,0.474356,0.99862,NS
MYH1,0.7593,0.4259,0.47492,0.99862,NS
FKBP4,0.4394,0.7345,0.475649,0.99862,NS
GPX4,0.4044,0.7885,0.479904,0.99862,NS
HRC,-0.4164,0.763,0.481181,0.99862,NS
RAB1B,0.419,0.7487,0.485592,0.99862,NS
NDUFB10,0.4884,0.6404,0.486641,0.99862,NS
SPTBN1,0.5552,0.5604,0.488462,0.99862,NS
GABARAPL2,0.5733,0.5424,0.488711,0.99862,NS
ACO1,-0.4107,0.7554,0.489484,0.99862,NS
KRT1,0.7598,0.4082,0.489573,0.99862,NS
ANP32A,-0.4537,0.6815,0.490696,0.99862,NS
ARPC3,-0.6191,0.4988,0.491114,0.99862,NS
DMD,-0.3477,0.8863,0.491881,0.99862,NS
AP2M1,-0.4342,0.7029,0.495203,0.99862,NS
SEC23A,-0.5329,0.5699,0.496909,0.99862,NS
ADH1B,0.5638,0.5326,0.500864,0.99862,NS
SMYD1,-0.3953,0.7592,0.501041,0.99862,NS
MOGS,0.7085,0.4229,0.501618,0.99862,NS
RDH11,0.4773,0.6275,0.501806,0.99862,NS
RPS4X,0.4078,0.7308,0.503517,0.99862,NS
SYNM,-0.5767,0.5145,0.504979,0.99862,NS
MAP2K4,-0.5036,0.5883,0.505536,0.99862,NS
AIMP2,0.4271,0.6928,0.505933,0.99862,NS
DGLUCY,-0.5608,0.527,0.506403,0.99862,NS
GARNL3,0.5784,0.5092,0.507537,0.99862,NS
DPYSL2,-0.4085,0.717,0.509425,0.99862,NS
CPNE3,0.3348,0.8733,0.510089,0.99862,NS
CUL4A,-0.541,0.5384,0.511375,0.99862,NS
ME1,0.4103,0.7035,0.514482,0.99862,NS
RPL6,-0.5253,0.5462,0.516499,0.99862,NS
ARIH2,-0.5885,0.4873,0.516681,0.99862,NS
RPS5,-0.659,0.4351,0.516743,0.99862,NS
PRKCSH,-0.3658,0.7826,0.5173,0.99862,NS
PDIA3,-0.4131,0.6918,0.517921,0.99862,NS
CYC1,-0.4045,0.7028,0.519663,0.99862,NS
FAM114A2,0.4796,0.5923,0.519886,0.99862,NS
CAPZB,-0.4322,0.6569,0.520086,0.99862,NS
ANXA1,-0.6134,0.4619,0.520818,0.99862,NS
TMX1,-0.4264,0.6638,0.521084,0.99862,NS
WDR1,0.3493,0.8087,0.521805,0.99862,NS
CTSB,-0.4707,0.5972,0.523506,0.99862,NS
NDUFA6,0.5708,0.4913,0.524268,0.99862,NS
SETD7,-0.3941,0.7105,0.524804,0.99862,NS
NDUFV2,0.3811,0.733,0.525629,0.99862,NS
UFD1,0.4016,0.6939,0.526416,0.99862,NS
NIF3L1,0.4839,0.572,0.528728,0.99862,NS
HBA1,0.5882,0.4688,0.529922,0.99862,NS
HSD17B12,-0.4213,0.6523,0.531099,0.99862,NS
LDHB,-0.4358,0.6304,0.531238,0.99862,NS
THY1,-0.9982,0.2738,0.532999,0.99862,NS
NDUFA2,0.381,0.7143,0.534403,0.99862,NS
YWHAZ,-0.5548,0.4837,0.539073,0.99862,NS
DDX6,0.5048,0.5312,0.539336,0.99862,NS
EIF3G,0.4645,0.5716,0.542616,0.99862,NS
CAMK2B,0.3242,0.8164,0.543629,0.99862,NS
RBMX,-0.7599,0.3479,0.543996,0.99862,NS
HSDL1,-0.4253,0.6194,0.545199,0.99862,NS
NUTF2,-0.3364,0.7813,0.545954,0.99862,NS
PPID,-0.4412,0.5946,0.546556,0.99862,NS
CHCHD7,-0.4255,0.6159,0.546931,0.99862,NS
IGHV3-7,0.5406,0.4826,0.548383,0.99862,NS
ABCB7,0.4987,0.5231,0.548469,0.99862,NS
ADK,0.4348,0.5992,0.548884,0.99862,NS
SGCG,0.4766,0.546,0.549268,0.99862,NS
MT-ATP8,0.5145,0.5019,0.551838,0.99862,NS
VDAC3,0.3409,0.7573,0.551876,0.99862,NS
RPS20,-0.428,0.6024,0.5523,0.99862,NS
RAP1B,-0.4035,0.6384,0.552612,0.99862,NS
COL6A3,-0.5614,0.4557,0.554811,0.99862,NS
JSRP1,-0.4266,0.5995,0.554945,0.99862,NS
BZW1,0.5603,0.4557,0.555466,0.99862,NS
ANXA7,-0.2713,0.9407,0.555633,0.99862,NS
PFDN2,0.3962,0.6439,0.555716,0.99862,NS
EPHX1,0.4217,0.6024,0.55717,0.99862,NS
TIMM8A,-0.4535,0.5524,0.561704,0.99862,NS
NUDT16,0.395,0.6312,0.563249,0.99862,NS
EPRS1,-0.2838,0.8738,0.564903,0.99862,NS
DES,-0.6273,0.3946,0.565599,0.99862,NS
COQ5,0.4067,0.6075,0.566168,0.99862,NS
VPS35,-0.3171,0.7789,0.566274,0.99862,NS
MYLK,0.606,0.4074,0.566347,0.99862,NS
RPL30,0.4865,0.5034,0.56899,0.99862,NS
TNPO3,-0.5624,0.4352,0.569198,0.99862,NS
AKR1B1,-0.4238,0.575,0.570602,0.99862,NS
RPL4,0.5359,0.4538,0.57118,0.99862,NS
RPL23,0.4503,0.5394,0.571646,0.99862,NS
YBX3,-0.3382,0.7156,0.572745,0.99862,NS
VPS13C,-0.4149,0.5827,0.573109,0.99862,NS
DNAJB4,-0.4935,0.4883,0.574163,0.99862,NS
REEP5,-0.4128,0.5833,0.574446,0.99862,NS
PPP2CA,-0.2913,0.8258,0.574754,0.99862,NS
ATP2A1,0.3176,0.7546,0.575883,0.99862,NS
TKT,0.6602,0.3619,0.576867,0.99862,NS
FUBP1,-0.4995,0.4777,0.577255,0.99862,NS
ANXA5,-0.3561,0.6695,0.577561,0.99862,NS
CACNA2D1,-0.3107,0.7612,0.580126,0.99862,NS
FTL,-0.6506,0.3611,0.582227,0.99862,NS
RPS9,0.5045,0.4608,0.585448,0.99862,NS
RRAD,-0.6487,0.3583,0.585609,0.99862,NS
LRG1,0.7092,0.327,0.586278,0.99862,NS
PDLIM3,-0.3652,0.6327,0.587416,0.99862,NS
RPL17,0.5351,0.4314,0.587718,0.99862,NS
DCTN3,-0.4944,0.4616,0.591263,0.99862,NS
VPS26A,0.369,0.6185,0.591279,0.99862,NS
SPTAN1,0.4584,0.4978,0.591305,0.99862,NS
EPS15L1,-0.5015,0.4545,0.591627,0.99862,NS
CAVIN1,-0.3582,0.6355,0.592043,0.99862,NS
GARS1,-0.4116,0.5528,0.592173,0.99862,NS
CACNA1S,0.3346,0.6795,0.592417,0.99862,NS
COL15A1,-0.5353,0.4247,0.592465,0.99862,NS
VARS1,-0.4021,0.5643,0.59302,0.99862,NS
FYCO1,-0.4067,0.5557,0.594331,0.99862,NS
HPCAL1,-0.4024,0.5572,0.596734,0.99862,NS
RAB2B,-0.4872,0.459,0.597535,0.99862,NS
VKORC1L1,0.4571,0.4873,0.598764,0.99862,NS
