pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,clean_label
HALLMARK_MYC_TARGETS_V1,1e-10,1.970382013333627,120,SYNCRIP;HNRNPR;HNRNPD;RPL6;NPM1;PA2G4;SRSF2;CANX;HNRNPA3;RPL18;HNRNPA2B1;APEX1;PPIA;ETF1;SRSF3;HSP90AB1;ABCE1;RPL14;RPLP0;KPNB1;HPRT1;RPS3;SET;RPL22;EIF4A1;SSB;EEF1B2;PSMC6;EIF3B;HNRNPC;SRM;RAN;UBE2L3;HNRNPA1;SERBP1;RPS5;EIF3D;EIF1AX;PABPC1;LSM2;YWHAE;PSMD8;HDGF;RUVBL2;PSMD14;ILF2;EIF4H;RAD23B;PSMC4;TOMM70;MRPL9;RACK1;YWHAQ;CCT7;NAP1L1;IMPDH2;HNRNPU;CCT4;CCT2,Hallmark,3.7748740688648486e-6,0.41713353769798034,0.6272567397185284,Acute_HR,1,4,30.166666666666668,17.083333333333336,0.06981317007977318,0.5265076576849561,0.29816041388236464,MYC Targets V1
HALLMARK_G2M_CHECKPOINT,2e-10,2.1491567675395196,23,ILF3;SYNCRIP;NCL;HNRNPD;SRSF2;RPA2;SFPQ;KPNB1;PURA;HSPA8;DMD;KIF5B,Hallmark,7.248436863611114e-5,0.6495334984932901,0.5384340963099162,Acute_HR,2,33.16666666666667,59.333333333333336,46.25,0.5788675352447861,1.035562022849969,0.8072147790473774,G2m Checkpoint
GOBP_CYTOPLASMIC_TRANSLATION,3e-10,2.508723349623984,98,SYNCRIP;RPL15;RPL7;RPLP2;HNRNPD;RPS20;RPL7A;RPL6;RPL12;CSDE1;RPLP1;RPL10A;RPL18;RPL11;EIF3E;RPL18A;EIF3M;RPL30;ETF1;RPL27;RPL14;RPLP0;RPL13A;RPS3;EEF2;RPL22;RPS25;EIF4A1;RWDD1;EIF2S3;RPL4;EIF3B;RPS3A;RPL9;RPS5;RPL17;EIF3D;EIF3A;PABPC1;RPS16;RPS7;RPS19;MCTS1;PAIP1;RPL13;EIF4A2;EIF3F,GO:BP,8.246712740317758e-11,0.5502927347188057,0.8390889356212738,Acute_HR,3,62.333333333333336,88.5,75.41666666666667,1.0879219004097986,1.5446163880149817,1.3162691442123902,"Cytoplasmic
Translation"
GOBP_RNA_SPLICING,4e-10,2.427619861227039,57,ILF3;SYNCRIP;HNRNPUL2;NCL;HNRNPR;FUS;HNRNPK;NPM1;SRSF2;HNRNPA3;LGALS3;HNRNPA2B1;HNRNPH1;SFPQ;SRSF3;HNRNPL;SNRPB;RTCB;RBMX;DDX39B;DDX17;AHNAK;HSPA8;DDX1;HNRNPUL1;HNRNPC;HNRNPA1;PRDX6;PABPC1;QKI;LSM2;CIRBP;MBNL1;HNRNPH3,GO:BP,8.658335394301781e-9,0.5908937638264636,0.7477396631498854,Acute_HR,4,91.5,117.66666666666667,104.58333333333334,1.5969762655748114,2.0536707531799943,1.8253235093774032,RNA Splicing
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,5e-10,2.4639526381578647,44,MAPRE1;FSCN1;VCP;TPPP3;LGALS3;ARPC2;MAPT;HSP90AA1;PPP2CA;LCP1;MSN;RPS3;RAP1B;STUB1;WARS1;DDX3X;PSMC6;SH3GLB1;TPPP;BIN1;CLU;CLIP1;PFN2;RAC1,GO:BP,3.6767223328104766e-8,0.6335030484717628,0.7195128263389107,Acute_HR,5,120.66666666666667,146.83333333333334,133.75,2.1060306307398244,2.562725118345007,2.3343778745424157,"Positive Reg. of
Protein Containing
Complex Assembly"
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,6e-10,2.4913453099149807,33,S100A8;S100A9;NAGK;LYZ;LTF;HMGB2;IGHG1;RPL30;TF;H2BC4;IGHM;IGHA1;ANXA3;HLA-A;IGHG2,GO:BP,5.4819638733235316e-8,0.6868436071738199,0.7195128263389107,Acute_HR,6,149.83333333333334,176,162.91666666666669,2.6150849959048372,3.07177948351002,2.843432239707429,"Defense Resp. to
Bacterium"
HALLMARK_OXIDATIVE_PHOSPHORYLATION,7.000000000000001e-10,-2.8447440265354595,148,SUCLG1;SUCLA2;GOT2;ETFDH;SLC25A6;ATP5PO;IDH3G;AIFM1;MDH2;DLAT;IDH3A;IDH1;PDHA1;IDH3B;ATP5ME;ACADM;NDUFS4;OGDH;TIMM13;AFG3L2;TIMM50;IDH2;PDHX;CS;PDHB;ATP5F1E;DLST;HCCS;COX6B1;TIMM10;SDHA;ATP5F1A;CPT1A;ACAT1;ATP5MG;ECI1;ATP5PF;IMMT;DECR1;NDUFC2;DLD;NNT;PMPCA;COX17;NDUFB4;SLC25A12;LDHA;NDUFS8;ACADSB;ATP5PB;MFN2;HSD17B10;COX5B;FH;NDUFA6;NQO2;MAOB;NDUFAB1;SDHB;NDUFA8;SLC25A11;NDUFV1;UQCRQ;NDUFA7;MRPS22;HTRA2;NDUFS6;UQCRH;NDUFB6;SLC25A4;GLUD1;FXN;NDUFB7;ATP5F1D;NDUFS7;MDH1;ETFA;ACAA2;HADHB;NDUFS1;VDAC1;SURF1;ATP5PD;UQCRC1;ETFB;NDUFB3;NDUFB8;UQCRFS1;UQCRC2;NDUFB1;COX5A;ATP1B1;VDAC2;ACADVL;GPX4;NDUFB5;NDUFV2;TIMM9;GPI;UQCRB;ECHS1;ATP6V1G1;PRDX3;SDHD;NDUFS3,Hallmark,2.3061173557765156e-20,-0.5913725844565448,1.1690699667610949,Acute_HR,7,184,210.16666666666666,197.08333333333331,3.211405823669566,3.668100311274749,3.4397530674721573,OXPHOS
HALLMARK_FATTY_ACID_METABOLISM,8e-10,-2.4170361467198944,87,HSDL2;HMGCL;SUCLG1;SUCLA2;ECI2;GCDH;ETFDH;IDH3G;SUCLG2;MDH2;IDH1;PDHA1;ME1;IDH3B;AUH;IDI1;ACADM;ALDOA;PDHB;GAPDHS;PCBD1;DLST;ACSL1;HCCS;BLVRA;SDHA;ENO2;CRAT;CPT1A;HSD17B4;MGLL;ECI1;MAOA;CPT2;DECR1;DLD;LDHA;ENO3;ACADS;ACOT2;HSD17B10;FH,Hallmark,1.6256447909547755e-9,-0.5483557019264854,0.7881868108002371,Acute_HR,8,213.16666666666666,239.33333333333331,226.25,3.720460188834579,4.177154676439762,3.94880743263717,"Fatty Acid
Metabolism"
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,9e-10,-2.71256435276934,217,PPP1R3A;PHKG1;PHKB;PHKA1;EPM2A;ALDH1L1;HMGCL;PGAM2;SUCLG1;SUCLA2;COA6;PNPT1;AGL;ETFDH;SHMT2;PFKFB1;ATP5PO;IDH3G;SUCLG2;PYGM;MDH2;PPP1R1A;CHCHD10;PHKA2;DLAT;IDH3A;PKM;IDH1;PDHA1;IDH3B;ATP5ME;PPIF;ALDOC;ACADM;H6PD;NDUFS4;OGDH;IDH2;CS;ALDOA;PDHB;GAPDHS;ATP5F1E;DLST;HCCS;NDUFB9;COX6B1;TPI1;NDUFA11;SDHA;ENO2;ATP5F1A;ACAT1;PFKM;ATP5MG;ATP5PF;MT-ND3;PFKL;TRAP1;NDUFC2;DLD;NNT;NDUFB10;MT-ATP8;COX17;NDUFB4;LDHA;NDUFS8;ATP5PB;MFN2;ENO3;COX5B;NDUFA12;PGM1;FH;PGAM1;NDUFA6;NDUFS5;NDUFAB1;ADIPOQ;SDHB;NDUFA8;MT-ND5;NDUFV1;PRKAA2;PYGB;GYG1;GAPDH;UQCRQ;NDUFA7;COQ9;GPD1;GNPDA1;IDE;NDUFS6;ADHFE1;MT-ND1;UQCRH;NDUFB6;SLC25A4;FXN;COX7A1;NDUFB7;MT-ATP6;ATP5F1D;NDUFS7;MDH1;ETFA;PGK1;SLC25A13;SIRT3;COQ10B;NDUFS1;GYS1;SURF1;ACO1;PPP1R2;ATP5PD;UQCRC1;ETFB;NDUFB3;NDUFB8,GO:BP,2.8198659926967975e-20,-0.5344869079122454,1.1601795718302144,Acute_HR,9,242.33333333333331,268.5,255.41666666666666,4.229514553999592,4.686209041604775,4.457861797802183,"Generation
Of Precursor
Metabolites And
Energy"
GOBP_CELLULAR_RESPIRATION,1e-9,-2.6471508652602656,139,SUCLG1;SUCLA2;COA6;PNPT1;ETFDH;SHMT2;ATP5PO;IDH3G;SUCLG2;MDH2;CHCHD10;DLAT;IDH3A;IDH1;PDHA1;IDH3B;ATP5ME;PPIF;NDUFS4;OGDH;IDH2;CS;PDHB;ATP5F1E;DLST;HCCS;NDUFB9;COX6B1;NDUFA11;SDHA;ATP5F1A;ATP5MG;ATP5PF;MT-ND3;TRAP1;NDUFC2;DLD;NNT;NDUFB10;MT-ATP8;NDUFB4;NDUFS8;ATP5PB;MFN2;COX5B;NDUFA12;FH;NDUFA6;NDUFS5;NDUFAB1;SDHB;NDUFA8;MT-ND5;NDUFV1;UQCRQ;NDUFA7;COQ9;IDE;NDUFS6;MT-ND1;UQCRH;NDUFB6;FXN;COX7A1;NDUFB7;MT-ATP6;ATP5F1D;NDUFS7;MDH1;ETFA;SLC25A13;SIRT3;COQ10B;NDUFS1;SURF1;ACO1;ATP5PD;UQCRC1;ETFB;NDUFB3;NDUFB8;UQCRFS1;UQCRC2;ACTN3;NDUFB1;COQ10A;COX5A;MT-CO2;NDUFB5;NDUFV2;ADSL;UQCRB;SDHD;NDUFS3;NIPSNAP2,GO:BP,1.789533117238988e-15,-0.5554119527401514,1.0073179568744748,Acute_HR,10,271.5,297.6666666666667,284.58333333333337,4.738568919164605,5.195263406769788,4.9669161629671965,"Cellular
Respiration"
