group_id,sample_id,ME
black,S03_T1,-0.20266559042787857
blue,S03_T1,-0.23141500307638524
brown,S03_T1,0.048211764756776666
green,S03_T1,-0.13272544507458447
greenyellow,S03_T1,0.006421785189102137
magenta,S03_T1,0.3250532602976902
pink,S03_T1,-0.23285713520697376
purple,S03_T1,-0.09870313475647459
red,S03_T1,-0.4147764365296931
tan,S03_T1,0.2810018942435437
turquoise,S03_T1,0.3228673625569024
yellow,S03_T1,0.0597194856261154
black,S10_T1,0.11093959274941123
blue,S10_T1,0.03660055056238398
brown,S10_T1,-0.03956812087236927
green,S10_T1,-0.012425175501338148
greenyellow,S10_T1,0.14185988403511932
magenta,S10_T1,0.22435964146914122
pink,S10_T1,-0.003232121702030688
purple,S10_T1,-0.1295288460388131
red,S10_T1,-0.05506375108401995
tan,S10_T1,0.10780728554594887
turquoise,S10_T1,-0.06829709917340188
yellow,S10_T1,-0.09060299538976402
black,S16_T1,0.034089175319188175
blue,S16_T1,-0.006224709925469196
brown,S16_T1,-0.026455385698321954
green,S16_T1,-0.0034355490301585245
greenyellow,S16_T1,-0.050022336388258815
magenta,S16_T1,-0.07770023379482344
pink,S16_T1,0.00871532140948661
purple,S16_T1,0.2808372021749468
red,S16_T1,0.04223309529526714
tan,S16_T1,-0.09308133439605258
turquoise,S16_T1,-0.012779747192271873
yellow,S16_T1,-0.0844691532695695
black,S22_T1,-0.3864302050816656
blue,S22_T1,-0.4090600337726412
brown,S22_T1,0.015992405596511744
green,S22_T1,-0.05050736584915023
greenyellow,S22_T1,-0.016685903908775
magenta,S22_T1,-0.1114427964895637
pink,S22_T1,0.11975078640608489
purple,S22_T1,-0.10459594703144375
red,S22_T1,-0.35751469867927776
tan,S22_T1,-0.21315637724542086
turquoise,S22_T1,0.3599284920755854
yellow,S22_T1,0.3353595461616948
black,S24_T1,0.09560991616363267
blue,S24_T1,0.06801556512996307
brown,S24_T1,-0.01912336965643896
green,S24_T1,-0.05083435247384513
greenyellow,S24_T1,-0.15766915230657247
magenta,S24_T1,-0.15929874810779932
pink,S24_T1,0.06983354265418099
purple,S24_T1,-0.004089770527637359
red,S24_T1,0.157774125203608
tan,S24_T1,-0.2522062582392944
turquoise,S24_T1,-0.04502087293464243
yellow,S24_T1,0.0067808413093804944
black,S27_T1,-0.23391624061509117
blue,S27_T1,-0.07323911415473015
brown,S27_T1,0.16318463790273338
green,S27_T1,-0.03526295080263453
greenyellow,S27_T1,-0.25248950712681606
magenta,S27_T1,-0.17941005857359674
pink,S27_T1,0.015721359847311992
purple,S27_T1,-0.06733699184285961
red,S27_T1,0.1786978673002611
tan,S27_T1,-0.2489716742808934
turquoise,S27_T1,-0.008287052867815243
yellow,S27_T1,0.3103702602826031
black,S28_T1,0.059586972220006716
blue,S28_T1,0.04317736774275344
brown,S28_T1,-0.00908220012179941
green,S28_T1,0.02401157523567822
greenyellow,S28_T1,0.13923470770288607
magenta,S28_T1,0.35405358212216914
pink,S28_T1,0.12477841384945833
purple,S28_T1,-0.06537765797496964
red,S28_T1,0.04167866493192793
tan,S28_T1,0.027189681512648608
turquoise,S28_T1,-0.1262309123954213
yellow,S28_T1,-0.02207978370597886
black,S04_T1,0.11771376856246894
blue,S04_T1,-1.87080421362259e-5
brown,S04_T1,-0.12247897347024807
green,S04_T1,0.007532772381425759
greenyellow,S04_T1,0.12592884038617247
magenta,S04_T1,0.02626047616306378
pink,S04_T1,0.18129305264394177
purple,S04_T1,-0.02863035716976938
red,S04_T1,0.027202432734104182
tan,S04_T1,0.03243273413353
turquoise,S04_T1,-0.0762636331295081
yellow,S04_T1,-0.054005582153516585
black,S05_T1,0.038860605906883
blue,S05_T1,0.07046168486338528
brown,S05_T1,0.04391764772359136
green,S05_T1,-0.11418902625291141
greenyellow,S05_T1,0.05463489232046949
magenta,S05_T1,0.10674369862788582
pink,S05_T1,-0.0575255296300533
