set,n,direction,PValue,PValue.Mixed,expected,consistent,cor_within
thr_up,20,Up,0.4314516582306649,0.9170984912900633,Up,TRUE,0.17348227454608064
thr_down,39,Down,0.2303248222659704,0.8091302072477772,Down,TRUE,0.17348227454608064
