"uniprot_id","gene","protein","description","S03_T1","S10_T1","S16_T1","S22_T1","S24_T1","S27_T1","S28_T1","S04_T1","S05_T1","S06_T1","S12_T1","S14_T1","S17_T1","S21_T1","S30_T1","S03_T2","S10_T2","S16_T2","S22_T2","S24_T2","S27_T2","S29_T2","S04_T2","S05_T2","S06_T2","S12_T2","S14_T2","S17_T2","S21_T2","S30_T2","S03_T3","S10_T3","S16_T3","S22_T3","S24_T3","S27_T3","S29_T3","S04_T3","S05_T3","S06_T3","S12_T3","S14_T3","S17_T3","S21_T3","S30_T3","logFC","P.Value","adj.P.Val","sig.PVal","sig.FDR"
"A8MXV4","NUDT19","NUD19_HUMAN","Nucleoside diphosphate-linked moiety X motif 19",NA,NA,NA,NA,16.4590022642789,NA,NA,NA,NA,NA,NA,15.2960701692913,NA,NA,15.5256994062518,NA,NA,16.4045818061359,15.4799432359532,NA,NA,16.1561927975957,NA,14.825367586128,16.1791402071009,15.5120564341336,NA,15.2744569836605,NA,16.5818043106249,NA,NA,15.0722244204784,NA,NA,NA,NA,NA,NA,15.5045830905594,NA,14.9861740020254,16.2958839275245,NA,NA,0.360844010343627,0.403108035991407,0.998149657161283,0,0
"E9PAV3","NACA","NACAM_HUMAN","Nascent polypeptide-associated complex subunit alpha, muscle-specific form",21.4028950532785,22.0138054196262,21.7755891021403,21.6770830827988,21.4652316825402,21.5376207793211,21.7093747858164,21.8263740387594,21.7245961105139,21.9692988021537,21.750099694414,21.4183079572189,21.4897221901359,21.3748746151549,21.4867176118396,21.5876871207225,22.6776280042547,22.0761720027265,21.8102709471647,21.8402064044605,21.1217863459229,21.6241513632156,22.1188498799959,21.8372309193873,21.6032572139121,21.7135927323489,21.7363025490754,21.9953739890368,21.8048092214165,21.729242941932,21.8064040250358,22.5312872275514,21.8851694841122,21.7586587200407,21.3842081375952,21.6105615844812,22.1606418333916,21.5798825303701,21.8039941253017,21.782837574679,21.841444113243,22.0320629582326,22.0961697656071,21.8692801160365,20.8886029291406,0.00378978434476807,0.98206750378294,0.998149657161283,0,0
"L0R6Q1","SLC35A4","S35U4_HUMAN","SLC35A4 upstream open reading frame protein",NA,NA,16.4231325816677,NA,NA,NA,16.1104205772557,16.3207452469448,16.4395485873888,NA,16.6017119356832,15.4641339075979,15.4399260350623,NA,15.9575844014575,17.6141248532441,NA,16.3124534892677,15.500358567652,16.0114041986632,16.8729494444943,16.4029998922806,16.122026316739,15.9536333099397,16.1671100072454,16.9428247069523,16.1114114281099,NA,16.583978786581,17.2042160376242,16.7818529289486,NA,16.098843634798,NA,NA,16.9549170440102,NA,15.7554851330511,17.1142526132807,16.8153023536788,17.1190064977372,15.2826077008091,16.6260924586636,NA,16.7578876656239,0.0159915365935248,0.959417281098442,0.998149657161283,0,0
"O00151","PDLIM1","PDLI1_HUMAN","PDZ and LIM domain protein 1",23.5504396493446,21.564283150351,21.7834089890323,21.5329801957037,22.8334573273453,23.2055921935339,22.7200821125225,22.8071433601205,22.8001688336883,22.0397693337706,22.0551946649512,22.3908148577355,23.2978738430285,23.0038764454493,22.175646487408,22.964166954874,21.51416023614,21.2270069352513,21.9040920406914,22.5213814508999,22.6691488641193,23.1212527899157,23.2896907757086,22.2036814258518,21.7412252879287,22.5032335162416,22.9150482261337,23.296244580326,22.958382288149,22.2982301382575,23.391702719672,23.3541044091663,21.5806104101384,22.1107077953422,24.5688254661078,23.6399546893208,21.8003540596121,21.9542912154427,22.0977931437682,21.5299272131668,22.757497102199,22.8851394275761,23.0602076336454,23.1035067571141,21.9317612266018,-0.368981890439336,0.292695498647065,0.998149657161283,0,0
"O00159","MYO1C","MYO1C_HUMAN","Unconventional myosin-Ic",20.9864842604817,20.3407958777334,19.7590502031342,20.7142937558309,20.28071562124,19.9971340112764,20.8471414270967,20.541298176272,19.8099989671023,19.6075174719094,19.6349360101215,19.4567957898524,19.466118761419,20.2671529027579,20.4509010211599,20.2186808197911,NA,19.7307578207922,19.7904358450999,20.5066672279361,20.8646961769945,20.7583426468381,20.1564390517951,19.9314969567561,20.5877320904174,20.1753822978035,21.0638963191464,20.5870989096315,20.0607704842887,20.1963444176015,20.3192212286828,20.33420558764,19.6440976506468,19.3050982588203,21.0159653636713,19.5714396147547,19.4337315910446,20.2563214612943,19.5579262614373,20.3848743866965,19.738654841074,19.8108320707883,19.466338102465,19.5305441382339,20.6413917900952,-0.0118229049778193,0.963716009623314,0.998149657161283,0,0
"O00168","FXYD1","PLM_HUMAN","Phospholemman",NA,NA,NA,15.1576787940469,NA,NA,16.2944306996027,15.9248524448606,16.7216192182727,16.6058753681234,NA,NA,18.0687842391881,NA,17.1526045341759,NA,NA,15.6623060173567,15.5707330057753,NA,NA,NA,18.0057137639143,17.6131342634194,16.531823822542,NA,16.8841342364094,17.0246437458796,NA,16.4609908839196,16.5327088046364,NA,16.5399798205865,NA,16.2236726331892,NA,18.0527172551591,16.2929595034061,NA,16.7385178466672,NA,NA,NA,NA,NA,-1.38872997471619,0.0194224795741534,0.998149657161283,-1,0
"O00186","STXBP3","STXB3_HUMAN","Syntaxin-binding protein 3",NA,19.4881572210638,19.2582135068048,18.7789402141532,19.2456279883326,18.9496126332029,18.7164049355054,18.9086611859422,19.2133195131369,19.355749254615,18.9398370880216,19.1552546187682,17.6732111369475,18.6503193191228,17.8831876988856,18.7434571803803,NA,19.4420251667599,19.3662209486544,18.8056110500138,18.801915186977,19.0408486683165,18.7459669829429,19.0299847249053,18.9571172037622,19.0432520130719,18.7886873214073,18.9804321206345,18.9088024395996,19.0470082360916,19.4455423735316,18.6405342638204,18.8445496683693,19.2706126833042,17.8847969165088,18.6435969729832,18.682762486329,18.997243606114,19.5628181816659,19.3426930450357,19.0811731280888,18.8850240246147,19.2911080239629,18.7166930541762,18.195628026701,0.0917365023835224,0.693190144434402,0.998149657161283,0,0
"O00217","NDUFS8","NDUS8_HUMAN","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",22.6275264565532,22.5191471571,22.0746540542913,21.622138763061,21.5939205442309,21.6763953085282,22.2382489583963,22.4530283867747,22.2906900756595,22.754239339958,22.7155060497612,21.9253137045357,22.5047811684455,21.9267686673975,22.5428700965372,22.7699434861091,22.7481741019187,22.0900893341057,21.9605929301657,22.4776187318313,22.471260091221,22.3566335363203,22.7420303167782,22.6283299240088,22.4665029322062,23.0325528882457,21.175053191347,22.4678947875153,22.3827379773036,22.5275205095035,22.4068280399156,21.4139593749325,22.4114254686428,22.196154841341,21.113971359146,22.8864671237459,22.2620508830972,22.75807500399,22.2746941815049,22.2855627817808,22.8958740341718,21.8884746984198,22.0858651682668,22.1005263512802,22.0535828055605,-0.0122225036100119,0.956827789828759,0.998149657161283,0,0
"O00231","PSMD11","PSD11_HUMAN","26S proteasome non-ATPase regulatory subunit 11",20.2770251078314,20.5091047013522,20.8112403174531,20.4952430025668,20.0809274589462,20.4737922479669,20.3923848671568,20.3409068803158,20.5711937325141,20.5457015397896,20.6905445487191,20.5368374160528,19.9631432308184,20.631361049993,20.0732612054438,20.5312691406778,20.076414168632,20.6691460395812,20.6641959520347,20.6472611715613,20.2850916587093,20.1806385782503,20.3048313869492,20.2701457995089,20.5447304774392,20.3189772234615,20.6706147430066,20.3898649331078,20.3021662460259,20.2128293400086,20.4158608340048,20.4296304568262,20.7130286053076,20.6435967807966,20.403966271266,19.8645609278288,20.1077589667029,20.5457539566117,20.3209322691689,20.6654062228815,20.2630524333396,20.4426802457029,20.3691517518028,20.178046884619,20.2133911471074,0.0587061019310937,0.659081288481881,0.998149657161283,0,0
"O00232","PSMD12","PSD12_HUMAN","26S proteasome non-ATPase regulatory subunit 12",20.8361715052308,20.4956903637106,19.9807284286502,20.4647607173415,20.062392274931,19.9864908383608,20.0725058689833,20.0264677000576,20.2542347321878,20.0658621310948,20.3894170417669,20.4921301761227,19.9928645286691,19.9896562242006,20.033071181683,20.0176400334407,20.059950039578,20.2894152046083,20.1233382176406,20.2759270642278,20.1352701499308,19.7353208320937,19.8008070568535,19.9399309891232,20.1172595616161,19.8154236035372,19.6498001849028,20.1022423695711,20.1599723531365,20.0434928320929,20.052448524028,20.1966820524676,20.4255359737127,20.2541738732902,20.4681728298414,19.5709075320159,20.0215917541884,19.8729150843636,19.8816854748681,20.5112464320272,19.9033196966835,20.3555451902964,19.8022189047679,19.6007871287505,20.0611237180764,0.132307403002198,0.378226028620898,0.998149657161283,0,0
"O00233","PSMD9","PSMD9_HUMAN","26S proteasome non-ATPase regulatory subunit 9",17.7733669743314,17.9958490382785,18.97185877848,18.2329587073105,17.0839338721083,18.1733126817934,17.9478101264153,17.6096508971098,17.9497522775176,18.1115182201884,17.2675090998033,18.6463959158008,18.1393641238032,18.4604390691517,17.4871438943148,17.1754966553057,17.2841891704176,17.8126831473461,17.5653997676635,18.2346278149723,17.8403803542673,17.2807517462635,17.8291646751707,17.8783796858082,17.8523218789048,17.2093569959851,17.9261397841823,17.9881081136291,18.1643283635638,17.8322444604329,17.8702538471615,18.1969998097517,17.9417735857836,18.7072420456852,17.9073221938787,17.8085397258537,18.3552393192123,18.1248472154421,18.3967794996504,18.1120305332085,18.2666332513499,18.9875839465152,18.1207604871665,17.290042976614,19.2106959570398,-0.23797601790217,0.331257321352634,0.998149657161283,0,0
"O00264","PGRMC1","PGRC1_HUMAN","Membrane-associated progesterone receptor component 1",18.810117677609,20.5352529907314,20.764085741739,19.8370127829398,20.6939997266605,20.9760933482069,21.1291861289314,20.5436837310955,20.8928694978053,20.8041878827157,20.6468299117187,21.3668466531247,20.8619518709038,20.4963046897357,20.3923381854183,19.8619682666034,21.2706232965183,20.6917165663089,20.8294143719973,21.0598557437387,20.8889785109807,20.6398924257137,20.329345604897,20.8943607660852,20.3770542706713,20.7438359352818,21.3440831898776,21.0837354655816,21.0544990488617,20.6730654760403,20.9135340807497,21.0990991263083,20.1891815608456,NA,18.1405063579817,20.702514723287,21.1016416807283,20.4442689593902,21.5932240423492,20.5592087514862,20.678198667969,20.7927241873805,19.8796576233322,20.9651949790824,21.2171456571103,-0.0441460161653708,0.893049528429434,0.998149657161283,0,0
"O00299","CLIC1","CLIC1_HUMAN","Chloride intracellular channel protein 1",NA,20.6681609187582,20.9236357231566,21.2750436068521,20.0591988593934,20.1228928706084,20.5835037393334,20.7598338610567,19.9048704751271,19.8561368703106,20.2759092285023,20.2016205919513,NA,20.9876815709214,20.3363866505486,20.4477097786727,NA,20.6682746482943,20.7887051783713,20.6130281961019,20.8918291012253,20.9638197449921,20.265071293089,20.0994991509819,20.8719495805067,19.5550354006339,22.3279230184939,19.571882676388,20.5994091689957,20.74056769833,21.4174657024783,21.5248937979449,20.3976985987885,22.0664580595706,20.8029025337866,20.1094176199467,19.9536329925701,21.0819848981149,20.4991018100346,20.9317020478905,20.9163809018331,22.52856225668,21.7806494308305,20.865940143791,22.07575060836,0.24330892378693,0.476246999897417,0.998149657161283,0,0
"O00303","EIF3F","EIF3F_HUMAN","Eukaryotic translation initiation factor 3 subunit F",19.0794425385454,19.9845312802691,19.1058895200387,19.4326144606159,20.084237769134,19.6085829836226,19.7727665028314,19.719013253398,19.9751484022602,19.9442785201391,19.4754348701579,19.4810471331877,18.8465825537242,19.4684293607627,19.0696922055035,19.9335450695654,19.9639873558669,20.0332152682497,19.8759843777772,19.7024055723463,19.6954440366826,19.6906434138094,20.0578939908621,20.1118183839236,19.6295662501314,19.754177070661,19.312916252493,NA,19.5376216207725,19.6653964464753,20.052492844741,20.2612553415165,20.050127969605,19.9808851821725,20.4433445862541,19.6553088733251,19.0365355549736,19.7819020620707,19.3784826493758,19.4327597017612,20.0102158030176,19.9015570976167,19.9018209898256,19.8133605921655,19.1911329549287,0.133384456427109,0.493671063302033,0.998149657161283,0,0
"O00330","PDHX","ODPX_HUMAN","Pyruvate dehydrogenase protein X component, mitochondrial",23.0369196899519,23.5511871418782,23.4945129613488,22.0007708160442,23.4375959880075,23.142745233556,23.4642765755744,23.3747225687144,23.1822052286839,23.3574310129841,23.8959961222411,23.0649876439142,22.915084605308,23.6169845994946,23.675354658565,23.5007577163045,23.8701167786978,23.583635413556,23.5716922137845,23.5928656886728,23.4533952181646,23.6366836998374,23.4092442949404,23.3593607267582,23.4110753411155,24.0486665622568,23.1265980990843,23.6138134968924,23.6536072358049,23.8416915033221,23.1646526847397,23.2398521730804,23.6387566310137,23.4701927375958,22.4102895667976,23.5378352655726,23.5403864309065,23.5077539123468,23.7882440306397,23.6193965298457,24.0320311234331,23.0206791068833,23.4505485555589,23.6714869836368,23.782695766965,0.0512770749336973,0.78538633278047,0.998149657161283,0,0
"O00410","IPO5","IPO5_HUMAN","Importin-5",22.7842288443012,21.917862559811,22.1231182340679,22.5035424691607,22.4233276453308,22.3451925690391,21.8839982379549,21.9971102260351,21.8657561710384,22.170408267794,22.3614486744575,22.1557496724059,22.3089483976585,22.7339020537092,22.6130794099839,22.0425221101703,21.8797553309474,21.9211830433301,21.971780830117,22.8181489697443,22.119937989473,22.2381355221972,21.4594195920695,22.2932115059212,22.2716664632991,22.5035934693602,22.2847688285676,21.699564686018,22.0207107717584,21.7840001894227,21.8855437264568,22.152329552019,21.9188392466725,22.4045264644173,22.8783932007606,21.8882765240879,22.3293037745213,22.3353971578447,21.994975450438,22.4644882399954,21.8878761662751,21.767746744027,21.8551599104914,22.3039897888366,22.6072550264407,0.0911547815027234,0.612349224860744,0.998149657161283,0,0
"O00423","EML1","EMAL1_HUMAN","Echinoderm microtubule-associated protein-like 1",18.3621259339748,19.1537670746193,19.1591546279122,18.5088607499887,19.4790300233892,19.8631530864245,19.2820430051335,19.0895874732118,19.3199446189506,18.7581083761493,18.9336987521955,20.0506216760044,19.2375171648617,19.122113848469,18.9526839819916,18.381670415842,18.6289927659111,19.1736180778443,19.1054737605007,18.7029342408212,19.2021052844093,18.9879316703929,18.947122879647,18.8743109183486,19.0954851158774,19.2275480488427,18.6506862342941,17.9056506970966,19.5559307326055,19.0366607631785,18.1613228269021,17.4233322472952,19.2287923528289,18.3555192805499,17.7987017447537,19.3140155079863,19.6038420823601,18.703030446041,19.3237808758355,18.7523817831045,18.7753431205654,18.371873706764,18.4731715887098,19.4701928515412,18.329596735982,-0.0246482584619301,0.925467788732095,0.998149657161283,0,0
"O00429","DNM1L","DNM1L_HUMAN","Dynamin-1-like protein",22.032514458704,20.8257872153877,20.3932443735442,21.3576456196161,21.1569036494534,20.8783197820219,20.7611463238926,20.6556694160164,20.6544448300833,20.9053840163047,21.2430282660173,20.6460495805193,20.8652850882808,21.1019487858288,21.2359463590757,20.9080477872049,20.3601852191822,20.5499837601435,20.6590663343704,21.4196602146765,20.7261408777946,20.9026875691,20.1301973871442,21.2072503295421,21.1918480474334,21.4529832120301,21.3381633697682,21.4337243824332,20.7530144886288,20.9451278289638,20.5415362427033,20.4154836636583,20.3476986894006,20.886059206822,21.5352905276283,20.438609864,21.0536105601626,21.2188920810193,20.3353402528102,21.4130117689039,20.6488842784897,20.0005648969064,20.6576077637824,20.9485671509915,21.3959666773212,-0.275382240137329,0.223087348533443,0.998149657161283,0,0
"O00442","RTCA","RTCA_HUMAN","RNA 3'-terminal phosphate cyclase",22.3193802903213,20.7546921631322,20.9909158178065,22.2512064874592,21.1374080614485,20.9193202452993,20.6306375789149,21.2904433509586,20.8952820037756,21.5313712538046,21.4777451044998,20.205691243607,21.6171629441275,21.6371053480914,21.608301753708,21.3544751873774,20.4049726590348,20.8592917742097,20.7738437654703,21.2318855671326,20.6726191840683,21.1730551425795,20.0829402374086,22.1707751406785,22.4230006215765,21.802458378893,21.1307565215665,21.1901917305279,20.8473889371904,20.9128957249567,20.6803182190052,20.0425678832129,20.9206453442293,21.3154898562992,21.2309231065825,21.1027201133137,21.4427319466589,21.5237968074257,20.7855312839716,21.7562164169354,20.8509047780108,20.3435026279656,20.7281556119413,20.9578964302387,21.1989966788719,-0.413822588238549,0.154259605749042,0.998149657161283,0,0
"O00483","NDUFA4","NDUA4_HUMAN","Cytochrome c oxidase subunit NDUFA4",27.136733554589,26.7364197408694,26.5126188889908,26.8792909310732,26.720234560092,25.8485223780616,26.7126093005501,26.6112704798475,25.8287541604353,26.7115597206195,27.0017375294854,25.7712196706597,26.9507507020571,26.0866023290323,27.3614686447867,27.376003770101,25.537493838932,26.2736508819527,26.6903909987942,26.5371708930482,26.7379915406775,26.9339039424582,26.5870799575971,26.006103715529,26.5867589115464,26.9279421309093,26.2969490489201,25.0704834210416,26.6729634153028,27.1112983928491,26.9378707810642,25.5000462450889,26.666946718858,26.111295677799,26.630792179872,26.7373759725873,26.5943489298742,26.6255986097278,26.8266544348352,26.2408856215177,27.1023753381962,26.0974802865411,26.3976800328454,26.2814025713929,26.3303063611536,0.177753017263008,0.501756571042409,0.998149657161283,0,0
"O00487","PSMD14","PSDE_HUMAN","26S proteasome non-ATPase regulatory subunit 14",20.9709906608608,21.1039861079989,20.8885871611096,20.7646895894464,20.7460384446691,21.1302439982926,20.8455175232477,20.8711732956372,21.2452160929605,21.4764871056086,21.0848678916584,21.7370406385273,20.8165964358198,20.8957310299845,20.770290256231,20.539975777359,21.5590217979413,21.3452489639183,21.2540923747553,21.1557882083041,19.9604383447663,20.9662874390126,21.3254470659303,20.993964247696,21.0941765239116,21.1662039881156,21.3224534179609,20.4158801529968,20.6438669758519,20.7072410415574,21.2531697489916,21.3274228761018,21.1643082759398,21.2915093464104,21.272805562475,20.688913914124,21.3411112685593,20.9330134913012,21.1355716624048,21.1545337629222,21.1013952113214,21.4965085510989,20.9920133456876,21.3004061846656,21.1952317606959,0.00790734764759549,0.963693658428046,0.998149657161283,0,0
"O00499","BIN1","BIN1_HUMAN","Myc box-dependent-interacting protein 1",26.167371227215,26.4431376565989,26.6085466308961,26.8381456591467,26.2826511136979,26.7624225638203,26.4766508622801,26.2341440755743,26.7696552727772,26.3173550745252,26.0721153328662,26.3461656121697,26.0553591640844,26.4562842081662,26.3399773410575,25.8855913664352,26.3467488602933,26.5665158857232,26.6737388105277,26.2576981512993,26.2064735132356,25.9768269018884,25.770202504644,26.666046054508,26.2414863025579,25.8999937936032,26.4294800158809,26.2175265205693,26.4550528213613,26.2574701628777,25.9343217053788,26.9683525411452,26.3614069124934,26.6435070711907,27.1746471105036,26.2507538471598,26.2304635474425,26.1715513406403,26.6447398100958,26.0718635616916,25.8487644203065,26.2224312792463,25.7531632625813,26.292711282465,26.0189527751202,0.0306317240309291,0.845726053056138,0.998149657161283,0,0
