"uniprot_id","gene","protein","description","S03_T1","S10_T1","S16_T1","S22_T1","S24_T1","S27_T1","S28_T1","S04_T1","S05_T1","S06_T1","S12_T1","S14_T1","S17_T1","S21_T1","S30_T1","S03_T2","S10_T2","S16_T2","S22_T2","S24_T2","S27_T2","S29_T2","S04_T2","S05_T2","S06_T2","S12_T2","S14_T2","S17_T2","S21_T2","S30_T2","S03_T3","S10_T3","S16_T3","S22_T3","S24_T3","S27_T3","S29_T3","S04_T3","S05_T3","S06_T3","S12_T3","S14_T3","S17_T3","S21_T3","S30_T3","logFC","P.Value","adj.P.Val","sig.PVal","sig.FDR"
"A0A0B4J2D5","GATD3B","GAL3B_HUMAN","Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial",25.779198620456,25.2001673099354,25.3411665557327,25.8981891996453,25.4158765744349,24.9349993426197,25.1437670631626,24.8550607919302,24.9080828695617,24.8581007564207,25.2105408479934,24.4123452367237,25.3841780422153,24.8300576198955,25.8310626953647,25.5038371810609,24.7045231209317,25.0076503477933,25.3922385382201,25.4996415981671,25.0563294091506,25.4817397089287,24.9741940869654,25.2152965308404,25.4151841085932,25.4960670803562,25.4053080915791,25.6915995314257,25.0754753412514,25.5624963853195,25.2873384135966,25.2215979554806,25.2273609992241,25.5230312378811,25.7990533057498,25.1322649334427,25.3177701062181,25.2678787610783,25.1581138846967,25.2401405215962,25.492110881536,25.151926127286,25.3065419715083,24.8802172344564,25.6955479088498,-0.482418382529271,0.023058568885804,0.999488369925937,-1,0
"A0FGR8","ESYT2","ESYT2_HUMAN","Extended synaptotagmin-2",NA,NA,NA,NA,16.845780224542,NA,17.2038616676564,16.6188023122815,16.6515721845653,NA,NA,16.4173290916275,NA,16.7211906460171,16.3966313978222,NA,NA,16.6923104493474,16.7693488879424,NA,16.5266160791927,NA,16.1835667191376,15.8160455835462,16.0640093924691,16.3737425634828,17.0118794041543,NA,15.7747073763437,NA,16.7885956252242,17.431135186723,16.67330442698,16.1015080448988,NA,17.0754333063883,NA,17.2143130494902,NA,NA,NA,17.0085910092327,NA,NA,16.2973154391746,0.0527718337713239,0.896868291636382,0.999488369925937,0,0
"A1L0T0","ILVBL","ILVBL_HUMAN","Acetolactate synthase-like protein",NA,NA,NA,16.8998207443165,16.7092801099406,NA,NA,NA,16.6430314798687,NA,NA,NA,NA,NA,17.3136739506536,NA,NA,17.2868101440608,17.0260138475512,NA,NA,NA,15.4708756429356,NA,17.2980794718421,NA,16.7357396882669,NA,NA,16.8966187417537,17.0303151442044,18.6063419306818,15.4557939417549,17.3474851661306,17.2512845793188,NA,NA,NA,NA,16.8381280320411,NA,NA,NA,NA,17.2420390017946,0.83759200336835,0.357732646797196,0.999488369925937,0,0
"A5A3E0","POTEF","POTEF_HUMAN","POTE ankyrin domain family member F",22.0108405206783,21.2719998090432,17.1312154496961,19.5029291775245,19.2648081200517,19.5927135381462,20.3847419204049,17.4095385090603,19.443243306806,NA,21.4012771707159,16.479771154169,20.3778049491089,19.7085299844129,16.8052648032681,16.921438888934,20.5379257713305,18.2357846878196,16.8605336147563,NA,19.1915505088246,19.7825239688928,18.4994087734273,20.4231703695506,19.0962386833006,19.5362402840731,17.8758102237271,18.9178091206684,18.5573954557301,18.677487012161,18.8190938365088,18.4019009017648,16.9299264226919,19.4608830653867,19.3277353706639,18.5256489696466,NA,18.9143247156216,20.8552526001456,19.5837917811761,18.7468071326876,17.2935216579157,17.7065791741829,18.904704866179,18.4237121029706,-1.430369224475,0.107976867047183,0.999488369925937,0,0
"A5D6W6","FITM1","FITM1_HUMAN","Fat storage-inducing transmembrane protein 1",NA,16.6226115324503,NA,16.1182248554037,NA,15.700716690852,16.283328466398,16.815208885256,16.0773301372281,16.5741113057268,15.9057040138714,16.0644659174271,17.695745710122,NA,16.3371615219134,17.3429292979574,17.2341365536824,14.906659835928,17.4809087363281,16.9992152688725,NA,15.3663242153397,18.7015272303143,16.277031568821,18.0008951598296,16.8400086687029,NA,NA,16.2996994084971,15.3461565332185,16.966270238693,NA,16.3730323445088,17.4062937858734,16.2464121316092,16.7273184879952,NA,16.1813479541492,15.4387934583888,16.3177801541444,16.11176051836,NA,16.3585757716783,NA,NA,0.00557934133793836,0.992493738453522,0.999932991517509,0,0
"A5YM72","CARNS1","CRNS1_HUMAN","Carnosine synthase 1",22.3809752115102,20.7562231946409,21.7567004490578,22.6340791288647,20.2272453985438,21.51877918287,21.1868929503338,20.5761270641593,20.799377236077,20.574264890494,21.0751491733249,21.5406091100589,21.7336183351556,NA,21.5337178013792,21.4338013328569,21.3874401084379,22.7479483987246,22.1616086675467,21.4454277434847,21.7675851415114,21.4139458340077,21.7121695450331,21.5454939682444,21.4476243420005,21.3910781018948,21.9712958897787,22.2411675126773,21.0181023666779,21.3203043409897,21.7334569965843,20.9077072648451,22.1735036653214,21.9538554183284,20.5138696011186,21.4055118455908,21.5089097912414,21.3019420645572,21.2713453278432,20.8442014055062,21.4916413365028,21.2803303674319,21.5786545916654,NA,21.3470970427403,-0.207772340963736,0.540592720375422,0.999488369925937,0,0
"A6NCE7","MAP1LC3B2","MP3B2_HUMAN","Microtubule-associated proteins 1A/1B light chain 3 beta 2",19.6418288597753,18.8206532624646,NA,19.4794055758969,18.6676365892867,19.7467902610217,18.8654212623521,19.2737732264209,19.097714391534,19.5029807797279,19.0331157588611,19.7318712972656,19.8904456110781,19.1646171802695,18.2757954621991,18.1731482970628,19.3604906287997,18.4620116196719,18.850940356772,17.3752012033271,18.2390110218676,18.7160301454585,18.9520761510994,18.9666183604279,18.963630541455,18.5607435632306,19.3548697688933,19.6452078573358,19.3225682180739,18.848157218638,19.260800585747,19.6699234275092,19.043818262623,19.3511017023224,19.7069996775355,19.5345984212028,19.0584567720325,18.6117761833228,19.1696998732831,19.0322113560794,18.5853043185512,19.4095520725132,19.3199986537632,19.5478509785986,18.9153682446262,-0.580052413637116,0.0570470198072025,0.999488369925937,-1,0
"A6NDG6","PGP","PGP_HUMAN","Glycerol-3-phosphate phosphatase",22.3665289518754,22.8304343345455,22.7824624772969,23.1368352573796,22.072675788765,22.7749969918346,22.6688432172638,22.4627419164958,23.0216894483363,22.878716989369,22.6628357845131,22.952066658277,23.0377554704479,22.7064956781965,22.9852860824048,22.6968654433544,22.4937352578723,23.1637214321273,23.3471464421349,23.0731868290953,22.7988703957264,22.0204975940122,22.6950948315533,22.9704032741241,22.9229634094849,22.4653803624768,22.6879454719117,22.6014998445381,22.5541557996782,23.0360588672883,22.6111623142601,22.1731511091661,22.6675712833859,22.8002397620936,22.1486922511955,22.3358017232505,23.1938587061745,22.5940819653181,23.0958082196767,22.9106199297614,22.7371869883261,22.6916110473498,23.0756727746138,22.5025769267498,22.8751477525663,0.237683363848809,0.276371704581431,0.999488369925937,0,0
"A6NNS2","DHRS7C","DRS7C_HUMAN","Dehydrogenase/reductase SDR family member 7C",23.6179350396276,22.7834722424142,23.5471339564807,23.0827014837154,22.1971205625141,22.4106735796958,22.832575859135,22.5790790367925,22.7919611141855,22.8577838658372,23.3391283586946,22.0476560306655,22.7590368885661,23.2534543214612,22.2636129334943,22.1980113806441,22.1735481870979,23.1662936044809,21.9364278097421,22.6358262296504,23.1728124458015,22.0041601473016,21.5527485784765,22.9861591041614,22.5506517297151,22.8905490038484,22.0991130119993,22.9970658971234,22.302242040088,21.9332850834249,22.3190149829907,21.4532168153097,23.1730617100796,22.5434582660232,21.9129397026684,23.1870680340917,22.0529795270687,22.9480575091382,22.7272132860173,22.8515904150551,22.0308816551224,21.7926122721931,22.2446396084051,22.4653391269765,21.523127887682,-0.116653969268114,0.735602587525264,0.999488369925937,0,0
"A8MU46","SMTNL1","SMTL1_HUMAN","Smoothelin-like protein 1",22.7471877608589,23.5605479538626,24.3053058599845,24.8538716152872,23.9118643414141,23.2116042543306,23.9493272817354,23.5936990216676,23.7774381593456,23.2962356205923,22.9506739063127,23.1306679628599,22.5701610580456,23.7186153890189,22.6354569479906,23.6017750791962,23.4926380680338,23.4318087715058,24.4864388037985,23.2309390069336,22.9379481040786,23.9538623092292,23.3023775160311,22.731587879591,23.3152277399765,23.1700788436598,22.155394676913,23.7957198108197,23.3188607088519,23.5985826865418,23.5983304671986,21.7927782405444,23.2782705001814,23.9547071031018,23.1992789479865,23.1761431530058,23.0228110490779,23.3329828354875,23.4657868487929,23.3956051954468,23.2287554371313,22.3864186548122,23.3701642451727,23.0795943768765,23.4894162242751,-0.166110487306248,0.638195244889826,0.999488369925937,0,0
"A8MXV4","NUDT19","NUD19_HUMAN","Nucleoside diphosphate-linked moiety X motif 19",NA,NA,NA,NA,16.4590287549228,NA,NA,NA,NA,NA,NA,15.2960496053958,NA,NA,15.5257708331398,NA,NA,16.4044812680649,15.4799792458874,NA,NA,16.1562354590127,NA,14.8254284960584,16.1791858492193,15.5113426836841,NA,15.2744920786861,NA,16.582149812495,NA,NA,15.0730279904303,NA,NA,NA,NA,NA,NA,15.5040651912239,NA,14.9862315399602,16.2959015052093,NA,NA,-0.717754417733543,0.355934923892909,0.999488369925937,0,0
"E9PAV3","NACA","NACAM_HUMAN","Nascent polypeptide-associated complex subunit alpha, muscle-specific form",21.4029415856306,22.0137984811156,21.7757488359521,21.6771418785386,21.4655453116172,21.5371299139294,21.7094798062465,21.8264028367103,21.7247700192028,21.9692057892696,21.7498474203219,21.4182214168586,21.4898089228764,21.3751612535516,21.4865182657428,21.5874729674622,22.6776802352719,22.0762353313683,21.8101697408214,21.8405997863021,21.1216013686818,21.6241638447217,22.1188090094192,21.8372068703631,21.6032700933235,21.713418643649,21.7364825752036,21.9954227208049,21.8048623991454,21.7290887878013,21.8064437683901,22.5318250025387,21.8848302528834,21.7589716600643,21.3842684693908,21.6104364104208,22.1608776430199,21.5801328249268,21.8042173337257,21.7828249684047,21.8414612682567,22.0325443196773,22.0963686627536,21.8696770090068,20.8887509166142,-0.0226794815715117,0.916602448832726,0.999488369925937,0,0
