"uniprot_id","gene","protein","description","S03_T1","S10_T1","S16_T1","S22_T1","S24_T1","S27_T1","S28_T1","S04_T1","S05_T1","S06_T1","S12_T1","S14_T1","S17_T1","S21_T1","S30_T1","S03_T2","S10_T2","S16_T2","S22_T2","S24_T2","S27_T2","S29_T2","S04_T2","S05_T2","S06_T2","S12_T2","S14_T2","S17_T2","S21_T2","S30_T2","S03_T3","S10_T3","S16_T3","S22_T3","S24_T3","S27_T3","S29_T3","S04_T3","S05_T3","S06_T3","S12_T3","S14_T3","S17_T3","S21_T3","S30_T3","logFC","P.Value","adj.P.Val","sig.PVal","sig.FDR"
"A0A0B4J2D5","GATD3B","GAL3B_HUMAN","Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial",25.7736274900879,25.197166661687,25.3410516235823,25.892821204133,25.4134350899287,24.9320811463494,25.1389498534086,24.8539823493761,24.9057575223539,24.8561437577516,25.2058941674598,24.4076078851145,25.3799186430513,24.8270096743021,25.8259226365362,25.5003850952851,24.6989616181573,25.0037095394384,25.388986272321,25.4969518522757,25.0544023060542,25.4795533527634,24.9677784366859,25.2095495477163,25.4121289009882,25.4893926558738,25.4044154653715,25.68391662195,25.0703457356095,25.557836227814,25.2870079253534,25.2213609453269,25.2257467494895,25.5217746720847,25.7917734798761,25.1294878840905,25.3139571877896,25.2699453888867,25.1568347998571,25.2405776029729,25.4917867346685,25.1490127717759,25.3076570276452,24.8790086260233,25.693489331481,0.0755675988605731,0.637393143402124,0.953493884479471,0,0
"A0FGR8","ESYT2","ESYT2_HUMAN","Extended synaptotagmin-2",NA,NA,NA,NA,16.8444889482106,NA,17.1980516228074,16.6153505898097,16.6466103847493,NA,NA,16.4111592406277,NA,16.7165100752949,16.4013617498395,NA,NA,16.6917921150148,16.7690509215832,NA,16.5269577068262,NA,16.1811857338393,15.8153556966256,16.0653701267781,16.3736816008351,17.0150575804124,NA,15.7744424573779,NA,16.7888504493617,17.4260215074194,16.6696089229169,16.0972022710788,NA,17.0765342383497,NA,17.2083594695373,NA,NA,NA,17.0014110333678,NA,NA,16.2927450355955,0.00197471016859296,0.994678175458561,0.999987963176906,0,0
"A1L0T0","ILVBL","ILVBL_HUMAN","Acetolactate synthase-like protein",NA,NA,NA,16.9000137698269,16.7079966251134,NA,NA,NA,16.6384716013589,NA,NA,NA,NA,NA,17.3176752677309,NA,NA,17.2862099451125,17.0256690856101,NA,NA,NA,15.4686836867477,NA,17.2992059563197,NA,16.7380675550075,NA,NA,16.8985905203207,17.0305264577628,18.6005436564601,15.4519912256785,17.34330995546,17.2507144386436,NA,NA,NA,NA,16.839401478665,NA,NA,NA,NA,17.237794608924,0.21661580086954,0.729069198691315,0.955043223175081,0,0
"A5A3E0","POTEF","POTEF_HUMAN","POTE ankyrin domain family member F",22.0073817341109,21.2715132977313,17.1319277753419,19.4973835010821,19.2623757464937,19.5896549833452,20.3811984121968,17.4062171445893,19.4419043827206,NA,21.3979815356506,16.4762271328355,20.3739967323426,19.706462849377,16.7998289061303,16.9161054745147,20.5343807757193,18.2330342022383,16.8572080281295,NA,19.1874367728169,19.7795096732704,18.4963511013527,20.4202390817458,19.0944015991739,19.5344964160405,17.8699660113137,18.9139160430563,18.5540473918056,18.6739952767394,18.8152922351456,18.3983215575909,16.9285654029649,19.4618952755862,19.3203695248643,18.5234188447153,NA,18.9140637064624,20.8521650879836,19.5812112887555,18.7457920413849,17.2925806636247,17.7046106517692,18.9007920783597,18.4223286905834,-0.174968707824107,0.798444360617663,0.975488467268073,0,0
"A5D6W6","FITM1","FITM1_HUMAN","Fat storage-inducing transmembrane protein 1",NA,16.6179838493512,NA,16.118707044935,NA,15.6987774900239,16.2774818403639,16.8118204655945,16.072204460398,16.5770835760042,15.9068719090652,16.05835945671,17.6982624056008,NA,16.3421707669555,17.343970140986,17.2343749274609,14.906184911221,17.4806686511713,16.9974974405253,NA,15.3638025470948,18.6991182932693,16.2764243299614,18.0023656033115,16.8399706030672,NA,NA,16.2995142263012,15.3482401637598,16.9665652798461,NA,16.3692940592027,17.4018524051434,16.2463467526868,16.7285759364327,NA,16.1752736709223,15.4381503495907,16.319503267201,16.1064707183791,NA,16.3548209857922,NA,NA,0.760261270231933,0.122359134875916,0.796646151436804,0,0
"A5YM72","CARNS1","CRNS1_HUMAN","Carnosine synthase 1",22.3763532659679,20.7514794932388,21.7540211542267,22.629579310464,20.223056099753,21.5141583238056,21.1837181719942,20.5753918259663,20.7938179384317,20.5711696805762,21.0718576055608,21.5397820951831,21.7276091340744,NA,21.529560179084,21.4292234050339,21.3826534884268,22.7436994671327,22.1579774806594,21.443470928292,21.7646614751516,21.4099434560711,21.7074684195032,21.541089455695,21.4444318089143,21.3860618699555,21.9690276342632,22.2342874628846,21.0143108010659,21.315968298163,21.7293021344068,20.9106273971971,22.1720950164632,21.9541129115383,20.5106966112479,21.401731471932,21.504590842281,21.2995619077677,21.2678167225525,20.8418730908813,21.4905396081792,21.2797345956409,21.5788522400722,NA,21.3466186623969,0.161111901497339,0.54818012997104,0.930665695003636,0,0
"A6NCE7","MAP1LC3B2","MP3B2_HUMAN","Microtubule-associated proteins 1A/1B light chain 3 beta 2",19.6389866945443,18.8201120525479,NA,19.4729755486503,18.6648566033616,19.742813010534,18.8615872489451,19.2705226744234,19.0960485026421,19.499870016221,19.0294540224632,19.7283454744871,19.8857708818235,19.1623664566583,18.2696532147953,18.1672165317485,19.356337888034,18.4589374531279,18.8472765211194,17.3756817280257,18.234411089277,18.7125579739104,18.9485303421471,18.9635182064977,18.9618317361563,18.5586242209333,19.3487953535748,19.640012984987,19.3185839351774,18.8441157491627,19.2565589394022,19.6673127573264,19.0426537984463,19.352283158159,19.6987221955283,19.5320439309936,19.0544741448674,18.6116108840546,19.1663848870447,19.0296361076804,18.5842247439155,19.4085943089524,19.3179684439264,19.5438253235649,18.913737700862,0.291095813278744,0.204060671877818,0.825764897846701,0,0
"A6NDG6","PGP","PGP_HUMAN","Glycerol-3-phosphate phosphatase",22.3607432137151,22.8271414616304,22.7801569405621,23.126167255531,22.070931264278,22.7680573171615,22.6650479964978,22.4603867462893,23.0176654789349,22.874277048447,22.6583241816608,22.9467620998765,23.035252275566,22.702985273682,22.9801405016543,22.6919684042683,22.4911071116019,23.1592748746338,23.3419977360655,23.0708252176365,22.7951952868638,22.0208753754995,22.6888804755447,22.9653121248161,22.9191577965164,22.4595631546593,22.6895906713266,22.5949006497485,22.5492708305535,23.031144742617,22.6098541452952,22.176909109484,22.6655726616405,22.8001762720856,22.143784954481,22.3301148935218,23.1903194204667,22.5950409083539,23.0950784631764,22.9104437130961,22.7375645020351,22.6890584001434,23.075894415575,22.5012269149142,22.8720688756406,-0.249704335271854,0.143363027388637,0.799746004510827,0,0
"A6NNS2","DHRS7C","DRS7C_HUMAN","Dehydrogenase/reductase SDR family member 7C",23.612278324022,22.7808055648842,23.5443568175397,23.0735998355609,22.1959811436919,22.4043223884542,22.8289871781963,22.5772065506955,22.7878600698365,22.8544466043762,23.3354133371457,22.0429335083733,22.7562414066675,23.2510811925226,22.2590374985798,22.1941145616901,22.1707903710044,23.162191824007,21.9315626929652,22.6340036905259,23.1693204526438,22.0042621515681,21.5472042254632,22.9813039369676,22.5471914433063,22.8854285165674,22.1000076149827,22.9902969665584,22.2979391912499,21.9288110691895,22.3175083689908,21.4562119759026,23.1711641152946,22.5436234037002,21.9086444276694,23.1819749196121,22.0493587724616,22.9486010007537,22.7257680660251,22.8509528186292,22.0309406722364,21.7900768659944,22.2450882886838,22.4639840391413,21.5202424454341,0.0515611190907599,0.847832368827994,0.980778263831631,0,0
"A8MU46","SMTNL1","SMTL1_HUMAN","Smoothelin-like protein 1",22.7423583242306,23.5559168895035,24.3049720866264,24.8441517068917,23.9091884227539,23.2056758878261,23.9446984065991,23.5910490696631,23.7729296442682,23.2904794664258,22.9453851001294,23.1255367563671,22.5671584325279,23.7158459017239,22.6290678549433,23.5957830656091,23.4892692904973,23.4264894127869,24.4812087397106,23.2286897810927,22.9342218386107,23.952737165155,23.2935428163576,22.7252324062059,23.311152950206,23.1619621833291,22.15789688005,23.7875454379721,23.3123822752752,23.5924720541552,23.5965172565588,21.7981285906795,23.2761388814164,23.95577066669,23.1942860448415,23.1696861488497,23.0188234109742,23.3356538641282,23.4649163760679,23.3959616538587,23.2296974035383,22.3850517108158,23.3711114174461,23.0783798743051,23.4873857616736,-0.0701970693861647,0.798092207192086,0.975488467268073,0,0
"A8MXV4","NUDT19","NUD19_HUMAN","Nucleoside diphosphate-linked moiety X motif 19",NA,NA,NA,NA,16.4576667203753,NA,NA,NA,NA,NA,NA,15.2904502857081,NA,NA,15.5319344044536,NA,NA,16.4042504819767,15.4802143157387,NA,NA,16.1538808107545,NA,14.825436000886,16.1814115110113,15.5118644378684,NA,15.2788215201902,NA,16.5841301763025,NA,NA,15.0693500903517,NA,NA,NA,NA,NA,NA,15.5068536752631,NA,14.9783107830824,16.291780604195,NA,NA,-0.59317529988617,0.380713005979249,0.884701444543836,0,0
"E9PAV3","NACA","NACAM_HUMAN","Nascent polypeptide-associated complex subunit alpha, muscle-specific form",21.3983567381328,22.010461247322,21.7724490100102,21.673321098521,21.4633982891614,21.5331764534216,21.7066450669355,21.8258348254068,21.7198603614617,21.9668480141608,21.7473639594068,21.416963708212,21.4853966348301,21.3750441175739,21.483441784012,21.584245248909,22.6753728289436,22.0727471442252,21.8068848593112,21.8387718224503,21.1190899625973,21.621494788779,22.1150948860907,21.8331132548652,21.6003933481036,21.7093985999415,21.7345847741708,21.9897672037232,21.8021563005283,21.725372258272,21.8029374239204,22.5329850339995,21.8834309512506,21.7593922615555,21.3823708537177,21.6071079310309,22.1571834599293,21.5780774536401,21.8009601678557,21.7804235730518,21.8401638102771,22.0315370091893,22.0968297859799,21.8684456486128,20.8876530054817,0.140997124591149,0.404932838399618,0.887890308750666,0,0
"L0R6Q1","SLC35A4","S35U4_HUMAN","SLC35A4 upstream open reading frame protein",NA,NA,16.4170478180055,NA,NA,NA,16.1046367615602,16.3174958083569,16.4345091335709,NA,16.6029613936566,15.4581901876563,15.4424952057647,NA,15.9628599241299,17.6154006877375,NA,16.3120750700879,15.5002267532747,16.0101734956422,16.8737835399621,16.4006336734884,16.1197781974467,15.9532221568175,16.1688063115822,16.9428477427322,16.1153993245477,NA,16.583902826736,17.2065824827518,16.7821738821077,NA,16.0958246804666,NA,NA,16.9562415969742,NA,15.7495913866379,17.1141357210396,16.817339326717,17.1136613013355,15.2754456891656,16.6224694948866,NA,16.7533479982181,0.0120395648064786,0.975235232025315,0.999987963176906,0,0
"O00151","PDLIM1","PDLI1_HUMAN","PDZ and LIM domain protein 1",23.5448361960393,21.5617063781309,21.7807730746486,21.5238802454531,22.8325261023487,23.1988715496736,22.7164957064049,22.8052485884922,22.7961952478353,22.0363860302002,22.051297666726,22.3859646838998,23.2951670078547,23.0015849147178,22.1708227942505,22.9601564410204,21.5114458294694,21.2230464652299,21.8990576213957,22.5198178828221,22.6653594207793,23.1214278982768,23.2839477346364,22.198728600175,21.737703878792,22.4979690549663,22.9160366419389,23.2895059621686,22.9540684496123,22.2934757408037,23.3902746700056,23.3573865740571,21.5783640412492,22.111104851815,24.5647510723449,23.6346999839226,21.796858749814,21.9550557157862,22.0964940408786,21.5292778889208,22.7575768458986,22.8829235744902,23.0608327493673,23.1022485002353,21.9289317761202,0.512243308328905,0.146450537576223,0.800171777771535,0,0
"O00159","MYO1C","MYO1C_HUMAN","Unconventional myosin-Ic",20.9798985123184,20.3366412486564,19.7585881530426,20.7038231282571,20.2728405224186,19.9926693097993,20.8411988006918,20.5403767462435,19.8031429777628,19.6036831269166,19.6321939315948,19.4531977414748,19.4571127131418,20.263233201957,20.4446709572035,20.2111173159938,NA,19.7247932667081,19.7857212622005,20.5050625220721,20.8611954182542,20.7522115295474,20.1507247843554,19.9275013007516,20.5866542938335,20.1716113969774,21.0560286359854,20.5771305320824,20.0543421320721,20.1923178730534,20.3123145486894,20.334565475555,19.6479052912221,19.3048028618361,21.0041186546617,19.567969542039,19.4257268462142,20.2544518242033,19.5510713114211,20.3840275686943,19.7378191219247,19.8042313982516,19.4641437278483,19.5279745388711,20.6376480904617,0.0339798644057971,0.89161647879461,0.989492016494632,0,0
"O00168","FXYD1","PLM_HUMAN","Phospholemman",NA,NA,NA,15.1587417017018,NA,NA,16.2891049550575,15.921322426289,16.7169729221491,16.6086896311045,NA,NA,18.0714265435753,NA,17.1572852732118,NA,NA,15.6619084561918,15.5705017531166,NA,NA,NA,18.003678336943,17.6125934031929,16.533292526434,NA,16.8874229810748,17.0287837592813,NA,16.4632607682553,16.5333551196213,NA,16.5368841084402,NA,16.2243094961464,NA,18.0560370202265,16.2872645081287,NA,16.740452570689,NA,NA,NA,NA,NA,0.252399556927994,0.665309025168423,0.953493884479471,0,0
"O00186","STXBP3","STXB3_HUMAN","Syntaxin-binding protein 3",NA,19.4882665686646,19.2592952623996,18.776889528907,19.2426348461735,18.9500507335595,18.7151089182214,18.9057987647113,19.2118872585449,19.353581118208,18.9382919749237,19.1525705766902,17.6700446503149,18.6478867407694,17.8798320428309,18.7395489064299,NA,19.4392612644349,19.364377093578,18.8074212444879,18.8001177356462,19.0384280128655,18.7447483592821,19.0282245899656,18.9563081798162,19.045246832446,18.7826064489425,18.9773543355912,18.9068508003745,19.0459141125906,19.4437883888519,18.6314461103857,18.8456490571922,19.2706162431485,17.8809627904413,18.6427457845614,18.6786436306911,18.9962617069309,19.5590814075403,19.3425295556169,19.081936967859,18.8816221174896,19.2886596762614,18.7120468676431,18.1934905267752,-0.246288390757073,0.273771146500688,0.87151443440408,0,0
"O00217","NDUFS8","NDUS8_HUMAN","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",22.6218065584267,22.5169716000919,22.0713300634525,21.6152723321359,21.5937416886571,21.6706551870236,22.2351197202861,22.4517996103529,22.2864495508503,22.7522554416136,22.7125125473825,21.9219320825709,22.5017763201228,21.9260276359534,22.5389769221899,22.7665746406874,22.7456054714164,22.0865412218864,21.9560438762948,22.4766321812247,22.4677773699921,22.356057175777,22.7371160417603,22.6235821183636,22.4633918373917,23.0279544109862,21.1749472251064,22.4613312342822,22.3792613785842,22.5232392636457,22.4046257594581,21.4159077603116,22.4094104450653,22.196899253009,21.1110919680772,22.8821751961877,22.2586035345585,22.7579786005082,22.2725584284095,22.2841172402076,22.895236340247,21.8867918435589,22.0867532301903,22.0993926972694,22.0513211424719,-0.189767766044646,0.402115478652744,0.887890308750666,0,0
"O00231","PSMD11","PSD11_HUMAN","26S proteasome non-ATPase regulatory subunit 11",20.2702864684014,20.5040757999894,20.8100975768038,20.4849207988834,20.0726661186359,20.4690669847261,20.3863591288551,20.340641676832,20.5636031002321,20.5420212850833,20.6879957376105,20.5340840493179,19.9538440559737,20.6276352440926,20.0675003980859,20.52411066384,20.0656956220028,20.6630722567202,20.6593396400335,20.6447106303244,20.281863702816,20.1744597749347,20.2985931958869,20.2660323064831,20.5434685501649,20.3140176617954,20.6636545443476,20.3793349285391,20.2954323747277,20.2086790738518,20.40863677002,20.4320111345057,20.7166857069465,20.6424014952004,20.3927180052191,19.8607501978779,20.0999128507516,20.5434806015251,20.3142200709531,20.664399934436,20.2619539993074,20.4360171075901,20.3669950583834,20.1770009356037,20.209723554301,-0.00780554134835754,0.953348689544257,0.99728421539333,0,0
"O00232","PSMD12","PSD12_HUMAN","26S proteasome non-ATPase regulatory subunit 12",20.8297006862436,20.4917142740083,19.9803654314755,20.4543718256149,20.0545930634309,19.9820508185644,20.066617952883,20.0254509152253,20.2474831065411,20.0620399117025,20.3866737501879,20.4883689936128,19.9839329843208,19.9857402107123,20.0268434024409,20.0100551748716,20.0501764808908,20.2834752250116,20.1186320032594,20.274485823906,20.1317406962929,19.7291319846634,19.7951569763783,19.9359442405286,20.1162108943763,19.8118364963883,19.6418456222482,20.0923679033051,20.1536101850485,20.0394996588385,20.0456435283509,20.1966298247109,20.429347308096,20.2539953003456,20.456321162069,19.567501031551,20.0135783578923,19.8710925626771,19.8748454810381,20.510453703427,19.9025465759884,20.3489717123006,19.8000120364789,19.5980170261615,20.0573708100415,0.137067254148363,0.361562237951557,0.884701444543836,0,0
"O00233","PSMD9","PSMD9_HUMAN","26S proteasome non-ATPase regulatory subunit 9",17.768208463253,17.993840523974,18.9691473971363,18.2350756554501,17.0830279406222,18.1732123106543,17.9442202678863,17.6055327588724,17.9466680776499,18.1125136496913,17.2678558500271,18.6388674558582,18.1416805618351,18.4563985005739,17.4899136752506,17.1751558937399,17.2835151937148,17.8122509989976,17.5645736334842,18.2358863917308,17.8403776509478,17.2788164664222,17.8273621634762,17.8766556277277,17.8525960193344,17.2117760229068,17.9254857937087,17.9919085233829,18.1644218704308,17.8341073739364,17.8711762500341,18.1855143057804,17.9387111516465,18.7050238378818,17.9080974616226,17.8089531717474,18.3558921337287,18.1196988484654,18.3955626321401,18.1142411583432,18.2643944593928,18.9814015470716,18.1179997419704,17.2857201128246,19.2068253127345,-0.202358681440288,0.407632587656644,0.887890308750666,0,0
"O00264","PGRMC1","PGRC1_HUMAN","Membrane-associated progesterone receptor component 1",18.8035955420116,20.5295652141909,20.7624213204231,19.8277292380158,20.6860347361612,20.9709913097223,21.1237723981053,20.5438057782039,20.8850927135094,20.8003687197753,20.6443226313795,21.3645132798749,20.8528360359295,20.4930464141355,20.3869932450104,19.8554624476645,21.2595933937529,20.6858917612967,20.8246134535638,21.0571876604352,20.8858817618539,20.6339931197564,20.3229811221188,20.8902552554646,20.3756175036087,20.73842534257,21.3383431929115,21.0730662533518,21.0478253413131,20.6688339824026,20.9067334451665,21.1027836690499,20.1922279252186,NA,18.1309078600054,20.6983090198546,21.0943038217223,20.4417655304699,21.5871551618675,20.5582659730968,20.6770959043304,20.7868532002562,19.8778706618327,20.9654878225108,21.2137093457757,-0.400020584478856,0.246103194149006,0.849249717759312,0,0
"O00299","CLIC1","CLIC1_HUMAN","Chloride intracellular channel protein 1",NA,20.6623733477101,20.921840853394,21.2661727071891,20.0515156195332,20.1177142536647,20.5783623119838,20.760030530802,19.8971679082483,19.8523977254095,20.2735085788769,20.1991751578785,NA,20.9847392576479,20.3311835692332,20.4414250433294,NA,20.6625781435121,20.7838846597919,20.6104155963501,20.8887248176626,20.9581058042198,20.2586461224379,20.0954172697452,20.8703732957012,19.5496117680469,22.3227086629835,19.5614090124796,20.5928630247738,20.7362534853632,21.410888509154,21.5288934913544,20.4003741390295,22.0647365736968,20.7940665450822,20.1051923117949,19.9466428793048,21.0794230479452,20.4933872160791,20.9307653365431,20.9153046507882,22.5231665793514,21.7790953087433,20.8666234801699,22.0725854002595,-0.439780420633053,0.183993377612411,0.816746357865045,0,0
"O00303","EIF3F","EIF3F_HUMAN","Eukaryotic translation initiation factor 3 subunit F",19.074495844531,19.9821643862908,19.106254474247,19.4242199125118,20.0775710856025,19.6054310341026,19.7678855171204,19.7172893562439,19.9695801953683,19.9408550848771,19.4729146263632,19.4772378253841,18.838784992812,19.4646210143287,19.0635142395623,19.926378313442,19.9562575439107,20.027813758311,19.8717630015543,19.7023487035266,19.6920479737604,19.6852861709823,20.0530548162815,20.1081886391345,19.6287989170115,19.7525687202139,19.304961643534,NA,19.532159717249,19.6620124121099,20.0471292730138,20.257743654854,20.0537650180245,19.9812613656142,20.4330578691223,19.6526666296283,19.0290291802369,19.7803180766749,19.3722570725418,19.4324659663223,20.0102683632341,19.8955257285892,19.8993881051669,19.8090226198215,19.1874298123021,0.254574502036007,0.181765298073457,0.816746357865045,0,0
"O00330","PDHX","ODPX_HUMAN","Pyruvate dehydrogenase protein X component, mitochondrial",23.0318396896122,23.5463881833122,23.4948468487074,21.9912802888138,23.4350645909636,23.1370176132625,23.4595211474825,23.3720787764052,23.1776601035538,23.3517307568327,23.8907038912643,23.0606242751229,22.9119220477065,23.6146828336972,23.6688199137094,23.4948377150209,23.8661740081103,23.5781288280149,23.5664323109453,23.5910128738636,23.4496334608918,23.6351077412924,23.4000523531342,23.3528091171299,23.4070868176837,24.0401182592672,23.1292823680498,23.6050163416141,23.6470963455297,23.8354339221039,23.1628522065029,23.2450074134464,23.6365607789825,23.4715289697643,22.4053857076926,23.5313718871726,23.5363946444138,23.5106560865495,23.787129859725,23.6197250239789,24.0330303577959,23.0196194597936,23.4517195083741,23.6703929348484,23.780955842935,-0.316971982965029,0.0978021153144784,0.78760429782678,-1,0
"O00410","IPO5","IPO5_HUMAN","Importin-5",22.7791412884081,21.9157266518628,22.1195486666009,22.4977680549077,22.4233015412107,22.3398242283585,21.8810791758178,21.9962140626,21.86141848024,22.1686468323417,22.358751455915,22.1527969360002,22.3057596913268,22.733697388088,22.609384568631,22.0393175222247,21.8771736786642,21.9177894587034,21.9675543002867,22.8173359118857,22.1166199693382,22.2371909575883,21.4549539064237,22.2887387792261,22.2687185309735,22.4994340644733,22.2842232595874,21.6931956566116,22.0175081911262,21.7796678081423,21.8830499643647,22.1538219496991,21.9169383687362,22.4053773222565,22.8759411273883,21.8842849311022,22.3258659840842,22.3348917265831,21.9925741903739,22.462694878614,21.886749201976,21.7663039495602,21.8561059524772,22.3028106484626,22.6052292434202,0.044627367197144,0.803954196814186,0.975488467268073,0,0
"O00423","EML1","EMAL1_HUMAN","Echinoderm microtubule-associated protein-like 1",18.3590757282994,19.1538719215441,19.1602176179918,18.5069161281354,19.4760972109872,19.8636414480047,19.2807753751778,19.0866922620521,19.3185489685627,18.7559879258072,18.9321749186999,20.0479045627314,19.2344711672257,19.119725858119,18.949392307999,18.3778148347304,18.6260889590333,19.1709025222399,19.1036452642682,18.7047578246521,19.2003365278957,18.9855558583576,18.9459332575505,18.8725601139565,19.0946605307778,19.2295679310566,18.6446553309455,17.9027422124731,19.5540395894758,19.0356011451952,18.15962948288,17.4141470495177,19.2298268031009,18.3555094244237,17.7949396698586,19.3131641642847,19.5997947272965,18.7020458361926,19.3200958611316,18.7522179342694,18.7761010397249,18.3685012595654,18.4707368983489,19.4655605006695,18.3274871267775,-0.216616557590633,0.413440139794281,0.887890308750666,0,0
"O00429","DNM1L","DNM1L_HUMAN","Dynamin-1-like protein",22.027483684761,20.8198110713036,20.3914263916341,21.3496564408558,21.1497374237261,20.8728128759953,20.756401252821,20.6557297070274,20.646878628558,20.901850403258,21.2403819049832,20.6445690994028,20.8569398372398,21.0997168811564,21.2307888583102,20.9019544987705,20.3501526959464,20.5444497228314,20.6544782568796,21.417294108811,20.7229910462557,20.8972257891834,20.1238438577941,21.2029486100092,21.1899234927247,21.4472387220039,21.3337709950872,21.4237358799911,20.7468046514054,20.9407643906767,20.5354716274467,20.4199824089503,20.3495749464433,20.8846435779997,21.5276351570069,20.434304966758,21.0469302833731,21.2163073405908,20.330274371756,21.4119065520544,20.6480300400633,19.996198654586,20.656499530059,20.9493936898031,21.393359842307,-0.0908707633557171,0.68531962130963,0.953493884479471,0,0
"O00442","RTCA","RTCA_HUMAN","RNA 3'-terminal phosphate cyclase",22.3148218789935,20.748925813298,20.9888285644432,22.2446339204406,21.1312120011056,20.914293062795,20.6264666897399,21.2900975755417,20.8882985115557,21.5280743510918,21.4745589872004,20.2049266722014,21.6098036402972,21.6356330530149,21.6033508025031,21.3487078632206,20.3969539061252,20.8541130062909,20.7696743336856,21.2298417946361,20.6695084174589,21.1679248963173,20.0770509324859,22.1662623018827,22.4205251250817,21.7966044467593,21.1276800174066,21.1813481928191,20.8421574406492,20.9084636657947,20.6750137077119,20.0470340011214,20.9210971734576,21.3149665858439,21.2252933525851,21.0983157478948,21.4370574017708,21.5212790143622,20.7813987947119,21.7546279254905,20.8500204895908,20.3411278902723,20.7278298861785,20.9585487821297,21.1976537485833,-0.0749127196506549,0.794122084060221,0.975488467268073,0,0
