uniprot_id,protein,gene,description,S03_T1,S10_T1,S16_T1,S22_T1,S24_T1,S27_T1,S28_T1,S04_T1,S05_T1,S06_T1,S12_T1,S14_T1,S17_T1,S21_T1,S30_T1,S03_T2,S10_T2,S16_T2,S22_T2,S24_T2,S27_T2,S29_T2,S04_T2,S05_T2,S06_T2,S12_T2,S14_T2,S17_T2,S21_T2,S30_T2,S03_T3,S10_T3,S16_T3,S22_T3,S24_T3,S27_T3,S29_T3,S04_T3,S05_T3,S06_T3,S12_T3,S14_T3,S17_T3,S21_T3,S30_T3
O00217,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",22.69905098210798,22.566547296678436,22.057323339469313,21.697419078518656,21.612157366742707,21.687019067263165,22.260166646028306,22.459386160316296,22.328873951207537,22.807591084132866,22.748601848963908,21.925554548719393,22.571468010388315,21.937757605811488,22.57068703921533,22.790703010142824,22.775758032277476,22.105111751927982,21.961322126948314,22.475206586632186,22.482882128738947,22.364799066053067,22.777879630205224,22.663691592900786,22.47790616785357,23.073652051456055,21.161322653236585,22.525526733365503,22.39103041405256,22.54351136373552,22.42094420044843,21.382866229348267,22.43366043910319,22.20104360178467,21.127961090088846,22.910733328581866,22.288813553014695,22.768257874097706,22.30064919076605,22.281600243419682,22.890124462421515,21.892709214957627,22.074764931349844,22.09359026278514,22.04417744897885
O00231,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11,20.289447110687576,20.506422621878375,20.80229566262804,20.5296562654665,20.08506000917738,20.533725005126165,20.406865079478898,20.332234386233374,20.589553651621955,20.546835748722497,20.708080763409097,20.556461112792384,20.007088220603453,20.641410392240847,20.088304315601157,20.543991130333602,20.101190646891663,20.67728842547805,20.673322521483062,20.65174151393527,20.285229190368298,20.17903710921964,20.32746475537728,20.30351867728394,20.572931261828735,20.361209687346484,20.64662632036575,20.445132019832403,20.310439649649894,20.23551497977573,20.40955853398504,20.3896192819074,20.708457246627948,20.629004771683487,20.36202495795913,19.89485084348182,20.126092061304107,20.52666845646204,20.31453175366061,20.67504942600352,20.25362887707247,20.423651197665954,20.374502091532186,20.182807019668157,20.213442682681713
O00232,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12,20.834350686496368,20.493426428795352,19.966993836352923,20.509476066253704,20.066937833282974,20.065089340422016,20.09197099044969,20.021146446969514,20.28022737838013,20.0702545858841,20.401012414780826,20.54616770327963,20.052659352081854,19.988385705677832,20.043227130835135,20.022815110603027,20.07615274047959,20.308173203816917,20.138080049825,20.268546645894077,20.140569813365275,19.72906947403803,19.83359608299036,19.972631078375098,20.141366781117046,19.845794805866518,19.612682631533936,20.137235650416706,20.166025256495736,20.065282451329136,20.056250500167245,20.161074320890847,20.425281133362677,20.23602391073512,20.42576156813041,19.59550314668867,20.04381946783367,19.847088372718186,19.881070725966964,20.508967825822698,19.895193324188995,20.3310696954685,19.807819646764447,19.590697330176432,20.049113967111484
O00233,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9,17.75891235911925,18.00850315709896,18.96086503276253,18.24917595068361,17.09725575827884,18.14109048097897,17.94428723946362,17.60947785950357,17.95628307991499,18.11750237425815,17.309045879017553,18.642833883103226,18.125767008982226,18.45440019637938,17.54606172675988,17.208490324951025,17.31936732768599,17.84261871646918,17.5738010536362,18.258549006370426,17.849188229112436,17.324913867049407,17.83763010181857,17.912828656389905,17.88733635446556,17.251229935671397,17.977818694061238,18.052802158150204,18.189680017678437,17.86489454613723,17.874389499978303,18.17583278706914,17.969860845454267,18.720166926265527,17.886305522878438,17.818615674322853,18.372926663713404,18.148128691788664,18.40009845738041,18.144834447507986,18.277917460780653,18.9743643199595,18.1011186798818,17.286429233709384,19.22373992118974
O00264,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1,18.835340138551498,20.539928427706123,20.7581478258499,19.855491560069314,20.699862595977258,21.011362047659983,21.144356099294605,20.537661892132046,20.908299064399458,20.801921044490374,20.66967153985261,21.35734449557844,20.887577613911255,20.510125062880824,20.413632216335394,19.883398788132883,21.29928584353276,20.699230332552247,20.833113242097102,21.068475566808058,20.888632918446877,20.644381348210253,20.360740923872466,20.924909777624823,20.401404943480888,20.79108498788117,21.3223550219154,21.141082074621142,21.065942039273306,20.69913788767747,20.906640965998264,21.070947726034866,20.189167980772822,NA,18.107353627336487,20.734076182734324,21.116669587884292,20.43708859547953,21.582480307234846,20.57327033836078,20.66823567748735,20.777167806610723,19.88210316806414,20.97840168373722,21.2218615179959
O00299,CLIC1_HUMAN,CLIC1,Chloride intracellular channel protein 1,NA,20.67643923788368,20.919231052180674,21.288274939294844,20.06700574727276,20.149675097747675,20.599374394732692,20.75536999403114,19.920447360400814,19.855107303485482,20.29995893371786,20.184673517448545,NA,21.001790406515784,20.359310353520282,20.472180681020014,NA,20.676270556942928,20.790807972635488,20.621626163420128,20.891869608428898,20.97068832667848,20.30133033181321,20.12803090719079,20.893882339838243,19.602613092051897,22.305698469084668,19.627550983290057,20.612048783133623,20.768207253840234,21.41170553446235,21.502899940608383,20.400171121239158,22.051814282502306,20.77468185459417,20.140480859766814,19.967844912624354,21.078973457897884,20.48871917285755,20.94572254239227,20.906123575879906,22.514697103596024,21.78233874943515,20.880718549591755,22.080018016394753
O00303,EIF3F_HUMAN,EIF3F,Eukaryotic translation initiation factor 3 subunit F,19.0626407196468,19.993875911166764,19.08656842073965,19.470698304162386,20.092504153021455,19.680460751096113,19.80061559001748,19.722160542030064,20.0067094851589,19.945568723499104,19.48437758673116,19.54601430545353,18.90534204943785,19.45171371999828,19.082252252305352,19.941150738840847,19.966057491619793,20.063360167331524,19.897382077614715,19.678162409174806,19.716365671323828,19.68578208155964,20.108324721009584,20.13895891062091,19.644476765950216,19.76942530483743,19.262341521893983,NA,19.543223379112277,19.68777968419302,20.07027272179594,20.239547141072794,20.063966800941905,19.948855628115826,20.42099202316943,19.668836570035733,19.055715456759845,19.76214317703501,19.383316850020925,19.417917672406215,20.003118703953053,19.872167852788643,19.906540140739416,19.78632481483228,19.1675733575606
O00330,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",23.074292796098387,23.58288676310597,23.496143839284226,22.026420952250884,23.465954648460798,23.184716162388035,23.48014891065568,23.346325356386295,23.197936354834507,23.38037847663668,23.93726179911327,23.11169711369341,22.971499288256524,23.608173387363788,23.70769789458473,23.515569529245216,23.914630992729393,23.611833642295366,23.56036116222073,23.614526380746096,23.47133284002723,23.635943141501222,23.44429314815025,23.398607279226177,23.444288965551294,24.072979683648985,23.128603337976507,23.671121859832734,23.67166402875643,23.872522500237597,23.140032671156703,23.168637808187274,23.657932897486774,23.474988205784623,22.361013267795226,23.5412125767053,23.596758606250454,23.509019898794055,23.810466027942056,23.636725446270745,24.025519456690574,23.000956827779344,23.442965320143653,23.67343178587802,23.802847734645113
O00410,IPO5_HUMAN,IPO5,Importin-5,22.854270701465584,21.965217735270468,22.10571057742426,22.580564462291132,22.44246624367455,22.35463772345766,21.904399286331692,22.00484876097895,21.90188845760149,22.22056042361438,22.394750467002513,22.152883632123043,22.37298720708133,22.747434118931046,22.64333463653432,22.06588764038329,21.909378679156404,21.934838636752406,21.97191726273829,22.813167370280947,22.131121748843043,22.248294429929757,21.494778157023386,22.32489428726614,22.282159334464893,22.546413024582012,22.270266029890593,21.759994563115335,22.029183413403416,21.80164875635072,21.90342651787608,22.12718890188959,21.939174990188107,22.41017549463551,22.896503141148195,21.911997871466944,22.353553523217485,22.345899025652876,22.016873839951835,22.46028280186638,21.879098393072713,21.77169772331286,21.845574409387424,22.297631283414884,22.598376229463625
O00423,EMAL1_HUMAN,EML1,Echinoderm microtubule-associated protein-like 1,18.355762469468484,19.17680458720399,19.177212829720908,18.54419195814093,19.502058829191714,19.872724482830087,19.301728033986336,19.089469495848363,19.355852280019068,18.762861638376567,18.94888726427387,20.089978760928446,19.245667579198447,19.096887242809043,18.96858584199655,18.41885322954743,18.60729978975437,19.20340780958756,19.133025273661033,18.685321108718654,19.24117133625419,18.99562074043138,18.984166532640693,18.90522364783351,19.118493758775823,19.239421914459722,18.649720641307905,17.91185433650617,19.562246085290536,19.062602932097548,18.184557976388064,17.400212773059245,19.25924447840989,18.339644294991462,17.825211450317756,19.303223416051587,19.63887243735459,18.696299919462895,19.345448989808663,18.737246754952437,18.77205034437558,18.348077552631032,18.453389936129856,19.457546794736775,18.31668101664539
O00429,DNM1L_HUMAN,DNM1L,Dynamin-1-like protein,22.063736156087533,20.83973204242663,20.39134699714034,21.36585926473281,21.168494241072107,20.894852558679496,20.77843051853225,20.65380415840869,20.671444929251386,20.909381937649428,21.26734490246016,20.62588363234184,20.880701416744497,21.115640689668258,21.260363451172044,20.936549369881398,20.400021999424425,20.560669927833125,20.6596491886032,21.424804602922105,20.72774859617885,20.913098643979012,20.174481783781058,21.23110253957464,21.208918085325198,21.498452321678016,21.31410823227867,21.48656374558803,20.767402604203042,20.975611398536106,20.540759091815858,20.406038277560157,20.35490261267627,20.874121686673675,21.517281121604853,20.468446141938394,21.066085730999383,21.22097329278264,20.328472352121118,21.423557337087182,20.637669103534343,19.99021940806588,20.65844236618709,20.963008670161052,21.397811435403113
O00442,RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase,22.346832907145295,20.77926971564618,20.991343517403187,22.261999845205967,21.154411523314145,20.927889099343485,20.64843224606812,21.292136217799825,20.91436594884851,21.548823043413787,21.501281393278422,20.191412645384368,21.63247110832364,21.65071513100997,21.635920677523828,21.386763781608106,20.463877106664572,20.874106005510086,20.772917583592655,21.227426483339666,20.676866045573295,21.187567229256715,20.133908531494377,22.18711661159277,22.43283017198435,21.842540448054475,21.105587947394618,21.243437590490466,20.862909795790532,20.948137013344866,20.68902586639693,20.05159027460847,20.9338371816621,21.310482296494207,21.23056264463783,21.129892468217502,21.45406761497483,21.527938903586648,20.787840275577892,21.757482748742213,20.838409640740544,20.340527153698513,20.729179136524568,20.969084599487392,21.196435962651293
O00483,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4,27.186886695704338,26.767464818946685,26.509473668782817,26.883151876464055,26.750372870544393,25.87305442881827,26.745796916249134,26.625228482230938,25.85445530373219,26.7538928564443,27.057884073524157,25.76802289491596,26.975903783710184,26.091590770903455,27.41052185052659,27.4170840507746,25.5959319174103,26.293714017534924,26.694703767069864,26.52283688141179,26.763594441229092,26.947605708620767,26.663330269379742,26.020482414975344,26.592442423462128,26.977166024627262,26.24618166194682,25.112316679801516,26.676331762166722,27.154303097185476,26.94767831712714,25.51122991972699,26.704358021673958,26.087886796886067,26.576320021930886,26.773281635750358,26.614692166486392,26.623067510103134,26.8463352113777,26.241626206613013,27.11509166811173,26.091496012300688,26.388144217580088,26.294464370679304,26.326307855737628
O00487,PSDE_HUMAN,PSMD14,26S proteasome non-ATPase regulatory subunit 14,21.00032233673805,21.12469575968968,20.888874355411485,20.77323628068411,20.76136664611743,21.140948639055292,20.863342993264762,20.871665892856313,21.26373687077717,21.488843162138622,21.108687599793324,21.720022016493896,20.830962495323366,20.909353279385034,20.796598877840506,20.57100932786503,21.611017112352723,21.35858723777944,21.25359660032786,21.1548734900521,19.963814127060207,20.979590616607332,21.3749533752754,21.01285074246585,21.10636839015074,21.20824848382103,21.29730392333668,20.468220380041412,20.659160481313226,20.740838617033777,21.258476906032413,21.330927000541813,21.17569447768524,21.283819352921892,21.26596971958102,20.71716553207249,21.35271435998258,20.93688235975073,21.13431426250215,21.159217969149406,21.089384431027113,21.490854409218123,20.9928865193915,21.31316492579669,21.19376705124448
O00499,BIN1_HUMAN,BIN1,Myc box-dependent-interacting protein 1,26.210335432476914,26.473580419752373,26.602738560526564,26.83135991276001,26.31512842861932,26.78570256892127,26.510970086581793,26.246918141550903,26.79156810023696,26.357469419497384,26.128713928256133,26.343732781682416,26.076476758675597,26.460225639249625,26.386855350269784,25.93101089977608,26.404576317887294,26.584238777191384,26.675904634385983,26.246228742981067,26.228337951945868,25.99554096205078,25.844610161116833,26.67703250223587,26.248874929013734,25.949575146021235,26.382482807456192,26.25977307383977,26.45884306669041,26.30163590229933,25.944019145815336,26.98081170376881,26.394713355090207,26.62033736907142,27.117839960420973,26.287977221173037,26.24967965700829,26.169007162130207,26.663340532555004,26.072668789073802,25.864656948207113,26.212814766439024,25.749021397538275,26.30901997132096,26.018027220042445
O00505,IMA4_HUMAN,KPNA3,Importin subunit alpha-4,22.182565797667923,21.288654081776993,21.121580710148468,22.388018927497964,20.978332972944912,21.38858573097824,20.793476110576563,21.099577739288424,21.155087746170853,21.18095036387422,21.44528580239681,21.277272396675432,21.857839033605437,21.495947467758985,21.494546521568054,21.196597434845298,21.969709739961175,21.279246247795957,21.143448224804963,21.29081066753656,21.025989491329515,20.582594378174303,20.520114477879282,21.66780562439093,21.75040009937063,21.652333721647846,21.055591570840015,21.196379259586603,21.42837122742185,21.16862236425934,21.054629115959415,21.56072316316287,21.2176634110641,21.32518406712854,22.321316325809708,20.469387574179038,21.35563088056148,21.618306057739908,21.150575767289826,21.626842347588525,20.70679627423233,21.229128463367058,20.850192053469687,21.12632785619306,21.22717440037665
O00571,DDX3X_HUMAN,DDX3X,ATP-dependent RNA helicase DDX3X,20.915377159473074,19.67594617558944,19.476958748643842,20.462390676772287,19.65356723835018,19.116806859050953,19.274374987862675,20.09166414544999,19.725005490563863,19.971144832903462,19.771273342590657,18.36004911650272,19.19003342078713,20.828394086663977,19.718325163715736,20.06637449595126,19.845365069112052,19.33115597392219,19.605679019615668,19.480828268230244,19.82657646509003,20.026663054198064,19.607769512075276,19.989720746961222,19.834733000496882,20.65912307043116,20.195094327464936,19.931894955146937,20.08875124123093,19.06579083245756,20.08842711293479,19.477222748959505,19.775352450194355,20.510872751125216,20.700717641242132,20.318081719645324,19.750984370405078,20.623364142585803,19.04014987049036,20.089263748915975,19.5506769401095,19.32655868575036,19.801054068935603,20.71170368570989,18.619923154872485
O00629,IMA3_HUMAN,KPNA4,Importin subunit alpha-3,22.38004855101167,22.291319814229347,21.82815237930948,22.35035366444506,22.499979078781696,22.472938412765423,22.140947936685837,22.344493565164342,22.28358241515171,22.330434031746652,22.19604227621945,22.145661753326408,21.15257482554031,22.609141088101524,22.15581210715879,22.669696417191176,21.06345741116884,22.394232443411905,22.302558273264655,21.827359416510824,22.140903249120882,22.22913521512422,21.947527452472922,22.223588362477148,22.204415395965764,22.15995151406276,22.14099044677122,20.886181532953422,22.46496698153111,22.318033934465593,22.54667976717612,22.097843552161738,22.308275316776296,21.780413284832434,22.696046575447568,22.174860383978967,22.011184546865465,22.245310464386762,21.79879343609126,22.161826143437025,21.894186277517328,22.35031762444213,22.213644042121423,22.0789014178896,22.120687530652482
O00748,EST2_HUMAN,CES2,Cocaine esterase,NA,18.900544422020573,17.703798185329262,17.768632569604133,17.945145329817937,18.22036778369758,18.22967334173264,18.392092606341805,18.923629422298543,18.902149064326338,18.029683782417457,18.293779271129544,NA,NA,18.939335625930696,18.44706028278723,NA,18.048380581003183,17.59418771040867,17.81957913467984,18.101651888253812,17.213161388141273,18.05170407765527,19.229914060707692,18.77648059815911,16.971415763867007,18.520916375182196,NA,NA,19.231014298989177,18.24231304738478,17.43399840903312,18.71788761883684,17.2144079363804,18.19536775337448,18.3332275025014,18.401112149171453,17.407624547644897,19.017274857421032,17.977008811190796,17.377598653537692,18.228411017301756,16.884584878526066,NA,18.199884496821074
O00757,F16P2_HUMAN,FBP2,"Fructose-1,6-bisphosphatase isozyme 2",27.533432862013345,27.298001654499743,27.093807034584685,27.763095538333342,27.276710492406945,27.491294509879868,27.022617200052878,27.279960142560814,26.829223226616346,27.14345650007045,26.956525126275384,27.26498734438568,27.94418561993264,27.40818673059689,28.00477771620406,27.83335254056116,27.289998774518544,27.86612213715652,27.617598391010738,27.613710825412863,27.279652616964174,27.144539301522727,26.901310616935984,27.15763275395584,27.51016404356642,26.74193702046123,27.272971996485158,27.56072415482416,27.482315889241082,27.77099106841872,27.136226698568205,25.615848999607238,27.310192077085997,27.47619010656917,25.709660292052796,27.094636538434187,27.67429911626222,27.589741042478995,26.964624416833747,27.28010732038327,26.33949381416147,26.932496049524815,27.503661035713954,27.31507111834471,27.692563752667027
