uniprot_id,protein,gene,description,S03_T1,S10_T1,S16_T1,S22_T1,S24_T1,S27_T1,S28_T1,S04_T1,S05_T1,S06_T1,S12_T1,S14_T1,S17_T1,S21_T1,S30_T1,S03_T2,S10_T2,S16_T2,S22_T2,S24_T2,S27_T2,S29_T2,S04_T2,S05_T2,S06_T2,S12_T2,S14_T2,S17_T2,S21_T2,S30_T2,S03_T3,S10_T3,S16_T3,S22_T3,S24_T3,S27_T3,S29_T3,S04_T3,S05_T3,S06_T3,S12_T3,S14_T3,S17_T3,S21_T3,S30_T3
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,NA,NA,NA,NA,16.853964840426578,NA,17.21477225197966,16.62923257780558,16.668645648012898,NA,NA,16.432073768414345,NA,16.71144968350868,16.41485123062826,NA,NA,16.70959434911469,16.799123660143554,NA,16.522587553895995,NA,16.1884906746584,15.83643331987516,16.081447710914052,16.3894264261726,17.011797996121196,NA,15.77688406229753,NA,16.798776111649424,17.438514500324874,16.67354876982249,16.10178332693152,NA,17.097931838740216,NA,17.199685671210563,NA,NA,NA,16.997000917129693,NA,NA,16.280021403330245
A1L0T0,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein,NA,NA,NA,16.91857792551827,16.718580110745258,NA,NA,NA,16.660021151736263,NA,NA,NA,NA,NA,17.34758024374694,NA,NA,17.3071038572185,17.053931065929838,NA,NA,NA,15.46973956830188,NA,17.320005209323174,NA,16.74379215254233,NA,NA,16.915782819369014,17.034529643704833,18.60719984268577,15.4647777333071,17.358595731388913,17.251902260443345,NA,NA,NA,NA,16.875669327416187,NA,NA,NA,NA,17.233152809098446
A5D6W6,FITM1_HUMAN,FITM1,Fat storage-inducing transmembrane protein 1,NA,16.613739626576432,NA,16.13980104935611,NA,15.720341113562524,16.295342734288894,16.823491239973656,16.094485812663283,16.57861495532038,15.917927360539974,16.082672429182765,17.725042698191256,NA,16.35006572088189,17.357758316275433,17.269085423141014,14.92261361568959,17.511141792893845,17.00358820337144,NA,15.363544209893348,18.709367517825452,16.29766791653627,18.016689348766434,16.85245527364711,NA,NA,16.301926680680985,15.357045669465236,16.978192075378722,NA,16.370403451756086,17.402396512443705,16.255533910811497,16.752109365159612,NA,16.164673743350967,15.436047703368178,16.34537140550535,16.09440438396465,NA,16.358199452414475,NA,NA
A5YM72,CRNS1_HUMAN,CARNS1,Carnosine synthase 1,22.40548494897229,20.79438025605221,21.754534693811262,22.669988041454616,20.24982533004725,21.522721096330578,21.2018994929597,20.581651445670996,20.819889702948196,20.60347285616947,21.099947291226297,21.5363099446574,21.758147119513463,NA,21.567915336347514,21.4686145151968,21.457513373669865,22.765920709155097,22.159485861699128,21.429322412781094,21.773386507963387,21.431710406297448,21.759044886736923,21.557028021745182,21.452227240041164,21.42682459589206,21.950800067524867,22.302706192158084,21.031767193024223,21.357558421028767,21.754447561664758,20.923449324558668,22.19035777549443,21.95728428623894,20.53578274478566,21.42561671888912,21.521401599751616,21.305411365584938,21.28395711182003,20.835335781824014,21.475149945788363,21.28583651413198,21.578685266076597,NA,21.342477755578717
A6NCE7,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,19.64041504865937,18.84312357416149,NA,19.510598848796867,18.692883472551937,19.763548802488224,18.88585443119442,19.278382074014583,19.131718081916485,19.510267259358695,19.04473508451844,19.771942687899617,19.90850879232798,19.137863067137264,18.28894256252905,18.205369112401616,19.332690120059553,18.491881145215764,18.87933014473929,17.34676500685653,18.28006549609024,18.72329697333947,18.992022099618595,18.991516566598786,18.98235065298748,18.566100152469243,19.337054851785812,19.627210440758187,19.328817020666452,18.870886877884857,19.285937032908375,19.655684204127038,19.070774480962985,19.32931501353107,19.730231158839853,19.525843002503102,19.089553833854044,18.60218148692968,19.19011820855745,19.010083191576843,18.576600559079996,19.386560369122268,19.306675974636715,19.53318870126645,18.898100694421668
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase,22.424028164126113,22.873356307679032,22.77216132490328,23.200953751570054,22.091446552570876,22.79538955181308,22.69277302672919,22.453258325603,23.058230750199307,22.930343091426447,22.696406438985633,22.977128960772728,23.10280971812084,22.706594592519377,23.009864591960383,22.703007534427897,22.53043155445182,23.18927664099719,23.348646218373418,23.080001645181817,22.81335978266391,22.017491924738255,22.733755233947342,23.01538613020716,22.942418381928565,22.492686827207283,22.6776001515774,22.64600053865504,22.56668062979256,23.053704368583656,22.599761497364096,22.114244048272308,22.697764204004503,22.80404670843175,22.141529801547982,22.350877834481096,23.234676884968444,22.59821765515411,23.132191303569776,22.90929419216697,22.73535099103269,22.692212639822927,23.0602959466969,22.495301452538147,22.869290461765967
A6NNS2,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,23.68617519576549,22.829341387361413,23.53264084420917,23.151060799400078,22.215011788733793,22.42558650664581,22.85691775165018,22.57844601623382,22.83190037513815,22.914286987672337,23.371970178410482,22.060161170621807,22.82528558165592,23.257633266222722,22.288273466838245,22.210814967144383,22.203824420353133,23.186559969884765,21.938536649798877,22.638879601943238,23.185960239052854,22.00632815655164,21.59032106744516,23.028612561752677,22.56568770971176,22.924300728518094,22.087616471254318,23.045957714145384,22.311826872738557,21.948494697867176,22.3197213943081,21.40689226402182,23.200751937048206,22.547255766148258,21.914801037873527,23.20860551850868,22.08721596430008,22.955485047351427,22.76108822956114,22.847936912405824,22.029883775010408,21.79646320236487,22.230186221726374,22.458844748927135,21.5142172246884
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,22.78707756707047,23.593636248859184,24.306399158184753,24.885130183608158,23.93910311152852,23.252022795468875,23.965326100996112,23.565170783755043,23.794428828474555,23.320857963317,22.990965308386116,23.17764427477615,22.62956020145438,23.711375815484086,22.666232946561113,23.613425580467517,23.536804877626814,23.461175574936416,24.4769776561431,23.25103392869996,22.955849780398957,23.950124970874164,23.337441643865834,22.771435878968465,23.347437304363375,23.192873484035744,22.155769185174073,23.851667309591065,23.337400312851766,23.62825052429039,23.572701341671333,21.72015834947967,23.29957618424562,23.960425656279664,23.154346685772836,23.179258535497492,23.07770492805305,23.33423789458878,23.490202367614582,23.41113071372358,23.221225219604637,22.368896781643407,23.361026070067837,23.07878731343689,23.506465871474113
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,NA,NA,NA,NA,16.466848128703173,NA,NA,NA,NA,NA,NA,15.329906086414603,NA,NA,15.504373690599664,NA,NA,16.41419822685849,15.509301968365335,NA,NA,16.112457527254612,NA,14.845556056778939,16.183185754620393,15.497911096945057,NA,15.274789835392966,NA,16.58699854817356,NA,NA,15.05299931885176,NA,NA,NA,NA,NA,NA,15.502059594723187,NA,14.980297704912944,16.30085888441133,NA,NA
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",21.441561989566626,22.05898869383532,21.765958976144375,21.73858151368933,21.488573951580456,21.541418216838633,21.72466306504549,21.834190753856028,21.74915952070008,22.00621181353313,21.78042918075437,21.413520984375122,21.53082797021303,21.3926800740635,21.524947287197413,21.62020545734937,22.73553563767101,22.092234273379983,21.808147058122156,21.82467508714501,21.12970623242974,21.64123243774673,22.158151600189914,21.85377051702297,21.61065753701975,21.753895235307386,21.71886441065707,22.062092381168533,21.816346577284058,21.76153640177171,21.83072302027171,22.53307695730438,21.90247302863686,21.764932879358234,21.41134104414017,21.6287496547573,22.177518505764894,21.586273789437104,21.81759679804035,21.775680387184902,21.823104836992957,22.036899857841544,22.093732596665475,21.864407406448024,20.882883173161847
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,NA,NA,16.407806665902058,NA,NA,NA,16.12381864912376,16.32706969273755,16.457100211108287,NA,16.611384374083617,15.485032228125206,15.474560878852836,NA,15.965543789526023,17.625598914487355,NA,16.32760638667011,15.530504681696495,16.01434810772926,16.865369795037058,16.394123246341117,16.131855961349693,15.97450978809596,16.18140508964911,16.951925186119706,16.104957799252706,NA,16.586610665628925,17.21407798263891,16.795511050343144,NA,16.09413213201163,NA,NA,16.980832536930087,NA,15.737327685149777,17.11232327553961,16.83915799181002,17.10011064045,15.273505472820757,16.62698233015325,NA,16.7350468501174
O00151,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,23.618305169502477,21.610169495963028,21.76925414576081,21.601096603825003,22.85163149217376,23.220399420795857,22.744490993179035,22.806122581546035,22.840183463445847,22.096080799946993,22.08788513639112,22.403856512493803,23.364083188702423,23.007929935403816,22.200006137118233,22.97656083516789,21.544796299199863,21.2476964138315,21.90606836751432,22.52494214150508,22.682092964190748,23.123193003155155,23.327158896636654,22.246272660694846,21.75639879916038,22.536499218762167,22.903705106006868,23.344844180998034,22.96809256773489,22.31320097051389,23.391806205452355,23.3073540419197,21.60814820759184,22.11474425118353,24.570471395487672,23.661116692575984,21.835078379845367,21.96176800444672,22.131991433903778,21.526254667184613,22.756556013798747,22.889307735894626,23.045823696479207,23.09711836384976,21.923025672620646
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,20.986516907971968,20.33771417618565,19.745997101747324,20.75867515473908,20.28515414566994,20.07424023241826,20.86581068033457,20.535344018051777,19.835142085921454,19.61164815490697,19.647021278763432,19.507885879326,19.524779474026527,20.267615174885425,20.4611995139422,20.22441723664595,NA,19.747995742079908,19.804520275051985,20.500806282625778,20.868830257558805,20.752439139192337,20.187415318905128,19.964436113435465,20.612750724391294,20.207380707821898,21.02844411437838,20.625402687548263,20.067007051101633,20.218101475772418,20.321681045714517,20.297443975841418,19.642701676094664,19.287682618559273,20.973130260016074,19.59690992841889,19.45571106686326,20.230420641688333,19.556683993590607,20.3840129690492,19.730200171983714,19.78696736132222,19.471970368722317,19.522553245808073,20.630857896921402
O00168,PLM_HUMAN,FXYD1,Phospholemman,NA,NA,NA,15.17901456621685,NA,NA,16.30521247585572,15.936084705338624,16.7389649870609,16.611203090510067,NA,NA,18.089993125320483,NA,17.172976459002346,NA,NA,15.680030258466335,15.600624895204291,NA,NA,NA,18.010354808282887,17.63362190164645,16.55006844196978,NA,16.885109192264043,17.0436727063989,NA,16.474438503748623,16.542484143143906,NA,16.542068787024853,NA,16.23148799328598,NA,18.07187662262807,16.279218142448006,NA,16.771142947472747,NA,NA,NA,NA,NA
O00186,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,NA,19.511231351423426,19.275944775696516,18.814261969863924,19.26880745230466,18.960147120489758,18.73638769332045,18.908957698139574,19.249089288076753,19.360683891563127,18.95484814607224,19.194769452296963,17.682158063853652,18.62481420412512,17.898958374203506,18.780439436214216,NA,19.471813705192297,19.39415401430778,18.787148242823157,18.841384463977896,19.048538169983924,18.783449375711196,19.06048615641416,18.979883116112177,19.05486603867233,18.786275924511646,18.98455126405008,18.915230838892388,19.072876610080403,19.469088242624295,18.617557786707685,18.87495421164715,19.254198048155303,17.911607342644796,18.632958394124323,18.71750536547638,18.99019455143641,19.584402175020173,19.327121848474828,19.0775660714177,18.861091958714205,19.271820959521964,18.703998533885912,18.18222802425455
