gene,logFC,neg_log10_p,pi_score,adj_pval,direction
JPT2,0.3524,0.7383,0.549279,0.999146,NS
PPTC7,0.3505,0.7312,0.554208,0.999146,NS
DNAJA4,0.3267,0.7809,0.555779,0.999146,NS
ATP5MF,-0.3413,0.7473,0.555829,0.999146,NS
ACAA1,-0.3496,0.7227,0.558945,0.999146,NS
ARL8A,-0.3374,0.7486,0.559045,0.999146,NS
GNB2,0.2769,0.9118,0.559128,0.999146,NS
MOB2,-0.3861,0.6501,0.561087,0.999146,NS
VAT1,0.4206,0.5966,0.561109,0.999146,NS
NEDD8,-0.3074,0.8159,0.561327,0.999146,NS
DHRS11,-0.3543,0.7078,0.561327,0.999146,NS
LRPPRC,0.213,1.177,0.561379,0.999146,NS
SNTA1,-0.2851,0.877,0.562284,0.999146,NS
SLC1A4,-0.4727,0.5275,0.563231,0.999146,NS
PFDN4,-0.2968,0.8394,0.563464,0.999146,NS
GALK1,-0.4374,0.5661,0.565432,0.999146,NS
HNRNPU,0.4011,0.617,0.565604,0.999146,NS
LETM1,0.3099,0.7977,0.565943,0.999146,NS
OPTN,-0.4495,0.5497,0.566114,0.999146,NS
COPB1,0.3782,0.652,0.566779,0.999146,NS
LAP3,0.3196,0.7713,0.566931,0.999146,NS
PBDC1,-0.3306,0.7431,0.56797,0.999146,NS
SYNE2,-0.6132,0.3997,0.568718,0.999146,NS
MCU,-0.3259,0.7488,0.57015,0.999146,NS
DARS2,-0.384,0.6339,0.570964,0.999146,NS
CYCS,0.2875,0.8453,0.571475,0.999146,NS
MRPS23,0.3283,0.7398,0.57165,0.999146,NS
LMNB2,0.5482,0.4408,0.573266,0.999146,NS
RPS25,0.308,0.7841,0.573427,0.999146,NS
MYBPC1,-0.3911,0.6168,0.573818,0.999146,NS
ROMO1,0.3775,0.6363,0.575145,0.999146,NS
TUBB2A,0.3629,0.6611,0.575506,0.999146,NS
NPEPL1,0.3079,0.7788,0.575737,0.999146,NS
SERBP1,-0.3852,0.621,0.576455,0.999146,NS
MCEE,-0.3396,0.7021,0.577512,0.999146,NS
DHRS7C,-0.3191,0.7437,0.579064,0.999146,NS
ETFA,0.2114,1.1204,0.579583,0.999146,NS
DCTN3,0.3402,0.6962,0.579609,0.999146,NS
SDR39U1,0.4462,0.529,0.580711,0.999146,NS
JPH1,-0.3535,0.6672,0.580974,0.999146,NS
SORD,0.3353,0.7029,0.58115000000000006,0.999146,NS
CRIP2,0.4465,0.5264,0.582032,0.999146,NS
PPID,-0.3242,0.7245,0.58222,0.999146,NS
CCS,-0.4305,0.5401,0.585467,0.999146,NS
TMOD4,-0.4347,0.534,0.585919,0.999146,NS
PAIP1,0.3302,0.7028,0.586062,0.999146,NS
TUFM,0.2225,1.0318,0.589422,0.999146,NS
OGDH,0.1906,1.204,0.589477,0.999146,NS
ENOPH1,-0.2782,0.8212,0.590927,0.999146,NS
PCBP2,0.2247,1.013,0.592001,0.999146,NS
STT3A,0.4587,0.4961,0.592134,0.999146,NS
ERP44,-0.2769,0.8219,0.592151,0.999146,NS
KYAT1,-0.3655,0.6226,0.592156,0.999146,NS
NAGK,-0.3482,0.6493,0.594184,0.999146,NS
RAB5B,-0.3842,0.5882,0.594316,0.999146,NS
SLIRP,0.2822,0.7973,0.595621,0.999146,NS
MYH1,-0.5149,0.4368,0.595799,0.999146,NS
FSCN1,0.4785,0.4681,0.597072,0.999146,NS
TMED2,-0.4232,0.5265,0.598643,0.999146,NS
ERI3,-0.2817,0.7846,0.601079,0.999146,NS
SDHD,-0.3584,0.6154,0.601738,0.999146,NS
IDH3B,0.2382,0.9225,0.602913,0.999146,NS
GHITM,0.3348,0.6558,0.603185,0.999146,NS
ALDH9A1,-0.2188,0.9987,0.604625,0.999146,NS
CAB39L,-0.5587,0.3908,0.604866,0.999146,NS
DDOST,-0.2754,0.7864,0.607296,0.999146,NS
PSMC5,0.1972,1.0953,0.608115,0.999146,NS
ISYNA1,-0.4288,0.5018,0.6093,0.999146,NS
MB,0.2465,0.8727,0.609421,0.999146,NS
PVALB,0.5883,0.3654,0.609593,0.999146,NS
PDP1,-0.352,0.6097,0.610077,0.999146,NS
MRPL40,-0.4949,0.4316,0.611547,0.999146,NS
UBE2G1,-0.3871,0.5512,0.611798,0.999146,NS
VARS1,0.3058,0.6967,0.612236,0.999146,NS
PCCA,0.3214,0.6624,0.612502,0.999146,NS
HTRA2,-0.3473,0.6127,0.612664,0.999146,NS
RTN4IP1,-0.4254,0.4997,0.612981,0.999146,NS
HSD17B12,0.2895,0.7339,0.613157,0.999146,NS
DCTN4,-0.30620000000000003,0.6915,0.61417,0.999146,NS
FTL,0.4857,0.4354,0.614473,0.999146,NS
CLIC4,0.3444,0.609,0.616937,0.999146,NS
CLYBL,-0.4437,0.4715,0.617706,0.999146,NS
NANS,-0.429,0.4871,0.618071,0.999146,NS
PA2G4,-0.2507,0.8286,0.61986,0.999146,NS
IMPA2,-0.3143,0.6582,0.621062,0.999146,NS
COX5A,0.2647,0.7809,0.62131,0.999146,NS
TBCB,0.2865,0.7209,0.621532,0.999146,NS
ASPN,0.4977,0.4146,0.621813,0.999146,NS
SUCLG1,0.2274,0.9059,0.622244,0.999146,NS
SYNPO,0.3602,0.5678,0.624435,0.999146,NS
YARS1,-0.431,0.473,0.62537,0.999146,NS
PSME2,0.3592,0.5674,0.625455,0.999146,NS
CD63,0.38,0.5292,0.629417,0.999146,NS
DLAT,0.2122,0.9428,0.630864,0.999146,NS
CSNK1A1,-0.3695,0.5401,0.631597,0.999146,NS
DBI,-0.3477,0.5737,0.631731,0.999146,NS
AQP1,-0.3406,0.5855,0.631814,0.999146,NS
MT-CYB,-0.3555,0.56,0.632281,0.999146,NS
DCAF6,-0.2592,0.7678,0.632392,0.999146,NS
CHMP6,-0.2602,0.7637,0.632856,0.999146,NS
ADH1B,-0.3707,0.5358,0.632928,0.999146,NS
DPYSL2,0.2763,0.7177,0.633436,0.999146,NS
SLC25A11,-0.2735,0.7234,0.634142,0.999146,NS
PABPC4,-0.2474,0.7905,0.63742,0.999146,NS
RPL35,0.5496,0.3555,0.637708,0.999146,NS
PEA15,-0.5545,0.3521,0.637964,0.999146,NS
ALDH16A1,0.6155,0.3164,0.63866,0.999146,NS
IBA57,0.3641,0.5338,0.639192,0.999146,NS
IPO5,-0.2314,0.837,0.640259,0.999146,NS
AHNAK,0.2926,0.6612,0.64053,0.999146,NS
DECR1,0.1981,0.9766,0.640585,0.999146,NS
SYNC,0.3334,0.5772,0.642021,0.999146,NS
IRGQ,-0.3072,0.6255,0.642428,0.999146,NS
COQ10B,-0.415,0.4618,0.643257,0.999146,NS
RPL14,0.34,0.5626,0.643744,0.999146,NS
HIBCH,0.301,0.634,0.644422,0.999146,NS
SCP2,0.3283,0.576,0.647034,0.999146,NS
RMDN1,0.3097,0.6103,0.647097,0.999146,NS
ACACA,0.3739,0.5033,0.648377,0.999146,NS
MAPKAPK2,0.2614,0.7157,0.650008,0.999146,NS
CS,0.1925,0.9678,0.651241,0.999146,NS
CSRP3,0.2896,0.6419,0.651753,0.999146,NS
PSMB2,-0.2151,0.8586,0.65359,0.999146,NS
PGLS,-0.2696,0.6846,0.65378,0.999146,NS
NPM1,-0.2814,0.6492,0.656608,0.999146,NS
SYPL1,-0.2741,0.665,0.65722,0.999146,NS
ABCF2,-0.3353,0.5421,0.657994,0.999146,NS
FAM114A2,-0.284,0.6398,0.658106,0.999146,NS
AFG3L2,0.2178,0.8343,0.65813,0.999146,NS
SDHA,0.1841,0.9865,0.658257,0.999146,NS
PNPO,-0.2501,0.7244,0.658895,0.999146,NS
RPIA,0.3018,0.5993,0.659375,0.999146,NS
ACAD10,-0.2737,0.6585,0.660378,0.999146,NS
UBL5,-0.3532,0.506,0.662663,0.999146,NS
EYA3,-0.3373,0.5281,0.663545,0.999146,NS
BROX,-0.275,0.6456,0.664504,0.999146,NS
HNRNPUL2,0.4104,0.4307,0.66565,0.999146,NS
RRAD,0.432,0.409,0.665798,0.999146,NS
IMPDH2,-0.2295,0.7678,0.666541,0.999146,NS
ACO2,0.2013,0.8745,0.666798,0.999146,NS
HBG2,-0.5683,0.3088,0.667586,0.999146,NS
XRCC6,-0.2702,0.6491,0.667758,0.999146,NS
COPA,-0.5032,0.3484,0.667861,0.999146,NS
PSMD12,-0.1991,0.8781,0.668686,0.999146,NS
BSG,0.1977,0.8823,0.669218,0.999146,NS
MT-ND3,-0.3779,0.4609,0.669564,0.999146,NS
NIT1,-0.2512,0.6922,0.670026,0.999146,NS
MAT2A,0.2465,0.7053,0.670153,0.999146,NS
YWHAQ,0.2724,0.638,0.670208,0.999146,NS
TOMM40,0.3375,0.5145,0.670427,0.999146,NS
NDUFAF5,-0.3248,0.5332,0.671147,0.999146,NS
PTRHD1,-0.2934,0.589,0.671711,0.999146,NS
UNC45B,0.2552,0.6763,0.672089,0.999146,NS
NDUFA11,-0.328,0.5259,0.672226,0.999146,NS
EIF3I,0.2498,0.6904,0.672303,0.999146,NS
TMX3,0.275,0.6267,0.672435,0.999146,NS
PPIF,0.213,0.8028,0.674567,0.999146,NS
RPS27A,-0.3254,0.5246,0.67504,0.999146,NS
GPD2,-0.2198,0.7714,0.676724,0.999146,NS
DYNC1H1,0.2004,0.8462,0.676799,0.999146,NS
PRKG1,-0.35,0.484,0.677018,0.999146,NS
MME,-0.4285,0.3949,0.677272,0.999146,NS
MT-ND1,-0.324,0.522,0.67744,0.999146,NS
FAM136A,-0.329,0.5084,0.680363,0.999146,NS
EML1,-0.2715,0.6142,0.681133,0.999146,NS
HDHD5,0.2982,0.5586,0.681482,0.999146,NS
MYLK,-0.3961,0.4183,0.682826,0.999146,NS
OXCT1,-0.3709,0.4459,0.683345,0.999146,NS
AOC3,-0.3846,0.4277,0.684722,0.999146,NS
STOML2,0.2394,0.6817,0.686715,0.999146,NS
COA3,-0.3084,0.5279,0.68742,0.999146,NS
MT-ND2,-0.3162,0.514,0.687821,0.999146,NS
TIMM9,-0.3217,0.5016,0.689702,0.999146,NS
RIC8A,-0.4477,0.3596,0.690261,0.999146,NS
GYS1,0.1954,0.8213,0.691036,0.999146,NS
HLA-B,-0.323,0.492,0.693553,0.999146,NS
RBBP7,0.3535,0.4495,0.693644,0.999146,NS
PFDN2,-0.2518,0.6301,0.693952,0.999146,NS
QDPR,-0.1957,0.8102,0.694092,0.999146,NS
EIF4A2,-0.2019,0.7816,0.695348,0.999146,NS
RPL6,-0.3157,0.4993,0.695621,0.999146,NS
EHD4,-0.2826,0.5578,0.695641,0.999146,NS
HLA-A,0.3218,0.4853,0.697952,0.999146,NS
RPA3,-0.3103,0.4969,0.701157,0.999146,NS
FBP1,0.3985,0.3862,0.70163,0.999146,NS
ARL1,-0.3866,0.3973,0.702105,0.999146,NS
OXSR1,-0.2495,0.6128,0.703183,0.999146,NS
GLRX,-0.2747,0.5557,0.70361,0.999146,NS
PSMB5,-0.1866,0.8154,0.704417,0.999146,NS
