set,NGenes,Direction,PValue,FDR,PValue.Mixed,FDR.Mixed,consistent,n
Down,30,Down,0.08726180387856955,0.1745236077571391,0.30308774623310564,0.30308774623310564,TRUE,30
Up,54,Up,0.2665694803116952,0.2665694803116952,0.02594836956991383,0.05189673913982766,TRUE,54
