pathway,contrast,pval,padj,NES,ES,size,database,leadingEdge
GOBP_SKIN_DEVELOPMENT,Training_HR,0.1409356725146199,0.5503479773814702,-1.3102368751882112,-0.4076804611389655,20,GO:BP,DHCR24;MAP2K1;GNAS;FLNB;PPP3CA;PLEC;COL1A2
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,Training_HR,0.0017424509165802323,0.03829339805042604,1.58811079809119,0.3251025656083749,128,GO:BP,ACAD10;TKFC;HMGCL;CPT1A;HIBADH;HK1;GCDH;ALDH4A1;CRAT;ACAD8;HSD17B10;GOT2;DLAT;DLST;BCAT2;ADHFE1;ECH1;SHMT1;BCKDHA;GLUD1;ECI2;ETFB;SLC16A1;PFKL;CARNS1;TST;GLUL;BLMH;DDAH1;KYAT3;DECR1;ETFA;ACAA1;HIBCH;GCSH;ALDH5A1;ACAA2;PFKM;ALDH1B1;PFKFB2;ADIPOQ;ACADVL;ACADM;ALDH1L1;HADHB;NQO2;ILVBL;CPT2
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,Training_HR,0.5738057948316366,0.8869336976508073,-0.9166739725575811,-0.28998740332908735,19,GO:BP,OGN;TPM1;PAK1;XRCC5;GSTP1;APOD;NDRG2;SERPINF2;POLDIP2
GOBP_SODIUM_ION_TRANSPORT,Training_HR,0.9066276803118909,0.998529563893774,-0.6665171744465905,-0.20738694978065994,20,GO:BP,CHP1;ACTN4;DMD;SLMAP;ATP2B4
GOBP_SPERMATID_DIFFERENTIATION,Training_HR,0.8285602196939976,0.998529563893774,-0.7405789910343487,-0.2378444591094407,18,GO:BP,DYNLL1;PRKACA;FXR1;PITHD1;PAFAH1B1;HSPA2;H3-3A;DLD;QKI;DDX6
GOBP_SPINDLE_ASSEMBLY,Training_HR,0.22101378908525926,0.6528169557500879,-1.2011281216371477,-0.36020076405458046,23,GO:BP,DRG1;MAPRE2;MAPRE1;CHMP2A;FLNA;KPNB1;PPP2R1A;CHMP6
GOBP_SPINDLE_ORGANIZATION,Training_HR,0.30349218599266836,0.7296387956365376,-1.0990680489462947,-0.28611405344181945,41,GO:BP,DRG1;MAPRE2;MAPRE1;CHMP2A;FLNA;TPPP;VCP;SBDS;KPNB1;PPP2R1A;NTMT1;EML1;CHMP6
GOBP_SPROUTING_ANGIOGENESIS,Training_HR,0.8406539294859169,0.998529563893774,-0.7148022534579128,-0.24203190339019295,15,GO:BP,RTN4;TGM2
GOBP_STEM_CELL_DIFFERENTIATION,Training_HR,0.7783251231527094,0.998529563893774,0.7811820213981997,0.2413182116574772,20,GO:BP,UFL1;PDCD6;MTCH2;HSPA9;HNRNPU;ITGB1;OCIAD1;MSI2
GOBP_STEROID_BIOSYNTHETIC_PROCESS,Training_HR,0.5171620325982742,0.8773489222888181,-0.9599693265316659,-0.27344570466535273,28,GO:BP,DHCR24;PRKACA;AKR1B1;MAPK1;KPNB1;TSPO
GOBP_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,Training_HR,0.6939233278955954,0.9578769699864637,0.8346589221231454,0.264966803070817,18,GO:BP,UFL1;FKBP4;CALR
GOBP_STEROID_METABOLIC_PROCESS,Training_HR,0.7281833943363514,0.9728754643282186,-0.8467430968869658,-0.21340258886368746,47,GO:BP,DHCR24;NPC2;PRKACA;APOL1;AKR1B1;MAPK1;KPNB1;TSPO
GOBP_STEROL_BIOSYNTHETIC_PROCESS,Training_HR,0.25093559188497144,0.6862683994054539,-1.1821500035707417,-0.40027576028591305,15,GO:BP,DHCR24;PRKACA;MAPK1;KPNB1
GOBP_STEROL_TRANSPORT,Training_HR,0.9397024275646045,0.998529563893774,-0.6291479999024316,-0.1990293171435439,19,GO:BP,NPC2;CAV1;CD36;TSPO
GOBP_STRESS_FIBER_ASSEMBLY,Training_HR,0.8411291984339584,0.998529563893774,0.7338473458903928,0.22337671644895932,21,GO:BP,CLASP2;ZYX;PAK2;FHOD1;DNM2;ITGB1;PFN1
GOBP_STRIATED_MUSCLE_ADAPTATION,Training_HR,0.03746795503845395,0.28786355700275595,-1.5472886562483943,-0.5051919034112519,17,GO:BP,MYH6;TNNI1;MLIP;MYOZ1;PPP3CA;CAMK2G;ATP2B4;TNNC1;TCAP;TNNT1
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,Training_HR,6.542745147189329e-4,0.01627077411603662,-1.7799971105992363,-0.40042253926051735,80,GO:BP,MYH6;CFL2;MYH3;SYNPO2L;TMOD4;ACTA1;PDLIM5;TNNT3;MYBPH;MYOM3;TPM1;PAK1;MYOZ1;TOMM70;TTN;ALPK3;NEB;CSRP3;PPP3CA;PLEC;ACTN2;SMYD1;EHD2;TMOD1;FLNC;DCAF8;MYBPC1;GSK3A;KRAS;TCAP;TNNT1;BIN3;PRKAR1A;TRIM72;ADPRHL1;MYL2;MYPN;MYOM2;LMOD3;CASQ1
GOBP_STRIATED_MUSCLE_CONTRACTION,Training_HR,2.9114778510382723e-4,0.008092195791856374,-1.8625220096134294,-0.43025800243062423,70,GO:BP,MYH6;HRC;MYH3;SYNM;CACNA2D1;TNNC2;PRKACA;TNNT3;TNNI1;MYH8;MYBPH;CAV1;BIN1;TPM1;EEF2;FLNA;TTN;FKBP1A;GSTM2;TMEM38A;CSRP3;CASQ2;MYLK2;MYL4;DMD;TNNC1;GAA;MAP2K3;TCAP;JSRP1;TNNT1
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,Training_HR,0.9442730824593872,0.998529563893774,0.62215258819539,0.18637589395208393,22,GO:BP,CKB;COX6B1;GLUD1;NDUFS3;MAOB
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,Training_HR,0.4863080209749466,0.8510390367061565,-0.9726628854317227,-0.2916873797130851,23,GO:BP,FERMT3;LAMC1;FLNA;ACTN4;RAB1A;CDC42;PARVB;RAC1;PXN;FN1;P4HB;FBLN1;FERMT2
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,Training_HR,0.9430281962147548,0.998529563893774,-0.6655286435523624,-0.1748596504711386,39,GO:BP,MLYCD;BCKDK;THTPA
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,Training_HR,0.6848739495798319,0.9520323191317717,0.8906107667818478,0.19703218670483574,82,GO:BP,GSTK1;OXSM;PDHX;GCDH;ACSF2;DLAT;DLST;ACACA;PDHA1;SUCLG1;SUCLA2;OPLAH;PDK2;TST;BLMH;SUCLG2;ACSL1;PPCS;STAT5B;MMUT;PDHB;CBR4
GOBP_SYMBIONT_ENTRY_INTO_HOST,Training_HR,0.9021169159060012,0.998529563893774,-0.6786134006061114,-0.20837412558790547,21,GO:BP,JPT2;LAMP1;CAV1
GOBP_SYNAPSE_ASSEMBLY,Training_HR,0.22808745322040574,0.6571422051624495,-1.2075960848204055,-0.4088917984263696,15,GO:BP,RTN4;PTPN1;PDLIM5
GOBP_SYNAPTIC_VESICLE_RECYCLING,Training_HR,0.9926055652850749,0.998529563893774,-0.5070165895645556,-0.15387116492703354,22,GO:BP,ACTB;BIN1;PLAA;ARPC3;PARK7;RAC1
GOBP_TAXIS,Training_HR,0.8997682502896871,0.998529563893774,-0.7145123196605864,-0.18772952251354547,39,GO:BP,MAP2K1;TYMP;DNM1L;MAPK1;PLEC;SBDS;PPBP;GSTP1
GOBP_TELENCEPHALON_DEVELOPMENT,Training_HR,0.053292141340027036,0.3379937823243325,-1.4658103977334662,-0.4310848627857248,25,GO:BP,SYNE2;RTN4;GART;CFL1;ATIC;FLNA;FXR1;YWHAE;ATP2B4;PAFAH1B1;RAC1;TUBB2A;GSK3B
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,Training_HR,0.8056688417618271,0.998529563893774,0.7521584051517994,0.2387765861400717,18,GO:BP,TCP1;PTGES3;HNRNPU;HSP90AA1;CCT3
GOBP_TELOMERE_ORGANIZATION,Training_HR,0.9821391484942886,0.998529563893774,0.5685622471870154,0.15534974411976876,31,GO:BP,TCP1;PTGES3;XRCC6;PRKCQ;HNRNPU;HSP90AA1;CCT3
GOBP_TEMPERATURE_HOMEOSTASIS,Training_HR,0.9377980510055982,0.998529563893774,0.6365612615083566,0.18432164224004866,25,GO:BP,FABP5;MFN2;FH;DECR1;ACSL1;ADIPOQ;ACADVL;CPT2
GOBP_TERPENOID_METABOLIC_PROCESS,Training_HR,0.9509227337254107,0.998529563893774,0.6000172607127179,0.19247835834662544,17,GO:BP,RDH11
GOBP_TETRAPYRROLE_METABOLIC_PROCESS,Training_HR,0.32406091370558376,0.7409881135279371,1.1062731467620894,0.36744949663660986,15,GO:BP,MMAB;FXN;SUCLA2;IBA57;PGRMC1
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS,Training_HR,0.15957228048529715,0.5755565078572741,1.2806377184288058,0.38363578988434144,22,GO:BP,PDHX;GCDH;DLAT;ACACA;PDHA1;PDK2;ACSL1;PPCS;MMUT;PDHB;CBR4
GOBP_TISSUE_HOMEOSTASIS,Training_HR,0.7473316912972086,0.982237062970601,0.8036693043412461,0.24826485246103647,20,GO:BP,RAB7A;ACACA;BSG;FH
GOBP_TISSUE_REGENERATION,Training_HR,0.7203072680716959,0.9696693918959242,-0.8121400981866792,-0.2749904786012174,15,GO:BP,MUSTN1;MYOZ1;PPP3CA;APOD;KPNA1;BIN3
GOBP_TORC1_SIGNALING,Training_HR,0.01726144297905353,0.1920251028304853,-1.6284280722197992,-0.4837706465397185,24,GO:BP,OTUB1;UBE2D1;PRKACA;LAMTOR3;YWHAG;CSNK1A1;UBE2N;YWHAZ;SAR1B
GOBP_TOR_SIGNALING,Training_HR,0.12466072120977123,0.519833012093404,-1.3035162922276065,-0.35217482409704415,35,GO:BP,OTUB1;UBE2D1;PRKACA;LAMTOR3;TIPRL;YWHAG;CSNK1A1;UBE2N;YWHAZ;SAR1B
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,Training_HR,0.987680100229693,0.998529563893774,0.5320306254953869,0.15137570722165633,27,GO:BP,USP15;ZYX
GOBP_TRANSITION_METAL_ION_TRANSPORT,Training_HR,0.8886635570878118,0.998529563893774,0.6799076442801955,0.21810623754877517,17,GO:BP,FKBP4;FXN;DNM2;TFRC;CLTC
GOBP_TRANSLATIONAL_ELONGATION,Training_HR,0.5177873740489409,0.8773489222888181,0.9547772431927388,0.2860190017714235,22,GO:BP,HBS1L;UFL1;MTRES1;RACK1;GFM1;SRP9;AARS1
GOBP_TRANSLATIONAL_INITIATION,Training_HR,0.8530697190426639,0.998529563893774,0.7748687182705045,0.18747195760322913,52,GO:BP,EIF3B;EIF3C;ABCF1;EIF3L;EIF3K;EIF3F;EIF1;EIF3I;EIF2S2;EIF5B
GOBP_TRICARBOXYLIC_ACID_CYCLE,Training_HR,2.2040106400364362e-5,8.331160219337728e-4,2.2354342422255864,0.647288698766112,25,GO:BP,IDH3A;NNT;CS;DLAT;IDH3B;DLST;MDH2;IDH2;PDHA1;FH;SUCLG1;SUCLA2;SDHD;SUCLG2;IDH3G;SDHB;PDHB;SDHA
GOBP_TRNA_METABOLIC_PROCESS,Training_HR,0.8888888888888888,0.998529563893774,0.7327039519890666,0.18954658232448668,39,GO:BP,HSD17B10;TPRKB;YARS1;FARSB;DARS1;LRRC47;TARS1;IARS1;IARS2;AARS1
GOBP_TRNA_PROCESSING,Training_HR,0.6716564900531811,0.9512677822454775,-0.8450183276724784,-0.2861230406826212,15,GO:BP,TRMT112;GRSF1;RTCB;DDX1;SSB
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,Training_HR,0.0569009647568419,0.34633988559874945,-1.4870341093171062,-0.4948410377119917,16,GO:BP,MAPKAPK2;SPPL2A;CPNE1;ACTN4;EIF5A;GSTP1;ANXA4
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,Training_HR,0.1538158154210215,0.5751329088654942,-1.2924079364090872,-0.4219729930428051,17,GO:BP,MAPKAPK2;AKAP12;LTF;CD36;TSPO;GSTP1;FXR1
GOBP_TYPE_I_INTERFERON_PRODUCTION,Training_HR,0.16653589642997255,0.5828756375049039,-1.2682074563357701,-0.4072976956441244,18,GO:BP,PPM1B;NPLOC4;BANF1;TOMM70
GOBP_T_CELL_DIFFERENTIATION,Training_HR,0.16801419838296194,0.5837257995290406,-1.276238263859324,-0.4166935724124245,17,GO:BP,ACTB;B2M;LGALS1;HLA-DRA;HMGB1;DNAJA3;STAT3;PRDX2;ANXA1;PNP;OPA1;PPP3CB;RHOA
GOBP_T_CELL_MEDIATED_IMMUNITY,Training_HR,0.8329718004338394,0.998529563893774,-0.7343349524497852,-0.23976138574492512,17,GO:BP,YWHAG;HLA-C;AZGP1;B2M
GOBP_T_CELL_PROLIFERATION,Training_HR,0.9861054352268084,0.998529563893774,0.5155108544290624,0.16127765162897362,19,GO:BP,PRKCQ;CD81;TFRC;STAT5B;RPS3
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,Training_HR,0.4342159702110054,0.8217337340028672,1.0116919439174232,0.2899079412644585,26,GO:BP,FABP5;MIF;PTGES3;COMT;EPHX1;MGLL;ACAA1;ACSL1
GOBP_VACUOLAR_TRANSPORT,Training_HR,0.559017027863777,0.8831496692797265,-0.9306607268348778,-0.27131130920618995,26,GO:BP,LAMP1;VPS13C;BIN1;CHMP2A;VCP;CHMP6;HOOK3
GOBP_VACUOLE_ORGANIZATION,Training_HR,0.21128125605737547,0.6503608696228659,-1.1845000412246458,-0.3099664271924532,40,GO:BP,MAP1LC3B2;TOM1;LAMP1;ATP6V1H;CHMP2A;CTSD;NSFL1C;CHMP6;HOOK3;IRGQ;SEC22B;ANXA2;GAA;RAB1A
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,Training_HR,0.8501341510157149,0.998529563893774,-0.7440918803246864,-0.21019888255804903,29,GO:BP,MAP2K1;AKAP12;CAV1;CD36;PLEC;ATP2B4;S100A1;SMTNL1;SERPINF2;GCLM;GCLC
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,Training_HR,0.6704721362229102,0.9512677822454775,-0.8612668223344557,-0.2510812183276702,26,GO:BP,TMED2;MYO18A;SEC31A;SAR1B;CHMP6;PREB;TMED10;ANXA2;RAB1A
GOBP_VESICLE_LOCALIZATION,Training_HR,0.4602559131446297,0.834735409841278,-0.9933653859758146,-0.2683804430800622,35,GO:BP,MAP2K1;TMED2;RAB11B;CHMP2A;COPS5;ACTN4;SAR1B;CHMP6;PREB;FYCO1;TMED10;RAB1A;PAFAH1B1
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,Training_HR,0.9949836002315261,0.998529563893774,-0.5319160636954169,-0.1384706444888649,41,GO:BP,ACTB;BIN1;PPP3CA;NAPA;PLAA;ARPC3;RAB8A;PARK7;RAC1;RAP1B;ATP6V1E1;ARHGDIA;CANX;EPS15L1;CTBP1
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,Training_HR,0.6500479386385427,0.9413119818345039,-0.872527000380468,-0.2485378999770712,28,GO:BP,RAB10;RAB11B;ARHGAP1;OPTN;ACTN2;EHD2;RAB8A
GOBP_VESICLE_ORGANIZATION,Training_HR,0.7397998460354118,0.9803523439832786,-0.8550839639406959,-0.20086952313941528,65,GO:BP,TOM1;TMED2;ATP6V1H;MYO18A;CAV1;CHMP2A;SEC31A;SAR1B;RAB8A;GOSR2;CHMP6;PREB;HOOK3;RAB5B;TMED10;ANXA2;RAB1A;PAFAH1B1;IST1
GOBP_VIRAL_GENE_EXPRESSION,Training_HR,0.8831650525448176,0.998529563893774,0.6977232581921372,0.2123808599674455,21,GO:BP,EIF3B;EIF3L;EIF3F
GOBP_VIRAL_GENOME_REPLICATION,Training_HR,0.8310351524567877,0.998529563893774,-0.7375993070674676,-0.22648625934464695,21,GO:BP,PPID;BANF1;LTF;VCP
GOBP_VIRAL_LIFE_CYCLE,Training_HR,0.97165991902834,0.998529563893774,-0.6637893049377288,-0.1599214341714042,58,GO:BP,JPT2;LAMP1;PPID;BANF1;CAV1;CHMP2A;LTF;CSNK2B;VCP
GOBP_VIRAL_PROCESS,Training_HR,0.9343981745579008,0.998529563893774,-0.7358711361608035,-0.1655392512467808,80,GO:BP,JPT2;LAMP1;PPID;CFL1;BANF1;MCTS1;CSNK1A1;CAV1;CHMP2A;LTF;PSMC3;CSNK2B;VCP;KPNA3;CHMP6;GSK3A;CSDE1;LGALS1;SSB;RAB1A
GOBP_VIRAL_RELEASE_FROM_HOST_CELL,Training_HR,0.45076142131979696,0.8324450228689901,1.0019630928905694,0.3328028301226386,15,GO:BP,VPS4B;VAPA;RAB7A
GOBP_VITAMIN_METABOLIC_PROCESS,Training_HR,0.8994436431073562,0.998529563893774,0.6789633338113845,0.20667050299406317,21,GO:BP,MMAB;SHMT1;ATP1A2;NNMT
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,Training_HR,0.8450244698205547,0.998529563893774,0.7209056838686804,0.22885524770330415,18,GO:BP,MMAB;SHMT1;ATP1A2;NNMT
GOBP_WNT_SIGNALING_PATHWAY,Training_HR,0.9020543681261672,0.998529563893774,0.7242729147463596,0.185258152244255,41,GO:BP,JUP;CSNK2A1;VPS4B;RPS12;USP47;ILK;RACK1
GOBP_WOUND_HEALING,Training_HR,0.28489593278594616,0.71134907511451,-1.10110732701877,-0.2560506955433801,68,GO:BP,RAP2B;GNAS;ACTB;FERMT3;KLKB1;CAV1;TPM1;PAK1;MYOZ1;CHMP2A;CD59;FLNA;CD36;PPP3CA;PLEC;LMAN1
GOBP_XENOBIOTIC_METABOLIC_PROCESS,Training_HR,0.5754289094853087,0.8869336976508073,-0.9092716366417779,-0.29687845702087345,17,GO:BP,CMBL;GSTM2;GSTP1;CES2;GSTM3;ABHD10;GSTM1
HALLMARK_ADIPOGENESIS,Training_HR,0.010552975939214858,0.07598142676234698,1.5252499171620544,0.32773590685072496,98,Hallmark,IDH3A;COQ5;CS;COQ3;CRAT;SAMM50;UBQLN1;AK2;DLAT;ATP5PO;AIFM1;MDH2;UQCR10;ECH1;MTCH2;BCKDHA;ETFB;UQCRC1;SUCLG1;GHITM;NDUFS3;MGLL;PFKL;TST;CHCHD10;DECR1;ITGA7;MTARC2;HIBCH;IDH3G;ACAA2;SDHB;ADIPOQ;ACADM;NDUFB7;TALDO1
HALLMARK_ALLOGRAFT_REJECTION,Training_HR,0.510061919504644,0.7983577870507471,-0.9638901449851734,-0.28099853107186157,26,Hallmark,UBE2D1;UBE2N;FLNA;EIF5A;WARS1;B2M;RPL9;ABCE1
HALLMARK_ANDROGEN_RESPONSE,Training_HR,0.13363072148952676,0.46900269541778977,-1.3053404837528535,-0.3877883343774433,24,Hallmark,DHCR24;PDLIM5;AKAP12;XRCC5;LMAN1;AZGP1;B2M;NGLY1;PA2G4
HALLMARK_APICAL_JUNCTION,Training_HR,0.9778505392912172,0.9778505392912172,-0.5939752410575299,-0.1613307252457741,34,Hallmark,ACTA1;ACTB;ACTN4;ACTN2;FBN1;FLNC;SPEG;AKT2;FSCN1;YWHAH;VCL;ACTN3;ACTN1;GAMT
HALLMARK_APOPTOSIS,Training_HR,0.739231214989376,0.8402994385527137,-0.8228288480354303,-0.22714233956833785,32,Hallmark,PEA15;ADD1;CAV1;PAK1;DNM1L;TSPO
HALLMARK_BILE_ACID_METABOLISM,Training_HR,0.3658962905418528,0.7082003101340874,-1.068382565434154,-0.3280561254270347,21,Hallmark,MLYCD;DHCR24
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Training_HR,0.2675198049969531,0.6420475319926874,1.1634056541891482,0.37986947529612514,16,Hallmark,FABP5;CD9;ALDOC;ECH1;NIBAN1
HALLMARK_COAGULATION,Training_HR,0.8756516702066036,0.9006702893553636,-0.7141997313540115,-0.21004128069251737,25,Hallmark,PREP;KLKB1
HALLMARK_COMPLEMENT,Training_HR,0.08323677095403631,0.38694728712106585,-1.357269733954049,-0.35660630624020245,39,Hallmark,PREP;KLKB1;XPNPEP1;LTF;CD59;CD36;CTSD;CA2;ACTN2;GRB2
HALLMARK_DNA_REPAIR,Training_HR,0.09673682178026646,0.38694728712106585,-1.3593742452561512,-0.39978271466542814,25,Hallmark,BOLA2;RPA2;TMED2;NT5C;MRPL40;RPA3
HALLMARK_E2F_TARGETS,Training_HR,0.46205442698351856,0.7920933034003175,-0.9942434127453322,-0.2808643124268163,29,Hallmark,SYNCRIP;RPA2;XPO1;RPA3;CSE1L;ANP32E;CTPS1;PA2G4;HNRNPD;SNRPB
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Training_HR,0.2172901725140531,0.5729901798852819,-1.1791487010330757,-0.3085660593223454,40,Hallmark,GPC1;COL6A2;LAMC1;TPM1;TGM2;CD59;FLNA;COL1A2;FBN1;COL6A3;LGALS1;COL4A2;VIM;FN1;DPYSL3;CAP2;FBLN1;FERMT2;LUM
HALLMARK_ESTROGEN_RESPONSE_EARLY,Training_HR,0.554131335042398,0.831197002563597,-0.9228811392353691,-0.3013219785913133,17,Hallmark,PDLIM3;BLVRB;FLNB;TGM2
HALLMARK_ESTROGEN_RESPONSE_LATE,Training_HR,0.6412435233160622,0.8402994385527137,0.8858116398905744,0.2405298144658364,32,Hallmark,CKB;FABP5;FKBP4;CD9;IDH2;ETFB;SLC16A1;TST
HALLMARK_FATTY_ACID_METABOLISM,Training_HR,7.354808054481718e-5,0.0013238654498067093,1.84647005665757,0.4031247122947833,88,Hallmark,HMGCL;CPT1A;RDH11;HCCS;GCDH;CRAT;HSD17B10;MIF;IDH3B;DLST;MDH2;PDHA1;ECH1;OSTC;ECI2;FH;SUCLG1;GAPDHS;EPHX1;HSDL2;SUCLA2;MGLL;SDHD;ERP29;GLUL;HSP90AA1;DECR1;SUCLG2;ACAA1;ACSL1;HIBCH;HSPH1;IDH3G;ACAA2;PDHB;ACADVL;SDHA;ACADM;HADHB;IDI1;CPT2;CRYZ
HALLMARK_G2M_CHECKPOINT,Training_HR,0.0058184639255236615,0.05236617532971295,-1.7565561572809172,-0.5218347204815406,24,Hallmark,SYNCRIP;PURA;NCL;RPA2;CUL5;XPO1;SFPQ;CUL4A;KPNB1;DMD;HNRNPD;PAFAH1B1
HALLMARK_GLYCOLYSIS,Training_HR,0.44323646247125237,0.7920933034003175,1.0026716855804758,0.23407756270630758,62,Hallmark,FKBP4;GOT2;SLC25A13;MIF;MDH2;ALDH7A1;GAPDHS;PYGB;GYS1;COPB2;PFKFB1;PGLS;FAM162A
HALLMARK_HEME_METABOLISM,Training_HR,0.7946892437944968,0.8669337205030874,-0.8095402407059242,-0.19914995189788887,52,Hallmark,DCUN1D1;PSMD9;BLVRB;ADD1;HAGH;OPTN;CA2;FBXO7;MYL4;MAP2K3;MGST3;FN3K;GLRX5;UBAC1;GCLM;BLVRA;GCLC;RAD23A;CTSB
HALLMARK_HYPOXIA,Training_HR,0.8599730717445663,0.9006702893553636,-0.7671661832455768,-0.18954419675414447,51,Hallmark,GPC1;XPNPEP1;AKAP12;CAV1;TGM2;NAGK;AMPD3;GPI;ANXA2;GAA;LXN;ERO1A;GAPDH;TPI1;CAVIN1;ENO3;PGM1;UGP2;GALK1;LDHA;ENO2;SLC37A4;GRHPR;ENO1;PRDX5
HALLMARK_IL2_STAT5_SIGNALING,Training_HR,0.020392309186249756,0.12235385511749854,-1.5994611629800868,-0.4796550198123652,23,Hallmark,MAPKAPK2;SYNGR2;FAH;TGM2;PLEC;CA2;GALM;AHCY;ANXA4;RNH1
HALLMARK_INTERFERON_GAMMA_RESPONSE,Training_HR,0.6507102549134073,0.8402994385527137,-0.8631812106775113,-0.26196124774565144,22,Hallmark,SPPL2A;PTPN1;PSMA2;WARS1;B2M
HALLMARK_KRAS_SIGNALING_UP,Training_HR,0.6713920063004528,0.8402994385527137,-0.8494660705707717,-0.282677222552351,16,Hallmark,CAB39L;AKAP12;CA2;PPBP;APOD;AKT2;ERO1A
HALLMARK_MITOTIC_SPINDLE,Training_HR,0.14540519581233036,0.46900269541778977,-1.2711039496686354,-0.3434178863377379,35,Hallmark,STK38L;PDLIM5;MAPRE1;FLNB;BIN1;CAPZB;FLNA;ACTN4;YWHAE;HOOK3;CDC42;PAFAH1B1;PXN;FSCN1;ARHGDIA;VCL;TUBA4A
HALLMARK_MTORC1_SIGNALING,Training_HR,0.22282951439983184,0.5729901798852819,1.1398563951809402,0.2493386239947264,87,Hallmark,TOMM40;RDH11;ARPC5L;UBE2D3;FDXR;NAMPT;CD9;ACACA;HSPA4;HSPE1;CALR;USO1;NIBAN1;EIF2S2;HSPA9;PFKL;HSPD1;PPA1;TFRC;SHMT2;ACTR2;PPIA;ACTR3;PDAP1;PSMA3;IDI1
HALLMARK_MYC_TARGETS_V1,Training_HR,0.5016659725114535,0.7983577870507471,0.9776286686436709,0.2019951950767968,122,Hallmark,EIF3B;COX5A;AIMP2;PABPC4;RPS6;NAP1L1;GOT2;PCBP1;UBA2;VDAC3;TCP1;VDAC1;PTGES3;HSPE1;SNRPG;XRCC6;PSMB2;RACK1;EIF2S2;SNRPD3;SRSF2;HNRNPU;RPLP0;C1QBP;HSPD1;IARS1;CCT3
HALLMARK_MYOGENESIS,Training_HR,0.0022946925039219936,0.027536310047063924,-1.6379529846509673,-0.35449494280223637,99,Hallmark,HRC;MYH4;ANKRD2;COL6A2;MYH3;SYNGR2;SH3BGR;ACTA1;FHL1;TNNC2;FABP3;TNNT3;TNNI1;MYH8;MB;MYBPH;BIN1;MYOZ1;DES;CD36;CSRP3;ACTN2;CASQ2;APOD;MYL4;DMD;EIF4A2;COL6A3;CRYAB;TNNC1;MYL1;COL4A2;GAA;TCAP;MYL6B;TPM3;TNNT1;SPEG;AKT2;FDPS;AK1;MYL2;PVALB;PDLIM7
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Training_HR,5.397956768174233e-22,1.943264436542724e-20,2.991186776762455,0.5985434695006101,152,Hallmark,VDAC2;TIMM13;SLC25A4;CPT1A;PDHX;COX5A;IDH3A;ATP5F1A;NNT;CS;UQCRC2;ATP5MG;SLC25A6;HCCS;COX5B;HSD17B10;GOT2;FXN;MFN2;NDUFA7;COX6B1;DLAT;IDH3B;DLST;NDUFB8;ATP5PO;VDAC3;SLC25A11;AIFM1;MDH2;UQCR10;NDUFS8;IDH2;VDAC1;NDUFS7;PDHA1;ECH1;NDUFA2;BCKDHA;GLUD1;AFG3L2;ETFB;NDUFB4;NDUFA6;ATP5F1E;UQCRC1;NDUFV2;TIMM9;NDUFS4;FH;SUCLG1;LRPPRC;ATP5F1B;NDUFB5;TIMM50;SUCLA2;NDUFS3;SDHD;HSPA9;MRPS22;DECR1;SLC25A12;COX4I1;ETFA;MAOB;COX7A2;HTRA2;CYB5R3;ACAA1;NDUFB6;NDUFS1;IDH3G;ACAA2;SDHB;NDUFA3;NDUFV1;PHB2;UQCRFS1;PDHB;ACADVL;SDHA;ACADM;NDUFB7;ATP6V1G1;UQCRH;HADHB;NQO2;SURF1;TIMM10;PRDX3;ATP5PB;ATP5ME;IMMT
HALLMARK_P53_PATHWAY,Training_HR,0.15633423180592992,0.46900269541778977,1.2711821570171202,0.3680814352611482,25,Hallmark,SESN1;TPRKB;RPS12;FDXR;EPHX1;RACK1;FAM162A;RPL36;CD81;COQ8A
HALLMARK_PEROXISOME,Training_HR,0.08858390517779165,0.38694728712106585,1.354267409361742,0.35504290948463474,37,Hallmark,HMGCL;SLC25A4;GSTK1;RDH11;VPS4B;CRAT;IDH2;ECH1;ECI2
