pathway,pathway_label,database,nes_x,nes_y,padj_x,padj_y,significance,set_size
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,Protein Localization To Cell Junction,GO:BP,0.794,-1.454,0.8975,0.3195,NS,17
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS,Muscle Cell Apoptotic Process,GO:BP,1.12,-1.127,0.5601,0.6648,NS,17
GOBP_ENDOTHELIAL_CELL_PROLIFERATION,Endothelial Cell Proliferation,GO:BP,0.817,1.428,0.8868,0.3625,NS,15
GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,Epigenetic Regulation Of Gene Expression,GO:BP,1.328,0.916,0.3432,0.8457,NS,16
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,Organic Acid Biosynthetic Process,GO:BP,-1.545,0.699,0.08068,0.9888,NS,63
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION,Regulation Of Microtubule Polymerization,GO:BP,1.409,0.833,0.2706,0.8927,NS,17
GOBP_STEROL_BIOSYNTHETIC_PROCESS,Sterol Biosynthetic Process,GO:BP,1.105,-1.137,0.5746,0.6542,NS,16
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION,Positive Regulation Of Protein Secretion,GO:BP,1.133,-1.108,0.5233,0.6653,NS,28
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Regulation Of Nervous System Development,GO:BP,1.242,-0.997,0.3636,0.7692,NS,42
GOBP_RESPONSE_TO_CARBOHYDRATE,Response To Carbohydrate,GO:BP,-1.083,1.155,0.5746,0.6277,NS,36
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,Regulation Of Canonical Wnt Signaling Pathway,GO:BP,1.366,0.87,0.2782,0.8775,NS,22
GOBP_PLATELET_AGGREGATION,Platelet Aggregation,GO:BP,1.205,1.031,0.4482,0.742,NS,21
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,Positive Regulation Of Calcium Ion Transport,GO:BP,-1.103,1.133,0.5685,0.6653,NS,22
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,Ribose Phosphate Metabolic Process,GO:BP,-1.398,-0.837,0.0894,0.9771,NS,153
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,Positive Regulation Of Vasculature Develop...,GO:BP,-1.088,1.145,0.5858,0.6596,NS,20
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,Modified Amino Acid Biosynthetic Process,GO:BP,-1.043,1.188,0.6471,0.615,NS,18
GOBP_XENOBIOTIC_METABOLIC_PROCESS,Xenobiotic Metabolic Process,GO:BP,0.858,-1.372,0.8583,0.3996,NS,17
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,Homeostasis Of Number Of Cells,GO:BP,1.302,0.924,0.2923,0.855,NS,44
GOBP_CELLULAR_SENESCENCE,Cellular Senescence,GO:BP,-1.384,-0.841,0.2923,0.8927,NS,17
GOBP_AUTOPHAGOSOME_ORGANIZATION,Autophagosome Organization,GO:BP,0.998,-1.224,0.6971,0.5566,NS,21
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Regulation Of Intracellular Protein Transport,GO:BP,0.957,1.264,0.7396,0.4993,NS,30
GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Canonical Nf Kappab Signal Transduction,GO:BP,1.078,1.142,0.575,0.6319,NS,47
GOBP_GLUTATHIONE_METABOLIC_PROCESS,Glutathione Metabolic Process,GO:BP,-0.852,1.366,0.8678,0.4006,NS,22
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE,Glycolytic Process Through Fructose 6 Phos...,GO:BP,-1.222,-0.993,0.4367,0.7727,NS,16
GOBP_STEROL_TRANSPORT,Sterol Transport,GO:BP,0.692,1.523,0.9772,0.2514,NS,19
GOBP_LYTIC_VACUOLE_ORGANIZATION,Lytic Vacuole Organization,GO:BP,0.971,-1.241,0.7188,0.5356,NS,17
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,Actin Mediated Cell Contraction,GO:BP,1.224,0.988,0.3938,0.7874,NS,36
HALLMARK_PROTEIN_SECRETION,Protein Secretion,Hallmark,1.195,-1.017,0.4254,0.6247,NS,37
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM,Release Of Sequestered Calcium Ion Into Cy...,GO:BP,1.384,-0.827,0.2706,0.9011,NS,21
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,Positive Regulation Of Cell Cell Adhesion,GO:BP,-0.895,1.312,0.8283,0.4514,NS,32
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Regulation Of Cellular Response To Insulin...,GO:BP,1.269,-0.938,0.3879,0.8406,NS,17
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,Response To Topologically Incorrect Protein,GO:BP,1.628,0.579,0.0719,0.9966,NS,42
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION,Cellular Response To Calcium Ion,GO:BP,1.045,1.16,0.6471,0.641,NS,18
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,Cellular Response To Unfolded Protein,GO:BP,1.404,-0.8,0.2698,0.9186,NS,20
GOBP_HEART_MORPHOGENESIS,Heart Morphogenesis,GO:BP,1.315,0.889,0.3204,0.8731,NS,26
GOBP_GOLGI_VESICLE_TRANSPORT,Golgi Vesicle Transport,GO:BP,1.272,0.931,0.298,0.859,NS,69
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,Transforming Growth Factor Beta Receptor S...,GO:BP,1.508,-0.695,0.16,0.9822,NS,27
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Positive Regulation Of Neuron Projection D...,GO:BP,0.964,1.237,0.7252,0.5624,NS,17
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,Glycerophospholipid Metabolic Process,GO:BP,-0.942,-1.259,0.7522,0.5048,NS,25
GOBP_MUSCLE_CELL_PROLIFERATION,Muscle Cell Proliferation,GO:BP,-0.517,1.683,0.9986,0.1132,NS,26
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,Regulation Of Wnt Signaling Pathway,GO:BP,1.417,0.783,0.2267,0.9284,NS,28
GOBP_GLUCOSE_CATABOLIC_PROCESS,Glucose Catabolic Process,GO:BP,-1.379,-0.82,0.2952,0.9011,NS,17
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Purine Nucleoside Monophosphate Metabolic ...,GO:BP,-0.711,1.488,0.9688,0.2763,NS,22
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,Response To Transforming Growth Factor Beta,GO:BP,1.349,-0.848,0.2706,0.9011,NS,33
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,Substrate Adhesion Dependent Cell Spreading,GO:BP,1.358,0.838,0.2873,0.8942,NS,23
GOBP_RESPONSE_TO_CORTICOSTEROID,Response To Corticosteroid,GO:BP,0.968,1.228,0.7252,0.5573,NS,24
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Nucleoside Monophosphate Biosynthetic Process,GO:BP,-0.789,1.406,0.9031,0.3802,NS,16
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TRANSPORT,Positive Regulation Of Protein Transport,GO:BP,1.273,-0.918,0.318,0.8717,NS,48
GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Regulation Of Post Translational Protein M...,GO:BP,1.458,0.725,0.1274,0.9806,NS,59
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,Vesicle Mediated Transport In Synapse,GO:BP,1.291,0.892,0.3178,0.8752,NS,41
GOBP_REGULATION_OF_GTPASE_ACTIVITY,Regulation Of Gtpase Activity,GO:BP,-1.128,-1.054,0.5417,0.738,NS,15
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,Response To Xenobiotic Stimulus,GO:BP,-0.745,1.437,0.9838,0.2173,NS,67
GOBP_ERYTHROCYTE_HOMEOSTASIS,Erythrocyte Homeostasis,GO:BP,1.282,0.898,0.3672,0.8717,NS,24
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY,Canonical Wnt Signaling Pathway,GO:BP,1.336,0.843,0.3103,0.8927,NS,24
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Extrinsic Apoptotic Signaling Pathway,GO:BP,1.25,0.929,0.3743,0.8478,NS,30
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS,Glycoprotein Metabolic Process,GO:BP,1.05,1.129,0.6458,0.6715,NS,24
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Negative Regulation Of Response To Endopla...,GO:BP,1.143,1.036,0.5319,0.742,NS,17
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY,Hormone Mediated Signaling Pathway,GO:BP,1.049,1.127,0.6434,0.6653,NS,27
GOBP_CARDIAC_CONDUCTION,Cardiac Conduction,GO:BP,1.324,-0.849,0.318,0.8927,NS,22
GOBP_NUCLEAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,Nuclear Receptor Mediated Signaling Pathway,GO:BP,1.142,1.031,0.5163,0.742,NS,25
GOBP_NUCLEOBASE_METABOLIC_PROCESS,Nucleobase Metabolic Process,GO:BP,0.735,1.433,0.9577,0.3476,NS,17
GOBP_VIRAL_RELEASE_FROM_HOST_CELL,Viral Release From Host Cell,GO:BP,1.045,1.12,0.6475,0.6817,NS,15
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,Biological Process Involved In Interaction...,GO:BP,1.26,0.904,0.3479,0.8717,NS,39
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,Positive Regulation Of Mapk Cascade,GO:BP,0.944,1.218,0.764,0.5511,NS,33
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,Purine Nucleotide Catabolic Process,GO:BP,-1.213,-0.947,0.3879,0.8417,NS,48
GOBP_EPITHELIAL_CELL_DEVELOPMENT,Epithelial Cell Development,GO:BP,0.999,1.158,0.6971,0.6319,NS,29
HALLMARK_PEROXISOME,Peroxisome,Hallmark,-1.225,0.931,0.3706,0.7213,NS,37
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Establishment Of Protein Localization To M...,GO:BP,-1.029,-1.127,0.6471,0.615,NS,51
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,Integrin Mediated Signaling Pathway,GO:BP,1.108,1.047,0.5685,0.7402,NS,21
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,Regulation Of Carbohydrate Catabolic Process,GO:BP,-0.803,-1.352,0.8967,0.4138,NS,20
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS,Response To Organophosphorus,GO:BP,-1.457,0.697,0.2448,0.9699,NS,16
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,Positive Regulation Of Epithelial Cell Pro...,GO:BP,1.211,0.942,0.4513,0.8311,NS,15
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Regulation Of Response To Endoplasmic Reti...,GO:BP,1.321,0.831,0.3204,0.9011,NS,24
GOBP_RESPONSE_TO_KETONE,Response To Ketone,GO:BP,1.062,-1.089,0.6195,0.6817,NS,29
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION,Negative Regulation Of Cell Adhesion,GO:BP,1.239,0.906,0.3929,0.867,NS,28
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,Sarcoplasmic Reticulum Calcium Ion Transport,GO:BP,1.134,-1.011,0.5233,0.7537,NS,24
GOBP_EPIDERMAL_CELL_DIFFERENTIATION,Epidermal Cell Differentiation,GO:BP,0.992,-1.151,0.6971,0.6319,NS,17
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,Response To Reactive Oxygen Species,GO:BP,0.844,1.298,0.8959,0.4382,NS,46
GOBP_RESPONSE_TO_LIGHT_STIMULUS,Response To Light Stimulus,GO:BP,0.967,1.172,0.7293,0.6007,NS,43
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT,Positive Regulation Of Cell Development,GO:BP,0.988,1.147,0.7098,0.6277,NS,44
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,Regulation Of Signal Transduction By p53 C...,GO:BP,1.128,1.007,0.5417,0.7622,NS,19
GOBP_SPERMATID_DIFFERENTIATION,Spermatid Differentiation,GO:BP,0.965,1.169,0.7253,0.6319,NS,18
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Nucleoside Monophosphate Metabolic Process,GO:BP,-0.615,1.518,0.9926,0.2351,NS,26
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,Primary Alcohol Metabolic Process,GO:BP,1.207,-0.926,0.4403,0.8424,NS,22
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Positive Regulation Of Pattern Recognition...,GO:BP,1.331,0.801,0.3397,0.9071,NS,15
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,Cellular Response To Topologically Incorre...,GO:BP,1.4,-0.732,0.2623,0.9699,NS,24
GOBP_IMPORT_INTO_NUCLEUS,Import Into Nucleus,GO:BP,1.011,1.121,0.6841,0.6653,NS,38
HALLMARK_ESTROGEN_RESPONSE_EARLY,Estrogen Response Early,Hallmark,0.696,1.435,0.9623,0.2102,NS,17
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS,Secondary Alcohol Metabolic Process,GO:BP,-0.941,1.189,0.7545,0.6007,NS,28
GOBP_TRNA_METABOLIC_PROCESS,Trna Metabolic Process,GO:BP,0.919,-1.211,0.8078,0.5226,NS,39
GOBP_MYOBLAST_DIFFERENTIATION,Myoblast Differentiation,GO:BP,1.172,0.957,0.4913,0.8197,NS,17
GOBP_STEM_CELL_DIFFERENTIATION,Stem Cell Differentiation,GO:BP,1.545,0.584,0.147,0.993,NS,20
GOBP_REGULATION_OF_PROTEIN_TRANSPORT,Regulation Of Protein Transport,GO:BP,1.083,1.045,0.5629,0.7327,NS,76
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM,Cellular Process Involved In Reproduction ...,GO:BP,1.092,1.035,0.5746,0.742,NS,25
GOBP_MICROTUBULE_BASED_TRANSPORT,Microtubule Based Transport,GO:BP,1.323,0.803,0.3085,0.9154,NS,29
GOBP_REGULATION_OF_EXOCYTOSIS,Regulation Of Exocytosis,GO:BP,0.958,1.168,0.733,0.6252,NS,27
GOBP_ORGANIC_ANION_TRANSPORT,Organic Anion Transport,GO:BP,-1.242,0.882,0.3555,0.878,NS,46
GOBP_MEMBRANE_DOCKING,Membrane Docking,GO:BP,1.098,1.022,0.575,0.7492,NS,19
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY,Regulation Of Mitochondrial Membrane Perme...,GO:BP,-1.428,0.692,0.2688,0.9699,NS,16
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,Regulation Of Postsynaptic Membrane Neurot...,GO:BP,-1.3,-0.819,0.3665,0.9011,NS,16
GOBP_T_CELL_PROLIFERATION,T Cell Proliferation,GO:BP,0.838,1.281,0.8757,0.5191,NS,19
GOBP_ORGANIC_ACID_TRANSPORT,Organic Acid Transport,GO:BP,-1.143,0.975,0.4871,0.8035,NS,39
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,Nucleoside Diphosphate Metabolic Process,GO:BP,-1.311,-0.806,0.2952,0.9458,NS,43
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,Positive Regulation Of Establishment Of Pr...,GO:BP,1.259,0.857,0.3085,0.9011,NS,68
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Regulation Of Transmembrane Receptor Prote...,GO:BP,1.247,-0.868,0.385,0.8814,NS,26
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION,Cortical Cytoskeleton Organization,GO:BP,0.799,1.315,0.8948,0.4967,NS,16
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,Positive Regulation Of Catalytic Activity,GO:BP,1.068,1.044,0.599,0.739,NS,46
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,Vesicle Mediated Transport To The Plasma M...,GO:BP,1.14,-0.972,0.516,0.8035,NS,28
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM,Regulation Of Circadian Rhythm,GO:BP,1.148,-0.962,0.5233,0.8035,NS,18
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY,Regulation Of Synaptic Plasticity,GO:BP,1.106,1.002,0.5629,0.7705,NS,23
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,External Encapsulating Structure Organization,GO:BP,0.969,1.138,0.7291,0.6443,NS,32
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,Amino Acid Biosynthetic Process,GO:BP,-1.596,0.51,0.1229,0.9966,NS,16
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,Myeloid Leukocyte Differentiation,GO:BP,0.828,1.278,0.8817,0.5235,NS,17
GOBP_LYSOSOMAL_TRANSPORT,Lysosomal Transport,GO:BP,1.33,0.774,0.3172,0.9326,NS,24
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,Regulation Of Synapse Structure Or Activity,GO:BP,1.228,0.876,0.4081,0.8752,NS,28
GOBP_TRNA_PROCESSING,Trna Processing,GO:BP,-0.624,-1.48,0.9843,0.2969,NS,15
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,Positive Regulation Of Lipid Localization,GO:BP,-1.049,1.051,0.6439,0.738,NS,16
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Apoptotic Signaling...,GO:BP,0.962,1.137,0.7427,0.6379,NS,48
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,Antigen Receptor Mediated Signaling Pathway,GO:BP,-0.783,-1.315,0.9032,0.4778,NS,15
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Positive Regulation Of Post Translational ...,GO:BP,1.46,0.638,0.1767,0.992,NS,29
GOBP_CARDIOCYTE_DIFFERENTIATION,Cardiocyte Differentiation,GO:BP,1.439,0.656,0.222,0.9865,NS,27
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS,Monosaccharide Catabolic Process,GO:BP,-1.343,-0.751,0.3178,0.9636,NS,22
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Ubiquitin Dependent...,GO:BP,1.22,0.873,0.4403,0.8752,NS,17
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,Peripheral Nervous System Development,GO:BP,0.985,-1.108,0.7098,0.6772,NS,18
GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS,Regulation Of Amide Metabolic Process,GO:BP,0.753,1.34,0.9371,0.4587,NS,18
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,Embryonic Organ Development,GO:BP,1.216,-0.875,0.4397,0.8764,NS,20
GOBP_MONOATOMIC_ANION_TRANSPORT,Monoatomic Anion Transport,GO:BP,0.901,1.189,0.7972,0.615,NS,16
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,Positive Regulation Of Actin Filament Bund...,GO:BP,0.852,1.237,0.8613,0.5663,NS,16
GOBP_CARDIAC_CELL_DEVELOPMENT,Cardiac Cell Development,GO:BP,1.392,0.694,0.2698,0.9699,NS,21
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,Regulation Of Membrane Permeability,GO:BP,-1.413,0.669,0.2706,0.9772,NS,17
GOBP_ALCOHOL_METABOLIC_PROCESS,Alcohol Metabolic Process,GO:BP,-1.013,1.068,0.6725,0.6994,NS,69
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,Cellular Response To Abiotic Stimulus,GO:BP,-0.925,1.155,0.8086,0.615,NS,52
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,Negative Regulation Of Cell Cycle Process,GO:BP,1.091,-0.989,0.5885,0.7727,NS,17
GOBP_SPINDLE_ASSEMBLY,Spindle Assembly,GO:BP,1.352,-0.728,0.2952,0.9699,NS,23
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,Cellular Response To Alcohol,GO:BP,-1.072,-1.006,0.6134,0.7633,NS,15
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Positive Regulation Of Phosphatidylinosito...,GO:BP,0.964,1.114,0.7253,0.6922,NS,18
GOBP_REGULATION_OF_MACROAUTOPHAGY,Regulation Of Macroautophagy,GO:BP,-0.671,-1.407,0.9926,0.2747,NS,49
GOBP_GOLGI_ORGANIZATION,Golgi Organization,GO:BP,1.38,0.698,0.2706,0.9771,NS,27
GOBP_GASTRULATION,Gastrulation,GO:BP,1.277,0.797,0.3846,0.9113,NS,17
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,Insulin Receptor Signaling Pathway,GO:BP,1.194,-0.88,0.4482,0.8752,NS,26
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,Positive Regulation Of Cold Induced Thermo...,GO:BP,-1.323,-0.751,0.3449,0.9449,NS,15
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,Negative Regulation Of Endocytosis,GO:BP,1.36,-0.712,0.3158,0.9699,NS,15
GOBP_HEART_PROCESS,Heart Process,GO:BP,1.277,0.794,0.2952,0.9552,NS,65
GOBP_CARBOHYDRATE_TRANSPORT,Carbohydrate Transport,GO:BP,0.726,1.342,0.9623,0.4584,NS,18
GOBP_CALCIUM_MEDIATED_SIGNALING,Calcium Mediated Signaling,GO:BP,1.053,-1.015,0.6392,0.742,NS,38
GOBP_MEMBRANE_FUSION,Membrane Fusion,GO:BP,1.151,0.914,0.4913,0.867,NS,34
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Regulation Of Monoatomic Ion Transport,GO:BP,1.146,0.919,0.4471,0.8719,NS,86
GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,Glycosyl Compound Metabolic Process,GO:BP,0.996,1.068,0.6971,0.7291,NS,18
GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON,Cellular Response To Type Ii Interferon,GO:BP,1.306,0.751,0.3437,0.9481,NS,20
GOBP_ORGANELLE_DISASSEMBLY,Organelle Disassembly,GO:BP,0.835,-1.221,0.8757,0.5657,NS,16
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,Negative Regulation Of Defense Response,GO:BP,0.577,1.478,0.9942,0.2746,NS,28
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION,Regulation Of Postsynapse Organization,GO:BP,1.075,-0.979,0.61240000000000006,0.788,NS,15
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,Organic Acid Transmembrane Transport,GO:BP,-1.399,0.654,0.2698,0.9829,NS,23
GOBP_T_CELL_MEDIATED_IMMUNITY,T Cell Mediated Immunity,GO:BP,-0.972,1.078,0.7252,0.7138,NS,17
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,Cellular Response To Peptide Hormone Stimulus,GO:BP,1.08,-0.968,0.5746,0.8154,NS,61
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Cytoplasmic Pattern Recognition Receptor S...,GO:BP,0.931,1.117,0.7782,0.6742,NS,31
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Positive Regulation Of Reactive Oxygen Spe...,GO:BP,1.117,0.931,0.5629,0.8417,NS,17
GOBP_RESPONSE_TO_ESTRADIOL,Response To Estradiol,GO:BP,-0.784,1.264,0.9103,0.5331,NS,17
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,Cardiac Muscle Cell Differentiation,GO:BP,1.348,0.699,0.298,0.974,NS,25
GOBP_CELLULAR_RESPONSE_TO_STARVATION,Cellular Response To Starvation,GO:BP,1.158,0.889,0.4781,0.8752,NS,33
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS,Cellular Response To Nutrient Levels,GO:BP,1.099,0.941,0.5601,0.8417,NS,40
GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,Regulation Of Protein Import Into Nucleus,GO:BP,-0.804,1.235,0.8906,0.568,NS,15
GOBP_PHAGOCYTOSIS,Phagocytosis,GO:BP,1.104,0.934,0.5621,0.8424,NS,29
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,Cytoplasmic Translational Initiation,GO:BP,1.382,0.656,0.2706,0.9829,NS,24
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS,Regulation Of Lipid Metabolic Process,GO:BP,0.779,1.259,0.9623,0.4778,NS,52
GOBP_CELLULAR_RESPONSE_TO_KETONE,Cellular Response To Ketone,GO:BP,1.004,-1.031,0.6889,0.7416,NS,19
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Regulation Of G Protein Coupled Receptor S...,GO:BP,0.803,1.231,0.8906,0.5697,NS,16
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION,Regulation Of Translational Initiation,GO:BP,1.191,-0.843,0.4502,0.9011,NS,27
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,Cardiac Muscle Tissue Development,GO:BP,1.191,0.84,0.424,0.9011,NS,41
GOBP_LOCOMOTORY_BEHAVIOR,Locomotory Behavior,GO:BP,0.605,1.426,0.9901,0.3371,NS,20
HALLMARK_HYPOXIA,Hypoxia,Hallmark,0.968,1.063,0.7465,0.5978,NS,50
GOBP_AMINE_METABOLIC_PROCESS,Amine Metabolic Process,GO:BP,-0.852,1.178,0.8667,0.6314,NS,16
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,Monocarboxylic Acid Transport,GO:BP,-1.186,0.844,0.4533,0.8927,NS,26
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,Cellular Response To Reactive Oxygen Species,GO:BP,0.869,1.16,0.8667,0.618,NS,33
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,Vascular Process In Circulatory System,GO:BP,-0.404,1.625,1,0.1452,NS,29
GOBP_POTASSIUM_ION_TRANSPORT,Potassium Ion Transport,GO:BP,1.322,-0.705,0.318,0.9771,NS,26
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,Regulation Of Adaptive Immune Response,GO:BP,-1.095,0.932,0.5746,0.8417,NS,21
