gene,lfc_hi,lfc_lo,sig_hi,sig_lo,sig_int,quadrant,class
HNRNPDL,0.605920963555089,0.332373730772613,FALSE,FALSE,FALSE,Concordant Up,NS
XPO1,0.116961282120737,-0.36402872453316,FALSE,FALSE,FALSE,HR Up / LR Down,NS
ATP2A1,-0.0114098768924293,-9.3667380220807e-4,FALSE,FALSE,FALSE,Concordant Down,NS
SYNM,-0.156540711526233,0.0399544532362555,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ARPC1B,-0.658317311722737,0.487507693910324,FALSE,FALSE,TRUE,HR Down / LR Up,Divergent
ARPC2,0.911920660871754,0.230506495996831,TRUE,FALSE,FALSE,Concordant Up,HR
ARPC3,0.150425952804071,0.258066320395589,FALSE,FALSE,FALSE,Concordant Up,NS
PGRMC2,-0.166724065848495,0.0995416159625151,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PFDN6,-0.218917991441707,-0.00176641113021603,FALSE,FALSE,FALSE,Concordant Down,NS
TCAP,0.809817903189387,1.21724338388735,FALSE,TRUE,FALSE,Concordant Up,LR
PMM2,0.247521013458201,-0.0584858509511257,FALSE,FALSE,FALSE,HR Up / LR Down,NS
EIF3D,0.33900420420953,-0.10533767194466,FALSE,FALSE,FALSE,HR Up / LR Down,NS
BCAT2,-0.172086428925539,-0.321428453934566,FALSE,FALSE,FALSE,Concordant Down,NS
STX7,0.198998173991271,-0.136661041284707,FALSE,FALSE,FALSE,HR Up / LR Down,NS
YKT6,-0.0612897365481508,0.213889624066418,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CYB5B,-0.156997200836926,0.138083753467626,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NDUFS4,-0.30538675166629,-0.127194799333328,FALSE,FALSE,FALSE,Concordant Down,NS
DYNC1LI2,-0.396374782780939,0.290333466837311,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PSMD3,0.0736935022987453,0.209462705535962,FALSE,FALSE,FALSE,Concordant Up,NS
RASA4,0.0940877830214539,0.0418876044874033,FALSE,FALSE,FALSE,Concordant Up,NS
HNRNPR,0.728846595389591,0.651070056982245,TRUE,TRUE,FALSE,Concordant Up,Shared
TXNL1,0.0713311256871627,-0.0265798743682311,FALSE,FALSE,FALSE,HR Up / LR Down,NS
TPD52L2,0.0861843370918578,0.0392746819116354,FALSE,FALSE,FALSE,Concordant Up,NS
ERI3,-0.410913946660777,-0.0926181691031545,FALSE,FALSE,FALSE,Concordant Down,NS
HTRA2,-0.257173108471022,0.0533122394981653,FALSE,FALSE,FALSE,HR Down / LR Up,NS
AKR7A2,-0.0492338724337138,0.250066382254062,FALSE,FALSE,FALSE,HR Down / LR Up,NS
EPB41L2,0.51279662302235,0.194538417028095,FALSE,FALSE,FALSE,Concordant Up,NS
DENR,-0.31865148017864797,-0.516289641279123,FALSE,FALSE,FALSE,Concordant Down,NS
DNPH1,0.0426447208792915,-0.415341387299133,FALSE,FALSE,FALSE,HR Up / LR Down,NS
TIMM44,0.144634391518473,0.0323909970980907,FALSE,FALSE,FALSE,Concordant Up,NS
TRAPPC3,0.310051720825371,0.249899936530021,FALSE,FALSE,FALSE,Concordant Up,NS
CHMP2A,0.274721607055657,0.300242347351642,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFB5,-0.0259229606206794,-0.58805186577925606,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFB3,-0.076751459499782,-0.0828451185601473,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFA2,-0.0106565718303244,0.0558232523247817,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ASNA1,-0.0519239815386037,0.195568866871827,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ACTN4,0.661205345772064,0.135367415488393,FALSE,FALSE,FALSE,Concordant Up,NS
GSTZ1,0.274887429045901,0.0962046294072323,FALSE,FALSE,FALSE,Concordant Up,NS
PRKAB2,-0.356589558829032,-0.0395434612833974,FALSE,FALSE,FALSE,Concordant Down,NS
AP1G1,0.455433312830777,0.392177171755989,FALSE,FALSE,FALSE,Concordant Up,NS
SYNGR2,0.201011946519454,0.274058263307431,FALSE,FALSE,FALSE,Concordant Up,NS
SGTA,-0.302606448245879,-0.215965235400276,FALSE,FALSE,FALSE,Concordant Down,NS
ENSA,0.607264338080714,-0.284195854966384,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SLC25A20,0.00669653610038523,-0.132757782201693,FALSE,FALSE,FALSE,HR Up / LR Down,NS
NARS1,0.26054205101827,0.0250378727176788,FALSE,FALSE,FALSE,Concordant Up,NS
LANCL1,0.18442245161976,-0.302097514223362,FALSE,FALSE,FALSE,HR Up / LR Down,NS
IDH3B,-0.300376462575436,-0.170352899967025,FALSE,FALSE,FALSE,Concordant Down,NS
CALU,-0.518545738544951,-0.244406804348095,TRUE,FALSE,FALSE,Concordant Down,HR
AHCYL1,0.0999731034768132,0.0651881946252928,FALSE,FALSE,FALSE,Concordant Up,NS
NDUFS5,-0.344806142459984,-0.429659361440951,FALSE,FALSE,FALSE,Concordant Down,NS
TIMM8A,0.147518014618335,-0.730020322324304,FALSE,TRUE,FALSE,HR Up / LR Down,LR
PPP1R12B,0.649428911522328,0.407543452436581,FALSE,FALSE,FALSE,Concordant Up,NS
PRPSAP2,-0.0875218190457758,0.649008848236001,FALSE,FALSE,FALSE,HR Down / LR Up,NS
OPA1,-0.0617946507955445,-0.141616695238106,FALSE,FALSE,FALSE,Concordant Down,NS
SNX3,0.196401383975491,-0.135088715239082,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SYNCRIP,0.734433159129892,0.24284782190221,TRUE,FALSE,FALSE,Concordant Up,HR
DIAPH1,0.585939155352047,0.65648886926666,FALSE,FALSE,FALSE,Concordant Up,NS
KLHL41,0.262114140628025,0.228561282836342,FALSE,FALSE,FALSE,Concordant Up,NS
PLIN3,-0.0145864048392674,-0.123098991577034,FALSE,FALSE,FALSE,Concordant Down,NS
KPNA6,-0.153117472372617,-0.0249895183275441,FALSE,FALSE,FALSE,Concordant Down,NS
SNX2,0.1022222947058,-0.0232517504868355,FALSE,FALSE,FALSE,HR Up / LR Down,NS
USO1,-0.0871131226028865,0.0156531681878889,FALSE,FALSE,FALSE,HR Down / LR Up,NS
TOM1,0.206783246127291,-0.296378064750144,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PFKFB2,-0.0672868737275856,-0.0370985635635641,FALSE,FALSE,FALSE,Concordant Down,NS
CCDC22,0.393666107433756,0.517991657838966,FALSE,FALSE,FALSE,Concordant Up,NS
EIF5B,0.111283763098857,-0.0867616931436519,FALSE,FALSE,FALSE,HR Up / LR Down,NS
DNAJA2,0.102717106798597,-0.10633781076838,FALSE,FALSE,FALSE,HR Up / LR Down,NS
NOL3,-0.326839011842896,0.0417865672932436,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ABCB7,0.0761298447587784,0.604030322186905,FALSE,FALSE,FALSE,Concordant Up,NS
WDR1,-0.0719480510910877,0.184335772086065,FALSE,FALSE,FALSE,HR Down / LR Up,NS
LDB3,0.197579000159173,-0.0374989365358438,FALSE,FALSE,FALSE,HR Up / LR Down,NS
COBL,-0.077407353265162,-0.732835459402853,FALSE,TRUE,FALSE,Concordant Down,LR
CPNE3,0.0490328183625302,0.402962192979132,FALSE,FALSE,FALSE,Concordant Up,NS
CLUH,0.0423302086787309,-0.101495118795651,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CAND2,-0.038902340057053,0.0801387743481641,FALSE,FALSE,FALSE,HR Down / LR Up,NS
COQ9,-0.193331358255396,-0.245111417775806,FALSE,FALSE,FALSE,Concordant Down,NS
GGCT,-0.27428870507099,-0.00915475157837164,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFS7,-0.302994438561779,-0.188311876084789,FALSE,FALSE,FALSE,Concordant Down,NS
RTN2,-0.158789330847895,0.398197327965921,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NDUFS2,0.0257704946558697,0.0128085913334388,FALSE,FALSE,FALSE,Concordant Up,NS
NIPSNAP2,-0.110515391295039,-0.190311664977258,FALSE,FALSE,FALSE,Concordant Down,NS
PDCD6,-0.225476413569204,0.0644303541095574,FALSE,FALSE,FALSE,HR Down / LR Up,NS
TBCA,0.164340710240342,0.148527077253576,FALSE,FALSE,FALSE,Concordant Up,NS
ATP6V1G1,-0.16657391860161,0.359122098525727,FALSE,FALSE,FALSE,HR Down / LR Up,NS
VPS4B,0.0361193765244927,0.123605685223406,FALSE,FALSE,FALSE,Concordant Up,NS
MPDU1,0.180683047604738,-0.28721748892594,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SH3BGRL,-0.962638129933712,1.09679102960487,FALSE,TRUE,TRUE,HR Down / LR Up,Divergent
FLNB,0.124281866989946,-0.12735716400049,FALSE,FALSE,FALSE,HR Up / LR Down,NS
NDUFS6,-0.15046226981049,-0.121963533592965,FALSE,FALSE,FALSE,Concordant Down,NS
CS,-0.249369078497946,-0.0385836312522976,FALSE,FALSE,FALSE,Concordant Down,NS
SEC22B,0.492748744353769,0.227662931598875,FALSE,FALSE,FALSE,Concordant Up,NS
MTX2,-0.0594598745309831,-0.267643943661135,FALSE,FALSE,FALSE,Concordant Down,NS
VPS26A,-0.0747927315447008,0.289563394513365,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NDUFB1,-0.0976877381109986,-0.0189441071602658,FALSE,FALSE,FALSE,Concordant Down,NS
PMPCB,-0.61004133392667,-0.599145570650286,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFS3,-0.100430569341047,-0.0162422603645638,FALSE,FALSE,FALSE,Concordant Down,NS
ECI2,-0.558072093630859,-0.126968652364656,FALSE,FALSE,FALSE,Concordant Down,NS
BANF1,0.172485372897516,0.388254711991799,FALSE,FALSE,FALSE,Concordant Up,NS
CSDE1,0.581129439521654,0.279699767142358,FALSE,FALSE,FALSE,Concordant Up,NS
PRKRA,0.50196128458103,-0.745772954958509,FALSE,FALSE,TRUE,HR Up / LR Down,Divergent
LYPLA1,-0.0149826215283895,-0.148837216644647,FALSE,FALSE,FALSE,Concordant Down,NS
TIPRL,0.216389722905756,-0.51872303253392,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PPM1B,-0.364387610449398,-0.103430952343579,FALSE,FALSE,FALSE,Concordant Down,NS
SLC25A12,-0.239796089703532,-0.00604017372978305,FALSE,FALSE,FALSE,Concordant Down,NS
EIF3G,-0.102810180025834,0.157219132295712,FALSE,FALSE,FALSE,HR Down / LR Up,NS
EIF3J,0.0193322269244653,5.1971131895456e-4,FALSE,FALSE,FALSE,Concordant Up,NS
PSMD10,0.121608059670891,-0.237335024586972,FALSE,FALSE,FALSE,HR Up / LR Down,NS
IDH1,-0.515226484746385,0.0444748792844862,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ALDH1L1,-0.394284565342321,0.0402056589765536,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ARL6IP5,0.414519732881558,-0.200459910775649,FALSE,FALSE,FALSE,HR Up / LR Down,NS
DYSF,0.202500575301443,-0.164039123566955,FALSE,FALSE,FALSE,HR Up / LR Down,NS
DCTN3,0.197830454355969,-0.70762949438844,FALSE,TRUE,FALSE,HR Up / LR Down,LR
ATP5PD,-0.106508206115485,-0.217268328927076,FALSE,FALSE,FALSE,Concordant Down,NS
FLOT1,0.00616297866817916,1.03781828840825,FALSE,TRUE,TRUE,Concordant Up,Divergent
ATP5MG,-0.414369437252397,0.30156383428751,FALSE,FALSE,FALSE,HR Down / LR Up,NS
GLRX3,-0.2200699600189,0.00816697165158686,FALSE,FALSE,FALSE,HR Down / LR Up,NS
DDAH1,-0.241900167242239,0.0889205607055281,FALSE,FALSE,FALSE,HR Down / LR Up,NS
TPPP,0.667155695960634,0.441502704610645,FALSE,FALSE,FALSE,Concordant Up,NS
TOMM70,0.278071778449874,-0.28185781377876,FALSE,FALSE,FALSE,HR Up / LR Down,NS
UFL1,0.246896400502095,0.080357513625728,FALSE,FALSE,FALSE,Concordant Up,NS
PLPBP,-0.173449657550869,-0.208648057530429,FALSE,FALSE,FALSE,Concordant Down,NS
ERLIN2,0.238646824611315,0.06993147446493,FALSE,FALSE,FALSE,Concordant Up,NS
ENDOD1,-0.29188588030463,0.296868247989103,FALSE,FALSE,FALSE,HR Down / LR Up,NS
SEC31A,0.185519488819573,-0.108937972390514,FALSE,FALSE,FALSE,HR Up / LR Down,NS
NDUFB6,-0.402855157828,0.065137315651981,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MFN2,-0.429680727607536,-0.0855306612190745,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFA3,0.220965227609707,-0.633455315138775,FALSE,FALSE,FALSE,HR Up / LR Down,NS
NDUFB4,-0.363177316081789,0.170522868316095,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NDUFB8,-0.297116571162125,-0.0298026878189219,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFA7,-0.251026523054001,0.022520480777839,FALSE,FALSE,FALSE,HR Down / LR Up,NS
RTN3,0.743541056882613,-0.519184264493088,TRUE,FALSE,TRUE,HR Up / LR Down,Divergent
LETM1,-0.3350249152899,0.151043879710656,FALSE,FALSE,FALSE,HR Down / LR Up,NS
STBD1,0.076131294923588,-0.202922286906468,FALSE,FALSE,FALSE,HR Up / LR Down,NS
EPM2A,-0.858695230922557,-0.45532210314774,TRUE,FALSE,FALSE,Concordant Down,HR
VAPB,0.0802392582329823,-0.087697175376416,FALSE,FALSE,FALSE,HR Up / LR Down,NS
NDUFC2,-0.310035736630127,-0.213301618724334,FALSE,FALSE,FALSE,Concordant Down,NS
NDUFA10,0.0239393131118106,-0.20136855070886,FALSE,FALSE,FALSE,HR Up / LR Down,NS
PGLS,-0.183001618787351,0.409342217778061,FALSE,FALSE,FALSE,HR Down / LR Up,NS
TACC2,-0.210800149513098,-0.114235595409479,FALSE,FALSE,FALSE,Concordant Down,NS
LYPLA2,-0.228238693919817,-0.117975346216422,FALSE,FALSE,FALSE,Concordant Down,NS
IPO7,-0.216151429112646,0.415648929465302,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ARIH2,0.68189663691756,-0.177532975456757,FALSE,FALSE,FALSE,HR Up / LR Down,NS
AHSA1,0.487069845878395,-0.0404282665769813,FALSE,FALSE,FALSE,HR Up / LR Down,NS
H6PD,-0.651253667891023,-0.39884775621394303,FALSE,FALSE,FALSE,Concordant Down,NS
MPC2,-0.253288209291572,0.185523766969034,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ETHE1,0.0817999564133345,0.199079980192142,FALSE,FALSE,FALSE,Concordant Up,NS
ACSL3,0.114555616440619,-0.088399603788254,FALSE,FALSE,FALSE,HR Up / LR Down,NS
OXSR1,-0.0150854580101019,0.367602446928128,FALSE,FALSE,FALSE,HR Down / LR Up,NS
AP2A1,-0.0517718740138662,0.167564447951808,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CAVIN2,-0.180263119441385,-0.136719708096287,FALSE,FALSE,FALSE,Concordant Down,NS
BAG3,0.0179916993158784,0.057416081829281,FALSE,FALSE,FALSE,Concordant Up,NS
MLYCD,0.226181095069302,-0.198534741715486,FALSE,FALSE,FALSE,HR Up / LR Down,NS
AIFM1,-0.23881006733377,-0.0878810886777153,FALSE,FALSE,FALSE,Concordant Down,NS
EML2,-0.105858402656892,-0.207341438802494,FALSE,FALSE,FALSE,Concordant Down,NS
BPNT1,-0.496887374503569,-0.0232429890150598,FALSE,FALSE,FALSE,Concordant Down,NS
DDAH2,0.0926062656113373,-0.127557136568548,FALSE,FALSE,FALSE,HR Up / LR Down,NS
ABHD16A,-0.406933733272636,0.0626959539617413,FALSE,FALSE,FALSE,HR Down / LR Up,NS
TXNDC12,0.164803763710854,0.195857930085669,FALSE,FALSE,FALSE,Concordant Up,NS
NUDT3,-0.00698396221592645,0.0566058548598214,FALSE,FALSE,FALSE,HR Down / LR Up,NS
NDUFB10,-0.31899284471012,0.0418411788710422,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MOCS2,0.273268154447589,-0.0567896422230092,FALSE,FALSE,FALSE,HR Up / LR Down,NS
TOMM40,0.31295442097425,0.0840471196615376,FALSE,FALSE,FALSE,Concordant Up,NS
MT-CYB,-0.213404453119587,-0.0143467061845257,FALSE,FALSE,FALSE,Concordant Down,NS
CYB5A,0.04650179271637,-0.0928542279879316,FALSE,FALSE,FALSE,HR Up / LR Down,NS
ADH1B,-0.563144326044771,0.167557795471293,FALSE,FALSE,FALSE,HR Down / LR Up,NS
LDHA,-0.145352140136655,-0.220519372393753,FALSE,FALSE,FALSE,Concordant Down,NS
ALDH1A1,-0.143752431458378,0.0531435108175309,FALSE,FALSE,FALSE,HR Down / LR Up,NS
GLUD1,-0.215539345265778,-0.142100728139248,FALSE,FALSE,FALSE,Concordant Down,NS
CYB5R3,0.110922186937032,0.229420916147987,FALSE,FALSE,FALSE,Concordant Up,NS
GSR,0.14006796155736,0.140220832847202,FALSE,FALSE,FALSE,Concordant Up,NS
MT-CO1,0.192865248762466,0.0586410649349496,FALSE,FALSE,FALSE,Concordant Up,NS
MT-CO2,-0.181693254075324,0.203718614667125,FALSE,FALSE,FALSE,HR Down / LR Up,NS
SOD1,-0.00748856667532749,0.201643524737026,FALSE,FALSE,FALSE,HR Down / LR Up,NS
PNP,0.546043785625766,2.14380650795035,FALSE,TRUE,TRUE,Concordant Up,Divergent
HPRT1,0.471476877580479,0.860486218091854,FALSE,TRUE,FALSE,Concordant Up,LR
GOT2,-0.339139234024888,-0.0107868553987736,FALSE,FALSE,FALSE,Concordant Down,NS
PGK1,-0.0503285476309934,-0.115513299558671,FALSE,FALSE,FALSE,Concordant Down,NS
AK1,0.0909045433381124,-0.044001762516614903,FALSE,FALSE,FALSE,HR Up / LR Down,NS
MT-ATP6,-0.457658403690274,0.559531366499911,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CA2,0.49367065644627,0.652787005015021,FALSE,FALSE,FALSE,Concordant Up,NS
ASS1,0.279480867492925,-0.303784446159501,FALSE,FALSE,FALSE,HR Up / LR Down,NS
KRAS,0.147918629604355,-0.234672848296963,FALSE,FALSE,FALSE,HR Up / LR Down,NS
HLA-B,0.200860642630166,1.19203632232938,FALSE,TRUE,FALSE,Concordant Up,LR
HLA-DRA,0.221310906081396,0.0623323433226517,FALSE,FALSE,FALSE,Concordant Up,NS
MB,0.21867671570142,-0.342315880754271,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CRYAB,0.317651918284721,-0.0868889464147777,FALSE,FALSE,FALSE,HR Up / LR Down,NS
LMNA,0.347344107126755,0.0944126250953587,FALSE,FALSE,FALSE,Concordant Up,NS
TNNC2,0.218116691744751,0.140433306978473,FALSE,FALSE,FALSE,Concordant Up,NS
TFRC,-0.0685638217862543,1.03012997405077,FALSE,TRUE,TRUE,HR Down / LR Up,Divergent
FTL,1.28713673284911,-0.15911031239186,TRUE,FALSE,TRUE,HR Up / LR Down,Divergent
FTH1,0.438562810657732,-0.329569661416837,FALSE,FALSE,FALSE,HR Up / LR Down,NS
MT-ND1,-0.291501122400927,0.140975020712212,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MT-ND2,-0.10779848161534,0.429401800040552,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MT-ND3,-0.590703061972022,0.568028250449043,FALSE,FALSE,TRUE,HR Down / LR Up,Divergent
MT-ND4,-0.0471661320511139,0.168657694636874,FALSE,FALSE,FALSE,HR Down / LR Up,NS
MT-ND5,-0.247884024909677,-0.180275445075274,FALSE,FALSE,FALSE,Concordant Down,NS
MT-ATP8,-0.18869827098333,-0.0462624820663606,FALSE,FALSE,FALSE,Concordant Down,NS
CAT,0.517290686335276,1.60646706447515,FALSE,TRUE,TRUE,Concordant Up,Divergent
ALDOA,-0.178692152651152,0.0411142161772489,FALSE,FALSE,FALSE,HR Down / LR Up,NS
CSTB,0.20253645594466,-0.118959320332134,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SOD2,-0.0389706927861369,0.130959064482497,FALSE,FALSE,FALSE,HR Down / LR Up,NS
THY1,-0.286713030752811,-0.581494925719014,FALSE,FALSE,FALSE,Concordant Down,NS
KRT1,-0.735369787825888,-0.410058444386106,FALSE,FALSE,FALSE,Concordant Down,NS
GAPDH,-0.0381882409377603,-0.0152402858858558,FALSE,FALSE,FALSE,Concordant Down,NS
HLA-A,0.192798872016755,-0.0266419654987438,FALSE,FALSE,FALSE,HR Up / LR Down,NS
CAPNS1,0.178013523098191,-0.0812013209545626,FALSE,FALSE,FALSE,HR Up / LR Down,NS
HSPB1,0.00884879713121833,-0.284818720524676,FALSE,FALSE,FALSE,HR Up / LR Down,NS
RPN1,0.276512112571695,0.0202777256888425,FALSE,FALSE,FALSE,Concordant Up,NS
RPN2,0.112873751529936,-0.074721987588596,FALSE,FALSE,FALSE,HR Up / LR Down,NS
GNAI2,0.112835063817492,0.398920927807275,FALSE,FALSE,FALSE,Concordant Up,NS
GYPC,-0.215055434812292,0.994077410834063,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ATP1A1,-0.163544162856869,0.064342526384845,FALSE,FALSE,FALSE,HR Down / LR Up,NS
ATP1B1,-0.0489621588675178,-0.0897160084847783,FALSE,FALSE,FALSE,Concordant Down,NS
ALDH2,0.572527374653156,0.0783539980163575,FALSE,FALSE,FALSE,Concordant Up,NS
SLC25A5,0.195869337982788,0.112220065041598,FALSE,FALSE,FALSE,Concordant Up,NS
PCCA,-0.378429310702668,-0.460880111689665,FALSE,FALSE,FALSE,Concordant Down,NS
PCCB,-0.195275839351936,-0.208665021223851,FALSE,FALSE,FALSE,Concordant Down,NS
EIF2S1,0.125870695685091,-0.179978152648296,FALSE,FALSE,FALSE,HR Up / LR Down,NS
RPLP1,0.894081736943342,0.211552054416675,TRUE,FALSE,FALSE,Concordant Up,HR
RPLP2,0.705019529865403,0.191407916546027,TRUE,FALSE,FALSE,Concordant Up,HR
RPLP0,0.374900925787927,0.360291883991934,FALSE,FALSE,FALSE,Concordant Up,NS
FABP3,0.0155727426697148,-0.324942171710656,FALSE,FALSE,FALSE,HR Up / LR Down,NS
SSB,0.790549476676077,-0.891504834699809,FALSE,FALSE,TRUE,HR Up / LR Down,Divergent
