pathway,pathway_label,database,nes_x,nes_y,padj_x,padj_y,significance,set_size
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Protein Localization To Cell Periphery,GO:BP,-0.708,1.468,0.9985,0.3444,NS,74
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,Regulation Of Glucose Metabolic Process,GO:BP,-1.267,-0.907,0.5831,0.9663,NS,21
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION,Regulation Of Protein Polymerization,GO:BP,-1.393,-0.781,0.3538,0.9998,NS,43
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,Monocarboxylic Acid Transport,GO:BP,1.153,1.019,0.6905,0.8928,NS,25
HALLMARK_ESTROGEN_RESPONSE_EARLY,Estrogen Response Early,Hallmark,-0.923,-1.246,0.8312,0.5738,NS,17
GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Negative Regulation Of Small Molecule Meta...,GO:BP,-1.054,-1.114,0.7672,0.86240000000000006,NS,23
GOBP_TYPE_I_INTERFERON_PRODUCTION,Type I Interferon Production,GO:BP,-1.268,-0.899,0.5829,0.9663,NS,18
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,Positive Regulation Of Production Of Molec...,GO:BP,-1.028,1.136,0.803,0.8561,NS,16
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,Amide Biosynthetic Process,GO:BP,1.187,0.976,0.6405,0.9513,NS,40
GOBP_PEPTIDE_TRANSPORT,Peptide Transport,GO:BP,-1.093,-1.07,0.741,0.8758,NS,36
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,Cell Cell Junction Organization,GO:BP,0.846,1.317,0.952,0.662,NS,24
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,Amino Acid Biosynthetic Process,GO:BP,1.1,1.059,0.7427,0.8863,NS,16
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION,Negative Regulation Of Protein Localization,GO:BP,-1.143,-1.016,0.6905,0.8864,NS,37
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,Monosaccharide Biosynthetic Process,GO:BP,0.782,-1.376,0.9985,0.5598,NS,33
GOBP_SKIN_DEVELOPMENT,Skin Development,GO:BP,-1.31,-0.847,0.5503,0.982,NS,20
GOBP_MITOTIC_NUCLEAR_DIVISION,Mitotic Nuclear Division,GO:BP,-1.151,1.002,0.6863,0.9123,NS,38
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,Regulation Of Microtubule Based Process,GO:BP,-1.468,-0.685,0.2691,0.9998,NS,43
GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Canonical Nf Kappab Signal Transduction,GO:BP,-1.22,0.932,0.5828,0.9617,NS,47
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Regulation Of Protein Containing Complex A...,GO:BP,-1.401,-0.751,0.2691,0.9998,NS,85
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Regulation Of Microtubule Polymerization O...,GO:BP,-1.453,0.698,0.3668,0.9998,NS,19
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH,Regulation Of Actin Filament Length,GO:BP,-1.403,-0.747,0.4016,0.9998,NS,29
GOBP_CELL_RECOGNITION,Cell Recognition,GO:BP,0.757,1.392,0.9985,0.5886,NS,21
GOBP_AMIDE_TRANSPORT,Amide Transport,GO:BP,-0.993,-1.153,0.8343,0.7962,NS,38
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,Positive Regulation Of Macroautophagy,GO:BP,1.108,-1.036,0.741,0.8863,NS,22
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Regulation Of Mitotic Cell Cycle Phase Tra...,GO:BP,-1.105,-1.039,0.7395,0.8863,NS,27
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Cell Activation Involved In Immune Response,GO:BP,-0.67,1.471,0.9985,0.4322,NS,22
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,Monocarboxylic Acid Biosynthetic Process,GO:BP,1.129,1.011,0.6905,0.9066,NS,41
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,Negative Regulation Of Establishment Of Pr...,GO:BP,-0.72,-1.419,0.9985,0.5598,NS,23
GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,Regulation Of Generation Of Precursor Meta...,GO:BP,0.888,1.249,0.9373,0.7035,NS,38
GOBP_GOLGI_VESICLE_TRANSPORT,Golgi Vesicle Transport,GO:BP,1.126,1.009,0.6863,0.8943,NS,69
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Regulation Of Small Molecule Metabolic Pro...,GO:BP,-1.113,-1.021,0.6905,0.8863,NS,66
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,Regulation Of Immune Effector Process,GO:BP,-1.127,1.006,0.6905,0.9093,NS,44
GOBP_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS,Proteinogenic Amino Acid Metabolic Process,GO:BP,1.445,0.686,0.3279,0.9998,NS,42
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,Positive Regulation Of Developmental Growth,GO:BP,-1.307,-0.822,0.5591,0.9854,NS,17
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,Cellular Response To Toxic Substance,GO:BP,0.788,-1.339,0.9985,0.5612,NS,50
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,Negative Regulation Of Cell Projection Org...,GO:BP,-1.539,0.588,0.2962,0.9998,NS,20
GOBP_VITAMIN_METABOLIC_PROCESS,Vitamin Metabolic Process,GO:BP,0.679,-1.445,0.9985,0.5433,NS,21
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE,Vesicle Mediated Transport To The Plasma M...,GO:BP,-0.873,1.25,0.9413,0.7174,NS,28
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,Regulation Of Mitochondrion Organization,GO:BP,1.159,0.963,0.6797,0.9564,NS,34
GOBP_RNA_SPLICING,RNA Splicing,GO:BP,-1.063,-1.058,0.7475,0.8758,NS,60
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,Chaperone Mediated Protein Folding,GO:BP,0.818,1.302,0.9938,0.6373,NS,39
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,Epithelial Tube Morphogenesis,GO:BP,-1.164,0.955,0.6868,0.9566,NS,21
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS,Cellular Response To Corticosteroid Stimulus,GO:BP,1.023,1.094,0.8081,0.8758,NS,15
GOBP_REGULATED_EXOCYTOSIS,Regulated Exocytosis,GO:BP,-1.326,-0.791,0.5198,0.9916,NS,22
GOBP_REGULATION_OF_TUBE_SIZE,Regulation Of Tube Size,GO:BP,-0.928,-1.189,0.8831,0.7962,NS,17
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,Tumor Necrosis Factor Superfamily Cytokine...,GO:BP,-1.292,-0.825,0.5751,0.9835,NS,17
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY,Regulation Of Mitochondrial Membrane Perme...,GO:BP,1.473,0.643,0.3716,0.9998,NS,16
GOBP_RESPONSE_TO_VIRUS,Response To Virus,GO:BP,-1.269,0.846,0.5503,0.986,NS,39
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,Regulation Of Myeloid Cell Differentiation,GO:BP,-0.872,-1.242,0.9346,0.7308,NS,18
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,Activation Of Innate Immune Response,GO:BP,-1.301,-0.812,0.486,0.9996,NS,49
GOBP_HORMONE_TRANSPORT,Hormone Transport,GO:BP,-1.055,-1.058,0.7576,0.8758,NS,40
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,Positive Regulation Of Leukocyte Mediated ...,GO:BP,-1.167,0.946,0.6905,0.9566,NS,18
GOBP_REGULATION_OF_MRNA_PROCESSING,Regulation Of Mrna Processing,GO:BP,-0.943,-1.168,0.8802,0.812,NS,18
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Negative Regulation Of Protein Containing ...,GO:BP,-1.08,-1.027,0.7469,0.8863,NS,36
GOBP_RESPONSE_TO_ACID_CHEMICAL,Response To Acid Chemical,GO:BP,-0.923,1.184,0.8869,0.7819,NS,27
GOBP_CHROMOSOME_LOCALIZATION,Chromosome Localization,GO:BP,0.791,1.314,0.9938,0.6721,NS,22
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Unfolded Protein Response,Hallmark,-0.862,1.242,0.8403,0.5738,NS,34
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION,Regulation Of Cell Matrix Adhesion,GO:BP,-0.72,1.383,0.9985,0.5981,NS,21
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,Glutamine Family Amino Acid Metabolic Process,GO:BP,1.048,1.053,0.7765,0.8863,NS,17
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,Monosaccharide Metabolic Process,GO:BP,1.055,-1.046,0.7469,0.8758,NS,81
GOBP_CELLULAR_RESPONSE_TO_KETONE,Cellular Response To Ketone,GO:BP,0.943,1.155,0.8802,0.8294,NS,19
GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,Positive Regulation Of Plasma Membrane Bou...,GO:BP,0.777,1.32,0.9985,0.6723,NS,18
GOBP_STEROL_BIOSYNTHETIC_PROCESS,Sterol Biosynthetic Process,GO:BP,-1.182,-0.915,0.6863,0.96,NS,15
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Extrinsic Apoptotic Signaling Pathway,GO:BP,-1.222,-0.874,0.6139,0.982,NS,30
HALLMARK_KRAS_SIGNALING_UP,KRAS Signaling Up,Hallmark,-0.849,-1.246,0.8403,0.5738,NS,16
GOBP_AMYLOID_FIBRIL_FORMATION,Amyloid Fibril Formation,GO:BP,-1.21,-0.884,0.6528,0.9663,NS,18
GOBP_AUTOPHAGY_OF_MITOCHONDRION,Autophagy Of Mitochondrion,GO:BP,0.954,-1.14,0.8773,0.8221,NS,30
GOBP_LAMELLIPODIUM_ASSEMBLY,Lamellipodium Assembly,GO:BP,-1.139,0.955,0.7216,0.9566,NS,15
GOBP_GLUCOSE_METABOLIC_PROCESS,Glucose Metabolic Process,GO:BP,1.116,-0.971,0.6905,0.9534,NS,63
GOBP_POSITIVE_REGULATION_OF_GROWTH,Positive Regulation Of Growth,GO:BP,-1.225,-0.862,0.6105,0.982,NS,30
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,Regulation Of Fatty Acid Metabolic Process,GO:BP,-1.159,-0.928,0.6905,0.96,NS,18
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS,Positive Regulation Of Proteolysis,GO:BP,-1.059,-1.027,0.7576,0.8863,NS,47
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,Cellular Response To Acid Chemical,GO:BP,-0.844,1.241,0.952,0.733,NS,18
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,Regulation Of Mrna Splicing Via Spliceosome,GO:BP,-0.93,-1.155,0.8829,0.8221,NS,17
GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS,Negative Regulation Of Mrna Catabolic Process,GO:BP,-1.256,0.828,0.6078,0.982,NS,17
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Positive Regulation Of Post Translational ...,GO:BP,-1.182,-0.902,0.6571,0.9663,NS,29
GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION,Rho Protein Signal Transduction,GO:BP,-1.462,0.621,0.3587,0.9998,NS,18
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,Purine Nucleotide Catabolic Process,GO:BP,-0.86,-1.221,0.9623,0.7073,NS,48
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,Regulation Of Membrane Permeability,GO:BP,1.439,0.642,0.4016,0.9998,NS,17
GOBP_DNA_REPLICATION,DNA Replication,GO:BP,-1.149,0.931,0.6953,0.96,NS,19
GOBP_ENSHEATHMENT_OF_NEURONS,Ensheathment Of Neurons,GO:BP,-1.067,1.013,0.7576,0.9066,NS,22
GOBP_RESPONSE_TO_METAL_ION,Response To Metal Ion,GO:BP,-0.977,-1.102,0.8652,0.8221,NS,85
GOBP_RRNA_PROCESSING,Rrna Processing,GO:BP,-0.953,-1.126,0.8802,0.8471,NS,27
HALLMARK_PROTEIN_SECRETION,Protein Secretion,Hallmark,-1.051,1.026,0.7082,0.9164,NS,37
GOBP_POSITIVE_REGULATION_OF_SECRETION,Positive Regulation Of Secretion,GO:BP,-1.125,0.951,0.6905,0.9591,NS,49
GOBP_DOUBLE_STRAND_BREAK_REPAIR,Double Strand Break Repair,GO:BP,-1.433,0.641,0.3625,0.9998,NS,26
GOBP_MICROTUBULE_POLYMERIZATION,Microtubule Polymerization,GO:BP,-1.344,-0.73,0.5137,0.9998,NS,21
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Negative Regulation Of Monoatomic Ion Tran...,GO:BP,-1.035,-1.039,0.7843,0.8863,NS,23
GOBP_XENOBIOTIC_METABOLIC_PROCESS,Xenobiotic Metabolic Process,GO:BP,-0.909,-1.163,0.8869,0.8221,NS,17
GOBP_PHAGOCYTOSIS,Phagocytosis,GO:BP,0.971,1.1,0.8653,0.86240000000000006,NS,29
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,Regulation Of Actin Filament Bundle Assembly,GO:BP,-1.215,0.855,0.646,0.982,NS,20
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS,Negative Regulation Of RNA Catabolic Process,GO:BP,-0.995,1.074,0.8343,0.8758,NS,20
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,Organic Acid Transmembrane Transport,GO:BP,1.291,-0.777,0.5751,0.9996,NS,22
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS,Cellular Response To Nutrient Levels,GO:BP,-1.241,0.825,0.5828,0.9895,NS,39
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT,In Utero Embryonic Development,GO:BP,-1.205,-0.861,0.6223,0.9835,NS,40
GOBP_SCHWANN_CELL_DIFFERENTIATION,Schwann Cell Differentiation,GO:BP,-1.183,0.883,0.6863,0.9663,NS,16
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS,Fatty Acid Biosynthetic Process,GO:BP,0.958,1.105,0.8773,0.8561,NS,35
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY,Positive Regulation Of Autophagy,GO:BP,1,-1.062,0.8324,0.8758,NS,31
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM,Regulation Of Circadian Rhythm,GO:BP,-1.261,0.801,0.5925,0.9895,NS,18
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,Regulation Of Nitric Oxide Metabolic Process,GO:BP,-1.197,0.861,0.6741,0.978,NS,15
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,Regulation Of Cell Projection Assembly,GO:BP,-0.866,1.191,0.95,0.7664,NS,30
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY,Regulation Of Cation Channel Activity,GO:BP,0.867,-1.189,0.9346,0.7998,NS,15
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Intrinsic Apoptotic Signaling Pathway,GO:BP,-0.922,1.133,0.9158,0.8095,NS,62
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,Substrate Adhesion Dependent Cell Spreading,GO:BP,-0.973,1.082,0.851,0.8758,NS,23
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Positive Regulation Of Protein Localizatio...,GO:BP,0.641,-1.413,0.9985,0.5494,NS,24
GOBP_SPROUTING_ANGIOGENESIS,Sprouting Angiogenesis,GO:BP,-0.715,1.339,0.9985,0.6721,NS,15
HALLMARK_COMPLEMENT,Complement,Hallmark,-1.357,-0.697,0.3869,0.9871,NS,39
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,Alpha Beta T Cell Activation,GO:BP,0.756,1.297,0.9985,0.7035,NS,16
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Phosphatidylinositol 3 Kinase Protein Kina...,GO:BP,-1.064,-0.988,0.7524,0.9351,NS,33
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,Positive Regulation Of Leukocyte Prolifera...,GO:BP,0.952,-1.099,0.8773,0.8758,NS,15
GOBP_PROTEIN_PROCESSING,Protein Processing,GO:BP,-1.202,-0.849,0.6474,0.982,NS,29
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION,Regulation Of The Force Of Heart Contraction,GO:BP,-1.107,0.943,0.7427,0.9566,NS,15
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,Integrin Mediated Signaling Pathway,GO:BP,-0.673,1.376,0.9985,0.6246,NS,21
GOBP_ERBB_SIGNALING_PATHWAY,Erbb Signaling Pathway,GO:BP,-1.179,-0.866,0.6809,0.9798,NS,20
GOBP_ORGANIC_ACID_TRANSPORT,Organic Acid Transport,GO:BP,1.289,0.756,0.5207,0.9998,NS,38
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,Positive Regulation Of Mapk Cascade,GO:BP,-0.814,1.231,0.9929,0.7301,NS,33
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,Response To Tumor Necrosis Factor,GO:BP,-1.46,-0.585,0.3368,0.9998,NS,27
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,Negative Regulation Of Catabolic Process,GO:BP,-1.163,0.88,0.6387,0.982,NS,74
GOBP_PROTEIN_REFOLDING,Protein Refolding,GO:BP,0.795,1.244,0.9804,0.7359,NS,15
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION,Regulation Of Neuron Differentiation,GO:BP,-1.359,-0.679,0.5119,0.9998,NS,16
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES,Apoptotic Mitochondrial Changes,GO:BP,1.333,-0.704,0.4896,0.9998,NS,35
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteasomal Protein...,GO:BP,-1.023,-1.013,0.8058,0.8928,NS,31
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Response To Endoplasmic Reticulum Stress,GO:BP,-0.799,-1.234,0.9985,0.6721,NS,63
GOBP_NADH_METABOLIC_PROCESS,NADH Metabolic Process,GO:BP,1.128,-0.904,0.7132,0.9663,NS,26
GOBP_RESPONSE_TO_CALCIUM_ION,Response To Calcium Ion,GO:BP,-1.103,-0.929,0.7373,0.96,NS,35
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,Cellular Response To Biotic Stimulus,GO:BP,-1.361,0.67,0.4703,0.9998,NS,26
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,Positive Regulation Of Actin Filament Bund...,GO:BP,-1.474,0.556,0.3549,0.9998,NS,16
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS,Glycerophospholipid Biosynthetic Process,GO:BP,-1.063,-0.967,0.7672,0.9494,NS,15
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Regulation Of Neuron Projection Development,GO:BP,-1.071,0.958,0.7469,0.9566,NS,46
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Regulation Of Protein Catabolic Process,GO:BP,-1.033,-0.996,0.7765,0.9154,NS,84
GOBP_POTASSIUM_ION_TRANSPORT,Potassium Ion Transport,GO:BP,-1.039,0.989,0.7843,0.9269,NS,26
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS,Organophosphate Catabolic Process,GO:BP,-1.007,-1.02,0.8234,0.8863,NS,63
GOBP_AMINE_METABOLIC_PROCESS,Amine Metabolic Process,GO:BP,1.161,-0.865,0.6905,0.9747,NS,15
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteasomal Ubiquit...,GO:BP,-0.876,-1.149,0.9346,0.8221,NS,20
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,Response To Molecule Of Bacterial Origin,GO:BP,-1.381,0.643,0.3821,0.9998,NS,39
GOBP_RENAL_SYSTEM_DEVELOPMENT,Renal System Development,GO:BP,-0.557,-1.466,0.9985,0.4778,NS,22
GOBP_PROTEIN_HOMOOLIGOMERIZATION,Protein Homooligomerization,GO:BP,1.206,0.817,0.6405,0.9895,NS,34
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,Antigen Processing And Presentation,GO:BP,-1.326,0.689,0.5331,0.9998,NS,20
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,Positive Regulation Of DNA Binding Transcr...,GO:BP,-0.688,-1.324,0.9985,0.6746,NS,17
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,Regulation Of Postsynaptic Membrane Neurot...,GO:BP,0.802,1.21,0.9729,0.7787,NS,16
GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,Regulation Of Actin Filament Polymerization,GO:BP,-1.246,0.763,0.6069,0.9996,NS,24
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,Establishment Of Protein Localization To O...,GO:BP,1.164,-0.844,0.6069,0.9996,NS,104
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,Positive Regulation Of Protein Polymerization,GO:BP,-1.337,0.67,0.5198,0.9998,NS,18
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,Nuclear Membrane Organization,GO:BP,-1.045,-0.961,0.7843,0.9534,NS,15
GOBP_REGULATION_OF_HEMOPOIESIS,Regulation Of Hemopoiesis,GO:BP,-0.932,-1.072,0.8831,0.8758,NS,32
GOBP_RIBOSOME_ASSEMBLY,Ribosome Assembly,GO:BP,0.661,-1.342,0.9985,0.6373,NS,22
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TRANSPORT,Positive Regulation Of Protein Transport,GO:BP,-1.076,0.926,0.7469,0.9663,NS,48
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,Cellular Response To Topologically Incorre...,GO:BP,-0.946,-1.056,0.8802,0.8863,NS,24
GOBP_ISOPRENOID_METABOLIC_PROCESS,Isoprenoid Metabolic Process,GO:BP,-0.7,-1.302,0.9985,0.6998,NS,19
GOBP_HEMOSTASIS,Hemostasis,GO:BP,-1.097,0.904,0.7373,0.9663,NS,39
GOBP_NEURON_PROJECTION_EXTENSION,Neuron Projection Extension,GO:BP,-1.347,0.652,0.5074,0.9998,NS,19
GOBP_RESPONSE_TO_STARVATION,Response To Starvation,GO:BP,-1.245,0.753,0.5774,0.9998,NS,39
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,Immune Response Regulating Cell Surface Re...,GO:BP,-0.804,1.194,0.9925,0.7716,NS,27
GOBP_REGULATION_OF_DNA_REPAIR,Regulation Of DNA Repair,GO:BP,-1.345,0.653,0.4947,0.9998,NS,24
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Apoptotic Signaling...,GO:BP,1.058,0.939,0.7576,0.96,NS,48
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION,Negative Regulation Of Locomotion,GO:BP,0.809,1.188,0.9985,0.733,NS,44
GOBP_ORGAN_GROWTH,Organ Growth,GO:BP,-1.264,-0.733,0.5873,0.9998,NS,18
GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteasomal Protein Cataboli...,GO:BP,-0.904,-1.093,0.9346,0.8551,NS,57
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,Hydrogen Peroxide Metabolic Process,GO:BP,0.66,-1.336,0.9985,0.6619,NS,19
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,Embryonic Organ Development,GO:BP,-1.333,-0.662,0.5207,0.9998,NS,20
GOBP_RESPONSE_TO_OXIDATIVE_STRESS,Response To Oxidative Stress,GO:BP,0.648,-1.347,0.9985,0.43120000000000003,NS,93
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,Regulation Of Carbohydrate Biosynthetic Pr...,GO:BP,0.971,1.023,0.8687,0.8928,NS,20
GOBP_REGULATION_OF_LIPID_TRANSPORT,Regulation Of Lipid Transport,GO:BP,-1.021,0.973,0.8081,0.9494,NS,18
GOBP_TRNA_METABOLIC_PROCESS,Trna Metabolic Process,GO:BP,0.733,1.26,0.9985,0.6998,NS,39
GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,Positive Regulation Of Mrna Metabolic Process,GO:BP,-1.008,-0.984,0.8301,0.9351,NS,19
GOBP_RECEPTOR_INTERNALIZATION,Receptor Internalization,GO:BP,1.068,0.923,0.7576,0.96,NS,22
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION,Regulation Of Actomyosin Structure Organiz...,GO:BP,-0.885,1.104,0.9261,0.8758,NS,16
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Regulation Of Protein Localization To Cell...,GO:BP,0.676,1.311,0.9985,0.6285,NS,35
GOBP_REGULATION_OF_TRANSLATION,Regulation Of Translation,GO:BP,1.07,0.916,0.741,0.973,NS,93
HALLMARK_BILE_ACID_METABOLISM,Bile Acid Metabolism,Hallmark,-1.068,0.915,0.7082,0.9554,NS,21
GOBP_ANATOMICAL_STRUCTURE_MATURATION,Anatomical Structure Maturation,GO:BP,-0.651,1.331,0.9985,0.6744,NS,15
GOBP_HORMONE_METABOLIC_PROCESS,Hormone Metabolic Process,GO:BP,0.738,-1.24,0.9985,0.7073,NS,31
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,Reactive Nitrogen Species Metabolic Process,GO:BP,-1.036,-0.941,0.7843,0.9566,NS,21
GOBP_REGULATION_OF_CELL_SIZE,Regulation Of Cell Size,GO:BP,-1.185,-0.791,0.6571,0.9996,NS,27
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT,Regulation Of Sodium Ion Transport,GO:BP,-0.892,-1.082,0.9159,0.8758,NS,17
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT,Positive Regulation Of Cell Development,GO:BP,-1.065,-0.909,0.754,0.9663,NS,44
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Apoptotic Signaling...,GO:BP,-1.201,-0.772,0.6528,0.9996,NS,24
