pathway,pathway_label,database,nes_x,nes_y,padj_x,padj_y,significance,set_size
GOBP_EPITHELIAL_CELL_DEVELOPMENT,Epithelial Cell Development,GO:BP,-1.536,-0.922,0.2375,0.9617,NS,29
GOBP_RESPONSE_TO_INSULIN,Response To Insulin,GO:BP,-1.268,1.188,0.5131,0.733,NS,53
GOBP_REGULATION_OF_MUSCLE_ADAPTATION,Regulation Of Muscle Adaptation,GO:BP,-1.335,-1.119,0.5074,0.8561,NS,24
GOBP_ERAD_PATHWAY,Erad Pathway,GO:BP,-0.925,-1.527,0.8831,0.4155,NS,20
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,Positive Regulation Of Phosphorus Metaboli...,GO:BP,-1.303,-1.147,0.4896,0.7998,NS,43
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,Regulation Of Cell Cycle Phase Transition,GO:BP,-1.092,-1.357,0.7405,0.5886,NS,33
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,Cellular Response To Molecule Of Bacterial...,GO:BP,-1.46,0.988,0.3579,0.936,NS,22
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,Insulin Receptor Signaling Pathway,GO:BP,-1.058,1.39,0.7673,0.5753,NS,25
GOBP_MYOTUBE_CELL_DEVELOPMENT,Myotube Cell Development,GO:BP,-1.001,-1.439,0.8324,0.5654,NS,16
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,Cellular Response To Light Stimulus,GO:BP,-1.074,-1.364,0.7576,0.6434,NS,15
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,Regulation Of Establishment Of Protein Loc...,GO:BP,-1.146,-1.287,0.7113,0.714,NS,16
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,NADH Dehydrogenase Complex Assembly,GO:BP,1.684,-0.743,0.1515,0.9998,NS,25
GOBP_NEGATIVE_REGULATION_OF_GROWTH,Negative Regulation Of Growth,GO:BP,-1.535,0.891,0.3083,0.9663,NS,19
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Regulation Of Protein Localization To Memb...,GO:BP,-0.857,1.568,0.9666,0.3444,NS,44
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,Cardiac Muscle Cell Differentiation,GO:BP,-1.458,0.966,0.3463,0.9534,NS,25
GOBP_MUSCLE_CELL_PROLIFERATION,Muscle Cell Proliferation,GO:BP,-1.025,-1.397,0.806,0.5612,NS,26
GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS,Non Proteinogenic Amino Acid Metabolic Pro...,GO:BP,1.158,-1.259,0.6933,0.7308,NS,16
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,Regulation Of Actin Filament Based Process,GO:BP,-1.389,1.028,0.3272,0.8863,NS,63
HALLMARK_G2M_CHECKPOINT,G2M Checkpoint,Hallmark,-1.757,-0.657,0.05237,0.9871,NS,24
GOBP_FATTY_ACID_TRANSPORT,Fatty Acid Transport,GO:BP,1.282,1.13,0.5751,0.8561,NS,21
GOBP_STEROID_METABOLIC_PROCESS,Steroid Metabolic Process,GO:BP,-0.847,-1.561,0.9729,0.3444,NS,47
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,Regulation Of Double Strand Break Repair,GO:BP,-1.305,1.1,0.5751,0.8758,NS,15
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,Regulation Of Leukocyte Differentiation,GO:BP,-1.085,-1.32,0.7469,0.662,NS,23
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION,Protein Localization To Extracellular Region,GO:BP,-1.194,1.209,0.6221,0.7174,NS,54
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS,Thioester Biosynthetic Process,GO:BP,1.281,1.122,0.5756,0.8561,NS,22
GOBP_DEVELOPMENTAL_MATURATION,Developmental Maturation,GO:BP,0.831,1.569,0.9668,0.3444,NS,26
GOBP_CELL_MATRIX_ADHESION,Cell Matrix Adhesion,GO:BP,0.798,1.601,0.9985,0.3444,NS,36
GOBP_DEVELOPMENTAL_CELL_GROWTH,Developmental Cell Growth,GO:BP,-1.546,0.852,0.2651,0.982,NS,26
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,Positive Regulation Of Protein Modificatio...,GO:BP,-1.278,-1.12,0.4991,0.8221,NS,57
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,Response To Purine Containing Compound,GO:BP,1.219,-1.172,0.6405,0.8053,NS,23
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,Regulation Of Supramolecular Fiber Organiz...,GO:BP,-1.527,-0.858,0.1563,0.9895,NS,74
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,Regulation Of Small Gtpase Mediated Signal...,GO:BP,-1.512,-0.869,0.2691,0.982,NS,29
GOBP_NEUROMUSCULAR_PROCESS,Neuromuscular Process,GO:BP,-1.752,0.627,0.06446,0.9998,NS,34
GOBP_REGULATION_OF_NEUROGENESIS,Regulation Of Neurogenesis,GO:BP,-1.171,1.208,0.6571,0.7308,NS,39
GOBP_RESPONSE_TO_TYPE_II_INTERFERON,Response To Type Ii Interferon,GO:BP,-0.848,1.531,0.952,0.3574,NS,22
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,Negative Regulation Of Phosphorus Metaboli...,GO:BP,-1.176,-1.2,0.6528,0.7326,NS,39
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,Positive Regulation Of Cytoskeleton Organi...,GO:BP,-1.538,0.837,0.2238,0.9895,NS,36
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,Negative Regulation Of Actin Filament Poly...,GO:BP,-1.135,-1.239,0.7198,0.733,NS,17
HALLMARK_XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,Hallmark,-0.862,-1.511,0.8403,0.1365,NS,54
GOBP_IMPORT_INTO_NUCLEUS,Import Into Nucleus,GO:BP,-1.093,-1.279,0.741,0.6619,NS,38
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH,Positive Regulation Of Cell Growth,GO:BP,-1.415,-0.957,0.416,0.9566,NS,22
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Regulation Of Nervous System Development,GO:BP,-1.271,1.1,0.5207,0.86240000000000006,NS,42
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY,Positive Regulation Of Hydrolase Activity,GO:BP,1.001,1.369,0.8324,0.6285,NS,17
GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION,Positive Regulation Of Phosphorylation,GO:BP,-1.266,-1.102,0.5751,0.8631,NS,29
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,Ameboidal Type Cell Migration,GO:BP,-0.985,1.383,0.8424,0.5598,NS,33
GOBP_MITOTIC_SPINDLE_ORGANIZATION,Mitotic Spindle Organization,GO:BP,0.751,1.617,0.9985,0.3444,NS,28
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,Nucleobase Containing Compound Transport,GO:BP,1.182,1.184,0.6624,0.7836,NS,26
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,Positive Regulation Of Synaptic Transmission,GO:BP,-0.847,-1.519,0.9513,0.4322,NS,17
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Positive Regulation Of Protein Localizatio...,GO:BP,0.935,1.429,0.8831,0.5433,NS,23
GOBP_GLUTATHIONE_METABOLIC_PROCESS,Glutathione Metabolic Process,GO:BP,-0.974,-1.389,0.852,0.5981,NS,22
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Microtubule Polymerization Or Depolymeriza...,GO:BP,-1.481,-0.88,0.3332,0.9747,NS,24
GOBP_MESENCHYME_DEVELOPMENT,Mesenchyme Development,GO:BP,-1.418,-0.943,0.4272,0.9566,NS,17
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,Organic Hydroxy Compound Transport,GO:BP,-0.836,-1.525,0.967,0.3574,NS,31
GOBP_AMINO_ACID_ACTIVATION,Amino Acid Activation,GO:BP,1.084,1.276,0.7469,0.7035,NS,25
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,Regulation Of Cellular Component Size,GO:BP,-1.332,1.028,0.4016,0.8863,NS,52
GOBP_RESPONSE_TO_NUTRIENT,Response To Nutrient,GO:BP,-0.888,-1.471,0.9346,0.4238,NS,31
GOBP_CELL_SUBSTRATE_ADHESION,Cell Substrate Adhesion,GO:BP,-0.839,1.516,0.9877,0.3444,NS,55
GOBP_HOMOTYPIC_CELL_CELL_ADHESION,Homotypic Cell Cell Adhesion,GO:BP,-1.24,1.11,0.6105,0.8631,NS,24
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,Positive Regulation Of Immune Effector Pro...,GO:BP,-1.295,1.055,0.5326,0.8774,NS,31
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,Positive Regulation Of Cell Projection Org...,GO:BP,0.905,1.444,0.9175,0.43120000000000003,NS,40
GOBP_PROTEIN_TETRAMERIZATION,Protein Tetramerization,GO:BP,1.22,-1.128,0.6405,0.8471,NS,24
GOBP_POSTSYNAPSE_ORGANIZATION,Postsynapse Organization,GO:BP,-1.353,0.992,0.4836,0.9251,NS,26
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,Response To Xenobiotic Stimulus,GO:BP,0.635,-1.709,0.9985,0.1769,NS,66
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Negative Regulation Of Protein Containing ...,GO:BP,-1.179,-1.161,0.6863,0.8221,NS,17
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,Cellular Response To Alcohol,GO:BP,1.35,0.986,0.5198,0.9269,NS,15
GOBP_CEREBRAL_CORTEX_DEVELOPMENT,Cerebral Cortex Development,GO:BP,-1.444,-0.891,0.4016,0.9663,NS,15
GOBP_EXOCYTOSIS,Exocytosis,GO:BP,-1.266,-1.069,0.5198,0.8758,NS,47
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,Long Chain Fatty Acid Metabolic Process,GO:BP,1.098,-1.237,0.742,0.7308,NS,23
GOBP_REGULATION_OF_PROTEIN_SECRETION,Regulation Of Protein Secretion,GO:BP,-1.086,1.247,0.741,0.7035,NS,40
GOBP_TOR_SIGNALING,Tor Signaling,GO:BP,-1.304,1.024,0.5198,0.8863,NS,35
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION,Regulation Of Postsynapse Organization,GO:BP,-1.367,0.96,0.5074,0.9534,NS,15
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,Mitotic Sister Chromatid Segregation,GO:BP,-0.969,1.357,0.8687,0.6246,NS,26
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,Myeloid Leukocyte Differentiation,GO:BP,-1.131,-1.193,0.7216,0.7962,NS,17
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,Long Chain Fatty Acid Transport,GO:BP,1.137,1.185,0.7113,0.812,NS,18
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,Microtubule Cytoskeleton Organization Invo...,GO:BP,0.865,1.454,0.9513,0.43120000000000003,NS,33
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Cytoplasmic Pattern Recognition Receptor S...,GO:BP,-1.078,-1.24,0.7469,0.7073,NS,31
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Positive Regulation Of Cell Substrate Adhe...,GO:BP,0.761,1.553,0.9985,0.3447,NS,28
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Regulation Of Cell Substrate Adhesion,GO:BP,-0.777,1.537,0.9985,0.3444,NS,37
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,Vascular Process In Circulatory System,GO:BP,-0.744,-1.57,0.9985,0.3444,NS,29
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,Production Of Molecular Mediator Of Immune...,GO:BP,-0.916,1.397,0.8869,0.6138,NS,18
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Protein Containing Complex Disassembly,GO:BP,-1.264,-1.048,0.5198,0.8758,NS,53
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,External Encapsulating Structure Organization,GO:BP,-1.039,1.271,0.7843,0.7024,NS,31
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,Positive Regulation Of Calcium Ion Transport,GO:BP,-0.75,-1.559,0.9985,0.3574,NS,22
HALLMARK_P53_PATHWAY,p53 Pathway,Hallmark,1.271,1.038,0.469,0.9164,NS,25
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Positive Regulation Of Phosphatidylinosito...,GO:BP,-0.988,-1.319,0.8347,0.6723,NS,18
GOBP_RESPONSE_TO_LIGHT_STIMULUS,Response To Light Stimulus,GO:BP,-1.032,-1.274,0.7843,0.6619,NS,43
GOBP_SISTER_CHROMATID_SEGREGATION,Sister Chromatid Segregation,GO:BP,-1.128,1.175,0.7115,0.7962,NS,28
GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION,Negative Regulation Of Molecular Function,GO:BP,-1.012,-1.29,0.8261,0.6285,NS,54
GOBP_ORGANELLE_DISASSEMBLY,Organelle Disassembly,GO:BP,1.197,1.105,0.6635,0.8758,NS,16
GOBP_PROTEIN_DEPOLYMERIZATION,Protein Depolymerization,GO:BP,-1.082,-1.22,0.7469,0.733,NS,26
GOBP_ATP_METABOLIC_PROCESS,ATP Metabolic Process,GO:BP,1.519,0.782,0.1086,0.9998,NS,121
GOBP_PLATELET_ACTIVATION,Platelet Activation,GO:BP,-1.191,1.11,0.6635,0.8758,NS,22
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,Organic Acid Biosynthetic Process,GO:BP,1.227,1.07,0.5594,0.8758,NS,61
HALLMARK_ANDROGEN_RESPONSE,Androgen Response,Hallmark,-1.305,-0.992,0.469,0.9235,NS,24
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS,Cellular Response To Osmotic Stress,GO:BP,1.31,-0.986,0.5552,0.9269,NS,17
GOBP_REGULATION_OF_LIPID_LOCALIZATION,Regulation Of Lipid Localization,GO:BP,-1.1,1.196,0.7427,0.7787,NS,23
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,Nucleoside Triphosphate Metabolic Process,GO:BP,1.508,0.786,0.1073,0.9998,NS,130
GOBP_VACUOLE_ORGANIZATION,Vacuole Organization,GO:BP,-1.185,-1.109,0.6504,0.8495,NS,40
GOBP_LOCOMOTORY_BEHAVIOR,Locomotory Behavior,GO:BP,0.922,1.37,0.8869,0.6263,NS,20
GOBP_BONE_DEVELOPMENT,Bone Development,GO:BP,-1.5,-0.791,0.3343,0.9917,NS,19
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,Protein RNA Complex Organization,GO:BP,1.423,-0.867,0.3217,0.9854,NS,53
GOBP_SEQUESTERING_OF_CALCIUM_ION,Sequestering Of Calcium Ion,GO:BP,-1.156,-1.134,0.6863,0.8221,NS,34
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE,Signal Transduction In Response To DNA Damage,GO:BP,-1.152,-1.138,0.6905,0.8359,NS,19
GOBP_VIRAL_RELEASE_FROM_HOST_CELL,Viral Release From Host Cell,GO:BP,1.002,-1.288,0.8324,0.7146,NS,15
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,Positive Regulation Of Establishment Of Pr...,GO:BP,-1.168,1.119,0.6371,0.8221,NS,68
GOBP_ENDOCYTIC_RECYCLING,Endocytic Recycling,GO:BP,-0.819,1.465,0.9697,0.53,NS,17
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,Regulation Of Innate Immune Response,GO:BP,-1.371,-0.911,0.3368,0.9664,NS,67
GOBP_LYTIC_VACUOLE_ORGANIZATION,Lytic Vacuole Organization,GO:BP,-1.252,1.028,0.6105,0.8864,NS,17
GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS,Secondary Alcohol Metabolic Process,GO:BP,-0.937,-1.343,0.8831,0.6263,NS,27
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS,Olefinic Compound Metabolic Process,GO:BP,0.858,-1.421,0.952,0.5305,NS,27
GOBP_NUCLEUS_ORGANIZATION,Nucleus Organization,GO:BP,-1.455,-0.817,0.3387,0.9895,NS,27
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Regulation Of Protein Localization To Nucleus,GO:BP,-0.716,-1.556,0.9985,0.3444,NS,36
GOBP_REGULATION_OF_PROTEOLYSIS,Regulation Of Proteolysis,GO:BP,-1.115,-1.157,0.6868,0.733,NS,84
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,Modified Amino Acid Metabolic Process,GO:BP,1.273,-0.998,0.5198,0.9117,NS,50
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,Positive Regulation Of Protein Containing ...,GO:BP,-1.323,-0.948,0.447,0.9566,NS,44
GOBP_PROTEIN_POLYMERIZATION,Protein Polymerization,GO:BP,-1.408,-0.862,0.3198,0.9895,NS,56
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,Establishment Of Organelle Localization,GO:BP,-1.106,1.161,0.6964,0.7359,NS,74
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,Cellular Response To Steroid Hormone Stimulus,GO:BP,1.312,0.955,0.5074,0.9566,NS,37
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,Water Soluble Vitamin Metabolic Process,GO:BP,0.721,-1.544,0.9985,0.4187,NS,18
GOBP_SINGLE_FERTILIZATION,Single Fertilization,GO:BP,1.168,-1.096,0.6863,0.8758,NS,21
GOBP_MICROTUBULE_BASED_TRANSPORT,Microtubule Based Transport,GO:BP,-1.399,0.862,0.4016,0.982,NS,29
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Mitotic Cell Cycle Phase Transition,GO:BP,-1.418,-0.843,0.3279,0.9895,NS,46
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,Regulation Of Actin Filament Organization,GO:BP,-1.43,0.831,0.3198,0.9895,NS,46
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,Protein Targeting To Membrane,GO:BP,0.672,1.586,0.9985,0.3574,NS,15
GOBP_NUCLEAR_TRANSPORT,Nuclear Transport,GO:BP,-1.232,-1.025,0.5503,0.8863,NS,63
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,Regulation Of Cell Cycle G1 S Phase Transi...,GO:BP,-1.777,0.48,0.1065,0.9998,NS,17
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,Negative Regulation Of Cytoskeleton Organi...,GO:BP,-0.92,-1.334,0.8869,0.6285,NS,27
GOBP_MONOATOMIC_ANION_TRANSPORT,Monoatomic Anion Transport,GO:BP,1.191,-1.06,0.6797,0.8774,NS,16
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,Sensory Perception Of Mechanical Stimulus,GO:BP,1.627,0.624,0.2274,0.9998,NS,18
GOBP_CELL_KILLING,Cell Killing,GO:BP,-1.565,0.683,0.2033,0.9998,NS,31
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,Actin Polymerization Or Depolymerization,GO:BP,-1.295,0.952,0.5407,0.9566,NS,32
GOBP_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,Positive Regulation Of Supramolecular Fibe...,GO:BP,-1.619,0.628,0.1399,0.9998,NS,36
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,Protein Localization To Nucleus,GO:BP,-1.053,-1.189,0.7576,0.7208,NS,63
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,Cardiac Muscle Tissue Development,GO:BP,-1.563,0.678,0.192,0.9998,NS,41
GOBP_ESTABLISHMENT_OF_CELL_POLARITY,Establishment Of Cell Polarity,GO:BP,-1.073,1.168,0.754,0.8095,NS,24
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,Cardiac Chamber Development,GO:BP,-1.366,0.872,0.5074,0.9696,NS,16
GOBP_RENAL_SYSTEM_PROCESS,Renal System Process,GO:BP,-0.932,-1.304,0.8829,0.7035,NS,15
GOBP_RRNA_METABOLIC_PROCESS,Rrna Metabolic Process,GO:BP,-1.165,-1.071,0.6843,0.8758,NS,30
GOBP_GLAND_DEVELOPMENT,Gland Development,GO:BP,1.035,1.2,0.7765,0.7308,NS,44
GOBP_DEPHOSPHORYLATION,Dephosphorylation,GO:BP,-1.614,-0.619,0.1952,0.9998,NS,24
GOBP_POLYOL_METABOLIC_PROCESS,Polyol Metabolic Process,GO:BP,0.87,-1.363,0.9413,0.6285,NS,20
GOBP_RESPONSE_TO_ACTIVITY,Response To Activity,GO:BP,-0.867,-1.366,0.9478,0.5981,NS,26
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,Regulation Of Synapse Structure Or Activity,GO:BP,-1.009,1.221,0.8324,0.7345,NS,28
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,Response To Toxic Substance,GO:BP,0.8,-1.43,0.9985,0.3574,NS,63
GOBP_LAMELLIPODIUM_ORGANIZATION,Lamellipodium Organization,GO:BP,-1.209,1.02,0.6528,0.8943,NS,17
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION,Mesenchymal Cell Differentiation,GO:BP,-1.286,-0.939,0.5774,0.9566,NS,16
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,Tumor Necrosis Factor Mediated Signaling P...,GO:BP,-1.487,-0.738,0.3463,0.9998,NS,16
GOBP_GASTRULATION,Gastrulation,GO:BP,-1.152,-1.073,0.6964,0.8758,NS,17
GOBP_CELLULAR_RESPONSE_TO_STARVATION,Cellular Response To Starvation,GO:BP,-1.287,0.937,0.5503,0.96,NS,32
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,Cellular Oxidant Detoxification,GO:BP,0.756,-1.467,0.9985,0.4,NS,39
GOBP_CELLULAR_RESPONSE_TO_RADIATION,Cellular Response To Radiation,GO:BP,-0.885,-1.338,0.9261,0.6402,NS,22
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Pattern Recognition Receptor...,GO:BP,-1.182,-1.034,0.6571,0.8863,NS,34
GOBP_ALCOHOL_METABOLIC_PROCESS,Alcohol Metabolic Process,GO:BP,-0.762,-1.453,0.9985,0.3444,NS,69
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,Nuclear Chromosome Segregation,GO:BP,-0.825,1.388,0.9814,0.5433,NS,36
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH,Regulation Of Developmental Growth,GO:BP,-1.377,0.836,0.4016,0.9895,NS,36
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,Modified Amino Acid Biosynthetic Process,GO:BP,1.29,-0.919,0.5751,0.96,NS,17
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT,Endosome To Lysosome Transport,GO:BP,-0.805,-1.402,0.9729,0.6246,NS,15
GOBP_NEGATIVE_REGULATION_OF_SECRETION,Negative Regulation Of Secretion,GO:BP,1.335,0.869,0.5074,0.9798,NS,20
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,Smooth Muscle Cell Proliferation,GO:BP,-0.917,-1.287,0.8869,0.7035,NS,19
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Positive Regulation Of Small Molecule Meta...,GO:BP,-1.112,-1.091,0.7296,0.8659,NS,36
GOBP_ACTIN_FILAMENT_POLYMERIZATION,Actin Filament Polymerization,GO:BP,-1.202,0.999,0.6474,0.9117,NS,28
GOBP_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Cytoplasmic Pattern Recognit...,GO:BP,-1.19,-1.01,0.6528,0.9093,NS,27
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,Negative Regulation Of Mrna Metabolic Process,GO:BP,-1.292,-0.906,0.5643,0.9663,NS,22
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,Ribonucleoprotein Complex Biogenesis,GO:BP,1.226,-0.971,0.5198,0.9566,NS,90
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Protein Localization To Plasma Membrane,GO:BP,0.699,1.497,0.9985,0.3444,NS,63
GOBP_ACETYL_COA_METABOLIC_PROCESS,Acetyl Coa Metabolic Process,GO:BP,1.12,1.075,0.7318,0.8774,NS,15
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,Negative Regulation Of Supramolecular Fibe...,GO:BP,-0.982,-1.212,0.8487,0.7308,NS,35
GOBP_PROTEIN_HOMOTETRAMERIZATION,Protein Homotetramerization,GO:BP,1.216,-0.978,0.6528,0.9373,NS,16
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION,Regulation Of Microtubule Polymerization,GO:BP,-1.337,0.857,0.5198,0.9798,NS,17
GOBP_AXO_DENDRITIC_TRANSPORT,Axo Dendritic Transport,GO:BP,-0.925,1.268,0.8831,0.7174,NS,17
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,Establishment Or Maintenance Of Cell Polarity,GO:BP,-0.771,1.422,0.9985,0.4368,NS,42
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,Regulation Of Cellular Response To Growth ...,GO:BP,-1.125,-1.068,0.7125,0.8758,NS,31
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,Positive Regulation Of Response To Biotic ...,GO:BP,-1.273,-0.919,0.5003,0.9663,NS,60
GOBP_DETOXIFICATION,Detoxification,GO:BP,0.819,-1.367,0.9985,0.5211,NS,48
GOBP_RESPONSE_TO_KETONE,Response To Ketone,GO:BP,0.943,1.242,0.8802,0.7174,NS,29
GOBP_PROTEIN_DEPHOSPHORYLATION,Protein Dephosphorylation,GO:BP,-1.467,-0.717,0.3563,0.9998,NS,18
GOBP_ORGANIC_ANION_TRANSPORT,Organic Anion Transport,GO:BP,1.438,-0.741,0.3272,0.9998,NS,45
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,Developmental Growth Involved In Morphogen...,GO:BP,-1.462,0.716,0.3387,0.9998,NS,25
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,Ras Protein Signal Transduction,GO:BP,-1.294,-0.884,0.5774,0.9663,NS,15
