"null_max_t","observed_max_t","p_perm"
3.02218973072234,4.25249421207168,0.096
4.12014328875188,4.25249421207168,0.096
3.76578702222861,4.25249421207168,0.096
3.16545052189881,4.25249421207168,0.096
3.04788473275456,4.25249421207168,0.096
3.53495653718343,4.25249421207168,0.096
2.32195836706072,4.25249421207168,0.096
4.24442996412377,4.25249421207168,0.096
2.55098181306736,4.25249421207168,0.096
3.58922431966242,4.25249421207168,0.096
4.30762789513172,4.25249421207168,0.096
4.69539528603694,4.25249421207168,0.096
4.47011552015939,4.25249421207168,0.096
3.47924995753502,4.25249421207168,0.096
3.76939128108643,4.25249421207168,0.096
3.57559754011503,4.25249421207168,0.096
2.64431179316909,4.25249421207168,0.096
2.782296008665,4.25249421207168,0.096
3.29831325474856,4.25249421207168,0.096
3.27688094077824,4.25249421207168,0.096
2.75916547388882,4.25249421207168,0.096
3.06729034830978,4.25249421207168,0.096
3.74761446829535,4.25249421207168,0.096
3.12206010679497,4.25249421207168,0.096
3.70108804153604,4.25249421207168,0.096
4.5234125497511,4.25249421207168,0.096
4.13559763194142,4.25249421207168,0.096
2.82775271662748,4.25249421207168,0.096
3.39028784158861,4.25249421207168,0.096
3.1887680418323,4.25249421207168,0.096
3.36418645596024,4.25249421207168,0.096
2.35626679201604,4.25249421207168,0.096
3.17802042891171,4.25249421207168,0.096
3.92479646283049,4.25249421207168,0.096
3.76657412417695,4.25249421207168,0.096
2.43482123651042,4.25249421207168,0.096
3.42878215391014,4.25249421207168,0.096
3.38363810895512,4.25249421207168,0.096
3.90458793026881,4.25249421207168,0.096
3.64668165763059,4.25249421207168,0.096
3.0190041318228,4.25249421207168,0.096
3.83118882084027,4.25249421207168,0.096
3.99035823666351,4.25249421207168,0.096
3.35703188478415,4.25249421207168,0.096
2.67198955399459,4.25249421207168,0.096
4.1378435391298,4.25249421207168,0.096
3.36993073549445,4.25249421207168,0.096
3.46186969907699,4.25249421207168,0.096
2.72757037775008,4.25249421207168,0.096
2.78098873378994,4.25249421207168,0.096
3.8964932231993,4.25249421207168,0.096
3.83546129624134,4.25249421207168,0.096
3.64222378934034,4.25249421207168,0.096
2.76923517469738,4.25249421207168,0.096
4.00914024272885,4.25249421207168,0.096
3.96322129558039,4.25249421207168,0.096
3.19858107989923,4.25249421207168,0.096
2.6239933337068,4.25249421207168,0.096
2.68401322357578,4.25249421207168,0.096
3.49500342868671,4.25249421207168,0.096
4.45130428207616,4.25249421207168,0.096
2.95623247978907,4.25249421207168,0.096
2.97442202467522,4.25249421207168,0.096
3.40407846959958,4.25249421207168,0.096
2.63241211812847,4.25249421207168,0.096
3.89788478291343,4.25249421207168,0.096
3.15172267556492,4.25249421207168,0.096
2.98415673758918,4.25249421207168,0.096
2.01365272132479,4.25249421207168,0.096
2.26123276827538,4.25249421207168,0.096
2.49596535076998,4.25249421207168,0.096
3.17359857295746,4.25249421207168,0.096
2.6655377494397,4.25249421207168,0.096
3.6006338341875,4.25249421207168,0.096
2.85301299326645,4.25249421207168,0.096
2.97012820171387,4.25249421207168,0.096
2.68619377278379,4.25249421207168,0.096
3.06703750567235,4.25249421207168,0.096
5.21803463748482,4.25249421207168,0.096
2.68875243702259,4.25249421207168,0.096
2.92347100064658,4.25249421207168,0.096
2.75259285681264,4.25249421207168,0.096
2.90475047926915,4.25249421207168,0.096
3.41591435217466,4.25249421207168,0.096
3.00298038253394,4.25249421207168,0.096
3.06315363241983,4.25249421207168,0.096
4.01629369633073,4.25249421207168,0.096
3.06979591892454,4.25249421207168,0.096
2.97383569705938,4.25249421207168,0.096
2.98843198051488,4.25249421207168,0.096
3.08613646465684,4.25249421207168,0.096
4.3825767422978,4.25249421207168,0.096
3.62199812856719,4.25249421207168,0.096
3.61591094012257,4.25249421207168,0.096
4.03247542831755,4.25249421207168,0.096
2.91795589037972,4.25249421207168,0.096
3.6452432415678,4.25249421207168,0.096
3.72180592080834,4.25249421207168,0.096
2.89976015729598,4.25249421207168,0.096
3.59581544215465,4.25249421207168,0.096
4.02633448560755,4.25249421207168,0.096
3.26842460930243,4.25249421207168,0.096
2.103194448228,4.25249421207168,0.096
3.2426012828577,4.25249421207168,0.096
3.15735292849229,4.25249421207168,0.096
2.51528254127415,4.25249421207168,0.096
2.62921057181248,4.25249421207168,0.096
4.97905902940967,4.25249421207168,0.096
2.7848659988501,4.25249421207168,0.096
3.96874990775907,4.25249421207168,0.096
3.44981209836619,4.25249421207168,0.096
3.11860707816244,4.25249421207168,0.096
2.99123127921856,4.25249421207168,0.096
3.40551704165108,4.25249421207168,0.096
3.78776102834794,4.25249421207168,0.096
3.30597283451043,4.25249421207168,0.096
4.4229144354849,4.25249421207168,0.096
2.81030952082327,4.25249421207168,0.096
2.44200496540995,4.25249421207168,0.096
3.44287420544314,4.25249421207168,0.096
3.15648122689506,4.25249421207168,0.096
4.03783506497201,4.25249421207168,0.096
2.80703571453638,4.25249421207168,0.096
2.89108269856636,4.25249421207168,0.096
3.84063398067997,4.25249421207168,0.096
2.75615347599821,4.25249421207168,0.096
3.75394026474413,4.25249421207168,0.096
3.57969262382372,4.25249421207168,0.096
4.00768902433954,4.25249421207168,0.096
4.17937686438623,4.25249421207168,0.096
3.5263524846312,4.25249421207168,0.096
3.60812213897846,4.25249421207168,0.096
3.42650785953138,4.25249421207168,0.096
2.42638315646841,4.25249421207168,0.096
3.01556592525043,4.25249421207168,0.096
3.28890776494911,4.25249421207168,0.096
2.48294666376959,4.25249421207168,0.096
2.40635713710167,4.25249421207168,0.096
3.36441934133323,4.25249421207168,0.096
3.08099053448857,4.25249421207168,0.096
2.55899966992312,4.25249421207168,0.096
2.85538003938797,4.25249421207168,0.096
3.91340220332107,4.25249421207168,0.096
3.58052448538545,4.25249421207168,0.096
2.66997862733564,4.25249421207168,0.096
2.86584073560523,4.25249421207168,0.096
3.5503716549142,4.25249421207168,0.096
2.68714240890889,4.25249421207168,0.096
3.91563888975939,4.25249421207168,0.096
2.93485407423312,4.25249421207168,0.096
3.09148655305022,4.25249421207168,0.096
2.41265445295357,4.25249421207168,0.096
3.30331697420326,4.25249421207168,0.096
2.7618804856135,4.25249421207168,0.096
