contrast,median_absLFC,ci_lower,ci_upper,boot_se,n_proteins
Training_HR,0.2040051947619175,0.19064457183905698,0.215365780509059,0.006382430286973462,1870
Training_LR,0.149744834886846,0.141999697559982,0.158578797034117,0.004591073647628431,1873
Acute_HR,0.2239461917560615,0.212916254100538,0.2341599469729635,0.005282636784214203,1876
Acute_LR,0.171121825358515,0.159958281893086,0.1824840031012624,0.005869697203551558,1867
Baseline_HRvLR,0.178654735823722,0.16399409844489,0.18743674669274,0.0058574606707028935,1868
Trained_HRvLR,0.170655552287126,0.159165640833237,0.180654290281847,0.006096922596614615,1877
Acute_HRvLR,0.216792625003247,0.204121035751864,0.227240987387859,0.00606204845251709,1869
Training_Interaction,0.222822453781916,0.210995622506349,0.236316431099329,0.006342946725826569,1863
Acute_Interaction,0.2652545724376765,0.250715063532628,0.280881721146677,0.007573094108405918,1862
