quantile,Acute_HR,Acute_LR,ratio
Q25,0.11305645766300575,0.07723785463542845,1.464
Q50,0.224599428213482,0.1760952380488785,1.275
Q75,0.3973831010834995,0.348203144127716,1.141
Q90,0.6437222538800718,0.5725947376672818,1.124
