pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,clean_label
GOBP_MICROTUBULE_BASED_TRANSPORT,1e-10,2.046653081216304,28,LAMP1;RAB21;MAP2K1;FLOT2;UCHL1;PAFAH1B1;PURA;MAPT;ARL8A;DYNC1H1;ARL8B;ARL3;DYNC1I2;HSPB1;SFPQ;FYCO1;DYNLL1,GO:BP,1.031678594672217e-4,0.6097906335541546,0.5384340963099162,Baseline_HRvLR,1,-13.5,18.5,2.5,-0.23561944901923448,0.32288591161895097,0.04363323129985824,"Microtubule Based
Transport"
GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY,2e-10,2.036848674130107,16,MAP2K2;XRCC5;MAP2K1;TPD52L1;XRCC6;MAP2K3;LTF;RAP1A;CAB39;FBN1;COPS8,GO:BP,2.3507223535900945e-4,0.7056402500200233,0.5188480777437918,Baseline_HRvLR,2,21.5,53.5,37.5,0.3752457891787808,0.9337511498169663,0.6544984694978736,"Positive Reg. of
Kinase Activity"
GOBP_AXO_DENDRITIC_TRANSPORT,3e-10,1.959096864685576,17,RAB21;FLOT2;UCHL1;PAFAH1B1;PURA;MAPT;ARL8A;DYNC1H1;ARL8B;HSPB1;SFPQ,GO:BP,7.834434801205749e-4,0.6676021239890371,0.47727081536286214,Baseline_HRvLR,3,56.5,88.5,72.5,0.9861110273767961,1.5446163880149817,1.2653637076958888,"Axo Dendritic
Transport"
GOBP_EXOCYTOSIS,4e-10,1.8360734667413103,46,CHMP2A;LAMP1;RAB2B;RAB11B;STXBP3;RAB8A;RAB21;S100A13;CHMP6;JAGN1;YKT6;ANXA2;RAB10;ARL8B;RAP1A;VAMP3;MYH9;TRIM72;PFN2;RAP1B;RALA;SYNGR2;ANXA1;PAK1,GO:BP,0.00104387736171013,0.48564348440975214,0.45505986738722953,Baseline_HRvLR,4,91.5,123.5,107.5,1.5969762655748114,2.155481626212997,1.876228945893904,Exocytosis
HALLMARK_OXIDATIVE_PHOSPHORYLATION,5e-10,-2.5983497644597007,148,CPT1A;MFN2;VDAC3;VDAC2;NDUFS4;ACAA1;ATP5F1E;NDUFS7;SDHD;COX5A;ISCU;SLC25A11;COX6C;NDUFV2;NDUFA7;NDUFA2;COX6B1;SLC25A4;UQCRC2;PHB2;COX5B;DLST;TIMM9;NDUFB8;HADHB;VDAC1;NDUFS8;SLC25A6;ACADVL;NDUFV1;NNT;FXN;NDUFS3;UQCRB;UQCR10;UQCRC1;PDHX;SDHA;GPX4;ACAA2;TIMM13;NDUFS1;ACADSB;NDUFB7;BCKDHA;NDUFA3;SDHB;NDUFC2;NDUFB3;COX4I1;ETFB;HTRA2;ACAT1;HCCS;NDUFS6;MAOB;NDUFB4;ATP5MG;NDUFB5;AIFM1;NDUFA6;UQCRQ;GOT2;SLC25A12;COX7A2;ATP5PO;NDUFA9;SDHC;SLC25A3;HSPA9;DLAT;ATP5PF;IMMT,Hallmark,3.638774774239279e-15,-0.5374455528480296,0.9969862175331804,Baseline_HRvLR,5,126.5,158.5,142.5,2.2078415037728267,2.7663468644110125,2.48709418409192,OXPHOS
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,6e-10,-2.85999667759145,72,MTCH2;NDUFB9;NDUFS4;NDUFS7;SDHD;COX5A;ISCU;MT-ND1;COX6C;NDUFV2;NDUFA12;NDUFA7;NDUFA2;COX6B1;NDUFS5;UQCRC2;COX5B;NDUFB10;NDUFB8;NDUFA11;NDUFS8;NDUFV1;NDUFS3;UQCRB;UQCR10;UQCRC1;SDHA;MT-CO2;NDUFS1;NDUFB7;MT-ND3;NDUFA3;SDHB;NDUFC2;NDUFB3;COX4I1;NDUFS6;NDUFB4;NDUFB5;NDUFA10;NDUFA6;UQCRQ;COX7A2;COX7A1;NDUFA9;SDHC;MT-ND5;COA6;GHITM,GO:BP,1.6484208262307922e-14,-0.6677814664661262,0.9759946830643196,Baseline_HRvLR,6,161.5,193.5,177.5,2.8187067419708423,3.377212102609028,3.097959422289935,"ATP Synthesis
Coupled Electron
Transport"
GOBP_CELLULAR_RESPIRATION,7.000000000000001e-10,-2.562627474145532,139,MFN2;MTCH2;NDUFB9;NDUFS4;ATP5F1E;NDUFS7;SDHD;COX5A;ISCU;MT-ND1;COX6C;NDUFV2;NDUFA12;NDUFA7;NDUFA2;COX6B1;NDUFS5;STOML2;UQCRC2;COX5B;SLC25A13;DLST;NDUFB10;NDUFB8;NDUFB11;NDUFA11;NDUFS8;NDUFV1;NNT;FXN;NDUFS3;UQCRB;UQCR10;UQCRC1;SDHA;MT-CO2;NDUFS1;NDUFB7;MT-ND3;NDUFA3;SDHB;NDUFC2;NDUFB3;LYRM7;COX4I1;ETFB;MT-ATP6;HCCS;NDUFS6;MT-ATP8;NDUFB4;ATP5MG;NDUFB5;NDUFA10;NDUFA6;UQCRQ;SUCLG2;COX7A2;CISD1;SHMT2;COX7A1;ATP5PO;NDUFA9;SDHC;DLAT;MT-ND5;COA6;ATP5PF;GHITM,GO:BP,3.6515015212914694e-14,-0.5344833725279716,0.9653277542260832,Baseline_HRvLR,7,201.5,233.5,217.5,3.5168384427685737,4.075343803406759,3.796091123087667,"Cellular
Respiration"
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,8e-10,-2.620242999035945,86,NDUFB9;NDUFS4;SLC16A1;ATP5F1E;NDUFS7;COX5A;MT-ND1;NDUFV2;NDUFA12;NDUFA7;NDUFA2;COX6B1;NDUFS5;SLC25A4;PHB2;COX5B;SLC25A13;NDUFB10;NDUFB8;NDUFS8;NDUFV1;ATP1A1;LETM1;NNT;NDUFS3;UQCR10;UQCRC1;MT-CO2;NDUFS1;NDUFB7;MT-ND3;NDUFA3;NDUFC2;NDUFB3;COX4I1;MT-ATP6;NDUFS6;MT-ATP8;NDUFB4;ATP5MG;NDUFB5;NDUFA10;NDUFA6;SLC25A12;COX7A1;ATP5PO;NDUFA9;SLC25A3;MT-ND5;ATP5PF;GHITM,GO:BP,4.143924656618365e-12,-0.591317882122014,0.8870749883998732,Baseline_HRvLR,8,236.5,268.5,252.5,4.127703680966589,4.686209041604775,4.4069563612856815,"Proton
Transmembrane
Transport"
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,9e-10,-2.1978793391435056,217,MFN2;MTCH2;NDUFB9;NDUFS4;ATP5F1E;NDUFS7;SDHD;COX5A;ISCU;MT-ND1;COX6C;COMT;NDUFV2;HMGCL;NDUFA12;NDUFA7;NDUFA2;COX6B1;NDUFS5;STOML2;SLC25A4;UQCRC2;COX5B;SLC25A13;GAPDHS;DLST;NDUFB10;NDUFB8;NDUFB11;FDXR;NDUFA11;NDUFS8;ACADVL;NDUFV1;NNT;FXN;NDUFS3;UQCRB;UQCR10;UQCRC1;SDHA;MT-CO2;ADHFE1;NDUFS1;STBD1;NDUFB7;PFKM;MT-ND3;NDUFA3;SDHB;NDUFC2;NDUFB3;LYRM7;COX4I1;ETFB;EPM2A;ACAT1;MT-ATP6;HCCS;ENO3;NDUFS6;MT-ATP8;NDUFB4;ATP5MG;NDUFB5;FBP1;PGAM2;NDUFA10;NDUFA6;ALDOA;UQCRQ;BPGM;SUCLG2;GSK3B;COX7A2;ALDH1L1;CISD1;SHMT2;COX7A1;PRKAA2;ATP5PO;NDUFA9;SDHC,GO:BP,1.7142089902350776e-11,-0.4313118730748947,0.8634153916066928,Baseline_HRvLR,9,271.5,303.5,287.5,4.738568919164605,5.29707427980279,5.017821599483697,"Generation
Of Precursor
Metabolites And
Energy"
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,1e-9,-2.5670988449572665,59,NDUFB9;NDUFS4;ATP5F1E;NDUFS7;SDHD;MT-ND1;NDUFV2;NDUFA12;NDUFA7;NDUFA2;NDUFS5;STOML2;NDUFB10;NDUFB8;NDUFB11;NDUFA11;NDUFS8;NDUFV1;NDUFS3;SDHA;NDUFS1;NDUFB7;MT-ND3;NDUFA3;SDHB;NDUFC2;NDUFB3;MT-ATP6;NDUFS6;MT-ATP8;NDUFB4;ATP5MG;NDUFB5;NDUFA10;NDUFA6;ATP5PO;NDUFA9;SDHC;MT-ND5;ATP5PF,GO:BP,3.5779871913134867e-10,-0.624896398514143,0.8140358378479079,Baseline_HRvLR,10,306.5,338.5,322.5,5.349434157362619,5.907939518000806,5.6286868376817125,"Proton Motive
Force Driven ATP
Synthesis"
