pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,clean_label
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1e-10,2.182694604946185,34,EEF2;PAIP1;TUBB2A;LSM4;EIF4A2;RPS14;EIF2S1;FUS;EIF4E;SPCS1;IARS1;HSPA5;HSP90B1;GOSR2;PREB;SEC31A,Hallmark,1.4214399025472455e-5,0.6120380086137556,0.5933254763964051,Acute_Interaction,1,4,30.166666666666668,17.083333333333336,0.06981317007977318,0.5265076576849561,0.29816041388236464,"Unfolded Protein
Response"
HALLMARK_G2M_CHECKPOINT,2e-10,1.963675385799973,24,ILF3;NCL;SYNCRIP;SRSF2;RAD23B;DMD;MARCKS;HSPA8;XPO1;RPA2;KPNB1,Hallmark,6.824125751930007e-4,0.5975343901050802,0.47727081536286214,Acute_Interaction,2,33.16666666666667,59.333333333333336,46.25,0.5788675352447861,1.035562022849969,0.8072147790473774,G2m Checkpoint
GOBP_CYTOPLASMIC_TRANSLATION,3e-10,1.9933919239428208,104,RPS20;RPL14;RPL6;RWDD1;EIF3E;RPL13A;MCTS1;EEF2;SYNCRIP;RPL7;RPL12;PAIP1;ETF1;RPS5;RPL27;EEF1D;RPS7;RPLP2;RPS26;EIF4A2;RPS14;RPLP1;EPRS1;RPS2;RPL18A;RPL15;RPL7A;EIF3B;EIF3D;RPL22;CSDE1;EIF3M;RPL18;PABPC1;RPL31;EIF5;RPS19;EIF3C;RPL17;RPL24;RPS15A;RPS25;RPS3A;RPS24;RPS21;SARS1;RPS10;RPL36;YBX3;AKT2;RPS16;RPL37A;CNBP;RPL10A;RPS17,GO:BP,3.805021039832443e-6,0.4457624152623255,0.6272567397185284,Acute_Interaction,3,62.333333333333336,88.5,75.41666666666667,1.0879219004097986,1.5446163880149817,1.3162691442123902,"Cytoplasmic
Translation"
GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,4e-10,2.1441066182773048,35,RPL14;RPL6;RPL13A;RPL7;RPL12;RPL27;RPLP2;EHD2;RPLP1;EHD1;RPL18A;RPL15;CAPN2;RPL7A;RPL18;RPL31;RPL17;RPL24,GO:BP,2.42781948708374e-5,0.5977613119788131,0.5756102610711286,Acute_Interaction,4,91.5,117.66666666666667,104.58333333333334,1.5969762655748114,2.0536707531799943,1.8253235093774032,"Reg. of Syncytium
Formation By
Plasma Membrane
Fusion"
GOBP_RESPONSE_TO_HEAT,5e-10,2.062053461108398,31,CHORDC1;PRKACA;RBBP7;CRYAB;HSP90AB1;EEF1D;AKT1;HSPB2;EIF2S1;HSP90AA1;VCP;DNAJB4;YWHAE;HSPB1;STUB1;DNAJB1;MAPKAPK2;DNAJA2;HSPB6;DNAJA4,GO:BP,8.124090952001765e-5,0.5900900693766677,0.5384340963099162,Acute_Interaction,5,120.66666666666667,146.83333333333334,133.75,2.1060306307398244,2.562725118345007,2.3343778745424157,Resp. to Heat
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,6e-10,1.7821200990240622,104,FSCN1;MAPRE3;MYPN;MAPRE1;TUBB;FITM1;DYNC1H1;XRCC5;PRKAR1A;LSM4;DDB1;RPS14;DDX3X;EIF2S1;PGM5;FUS;CSRP3;SBDS;PRKAA1;PPP2R1A;KPNB1;OBSCN;CSDE1;PRKAA2;FLNA;MYBPH;EIF5;MYH3;RPS19;LDB3;SYNPO2L;MYH6;CFL2;RPL24;CIRBP;MYL2;MSN;SUGT1;TNNT3;PLEC;MYOZ1;EZR;ADPRHL1;UBAP2L;EIF1AX;FLNC;CHMP1B,GO:BP,1.556712499394131e-4,0.39851779777316265,0.5188480777437918,Acute_Interaction,6,149.83333333333334,176,162.91666666666669,2.6150849959048372,3.07177948351002,2.843432239707429,"Membraneless
Organelle Assembly"
HALLMARK_HEME_METABOLISM,7.000000000000001e-10,-2.738832859304239,49,SNCA;BPGM;ANK1;EPB41;RNF123;ALAD;SPTB;SELENBP1;BLVRA;CAT;BLVRB;SLC2A1;TFRC;GLRX5;PGLS;ENDOD1;PRDX2;USP15;GCLC;ALDH1L1;GYPC;MAP2K3;MPP1;BCAM;BSG,Hallmark,4.3575824820398655e-12,-0.7020066052055458,0.8870749883998732,Acute_Interaction,7,184,210.16666666666666,197.08333333333331,3.211405823669566,3.668100311274749,3.4397530674721573,Heme Metabolism
HALLMARK_OXIDATIVE_PHOSPHORYLATION,8e-10,-1.7964806839359388,152,ATP5MG;SLC25A11;SLC25A6;CPT1A;DLST;BDH2;TIMM10;IDH3A;PDHA1;HCCS;IDH1;ECI1;ATP6V1G1;GOT2;PDHX;MDH2;DLAT;GPX4;UQCR10;TIMM13;MAOB;ATP5F1A;ABCB7;NDUFAB1;SURF1;CS;COX6B1;NDUFB4;TIMM9;AFG3L2;SUCLG1;SLC25A12;VDAC1;ATP5ME;FH;NDUFA6;SLC25A4;ACADM;ATP5MF;NDUFB6;AIFM1;IDH3G;ACADVL;FXN;MFN2;ATP5PB;SDHD;NDUFA8;TIMM50;SDHB;SUCLA2;ATP5F1E;VDAC2;ATP5PF;COX5B;HTRA2;UQCRQ;NNT;PRDX3;PMPCA;UQCRB;IMMT;HSD17B10;NDUFA4;NDUFS8;NDUFB8;NQO2;NDUFA7;IDH3B,Hallmark,2.794172071997458e-5,-0.3765438671659747,0.5756102610711286,Acute_Interaction,8,213.16666666666666,239.33333333333331,226.25,3.720460188834579,4.177154676439762,3.94880743263717,OXPHOS
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,9e-10,-1.781278075503432,225,SNCA;BPGM;ALDOC;PFKFB1;PHKG1;BLVRA;CAT;ATP5MG;HMGCL;MT-ND3;PPIF;PGLS;NDUFA11;GNPDA1;DLST;ATG3;SUCLG2;IDH3A;PDHA1;ALDH1L1;HCCS;IDH1;PFKL;PHKA2;PDHX;MT-ATP6;LYRM7;MDH2;DLAT;PGAM1;UQCR10;PHKB;MPC2;ALDOA;PHKA1;ATP5F1A;NDUFAB1;SURF1;COX7A1;CS;PKM;NDUFB9;MT-ND2;TKT;COX6B1;SLC25A13;NDUFB4;PGD;PPP1R2;SUCLG1;ATP5ME;PDK2;FH;SHMT2;TALDO1;MT-CO2;NDUFA6;AGL;SLC25A4;GAPDHS;ACADM;ATP5MF;NDUFB6;NDUFB10;ACTN3;MT-ND1;MCU;COQ10B;IDH3G;ACADVL;EPM2A;FXN;MFN2;ATP5PB;SDHD;NDUFA8;ENO3;SDHB;SUCLA2;ATP5F1E;ATP5PF;ADHFE1;COX5B,GO:BP,4.59716866644479e-6,-0.35592210431220495,0.610526878385931,Acute_Interaction,9,242.33333333333331,268.5,255.41666666666666,4.229514553999592,4.686209041604775,4.457861797802183,"Generation
Of Precursor
Metabolites And
Energy"
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,1e-9,-1.9045042090018958,92,SNCA;TST;AHCYL2;ACSS2;DLST;GPX1;MPST;GCLC;SUCLG2;PDHA1;IDH1;PANK4;NME1;PDHX;BLMH;DLAT;MPC2;ACSL1;BPNT1;ENOPH1;NUDT19;ACSF2;GSTK1;GSTO1;GCLM;ACACA;STAT5B;MCCC2;SUCLG1;PDK2,GO:BP,3.84977822511469e-5,-0.4333935573366269,0.557332238758646,Acute_Interaction,10,271.5,297.6666666666667,284.58333333333337,4.738568919164605,5.195263406769788,4.9669161629671965,"Sulfur Compound
Metabolism"
