gene,logFC,neg_log10_p,pi_score,adj_pval,direction
NUBP1,0.9637,1.361,0.048799,0.577022,Up
MAPRE3,0.7706,1.699,0.049075,0.530292,Up
CA3,0.8391,1.5495,0.050096,0.577022,NS
COQ3,-0.8214,1.5797,0.050401,0.562735,NS
MYLK,-1.2246,1.0575,0.050698,0.630118,NS
HBG2,-1.6182,0.7994,0.050862,0.671194,NS
PGM5,0.8453,1.5188,0.052013,0.577022,NS
MAP2K1,0.8655,1.4806,0.052298,0.577022,NS
RPA3,-0.9233,1.3745,0.053819,0.577022,NS
RPL12,0.9451,1.3308,0.055243,0.582658,NS
RPL15,0.9201,1.3612,0.055915,0.577022,NS
TIMM8A,0.9909,1.2534,0.05729,0.589475,NS
PPM1A,0.7196,1.7128,0.05853,0.530292,NS
TXNRD2,-1.0436,1.1805,0.058624,0.589475,NS
SRSF2,0.8938,1.3618,0.060646,0.577022,NS
GARNL3,-1.077,1.1291,0.060805,0.615819,NS
COX19,-0.8461,1.4368,0.060854,0.577022,NS
ECHDC2,0.9912,1.2125,0.062827,0.589475,NS
LMOD3,-0.9149,1.3136,0.062833,0.582658,NS
APOO,-0.8218,1.4518,0.064099,0.577022,NS
TUBB2A,0.8987,1.3101,0.066473,0.582658,NS
CAMK2D,0.6098,1.9235,0.067159,0.507907,NS
TTR,-0.944,1.2275,0.069369,0.589475,NS
SLC25A11,-0.7206,1.593,0.071127,0.562735,NS
CLIP2,0.7436,1.5332,0.072433,0.577022,NS
PSME3,0.7464,1.5257,0.072654,0.577022,NS
COPB1,0.9138,1.2433,0.073091,0.589475,NS
EEF1A1,0.7279,1.5605,0.073138,0.577022,NS
MRPS16,1.0915,1.0385,0.073526,0.630118,NS
DDI2,-1.2995,0.8668,0.074752,0.659774,NS
RBBP7,1.134,0.9877,0.075846,0.635992,NS
LCP1,-1.2224,0.9154,0.076038,0.659774,NS
C1S,-1.3274,0.842,0.076275,0.667484,NS
MRPS36,-0.8573,1.3008,0.076705,0.582658,NS
ALDH1L1,-0.6189,1.8001,0.076908,0.507907,NS
PGP,-0.5368,2.0709,0.077347,0.507907,NS
ARL6IP5,0.7,1.5854,0.077669,0.562735,NS
LXN,-1.3448,0.8171,0.079636,0.667484,NS
MAPRE1,0.6931,1.5855,0.079637,0.562735,NS
AQP1,-0.9134,1.1964,0.080772,0.589475,NS
HBA1,-1.0488,1.033,0.082531,0.633432,NS
TUBB,0.6817,1.5874,0.082762,0.562735,NS
RNF123,-0.6249,1.7301,0.082967,0.530292,NS
CLEC3B,0.998,1.0724,0.085061,0.630118,NS
STK38,-0.8234,1.296,0.08568,0.582658,NS
SYNCRIP,0.6109,1.7313,0.087561,0.530292,NS
COA3,-0.8804,1.1898,0.089635,0.589475,NS
RBKS,1.3543,0.773,0.089772,0.679598,NS
CAV1,0.8766,1.1934,0.089914,0.589475,NS
PHKA2,-0.8829,1.1749,0.091767,0.589475,NS
CAT,-0.9748,1.0641,0.09177,0.630118,NS
VPS35,0.5701,1.8157,0.092228,0.507907,NS
USP15,-0.7302,1.4088,0.093593,0.577022,NS
PAFAH1B3,-1.0301,0.9978,0.093799,0.635437,NS
ALDH3A2,0.7888,1.2953,0.095123,0.582658,NS
INPP1,1.2395,0.8237,0.095269,0.667484,NS
TARDBP,-1.103,0.9119,0.098674,0.659774,NS
A2M,-0.9895,1.0147,0.099083,0.635437,NS
RPS5,1.123,0.8929,0.099365,0.659774,NS
MRPS18B,-1.0074,0.9911,0.100356,0.635437,NS
OTUB1,0.5677,1.7476,0.101841,0.530292,NS
CLIC4,0.8536,1.161,0.102097,0.593712,NS
MYLK2,-0.7992,1.236,0.102843,0.589475,NS
THTPA,0.6727,1.4684,0.102848,0.577022,NS
CHORDC1,1.2894,0.7659,0.102924,0.683953,NS
GLUL,-0.6809,1.4496,0.103037,0.577022,NS
OSBPL1A,-1.0517,0.9379,0.103173,0.659774,NS
IGHG3,-1.2649,0.7777,0.1038,0.678607,NS
SCN1B,-0.9922,0.9905,0.104031,0.635437,NS
MT-ATP6,-1.1055,0.8862,0.104791,0.659774,NS
ATP5MG,-0.7586,1.2914,0.104806,0.582658,NS
RBBP4,0.7798,1.2561,0.10482,0.589475,NS
DUSP28,-0.8868,1.1024,0.105293,0.630118,NS
NDUFA3,0.8523,1.1459,0.105512,0.598411,NS
BDH1,-0.7985,1.2212,0.105878,0.589475,NS
MRPS17,-0.8262,1.1755,0.10684,0.589475,NS
SEC24C,0.7828,1.2389,0.107213,0.589475,NS
RPS27A,-0.8692,1.1045,0.109629,0.630118,NS
GAPDHS,-1.0875,0.8712,0.112873,0.659774,NS
FARSA,0.9436,0.9926,0.115713,0.635437,NS
PAIP1,0.771,1.2029,0.118178,0.589475,NS
NIBAN1,-0.745,1.2429,0.118595,0.589475,NS
IPO7,-0.7663,1.2067,0.118949,0.589475,NS
AHCYL2,-0.699,1.3188,0.119709,0.582658,NS
PSMB2,-0.538,1.7101,0.120238,0.530292,NS
SERPING1,-0.9369,0.9792,0.12096,0.639431,NS
RPL18A,0.9131,1.0032,0.121338,0.635437,NS
BPNT1,-0.6971,1.3106,0.122018,0.582658,NS
DYNLL1,0.8394,1.0849,0.122818,0.630118,NS
MAP2K6,-0.621,1.4648,0.123143,0.577022,NS
IGKC,-0.9196,0.981,0.125294,0.638931,NS
TPP2,-0.6282,1.4329,0.12587,0.577022,NS
EIF3E,0.6196,1.4442,0.127416,0.577022,NS
PPP1R3A,-0.8474,1.0557,0.127455,0.630118,NS
PHKB,-0.6855,1.3031,0.127833,0.582658,NS
MCTS1,0.6618,1.3451,0.128766,0.582658,NS
CLIC5,-0.6833,1.3022,0.128883,0.582658,NS
BLVRA,-0.5345,1.6626,0.129209,0.545308,NS
HMGCL,-0.6451,1.3686,0.130952,0.577022,NS
FITM1,0.9518,0.9276,0.130956,0.659774,NS
NHLRC2,0.7361,1.1965,0.131592,0.589475,NS
GYPC,-1.1068,0.7917,0.132964,0.671194,NS
COBL,0.7548,1.1568,0.133949,0.593712,NS
ORM1,-0.8337,1.0458,0.134302,0.630118,NS
ANP32A,0.6959,1.2463,0.135746,0.589475,NS
EIF3L,-0.6676,1.289,0.137872,0.582658,NS
IGLC2,-0.9026,0.9402,0.141712,0.659774,NS
FIS1,0.803,1.0557,0.141983,0.630118,NS
SMTN,-0.6777,1.2488,0.142449,0.589475,NS
RPS7,0.9825,0.8547,0.144624,0.664303,NS
IGHA2,-1.2601,0.6614,0.146763,0.716287,NS
SELENBP1,-0.6377,1.302,0.147827,0.582658,NS
EHD2,0.6067,1.3674,0.14805,0.577022,NS
TIMM13,-0.8858,0.9289,0.150364,0.659774,NS
HINT3,-0.5597,1.4687,0.150667,0.577022,NS
CACNG6,1.2743,0.6447,0.150816,0.727953,NS
PDIA3,0.6396,1.2838,0.150951,0.582658,NS
ABCE1,0.6726,1.2201,0.151142,0.589475,NS
RAB6A,-0.6819,1.1935,0.153524,0.589475,NS
PACSIN3,0.5594,1.4541,0.153683,0.577022,NS
PIP4K2B,0.7064,1.144,0.155541,0.598411,NS
RANBP1,-0.801,1.0013,0.15776,0.635437,NS
MPST,-0.5524,1.4517,0.157772,0.577022,NS
ANKRD2,0.6937,1.1555,0.157894,0.593712,NS
MRPL49,0.881,0.9094,0.158086,0.659774,NS
GCLC,-0.9558,0.8359,0.158881,0.667484,NS
DCTN3,0.7784,1.0247,0.159341,0.635437,NS
PVALB,1.2645,0.6307,0.159423,0.736298,NS
LSM4,1.0142,0.7853,0.15979,0.674275,NS
IGHA1,-0.966,0.8226,0.160463,0.667484,NS
RRAD,1.0753,0.7366,0.161413,0.690193,NS
TKFC,-0.726,1.0845,0.163178,0.630118,NS
SNRPB,0.7744,1.0123,0.164484,0.635437,NS
NAA50,-0.653,1.1987,0.164931,0.589475,NS
SAR1A,-0.7683,1.0113,0.167111,0.635437,NS
PRXL2A,-0.7318,1.06,0.167602,0.630118,NS
DARS2,-0.8179,0.9453,0.168605,0.659774,NS
PRKACA,0.5436,1.4198,0.169118,0.577022,NS
ANXA2,0.7141,1.0805,0.169203,0.630118,NS
RAD23B,0.4994,1.5246,0.173211,0.577022,NS
USP9X,0.8798,0.8647,0.173479,0.659774,NS
RPLP2,0.646,1.1739,0.174425,0.589475,NS
AKAP12,1.0769,0.704,0.174514,0.694665,NS
SUCLG2,-0.6606,1.1452,0.175182,0.598411,NS
ARF5,0.7942,0.9521,0.175314,0.659774,NS
FAM114A2,-0.6512,1.1592,0.175827,0.593712,NS
IGHM,-0.9993,0.7472,0.179197,0.689982,NS
RPS11,-0.8653,0.8629,0.179199,0.659774,NS
RPLP1,0.8053,0.9193,0.181842,0.659774,NS
UFM1,-0.6222,1.1848,0.183158,0.589475,NS
CP,-0.9522,0.7724,0.183886,0.679598,NS
DMD,0.4963,1.4804,0.184163,0.577022,NS
ACTR1A,0.4883,1.5047,0.184199,0.577022,NS
PLN,0.8829,0.8316,0.184398,0.667484,NS
IGKV3-11,-0.8517,0.8619,0.184446,0.659774,NS
ANK3,-0.6822,1.0757,0.18459,0.630118,NS
PFKL,-0.7173,1.0165,0.186565,0.635437,NS
PPP2CB,-0.6813,1.0691,0.186902,0.630118,NS
ANXA1,0.9168,0.7926,0.18762,0.671194,NS
STOM,-0.9432,0.7676,0.188811,0.683953,NS
LYRM7,-0.7411,0.9688,0.191412,0.648456,NS
DNAJB1,0.8383,0.8547,0.192084,0.664303,NS
IDH1,-0.6403,1.1181,0.192349,0.621155,NS
GSTM4,-1.5742,0.4546,0.192487,0.806423,NS
BLVRB,-0.6057,1.1807,0.192692,0.589475,NS
AKR1C3,0.8989,0.791,0.1945,0.671194,NS
HLA-B,-0.889,0.7992,0.19475,0.671194,NS
PHKA1,-0.5947,1.1909,0.195783,0.589475,NS
ACAD8,-0.6472,1.0897,0.197129,0.630118,NS
ACAA1,0.6855,1.0234,0.198809,0.635437,NS
SHMT2,-0.7551,0.9176,0.202829,0.659774,NS
GARS1,0.6566,1.054,0.203186,0.630118,NS
NAGK,0.685,1.0085,0.203793,0.635437,NS
TIMM10,-0.7217,0.9563,0.204091,0.659774,NS
ALDH2,0.7551,0.9096,0.20569,0.659774,NS
YWHAH,0.5341,1.2696,0.209841,0.584363,NS
SLC25A6,-0.533,1.2668,0.211231,0.584363,NS
C11orf68,-0.4771,1.4142,0.211495,0.577022,NS
OGN,0.8035,0.8358,0.213032,0.667484,NS
NUDC,0.5624,1.1882,0.214633,0.589475,NS
TUBA8,-0.5591,1.1922,0.215492,0.589475,NS
ZBTB9,-0.7248,0.9002,0.222595,0.659774,NS
EHD1,0.4722,1.3687,0.225775,0.577022,NS
IGHG1,-0.7774,0.8312,0.225841,0.667484,NS
BROX,-0.6103,1.056,0.22672900000000001,0.630118,NS
DYNC1LI2,-0.6057,1.0636,0.226866,0.630118,NS
DDX3X,0.6561,0.9812,0.227126,0.638931,NS
CD63,0.8545,0.7531,0.227217,0.689982,NS
ARMT1,-0.6058,1.0605,0.227806,0.630118,NS
NME1,-0.7299,0.8784,0.228473,0.659774,NS
LMAN2,-0.703,0.9114,0.228721,0.659774,NS
BZW2,-0.5451,1.1725,0.229555,0.589475,NS
GOSR2,1.241,0.5145,0.229876,0.774605,NS
EPM2A,-0.704,0.905,0.23062,0.659774,NS
RPL27,0.7591,0.8374,0.231379,0.667484,NS
ARIH2,0.8351,0.7559,0.233725,0.689982,NS
TFAM,-0.6923,0.9018,0.237508,0.659774,NS
FBN1,-0.7824,0.7976,0.237656,0.671194,NS
TF,-0.7213,0.865,0.237751,0.659774,NS
RTCB,0.4778,1.3028,0.23848,0.582658,NS
CDC37,-0.6918,0.8976,0.239323,0.659774,NS
ACSF2,-0.6019,1.0198,0.243306,0.635437,NS
PPP1R2,-0.7043,0.8684,0.24455,0.659774,NS
ME1,-0.56,1.0888,0.24564,0.630118,NS
PGLS,-0.5724,1.0621,0.246647,0.630118,NS
AP1B1,1.1114,0.539,0.25172,0.763026,NS
ACACA,-0.7856,0.761,0.252456,0.68689,NS
PRDX2,-0.5528,1.0749,0.254574,0.630118,NS
ADSS1,-0.4959,1.1962,0.255147,0.589475,NS
LZIC,-0.6406,0.9208,0.257102,0.659774,NS
SRSF3,0.6372,0.915,0.261185,0.659774,NS
SUB1,0.5042,1.1553,0.261528,0.593712,NS
MTPN,-0.5787,1.0058,0.261784,0.635437,NS
NDUFA6,-0.7777,0.7446,0.263565,0.689982,NS
ASPN,0.9952,0.5819,0.263573,0.746352,NS
ACTN3,-1.298,0.4441,0.265199,0.806537,NS
APEH,-0.3777,1.5212,0.266339,0.577022,NS
FLOT1,-0.7258,0.7905,0.266857,0.671194,NS
LETM1,-0.5628,1.016,0.268018,0.635437,NS
CAVIN4,0.5701,1.0016,0.268522,0.635437,NS
DYNC1H1,0.4254,1.3362,0.270138,0.582658,NS
DPYSL2,0.5374,1.0534,0.271608,0.630118,NS
MAPT,0.5412,1.0442,0.27218,0.630118,NS
LRRC20,-0.568,0.9916,0.273388,0.635437,NS
EEF1A2,0.6705,0.8374,0.274453,0.667484,NS
GMPR,-0.6239,0.8998,0.274517,0.659774,NS
RPL7A,0.6848,0.817,0.275776,0.667484,NS
COA6,-0.5457,1.0228,0.276585,0.635437,NS
FUS,0.4244,1.297,0.281589,0.582658,NS
GOT2,-0.4438,1.2367,0.282605,0.589475,NS
TPSB2,-0.6601,0.8312,0.282734,0.667484,NS
NDUFB4,-0.6893,0.7951,0.283074,0.671194,NS
APIP,-0.9117,0.6003,0.283616,0.745304,NS
SCP2,-0.6987,0.7822,0.284067,0.676062,NS
UBE2L3,0.8488,0.6428,0.284685,0.727953,NS
FECH,0.5587,0.9754,0.285103,0.642881,NS
SETD7,0.5198,1.0475,0.285438,0.630118,NS
PSMB1,-0.4145,1.313,0.285606,0.582658,NS
HCCS,-0.6029,0.8997,0.286784,0.659774,NS
ARPP19,0.6228,0.8681,0.287957,0.659774,NS
PDAP1,-0.6625,0.8144,0.288696,0.667484,NS
MRPL46,-0.6373,0.8458,0.289062,0.667484,NS
PPIF,-0.4442,1.2073,0.290844,0.589475,NS
PPP3CB,-0.4731,1.1276,0.292757,0.615819,NS
LAMP1,1.0496,0.5066,0.293996,0.778745,NS
PSMC4,0.4164,1.2732,0.295011,0.584363,NS
PSME2,0.6919,0.7661,0.295069,0.683953,NS
IDH3A,-0.4046,1.3099,0.295121,0.582658,NS
SNTA1,-0.5074,1.0429,0.295701,0.630118,NS
CHCHD10,-0.7593,0.6965,0.295915,0.699177,NS
ARL3,-0.7764,0.6803,0.296363,0.705274,NS
NTPCR,-0.5736,0.9206,0.296454,0.659774,NS
CPT1B,-0.5181,1.0108,0.299442,0.635437,NS
DUSP3,-0.3843,1.3589,0.300454,0.577022,NS
DHCR24,0.8877,0.5874,0.301024,0.746352,NS
VPS4A,-0.5347,0.97,0.302949,0.648456,NS
KPNA1,0.5827,0.8848,0.305063,0.659774,NS
AKT1,0.6869,0.7487,0.305999,0.689982,NS
COL6A3,0.7571,0.6783,0.306488,0.705274,NS
EHBP1L1,0.5697,0.897,0.308294,0.659774,NS
LANCL1,0.5357,0.9502,0.309721,0.659774,NS
LMCD1,-0.4834,1.0524,0.309887,0.630118,NS
GSN,0.5926,0.8581,0.310101,0.662622,NS
QDPR,-0.4012,1.2669,0.310238,0.584363,NS
CAPN2,0.5385,0.9438,0.310262,0.659774,NS
PKIA,-0.5992,0.8475,0.310593,0.667484,NS
DYSF,0.361,1.4045,0.311153,0.577022,NS
JSRP1,0.569,0.891,0.311188,0.659774,NS
TOM1,0.4704,1.0752,0.312005,0.630118,NS
PAFAH1B2,-0.5717,0.8807,0.31372,0.659774,NS
ASPA,-0.7472,0.6682,0.316778,0.712747,NS
UQCR10,-0.6802,0.7337,0.31687,0.691678,NS
CRYAB,0.4576,1.0905,0.316982,0.630118,NS
REEP5,0.5589,0.8843,0.320438,0.659774,NS
GLRX5,-0.4753,1.0397,0.320522,0.630118,NS
FHL1,0.4158,1.1865,0.32115,0.589475,NS
COPA,-1.0974,0.4487,0.321853,0.806423,NS
PRDX5,0.385,1.2703,0.324323,0.584363,NS
AMPD3,0.6099,0.7968,0.326598,0.671194,NS
RPL17,0.6873,0.707,0.326659,0.694665,NS
ECI2,-0.4819,1.0078,0.326848,0.635437,NS
UBE2R2,-0.6847,0.7024,0.330418,0.695926,NS
S100A8,-0.9463,0.508,0.330599,0.778745,NS
EIF2S2,-0.6502,0.739,0.330715,0.690091,NS
ACY1,-0.4603,1.0365,0.333348,0.630753,NS
JUP,-0.655,0.7259,0.334649,0.691994,NS
MYH11,-0.7822,0.6057,0.335917,0.74418,NS
CRIP1,0.8323,0.5641,0.339259,0.75218,NS
ANXA5,0.4725,0.9929,0.33954,0.635437,NS
NQO2,-0.9773,0.4787,0.340494,0.79149,NS
EEF2,0.3679,1.27,0.340969,0.584363,NS
STIM1,-0.5707,0.8187,0.341011,0.667484,NS
CSRP3,0.547,0.8529,0.341569,0.665345,NS
ATP6V1G1,-0.5347,0.8703,0.342473,0.659774,NS
HSDL2,-0.4043,1.1511,0.342497,0.596732,NS
ENDOD1,-0.52,0.8945,0.342651,0.659774,NS
GPD1L,-0.4577,1.0151,0.343113,0.635437,NS
TOMM70,0.5813,0.7969,0.344151,0.671194,NS
GART,-0.5515,0.8351,0.346283,0.667484,NS
COQ8A,-0.392,1.1683,0.348326,0.589648,NS
EEF1B2,0.4949,0.9235,0.349112,0.659774,NS
UQCR11,0.7467,0.6116,0.349425,0.743311,NS
PXN,0.8353,0.5419,0.352646,0.763026,NS
PLGRKT,-0.61240000000000006,0.7381,0.353169,0.690091,NS
CAVIN1,0.4774,0.9458,0.353622,0.659774,NS
HBB,-0.6971,0.6439,0.355736,0.727953,NS
HSPA5,0.4001,1.1214,0.355867,0.621155,NS
PPP1CC,0.6429,0.6964,0.356677,0.699177,NS
CES2,0.5764,0.7729,0.358481,0.679598,NS
NEDD8,-0.5025,0.8864,0.358541,0.659774,NS
KPNB1,0.6235,0.7125,0.359531,0.693104,NS
ALDH1B1,0.6241,0.7058,0.362667,0.694665,NS
SHMT1,-0.5656,0.7783,0.362909,0.678607,NS
PRPSAP2,-0.7398,0.5941,0.363433,0.745304,NS
DCN,0.5353,0.8152,0.366095,0.667484,NS
STK38L,0.5669,0.7694,0.366271,0.682763,NS
PPP3R1,-0.458,0.9508,0.366909,0.659774,NS
APEX1,0.5413,0.8031,0.367535,0.671194,NS
PDLIM7,-0.8009,0.5422,0.367882,0.763026,NS
STT3B,-0.5477,0.792,0.368281,0.671194,NS
TUBA1B,0.4579,0.9464,0.368642,0.659774,NS
ARPC2,0.6203,0.6947,0.370698,0.700436,NS
UBE2D1,0.6387,0.6738,0.371258,0.707943,NS
SMYD1,0.4589,0.9352,0.372221,0.659774,NS
PDHA1,-0.4111,1.0428,0.372638,0.630118,NS
RTN2,-0.5779,0.7411,0.373003,0.689982,NS
RAB8A,0.72,0.5921,0.374702,0.745304,NS
RTN4,0.4796,0.8858,0.375956,0.659774,NS
USP5,0.4295,0.9873,0.376663,0.635992,NS
NDUFB9,-0.5125,0.8265,0.37703,0.667484,NS
HSPB2,0.406,1.0416,0.377701,0.630118,NS
NEK7,-0.5697,0.7391,0.379281,0.690091,NS
GANAB,0.5316,0.7906,0.379954,0.671194,NS
HLA-A,0.5892,0.7131,0.380097,0.693104,NS
HRC,0.4675,0.897,0.380759,0.659774,NS
SPCS1,0.5773,0.7254,0.381295,0.691994,NS
MYH14,0.4218,0.9911,0.381854,0.635437,NS
CAPZA1,-0.7749,0.5395,0.381885,0.763026,NS
SMIM20,-0.4841,0.8619,0.382661,0.659774,NS
GCLM,-0.5249,0.7932,0.383382,0.671194,NS
RAP1B,0.4938,0.8431,0.383423,0.667484,NS
TMOD1,-0.6814,0.6074,0.385596,0.744002,NS
CACYBP,0.4788,0.8644,0.385601,0.659774,NS
MT-ND2,-0.609,0.6783,0.38626,0.705274,NS
ARL8A,-0.5125,0.8055,0.386558,0.671194,NS
MYL6B,0.6933,0.5942,0.387287,0.745304,NS
GCSH,-0.4902,0.8373,0.388681,0.667484,NS
DHRS11,-0.7074,0.5783,0.389895,0.746352,NS
TOLLIP,0.4558,0.8965,0.390301,0.659774,NS
ABCB7,-0.5777,0.7055,0.391208,0.694665,NS
PDIA4,0.7009,0.5807,0.391738,0.746352,NS
CACNG1,-0.5704,0.7125,0.392285,0.693104,NS
METTL7A,-0.4953,0.8179,0.393447,0.667484,NS
CALU,-0.3852,1.051,0.393653,0.630118,NS
ATPAF2,-0.5377,0.7477,0.396237,0.689982,NS
WDR77,-0.5945,0.676,0.396386,0.707556,NS
MCCC2,-0.5395,0.744,0.396833,0.689982,NS
MTM1,-0.7302,0.5473,0.39844,0.762909,NS
ELOC,0.4607,0.8664,0.398901,0.659774,NS
ADHFE1,-0.6831,0.5818,0.400446,0.746352,NS
