pathway,padj,NES,size,leadingEdge,database,pval,ES,log2err,contrast,term_idx,start_deg,end_deg,mid_deg,start_rad,end_rad,mid_rad,clean_label
HALLMARK_MYC_TARGETS_V1,1e-10,2.1675588492319213,119,SYNCRIP;HNRNPR;HNRNPA3;ETF1;PA2G4;SRSF2;HNRNPD;NPM1;HSP90AB1;RPL6;RPL14;RPL18;ABCE1;CANX;HNRNPA2B1;SRSF3;EIF4A1;PSMD8;EIF3B;RAN;RPL22;SSB;KPNB1;EIF1AX;RPS3;RPLP0;HPRT1;PSMD14;EIF4E;NAP1L1;PSMC6;RPS5;PABPC1;SRM;EEF1B2;CCT4;UBE2L3;EIF3D;SERBP1;CCT5;CCT7;HNRNPC;APEX1;YWHAE;YWHAQ;CCT2;SET;HNRNPA1;TOMM70;ILF2,Hallmark,1.4666097757875e-7,0.45959611016789614,0.6901324587967956,Acute_HR,1,4,30.166666666666668,17.083333333333336,0.06981317007977318,0.5265076576849561,0.29816041388236464,MYC Targets V1
HALLMARK_G2M_CHECKPOINT,2e-10,2.1949669909870098,24,ILF3;SYNCRIP;NCL;RPA2;SRSF2;HNRNPD;PURA;HSPA8;KPNB1,Hallmark,5.5626209966950896e-5,0.6508925116946335,0.557332238758646,Acute_HR,2,33.16666666666667,59.333333333333336,46.25,0.5788675352447861,1.035562022849969,0.8072147790473774,G2m Checkpoint
GOBP_CYTOPLASMIC_TRANSLATION,3e-10,2.440995942287535,106,SYNCRIP;RPS20;RPLP2;RPL7;CSDE1;RPL12;ETF1;RPL7A;RPLP1;HNRNPD;EIF3M;RPL6;EIF3E;RPL15;RPL14;RPL27;RPL18;EEF2;RPL11;RPL10A;EIF4A1;RPL18A;RPL30;EIF3B;RWDD1;RPL22;RPL13A;EEF1D;RPS25;RPS3;RPLP0;RPL32;RPS5;PABPC1;RPS19;RPS7;MCTS1;EIF2S3;EIF3D;EIF3A;RPL9;SARS1;RPS16;RPS15A;RPS3A;EIF4A2;PAIP1;RPL4;RPS18;RPL36;RPSA;YBX3;RPL13;RPS17;RPL5;RACK1;RPS26;EIF3C;RPS10;RPS14;RPL17,GO:BP,1.7128701070888503e-10,0.528587134530777,0.826657301178302,Acute_HR,3,62.333333333333336,88.5,75.41666666666667,1.0879219004097986,1.5446163880149817,1.3162691442123902,"Cytoplasmic
Translation"
GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,4e-10,2.5198202459870416,33,RPLP2;RPL7;RPL12;RPL7A;RPLP1;RPL6;RPL15;RPL14;RPL27;RPL18;RPL11;RPL10A;RPL18A;RPL30;RPL13A;RPLP0;RPL32,GO:BP,3.144945500582331e-8,0.6931083061608156,0.7195128263389107,Acute_HR,4,91.5,117.66666666666667,104.58333333333334,1.5969762655748114,2.0536707531799943,1.8253235093774032,"Negative Reg.
of Syncytium
Formation By
Plasma Membrane
Fusion"
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,5e-10,2.4216061256483328,41,ILF3;SYNCRIP;HNRNPR;NCL;HNRNPUL2;HNRNPA3;SRSF2;NPM1;HNRNPK;HNRNPA2B1;HNRNPL;SRSF3;DDX39B;HNRNPH1;RBMX;HSPA8;SNRPB;PABPC1;DDX17;SFPQ;HNRNPUL1;HNRNPC;PRDX6,GO:BP,8.595447660291766e-8,0.6311974781041748,0.7049757151672383,Acute_HR,5,120.66666666666667,146.83333333333334,133.75,2.1060306307398244,2.562725118345007,2.3343778745424157,"RNA Splicing Via
Transesterification
Reactions"
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,6e-10,2.4154438111442786,39,MAPRE1;FSCN1;VCP;ARPC2;TPPP3;HSP90AA1;CLIP1;MSN;BIN1;TPPP;RPS3;STUB1;PFN2;RAP1B;PSMC6;PPP2CA;RAC1;DDX3X;SH3GLB1,GO:BP,2.0750567595010629e-7,0.637831579566006,0.6901324587967956,Acute_HR,6,149.83333333333334,176,162.91666666666669,2.6150849959048372,3.07177948351002,2.843432239707429,"Positive Reg. of
Protein Containing
Complex Assembly"
HALLMARK_OXIDATIVE_PHOSPHORYLATION,7.000000000000001e-10,-2.6324797458752824,152,SLC25A6;SUCLG1;TIMM50;SUCLA2;DLAT;PDHA1;GOT2;AIFM1;IDH1;HCCS;IDH3G;ECI1;TIMM10;CS;COX6B1;BDH2;MAOB;MDH2;AFG3L2;ATP5PO;ATP5ME;IDH3B;PDHB;TIMM13;PDHX;IDH3A;ATP5F1A;DLST;IDH2;SURF1;ATP5MG;OGDH;ACADM;ETFDH;SLC25A12;MFN2;ATP5PB;NDUFS8;ACAT1;NDUFAB1;ACADSB;ATP5F1E;PMPCA;CPT1A;HSD17B10;UQCRH;GLUD1;IMMT;FH;SDHA;COX5B;NDUFS4;NDUFB6;NDUFC2;VDAC1;NDUFA8;NDUFB4;NNT;HADHB;SLC25A4;DECR1;TIMM9;ATP5PF;FXN;UQCRC2;NDUFB8;NDUFA6;NDUFS7;SDHB;ALDH6A1;UQCRQ;PRDX3;MDH1;ETFA;HTRA2;NQO2;ACADVL;NDUFV1;ATP5PD;UQCRC1;NDUFS1;NDUFB7;NDUFA7;SLC25A11;UQCRB;ATP6V1H;ATP6V1G1;COX5A;LDHA;GPX4;UQCRFS1,Hallmark,3.2225951607859595e-15,-0.5348442758797474,1.0073179568744748,Acute_HR,7,184,210.16666666666666,197.08333333333331,3.211405823669566,3.668100311274749,3.4397530674721573,OXPHOS
HALLMARK_FATTY_ACID_METABOLISM,8e-10,-2.089076454630994,86,HMGCL;HSDL2;ECI2;SUCLG1;SUCLG2;SUCLA2;PDHA1;IDH1;HCCS;IDH3G;ECI1;GCDH;ME1;ACSL1;MDH2;MAOA;IDH3B;CPT2;PDHB;AUH;DLST;ACADM;ETFDH;ALDOA;MGLL;CRAT;CPT1A;BLVRA;HSD17B10;IDI1;FH;SDHA;GAPDHS;GLUL;HSD17B4;ACOT2;HADHB;OSTC;DECR1;GRHPR;PCBD1;RDH11,Hallmark,2.000809512490833e-6,-0.46472863037888085,0.6272567397185284,Acute_HR,8,213.16666666666666,239.33333333333331,226.25,3.720460188834579,4.177154676439762,3.94880743263717,"Fatty Acid
Metabolism"
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,9e-10,-2.3556726279483193,225,HMGCL;PHKG1;PNPT1;PHKB;PHKA1;EPM2A;H6PD;PFKFB1;PGAM2;SUCLG1;SUCLG2;AGL;SUCLA2;DLAT;PPIF;PPP1R1A;PDHA1;SHMT2;PDK2;ALDH1L1;IDH1;HCCS;IDH3G;CS;COX6B1;PPP1R3A;PYGM;MDH2;PHKA2;PKM;ATP5PO;ATP5ME;IDH3B;PDHB;PDHX;IDH3A;ATG3;ATP5F1A;DLST;IDH2;SURF1;ALDOC;ATP5MG;OGDH;TRAP1;ACADM;ETFDH;MFN2;ALDOA;ATP5PB;NDUFS8;ACAT1;NDUFAB1;ATP5F1E;NDUFB9;GNPDA1;NDUFS5;MT-ND3;BLVRA;UQCRH;NDUFA11;COQ9;PFKL;FH;SDHA;SLC25A13;GAPDHS;TPI1;COX5B;NDUFB10;NDUFS4;NDUFB6;NDUFC2;PGAM1;MPC2;NDUFA8;PYGB;COQ10B;IDE;COX7A1;NDUFB4;NNT;SLC25A4;ATP5PF;FXN;UQCRC2;MT-ATP6;SIRT3;GYG1;NDUFB8;MT-ND1;NDUFA6;NDUFS7;SDHB;NDUFA12;ACTN3;PGLS;UQCRQ;MDH1;MT-ND5;ETFA;PDPR;PGM1;ACADVL;NDUFV1;ENO2;ATP5PD;UQCRC1;NDUFS1;NDUFB7;NDUFA7;ADSL;UQCRB;COQ10A;DHTKD1;MT-CO2;COX5A;PRKAA2;LDHA;ENO3;UQCRFS1;MT-CYB;GYS1;GHITM;PFKM;ADHFE1;COL6A1;PRKAG1;PDP1,GO:BP,1.7967725339741455e-13,-0.45511110822146894,0.9436322252328375,Acute_HR,9,242.33333333333331,268.5,255.41666666666666,4.229514553999592,4.686209041604775,4.457861797802183,"Generation
Of Precursor
Metabolites And
Energy"
GOBP_MITOCHONDRION_ORGANIZATION,1e-9,-2.2102274389840026,140,HMGCL;PNPT1;CHCHD10;ATPAF2;COX19;EPM2A;SLC25A6;MTX1;TIMM50;SIRT5;APOO;TFAM;PPIF;COA6;AIFM1;MICOS13;APOOL;TIMM10;TACO1;AFG3L2;NDUFAF4;TIMM13;ATG3;NOL3;SURF1;ENDOG;ACAD9;NDUFAF3;TMEM11;COX20;SAMM50;MFN2;NDUFS8;LETM1;PPP2CB;NDUFS5;HSD17B10;ATAD3A;GPX1;IMMT;GGCT;LONP1;VPS13C;NDUFS4;NDUFC2;CHCHD3;COX7A1;RALA;ATPAF1;HSPD1;POLDIP2;SLC25A4;TIMM9;FAM162A;FXN;HIGD1A;MT-ND1;NDUFA6;COA3;NDUFS7;SLIRP;MTM1;PRDX3;MT-ND5,GO:BP,8.46069373709623e-9,-0.45539325820527277,0.7477396631498854,Acute_HR,10,271.5,297.6666666666667,284.58333333333337,4.738568919164605,5.195263406769788,4.9669161629671965,Mitochondrion Org.
