"uniprot_id","protein","gene","description","gene_symbol","S03_T1","S10_T1","S16_T1","S22_T1","S24_T1","S27_T1","S28_T1","S04_T1","S05_T1","S06_T1","S12_T1","S14_T1","S17_T1","S21_T1","S30_T1","S03_T2","S10_T2","S16_T2","S22_T2","S24_T2","S27_T2","S29_T2","S04_T2","S05_T2","S06_T2","S12_T2","S14_T2","S17_T2","S21_T2","S30_T2","S03_T3","S10_T3","S16_T3","S22_T3","S24_T3","S27_T3","S29_T3","S04_T3","S05_T3","S06_T3","S12_T3","S14_T3","S17_T3","S21_T3","S30_T3","logFC","CI.L","CI.R","average_intensity","t","B","P.Value","adj.P.Val","sig.PVal","sig.FDR","pi_score","sig_pi"
"A0FGR8","ESYT2_HUMAN","ESYT2","Extended synaptotagmin-2","=""ESYT2""",NA,NA,NA,NA,16.8539648404266,NA,17.2147722519797,16.6292325778056,16.6686456480129,NA,NA,16.4320737684143,NA,16.7114496835087,16.4148512306283,NA,NA,16.7095943491147,16.7991236601436,NA,16.522587553896,NA,16.1884906746584,15.8364333198752,16.0814477109141,16.3894264261726,17.0117979961212,NA,15.7768840622975,NA,16.7987761116494,17.4385145003249,16.6735487698225,16.1017833269315,NA,17.0979318387402,NA,17.1996856712106,NA,NA,NA,16.9970009171297,NA,NA,16.2800214033302,0.0567682650982135,-0.783532588098695,0.897069118295122,16.6178349288795,0.140144280677701,-4.61858681641961,0.889827326271201,0.998589553127168,0,0,0.993395468861678,0
"A1L0T0","ILVBL_HUMAN","ILVBL","Acetolactate synthase-like protein","=""ILVBL""",NA,NA,NA,16.9185779255183,16.7185801107453,NA,NA,NA,16.6600211517363,NA,NA,NA,NA,NA,17.3475802437469,NA,NA,17.3071038572185,17.0539310659298,NA,NA,NA,15.4697395683019,NA,17.3200052093232,NA,16.7437921525423,NA,NA,16.915782819369,17.0345296437048,18.6071998426858,15.4647777333071,17.3585957313889,17.2519022604433,NA,NA,NA,NA,16.8756693274162,NA,NA,NA,NA,17.2331528090984,0.859805830608259,-1.03680487865127,2.75641653986779,16.9577024383809,0.96686880633295,-4.59639826159353,0.349048762712045,0.998589553127168,0,0,0.404548696351084,0
"A5D6W6","FITM1_HUMAN","FITM1","Fat storage-inducing transmembrane protein 1","=""FITM1""",NA,16.6137396265764,NA,16.1398010493561,NA,15.7203411135625,16.2953427342889,16.8234912399737,16.0944858126633,16.5786149553204,15.91792736054,16.0826724291828,17.7250426981913,NA,16.3500657208819,17.3577583162754,17.269085423141,14.9226136156896,17.5111417928938,17.0035882033714,NA,15.3635442098933,18.7093675178255,16.2976679165363,18.0166893487664,16.8524552736471,NA,NA,16.301926680681,15.3570456694652,16.9781920753787,NA,16.3704034517561,17.4023965124437,16.2555339108115,16.7521093651596,NA,16.164673743351,15.4360477033682,16.3453714055054,16.0944043839647,NA,16.3581994524145,NA,NA,0.0142482175219882,-1.19435320348008,1.22284963852406,16.529143657966,0.0240472067915828,-4.63446761544766,0.980969611007417,0.998589553127168,0,0,0.999726275103822,0
"A5YM72","CRNS1_HUMAN","CARNS1","Carnosine synthase 1","=""CARNS1""",22.4054849489723,20.7943802560522,21.7545346938113,22.6699880414546,20.2498253300473,21.5227210963306,21.2018994929597,20.581651445671,20.8198897029482,20.6034728561695,21.0999472912263,21.5363099446574,21.7581471195135,NA,21.5679153363475,21.4686145151968,21.4575133736699,22.7659207091551,22.1594858616991,21.4293224127811,21.7733865079634,21.4317104062974,21.7590448867369,21.5570280217452,21.4522272400412,21.4268245958921,21.9508000675249,22.3027061921581,21.0317671930242,21.3575584210288,21.7544475616648,20.9234493245587,22.1903577754944,21.9572842862389,20.5357827447857,21.4256167188891,21.5214015997516,21.3054113655849,21.28395711182,20.835335781824,21.4751499457884,21.285836514132,21.5786852660766,NA,21.3424777555787,-0.213682980794999,-0.896719481277254,0.469353519687256,21.4722156212387,-0.631848570974603,-4.62636006246306,0.531002494758162,0.998589553127168,0,0,0.873489751458976,0
"A6NCE7","MP3B2_HUMAN","MAP1LC3B2","Microtubule-associated proteins 1A/1B light chain 3 beta 2","=""MAP1LC3B2""",19.6404150486594,18.8431235741615,NA,19.5105988487969,18.6928834725519,19.7635488024882,18.8858544311944,19.2783820740146,19.1317180819165,19.5102672593587,19.0447350845184,19.7719426878996,19.908508792328,19.1378630671373,18.288942562529,18.2053691124016,19.3326901200596,18.4918811452158,18.8793301447393,17.3467650068565,18.2800654960902,18.7232969733395,18.9920220996186,18.9915165665988,18.9823506529875,18.5661001524692,19.3370548517858,19.6272104407582,19.3288170206665,18.8708868778849,19.2859370329084,19.655684204127,19.070774480963,19.3293150135311,19.7302311588399,19.5258430025031,19.089553833854,18.6021814869297,19.1901182085575,19.0100831915768,18.57660055908,19.3865603691223,19.3066759746367,19.5331887012665,18.8981006944217,-0.586232557363083,-1.1844753396177,0.0120102248915362,19.0807951900305,-1.97771583609955,-4.46940667625461,0.054563828413336,0.998589553127168,-1,0,0.181774304215746,0
"A6NDG6","PGP_HUMAN","PGP","Glycerol-3-phosphate phosphatase","=""PGP""",22.4240281641261,22.873356307679,22.7721613249033,23.2009537515701,22.0914465525709,22.7953895518131,22.6927730267292,22.453258325603,23.0582307501993,22.9303430914264,22.6964064389856,22.9771289607727,23.1028097181208,22.7065945925194,23.0098645919604,22.7030075344279,22.5304315544518,23.1892766409972,23.3486462183734,23.0800016451818,22.8133597826639,22.0174919247383,22.7337552339473,23.0153861302072,22.9424183819286,22.4926868272073,22.6776001515774,22.646000538655,22.5666806297926,23.0537043685837,22.5997614973641,22.1142440482723,22.6977642040045,22.8040467084317,22.141529801548,22.3508778344811,23.2346768849684,22.5982176551541,23.1321913035698,22.909294192167,22.7353509910327,22.6922126398229,23.0602959466969,22.4953014525381,22.869290461766,0.222471305384627,-0.224073207572432,0.669015818341685,22.7562277407451,1.00480091062412,-4.59724394616551,0.32062766137981,0.998589553127168,0,0,0.776424792737348,0
"A6NNS2","DRS7C_HUMAN","DHRS7C","Dehydrogenase/reductase SDR family member 7C","=""DHRS7C""",23.6861751957655,22.8293413873614,23.5326408442092,23.1510607994001,22.2150117887338,22.4255865066458,22.8569177516502,22.5784460162338,22.8319003751382,22.9142869876723,23.3719701784105,22.0601611706218,22.8252855816559,23.2576332662227,22.2882734668382,22.2108149671444,22.2038244203531,23.1865599698848,21.9385366497989,22.6388796019432,23.1859602390529,22.0063281565516,21.5903210674452,23.0286125617527,22.5656877097118,22.9243007285181,22.0876164712543,23.0459577141454,22.3118268727386,21.9484946978672,22.3197213943081,21.4068922640218,23.2007519370482,22.5472557661483,21.9148010378735,23.2086055185087,22.0872159643001,22.9554850473514,22.7610882295611,22.8479369124058,22.0298837750104,21.7964632023649,22.2301862217264,22.4588447489271,21.5142172246884,-0.132122476838003,-0.837786478571001,0.573541524894996,22.5550613864215,-0.37761524351217,-4.6402556231898,0.707578567930814,0.998589553127168,0,0,0.955326571299712,0
"A8MU46","SMTL1_HUMAN","SMTNL1","Smoothelin-like protein 1","=""SMTNL1""",22.7870775670705,23.5936362488592,24.3063991581848,24.8851301836082,23.9391031115285,23.2520227954689,23.9653261009961,23.565170783755,23.7944288284746,23.320857963317,22.9909653083861,23.1776442747761,22.6295602014544,23.7113758154841,22.6662329465611,23.6134255804675,23.5368048776268,23.4611755749364,24.4769776561431,23.2510339287,22.955849780399,23.9501249708742,23.3374416438658,22.7714358789685,23.3474373043634,23.1928734840357,22.1557691851741,23.8516673095911,23.3374003128518,23.6282505242904,23.5727013416713,21.7201583494797,23.2995761842456,23.9604256562797,23.1543466857728,23.1792585354975,23.077704928053,23.3342378945888,23.4902023676146,23.4111307137236,23.2212252196046,22.3688967816434,23.3610260700678,23.0787873134369,23.5064658714741,-0.185085338071264,-0.896005240483962,0.525834564341434,23.3597498491859,-0.525075939421778,-4.63354552014486,0.60223408714834,0.998589553127168,0,0,0.910411620209595,0
"A8MXV4","NUD19_HUMAN","NUDT19","Nucleoside diphosphate-linked moiety X motif 19","=""NUDT19""",NA,NA,NA,NA,16.4668481287032,NA,NA,NA,NA,NA,NA,15.3299060864146,NA,NA,15.5043736905997,NA,NA,16.4141982268585,15.5093019683653,NA,NA,16.1124575272546,NA,14.8455560567789,16.1831857546204,15.4979110969451,NA,15.274789835393,NA,16.5869985481736,NA,NA,15.0529993188518,NA,NA,NA,NA,NA,NA,15.5020595947232,NA,14.9802977049129,16.3008588844113,NA,NA,-0.724239655578581,-2.35073919310795,0.902259881950791,15.7041161615337,-0.962765836136254,-4.59624391012762,0.353374678544816,0.998589553127168,0,0,0.470775855053229,0
"E9PAV3","NACAM_HUMAN","NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form","=""NACA""",21.4415619895666,22.0589886938353,21.7659589761444,21.7385815136893,21.4885739515805,21.5414182168386,21.7246630650455,21.834190753856,21.7491595207001,22.0062118135331,21.7804291807544,21.4135209843751,21.530827970213,21.3926800740635,21.5249472871974,21.6202054573494,22.735535637671,22.09223427338,21.8081470581222,21.824675087145,21.1297062324297,21.6412324377467,22.1581516001899,21.853770517023,21.6106575370198,21.7538952353074,21.7188644106571,22.0620923811685,21.8163465772841,21.7615364017717,21.8307230202717,22.5330769573044,21.9024730286369,21.7649328793582,21.4113410441402,21.6287496547573,22.1775185057649,21.5862737894371,21.8175967980403,21.7756803871849,21.823104836993,22.0368998578415,22.0937325966655,21.864407406448,20.8828831731618,-0.0327463330464326,-0.473565625903619,0.408072959810754,21.7712924171481,-0.149821056417628,-4.64634615281111,0.881608064829459,0.998589553127168,0,0,0.995882211566019,0
