uniprot_id,protein,gene,description,S03_T1,S10_T1,S16_T1,S22_T1,S24_T1,S27_T1,S28_T1,S04_T1,S05_T1,S06_T1,S12_T1,S14_T1,S17_T1,S21_T1,S30_T1,S03_T2,S10_T2,S16_T2,S22_T2,S24_T2,S27_T2,S29_T2,S04_T2,S05_T2,S06_T2,S12_T2,S14_T2,S17_T2,S21_T2,S30_T2,S03_T3,S10_T3,S16_T3,S22_T3,S24_T3,S27_T3,S29_T3,S04_T3,S05_T3,S06_T3,S12_T3,S14_T3,S17_T3,S21_T3,S30_T3,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,pi_score,sig_pi
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,NA,NA,16.407806665902058,NA,NA,NA,16.12381864912376,16.32706969273755,16.457100211108287,NA,16.611384374083617,15.485032228125206,15.474560878852836,NA,15.965543789526023,17.625598914487355,NA,16.32760638667011,15.530504681696495,16.01434810772926,16.865369795037058,16.394123246341117,16.131855961349693,15.97450978809596,16.18140508964911,16.951925186119706,16.104957799252706,NA,16.586610665628925,17.21407798263891,16.795511050343144,NA,16.09413213201163,NA,NA,16.980832536930087,NA,15.737327685149776,17.11232327553961,16.83915799181002,17.10011064045,15.273505472820757,16.62698233015325,NA,16.7350468501174,0.25424752011474894,-0.6742724351535492,1.182767475383047,16.388714195467138,0.5601147845087229,-4.620025834655951,0.5797183752134369,0.9977401846325376,0.8705596346677493,0
O00151,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,23.618305169502477,21.610169495963028,21.76925414576081,21.601096603825003,22.85163149217376,23.220399420795857,22.744490993179035,22.806122581546035,22.840183463445847,22.096080799946993,22.08788513639112,22.403856512493803,23.364083188702423,23.007929935403816,22.200006137118233,22.97656083516789,21.544796299199863,21.2476964138315,21.90606836751432,22.52494214150508,22.682092964190748,23.123193003155155,23.327158896636657,22.24627266069485,21.75639879916038,22.536499218762167,22.903705106006868,23.34484418099803,22.96809256773489,22.31320097051389,23.391806205452355,23.3073540419197,21.60814820759184,22.11474425118353,24.570471395487672,23.661116692575984,21.835078379845367,21.96176800444672,22.131991433903774,21.526254667184613,22.756556013798747,22.889307735894626,23.045823696479207,23.09711836384976,21.923025672620646,-0.11883056657917379,-0.8138765752215572,0.5762154420632096,22.56541293919011,-0.344814395115915,-4.669881487817792,0.7319189830033632,0.9977401846325376,0.9635939460907441,0
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,20.986516907971968,20.33771417618565,19.745997101747324,20.75867515473908,20.28515414566994,20.07424023241826,20.86581068033457,20.535344018051777,19.835142085921454,19.61164815490697,19.647021278763432,19.507885879326,19.524779474026527,20.267615174885425,20.4611995139422,20.22441723664595,NA,19.747995742079908,19.804520275051985,20.500806282625778,20.868830257558805,20.752439139192337,20.187415318905128,19.964436113435465,20.612750724391297,20.207380707821898,21.02844411437838,20.625402687548263,20.067007051101633,20.218101475772414,20.321681045714517,20.297443975841414,19.642701676094664,19.287682618559273,20.97313026001607,19.59690992841889,19.45571106686326,20.230420641688333,19.556683993590607,20.3840129690492,19.73020017198371,19.78696736132222,19.471970368722317,19.522553245808073,20.6308578969214,0.5107253410650934,0.0201018385813988,1.0013488435487878,20.13962768922713,2.10092468202183,-4.360234234767921,0.041704929825496576,0.9977401846325376,0.19737617871089427,0
O00168,PLM_HUMAN,FXYD1,Phospholemman,NA,NA,NA,15.17901456621685,NA,NA,16.30521247585572,15.936084705338624,16.7389649870609,16.611203090510067,NA,NA,18.089993125320483,NA,17.172976459002346,NA,NA,15.680030258466337,15.600624895204293,NA,NA,NA,18.010354808282887,17.63362190164645,16.55006844196978,NA,16.885109192264043,17.0436727063989,NA,16.474438503748623,16.542484143143906,NA,16.542068787024853,NA,16.23148799328598,NA,18.07187662262807,16.279218142448006,NA,16.771142947472747,NA,NA,NA,NA,NA,-1.1583440316308025,-2.3376714629469486,0.020983399685343462,16.683316607299517,-2.0565674147138644,-4.508711329735146,0.05380582224705057,0.9977401846325376,0.03387378001262352,-1
O00186,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,NA,19.511231351423422,19.275944775696516,18.814261969863924,19.26880745230466,18.96014712048976,18.73638769332045,18.908957698139577,19.249089288076753,19.360683891563127,18.95484814607224,19.194769452296963,17.682158063853652,18.62481420412512,17.898958374203506,18.780439436214216,NA,19.471813705192297,19.39415401430778,18.787148242823157,18.841384463977896,19.048538169983924,18.783449375711196,19.06048615641416,18.979883116112177,19.05486603867233,18.78627592451165,18.98455126405008,18.915230838892388,19.072876610080403,19.469088242624295,18.617557786707685,18.87495421164715,19.254198048155303,17.911607342644796,18.632958394124323,18.71750536547638,18.99019455143641,19.584402175020173,19.327121848474828,19.0775660714177,18.861091958714205,19.271820959521964,18.703998533885912,18.18222802425455,0.36979595667200726,-0.09792597632223926,0.8375178896662538,18.92740582215067,1.5968400227526482,-4.494690546775754,0.11800117762061581,0.9977401846325376,0.4537193714227314,0
O00217,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",22.69905098210798,22.566547296678436,22.057323339469313,21.697419078518656,21.612157366742707,21.687019067263165,22.260166646028303,22.459386160316296,22.328873951207537,22.807591084132863,22.748601848963908,21.925554548719393,22.571468010388315,21.937757605811488,22.57068703921533,22.790703010142824,22.775758032277476,22.105111751927986,21.96132212694831,22.475206586632183,22.482882128738947,22.364799066053067,22.777879630205224,22.663691592900783,22.47790616785357,23.073652051456055,21.161322653236585,22.525526733365503,22.39103041405256,22.54351136373552,22.42094420044843,21.382866229348267,22.43366043910319,22.20104360178467,21.12796109008885,22.910733328581863,22.288813553014695,22.768257874097703,22.30064919076605,22.28160024341968,22.890124462421515,21.892709214957627,22.074764931349844,22.09359026278514,22.04417744897885,-0.3334261689916005,-0.7967864149305085,0.12993407694730752,22.302484520138595,-1.4512815891984603,-4.5195649652727,0.153976377465872,0.9977401846325376,0.5358903452612304,0
O00231,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11,20.289447110687576,20.506422621878375,20.80229566262804,20.5296562654665,20.08506000917738,20.533725005126165,20.406865079478894,20.332234386233377,20.589553651621955,20.546835748722497,20.708080763409097,20.556461112792384,20.007088220603453,20.641410392240847,20.088304315601157,20.5439911303336,20.101190646891663,20.67728842547805,20.673322521483065,20.65174151393527,20.285229190368295,20.17903710921964,20.32746475537728,20.30351867728394,20.572931261828735,20.361209687346484,20.64662632036575,20.445132019832403,20.310439649649897,20.23551497977573,20.40955853398504,20.3896192819074,20.708457246627948,20.629004771683487,20.36202495795913,19.89485084348182,20.126092061304107,20.52666845646204,20.31453175366061,20.67504942600352,20.25362887707247,20.42365119766595,20.374502091532182,20.182807019668157,20.213442682681713,0.005706107734898325,-0.2560394328927311,0.26745164836252777,20.409377054145182,0.043967467367653855,-4.679128703454264,0.9651343839996207,0.9977401846325376,0.9997975225534059,0
O00232,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12,20.834350686496368,20.493426428795352,19.966993836352923,20.509476066253704,20.066937833282974,20.065089340422016,20.09197099044969,20.021146446969514,20.28022737838013,20.0702545858841,20.401012414780823,20.54616770327963,20.052659352081857,19.988385705677832,20.043227130835135,20.022815110603027,20.07615274047959,20.308173203816917,20.138080049825,20.268546645894077,20.140569813365275,19.72906947403803,19.83359608299036,19.972631078375095,20.141366781117046,19.84579480586652,19.612682631533936,20.137235650416702,20.166025256495736,20.065282451329136,20.056250500167245,20.161074320890847,20.425281133362677,20.23602391073512,20.42576156813041,19.59550314668867,20.04381946783367,19.847088372718183,19.881070725966964,20.508967825822698,19.895193324188995,20.3310696954685,19.807819646764447,19.590697330176432,20.049113967111484,0.1043846975827627,-0.1953336469430103,0.4041030421085357,20.105424058046996,0.7024158232204842,-4.640583706607626,0.4862144765324312,0.9977401846325376,0.9274908279420088,0
O00233,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9,17.75891235911925,18.00850315709896,18.96086503276253,18.24917595068361,17.09725575827884,18.14109048097897,17.94428723946362,17.60947785950357,17.95628307991499,18.11750237425815,17.309045879017553,18.642833883103226,18.125767008982223,18.45440019637938,17.54606172675988,17.208490324951025,17.31936732768599,17.84261871646918,17.5738010536362,18.258549006370423,17.849188229112436,17.324913867049407,17.83763010181857,17.912828656389905,17.88733635446556,17.251229935671397,17.977818694061238,18.052802158150204,18.189680017678437,17.86489454613723,17.874389499978303,18.17583278706914,17.969860845454267,18.720166926265527,17.886305522878438,17.818615674322853,18.372926663713404,18.148128691788664,18.40009845738041,18.144834447507986,18.277917460780653,18.9743643199595,18.1011186798818,17.286429233709384,19.22373992118974,0.05180584814260314,-0.4307182171406525,0.5343299134258588,17.99216311350737,0.21653623644360095,-4.675569056551833,0.8295963557371868,0.9977401846325376,0.990368520591487,0
O00264,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1,18.835340138551494,20.539928427706123,20.7581478258499,19.85549156006931,20.699862595977255,21.011362047659983,21.144356099294605,20.537661892132046,20.908299064399458,20.801921044490378,20.66967153985261,21.35734449557844,20.887577613911255,20.510125062880824,20.41363221633539,19.883398788132883,21.29928584353276,20.699230332552247,20.833113242097102,21.068475566808058,20.888632918446877,20.644381348210253,20.360740923872463,20.924909777624823,20.401404943480888,20.79108498788117,21.3223550219154,21.141082074621146,21.065942039273303,20.69913788767747,20.906640965998264,21.070947726034863,20.189167980772822,NA,18.107353627336487,20.734076182734324,21.116669587884292,20.43708859547953,21.58248030723485,20.57327033836078,20.66823567748735,20.777167806610723,19.88210316806414,20.97840168373722,21.2218615179959,-0.3406782220933344,-1.0000661806227502,0.31870973643608136,20.66362187469426,-1.0427370016022137,-4.595065234517435,0.3030502462901273,0.9977401846325376,0.6658299551491099,0
O00299,CLIC1_HUMAN,CLIC1,Chloride intracellular channel protein 1,NA,20.67643923788368,20.91923105218067,21.288274939294844,20.06700574727276,20.149675097747675,20.599374394732692,20.75536999403114,19.920447360400814,19.85510730348548,20.29995893371786,20.184673517448545,NA,21.001790406515784,20.35931035352028,20.472180681020017,NA,20.676270556942928,20.790807972635488,20.621626163420128,20.891869608428895,20.97068832667848,20.30133033181321,20.12803090719079,20.893882339838243,19.602613092051897,22.305698469084668,19.627550983290057,20.612048783133623,20.76820725384023,21.41170553446235,21.502899940608383,20.40017112123916,22.051814282502303,20.77468185459417,20.140480859766814,19.96784491262435,21.078973457897884,20.48871917285755,20.94572254239227,20.906123575879903,22.514697103596024,21.78233874943515,20.880718549591755,22.080018016394753,0.2750036960001694,-0.41870834919622624,0.968715741196565,20.75396127336771,0.8012681736364851,-4.624558501757344,0.4277232008393088,0.9977401846325376,0.7917141537205101,0
O00303,EIF3F_HUMAN,EIF3F,Eukaryotic translation initiation factor 3 subunit F,19.0626407196468,19.993875911166764,19.08656842073965,19.470698304162383,20.092504153021455,19.680460751096113,19.80061559001748,19.722160542030064,20.0067094851589,19.945568723499104,19.48437758673116,19.54601430545353,18.90534204943785,19.45171371999828,19.082252252305352,19.941150738840847,19.966057491619793,20.063360167331524,19.897382077614715,19.678162409174806,19.716365671323828,19.68578208155964,20.108324721009584,20.13895891062091,19.644476765950216,19.76942530483743,19.262341521893983,NA,19.543223379112277,19.68777968419302,20.07027272179594,20.23954714107279,20.063966800941905,19.948855628115822,20.42099202316943,19.668836570035733,19.055715456759845,19.76214317703501,19.383316850020925,19.417917672406215,20.003118703953053,19.872167852788643,19.906540140739416,19.78632481483228,19.1675733575606,0.05700598454416195,-0.32434313629836287,0.43835510538668676,19.709126871608525,0.3016957038513057,-4.672077636035187,0.7643766372115586,0.9977401846325376,0.984799509717557,0
O00330,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",23.074292796098387,23.58288676310597,23.496143839284223,22.026420952250884,23.4659546484608,23.184716162388035,23.48014891065568,23.346325356386295,23.197936354834507,23.38037847663668,23.93726179911327,23.11169711369341,22.971499288256524,23.608173387363788,23.70769789458473,23.515569529245216,23.914630992729393,23.61183364229537,23.56036116222073,23.614526380746096,23.47133284002723,23.635943141501222,23.44429314815025,23.398607279226177,23.444288965551294,24.072979683648985,23.128603337976507,23.671121859832738,23.67166402875643,23.872522500237597,23.140032671156703,23.16863780818727,23.657932897486777,23.474988205784623,22.361013267795222,23.5412125767053,23.596758606250457,23.509019898794055,23.810466027942056,23.636725446270745,24.025519456690574,23.000956827779344,23.442965320143653,23.67343178587802,23.802847734645113,-0.2132359870964926,-0.5973248612445776,0.17085288705159246,23.454273794817077,-1.1196945074056055,-4.582514099946635,0.2690747508158445,0.9977401846325376,0.7558374302096734,0
O00410,IPO5_HUMAN,IPO5,Importin-5,22.854270701465584,21.965217735270468,22.10571057742426,22.580564462291132,22.44246624367455,22.35463772345766,21.904399286331692,22.00484876097895,21.90188845760149,22.22056042361438,22.394750467002513,22.152883632123043,22.37298720708133,22.747434118931046,22.64333463653432,22.06588764038329,21.909378679156404,21.934838636752406,21.97191726273829,22.813167370280947,22.131121748843043,22.248294429929757,21.494778157023383,22.32489428726614,22.282159334464893,22.546413024582012,22.270266029890593,21.759994563115335,22.029183413403416,21.80164875635072,21.90342651787608,22.12718890188959,21.939174990188107,22.41017549463551,22.896503141148195,21.911997871466944,22.353553523217485,22.345899025652876,22.016873839951835,22.46028280186638,21.879098393072713,21.77169772331286,21.845574409387424,22.297631283414884,22.598376229463625,0.016034288233989002,-0.3445310109661053,0.3765995874340833,22.199718931433495,0.08968845286291137,-4.678644422697767,0.9289522821429376,0.9977401846325376,0.9988190044538633,0
O00423,EMAL1_HUMAN,EML1,Echinoderm microtubule-associated protein-like 1,18.355762469468484,19.17680458720399,19.177212829720908,18.54419195814093,19.50205882919171,19.872724482830087,19.301728033986336,19.089469495848363,19.355852280019068,18.762861638376567,18.94888726427387,20.08997876092845,19.245667579198447,19.096887242809043,18.96858584199655,18.41885322954743,18.60729978975437,19.20340780958756,19.133025273661033,18.685321108718657,19.24117133625419,18.99562074043138,18.984166532640693,18.90522364783351,19.118493758775823,19.23942191445972,18.649720641307905,17.91185433650617,19.562246085290536,19.062602932097548,18.184557976388064,17.400212773059245,19.25924447840989,18.339644294991466,17.825211450317756,19.303223416051587,19.63887243735459,18.696299919462895,19.345448989808663,18.737246754952437,18.77205034437558,18.348077552631032,18.453389936129856,19.457546794736775,18.31668101664539,-0.03599952072307744,-0.5718181371822366,0.49981909573608174,18.91744023480388,-0.13550324456063245,-4.677827091445453,0.8928479157463374,0.9977401846325376,0.9959281621150285,0
O00429,DNM1L_HUMAN,DNM1L,Dynamin-1-like protein,22.063736156087533,20.83973204242663,20.39134699714034,21.36585926473281,21.168494241072107,20.894852558679496,20.77843051853225,20.65380415840869,20.671444929251383,20.909381937649428,21.26734490246016,20.62588363234184,20.880701416744497,21.115640689668258,21.260363451172044,20.9365493698814,20.400021999424425,20.560669927833125,20.6596491886032,21.424804602922105,20.72774859617885,20.913098643979012,20.174481783781054,21.23110253957464,21.2089180853252,21.498452321678016,21.31410823227867,21.48656374558803,20.76740260420304,20.975611398536103,20.540759091815858,20.406038277560157,20.35490261267627,20.874121686673675,21.517281121604853,20.468446141938394,21.066085730999383,21.22097329278264,20.32847235212112,21.423557337087185,20.637669103534343,19.99021940806588,20.65844236618709,20.963008670161052,21.397811435403113,0.15858571670275623,-0.2919604657901884,0.6091318991957009,20.911421968105895,0.7098973077157196,-4.639763846937959,0.48160948274878146,0.9977401846325376,0.8905944078870416,0
O00442,RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase,22.346832907145295,20.77926971564618,20.991343517403187,22.261999845205967,21.154411523314145,20.927889099343485,20.64843224606812,21.292136217799825,20.91436594884851,21.548823043413787,21.501281393278425,20.191412645384368,21.63247110832364,21.65071513100997,21.635920677523828,21.386763781608103,20.463877106664572,20.87410600551009,20.772917583592655,21.227426483339663,20.676866045573295,21.187567229256715,20.133908531494377,22.18711661159277,22.43283017198435,21.842540448054475,21.105587947394618,21.243437590490466,20.862909795790532,20.948137013344866,20.68902586639693,20.05159027460847,20.9338371816621,21.310482296494207,21.23056264463783,21.129892468217506,21.45406761497483,21.527938903586648,20.787840275577892,21.757482748742213,20.838409640740544,20.340527153698513,20.729179136524568,20.969084599487392,21.196435962651293,0.022520948113875505,-0.5525699368290612,0.5976118330568122,21.150436758520026,0.07898069661477239,-4.678787538422462,0.9374152975856109,0.9977401846325376,0.9985455552031341,0
O00483,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4,27.186886695704334,26.767464818946685,26.509473668782817,26.883151876464055,26.750372870544393,25.87305442881827,26.745796916249137,26.625228482230938,25.85445530373219,26.7538928564443,27.057884073524157,25.76802289491596,26.975903783710184,26.091590770903455,27.41052185052659,27.4170840507746,25.5959319174103,26.293714017534924,26.694703767069864,26.52283688141179,26.763594441229092,26.947605708620767,26.663330269379745,26.020482414975344,26.592442423462128,26.977166024627262,26.24618166194682,25.112316679801516,26.67633176216672,27.154303097185476,26.94767831712714,25.51122991972699,26.70435802167396,26.087886796886067,26.576320021930886,26.77328163575036,26.614692166486392,26.623067510103137,26.8463352113777,26.241626206613013,27.11509166811173,26.091496012300688,26.388144217580088,26.294464370679304,26.326307855737628,0.11753332882243939,-0.416012095538417,0.6510787531832958,26.534971252026207,0.4442837315733733,-4.663701922920608,0.6590710040036595,0.9977401846325376,0.9521787814339165,0
