uniprot_id,protein,gene,description,S03_T1,S10_T1,S16_T1,S22_T1,S24_T1,S27_T1,S28_T1,S04_T1,S05_T1,S06_T1,S12_T1,S14_T1,S17_T1,S21_T1,S30_T1,S03_T2,S10_T2,S16_T2,S22_T2,S24_T2,S27_T2,S29_T2,S04_T2,S05_T2,S06_T2,S12_T2,S14_T2,S17_T2,S21_T2,S30_T2,S03_T3,S10_T3,S16_T3,S22_T3,S24_T3,S27_T3,S29_T3,S04_T3,S05_T3,S06_T3,S12_T3,S14_T3,S17_T3,S21_T3,S30_T3,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,pi_score,sig_pi
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,NA,NA,NA,NA,16.853964840426578,NA,17.21477225197966,16.62923257780558,16.668645648012898,NA,NA,16.432073768414345,NA,16.71144968350868,16.41485123062826,NA,NA,16.70959434911469,16.799123660143554,NA,16.522587553895995,NA,16.1884906746584,15.83643331987516,16.081447710914052,16.3894264261726,17.011797996121196,NA,15.77688406229753,NA,16.798776111649424,17.438514500324874,16.67354876982249,16.10178332693152,NA,17.097931838740216,NA,17.199685671210563,NA,NA,NA,16.997000917129693,NA,NA,16.280021403330245,0.4602492823150257,-0.24288242430001428,1.1633809889300657,16.617834928879507,1.3578787726279908,-4.570611513907668,0.18833321340799283,0.9977401846325376,0.463751827151185,0
A1L0T0,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein,NA,NA,NA,16.91857792551827,16.718580110745258,NA,NA,NA,16.660021151736263,NA,NA,NA,NA,NA,17.34758024374694,NA,NA,17.3071038572185,17.053931065929838,NA,NA,NA,15.46973956830188,NA,17.320005209323174,NA,16.74379215254233,NA,NA,16.915782819369014,17.034529643704833,18.60719984268577,15.4647777333071,17.358595731388913,17.251902260443345,NA,NA,NA,NA,16.875669327416187,NA,NA,NA,NA,17.233152809098446,-0.15190644326424163,-1.7198491689687818,1.4160362824402986,16.957702438380945,-0.2066290420661705,-4.618454439223849,0.8390978588371558,0.9977401846325376,0.9737033069851838,0
A5D6W6,FITM1_HUMAN,FITM1,Fat storage-inducing transmembrane protein 1,NA,16.613739626576432,NA,16.13980104935611,NA,15.720341113562524,16.295342734288894,16.823491239973656,16.094485812663283,16.57861495532038,15.917927360539974,16.082672429182765,17.725042698191256,NA,16.35006572088189,17.357758316275433,17.269085423141014,14.92261361568959,17.511141792893845,17.00358820337144,NA,15.363544209893348,18.709367517825452,16.29766791653627,18.01668934876643,16.85245527364711,NA,NA,16.301926680680985,15.357045669465236,16.978192075378722,NA,16.370403451756086,17.402396512443705,16.255533910811497,16.752109365159612,NA,16.164673743350967,15.436047703368178,16.34537140550535,16.09440438396465,NA,16.358199452414475,NA,NA,-0.39799733568177587,-1.3714873760347426,0.5754927046711907,16.529143657965957,-0.8339420137273021,-4.615166455854847,0.41071565218189854,0.9977401846325376,0.7017629711169173,0
A5YM72,CRNS1_HUMAN,CARNS1,Carnosine synthase 1,22.40548494897229,20.79438025605221,21.754534693811262,22.669988041454616,20.24982533004725,21.522721096330574,21.2018994929597,20.581651445670996,20.819889702948196,20.60347285616947,21.099947291226297,21.5363099446574,21.758147119513463,NA,21.56791533634751,21.4686145151968,21.457513373669865,22.765920709155097,22.159485861699128,21.429322412781097,21.773386507963387,21.431710406297448,21.759044886736923,21.557028021745182,21.452227240041164,21.42682459589206,21.950800067524867,22.302706192158084,21.031767193024223,21.357558421028767,21.75444756166476,20.923449324558668,22.19035777549443,21.95728428623894,20.53578274478566,21.42561671888912,21.521401599751616,21.305411365584938,21.28395711182003,20.835335781824018,21.475149945788363,21.28583651413198,21.578685266076597,NA,21.342477755578717,0.38461040121637424,-0.1538062032230273,0.9230270056557758,21.47221562123868,1.4427449631305584,-4.524989284105141,0.15670874085782951,0.9977401846325376,0.49025776478932803,0
A6NCE7,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,19.64041504865937,18.84312357416149,NA,19.510598848796867,18.692883472551937,19.763548802488224,18.88585443119442,19.278382074014583,19.131718081916485,19.510267259358695,19.04473508451844,19.771942687899617,19.90850879232798,19.137863067137264,18.28894256252905,18.205369112401616,19.332690120059553,18.491881145215764,18.87933014473929,17.34676500685653,18.28006549609024,18.72329697333947,18.992022099618595,18.991516566598783,18.98235065298748,18.566100152469243,19.337054851785812,19.627210440758187,19.328817020666452,18.870886877884857,19.285937032908375,19.65568420412704,19.070774480962985,19.32931501353107,19.730231158839853,19.525843002503105,19.089553833854044,18.60218148692968,19.19011820855745,19.010083191576843,18.576600559079996,19.386560369122268,19.306675974636715,19.53318870126645,18.898100694421668,-0.043788540455565794,-0.5171908868517909,0.4296138059406594,19.080795190030546,-0.18668158870006807,-4.670635203567136,0.8528113982888382,0.9977401846325376,0.9930523732183494,0
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase,22.424028164126113,22.873356307679032,22.77216132490328,23.200953751570054,22.091446552570876,22.79538955181308,22.69277302672919,22.453258325603,23.058230750199307,22.930343091426447,22.696406438985633,22.977128960772728,23.10280971812084,22.706594592519377,23.009864591960383,22.703007534427897,22.53043155445182,23.18927664099719,23.348646218373418,23.080001645181817,22.81335978266391,22.017491924738255,22.733755233947345,23.01538613020716,22.942418381928565,22.492686827207283,22.6776001515774,22.64600053865504,22.56668062979256,23.053704368583656,22.599761497364096,22.114244048272308,22.697764204004503,22.80404670843175,22.141529801547986,22.350877834481096,23.234676884968444,22.59821765515411,23.132191303569776,22.90929419216697,22.73535099103269,22.692212639822927,23.0602959466969,22.495301452538147,22.869290461765967,-0.17668620438680804,-0.5232453862495308,0.16987297747591473,22.75622774074512,-1.0282435777055148,-4.597338522062202,0.3095989241552715,0.9977401846325376,0.8128890740449707,0
A6NNS2,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,23.68617519576549,22.829341387361413,23.53264084420917,23.15106079940008,22.215011788733793,22.42558650664581,22.85691775165018,22.57844601623382,22.83190037513815,22.914286987672337,23.37197017841048,22.060161170621807,22.82528558165592,23.25763326622272,22.288273466838245,22.210814967144383,22.203824420353133,23.186559969884765,21.938536649798877,22.63887960194324,23.185960239052857,22.00632815655164,21.59032106744516,23.028612561752677,22.56568770971176,22.924300728518094,22.08761647125432,23.045957714145384,22.311826872738557,21.948494697867176,22.3197213943081,21.40689226402182,23.200751937048206,22.547255766148258,21.914801037873527,23.20860551850868,22.08721596430008,22.955485047351427,22.76108822956114,22.847936912405824,22.029883775010408,21.79646320236487,22.230186221726377,22.458844748927135,21.5142172246884,0.1736543237168391,-0.37400516377994364,0.7213138112136218,22.55506138642146,0.6395076727286484,-4.6471471832954085,0.5258936697454453,0.9977401846325376,0.8944019163716196,0
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,22.78707756707047,23.593636248859184,24.306399158184753,24.88513018360816,23.93910311152852,23.252022795468875,23.965326100996112,23.565170783755043,23.794428828474555,23.320857963317,22.990965308386116,23.17764427477615,22.62956020145438,23.71137581548409,22.666232946561113,23.613425580467517,23.536804877626818,23.461175574936416,24.4769776561431,23.25103392869996,22.955849780398957,23.950124970874164,23.337441643865834,22.771435878968465,23.347437304363375,23.192873484035744,22.155769185174073,23.851667309591065,23.337400312851766,23.62825052429039,23.572701341671333,21.72015834947967,23.29957618424562,23.960425656279664,23.154346685772836,23.179258535497492,23.07770492805305,23.33423789458878,23.490202367614582,23.41113071372358,23.221225219604637,22.368896781643407,23.361026070067837,23.07878731343689,23.506465871474113,0.5924851201288526,0.04074657536755155,1.1442236648901536,23.359749849185906,2.165782782392675,-4.34154122694479,0.03593267418361936,0.9977401846325376,0.13936350049140858,0
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,NA,NA,NA,NA,16.466848128703173,NA,NA,NA,NA,NA,NA,15.329906086414605,NA,NA,15.504373690599664,NA,NA,16.41419822685849,15.509301968365335,NA,NA,16.112457527254612,NA,14.84555605677894,16.183185754620393,15.497911096945057,NA,15.274789835392966,NA,16.58699854817356,NA,NA,15.05299931885176,NA,NA,NA,NA,NA,NA,15.502059594723187,NA,14.980297704912944,16.30085888441133,NA,NA,1.0792451306551936,-0.43264686700005783,2.5911371283104447,15.704116161533735,1.5434467255062179,-4.576724789290045,0.14690325624710313,0.9977401846325376,0.1261893544643808,0
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",21.441561989566623,22.05898869383532,21.765958976144375,21.73858151368933,21.488573951580456,21.541418216838633,21.72466306504549,21.834190753856028,21.74915952070008,22.00621181353313,21.78042918075437,21.41352098437512,21.53082797021303,21.3926800740635,21.524947287197413,21.62020545734937,22.73553563767101,22.092234273379983,21.808147058122156,21.82467508714501,21.12970623242974,21.64123243774673,22.15815160018991,21.85377051702297,21.61065753701975,21.753895235307382,21.71886441065707,22.062092381168533,21.816346577284055,21.76153640177171,21.83072302027171,22.53307695730438,21.90247302863686,21.76493287935823,21.41134104414017,21.6287496547573,22.177518505764898,21.586273789437104,21.81759679804035,21.775680387184902,21.823104836992957,22.036899857841544,22.093732596665475,21.864407406448024,20.882883173161847,0.027917495632589606,-0.31419839438301944,0.37003338564819865,21.771292417148086,0.1645788354434073,-4.6771361665735,0.8700486323466006,0.9977401846325376,0.9961212542095519,0
