"uniprot_id","protein","gene","description","gene_symbol","S03_T1","S10_T1","S16_T1","S22_T1","S24_T1","S27_T1","S28_T1","S04_T1","S05_T1","S06_T1","S12_T1","S14_T1","S17_T1","S21_T1","S30_T1","S03_T2","S10_T2","S16_T2","S22_T2","S24_T2","S27_T2","S29_T2","S04_T2","S05_T2","S06_T2","S12_T2","S14_T2","S17_T2","S21_T2","S30_T2","S03_T3","S10_T3","S16_T3","S22_T3","S24_T3","S27_T3","S29_T3","S04_T3","S05_T3","S06_T3","S12_T3","S14_T3","S17_T3","S21_T3","S30_T3","logFC","CI.L","CI.R","average_intensity","t","B","P.Value","adj.P.Val","sig.PVal","sig.FDR","pi_score","sig_pi"
"A0FGR8","ESYT2_HUMAN","ESYT2","Extended synaptotagmin-2","=""ESYT2""",NA,NA,NA,NA,16.8519936230236,NA,17.2139581278296,16.6271803370063,16.6667658526368,NA,NA,16.4283936848223,NA,16.7187379999098,16.4135813006207,NA,NA,16.7067905708327,16.7952551389714,NA,16.5194670413921,NA,16.1837688987969,15.8315662559098,16.0798751615064,16.3859336756316,17.004985856421,NA,15.775823741436,NA,16.7928075461458,17.4433947223821,16.6678782431871,16.1071575022783,NA,17.0925960853131,NA,17.2026384405275,NA,NA,NA,17.0011918007579,NA,NA,16.2863182466591,0.614302502566485,0.0805912720196971,1.14801373311327,16.6165858272499,2.38746151748693,-3.43265911649033,0.0260164361235406,0.427825838476001,1,0,0.106287639034726,0
"A1L0T0","ILVBL_HUMAN","ILVBL","Acetolactate synthase-like protein","=""ILVBL""",NA,NA,NA,16.9166914316906,16.716432164454,NA,NA,NA,16.6577374798172,NA,NA,NA,NA,NA,17.3454986624752,NA,NA,17.3035149871394,17.0503845252479,NA,NA,NA,15.4654583426892,NA,17.3176881793064,NA,16.7374311568761,NA,NA,16.9108671182902,17.0284037661095,18.6120326441224,15.459038202913,17.364046882218,17.2469196515995,NA,NA,NA,NA,16.8731977366069,NA,NA,NA,NA,17.2385420325337,0.342879595232745,-0.894567156518846,1.58032634698434,16.9555226449464,0.590830465302067,-5.48976105653643,0.563470987990989,0.965392983790058,0,0,0.82144585276116,0
"A5D6W6","FITM1_HUMAN","FITM1","Fat storage-inducing transmembrane protein 1","=""FITM1""",NA,16.6105573340311,NA,16.139094147208,NA,15.7178469170497,16.2947350372638,16.8214494963932,16.0927694479649,16.571755020541,15.9158258648461,16.0790162867461,17.7190292685259,NA,16.3491107941261,17.3527984861504,17.2726521359959,14.920100179817,17.5070967411864,17.0028601780488,NA,15.3595519582928,18.7044624839206,16.2929664701513,18.0153880750885,16.8491351389053,NA,NA,16.3009547631054,15.3525912225609,16.9722214052818,NA,16.3647428627011,17.4077488383044,16.2496929960823,16.746691755378,NA,16.1674562502194,15.4382139953245,16.3420671430702,16.1023728021347,NA,16.3593143349642,NA,NA,-0.959660365355274,-1.80842141566995,-0.110899315040602,16.5270384797388,-2.30620272644941,-3.61860535746744,0.0279660953985892,0.44838972955738,-1,0,0.0323068145744617,-1
"A5YM72","CRNS1_HUMAN","CARNS1","Carnosine synthase 1","=""CARNS1""",22.3943552915843,20.7816832736641,21.7574870268634,22.6575402763691,20.2419193194284,21.5089018556211,21.1931617548069,20.5833444049186,20.8076482770088,20.5947866695651,21.0931452756107,21.5280132761106,21.7445684470512,NA,21.5579823185883,21.4601354028418,21.4377965072685,22.7585008525274,22.163058202186,21.435933499653,21.7691203960278,21.4315594336886,21.7465376666839,21.5465718720432,21.4459785994384,21.4165493981253,21.962264780192,22.2844439024938,21.028511850652,21.3480577417545,21.755465323678,20.9335588121441,22.1843221346784,21.9651660255723,20.5421338331173,21.4185223505416,21.513640862718,21.30911125632,21.2828380816483,20.8393948412946,21.4782285942273,21.284415783064,21.5784070984532,NA,21.342795921604,-0.310223733521578,-0.780147063907875,0.159699596864719,21.4676176393448,-1.33328393332457,-5.27532450173657,0.189811812220632,0.792451146481968,0,0,0.597198543356302,0
"A6NCE7","MP3B2_HUMAN","MAP1LC3B2","Microtubule-associated proteins 1A/1B light chain 3 beta 2","=""MAP1LC3B2""",19.6379851004717,18.8380826251014,NA,19.5034990483041,18.6883501551698,19.7560517425464,18.880063594779,19.2777329211644,19.1250752470955,19.5079964522673,19.0389412289563,19.7637195827497,19.9040276675513,19.1435218844982,18.2821894597843,18.1984223963771,19.3274956343936,18.4841421648981,18.8789252290423,17.3505573175524,18.2743471603478,18.71941837773,18.9856324831994,18.9822929021439,18.9750456882481,18.5601863533986,19.3375816002227,19.6200317929908,19.3266543293269,18.8631536683041,19.2817058842368,19.6590535720641,19.065031308691,19.3378026443735,19.7321758087199,19.5204522863593,19.0849409618994,18.6095770311406,19.187138291231,19.0143219313784,18.576848725536,19.3910259417008,19.3087033773056,19.5367905377789,18.8993337417533,-0.0158549050012553,-0.412591172117739,0.380881362115229,19.0780914966542,-0.0806531627059403,-6.15276915814745,0.936101511445979,0.99381832645944,0,0,0.998953626954211,0
"A6NDG6","PGP_HUMAN","PGP","Glycerol-3-phosphate phosphatase","=""PGP""",22.4071717981557,22.859143477244,22.7755395649866,23.1878064961531,22.0798814153713,22.773465500462,22.6801388410838,22.4570716696569,23.0433854802805,22.9182551345658,22.6839223906069,22.9689420580538,23.081473652326,22.7112330672235,22.9927206194807,22.6901087084523,22.5140777629322,23.1775135493141,23.3520055827792,23.086002873482,22.802372695252,22.0132660157238,22.7111036473155,23.0014465597611,22.938939925095,22.4800470090103,22.6926556325918,22.620875219086,22.5562025128872,23.0402275511981,22.6005914431727,22.1287319465173,22.6895158318189,22.805838334928,22.1521102099147,22.3385417018835,23.222698094115,22.6026570993883,23.1247021886734,22.9117857947498,22.7422849588488,22.6899809318537,23.0624069624297,22.4988010850432,22.8692477051115,0.0575460836441728,-0.24360671902758,0.358698886315925,22.7497086821996,0.385379334798706,-6.08344455553179,0.701859286806453,0.97737077108069,0,0,0.979833520040337,0
"A6NNS2","DRS7C_HUMAN","DHRS7C","Dehydrogenase/reductase SDR family member 7C","=""DHRS7C""",23.6705770163566,22.8159444945193,23.535062460871,23.1383156432318,22.2045265564948,22.4050650818413,22.8449585984837,22.5817978426665,22.8179889251818,22.9033393584124,23.3609305482069,22.0524352808335,22.805170604281,23.2614934500027,22.2726258672702,22.1993934593056,22.1870683749176,23.1758600152183,21.9417493982806,22.6450925271703,23.175980241031,22.0034803086203,21.5697747392416,23.015270897867,22.5622142634267,22.9125082351162,22.1017333805147,23.0230010679292,22.3015340780009,21.9359325403686,22.3206539459629,21.4202518169857,23.1933208806379,22.5497295948092,21.9236990424694,23.1973970514721,22.0761525170939,22.9591095573328,22.7548858753883,22.8499869443142,22.0359473794272,21.7939222307176,22.2317093792377,22.4615459029944,21.5139440209955,-0.102614739007151,-0.57997348611597,0.374744008101667,22.5489573643445,-0.433535254337384,-6.0642355655712,0.666796652519628,0.97737077108069,0,0,0.959266172473887,0
"A8MU46","SMTL1_HUMAN","SMTNL1","Smoothelin-like protein 1","=""SMTNL1""",22.7665307348506,23.5762485372118,24.3124681863382,24.8713414500762,23.9239020462424,23.2258907666882,23.9503904107271,23.5702983948915,23.7761413991102,23.304018853818,22.974093499664,23.167736507586,22.6046238132949,23.7167331824149,22.6447567040572,23.5963086290874,23.5199664106928,23.4472956394882,24.4811817827787,23.2575179169974,22.9424814005687,23.9419848014543,23.3088323626394,22.7567939919588,23.3437028538397,23.1773142363599,22.1733513206008,23.8200740150777,23.3275362061266,23.6124584774639,23.5737158767829,21.7380899490834,23.288803321309,23.9618904483864,23.1723021093069,23.1634256130934,23.0643180048236,23.34126933273,23.4815084282109,23.4161269458717,23.2305477365212,22.3672035103108,23.3638966406695,23.082725270382,23.5071297081899,0.0337930136023878,-0.447552548005503,0.515138575210279,23.352109498395,0.141588998839328,-6.1461494949762,0.88806699102817,0.99381832645944,0,0,0.995996530948605,0
"A8MXV4","NUD19_HUMAN","NUDT19","Nucleoside diphosphate-linked moiety X motif 19","=""NUDT19""",NA,NA,NA,NA,16.4649291633352,NA,NA,NA,NA,NA,NA,15.3261299928079,NA,NA,15.5050612936255,NA,NA,16.4134155086755,15.5044235672122,NA,NA,16.1101424040986,NA,14.8418404744811,16.1835449415736,15.4954835425607,NA,15.2669064650205,NA,16.5830426724161,NA,NA,15.0474183907097,NA,NA,NA,NA,NA,NA,15.4978457453286,NA,14.9842491342108,16.3017559604713,NA,NA,-0.0639873717927557,-0.877112873530185,0.749138129944674,15.7017459504352,-0.170097257191964,-5.79076924761256,0.86756589587059,0.993272863832378,0,0,0.990950901985059,0
"E9PAV3","NACAM_HUMAN","NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form","=""NACA""",21.4294217793539,22.0464923745941,21.7682144752157,21.7255622656049,21.4809451299112,21.5265200670116,21.7155084908254,21.8362141418479,21.7367858091248,21.9975693075122,21.773515507582,21.4056069763869,21.5163679063436,21.393480340781,21.514415474562,21.6118650485634,22.7161211287306,22.0847326870832,21.811556937651,21.83112851176,21.1244766051712,21.6412867953155,22.1445411485032,21.8431204955191,21.6054258744293,21.7436860411253,21.7303337467192,22.0441158345775,21.8109511765065,21.7518535787581,21.8320452205763,22.5432237520025,21.8965435096197,21.7711080293607,21.4167036267488,21.6210668960193,22.1690403646711,21.5890479665286,21.8162138611226,21.7786765671601,21.8265946670646,22.0346516914679,22.0930855756831,21.8637773867595,20.8827394800928,-0.0986550875323964,-0.396019465476473,0.19870929041168,21.7665852055988,-0.669098572962455,-5.93817328507892,0.507014953908914,0.9610760030449,0,0,0.935187725728017,0
"L0R6Q1","S35U4_HUMAN","SLC35A4","SLC35A4 upstream open reading frame protein","=""SLC35A4""",NA,NA,16.4155817510434,NA,NA,NA,16.1233529905956,16.3251007677648,16.4554669164984,NA,16.6093965373772,15.4813894942587,15.4682220831529,NA,15.9648279372402,17.6206521886899,NA,16.3253521655629,15.5263641653376,16.0135258568038,16.8625561467061,16.3903920247116,16.1267376159487,15.9699655479525,16.1803541173214,16.9487414663367,16.0978795724735,NA,16.5857528540798,17.2097082910448,16.7896479403925,NA,16.0884884274772,NA,NA,16.9753614287305,NA,15.7400219287699,17.114875699312,16.83572092154,17.1085184712411,15.2776642895723,16.6280587442531,NA,16.7419925788981,0.0609934099691891,-0.491228362155621,0.613215182093999,16.3871506748738,0.225920642231623,-6.06992703764076,0.822851567302442,0.988243705049874,0,0,0.9881779742831,0
"O00151","PDLI1_HUMAN","PDLIM1","PDZ and LIM domain protein 1","=""PDLIM1""",23.6026549730291,21.5967352442599,21.7717313838544,21.588383579787,22.841087215264,23.1998034558241,22.7325018889089,22.8095026230402,22.8262332878931,22.0850915417623,22.0767741205692,22.3960979789979,23.3438888733003,23.0118371356069,22.1842864605168,22.9650162362345,21.5280485017659,21.2369361115316,21.909291264972,22.5311391473789,22.6720433476605,23.1202789264482,23.3065077552402,22.2328905451208,21.7529208166852,22.5246844316378,22.9178927154326,23.3217677369223,22.9577657698034,22.3005986242663,23.3927620004247,23.320794271866,21.6006864260063,22.1171611955325,24.579450079292,23.64988151783,21.8239462718217,21.9654224891383,22.1257190403449,21.5283050317618,22.7626339671173,22.8867827825311,23.0473810525085,23.099871019681,21.9227581113602,-0.247019362583174,-0.854766532666557,0.360727807500208,22.5592877100207,-0.819723924967868,-5.82996620101846,0.416901289329099,0.939295371536528,0,0,0.805639688205198,0
"O00159","MYO1C_HUMAN","MYO1C","Unconventional myosin-Ic","=""MYO1C""",20.9829423078015,20.3293505020021,19.7512161730973,20.7489349282346,20.2769838158999,20.0603052178017,20.8566707689208,20.5376067210902,19.8237390572918,19.6073413742367,19.6376571574791,19.4975057627081,19.5127432786941,20.2735408616811,20.4502963838283,20.2143827690204,NA,19.7388452844651,19.8068201387623,20.5067361321226,20.863176888246,20.7487553821001,20.1738329198032,19.9523048713264,20.6036944217451,20.197870558246,21.0378046135494,20.6096804037543,20.0652998831961,20.2069331260952,20.3205890434812,20.3046863133188,19.6366244890071,19.2992014607746,20.9849674342482,19.5894229709837,19.4502853721056,20.2404634200206,19.5542163131664,20.3915578171198,19.731755401491,19.7889261467283,19.4748794249852,19.5248212184493,20.6314614586562,-0.438667449637357,-0.869094353983473,-0.00824054529124119,20.1362915906304,-2.05681703711345,-4.18793398419855,0.0459601872664504,0.552671251879066,-1,0,0.258958655187389,0
"O00168","PLM_HUMAN","FXYD1","Phospholemman","=""FXYD1""",NA,NA,NA,15.17786360685,NA,NA,16.3043412847106,15.9340250363443,16.7370430843231,16.6047253433423,NA,NA,18.0842901221303,NA,17.1716302403789,NA,NA,15.6771299001275,15.5967711236035,NA,NA,NA,18.0056541358478,17.6286740358649,16.5483859307463,NA,16.8783695005083,17.0372433592531,NA,16.4698190633592,16.5364534116665,NA,16.536388967106,NA,16.2259120263783,NA,18.0673760225987,16.2822174199009,NA,16.7681540908306,NA,NA,NA,NA,NA,-0.49979463911562,-1.54114986691603,0.541560588684786,16.6796413193272,-1.00478410449558,-5.24120992071215,0.327671418712911,0.908414711244439,0,0,0.572557081814047,0
"O00186","STXB3_HUMAN","STXBP3","Syntaxin-binding protein 3","=""STXBP3""",NA,19.5062641655957,19.2787428350159,18.8076683355642,19.26459508634,18.9535888021771,18.7310259518691,18.9078404176698,19.2430365721162,19.3581951389268,18.9495067439707,19.1870469177637,17.6780302743004,18.6309218027371,17.8927797575367,18.7736675858984,NA,19.4644161026232,19.3933364137495,18.7907406187463,18.8360197368198,19.0445210226395,18.7783066453001,19.0515306502777,18.9730919687357,19.0493165847883,18.7845320161614,18.9775368404198,18.9129621037428,19.0655914815936,19.4642873736647,18.6211859036679,18.8691793959078,19.2621775969012,17.9124621742649,18.6276687722561,18.7127568146891,18.9968874024466,19.581751052406,19.3306565834907,19.0780933308115,18.8658471775432,19.2738560133529,18.7081900613866,18.1838644623184,0.0532847240920304,-0.338705396119593,0.445274844303654,18.9249692253067,0.274537852841378,-6.11908326325831,0.785052238169128,0.983520533114814,0,0,0.987187615870179,0
"O00217","NDUS8_HUMAN","NDUFS8","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial","=""NDUFS8""",22.6849505557387,22.5538340977946,22.0590731866319,21.6842316727554,21.6030346495906,21.6684117395739,22.2492789041187,22.4623057265577,22.3157243916011,22.7982965747341,22.7392895050063,21.9180499411727,22.5534269380415,21.9404596299423,22.5569794693137,22.780735881615,22.7581444586599,22.0958213600463,21.9645459261104,22.4815557537087,22.4744026700902,22.3633828719606,22.7598805781759,22.6511528238299,22.4742323656991,23.0627255315348,21.1742929987778,22.5050933501556,22.3816283702289,22.5320885889493,22.4220138567615,21.3948386319966,22.4269361078397,22.2047150228078,21.1347398220003,22.9008855129713,22.2787738908942,22.7711538922654,22.296004539397,22.2835558664847,22.8952200625387,21.8898615884205,22.0755013321272,22.0950509523684,22.0438018431721,-0.148868066322137,-0.55007313375314,0.252337001108866,22.2968907429814,-0.748332654961954,-5.88390923511758,0.45833966277898,0.954278795436975,0,0,0.890351776300612,0
"O00231","PSD11_HUMAN","PSMD11","26S proteasome non-ATPase regulatory subunit 11","=""PSMD11""",20.2847372861005,20.4968491674402,20.8073492369634,20.5198715724222,20.0764745310046,20.519448617271,20.3976316241457,20.3345547098532,20.577615311984,20.5410880834322,20.6988785019086,20.5465585396285,19.9943699084255,20.6467963594555,20.0772681069148,20.5336027418308,20.0858861493717,20.668504847059,20.6763477275557,20.6578893079202,20.2798858884688,20.1760242726365,20.3135568876706,20.29145759743,20.5643289243137,20.3512335860127,20.6572179794645,20.4274120451977,20.308815436733,20.2241298936901,20.408903387131,20.3982690190037,20.702114563093,20.6404357348754,20.3743510511194,19.8870956328632,20.1200645502883,20.5358558871542,20.3123361669504,20.6822582758806,20.2556064479062,20.4250966645861,20.3771988928147,20.1844541954885,20.2147372306702,-0.0188260736326633,-0.249579889024744,0.211927741759417,20.4056569453807,-0.164539594167887,-6.14271519025167,0.870078645936819,0.993272863832378,0,0,0.997383373173141,0
"O00232","PSD12_HUMAN","PSMD12","26S proteasome non-ATPase regulatory subunit 12","=""PSMD12""",20.8309057031374,20.4851843753277,19.9721979900915,20.4997086984928,20.0587653461097,20.0512590928065,20.0828979935521,20.0233488674016,20.2689616910805,20.0661948689114,20.3916806745988,20.5357501538916,20.0407731386464,19.994358428631,20.032354487018,20.0128456793665,20.0633816521791,20.2990386524799,20.1402634838545,20.2743469524482,20.1348490577171,19.7253091148155,19.8202072394421,19.9605141128554,20.1322595390077,19.8363914076405,19.6216829132509,20.121842110228,20.1643065818159,20.0541349956309,20.0551760820657,20.1682003934125,20.4192394999166,20.24758796458,20.437513763973,19.588041952992,20.0385015383974,19.8571965751181,19.8785284597075,20.5164855407565,19.8966707240648,20.3330613274715,19.8107522144973,19.5930229026097,20.0494901232679,0.0279836209527176,-0.233396367194826,0.289363609100261,20.101892979228,0.215919136630941,-6.13316309747774,0.830073395218422,0.989228359593458,0,0,0.994801855492743,0
"O00233","PSMD9_HUMAN","PSMD9","26S proteasome non-ATPase regulatory subunit 9","=""PSMD9""",17.7567342859429,18.0043946725628,18.9658923205546,18.2452386707251,17.0943133643003,18.1375971616067,17.941534870722,17.6074252957745,17.953102551096,18.1132891129008,17.304925638359,18.6375520143222,18.1217463510365,18.4621301755945,17.5417313116567,17.202635971989,17.3183778526409,17.8369648007461,17.571036030462,18.2596759481587,17.8445947629157,17.3185418393759,17.8340581336877,17.9058190854629,17.8831010488458,17.2460556103714,17.9725801276079,18.0457089569462,18.1870764514083,17.8588916680314,17.8680641742394,18.1809831594636,17.9637071782566,18.7263947727576,17.8833662187347,17.8135249010086,18.3680928171571,18.1526639186501,18.399175488882,18.1445564877548,18.2814967604933,18.9791150586787,18.1034963985007,17.2947759804529,19.2269971921081,0.456123275394859,0.033647569006974,0.878598981782744,17.9902030353987,2.17740919684132,-3.96169026983012,0.034992957064337,0.480903209941316,1,0,0.216708368358658,0
"O00264","PGRC1_HUMAN","PGRMC1","Membrane-associated progesterone receptor component 1","=""PGRMC1""",18.8291220304707,20.5292116352334,20.7627977302297,19.8455899085551,20.6910365305776,20.9971280285941,21.1352823719623,20.5398357048245,20.8961537035781,20.7945893853244,20.6610343338714,21.3479275922597,20.874655120745,20.5145767038108,20.4025522722751,19.8731804509065,21.2820382308448,20.690623004541,20.8367228620887,21.074941901631,20.8837762114975,20.6420277820002,20.3469872835052,20.9132747575233,20.3933631256786,20.7809598871704,21.3341765070313,21.1221924446316,21.0643609904906,20.6880580863627,20.9062956925558,21.0799072585221,20.1826894451434,NA,18.1188046318065,20.7263405657522,21.1101976911833,20.4450383133999,21.5805394267319,20.5800072776449,20.6705864460287,20.7780495342385,19.8842501935495,20.9790744703207,21.2233269272725,-0.0628125616509116,-0.6379093745369,0.512284251235077,20.6593928284629,-0.220427210883178,-6.13218956982561,0.826608187850659,0.989228359593458,0,0,0.988110200135326,0
