uniprot_id,gene,logFC_lm,P_lm,FDR_lm,pi_lm,logFC_lp,P_lp,FDR_lp,pi_lp,contrast
O00151,PDLIM1,-0.182635050975829,0.578462157856074,0.903281381825646,0.904863507916803,-0.06887112731477885,0.8268164007772127,0.9835682595695436,0.9869879953643927,Training_HR
O00159,MYO1C,-0.094605315763733,0.695306529201637,0.918935573397311,0.966204464198163,-0.09662627850964613,0.652976666924971,0.9688462797366996,0.9596530545885612,Training_HR
O00168,FXYD1,-0.0253206479976757,0.967531892750804,0.987325294241964,0.999164593289842,-0.1543280712361419,0.5319513312729347,0.9669378116758716,0.9071818215313412,Training_HR
O00186,STXBP3,-0.053941605411552,0.812681457366494,0.946093280900884,0.98887400173824,-0.09703780748218448,0.6231354565205558,0.9674151037256452,0.9551393391240044,Training_HR
O00217,NDUFS8,0.347350567506478,0.114063128497698,0.741458098759878,0.470434189961281,0.314856398219554,0.09800489256416071,0.9661776354581992,0.4812690151807206,Training_HR
O00231,PSMD11,0.00685771668601376,0.956100566810845,0.984191128335736,0.999692189558557,0.0312890563462922,0.8072178220934801,0.9810606271035424,0.9933214826130984,Training_HR
O00232,PSMD12,-0.184992000175839,0.19428251785257,0.808601321602382,0.738526241179402,-0.1415433982317893,0.3252312857379134,0.9669378116758716,0.8530098432901733,Training_HR
O00233,PSMD9,-0.400171999503396,0.0847151873237745,0.714748826685736,0.372391809210967,-0.3636389301759948,0.12052239751177868,0.9661776354581992,0.46327670620784983,Training_HR
O00264,PGRMC1,0.361548619040818,0.24777707656991,0.824639769516782,0.60384244414405,0.10708380296658147,0.6601420490718162,0.9688462797366996,0.9565024494996964,Training_HR
O00299,CLIC1,0.156703640770559,0.635746502155316,0.912439618646804,0.931480748253677,0.2022843290475116,0.4691508658547282,0.9669378116758716,0.8580481792388592,Training_HR
O00303,EIF3F,0.282228875308881,0.120962395741155,0.75191785997808,0.550931302293824,0.1824480217283515,0.2949476146205722,0.9669378116758716,0.8003058727880727,Training_HR
O00330,PDHX,0.437501730507602,0.018622638379368,0.703799791116986,0.175041100736871,0.2742911847066871,0.06088057672918062,0.9661776354581992,0.46408041248483417,Training_HR
O00410,IPO5,-0.172654650916989,0.315135896879917,0.848663321719348,0.819244106580893,-0.09179702055625684,0.5591502383349118,0.9669378116758716,0.9480339057427916,Training_HR
O00423,EML1,-0.25702151355555,0.310666738642177,0.844212567415058,0.740472323008112,-0.3636112476400584,0.10453185149720168,0.9661776354581992,0.4399342511792668,Training_HR
O00429,DNM1L,-0.282839096214939,0.188859973376161,0.804197292962864,0.624114209320461,-0.16831891543389332,0.3780349884055706,0.9669378116758716,0.8489666769389423,Training_HR
O00442,RTCA,-0.390648211259126,0.154762230442795,0.796180383038999,0.482440850023235,-0.1601440150631106,0.5318916579458872,0.9669378116758716,0.9038413853455628,Training_HR
O00483,NDUFA4,-0.0711384260030314,0.776979086245462,0.936945368707763,0.982208961347451,0.03836295713238513,0.8604652152491865,0.9835682595695436,0.9942513219491924,Training_HR
O00487,PSMD14,0.0470680750082622,0.773710254072485,0.935931989703502,0.987996935544748,1.6328473894233753e-4,0.9991927872372324,0.9998786471475886,0.9999998681412572,Training_HR
O00499,BIN1,-0.218242535661169,0.139119180429685,0.783867428912292,0.650205455505312,-0.20966240002054448,0.11369966402037776,0.9661776354581992,0.6339108770895352,Training_HR
O00505,KPNA3,-0.235788073213961,0.297856583547884,0.844212567415058,0.75158338728994,-0.1278083134125012,0.5179388960016038,0.9669378116758716,0.919353259981494,Training_HR
O00571,DDX3X,-0.0676399630465028,0.80892687612147,0.946093280900884,0.98575953384575,0.09027426866329336,0.7278392333871486,0.9762459655124508,0.9717294214380696,Training_HR
O00629,KPNA4,-0.187280655968177,0.333625786198526,0.850841062662258,0.81417122105599,-0.0959787982157998,0.5467245135295644,0.9669378116758716,0.9436943182346954,Training_HR
O00748,CES2,-0.262919433819377,0.372256118379513,0.851944821992068,0.771198152948149,-0.31186873970074913,0.2738382473154501,0.9669378116758716,0.6676855785061253,Training_HR
O00757,FBP2,0.153898788978037,0.48886480911464,0.881485140733607,0.895708156458907,0.20413039011612355,0.27784678806760243,0.9669378116758716,0.7699522197479999,Training_HR
O00763,ACACB,NA,NA,NA,NA,0.11778932374511086,0.5267019132221913,0.9669378116758716,0.9272638255110194,Training_HR
O00764,PDXK,-0.0325358476137687,0.893448338634095,0.95793643658448,0.996341001805855,-0.14142195377025502,0.5038546174956189,0.9669378116758716,0.9076103209085404,Training_HR
O14521,SDHD,0.389688625171985,0.239964953213544,0.824639769516782,0.573390713993633,0.4173974346010496,0.15244532546964515,0.9661776354581992,0.45607254172839007,Training_HR
O14556,GAPDHS,0.665617839947487,0.188096334516536,0.804197292962864,0.328862689523582,0.3892863147845631,0.38424852404773224,0.9669378116758716,0.6891205757124859,Training_HR
O14558,HSPB6,-0.0854993237899357,0.727334516502422,0.919800354871049,0.973146819123163,-0.03885230133407091,0.8584693129578664,0.9835682595695436,0.9940885120448518,Training_HR
O14561,NDUFAB1,-0.0174871106058312,0.941411525931759,0.980329983431767,0.998944774471235,-0.06234973839501734,0.7818930302430774,0.9810606271035424,0.98477670036744,Training_HR
O14618,CCS,-0.325977324736062,0.525343972365847,0.885182312286649,0.810720216092928,-0.16740872466149526,0.5966483993690175,0.9669378116758716,0.9171773407240662,Training_HR
O14653,GOSR2,-0.673884752431558,0.311048740459103,0.844212567415058,0.455223657303739,-0.3140145522719031,0.46036978203203593,0.9669378116758716,0.7838097033306317,Training_HR
O14732,IMPA2,-0.337253428112778,0.227055702392843,0.824639769516782,0.606531623558835,-0.3532970636177133,0.16307924688840175,0.9661776354581992,0.5269176817470603,Training_HR
O14737,PDCD5,0.497766837892886,0.0337880446761309,0.714748826685736,0.185211112524606,0.2821883604561535,0.14652779545189237,0.9661776354581992,0.5816106316849725,Training_HR
O14744,PRMT5,0.17703504518478,0.326158714106652,0.850841062662258,0.820086907596717,0.14619094271943567,0.38629990822159865,0.9669378116758716,0.8701860535494187,Training_HR
O14791,APOL1,-1.45722620408559,0.092832078577602,0.718423355096542,0.0313114070423651,-0.4040200309655795,0.2713505617354931,0.9669378116758716,0.5903846617661402,Training_HR
O14818,PSMA7,0.0968758421497178,0.525964580990251,0.885182312286649,0.939652829542073,0.00867680812517335,0.9423259753576504,0.9927109704716178,0.9994846955468472,Training_HR
O14841,OPLAH,0.310614703813862,0.228513389107038,0.824639769516782,0.632220439714751,0.25207907817431163,0.28803355297596817,0.9669378116758716,0.7306963034944148,Training_HR
O14874,BCKDK,-1.64859884638337,0.0398952195254314,0.714748826685736,0.0049371888825153,-0.17066113604856523,0.6279623992076426,0.9674151037256452,0.9236663569885794,Training_HR
O14880,MGST3,-0.283139175676368,0.382189861229055,0.860373671248117,0.761599878736926,-0.14708530694294808,0.6028549956932443,0.9669378116758716,0.9282662094817238,Training_HR
O14949,UQCRQ,0.0973668910567085,0.678520963992047,0.918716761576972,0.962941356662455,0.08861440969748458,0.6450829442942184,0.9678328230415888,0.9618983841620234,Training_HR
O14950,MYL12B,0.0611542862619778,0.810267727264519,0.946093280900884,0.987216132355287,0.06355726571414522,0.7970804268178884,0.9810606271035424,0.98568862699709,Training_HR
O14957,UQCR11,-0.186799665503415,0.689487250795315,0.918716761576972,0.932903571385062,0.09965052323655854,0.8037528051280708,0.9810606271035424,0.9784652528382902,Training_HR
O14958,CASQ2,-0.318558433131365,0.247768753655275,0.824639769516782,0.641162943499317,-0.15231219624376635,0.5452366085532871,0.9669378116758716,0.9117561134688752,Training_HR
O14979,HNRNPDL,0.559595354428616,0.0441021872846997,0.714748826685736,0.17435972908678599,0.5580390075753385,0.03618090547081203,0.958887987127414,0.1568827857696084,Training_HR
O14980,XPO1,-0.433627905823961,0.166768434065039,0.796180383038999,0.459924831754025,-0.2260898943901708,0.337867259572307,0.9669378116758716,0.7824457890504395,Training_HR
O14983,ATP2A1,-0.0868111079618963,0.612603293133522,0.903946775924572,0.958351444052702,-0.0821730576183306,0.603658317743019,0.9669378116758716,0.9593717849531612,Training_HR
O15061,SYNM,-0.828529438347097,0.0378414424630497,0.714748826685736,0.0663444140645439,-0.7672272004824379,0.02940339063120167,0.958887987127414,0.06682097918407141,Training_HR
O15143,ARPC1B,0.298072241085528,0.4122358784735,0.869123126716012,0.767866361183297,0.15805615384469365,0.5854827072966221,0.9669378116758716,0.9188702028795152,Training_HR
O15144,ARPC2,0.0163722933975379,0.972638364069761,0.989259474792419,0.999545887637093,0.2153803837412802,0.4093497818321754,0.9669378116758716,0.8249977767305978,Training_HR
O15145,ARPC3,-0.465682348636417,0.285767721618622,0.836391637804517,0.558052343722471,-0.2611739795619279,0.4471947413829997,0.9669378116758716,0.8104361954886138,Training_HR
O15173,PGRMC2,-0.0826755497203564,0.641576778167755,0.914436724503893,0.963971457721908,-0.01018783665638167,0.9500797688416702,0.9927109704716178,0.9994784237716317,Training_HR
O15212,PFDN6,0.117342208129706,0.577142623710208,0.903281381825646,0.937537046241673,0.10302323204265208,0.6005190617251785,0.9669378116758716,0.9488184364382382,Training_HR
O15273,TCAP,-0.334125000318181,0.364399499218604,0.850841062662258,0.713694208831622,-0.5403665240270641,0.11710990487858924,0.9661776354581992,0.3138334105059469,Training_HR
O15305,PMM2,-0.33530641956803803,0.206526441543129,0.81245829427895,0.58925997360693,-0.25937406750517056,0.2922008633629151,0.9669378116758716,0.7267945064080823,Training_HR
O15371,EIF3D,-0.210348635874073,0.487994726254714,0.881485140733607,0.859920985007509,0.04981978139357324,0.8481391325669915,0.9835682595695436,0.9918277306971076,Training_HR
O15382,BCAT2,0.445750790275497,0.103795531578281,0.729494665057019,0.364301415800234,0.5255851396711861,0.03164860128368511,0.958887987127414,0.16285782165639764,Training_HR
O15400,STX7,0.115614375592397,0.627522927306065,0.907828596379024,0.947552042997693,0.21972219197362008,0.3479593727922864,0.9669378116758716,0.7929825776877789,Training_HR
O15498,YKT6,-0.112859518423374,0.659915342785339,0.918163801839241,0.954173889386751,0.04179757085898572,0.8416104692368509,0.9835682595695436,0.9928184222469478,Training_HR
O43169,CYB5B,-0.088141022858359,0.656449028701539,0.918024765451103,0.963580294683525,-0.04289873355946838,0.7984831331622251,0.9810606271035424,0.9903924576421032,Training_HR
O43181,NDUFS4,0.373183158500684,0.174424267149045,0.796180383038999,0.521171273953208,0.35232500333078676,0.1769505652310316,0.9661776354581992,0.5432496275868945,Training_HR
O43237,DYNC1LI2,0.370035765183673,0.15612861206525,0.796180383038999,0.502990380452825,0.24010727698343004,0.3154691255902194,0.9669378116758716,0.7580465865716401,Training_HR
O43242,PSMD3,-0.0472053332474651,0.71522174689455,0.919800354871049,0.984303037373125,-0.05335526893736642,0.6704951474100237,0.9688462797366996,0.978897665142938,Training_HR
O43374,RASA4,-0.501172020486123,0.227676014780652,0.824639769516782,0.476327223214413,-0.09849652021067712,0.715802077202764,0.9762459655124508,0.9676039025468371,Training_HR
O43390,HNRNPR,0.0223949184792787,0.909971952248984,0.966606216477503,0.997889460089362,-0.04949137330352471,0.8013010992042808,0.9810606271035424,0.9890966227606708,Training_HR
O43396,TXNL1,-0.159151683758303,0.276608099514434,0.836391637804517,0.815026740548774,-0.14578719914317873,0.2887195734653192,0.9669378116758716,0.8343424499611678,Training_HR
O43399,TPD52L2,0.456043619746257,0.047973003413795,0.714748826685736,0.250309340448568,0.3772465389381061,0.06067653285101872,0.9661776354581992,0.34745518140922166,Training_HR
O43414,ERI3,-0.391131886821221,0.0777416143356922,0.714748826685736,0.368213096838793,-0.2823400339978335,0.13297251067112056,0.9661776354581992,0.5657217761825549,Training_HR
O43464,HTRA2,0.398264667668236,0.335939478876804,0.850841062662258,0.647629334825334,0.2301374093026709,0.31553085909614276,0.9669378116758716,0.766850644415334,Training_HR
O43488,AKR7A2,0.436648879571152,0.132503093104439,0.779009664640225,0.413733772845378,0.3327193239183721,0.1430175298172367,0.9661776354581992,0.5235783616812105,Training_HR
O43491,EPB41L2,0.312640550589173,0.482451224749107,0.881485140733607,0.796222967371577,0.39402774456898015,0.1548160998935545,0.9661776354581992,0.47947401328851064,Training_HR
O43583,DENR,0.224474761293155,0.456622475998047,0.877025283979991,0.838647009603753,0.4059740614972327,0.12871886629085244,0.9661776354581992,0.4350486548579854,Training_HR
O43598,DNPH1,-0.279177343315791,0.441909541696612,0.870715426226351,0.796132063278378,-0.10643616501160123,0.7118963987025546,0.9754687607045582,0.9644768541200844,Training_HR
O43615,TIMM44,-0.321884053811356,0.355020455367426,0.850841062662258,0.716528936422321,-0.1456790711408118,0.6327318650422724,0.9674151037256452,0.9354958634464774,Training_HR
O43617,TRAPPC3,-0.118498235775075,0.706653811363504,0.918935573397311,0.9596906434661,0.02224165320428639,0.9292876295619684,0.9927109704716178,0.9983701939897782,Training_HR
O43633,CHMP2A,-0.333937057382684,0.156249726449066,0.796180383038999,0.538005081788796,-0.0890908628282574,0.6689241805740767,0.9688462797366996,0.964811956675696,Training_HR
O43674,NDUFB5,0.430060322611265,0.189839561387408,0.804197292962864,0.489398642962726,0.19599538307074127,0.4168590032924333,0.9669378116758716,0.8424024764580361,Training_HR
O43676,NDUFB3,0.143182998948951,0.501723494165683,0.883131339554607,0.90596537547902,0.20100257274737388,0.2758062627459948,0.9669378116758716,0.7718981314734237,Training_HR
O43678,NDUFA2,0.303489187695064,0.141827400479555,0.787612105833148,0.552800433321127,0.19261399730649487,0.3008874469026068,0.9669378116758716,0.7934751366618212,Training_HR
O43707,ACTN4,-0.94456471637762,0.182834399676483,0.804197292962864,0.200893524977703,-1.1216306119286583,0.08238669785466507,0.9661776354581992,0.06081239831483788,Training_HR
O43708,GSTZ1,0.0867327250549472,0.806667767133718,0.946026054274339,0.98153858655292,0.13659093686721135,0.6861380077354431,0.9728837410547552,0.9498505759657352,Training_HR
O43741,PRKAB2,0.0188288979256264,0.943927240761083,0.981333899526485,0.998914046090044,0.0715152090849216,0.7544372172591409,0.9805160622973316,0.9800499045947592,Training_HR
O43747,AP1G1,0.0649211377976258,0.869678517233644,0.954737160243442,0.990975917673794,0.09011709736817508,0.7325015430435594,0.9762459655124508,0.972337282690114,Training_HR
O43760,SYNGR2,-0.527945211582455,0.0266838826638294,0.714748826685736,0.147620172026004,-0.4016141301003131,0.07382222531375934,0.9661776354581992,0.35111384907510007,Training_HR
O43765,SGTA,0.0587386210228438,0.780216392548049,0.937383566766637,0.9855277601004,0.08213107024988275,0.6773071950484457,0.9688462797366996,0.968505848318178,Training_HR
O43768,ENSA,-0.494074855014205,0.241456888449674,0.824639769516782,0.495537544796072,-0.1538390538823471,0.5868054795793022,0.9669378116758716,0.9212666728773412,Training_HR
O43772,SLC25A20,0.0807653476600763,0.718206585961101,0.919800354871049,0.973620997441073,0.09082948296309824,0.6720739835772833,0.9688462797366996,0.9645491951167228,Training_HR
O43776,NARS1,0.0783064806669493,0.66332204621997,0.918716761576972,0.968366746978603,0.09601803142085784,0.5817161310772372,0.9669378116758716,0.9493099299199568,Training_HR
O43813,LANCL1,-0.361189127544719,0.120747934246778,0.75191785997808,0.465998944845134,-0.23692119843690665,0.1851389626767324,0.9661776354581992,0.6705863470909048,Training_HR
O43826,SLC37A4,-0.127103483458331,0.666578012659954,0.918716761576972,0.949753377107572,-0.02997975431644661,0.9231348453731552,0.9927109704716178,0.9976050928115212,Training_HR
O43837,IDH3B,0.289781689985041,0.0871263967352794,0.714748826685736,0.493031655504494,0.303523556698174,0.04882907251740737,0.9661776354581992,0.399929119338067,Training_HR
O43852,CALU,0.0829823845603883,0.607076958925871,0.903946775924572,0.9594294596201,0.08832269383522373,0.5440582366758995,0.9669378116758716,0.9476576846266358,Training_HR
O43865,AHCYL1,0.00455470727381879,0.982403474220737,0.993566019928532,0.999919142707668,0.0893840626221305,0.5980044548153818,0.9669378116758716,0.9550826017743428,Training_HR
O43920,NDUFS5,0.264558769129899,0.296632736331599,0.843164482846088,0.725054961775391,0.28943558851310414,0.22722889465340337,0.9669378116758716,0.6512348760125221,Training_HR
O60220,TIMM8A,0.39939544756546,0.175281420833737,0.796180383038999,0.49882884097217,0.2184170230375102,0.3820028116113841,0.9669378116758716,0.8104313304865203,Training_HR
O60237,PPP1R12B,-0.975336383832854,0.169893552361635,0.796180383038999,0.177485761719762,-0.4702409615750156,0.2653776450149547,0.9669378116758716,0.5358921696558171,Training_HR
O60256,PRPSAP2,0.0595971535391264,0.890976460052183,0.95793643658448,0.993143878387445,-0.04174780227840813,0.9077086817631216,0.9927109704716178,0.9959656456669338,Training_HR
O60313,OPA1,-0.111661477726123,0.675615330401322,0.918716761576972,0.957158794433663,0.02705907100443028,0.9098147735674246,0.9927109704716178,0.99744579984849,Training_HR
O60493,SNX3,0.2432688546889,0.304791998478306,0.844212567415058,0.74898675438292,0.1751429510914022,0.3984120573256088,0.9669378116758716,0.8511400958199818,Training_HR
O60506,SYNCRIP,-0.732905781803542,3.1922562836544e-4,0.205049261953406,0.00274052033366118,-0.47596562571581913,0.00822737328745489,0.829528719884197,0.10179723776007572,Training_HR
O60610,DIAPH1,-1.31311321363994,0.181318792365355,0.804197292962864,0.106231047887045,-0.27796036942851643,0.37488668219753674,0.9669378116758716,0.7613092210543807,Training_HR
O60662,KLHL41,0.0313664483190266,0.896039555864864,0.958809542663896,0.996562803122333,0.05193275248310769,0.8039223170150784,0.9810606271035424,0.9887295329117072,Training_HR
O60664,PLIN3,0.0445907753167134,0.796273150730864,0.94183543389352,0.989893063652934,-0.09271826145974416,0.5399478071153592,0.9669378116758716,0.9444612030800854,Training_HR
O60684,KPNA6,0.352238327823404,0.142269889768161,0.787799073515076,0.50314589932477,0.31663150958581454,0.10852046205251992,0.9661776354581992,0.49500842740626455,Training_HR
O60749,SNX2,0.0286966763283267,0.881446729795756,0.954776755658472,0.996385294864072,0.00689165394440394,0.9689699598783852,0.9953118557593011,0.999782787161492,Training_HR
O60763,USO1,0.228562208648974,0.207377046459765,0.81245829427895,0.697970894874126,0.15477627470975008,0.3567218424274998,0.9669378116758716,0.8525331183809899,Training_HR
O60784,TOM1,-0.432831602853856,0.0241613733291488,0.714748826685736,0.199601562832091,-0.3388496540655872,0.05112343353838743,0.9661776354581992,0.36510378772663454,Training_HR
O60825,PFKFB2,0.373839124097682,0.402517499122462,0.868017682888492,0.711628090634128,0.17466220249074027,0.6402242772358459,0.967547144540396,0.925067758630421,Training_HR
O60826,CCDC22,-0.0691874066504852,0.900538846149581,0.961406291706506,0.992777995423822,0.12698995496335996,0.7015335602507864,0.9728837410547552,0.9559819663731886,Training_HR
O60841,EIF5B,0.385000977548971,0.266972066372923,0.836391637804517,0.601435115333083,0.349827390669903,0.07873431955992108,0.9661776354581992,0.4110058088152702,Training_HR
O60884,DNAJA2,0.010233931517039,0.953964626824084,0.984191128335736,0.999517804538146,0.01377285093431979,0.9274365557525256,0.9927109704716178,0.998963016915526,Training_HR
O60888,CUTA,-0.113927872681924,0.517528997167729,0.884207693697374,0.927703483993988,-0.09229270701581882,0.5219876807785369,0.9669378116758716,0.9417640335576868,Training_HR
O60936,NOL3,-0.0532555891900124,0.779145868820199,0.937383566766637,0.986797621118664,-0.06877118045000685,0.6402625559425985,0.967547144540396,0.9698018722965228,Training_HR
O75027,ABCB7,-0.12296620088442,0.727596961552033,0.919800354871049,0.961650464712812,0.1307982215641843,0.5701311513629135,0.9669378116758716,0.929141662194535,Training_HR
O75083,WDR1,0.188815352304935,0.274243379582801,0.836391637804517,0.783269975961719,0.0688671931297371,0.6343298923830512,0.967547144540396,0.9691388446995144,Training_HR
O75112,LDB3,0.0466149289100137,0.820968570849541,0.946271826892474,0.990846403500199,0.03847584988067609,0.8314284244868506,0.9835682595695436,0.9929221377782752,Training_HR
O75122,CLASP2,0.605146381794516,0.112561096535211,0.738208058578069,0.2666558226008,-0.12384799436374294,0.6756105339568479,0.9688462797366996,0.9525948784638122,Training_HR
O75128,COBL,0.302529911818159,0.306350793353842,0.844212567415058,0.699142788251021,0.36643393787355194,0.1722480773696396,0.9661776354581992,0.5249295757813657,Training_HR
O75131,CPNE3,0.105738760812159,0.502747835750599,0.883131339554607,0.929867655017008,-0.01313731002633389,0.9299763880489716,0.9927109704716178,0.9990467374031892,Training_HR
O75153,CLUH,0.342517010918851,0.192985108229427,0.805740977853745,0.569219470335954,0.07341262255859604,0.7266483139888464,0.9762459655124508,0.976831039094084,Training_HR
O75155,CAND2,0.219102829110085,0.335385400417632,0.850841062662258,0.787128036604145,0.04836386805505555,0.7965790504117504,0.9810606271035424,0.9890609299073192,Training_HR
O75208,COQ9,-0.0603602562404042,0.680567313554114,0.918716761576972,0.977039351827101,-0.01149890857860924,0.9313784887084442,0.9927109704716178,0.9991828818515832,Training_HR
O75223,GGCT,-0.0322937528774752,0.880914722840083,0.954737160243442,0.995913702974943,-0.03053799180541716,0.8818872051116919,0.991039236282254,0.996169002779668,Training_HR
O75251,NDUFS7,0.556929051287312,0.123991233622611,0.760927092964242,0.312667757715168,0.3534649354382715,0.21346190191050612,0.9669378116758716,0.5793463424529646,Training_HR
O75298,RTN2,0.473678000116205,0.116026115975812,0.750276260018085,0.360496157917924,0.25659407003778156,0.22764823661241831,0.9669378116758716,0.6840342196192295,Training_HR
O75306,NDUFS2,-0.0172554595950629,0.925021356018469,0.972989166510693,0.998656040077655,0.01558237160271502,0.926267262942252,0.9927109704716178,0.998807219675608,Training_HR
O75323,NIPSNAP2,0.0111034743951599,0.952107419393213,0.984191128335736,0.9994552186258,0.07899145289655962,0.6062078428520967,0.9669378116758716,0.9612336382262662,Training_HR
O75340,PDCD6,0.346437067569425,0.130059093722972,0.777954663424177,0.493293632931754,0.1254518811946248,0.5239043191500357,0.9669378116758716,0.922103419618944,Training_HR
O75347,TBCA,-0.166883301681573,0.415317352171899,0.870659554237497,0.863602731270975,-0.1244894208134184,0.5323058415942248,0.9669378116758716,0.924506503122314,Training_HR
O75348,ATP6V1G1,0.190523604953114,0.444338008002072,0.872304911297072,0.856803238069481,0.11673461094863669,0.5536868190378439,0.9669378116758716,0.9333188655969976,Training_HR
O75351,VPS4B,0.348568603361844,0.0558575444774431,0.714748826685736,0.365823892804753,0.24195929032021013,0.14224357614382094,0.9661776354581992,0.6238330565740541,Training_HR
O75352,MPDU1,NA,NA,NA,NA,0.4910800724373328,0.04518857610544895,0.958887987127414,0.2185301558158444,Training_HR
O75368,SH3BGRL,0.387356738790043,0.5092063037893,0.884183885991126,0.769951425150123,0.20610357438385307,0.5680285753476315,0.9669378116758716,0.889968872267385,Training_HR
O75369,FLNB,-0.301955229297214,0.120403006455797,0.75191785997808,0.527707947140128,-0.2366378636492392,0.16916394284164718,0.9661776354581992,0.6567323446037263,Training_HR
O75380,NDUFS6,0.00341888081274888,0.990779779679803,0.996274548266983,0.999968331443877,0.03779823310257413,0.8842660956684325,0.9919913532816192,0.9953617115706752,Training_HR
O75390,CS,0.26091969594949,0.0474806111453563,0.714748826685736,0.451520045135075,0.22368065373338553,0.03765882059092911,0.958887987127414,0.48022961157809857,Training_HR
O75396,SEC22B,-0.237583021158827,0.349377603471998,0.850841062662258,0.77892323867756,-0.11883790528115055,0.5721695240128635,0.9669378116758716,0.9358036738876526,Training_HR
O75431,MTX2,-0.207920063530651,0.647602936072506,0.914905320976333,0.913623613036677,0.02200758756233511,0.9555553145244856,0.9927109704716178,0.9989999776264592,Training_HR
O75436,VPS26A,0.443064915159351,0.0479316431709871,0.714748826685736,0.260273552026031,0.29216988663158006,0.13538603780695457,0.9661776354581992,0.557534874856099,Training_HR
O75438,NDUFB1,0.0183596659528398,0.939388360921245,0.980076541145229,0.998852696759877,0.01574416969137715,0.9361623891749216,0.9927109704716178,0.9989619541304822,Training_HR
O75439,PMPCB,0.781133904319205,0.0820592397291344,0.714748826685736,0.141836552224811,0.4576216435631224,0.09410042369569235,0.9661776354581992,0.3390730644778542,Training_HR
O75489,NDUFS3,0.252711423826188,0.228257214127259,0.824639769516782,0.688440711924639,0.21463338082330807,0.24931789265032697,0.9669378116758716,0.7422037647665999,Training_HR
O75521,ECI2,0.296911700580587,0.148207888489603,0.796180383038999,0.567312030803534,0.2882832529449786,0.10420391786510327,0.9661776354581992,0.5210416237214106,Training_HR
O75531,BANF1,-0.421584374756829,0.0895679849591397,0.714748826685736,0.361612966683654,-0.37026608764336544,0.0954205937215978,0.9661776354581992,0.41898268709778536,Training_HR
O75534,CSDE1,-0.205514192665387,0.354432572522936,0.850841062662258,0.808021221457906,-0.2186942200501889,0.281580768916222,0.9669378116758716,0.7579339404355698,Training_HR
O75569,PRKRA,-0.565516489053101,0.289731219865408,0.836391637804517,0.496305934347414,0.00126467849731426,0.9962188251544836,0.9998786471475886,0.9999952089773674,Training_HR
O75608,LYPLA1,-0.00863675202579017,0.960884165280179,0.985504422714696,0.999655440765602,0.01375061620544215,0.9345555325923484,0.9927109704716178,0.9990697331116402,Training_HR
O75663,TIPRL,-0.716134958101911,0.105371984856833,0.729494665057019,0.199590250835597,-0.485859474766098,0.21170782591851223,0.9669378116758716,0.47033022661264545,Training_HR
O75688,PPM1B,-0.909617954366144,0.0209904597317584,0.703799791116986,0.0297632970774206,0.00704104370048597,0.9788658354079272,0.9968219697052424,0.9998496097697614,Training_HR
O75746,SLC25A12,0.165130979674945,0.292338209083504,0.839546540840407,0.816208593410236,0.19648739647697155,0.13691162564658382,0.9661776354581992,0.6765835091023672,Training_HR
O75821,EIF3G,0.286334043307811,0.334541326549117,0.850841062662258,0.730859305998072,0.2703818367644786,0.2492465427384788,0.9669378116758716,0.6868461677225925,Training_HR
O75822,EIF3J,-0.0893526656483381,0.596850023546549,0.903946775924572,0.95493312717581,-0.03945449227257569,0.796343407190079,0.9810606271035424,0.9910554772073964,Training_HR
