contrast,n_sig,n_total,pct,ci_lo,ci_hi
Training_HR,62,1866,3.322615219721329,2.55672378968521,4.239391979328944
Training_LR,27,1866,1.4469453376205788,0.9556540390722019,2.0982917057009276
Acute_HR,124,1866,6.645230439442658,5.557203372142547,7.871815384286551
Acute_LR,119,1866,6.377277599142551,5.311097714868999,7.582951458887244
Baseline_HRvLR,37,1866,1.9828510182207932,1.3998578225871903,2.7228233681934055
Training_Interaction,48,1866,2.572347266881029,1.9025976394982884,3.3962166088697066
Acute_Interaction,120,1866,6.430868167202572,5.360275166806011,7.640767440109119
