contrast,database,n_sig,n_up,n_down,median_NES,mean_NES,sd_NES,min_padj,median_padj
Acute_HR,GO:BP,124,71,53,1.7767721337733247,0.225880565243958,2.011106880863647,1.9457075349607902e-17,0.005886539333984255
Acute_HR,Hallmark,12,8,4,1.8640253380509804,0.5389680691629073,2.106638801137725,1.9457075349607902e-17,0.0017789415092013309
Acute_Interaction,GO:BP,41,18,23,-1.6692682935686152,-0.24273896272414897,1.9661904702049666,1.9325653716453627e-6,0.01375625535807756
Acute_Interaction,Hallmark,8,3,5,-1.7546444718711016,-0.47650573485940056,2.1113471617206607,7.115570338087685e-6,0.006033304209030418
Acute_LR,GO:BP,31,23,8,1.8834691361568423,1.0529307180886684,1.7350552406829414,1.6921822708937006e-9,0.010236662966769186
Acute_LR,Hallmark,6,5,1,2.2121936794037005,1.5711805497415112,1.5937829359163924,3.5684237310736865e-9,4.2769618650630016e-5
Baseline_HRvLR,GO:BP,20,4,16,-2.161771315708694,-1.4024377316746846,1.7523549447668694,1.127519845141862e-11,1.6935829182140145e-4
Baseline_HRvLR,Hallmark,1,0,1,-2.5983497644597007,-2.5983497644597007,NA,4.977843891159334e-12,4.977843891159334e-12
Training_HR,GO:BP,18,15,3,2.073111095467816,1.518672537515131,1.6389632374277574,1.709840133606155e-12,0.0026199184557935996
Training_HR,Hallmark,1,1,0,2.687415027470971,2.687415027470971,NA,8.390374355168315e-13,8.390374355168315e-13
Training_Interaction,GO:BP,5,4,1,2.0063439707858537,1.2010799055465593,1.8017774123604688,0.006869222179739387,0.013496345836047075
Training_Interaction,Hallmark,1,1,0,1.70602527894172,1.70602527894172,NA,0.031635582681298444,0.031635582681298444
Training_LR,GO:BP,4,3,1,1.9305515915946767,1.0533578833467878,1.8762325487541123,0.001464639487209722,0.02958600470490138
Training_LR,Hallmark,2,1,1,-0.05894253226234647,-0.05894253226234647,2.7777470519656493,0.001464639487209722,0.00773376951323294
