uniprot_id,protein,gene,description,logFC,P.Value,adj.P.Val,t,B,pi_score,sig_pi,contrast
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,0.030538374563839454,0.8913894311793392,0.9989309415778154,0.13733714601961933,-4.661930612791142,0.9964950414985244,0,Baseline_HRvLR
A1L0T0,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein,-0.0638444237224185,0.8263992692823288,0.9989309415778154,-0.22062941381949666,-4.660419700964006,0.9879001206052962,0,Baseline_HRvLR
A5D6W6,FITM1_HUMAN,FITM1,Fat storage-inducing transmembrane protein 1,-0.19484933639948565,0.6006392737736911,0.9989309415778154,-0.5272838217835026,-4.6459037658471525,0.9054469942925372,0,Baseline_HRvLR
A5YM72,CRNS1_HUMAN,CARNS1,Carnosine synthase 1,0.2775548141013786,0.25205900263992814,0.9989309415778154,1.1605749252007158,-4.574687618381763,0.6821565571991364,0,Baseline_HRvLR
A6NCE7,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,-0.22522313397672633,0.3056393120286181,0.9989309415778154,-1.0364562923918268,-4.594715809662243,0.7656974587160895,0,Baseline_HRvLR
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase,-0.16878971390842423,0.3564693747559441,0.9989309415778154,-0.9318859706840187,-4.6208098542151825,0.8402063499004503,0,Baseline_HRvLR
A6NNS2,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,-0.02395467077736768,0.9270121484185903,0.9989309415778154,-0.0921298133887276,-4.712199319246943,0.9981861558440381,0,Baseline_HRvLR
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,0.5158600116789387,0.03397802523352787,0.9989309415778154,2.188437581190564,-4.215075599439155,0.17470440383252098,0,Baseline_HRvLR
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,0.22376879753553958,0.39282149435538594,0.9989309415778154,0.8629726946715754,-4.618264729594618,0.8113225698181565,0,Baseline_HRvLR
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",-0.029255672755063244,0.8552053941810285,0.9989309415778154,-0.18355312659505837,-4.690759949384548,0.9954344684289529,0,Baseline_HRvLR
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,-0.08435465177276669,0.7617864992801364,0.9989309415778154,-0.30501919657926635,-4.658878260938406,0.9773094243866829,0,Baseline_HRvLR
O00151,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,-0.12756261860173268,0.7101928239422362,0.9989309415778154,-0.37400498461276294,-4.692460426281141,0.9572848130463157,0,Baseline_HRvLR
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,0.4164911701208389,0.086249476681667,0.9989309415778154,1.7547416011791326,-4.460067687561381,0.3603727686473992,0,Baseline_HRvLR
O00168,PLM_HUMAN,FXYD1,Phospholemman,-0.319931236793753,0.24561509403343956,0.9989309415778154,-1.1767319512660601,-4.575432301327911,0.63815113323004935,0,Baseline_HRvLR
O00186,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,0.24575310940448958,0.2616831850436449,0.9989309415778154,1.1369891692457341,-4.581632376929007,0.719310825962786,0,Baseline_HRvLR
O00217,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",-0.3650949954432079,0.08047320322463693,0.9989309415778154,-1.789069824553223,-4.405613224302125,0.3985279289102698,0,Baseline_HRvLR
O00231,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11,-0.05197831633095262,0.7119814163450231,0.9989309415778154,-0.37158480708100405,-4.665685690322336,0.982497760778664,0,Baseline_HRvLR
O00232,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12,0.04250888248711959,0.7861662011612958,0.9989309415778154,0.2729494550603161,-4.667367361199328,0.9898250318917678,0,Baseline_HRvLR
O00233,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9,0.07316160756132817,0.7736680379817746,0.9989309415778154,0.28935197263757334,-4.651590021936675,0.9814009621994352,0,Baseline_HRvLR
O00264,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1,-0.09223989880128514,0.7302191067678727,0.9989309415778154,-0.34703042083187013,-4.669731004143886,0.9714152929883068,0,Baseline_HRvLR
O00299,CLIC1_HUMAN,CLIC1,Chloride intracellular channel protein 1,0.1585307454694771,0.6099098895001096,0.9989309415778154,0.5138676201186116,-4.655968010022557,0.9246087678555237,0,Baseline_HRvLR
O00303,EIF3F_HUMAN,EIF3F,Eukaryotic translation initiation factor 3 subunit F,0.05536438324437398,0.7728129775301646,0.9989309415778154,0.2904770074385761,-4.6607978657369324,0.9858329019506372,0,Baseline_HRvLR
O00330,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",-0.09887599129018554,0.5327029366539902,0.9989309415778154,-0.6288319000346201,-4.676844385255305,0.9396279835205323,0,Baseline_HRvLR
O00410,IPO5_HUMAN,IPO5,Importin-5,-0.03462063164329976,0.8400332279082644,0.9989309415778154,-0.20304574351076848,-4.698074689401557,0.993983318231474,0,Baseline_HRvLR
O00423,EMAL1_HUMAN,EML1,Echinoderm microtubule-associated protein-like 1,0.18229209336167784,0.451494566886843,0.9989309415778154,0.75966881646556494,-4.625597120411852,0.8650593139965176,0,Baseline_HRvLR
O00429,DNM1L_HUMAN,DNM1L,Dynamin-1-like protein,0.0513813465941908,0.8048923586842183,0.9989309415778154,0.24851146572199045,-4.678124953636088,0.9889098016581338,0,Baseline_HRvLR
O00442,RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase,-0.21588262224133103,0.4375005139967235,0.9989309415778154,-0.7835358881703831,-4.634941068040849,0.8365530977321106,0,Baseline_HRvLR
O00483,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4,0.10845974443530793,0.652118684164667,0.9989309415778154,0.45391135550954503,-4.73063613259953,0.9546889925111106,0,Baseline_HRvLR
O00487,PSDE_HUMAN,PSMD14,26S proteasome non-ATPase regulatory subunit 14,-0.18091168565835503,0.3072035334461103,0.9989309415778154,-1.0330697345821631,-4.597089605756096,0.8077359472280662,0,Baseline_HRvLR
O00499,BIN1_HUMAN,BIN1,Myc box-dependent-interacting protein 1,0.11459798737520188,0.4255469319560993,0.9989309415778154,0.8042851049568862,-4.667037155504972,0.9067302946620325,0,Baseline_HRvLR
O00505,IMA4_HUMAN,KPNA3,Importin subunit alpha-4,-0.09195278671647955,0.6691922492354323,0.9989309415778154,-0.4301348738065875,-4.671832073013362,0.9637378576452186,0,Baseline_HRvLR
O00571,DDX3X_HUMAN,DDX3X,ATP-dependent RNA helicase DDX3X,-0.20048883592837896,0.4808767429436376,0.9989309415778154,-0.7109205771360999,-4.632879564472278,0.8634780883454005,0,Baseline_HRvLR
O00629,IMA3_HUMAN,KPNA4,Importin subunit alpha-3,0.04578026317461692,0.7928446011093486,0.9989309415778154,0.26421568402490214,-4.696020049166304,0.989429383077816,0,Baseline_HRvLR
O00748,EST2_HUMAN,CES2,Cocaine esterase,-0.2527861680169927,0.416665431033062,0.9989309415778154,-0.8199304540689971,-4.617534447326766,0.8014704812620823,0,Baseline_HRvLR
O00757,F16P2_HUMAN,FBP2,"Fructose-1,6-bisphosphatase isozyme 2",0.07252470146765688,0.7251782645983949,0.9989309415778154,0.3537952304757618,-4.749190606456582,0.9769645364660572,0,Baseline_HRvLR
O00763,ACACB_HUMAN,ACACB,Acetyl-CoA carboxylase 2,-0.2723680380986764,0.188401000911671,0.9989309415778154,-1.339322826931405,-4.545489688370721,0.6346814933993089,0,Baseline_HRvLR
O00764,PDXK_HUMAN,PDXK,Pyridoxal kinase,0.3363025310782817,0.1520070620944069,0.9989309415778154,1.45770398068427,-4.536118018350995,0.5307117627727761,0,Baseline_HRvLR
O14521,DHSD_HUMAN,SDHD,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",-0.6553101702395168,0.04152781055452046,0.9989309415778154,-2.099515185828256,-4.324542046194203,0.1243321711543541,0,Baseline_HRvLR
O14556,G3PT_HUMAN,GAPDHS,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",-0.5259873867665732,0.28281532289512107,0.9989309415778154,-1.0872909053639261,-4.587900862411773,0.514632800151296,0,Baseline_HRvLR
O14558,HSPB6_HUMAN,HSPB6,Heat shock protein beta-6,0.36937049050882464,0.12985487406711213,0.9989309415778154,1.5435036667227364,-4.429584054113171,0.4704761808187098,0,Baseline_HRvLR
O14561,ACPM_HUMAN,NDUFAB1,"Acyl carrier protein, mitochondrial",0.40406651598965126,0.11010914961417782,0.9989309415778154,1.6305438408406783,-4.429045639754885,0.4100463241118775,0,Baseline_HRvLR
O14618,CCS_HUMAN,CCS,Copper chaperone for superoxide dismutase,0.14421652656701056,0.6777691533054961,0.9989309415778154,0.4182844032476739,-4.652611321998551,0.9454513881292569,0,Baseline_HRvLR
O14653,GOSR2_HUMAN,GOSR2,Golgi SNAP receptor complex member 2,-0.29814385944207444,0.5265881911306208,0.9989309415778154,-0.6382863563922072,-4.63327569720876,0.8259586836840177,0,Baseline_HRvLR
