uniprot_id,protein,gene,description,logFC,P.Value,adj.P.Val,t,B,pi_score,sig_pi,contrast
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,0.2777726765943953,0.31193778188271243,0.9999952807468124,1.0228913832077422,-4.59516597656549,0.723545602808025,0,Training_Interaction
A1L0T0,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein,0.049636706936809105,0.8897509078908905,0.9999952807468124,0.13942272154495108,-4.640520856609755,0.9942185283132164,0,Training_Interaction
A5D6W6,FITM1_HUMAN,FITM1,Fat storage-inducing transmembrane protein 1,-0.09840514323986227,0.8301189698093656,0.9999952807468124,-0.2158254456281929,-4.639394545502601,0.9818451369611705,0,Training_Interaction
A5YM72,CRNS1_HUMAN,CARNS1,Carnosine synthase 1,0.04933483413263673,0.8647564538272706,0.9999952807468124,0.1713192233327057,-4.657494222784969,0.9928569190491702,0,Training_Interaction
A6NCE7,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,-0.35531036721954123,0.19298207939251527,0.9999952807468124,-1.3220077220975575,-4.566494239141673,0.5573612562235167,0,Training_Interaction
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase,0.15187904969622323,0.49624377039590417,0.9999952807468124,0.6860964656625479,-4.640261569962798,0.8990471240043101,0,Training_Interaction
A6NNS2,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,-3.6791569576166694e-4,0.9990969486910465,0.9999952807468124,-0.0011382410053442464,-4.674569426771386,0.9999996676031963,0,Training_Interaction
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,-0.07564935392523964,0.7955855262514202,0.9999952807468124,-0.2606371867778335,-4.678467989133746,0.9828495115128962,0,Training_Interaction
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,-0.23546031244229226,0.4658720355892888,0.9999952807468124,-0.7355943983331471,-4.619689852837352,0.8353913228113204,0,Training_Interaction
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.00300199989796468,0.9877770630942772,0.9999952807468124,0.015406885163902474,-4.663270964451771,0.9999630813322512,0,Training_Interaction
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,0.08438478739741129,0.8060280738270835,0.9999952807468124,0.24703434856418155,-4.639270636888542,0.9819680983177391,0,Training_Interaction
O00151,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,0.0169126366246104,0.9680135669491973,0.9999952807468124,0.040328112106680636,-4.671542606552639,0.9994503352343085,0,Training_Interaction
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,-0.4168594076782952,0.15762445153551446,0.9999952807468124,-1.4375341667508688,-4.546096242771411,0.46293694820058595,0,Training_Interaction
