uniprot_id,protein,gene,description,logFC,P.Value,adj.P.Val,t,B,pi_score,sig_pi,contrast
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,-0.3056348816853358,0.09834074614806974,0.8043685817423951,-1.6886801796846338,-4.273695805197942,0.49220296119292695,0,Training_LR
A1L0T0,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein,0.12814638110969767,0.5942434044256102,0.9510831423385179,0.5365961649308788,-5.268167364579878,0.935479666237984,0,Training_LR
A5D6W6,FITM1_HUMAN,FITM1,Fat storage-inducing transmembrane protein 1,0.31979523445324887,0.30419468798506666,0.9173328932843738,1.0395944958439307,-4.949461976681845,0.6834619683909511,0,Training_LR
A5YM72,CRNS1_HUMAN,CARNS1,Carnosine synthase 1,0.5107303204266813,0.012054432556296058,0.5522799611558188,2.618673229679095,-2.805818826765144,0.10470887071081753,0,Training_LR
A6NCE7,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,-0.22740855014063754,0.20862752409471383,0.9099333235951717,-1.2760220954395636,-4.731346224590263,0.7001954483603374,0,Training_LR
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase,-0.006526648904369381,0.9649043822590939,0.9984060216319856,-0.044250636486508906,-5.63660715760822,0.9997668543728464,0,Training_LR
A6NNS2,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,-0.3425770477906447,0.12083352719475941,0.8673875599004017,-1.5818352896553016,-4.543403334616636,0.4848177226516883,0,Training_LR
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,-0.10960457648204525,0.5815469073285185,0.9482530561853172,-0.5552242655000353,-5.527941054182884,0.9423178356665254,0,Training_LR
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,0.39555233305447146,0.07093317230390486,0.7643816893317498,1.850597473494396,-4.071056222567962,0.3511161391664001,0,Training_LR
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.07661108195042132,0.5595483935850034,0.9482530561853172,0.5879746869279693,-5.405877944950112,0.9564925017173415,0,Training_LR
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,0.27617762423458103,0.23479094448078408,0.9099333235951717,1.2045788100295771,-4.810853599646195,0.6701874151976794,0,Training_LR
O00151,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,-0.08578376393938925,0.7601055009267595,0.978914614475055,-0.30724188505005634,-5.5716149797655925,0.9767443611194332,0,Training_LR
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,0.3202331291686491,0.1099375834603454,0.8339252605382745,1.6313539283822311,-4.367012628059687,0.4931093562287262,0,Training_LR
O00168,PLM_HUMAN,FXYD1,Phospholemman,0.2954853954448957,0.1998036264464347,0.9099333235951717,1.3016239368544682,-4.708978163357293,0.6213531568500883,0,Training_LR
O00186,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,0.11073357299257225,0.5379989338653486,0.9482530561853172,0.6206891909293737,-5.211598326835571,0.9336593788590655,0,Training_LR
O00217,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",0.08392554430274402,0.6104732358975009,0.9573442270773561,0.513055406292515,-5.496575905226019,0.959427041995302,0,Training_LR
O00231,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11,-0.1018430752752657,0.380932751909958,0.9362289124488092,-0.8850448721202184,-5.134607357713695,0.9063841519160893,0,Training_LR
O00232,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12,-0.16327393382210786,0.21249813085422903,0.9099333235951717,-1.2650478506837015,-4.783854730591799,0.7765592969824665,0,Training_LR
O00233,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9,-0.03767004019561426,0.8568198654235897,0.983102152357086,-0.18148323722308699,-5.330046742049563,0.9941958495997002,0,Training_LR
O00264,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1,0.04024265065000776,0.8535695767243188,0.983102152357086,0.18565120364089588,-5.469734658412553,0.9936487079889815,0,Training_LR
O00299,CLIC1_HUMAN,CLIC1,Chloride intracellular channel protein 1,0.16137475807652635,0.5278247484648342,0.9482530561853172,0.6363697824710084,-5.290917044631804,0.9020214194553536,0,Training_LR
O00303,EIF3F_HUMAN,EIF3F,Eukaryotic translation initiation factor 3 subunit F,0.12753654837324646,0.41827061663401144,0.9362289124488092,0.8170879150363033,-5.136815432022589,0.8947917636238197,0,Training_LR
O00330,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",0.16310210522362567,0.2094519221969375,0.9099333235951717,1.2736720026567645,-4.960068468642926,0.7749388399265807,0,Training_LR
O00410,IPO5_HUMAN,IPO5,Importin-5,-0.12966429024159964,0.36133152235334454,0.9362289124488092,-0.92241471662591,-5.215955692333496,0.8763471445744503,0,Training_LR
