uniprot_id,protein,gene,description,logFC,P.Value,adj.P.Val,t,B,pi_score,sig_pi,contrast
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,0.055668639725602986,0.8305792878112563,0.9864899052140624,0.21523130397683743,-5.2057719859287825,0.9897193365307093,0,Acute_Interaction
A1L0T0,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein,0.14677496603045626,0.6675058133558165,0.9864899052140624,0.4324721768581847,-5.151285243109119,0.94239808790061,0,Acute_Interaction
A5D6W6,FITM1_HUMAN,FITM1,Fat storage-inducing transmembrane protein 1,0.861668325644505,0.0538949534133574,0.7457900964659504,1.9806003227138822,-3.866075857923926,0.08072632386120179,0,Acute_Interaction
A5YM72,CRNS1_HUMAN,CARNS1,Carnosine synthase 1,0.07159510650159007,0.7913440359850584,0.9864899052140624,0.266176253343378,-5.335687118591286,0.9833847185771886,0,Acute_Interaction
A6NCE7,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,0.7954470388417896,0.0031739242643103313,0.6242086377018433,3.121248362325767,-2.1278138211587483,0.010295617073217694,1,Acute_Interaction
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase,-0.16323869680613967,0.44145980364884074,0.9864899052140624,-0.776738051534569,-5.198813253661858,0.8750492495354499,0,Acute_Interaction
A6NNS2,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,0.17439514336773598,0.5787231981379143,0.9864899052140624,0.5593936692703145,-5.300609806835058,0.9090255226593198,0,Acute_Interaction
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,-0.4288940665234655,0.13087854627117654,0.9054643486489825,-1.5392907758277619,-4.507996350351212,0.4180518249056733,0,Acute_Interaction
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,-0.21246345247501353,0.48710019862665,0.9864899052140624,-0.7008145475767328,-5.078570608157531,0.8582825976298718,0,Acute_Interaction
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.1394717481214549,0.4522654093628492,0.9864899052140624,0.7583668616530648,-5.150003761609836,0.8952351202184076,0,Acute_Interaction
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,-0.142106960508535,0.6661418549975777,0.9864899052140624,-0.43436430545941507,-5.152569812655562,0.9439035145268688,0,Acute_Interaction
O00151,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,0.3985075936873912,0.32043384739490366,0.9745503221380509,1.0048860261045356,-5.016200947499568,0.6353791990892032,0,Acute_Interaction
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,-0.04924743022024103,0.8609797075297462,0.9864899052140624,-0.17615360255791573,-5.253488977467351,0.9926555341247513,0,Acute_Interaction
O00168,PLM_HUMAN,FXYD1,Phospholemman,1.1758514936256645,6.20255561919931e-4,0.3012891392026065,3.6861736528218434,-1.0646601581605912,1.6925418990514643e-4,1,Acute_Interaction
O00186,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,-0.1893346385538628,0.4566400022265886,0.9864899052140624,-0.7510025798662424,-5.004460578545616,0.862076005835686,0,Acute_Interaction
