module,uniprot_id,gene,group,z
turquoise,A8MXV4,NUDT19,HR_T1,0.20763921925858134
turquoise,O00186,STXBP3,HR_T1,0.2688836533189481
turquoise,O00264,PGRMC1,HR_T1,-0.4251116731653482
turquoise,O00423,EML1,HR_T1,0.39989916545005955
turquoise,O00764,PDXK,HR_T1,0.07230759143336948
turquoise,O14556,GAPDHS,HR_T1,-0.5656136301711566
turquoise,O14737,PDCD5,HR_T1,-0.8107604220166799
turquoise,O14744,PRMT5,HR_T1,-0.36514148772978466
turquoise,O14818,PSMA7,HR_T1,0.048438294470302554
turquoise,O15382,BCAT2,HR_T1,-0.37347614391543515
turquoise,O43399,TPD52L2,HR_T1,-0.9010445867218638
turquoise,O43488,AKR7A2,HR_T1,-0.5423429574577022
turquoise,O43617,TRAPPC3,HR_T1,-0.038002914270844124
turquoise,O43776,NARS1,HR_T1,-0.11529460328098165
turquoise,O43852,CALU,HR_T1,0.37176374461141576
turquoise,O60662,KLHL41,HR_T1,-0.04243902027984862
turquoise,O60664,PLIN3,HR_T1,-0.14831157659047728
turquoise,O60763,USO1,HR_T1,-0.6101525111832562
turquoise,O60825,PFKFB2,HR_T1,-0.24114684391625568
turquoise,O75083,WDR1,HR_T1,-0.1157356916362966
turquoise,O75131,CPNE3,HR_T1,-0.5559328186563068
turquoise,O75155,CAND2,HR_T1,-0.28760017989340275
turquoise,O75298,RTN2,HR_T1,-0.5995447989417583
turquoise,O75348,ATP6V1G1,HR_T1,-0.10484675837932957
turquoise,O75351,VPS4B,HR_T1,-0.8114766142731923
turquoise,O75396,SEC22B,HR_T1,0.2406980083274086
turquoise,O75436,VPS26A,HR_T1,-0.6904836878875249
turquoise,O75964,ATP5MG,HR_T1,-0.4998967211650607
turquoise,O94760,DDAH1,HR_T1,-0.07311640716180741
turquoise,O94919,ENDOD1,HR_T1,0.21551325362333087
turquoise,O95140,MFN2,HR_T1,-0.5581801314319345
turquoise,O95373,IPO7,HR_T1,-0.2760366264768897
turquoise,O95571,ETHE1,HR_T1,-0.1858695533925176
turquoise,O95747,OXSR1,HR_T1,-0.21410495213789685
turquoise,O95881,TXNDC12,HR_T1,0.01458963269623689
turquoise,P00352,ALDH1A1,HR_T1,-0.23187414614318755
turquoise,P00387,CYB5R3,HR_T1,-0.14393330393428835
turquoise,P00441,SOD1,HR_T1,0.2383162911880335
turquoise,P00846,MT-ATP6,HR_T1,-0.42411153597385504
turquoise,P02792,FTL,HR_T1,-0.04245657375055508
turquoise,P02794,FTH1,HR_T1,0.32159599360348523
turquoise,P03897,MT-ND3,HR_T1,-0.36597386266642085
turquoise,P04075,ALDOA,HR_T1,-0.15081979739166254
turquoise,P04792,HSPB1,HR_T1,0.021580394728680532
turquoise,P05023,ATP1A1,HR_T1,-0.6437496698780134
turquoise,P05787,KRT8,HR_T1,-0.09095505034400342
turquoise,P07099,EPHX1,HR_T1,-0.12578303416027506
turquoise,P07108,DBI,HR_T1,0.052218941965667356
turquoise,P07203,GPX1,HR_T1,-0.38771835781070957
turquoise,P07737,PFN1,HR_T1,-0.22456689046881095
turquoise,P07900,HSP90AA1,HR_T1,-0.5670245855361892
turquoise,P09417,QDPR,HR_T1,0.14711672501090023
turquoise,P09960,LTA4H,HR_T1,-0.050840860727501304
turquoise,P09972,ALDOC,HR_T1,-0.2800294576932455
turquoise,P0DP23,CALM1,HR_T1,-0.14781504660250366
turquoise,P10599,TXN,HR_T1,-0.007511512631430537
turquoise,P11142,HSPA8,HR_T1,-0.37882680255582174
turquoise,P12081,HARS1,HR_T1,-0.379016052558387
turquoise,P12268,IMPDH2,HR_T1,0.1270207953722791
turquoise,P12277,CKB,HR_T1,-0.7617912403238946
turquoise,P12956,XRCC6,HR_T1,0.3575075451350817
turquoise,P13693,TPT1,HR_T1,-0.04996181946817787
turquoise,P14174,MIF,HR_T1,-0.6275706874548475
turquoise,P14621,ACYP2,HR_T1,-0.340159091711829
turquoise,P14678,SNRPB,HR_T1,0.1291665935504851
turquoise,P14868,DARS1,HR_T1,-0.45292537501180435
turquoise,P15531,NME1,HR_T1,-0.22480286157161275
turquoise,P15927,RPA2,HR_T1,0.3527574199406863
turquoise,P17858,PFKL,HR_T1,-0.09057566774083135
turquoise,P17987,TCP1,HR_T1,-0.6027431375285645
turquoise,P19623,SRM,HR_T1,-0.20547012125035327
turquoise,P20042,EIF2S2,HR_T1,-0.2136740207033248
turquoise,P20340,RAB6A,HR_T1,-0.352688756236962
turquoise,P20618,PSMB1,HR_T1,0.08882400698621293
turquoise,P21281,ATP6V1B2,HR_T1,-0.17354032255893964
turquoise,P22033,MMUT,HR_T1,-0.08458673995601171
turquoise,P22307,SCP2,HR_T1,-0.23558988356544552
turquoise,P23434,GCSH,HR_T1,0.11584257005537692
turquoise,P24539,ATP5PB,HR_T1,0.39457175613223106
turquoise,P24666,ACP1,HR_T1,-0.023948355175366913
turquoise,P25705,ATP5F1A,HR_T1,-0.5075437745255685
turquoise,P26583,HMGB2,HR_T1,-0.428932446856773
turquoise,P26885,FKBP2,HR_T1,-0.21296236469777471
turquoise,P27797,CALR,HR_T1,-0.7629055147904662
turquoise,P29218,IMPA1,HR_T1,0.28775095123994376
turquoise,P30038,ALDH4A1,HR_T1,-0.7818295393695467
turquoise,P30041,PRDX6,HR_T1,-0.1351130891747238
turquoise,P30046,DDT,HR_T1,0.4140809825937501
turquoise,P30086,PEBP1,HR_T1,0.18317863348195523
turquoise,P30520,ADSS2,HR_T1,-0.3051796097982654
turquoise,P30622,CLIP1,HR_T1,-0.19182048818591935
turquoise,P30740,SERPINB1,HR_T1,-0.5384653606392016
turquoise,P31153,MAT2A,HR_T1,-0.4477408886045223
turquoise,P31415,CASQ1,HR_T1,0.5413359894877182
turquoise,P31937,HIBADH,HR_T1,-0.35712948559682767
turquoise,P34896,SHMT1,HR_T1,-0.5654796521110801
turquoise,P35080,PFN2,HR_T1,0.16519627016904087
turquoise,P35908,KRT2,HR_T1,-0.020809884777888095
turquoise,P36405,ARL3,HR_T1,-0.06603151453747509
turquoise,P36776,LONP1,HR_T1,-0.8971289897278362
turquoise,P36969,GPX4,HR_T1,-0.021807465105937434
turquoise,P37837,TALDO1,HR_T1,-0.4904873292898407
turquoise,P41091,EIF2S3,HR_T1,-0.013432265838144266
turquoise,P41567,EIF1,HR_T1,-0.5151968085697106
turquoise,P43304,GPD2,HR_T1,0.16871286697968327
turquoise,P45381,ASPA,HR_T1,-0.1551433350901727
turquoise,P46109,CRKL,HR_T1,-0.46129171668059127
turquoise,P46459,NSF,HR_T1,-0.5477731672194134
turquoise,P46926,GNPDA1,HR_T1,0.15066438456226758
turquoise,P48059,LIMS1,HR_T1,-0.19154068041450092
turquoise,P48163,ME1,HR_T1,0.3159533855177177
turquoise,P48449,LSS,HR_T1,0.30862584135539134
turquoise,P49368,CCT3,HR_T1,-0.3362648922908215
turquoise,P49419,ALDH7A1,HR_T1,-0.1533722902354977
turquoise,P49458,SRP9,HR_T1,-0.4172898389672219
turquoise,P49720,PSMB3,HR_T1,0.43095714230620563
turquoise,P49721,PSMB2,HR_T1,-0.35424913355967264
turquoise,P49748,ACADVL,HR_T1,-0.5755727677039771
turquoise,P50213,IDH3A,HR_T1,-0.4373616883397621
turquoise,P50416,CPT1A,HR_T1,-0.7651952335431379
turquoise,P50993,ATP1A2,HR_T1,-0.09883252606165568
turquoise,P51148,RAB5C,HR_T1,-0.07041360094461148
turquoise,P51452,DUSP3,HR_T1,0.3968833771594416
turquoise,P52888,THOP1,HR_T1,0.09030842225116335
turquoise,P52907,CAPZA1,HR_T1,-0.22073217842436374
turquoise,P53621,COPA,HR_T1,-0.5867713097731088
turquoise,P53814,SMTN,HR_T1,0.3034460997503142
turquoise,P53985,SLC16A1,HR_T1,-0.6431905768175364
turquoise,P53992,SEC24C,HR_T1,-0.23268197869255272
turquoise,P54136,RARS1,HR_T1,-0.09549709906543101
turquoise,P54652,HSPA2,HR_T1,0.6907469530619231
turquoise,P55290,CDH13,HR_T1,0.05934975994449497
turquoise,P55809,OXCT1,HR_T1,-0.07597870387491756
turquoise,P56556,NDUFA6,HR_T1,-0.4370399417886344
turquoise,P58546,MTPN,HR_T1,-0.38587015290199905
turquoise,P60891,PRPS1,HR_T1,0.03264679156097472
turquoise,P61019,RAB2A,HR_T1,-0.39920410724176597
turquoise,P61077,UBE2D3,HR_T1,-0.45447004494340576
turquoise,P61081,UBE2M,HR_T1,0.20172371165896189
turquoise,P61086,UBE2K,HR_T1,0.2709183635325363
turquoise,P61106,RAB14,HR_T1,-0.36001476845358604
turquoise,P61201,COPS2,HR_T1,-0.056212174672700725
turquoise,P61925,PKIA,HR_T1,0.07563562638434482
turquoise,P62241,RPS8,HR_T1,-0.5237568997744823
turquoise,P62318,SNRPD3,HR_T1,0.0062766653709023235
turquoise,P62330,ARF6,HR_T1,-0.37910036593195734
turquoise,P62333,PSMC6,HR_T1,0.36207049006875647
turquoise,P62495,ETF1,HR_T1,-0.6730013671634735
turquoise,P62834,RAP1A,HR_T1,-0.04786998326846501
turquoise,P62937,PPIA,HR_T1,-0.40045328626441856
turquoise,P62979,RPS27A,HR_T1,-0.18170184468357503
turquoise,P63098,PPP3R1,HR_T1,0.07102446258289995
turquoise,P63172,DYNLT1,HR_T1,-0.6761414723089202
turquoise,P63279,UBE2I,HR_T1,-0.043612448139059054
turquoise,P67809,YBX1,HR_T1,-0.8986344660873531
turquoise,P68366,TUBA4A,HR_T1,0.28933404578125754
turquoise,P68371,TUBB4B,HR_T1,0.10667521744050627
turquoise,P68400,CSNK2A1,HR_T1,-0.2651586678485867
turquoise,P68402,PAFAH1B2,HR_T1,0.1342364770039964
turquoise,P78344,EIF4G2,HR_T1,-0.4439161390954718
turquoise,P78417,GSTO1,HR_T1,0.30823119925619863
turquoise,Q01469,FABP5,HR_T1,-0.606998179714551
turquoise,Q02790,FKBP4,HR_T1,-0.7608279404408255
turquoise,Q02978,SLC25A11,HR_T1,-0.5926566807045853
turquoise,Q04759,PRKCQ,HR_T1,-0.04040464098586886
turquoise,Q06124,PTPN11,HR_T1,0.26671405417597854
turquoise,Q09028,RBBP4,HR_T1,-0.45734172590786804
turquoise,Q12904,AIMP1,HR_T1,0.1795618035533137
turquoise,Q12907,LMAN2,HR_T1,-0.825616686819102
turquoise,Q13085,ACACA,HR_T1,-0.47277198154760164
turquoise,Q13098,GPS1,HR_T1,-0.22349043076081318
turquoise,Q13155,AIMP2,HR_T1,-0.4176066442579263
turquoise,Q13177,PAK2,HR_T1,-0.5851789227482869
turquoise,Q13200,PSMD2,HR_T1,-0.3832655980868977
turquoise,Q13228,SELENBP1,HR_T1,-0.049510152307431235
turquoise,Q13442,PDAP1,HR_T1,0.020108103998381883
turquoise,Q13510,ASAH1,HR_T1,-0.2671976472365936
turquoise,Q13561,DCTN2,HR_T1,0.2553051426481479
turquoise,Q13616,CUL1,HR_T1,0.09990008267003306
turquoise,Q13683,ITGA7,HR_T1,-0.33042477226702804
turquoise,Q13838,DDX39B,HR_T1,-0.2021619908806548
turquoise,Q13884,SNTB1,HR_T1,-0.0973409786759415
turquoise,Q14141,SEPTIN6,HR_T1,-0.3641430500691123
turquoise,Q15102,PAFAH1B3,HR_T1,-0.11246143390200365
turquoise,Q15172,PPP2R5A,HR_T1,-0.08071571726142572
turquoise,Q15181,PPA1,HR_T1,-0.46633696725961865
turquoise,Q15185,PTGES3,HR_T1,-0.397428117356389
turquoise,Q15233,NONO,HR_T1,-0.3028612737315354
turquoise,Q15257,PTPA,HR_T1,-0.5698177904540283
turquoise,Q15365,PCBP1,HR_T1,-0.6096599209208549
turquoise,Q15435,PPP1R7,HR_T1,0.09477555758593045
turquoise,Q15631,TSN,HR_T1,-0.32281587982325843
turquoise,Q15746,MYLK,HR_T1,0.19415436599411587
turquoise,Q15843,NEDD8,HR_T1,-0.13187704430666686
turquoise,Q16595,FXN,HR_T1,-0.8138056408091198
turquoise,Q16762,TST,HR_T1,-0.01845505105032013
turquoise,Q16773,KYAT1,HR_T1,0.04618449922713481
turquoise,Q16816,PHKG1,HR_T1,0.07321154758555727
turquoise,Q16890,TPD52L1,HR_T1,0.22645436989735804
turquoise,Q2TBA0,KLHL40,HR_T1,-0.16907417449637627
turquoise,Q3SXM5,HSDL1,HR_T1,-0.22872580886940472
turquoise,Q49AH0,CDNF,HR_T1,0.07407608103454845
turquoise,Q4G0W2,DUSP28,HR_T1,-0.21999818878864202
turquoise,Q53H82,LACTB2,HR_T1,-0.37156488175871644
turquoise,Q5HYK3,COQ5,HR_T1,-0.5209831953883872
turquoise,Q5U5X0,LYRM7,HR_T1,-0.6867741256026579
turquoise,Q5XPI4,RNF123,HR_T1,-0.006182161968202442
turquoise,Q6IPR1,ETFRF1,HR_T1,0.1099047882576032
turquoise,Q6IQ22,RAB12,HR_T1,0.19014055958045825
turquoise,Q6P1N9,TATDN1,HR_T1,0.38070419307542736
turquoise,Q6ZMU5,TRIM72,HR_T1,0.4276671765784341
turquoise,Q7L1Q6,BZW1,HR_T1,-0.03394668388539168
turquoise,Q86TD4,SRL,HR_T1,-0.1719222058918939
turquoise,Q86VP6,CAND1,HR_T1,0.22452829359769205
turquoise,Q86X76,NIT1,HR_T1,-0.11212272621312944
turquoise,Q8IUZ5,PHYKPL,HR_T1,-0.2413650821050364
turquoise,Q8IWW8,ADHFE1,HR_T1,-0.5786350557011779
turquoise,Q8N1G4,LRRC47,HR_T1,-0.6186982935881901
turquoise,Q8N335,GPD1L,HR_T1,-0.12308782026974571
turquoise,Q8N5M9,JAGN1,HR_T1,0.3779658944427999
turquoise,Q8N6M3,FITM2,HR_T1,0.19620909587310295
turquoise,Q8NI60,COQ8A,HR_T1,0.4528483818353636
turquoise,Q8TBC4,UBA3,HR_T1,0.6936721060028486
turquoise,Q8TDX7,NEK7,HR_T1,-0.26849590893272246
turquoise,Q8WW22,DNAJA4,HR_T1,-0.6871902115996792
turquoise,Q8WWV3,RTN4IP1,HR_T1,-0.5974474658462086
turquoise,Q8WZA0,LZIC,HR_T1,-0.014124122408375057
turquoise,Q92530,PSMF1,HR_T1,-0.25367982727243243
turquoise,Q92890,UFD1,HR_T1,-0.2780049342574249
turquoise,Q93084,ATP2A3,HR_T1,-0.13347183720354566
turquoise,Q96CN7,ISOC1,HR_T1,0.44284790452348927
turquoise,Q96HN2,AHCYL2,HR_T1,0.7203805299032141
turquoise,Q96IU4,ABHD14B,HR_T1,0.171789093352078
turquoise,Q96IV0,NGLY1,HR_T1,0.1591032570542099
turquoise,Q96JJ7,TMX3,HR_T1,0.04846383510486707
turquoise,Q99627,COPS8,HR_T1,0.11765036404187315
turquoise,Q99873,PRMT1,HR_T1,-0.24510070676060325
turquoise,Q9BQ69,MACROD1,HR_T1,0.6987422464430589
turquoise,Q9BQA1,WDR77,HR_T1,-0.25474932050007526
turquoise,Q9BRX8,PRXL2A,HR_T1,0.10525416359864985
turquoise,Q9BS26,ERP44,HR_T1,-0.07384495099223802
turquoise,Q9BT78,COPS4,HR_T1,0.24776147673422674
turquoise,Q9BTE6,AARSD1,HR_T1,-0.020977816349993707
turquoise,Q9BUR5,APOO,HR_T1,-0.5194678703203478
turquoise,Q9BVC6,TMEM109,HR_T1,-0.2262921096922743
turquoise,Q9BXB4,OSBPL11,HR_T1,0.42684912301817174
turquoise,Q9C0E8,LNPK,HR_T1,-0.1353332522136365
turquoise,Q9GZT8,NIF3L1,HR_T1,-0.16801817767904947
turquoise,Q9GZZ1,NAA50,HR_T1,-0.11593809466110212
turquoise,Q9H0E2,TOLLIP,HR_T1,0.3532436508953958
turquoise,Q9H0U4,RAB1B,HR_T1,-0.21482774479810196
turquoise,Q9H0W9,C11orf54,HR_T1,0.4688165490123308
turquoise,Q9H0Z9,RBM38,HR_T1,0.012599162764860585
turquoise,Q9H2J4,PDCL3,HR_T1,-0.030798962534799072
turquoise,Q9H4A4,RNPEP,HR_T1,-0.2533620960423172
turquoise,Q9H993,ARMT1,HR_T1,0.8215787473488255
turquoise,Q9H9S4,CAB39L,HR_T1,0.1553718610158564
turquoise,Q9HA65,TBC1D17,HR_T1,0.08791962846939154
turquoise,Q9NP72,RAB18,HR_T1,-0.22092010816313845
turquoise,Q9NQE9,HINT3,HR_T1,-0.09691259552582789
turquoise,Q9NR31,SAR1A,HR_T1,-0.2551252678613208
turquoise,Q9NT62,ATG3,HR_T1,-0.19173225849726167
turquoise,Q9NUU7,DDX19A,HR_T1,-0.13329127871566884
turquoise,Q9NVE7,PANK4,HR_T1,0.17133035378444036
turquoise,Q9NWV4,CZIB,HR_T1,-0.10141669506011709
turquoise,Q9NY65,TUBA8,HR_T1,-0.2558188944477518
turquoise,Q9NYL2,MAP3K20,HR_T1,-0.40960275301800575
turquoise,Q9NZA1,CLIC5,HR_T1,-0.173041187111054
turquoise,Q9NZJ6,COQ3,HR_T1,-0.43561237264996383
turquoise,Q9NZL9,MAT2B,HR_T1,-0.1765509244180579
turquoise,Q9P0L0,VAPA,HR_T1,-0.6036200498961929
turquoise,Q9UBC2,EPS15L1,HR_T1,0.22239315163517123
turquoise,Q9UBG0,MRC2,HR_T1,-0.2629997910016782
turquoise,Q9UBQ5,EIF3K,HR_T1,-0.406989851585586
turquoise,Q9UDT6,CLIP2,HR_T1,-0.0974571174142123
turquoise,Q9UHG3,PCYOX1,HR_T1,0.5040952167934598
turquoise,Q9UHP9,SMPX,HR_T1,-0.2306848764113824
turquoise,Q9UHV9,PFDN2,HR_T1,0.26746712504548725
turquoise,Q9UIA9,XPO7,HR_T1,-0.2216247636418904
turquoise,Q9UIC8,LCMT1,HR_T1,-0.23832406637203488
turquoise,Q9UJW0,DCTN4,HR_T1,0.2970361443928141
turquoise,Q9UKU7,ACAD8,HR_T1,-0.5446828012076682
turquoise,Q9UM00,TMCO1,HR_T1,0.29823962030349643
turquoise,Q9UM22,EPDR1,HR_T1,-0.4266282522934207
turquoise,Q9UMS0,NFU1,HR_T1,-0.17846700942675456
turquoise,Q9UMX0,UBQLN1,HR_T1,-0.4726236747289581
turquoise,Q9UN37,VPS4A,HR_T1,-0.11914072682301133
turquoise,Q9UNS2,COPS3,HR_T1,-0.1717986896537918
turquoise,Q9Y230,RUVBL2,HR_T1,-0.4895801562512952
turquoise,Q9Y266,NUDC,HR_T1,-0.3074775279948492
turquoise,Q9Y2B0,CNPY2,HR_T1,-0.05050663618683025
turquoise,Q9Y2R0,COA3,HR_T1,-0.5267894104533093
turquoise,Q9Y3A3,MOB4,HR_T1,-0.0749725295460095
turquoise,Q9Y3C4,TPRKB,HR_T1,-0.05436217404027644
turquoise,Q9Y3C6,PPIL1,HR_T1,-0.29734877875253785
turquoise,Q9Y3F4,STRAP,HR_T1,-0.5376784893258517
turquoise,Q9Y450,HBS1L,HR_T1,-0.9272004569469765
turquoise,Q9Y4E8,USP15,HR_T1,-0.8587849712063959
turquoise,Q9Y4G6,TLN2,HR_T1,-0.021792167770172313
turquoise,Q9Y570,PPME1,HR_T1,-0.26310027137888586
turquoise,Q9Y5K5,UCHL5,HR_T1,0.12943275068109106
turquoise,Q9Y5L4,TIMM13,HR_T1,-0.69604811742779
turquoise,Q9Y5M8,SRPRB,HR_T1,-0.15982711717154552
turquoise,Q9Y6E2,BZW2,HR_T1,0.2704566922254726
turquoise,Q9Y6H1,CHCHD2,HR_T1,-0.07434266458939258
turquoise,A8MXV4,NUDT19,HR_T2,0.509976523440116
turquoise,O00186,STXBP3,HR_T2,0.28090073550911693
turquoise,O00264,PGRMC1,HR_T2,0.15676676859223773
turquoise,O00423,EML1,HR_T2,-0.03874541098047749
turquoise,O00764,PDXK,HR_T2,0.10650467381571176
turquoise,O14556,GAPDHS,HR_T2,0.17018231761626915
turquoise,O14737,PDCD5,HR_T2,0.1697606436079512
turquoise,O14744,PRMT5,HR_T2,0.30044086491189187
turquoise,O14818,PSMA7,HR_T2,0.36359704500078094
turquoise,O15382,BCAT2,HR_T2,0.43504624685276344
turquoise,O43399,TPD52L2,HR_T2,0.16734276923474425
turquoise,O43488,AKR7A2,HR_T2,0.22975085086365185
turquoise,O43617,TRAPPC3,HR_T2,-0.12258103525339537
turquoise,O43776,NARS1,HR_T2,0.08661954290321018
turquoise,O43852,CALU,HR_T2,0.6507842230200254
turquoise,O60662,KLHL41,HR_T2,-0.0012576438226646574
turquoise,O60664,PLIN3,HR_T2,0.016317477725930445
turquoise,O60763,USO1,HR_T2,0.049255856083904336
turquoise,O60825,PFKFB2,HR_T2,0.302421639773444
turquoise,O75083,WDR1,HR_T2,0.3861160294803164
turquoise,O75131,CPNE3,HR_T2,-0.28652416004916104
turquoise,O75155,CAND2,HR_T2,0.20006689175543238
turquoise,O75298,RTN2,HR_T2,0.16460439427307283
turquoise,O75348,ATP6V1G1,HR_T2,0.31295908093459485
turquoise,O75351,VPS4B,HR_T2,0.2212196809191387
turquoise,O75396,SEC22B,HR_T2,-0.14398704664321574
turquoise,O75436,VPS26A,HR_T2,0.3080729576915191
turquoise,O75964,ATP5MG,HR_T2,0.47257881275726865
turquoise,O94760,DDAH1,HR_T2,0.4553484143116885
turquoise,O94919,ENDOD1,HR_T2,0.5620714308607052
turquoise,O95140,MFN2,HR_T2,0.24893159243912028
turquoise,O95373,IPO7,HR_T2,0.05232573974400134
turquoise,O95571,ETHE1,HR_T2,0.20143025961812608
turquoise,O95747,OXSR1,HR_T2,0.16500851001127545
turquoise,O95881,TXNDC12,HR_T2,-0.018830331612846554
turquoise,P00352,ALDH1A1,HR_T2,-0.15079850083148819
turquoise,P00387,CYB5R3,HR_T2,0.31236584085722796
turquoise,P00441,SOD1,HR_T2,0.11091977329641854
turquoise,P00846,MT-ATP6,HR_T2,0.38916554200874126
turquoise,P02792,FTL,HR_T2,-0.22483590427798314
turquoise,P02794,FTH1,HR_T2,0.21477723875875174
turquoise,P03897,MT-ND3,HR_T2,0.3688196702395035
turquoise,P04075,ALDOA,HR_T2,0.09704150969196061
turquoise,P04792,HSPB1,HR_T2,0.31030829947011757
turquoise,P05023,ATP1A1,HR_T2,0.33940675170313295
turquoise,P05787,KRT8,HR_T2,0.5213887716549797
turquoise,P07099,EPHX1,HR_T2,0.4595602455876184
turquoise,P07108,DBI,HR_T2,0.3668521185608392
turquoise,P07203,GPX1,HR_T2,-0.10854640274022762
turquoise,P07737,PFN1,HR_T2,0.17683983705011372
turquoise,P07900,HSP90AA1,HR_T2,-0.0838486149420922
turquoise,P09417,QDPR,HR_T2,0.24208694774730916
turquoise,P09960,LTA4H,HR_T2,0.09676733866785252
turquoise,P09972,ALDOC,HR_T2,0.49338220564715207
turquoise,P0DP23,CALM1,HR_T2,-0.27765570190376077
turquoise,P10599,TXN,HR_T2,0.1569297285049796
turquoise,P11142,HSPA8,HR_T2,-0.18454504277557698
turquoise,P12081,HARS1,HR_T2,-0.0691546666794405
turquoise,P12268,IMPDH2,HR_T2,-0.0012670921317945766
turquoise,P12277,CKB,HR_T2,0.3511952115040452
turquoise,P12956,XRCC6,HR_T2,0.780747901368368
turquoise,P13693,TPT1,HR_T2,0.02152041835831756
turquoise,P14174,MIF,HR_T2,0.182596429542617
turquoise,P14621,ACYP2,HR_T2,-0.24874696911692143
turquoise,P14678,SNRPB,HR_T2,-0.264444207330576
turquoise,P14868,DARS1,HR_T2,0.17207725272996569
turquoise,P15531,NME1,HR_T2,0.1399905409841178
turquoise,P15927,RPA2,HR_T2,-0.37827692793964357
turquoise,P17858,PFKL,HR_T2,0.5166166467957553
turquoise,P17987,TCP1,HR_T2,0.12959987305324333
turquoise,P19623,SRM,HR_T2,-0.11401628116216511
turquoise,P20042,EIF2S2,HR_T2,0.35599503339228844
turquoise,P20340,RAB6A,HR_T2,0.429202633531001
turquoise,P20618,PSMB1,HR_T2,0.2817931636875689
turquoise,P21281,ATP6V1B2,HR_T2,-0.0958357473485324
turquoise,P22033,MMUT,HR_T2,0.44625328484347065
turquoise,P22307,SCP2,HR_T2,0.1477978247244049
turquoise,P23434,GCSH,HR_T2,0.601726181796592
turquoise,P24539,ATP5PB,HR_T2,0.8287113987798487
turquoise,P24666,ACP1,HR_T2,-0.13790606972725247
turquoise,P25705,ATP5F1A,HR_T2,0.7101449325713277
turquoise,P26583,HMGB2,HR_T2,-0.4113044286991408
turquoise,P26885,FKBP2,HR_T2,0.2892100823741554
turquoise,P27797,CALR,HR_T2,-0.1184654123017626
turquoise,P29218,IMPA1,HR_T2,0.319437318929678
turquoise,P30038,ALDH4A1,HR_T2,0.2799144647347374
turquoise,P30041,PRDX6,HR_T2,0.051890349590833273
turquoise,P30046,DDT,HR_T2,0.15802187486546165
turquoise,P30086,PEBP1,HR_T2,0.38842421595627463
turquoise,P30520,ADSS2,HR_T2,0.37181397240006975
turquoise,P30622,CLIP1,HR_T2,-0.1886139513277222
turquoise,P30740,SERPINB1,HR_T2,0.026947296174920775
turquoise,P31153,MAT2A,HR_T2,-0.07772031340599285
turquoise,P31415,CASQ1,HR_T2,0.1600041408791035
turquoise,P31937,HIBADH,HR_T2,0.8099229515804909
turquoise,P34896,SHMT1,HR_T2,0.15689996351985955
turquoise,P35080,PFN2,HR_T2,-0.006245962864012506
turquoise,P35908,KRT2,HR_T2,0.3590129176767783
turquoise,P36405,ARL3,HR_T2,0.42092661737912646
turquoise,P36776,LONP1,HR_T2,0.3245097632018827
turquoise,P36969,GPX4,HR_T2,-0.1405683077002762
turquoise,P37837,TALDO1,HR_T2,-0.15765999851228948
turquoise,P41091,EIF2S3,HR_T2,0.3111906589359556
turquoise,P41567,EIF1,HR_T2,0.17867453860897733
turquoise,P43304,GPD2,HR_T2,0.192964069747205
turquoise,P45381,ASPA,HR_T2,0.5056279252127883
turquoise,P46109,CRKL,HR_T2,0.18782306964289108
turquoise,P46459,NSF,HR_T2,-0.15915083507119673
turquoise,P46926,GNPDA1,HR_T2,0.5109935065680017
turquoise,P48059,LIMS1,HR_T2,0.23557378808563303
turquoise,P48163,ME1,HR_T2,0.6020760851131431
turquoise,P48449,LSS,HR_T2,0.5106081516780034
turquoise,P49368,CCT3,HR_T2,0.11575030476552013
turquoise,P49419,ALDH7A1,HR_T2,0.46003098715988366
turquoise,P49458,SRP9,HR_T2,0.10523092803038085
turquoise,P49720,PSMB3,HR_T2,0.33822498883986896
turquoise,P49721,PSMB2,HR_T2,0.3617980280676761
turquoise,P49748,ACADVL,HR_T2,-0.12121943724396649
turquoise,P50213,IDH3A,HR_T2,0.7724318525590906
turquoise,P50416,CPT1A,HR_T2,0.3200986784052548
turquoise,P50993,ATP1A2,HR_T2,0.6147146669637608
turquoise,P51148,RAB5C,HR_T2,0.07435706095826611
turquoise,P51452,DUSP3,HR_T2,0.4882135030712375
turquoise,P52888,THOP1,HR_T2,0.23156192761227304
turquoise,P52907,CAPZA1,HR_T2,0.131770634576246
turquoise,P53621,COPA,HR_T2,0.5250450964622543
turquoise,P53814,SMTN,HR_T2,0.2546637403569529
turquoise,P53985,SLC16A1,HR_T2,-0.09720016819601
turquoise,P53992,SEC24C,HR_T2,-0.21885500401959387
turquoise,P54136,RARS1,HR_T2,0.18067096202584615
turquoise,P54652,HSPA2,HR_T2,0.3286360602674145
turquoise,P55290,CDH13,HR_T2,0.18828332134411477
turquoise,P55809,OXCT1,HR_T2,0.06268550269688013
turquoise,P56556,NDUFA6,HR_T2,0.2283797245761972
turquoise,P58546,MTPN,HR_T2,0.0406751864041456
turquoise,P60891,PRPS1,HR_T2,0.36371537756711314
turquoise,P61019,RAB2A,HR_T2,0.3059411506962926
turquoise,P61077,UBE2D3,HR_T2,0.3469682517770317
turquoise,P61081,UBE2M,HR_T2,0.1688429420315173
turquoise,P61086,UBE2K,HR_T2,0.12765410238027733
turquoise,P61106,RAB14,HR_T2,0.07228137164535609
