module,uniprot_id,gene,group,z
turquoise,P24666,ACP1,LR_T2,-0.393432690776917
turquoise,P25705,ATP5F1A,LR_T2,0.17151264954299394
turquoise,P26583,HMGB2,LR_T2,-0.12783622695362298
turquoise,P26885,FKBP2,LR_T2,0.07333580141856533
turquoise,P27797,CALR,LR_T2,0.19887457513595722
turquoise,P29218,IMPA1,LR_T2,-0.190637885335777
turquoise,P30038,ALDH4A1,LR_T2,0.2206145793468307
turquoise,P30041,PRDX6,LR_T2,-0.4889545297413742
turquoise,P30046,DDT,LR_T2,-0.47515056961089897
turquoise,P30086,PEBP1,LR_T2,-0.24640807380078286
turquoise,P30520,ADSS2,LR_T2,-0.23635883430950125
turquoise,P30622,CLIP1,LR_T2,-0.17778059746145544
turquoise,P30740,SERPINB1,LR_T2,0.20840240348122718
turquoise,P31153,MAT2A,LR_T2,0.14633335287989926
turquoise,P31415,CASQ1,LR_T2,-0.6062111027960773
turquoise,P31937,HIBADH,LR_T2,-0.06113380570500826
turquoise,P34896,SHMT1,LR_T2,-0.0302346200249769
turquoise,P35080,PFN2,LR_T2,-0.34978054373471285
turquoise,P35908,KRT2,LR_T2,0.22346226801654903
turquoise,P36405,ARL3,LR_T2,-0.19531100394137288
turquoise,P36776,LONP1,LR_T2,0.6883054307394731
turquoise,P36969,GPX4,LR_T2,-0.32500176626505045
turquoise,P37837,TALDO1,LR_T2,-0.41204015744345235
turquoise,P41091,EIF2S3,LR_T2,-0.5607988762924587
turquoise,P41567,EIF1,LR_T2,-0.07764932796903004
turquoise,P43304,GPD2,LR_T2,-0.3362561005740322
turquoise,P45381,ASPA,LR_T2,0.07355031579830122
turquoise,P46109,CRKL,LR_T2,-0.16224711451257814
turquoise,P46459,NSF,LR_T2,0.04643408111033297
turquoise,P46926,GNPDA1,LR_T2,-0.4689836422935576
turquoise,P48059,LIMS1,LR_T2,0.46734128962366944
turquoise,P48163,ME1,LR_T2,-0.3494556825438438
turquoise,P48449,LSS,LR_T2,-0.1836902241552314
turquoise,P49368,CCT3,LR_T2,0.099169916606652
turquoise,P49419,ALDH7A1,LR_T2,0.09189801486640455
turquoise,P49458,SRP9,LR_T2,0.05032399200211245
turquoise,P49720,PSMB3,LR_T2,-0.6240504601021789
turquoise,P49721,PSMB2,LR_T2,-0.4389760119805511
turquoise,P49748,ACADVL,LR_T2,0.24847658484441154
turquoise,P50213,IDH3A,LR_T2,0.056247128182208755
turquoise,P50416,CPT1A,LR_T2,-0.08559361253265022
turquoise,P50993,ATP1A2,LR_T2,-0.13153996145175972
turquoise,P51148,RAB5C,LR_T2,-0.6924666385818378
turquoise,P51452,DUSP3,LR_T2,-0.16158958057610232
turquoise,P52888,THOP1,LR_T2,-0.0936243398309905
turquoise,P52907,CAPZA1,LR_T2,-0.11591947890828681
turquoise,P53621,COPA,LR_T2,-0.29153719274437545
turquoise,P53814,SMTN,LR_T2,0.045305685373212334
turquoise,P53985,SLC16A1,LR_T2,0.34325608469405905
turquoise,P53992,SEC24C,LR_T2,0.03013402400205198
turquoise,P54136,RARS1,LR_T2,-0.05804214633215214
turquoise,P54652,HSPA2,LR_T2,-0.4657082274311955
turquoise,P55290,CDH13,LR_T2,0.12129329249986867
turquoise,P55809,OXCT1,LR_T2,-0.46777638034133434
turquoise,P56556,NDUFA6,LR_T2,0.10133331029140631
turquoise,P58546,MTPN,LR_T2,-0.45083175820561144
turquoise,P60891,PRPS1,LR_T2,-0.4190737926584728
turquoise,P61019,RAB2A,LR_T2,-0.21369575052162942
turquoise,P61077,UBE2D3,LR_T2,0.30740295966865094
turquoise,P61081,UBE2M,LR_T2,-0.19498761638836595
turquoise,P61086,UBE2K,LR_T2,-0.47182069855814873
turquoise,P61106,RAB14,LR_T2,-0.10525033710783673
turquoise,P61201,COPS2,LR_T2,0.013940819702772535
turquoise,P61925,PKIA,LR_T2,-0.38655541813630745
turquoise,P62241,RPS8,LR_T2,0.022114260586387997
turquoise,P62318,SNRPD3,LR_T2,-0.05925703178806126
turquoise,P62330,ARF6,LR_T2,0.13152651588361242
turquoise,P62333,PSMC6,LR_T2,-0.721802351564524
turquoise,P62495,ETF1,LR_T2,-0.013278052617004626
turquoise,P62834,RAP1A,LR_T2,0.0408945489892045
turquoise,P62937,PPIA,LR_T2,-0.0935370056770552
turquoise,P62979,RPS27A,LR_T2,-0.5433189899150996
turquoise,P63098,PPP3R1,LR_T2,-0.5621461884424571
turquoise,P63172,DYNLT1,LR_T2,0.25505270177395456
turquoise,P63279,UBE2I,LR_T2,-0.17139237213409328
turquoise,P67809,YBX1,LR_T2,0.01752127918924242
turquoise,P68366,TUBA4A,LR_T2,-0.3717120009131827
turquoise,P68371,TUBB4B,LR_T2,-0.03562033884220727
turquoise,P68400,CSNK2A1,LR_T2,0.042680155180547796
turquoise,P68402,PAFAH1B2,LR_T2,-0.49169051105793543
turquoise,P78344,EIF4G2,LR_T2,-0.1205896212892126
turquoise,P78417,GSTO1,LR_T2,-0.5585248378141513
turquoise,Q01469,FABP5,LR_T2,0.24607924189569738
turquoise,Q02790,FKBP4,LR_T2,0.09651118563911178
turquoise,Q02978,SLC25A11,LR_T2,-0.3073820627957636
turquoise,Q04759,PRKCQ,LR_T2,0.21570537717111465
turquoise,Q06124,PTPN11,LR_T2,-0.6429108088456259
turquoise,Q09028,RBBP4,LR_T2,0.2612065557143317
turquoise,Q12904,AIMP1,LR_T2,-0.6680726644222891
turquoise,Q12907,LMAN2,LR_T2,-0.15364932861385344
turquoise,Q13085,ACACA,LR_T2,0.11200088747228625
turquoise,Q13098,GPS1,LR_T2,-0.20349034888056883
turquoise,Q13155,AIMP2,LR_T2,0.08392146459735192
turquoise,Q13177,PAK2,LR_T2,0.14670659953466275
turquoise,Q13200,PSMD2,LR_T2,0.10044312025303496
turquoise,Q13228,SELENBP1,LR_T2,-0.4872074681907583
turquoise,Q13442,PDAP1,LR_T2,-0.23008850646699683
turquoise,Q13510,ASAH1,LR_T2,0.10384031442828061
turquoise,Q13561,DCTN2,LR_T2,-0.10603166877104406
turquoise,Q13616,CUL1,LR_T2,-0.014589476727388612
turquoise,Q13683,ITGA7,LR_T2,0.13143441926016164
turquoise,Q13838,DDX39B,LR_T2,-0.30086723487567174
turquoise,Q13884,SNTB1,LR_T2,0.016324318562251146
turquoise,Q14141,SEPTIN6,LR_T2,-0.6009856568369526
turquoise,Q15102,PAFAH1B3,LR_T2,-0.34388064871724927
turquoise,Q15172,PPP2R5A,LR_T2,0.14973094385484653
turquoise,Q15181,PPA1,LR_T2,0.13775375620734387
turquoise,Q15185,PTGES3,LR_T2,-0.17193174125662672
turquoise,Q15233,NONO,LR_T2,-0.14673222860128673
turquoise,Q15257,PTPA,LR_T2,0.1637576039865536
turquoise,Q15365,PCBP1,LR_T2,-0.019000511645082273
turquoise,Q15435,PPP1R7,LR_T2,-0.3757659027577221
turquoise,Q15631,TSN,LR_T2,-0.5733837178961391
turquoise,Q15746,MYLK,LR_T2,-0.2882860286396688
turquoise,Q15843,NEDD8,LR_T2,-0.33635742258259027
turquoise,Q16595,FXN,LR_T2,0.27575585940109315
turquoise,Q16762,TST,LR_T2,-0.5238726018552151
turquoise,Q16773,KYAT1,LR_T2,-0.16671511427844576
turquoise,Q16816,PHKG1,LR_T2,0.036654742310562205
turquoise,Q16890,TPD52L1,LR_T2,-0.7016335983922845
turquoise,Q2TBA0,KLHL40,LR_T2,-0.06943592394624432
turquoise,Q3SXM5,HSDL1,LR_T2,0.3513573520399255
turquoise,Q49AH0,CDNF,LR_T2,-0.26423155796122993
turquoise,Q4G0W2,DUSP28,LR_T2,-0.010898891376808884
turquoise,Q53H82,LACTB2,LR_T2,0.07327222010722448
turquoise,Q5HYK3,COQ5,LR_T2,0.45128095842237437
turquoise,Q5U5X0,LYRM7,LR_T2,-0.18863183951803447
turquoise,Q5XPI4,RNF123,LR_T2,-0.19457767990044667
turquoise,Q6IPR1,ETFRF1,LR_T2,-0.24802447997084492
turquoise,Q6IQ22,RAB12,LR_T2,-0.4870307163432591
turquoise,Q6P1N9,TATDN1,LR_T2,-0.049618088501923716
turquoise,Q6ZMU5,TRIM72,LR_T2,0.11768686898292144
turquoise,Q7L1Q6,BZW1,LR_T2,-0.2437516984902592
turquoise,Q86TD4,SRL,LR_T2,-0.09381991014591981
turquoise,Q86VP6,CAND1,LR_T2,-0.6352629002339895
turquoise,Q86X76,NIT1,LR_T2,-0.05304976478057902
turquoise,Q8IUZ5,PHYKPL,LR_T2,0.0842566245241308
turquoise,Q8IWW8,ADHFE1,LR_T2,0.1559023629928042
turquoise,Q8N1G4,LRRC47,LR_T2,-0.03879312662738956
turquoise,Q8N335,GPD1L,LR_T2,0.14552496577000043
turquoise,Q8N5M9,JAGN1,LR_T2,-0.2935889445653754
turquoise,Q8N6M3,FITM2,LR_T2,-0.5205411032696069
turquoise,Q8NI60,COQ8A,LR_T2,-0.11463484572575891
turquoise,Q8TBC4,UBA3,LR_T2,-0.21972082533559562
turquoise,Q8TDX7,NEK7,LR_T2,-0.036076805883798024
turquoise,Q8WW22,DNAJA4,LR_T2,0.17720074403203484
turquoise,Q8WWV3,RTN4IP1,LR_T2,-0.28513675794380694
turquoise,Q8WZA0,LZIC,LR_T2,-0.037280906737898606
turquoise,Q92530,PSMF1,LR_T2,-0.10240424938410717
turquoise,Q92890,UFD1,LR_T2,-0.49581865642754797
turquoise,Q93084,ATP2A3,LR_T2,-0.6691980832290053
turquoise,Q96CN7,ISOC1,LR_T2,-0.2728786259680228
turquoise,Q96HN2,AHCYL2,LR_T2,-0.4831156754371049
turquoise,Q96IU4,ABHD14B,LR_T2,0.2166008507434113
turquoise,Q96IV0,NGLY1,LR_T2,-0.04130090062901383
turquoise,Q96JJ7,TMX3,LR_T2,-0.28875139810791567
turquoise,Q99627,COPS8,LR_T2,0.15633317421420764
turquoise,Q99873,PRMT1,LR_T2,-0.19159377094076285
turquoise,Q9BQ69,MACROD1,LR_T2,-0.06492850609804075
turquoise,Q9BQA1,WDR77,LR_T2,-0.019504623000210733
turquoise,Q9BRX8,PRXL2A,LR_T2,-0.4159159105587098
turquoise,Q9BS26,ERP44,LR_T2,-0.58319238184593
turquoise,Q9BT78,COPS4,LR_T2,0.29381336104801475
turquoise,Q9BTE6,AARSD1,LR_T2,-0.020497617119274808
turquoise,Q9BUR5,APOO,LR_T2,-0.048722226945802194
turquoise,Q9BVC6,TMEM109,LR_T2,-0.4194359072997862
turquoise,Q9BXB4,OSBPL11,LR_T2,-0.11299988100335195
turquoise,Q9C0E8,LNPK,LR_T2,-0.16446111680371794
turquoise,Q9GZT8,NIF3L1,LR_T2,-0.025116265511689634
turquoise,Q9GZZ1,NAA50,LR_T2,-0.05060656240834621
turquoise,Q9H0E2,TOLLIP,LR_T2,0.03175045444776592
turquoise,Q9H0U4,RAB1B,LR_T2,-0.6887507392582533
turquoise,Q9H0W9,C11orf54,LR_T2,-0.45598329177540153
turquoise,Q9H0Z9,RBM38,LR_T2,-0.044008864986759544
turquoise,Q9H2J4,PDCL3,LR_T2,0.16779396635817048
turquoise,Q9H4A4,RNPEP,LR_T2,0.17875651617281546
turquoise,Q9H993,ARMT1,LR_T2,-0.8544712165529394
turquoise,Q9H9S4,CAB39L,LR_T2,-0.4442345804262481
turquoise,Q9HA65,TBC1D17,LR_T2,0.09513406288165131
turquoise,Q9NP72,RAB18,LR_T2,-0.001141907975897886
turquoise,Q9NQE9,HINT3,LR_T2,-0.045846576351245616
turquoise,Q9NR31,SAR1A,LR_T2,-0.2701332445865267
turquoise,Q9NT62,ATG3,LR_T2,-0.0908334677702836
turquoise,Q9NUU7,DDX19A,LR_T2,0.4599206555320382
turquoise,Q9NVE7,PANK4,LR_T2,0.1034062239358639
turquoise,Q9NWV4,CZIB,LR_T2,0.030842907740482275
turquoise,Q9NY65,TUBA8,LR_T2,0.4341024861398041
turquoise,Q9NYL2,MAP3K20,LR_T2,-0.5067599546260951
turquoise,Q9NZA1,CLIC5,LR_T2,0.07668621030253985
turquoise,Q9NZJ6,COQ3,LR_T2,0.3971332273039341
turquoise,Q9NZL9,MAT2B,LR_T2,0.2604038072155702
turquoise,Q9P0L0,VAPA,LR_T2,-0.3510127355703824
turquoise,Q9UBC2,EPS15L1,LR_T2,-0.16363639169127292
turquoise,Q9UBG0,MRC2,LR_T2,0.15699237381813091
turquoise,Q9UBQ5,EIF3K,LR_T2,0.3702994650344271
turquoise,Q9UDT6,CLIP2,LR_T2,0.07293789523547187
turquoise,Q9UHG3,PCYOX1,LR_T2,-0.06211817112374346
turquoise,Q9UHP9,SMPX,LR_T2,0.04352590834198645
turquoise,Q9UHV9,PFDN2,LR_T2,-0.3290148977162739
turquoise,Q9UIA9,XPO7,LR_T2,0.3971720821998153
turquoise,Q9UIC8,LCMT1,LR_T2,0.36174357556696135
turquoise,Q9UJW0,DCTN4,LR_T2,-0.42011724395351835
turquoise,Q9UKU7,ACAD8,LR_T2,0.2359018793122855
turquoise,Q9UM00,TMCO1,LR_T2,-0.30473010265934863
turquoise,Q9UM22,EPDR1,LR_T2,0.20077508071151498
turquoise,Q9UMS0,NFU1,LR_T2,0.4457048103692919
turquoise,Q9UMX0,UBQLN1,LR_T2,0.017236978657536234
turquoise,Q9UN37,VPS4A,LR_T2,0.1598438733878012
turquoise,Q9UNS2,COPS3,LR_T2,0.33731491652493567
turquoise,Q9Y230,RUVBL2,LR_T2,0.12237247524794685
turquoise,Q9Y266,NUDC,LR_T2,0.5658254921030799
turquoise,Q9Y2B0,CNPY2,LR_T2,-0.011637712881120477
turquoise,Q9Y2R0,COA3,LR_T2,-0.34964991575588555
turquoise,Q9Y3A3,MOB4,LR_T2,-0.74378230132181955
turquoise,Q9Y3C4,TPRKB,LR_T2,-0.3482202063047747
turquoise,Q9Y3C6,PPIL1,LR_T2,-0.3398985487409929
turquoise,Q9Y3F4,STRAP,LR_T2,0.2627695780779826
turquoise,Q9Y450,HBS1L,LR_T2,0.36909815468941265
turquoise,Q9Y4E8,USP15,LR_T2,0.22146342182890383
turquoise,Q9Y4G6,TLN2,LR_T2,-0.3725195732765138
turquoise,Q9Y570,PPME1,LR_T2,0.04089275982243496
turquoise,Q9Y5K5,UCHL5,LR_T2,0.078841269339004
turquoise,Q9Y5L4,TIMM13,LR_T2,0.2666691665067086
turquoise,Q9Y5M8,SRPRB,LR_T2,-0.35810581771395705
turquoise,Q9Y6E2,BZW2,LR_T2,-0.15695257944814178
turquoise,Q9Y6H1,CHCHD2,LR_T2,0.4269537451650116
blue,A1L0T0,ILVBL,HR_T1,-0.08326277615825231
blue,A6NNS2,DHRS7C,HR_T1,0.7120586389617499
blue,O00159,MYO1C,HR_T1,0.6124104348523277
blue,O00410,IPO5,HR_T1,0.3381624558824588
blue,O00429,DNM1L,HR_T1,0.3673954814830877
blue,O00442,RTCA,HR_T1,0.26337405103873557
blue,O00505,KPNA3,HR_T1,0.3212564564336566
blue,O00571,DDX3X,HR_T1,-0.057483042677745795
blue,O14653,GOSR2,HR_T1,0.23367866006929575
blue,O14874,BCKDK,HR_T1,0.406932904178306
blue,O14957,UQCR11,HR_T1,0.10904788634511307
blue,O14980,XPO1,HR_T1,0.4449706339068995
blue,O14983,ATP2A1,HR_T1,0.0857905683753332
blue,O15144,ARPC2,HR_T1,-0.2607645250879528
blue,O15145,ARPC3,HR_T1,0.26037031280413203
blue,O15371,EIF3D,HR_T1,0.0824621192307142
blue,O43414,ERI3,HR_T1,0.9647898888568259
blue,O43598,DNPH1,HR_T1,0.2529200890077611
blue,O43615,TIMM44,HR_T1,0.10607503659955153
blue,O43813,LANCL1,HR_T1,0.6457256498248688
blue,O60237,PPP1R12B,HR_T1,0.27768392518003826
blue,O60256,PRPSAP2,HR_T1,0.2510438072418208
blue,O60313,OPA1,HR_T1,0.08068055181352343
blue,O60506,SYNCRIP,HR_T1,0.48699702172883047
blue,O60610,DIAPH1,HR_T1,0.4323507302660648
blue,O60784,TOM1,HR_T1,0.7078192522314631
blue,O60884,DNAJA2,HR_T1,0.016477879795697616
blue,O75027,ABCB7,HR_T1,0.07163188793702939
blue,O75208,COQ9,HR_T1,0.3590042241430455
blue,O75380,NDUFS6,HR_T1,-0.20897034106680026
blue,O75431,MTX2,HR_T1,0.04798089880466283
blue,O75439,PMPCB,HR_T1,-0.4586293601419453
blue,O75663,TIPRL,HR_T1,0.5713872748971695
blue,O75915,ARL6IP5,HR_T1,0.5542400024735563
blue,O75935,DCTN3,HR_T1,0.1313083844486938
blue,O94811,TPPP,HR_T1,0.18456123569630592
blue,O94826,TOMM70,HR_T1,0.21689958180589938
blue,O94903,PLPBP,HR_T1,-0.1250647788775829
blue,O95376,ARIH2,HR_T1,0.1825014718714201
blue,O95433,AHSA1,HR_T1,0.4439992126173541
blue,P00395,MT-CO1,HR_T1,0.20486664967923465
blue,P02750,LRG1,HR_T1,-0.3129481406712044
blue,P02751,FN1,HR_T1,-0.053651656601474626
blue,P04406,GAPDH,HR_T1,0.1298430519672015
blue,P04843,RPN1,HR_T1,-0.01089579282094623
blue,P04844,RPN2,HR_T1,0.07609202875753966
blue,P05386,RPLP1,HR_T1,-0.13492058527713882
blue,P05452,CLEC3B,HR_T1,0.12615777809205547
blue,P05455,SSB,HR_T1,0.026974245703819028
blue,P06748,NPM1,HR_T1,0.010893313156242581
blue,P07339,CTSD,HR_T1,0.16830362514056088
blue,P07741,APRT,HR_T1,-0.2427759642449488
blue,P08574,CYC1,HR_T1,0.16650523890777488
blue,P08708,RPS17,HR_T1,0.31410393123833974
blue,P10155,RO60,HR_T1,0.044341306654023506
blue,P11182,DBT,HR_T1,0.273373878159677
blue,P11586,MTHFD1,HR_T1,0.3469330962510467
blue,P11940,PABPC1,HR_T1,-0.2253503148267038
blue,P13010,XRCC5,HR_T1,0.19167727370504464
blue,P13473,LAMP2,HR_T1,-0.095051736297874
blue,P14618,PKM,HR_T1,-0.09895650875273068
blue,P15880,RPS2,HR_T1,0.03237600233668049
blue,P16671,CD36,HR_T1,0.3657257954049726
blue,P17612,PRKACA,HR_T1,0.749152063121633
blue,P17812,CTPS1,HR_T1,0.27914542293363703
blue,P17980,PSMC3,HR_T1,0.20381381121588207
blue,P19971,TYMP,HR_T1,0.24939263868322728
blue,P20774,OGN,HR_T1,0.5274389193292495
blue,P21333,FLNA,HR_T1,0.450437202414252
blue,P21399,ACO1,HR_T1,0.6187697443710858
blue,P21953,BCKDHB,HR_T1,-0.2514487231292589
blue,P21980,TGM2,HR_T1,-0.13384054060339526
blue,P22570,FDXR,HR_T1,-0.6530654400584385
blue,P23786,CPT2,HR_T1,-0.27677858451158893
blue,P24534,EEF1B2,HR_T1,0.03170581690575242
blue,P25311,AZGP1,HR_T1,-0.1111279605649236
blue,P25787,PSMA2,HR_T1,0.28810445933721013
blue,P26599,PTBP1,HR_T1,0.3177795567033499
blue,P28482,MAPK1,HR_T1,0.07259729204571855
blue,P30084,ECHS1,HR_T1,-0.05125456652618788
blue,P30085,CMPK1,HR_T1,0.7641341318675897
blue,P30153,PPP2R1A,HR_T1,0.24241564183813885
blue,P30419,NMT1,HR_T1,0.2781613252293927
blue,P30536,TSPO,HR_T1,0.14371906172875942
blue,P30566,ADSL,HR_T1,0.7084053986778649
blue,P31040,SDHA,HR_T1,-0.5264069992361309
blue,P31939,ATIC,HR_T1,0.6032620702626288
blue,P31942,HNRNPH3,HR_T1,-0.21334305981329985
blue,P34897,SHMT2,HR_T1,-0.1095448157727614
blue,P35241,RDX,HR_T1,0.3615600631485484
blue,P35270,SPR,HR_T1,0.17113338266504158
blue,P35998,PSMC2,HR_T1,0.0549461401425115
blue,P36543,ATP6V1E1,HR_T1,0.37201428198385894
blue,P38159,RBMX,HR_T1,0.16293050903244086
blue,P40227,CCT6A,HR_T1,0.19075945036593103
blue,P40939,HADHA,HR_T1,0.0715429218553163
blue,P41250,GARS1,HR_T1,0.43047751634104775
blue,P42704,LRPPRC,HR_T1,-0.73224445320609155
blue,P42765,ACAA2,HR_T1,-0.56882584944262
blue,P43686,PSMC4,HR_T1,0.15875435802891796
blue,P45984,MAPK9,HR_T1,-0.1881570538008154
blue,P45985,MAP2K4,HR_T1,0.1296398024875199
blue,P46782,RPS5,HR_T1,0.1986092999258073
blue,P46783,RPS10,HR_T1,-0.014625037889717267
blue,P49023,PXN,HR_T1,0.037025953785437604
blue,P49354,FNTA,HR_T1,-0.1340090279198372
blue,P49441,INPP1,HR_T1,-0.04365205839335944
blue,P49591,SARS1,HR_T1,0.03640451253754768
blue,P50583,NUDT2,HR_T1,0.39774026168036486
blue,P50995,ANXA11,HR_T1,0.5897727595741397
blue,P51570,GALK1,HR_T1,0.2068627487507678
blue,P51648,ALDH3A2,HR_T1,0.11869485939690212
blue,P52788,SMS,HR_T1,0.23886905853986629
blue,P53618,COPB1,HR_T1,-0.021432813452237718
blue,P53990,IST1,HR_T1,0.6153329432011038
blue,P54619,PRKAG1,HR_T1,0.45788682959080595
blue,P54819,AK2,HR_T1,-0.5935671526986479
blue,P55010,EIF5,HR_T1,0.37132416334208024
blue,P55060,CSE1L,HR_T1,0.5014326829226576
blue,P60953,CDC42,HR_T1,0.10315160763626921
blue,P61006,RAB8A,HR_T1,0.2634036942816164
blue,P61020,RAB5B,HR_T1,0.08941688985066956
blue,P61026,RAB10,HR_T1,0.6285936277992035
blue,P61221,ABCE1,HR_T1,-0.18338209262903502
blue,P61224,RAP1B,HR_T1,0.1004680593325884
blue,P61225,RAP2B,HR_T1,0.36612939842516745
blue,P61769,B2M,HR_T1,0.4715531810447534
blue,P61916,NPC2,HR_T1,0.1900584286444407
blue,P61923,COPZ1,HR_T1,0.15228899613641517
blue,P62081,RPS7,HR_T1,0.39440051658395386
blue,P62140,PPP1CB,HR_T1,0.27601044475211484
blue,P62191,PSMC1,HR_T1,0.2789175825268346
blue,P62253,UBE2G1,HR_T1,0.8368945352494934
blue,P62807,H2BC4,HR_T1,0.22479986138656868
blue,P62841,RPS15,HR_T1,0.2544924065346487
blue,P62847,RPS24,HR_T1,0.12333453505116838
blue,P62879,GNB2,HR_T1,0.13246289400904085
blue,P63104,YWHAZ,HR_T1,0.24965496766243095
blue,P68036,UBE2L3,HR_T1,0.41255875979275747
blue,P78356,PIP4K2B,HR_T1,0.05215639254236258
blue,P78371,CCT2,HR_T1,0.10442679531846168
blue,P78560,CRADD,HR_T1,0.09247140278516443
blue,P82909,MRPS36,HR_T1,0.23404904423750242
blue,P84085,ARF5,HR_T1,0.38523421219089576
blue,Q00169,PITPNA,HR_T1,0.34511108231231324
blue,Q00G26,PLIN5,HR_T1,-1.5400375897372292e-4
blue,Q02218,OGDH,HR_T1,0.07576175921290627
blue,Q02750,MAP2K1,HR_T1,0.700564821365224
blue,Q02878,RPL6,HR_T1,0.157881640526837
blue,Q02952,AKAP12,HR_T1,0.22324335682008029
blue,Q03135,CAV1,HR_T1,0.49749893784856714
blue,Q04837,SSBP1,HR_T1,0.20273340368813128
blue,Q08623,PUDP,HR_T1,0.5423915044396282
blue,Q10567,AP1B1,HR_T1,0.15056614558849865
blue,Q10713,PMPCA,HR_T1,0.6065404162350915
blue,Q13148,TARDBP,HR_T1,0.17317212174696928
blue,Q13405,MRPL49,HR_T1,0.09135260822414012
blue,Q13424,SNTA1,HR_T1,0.15551917246319694
blue,Q13496,MTM1,HR_T1,0.16032784651508264
blue,Q13526,PIN1,HR_T1,0.5731063123749252
blue,Q13557,CAMK2D,HR_T1,-0.0945838914206198
blue,Q13564,NAE1,HR_T1,0.22189534748386344
blue,Q13619,CUL4A,HR_T1,0.46714737232791315
blue,Q13620,CUL4B,HR_T1,0.6005327652564095
blue,Q13724,MOGS,HR_T1,0.03385201987749637
blue,Q13976,PRKG1,HR_T1,0.15769282171715718
blue,Q14011,CIRBP,HR_T1,0.8114394144454337
blue,Q14108,SCARB2,HR_T1,0.27775915345722657
blue,Q14558,PRPSAP1,HR_T1,0.12669772339876165
blue,Q14914,PTGR1,HR_T1,-0.11905517306674114
blue,Q14974,KPNB1,HR_T1,0.22101282906226766
blue,Q15121,PEA15,HR_T1,0.631873475329611
blue,Q15363,TMED2,HR_T1,0.3557076323673917
blue,Q15642,TRIP10,HR_T1,0.18904261253843813
blue,Q16718,NDUFA5,HR_T1,0.053491464395685404
blue,Q16740,CLPP,HR_T1,0.1498350402184702
blue,Q16795,NDUFA9,HR_T1,-0.11137830630567602
blue,Q16836,HADH,HR_T1,-0.04847490993298366
blue,Q2TAA2,IAH1,HR_T1,0.45810471254787394
blue,Q5VYK3,ECPAS,HR_T1,0.7079134378776644
blue,Q5XKP0,MICOS13,HR_T1,0.1335804916407876
blue,Q6DKJ4,NXN,HR_T1,0.3804234895206963
blue,Q6IBS0,TWF2,HR_T1,0.09676983810623944
blue,Q6JQN1,ACAD10,HR_T1,-0.32726388932018674
blue,Q6UW78,UQCC3,HR_T1,0.22976774808041708
blue,Q7KZF4,SND1,HR_T1,0.37663891672516414
blue,Q7L2H7,EIF3M,HR_T1,0.29308360739264666
blue,Q86VS8,HOOK3,HR_T1,0.18230300347978942
blue,Q86VU5,COMTD1,HR_T1,0.4117311703119782
blue,Q8IXM3,MRPL41,HR_T1,0.12538771074391908
blue,Q8IZ83,ALDH16A1,HR_T1,-0.09043786025823213
blue,Q8N0U8,VKORC1L1,HR_T1,0.09375309399086548
blue,Q8N142,ADSS1,HR_T1,0.2276171716701698
blue,Q8N766,EMC1,HR_T1,0.09700472149583791
blue,Q8NBX0,SCCPDH,HR_T1,0.6746824282437593
blue,Q8NHH9,ATL2,HR_T1,0.15087349424710372
blue,Q8TAT6,NPLOC4,HR_T1,0.5529596424840632
blue,Q8TB37,NUBPL,HR_T1,-0.3612383375958498
blue,Q8TCD5,NT5C,HR_T1,0.6481105930498158
blue,Q92616,GCN1,HR_T1,0.11635576662545367
blue,Q92882,OSTF1,HR_T1,-0.02184946281405595
blue,Q93008,USP9X,HR_T1,-0.25532340871138653
blue,Q93034,CUL5,HR_T1,0.6141775954815695
blue,Q969Q5,RAB24,HR_T1,-0.5941228518328607
blue,Q96AB3,ISOC2,HR_T1,0.17532439675682307
blue,Q96AC1,FERMT2,HR_T1,0.12776862753783078
blue,Q96AQ6,PBXIP1,HR_T1,0.015721486697336962
blue,Q96C23,GALM,HR_T1,0.3731907029305268
blue,Q96C90,PPP1R14B,HR_T1,0.11050633421332672
blue,Q96CV9,OPTN,HR_T1,0.25691929294929994
blue,Q96EY7,PTCD3,HR_T1,0.1776962304223674
blue,Q96FV2,SCRN2,HR_T1,0.1489770323600466
blue,Q96GG9,DCUN1D1,HR_T1,0.35562736009291135
blue,Q96HY7,DHTKD1,HR_T1,-0.061626879922781694
blue,Q96I23,PYURF,HR_T1,0.16486442592551917
blue,Q96MF6,COQ10A,HR_T1,0.333889137933538
blue,Q96PE7,MCEE,HR_T1,-0.11473934617496731
blue,Q96RQ3,MCCC1,HR_T1,0.6049140543667714
blue,Q99460,PSMD1,HR_T1,0.6418904023293194
blue,Q99471,PFDN5,HR_T1,0.09240921717980746
blue,Q99598,TSNAX,HR_T1,0.5844019174315397
blue,Q99685,MGLL,HR_T1,0.03732449318516751
blue,Q99757,TXN2,HR_T1,0.16922344611407766
blue,Q99829,CPNE1,HR_T1,0.6178014297112872
blue,Q99832,CCT7,HR_T1,0.07406513382448734
blue,Q9BR39,JPH2,HR_T1,-0.07863000760382723
blue,Q9BRF8,CPPED1,HR_T1,0.21051298510114622
blue,Q9BS92,NIPSNAP3B,HR_T1,0.08957226863015604
blue,Q9BTT0,ANP32E,HR_T1,0.0836675055142329
blue,Q9BWH2,FUNDC2,HR_T1,0.07995321200203898
blue,Q9BXW6,OSBPL1A,HR_T1,0.07563667612665925
