uniprot_id,protein,gene,description,S03_T1,S10_T1,S16_T1,S22_T1,S24_T1,S27_T1,S28_T1,S04_T1,S05_T1,S06_T1,S12_T1,S14_T1,S17_T1,S21_T1,S30_T1,S03_T2,S10_T2,S16_T2,S22_T2,S24_T2,S27_T2,S29_T2,S04_T2,S05_T2,S06_T2,S12_T2,S14_T2,S17_T2,S21_T2,S30_T2,S03_T3,S10_T3,S16_T3,S22_T3,S24_T3,S27_T3,S29_T3,S04_T3,S05_T3,S06_T3,S12_T3,S14_T3,S17_T3,S21_T3,S30_T3
Q96IU4,ABHEB_HUMAN,ABHD14B,Protein ABHD14B,20.575033234891965,21.58729148464238,21.553019907570103,20.66311609664118,22.04998012927014,22.112639114974407,22.04410663900312,21.287804664345796,21.43638620825282,21.351657754179513,21.433784198138287,21.382745171638597,21.153619963338272,21.70744444347303,21.52568041646946,21.308483463364965,20.680000642543657,21.52372001232171,21.23531661114398,21.391021588648776,21.879820928973626,21.960379160950172,21.426906533103452,21.421459386486077,21.82272960286769,21.516297108017465,21.296259671303353,21.35443184494962,21.638218659999133,21.747645305272982,20.88878165261323,21.500982653549304,21.50240566073681,21.090930789185855,21.018982020031583,21.799787626214357,21.194198339814964,21.47198555529511,21.651645745051365,21.60842267170241,21.506219313851783,21.154884098619277,21.328167408338615,21.531917577750132,22.001507480475137
O95870,ABHGA_HUMAN,ABHD16A,Phosphatidylserine lipase ABHD16A,15.226124367106083,15.341651747275154,15.230751497329834,15.093535827952493,15.240057913452329,15.167563145706943,15.728674989577328,15.526471721365612,15.366600640891356,15.31334144251578,15.340451955051766,15.082286226867756,15.169464814179104,15.189764272722561,15.141311573427142,15.330323245137535,15.27082377969605,15.292817006852204,15.088782014715315,15.358757834918691,15.325496358706088,15.543047672744438,15.843523735209098,15.340974684369042,14.903563549873397,14.99993085224602,14.794809362300644,15.19549273955336,15.29574411648233,15.208352775054541,15.30489113669003,15.211221381938866,15.36279903270112,15.144141067864462,14.671474504279772,15.410064900281576,15.240442389705322,15.342759982895943,15.385906200868863,15.247989876668205,15.707827441231338,15.00796501478809,14.894596691556522,15.316235845446542,15.083114665278433
P09110,THIK_HUMAN,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",17.319731935259426,17.816386158358686,18.306287726503395,19.080559405751732,18.214217271604287,18.447456379372248,17.930339153370728,18.114579182863352,18.6430679878398,18.56307545769222,19.031120520379673,18.275166376989564,20.27029800732015,18.314209861381,19.780588913019997,18.38167177756374,18.89020875426143,18.49835613704701,17.879560192277324,18.02137339104215,18.500737161502705,18.514563511129005,18.49017506375611,18.556424100566428,18.016062866938025,19.65602369129256,17.765309847006485,18.77941617770144,18.214402339147416,19.259967544374373,18.309068393562992,18.09369508360502,18.50273006406407,19.006075357672,19.197506967399384,18.27271772267552,18.41490691583897,18.398970812427528,18.02118906183916,17.6698210243476,18.09825385314752,18.45593291601037,18.435892787162267,17.76055057416218,18.192253467697046
P42765,THIM_HUMAN,ACAA2,"3-ketoacyl-CoA thiolase, mitochondrial",24.1884499832104,23.755836338720915,24.200243485027112,23.885773589703327,24.05755321347966,24.142776613862665,23.64495827392429,23.929768388477807,23.880483275298868,24.104481843808856,24.209762529607872,24.38524564518712,24.87144251171479,24.059286696861413,24.38181564235726,24.023658088012617,24.485618709247863,23.892714545908888,23.943027001718143,24.387355094483222,24.069778238310256,24.017392601975217,23.688343280625,23.999634232435515,24.634894996452584,24.482781458681472,24.35055365476087,24.47873299155893,23.98614928308078,24.33162770737189,23.69121873166556,24.115549534135667,24.13248386192824,24.190908287388975,23.889748587280092,24.00674356566554,24.29098129819041,23.90305728199295,23.802713761235104,24.343616112523,24.12388967217,24.120484560111837,24.282317901227604,24.07999536140372,24.43157632098923
Q13085,ACACA_HUMAN,ACACA,Acetyl-CoA carboxylase 1,21.660799815699324,24.44354324760468,23.757251357623243,22.068199070552403,23.98459878673834,22.64006851637345,24.167897213033935,23.790817109129794,23.75202935852073,24.813479765155307,23.992901254962835,23.08389369024153,21.759038280993952,23.302542124948637,22.331473574687024,23.86205195544121,24.428170588969852,23.896225519781652,23.369713732833464,23.956867366493583,23.623472555340133,23.88152554128732,23.15169691678889,23.797863165990893,24.119762558833976,24.06452685292414,23.6805331142549,22.70610244067491,24.044910383156196,24.3097724489688,24.25610672566548,23.531523718020683,23.7929169431435,24.23156943107945,20.90027453950544,23.76471908814524,24.279953753434754,23.81331525936084,24.505413940508905,24.282690247406777,24.5966909288054,23.38708452928461,23.382864833257475,24.344782975926524,24.327237984826727
O00763,ACACB_HUMAN,ACACB,Acetyl-CoA carboxylase 2,15.520089382745626,15.524177898469953,15.373789934706103,15.385431361823303,15.35693553743218,15.352907903185129,15.545702203841945,15.402022882566737,15.746146643757012,15.502831068356413,15.859508225370757,15.409651058829443,15.457319521724711,15.410051721175355,15.377403988414441,15.467835402546841,15.46645825530868,15.132378203375106,15.061143111678843,15.456988377153383,15.3926357525866,15.36365030540116,16.0248615726717,15.651075615486103,15.56096928209371,15.351237918670792,15.360272585972496,15.480376918059727,15.44412813874701,14.846379363088776,15.45747801100441,15.40484097168899,15.471138584640778,15.431820918125448,15.392518762634683,15.485316050328136,15.442938987006707,15.12809920318728,15.54751427023789,15.912066943772526,15.765026175590332,15.420987193175208,15.43599904690116,15.47614280568256,15.375228698209039
Q6JQN1,ACD10_HUMAN,ACAD10,Acyl-CoA dehydrogenase family member 10,19.349006223522917,18.797884680961428,19.168992842192452,19.232290763933978,19.35439829409562,19.17601877809399,18.56289745532632,19.114715613009366,19.148178245225232,19.45037802570642,19.38761190388519,19.10988572704613,19.22397643221717,19.248720942686834,19.449515687201327,20.01758404739283,19.08578979785774,19.092538112247873,19.14168376014548,20.22057331242272,19.15631650812747,19.61039284805409,18.6259904310372,19.324537604284725,19.41963367204012,19.397363315715754,19.093432041883226,19.232143059098973,18.762467772524275,19.18573629428748,19.06704677376449,18.911406183866294,19.088517219549782,19.165125673124493,19.23222158884962,19.193981370402913,19.275780413941757,19.59765896335189,19.02772909532762,19.264917097385403,19.20646310877209,18.719538323086784,18.741023256041363,18.796711682907446,19.27960644409322
Q9UKU7,ACAD8_HUMAN,ACAD8,"Isobutyryl-CoA dehydrogenase, mitochondrial",19.254766277357728,19.9703999859738,20.125775415637268,19.7938831038272,20.576313924728883,20.684065638176317,19.471152910708224,19.944763121586004,20.57934384097397,20.360061551768812,20.757279526910764,20.83269177182739,20.134212208003504,20.084292118275524,21.109289155624545,21.1044943845705,19.912176507879185,20.367090545494765,21.006205127126407,20.071182448542014,20.409614527299187,20.534871661013096,20.00367845732689,20.394775714763565,20.53061450353481,20.36799237702556,20.580796998053337,19.905463966312837,20.24552947278782,21.237254232714577,20.60671818530982,18.848581433048334,20.369343212932765,20.266138746573308,18.51509774071293,20.250830218543495,20.233708083887933,20.165706696255363,20.416149134520953,20.16336110891068,20.08675282602977,20.29839192021456,21.19722818662022,20.03306512331626,20.778340981330143
Q9H845,ACAD9_HUMAN,ACAD9,"Complex I assembly factor ACAD9, mitochondrial",18.68952873380477,19.066775965840225,18.35307075957866,17.912371421355736,18.2722913787095,18.510122751312966,19.26855673096593,17.488618945812675,18.74970535285637,18.413978713745596,19.269064907090993,18.9929746022634,18.735932274735617,17.81500732788194,18.55428791842053,18.561223287711876,18.282013343017088,18.460696362178428,17.927868726634376,18.966861801932883,18.86681812277371,19.334796869814696,17.627984052019524,18.11713810849859,17.445879968543302,19.59355308342079,18.505598584064497,17.131062395143296,18.14499577811973,17.658542489123683,19.04800730032153,17.70039241321581,18.839195167876888,18.146988614447128,18.031118473311658,17.828792552685524,17.890915686740318,18.2884993754198,18.595843939399106,18.45256033751151,19.22994512261204,18.659862753536917,17.65489429118785,18.16372880612226,17.428275803935215
P11310,ACADM_HUMAN,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23.489339798757623,23.47515444744031,23.98011337467538,23.593026432903855,24.13994374769354,24.03471426325515,23.36645705629818,23.54908771648236,24.245513364236803,23.57643990959498,23.48550521648416,23.751495543525255,24.60186506677673,23.549560032253517,24.02655916452645,23.82883710997593,23.606308847027968,24.02466740114624,23.971468280916813,23.900737935197892,24.005926545339577,23.91358930338552,23.61220208834992,23.833714128506735,23.88793135811584,23.591167823521292,23.059732534273937,24.70968573407387,23.68216330833242,24.34466328596064,23.341360089610856,23.080962105505456,23.87110760691492,23.260650883580425,23.54662942666468,23.955808161086015,24.112610614175875,23.41396466189338,23.83598751045105,23.659882188665986,23.63872335117166,23.35659941039414,24.729846106485564,23.54595980765519,24.094504970199814
P16219,ACADS_HUMAN,ACADS,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",23.82640385639306,23.270749148943555,23.574033231333654,23.655832375168934,23.006562247862853,24.40133575169124,23.842001983696925,23.332185228107793,23.50857184352544,23.848592989742947,23.78296968476732,22.97066736092377,24.138199787340177,22.228864758464734,24.06677496934007,23.72377051355212,23.645487540180532,23.36693509533467,24.22742033086041,23.5598470275981,24.234689239988587,22.299405636105853,23.697902687352418,23.536511652912793,24.09280609590434,23.86956611735311,22.45825635607229,24.382814428851287,21.540782120042724,23.743071115850963,23.436334799879308,23.109542842177262,23.33196496592076,23.952498884470913,22.156936406454687,24.086698156625427,23.539410672945294,23.687289162681378,23.43718718674968,23.96534884050159,23.72356413800471,22.33565432631761,24.35201091501569,21.6210631312917,23.865205446847515
P45954,ACDSB_HUMAN,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",21.044573520702393,20.350855506474804,20.14039728768531,20.749406864684175,20.583584851784035,21.209905239051093,20.435794501703977,20.12243386189657,20.962150804821352,20.800838127090145,21.074595824824197,21.665750856811343,21.41549819208408,20.29229941202891,21.643500823609703,20.9469656890366,20.457602646796648,20.85940508945595,21.794059536837224,20.219459855879272,20.58077795016848,20.467071594483286,21.36710848292771,20.59809201937739,21.40147050403543,21.003825252410316,21.043743253900377,21.21065243815278,20.532002447164736,21.72890853809818,20.843327670288243,20.19945029458717,20.589860756678014,21.07751411499434,19.444317717920097,20.5741399238184,20.26834271916697,20.74922547733459,20.663896562376618,20.984207964710073,21.48095475720201,20.710036412647124,21.325433589667313,20.015748709002143,21.60730736567255
P49748,ACADV_HUMAN,ACADVL,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",25.591668007584243,25.860400905400567,26.211262634867907,25.466110224934177,26.115472767945423,26.16339063526117,25.825982085246043,26.176723458666324,25.85732290163186,26.15877950201559,26.019991738825457,26.110204949415422,26.177186326691313,25.84466861095836,26.482942087967466,26.0473861916856,26.043776154949672,25.92882993592068,25.998963523766463,25.815248756102445,26.06590046055424,26.067671345902912,26.14422475203511,25.799335390929578,26.19032241023949,26.15683966914839,26.387796439011023,25.933755706663444,25.81364697313054,26.219333791545647,25.901417478093936,26.27860291048165,25.92892986749073,26.008616876929544,25.322993098553688,25.94136495077604,25.87191453400038,26.325021681838123,25.864722126002512,26.064587719650955,26.071237755359544,26.305825647437597,26.359375193177534,25.901903234915444,26.22921419462655
P24752,THIL_HUMAN,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",26.505928032894975,25.538032063888902,25.837890072077148,25.94343905445321,25.89996095207728,25.626118354912816,25.773918418805764,25.684399864584982,26.050920496650978,25.92593833575396,25.874147325273213,26.187099817396785,26.778238277545658,25.71486077813901,26.42685496979693,26.086832705530945,25.992693398991655,25.709539289013566,25.99527163210008,26.10866838491834,25.5405648072484,26.18593264132356,26.351930388578072,26.02951300260941,26.234050435944045,25.982432406796686,25.21263936591722,26.75867515287197,26.018031076671186,26.53534500776892,25.65653384082417,25.26299668729082,25.650957695605403,25.88393456106417,25.600340999763016,25.694022797710986,26.14035735702536,25.73066536166185,26.053306927269652,26.04937947019704,25.83825906671956,25.835042184955828,26.39931261071685,25.81471913885853,26.29877608766605
P21399,ACOC_HUMAN,ACO1,Cytoplasmic aconitate hydratase,21.74921199640063,21.196371805068004,21.249626064136635,21.533798220984742,21.533335662244735,21.4928224819055,20.96333094747638,20.219351591561946,21.064287604302216,20.909335621216503,21.39529882051264,20.66513091209423,20.971299747273743,21.285215389151904,21.92780291412879,21.04284231173032,21.05638890501346,20.99254022885623,20.991432622058984,21.954020265905847,20.70339380815316,21.206301888751568,20.134519355305525,21.00842926734309,21.28690747989701,21.428859302640316,21.558926241401792,21.396308017459308,20.693976374638403,21.496300790258445,20.698710570402,20.1124880222726,20.99139386088621,21.31536121398148,21.60598180430502,20.832693051548333,21.661028187205584,20.32375996862532,20.989957248075346,21.135124777276424,21.03917398970303,20.219899617879253,20.80033327073369,21.150627335908187,21.754240761427525
Q99798,ACON_HUMAN,ACO2,"Aconitate hydratase, mitochondrial",26.58572821746589,25.979950939506377,26.75043864771946,26.670969713092507,26.964737044663305,26.629130195847303,26.251165375370356,26.223214038878886,26.36999358507079,26.33491585884466,26.591540431213616,26.653785934364855,26.8402660937082,26.20890501890841,27.196508351741684,26.399285886473763,26.771033563671836,26.63273995625418,26.56861181542397,26.376481222034137,26.520245304203176,27.01633106023784,26.596017702109556,26.643557962212583,26.884772372144965,26.761186799937924,26.469158275420003,26.791381593457583,26.677643761007733,27.197443988914188,26.233175337802948,26.503340831177653,26.792778855962304,26.59994117272357,26.980337501180127,26.468518834282765,26.37170007976913,26.303384011860143,26.505304809037675,26.61631091572467,26.650093818995188,26.34575751039353,26.80198424202911,26.428266534648845,27.196656927651823
Q86TX2,ACOT1_HUMAN,ACOT1,Acyl-coenzyme A thioesterase 1,19.230965925529052,19.4413659353793,19.15528370237872,19.195593240835176,19.15093491589125,18.754140218464723,19.51861713878488,18.866316714161055,20.474591008358864,19.250484057955635,20.802508781276497,19.348683780909038,19.17264111718487,18.863757611333625,19.747875965035536,19.14300127620932,19.282692434351933,20.360801295221336,20.164150371469457,18.297646556743235,17.73217947506384,18.97899551376494,17.680249877530805,19.999457102485582,20.228011514344537,20.380921320684067,19.12545520241158,18.786115288368155,19.58822973465312,20.55652645203652,19.266630762361395,19.182710838127907,19.13756119313429,18.932834865209394,19.12125631461537,19.164666396808506,18.832620771199085,19.26189512488304,19.42346199622492,20.07847131914148,19.74248185268588,19.26383527310329,19.336757781460086,18.56679381440453,20.170005781233336
Q9NPJ3,ACO13_HUMAN,ACOT13,Acyl-coenzyme A thioesterase 13,23.53548748144985,22.522301176937148,22.691579961125065,22.8191427155901,22.698720048792556,22.64439001944047,22.4296223208597,22.480011624173155,22.599388351103578,22.92819621502446,23.319560392356316,22.855243871855187,22.333195856766466,23.032592805806026,23.302410198572165,23.063379603615125,22.95784322878326,22.7830465726212,22.12531249274129,23.54712066077743,22.475430703487294,22.313335576324818,22.67916515651271,22.82193158408032,23.789388271993857,23.360944843766465,22.759503943975172,23.22400593004921,22.38760342363777,23.131576443389157,22.291514248192936,22.730179259578858,22.86556374674443,21.90244758223322,22.53393901257836,22.22095513291159,22.985265744024495,22.860436045059693,22.187064070308896,23.686029230499535,22.785435738657956,22.54571607985761,22.89512469280112,22.751784325361665,23.52828620311977
P49753,ACOT2_HUMAN,ACOT2,"Acyl-coenzyme A thioesterase 2, mitochondrial",23.899875527875768,23.852419314298963,23.554558331286128,23.464792489211113,23.762946205608184,23.346353993454056,23.20142587896217,23.106549824382803,23.352766592968315,23.12150703329806,23.526343600503676,24.318650014061603,24.22914514611165,23.33001912476075,23.92898883961311,23.6708605874025,24.128433690252105,23.532740241856313,23.64754406859092,23.449553201106415,23.140505231128216,23.651660791062213,23.511710816193595,23.260894950212116,23.400206134563685,23.55049504218472,23.75666720668968,24.244867160299737,23.55610657154875,23.989265167196844,23.446268966832047,23.47582104520999,23.454504236684414,23.494262443090083,23.3446768102915,23.04744985182478,23.658441260537774,23.325149261055564,23.468896151582516,23.190566012736756,23.403903938608583,23.62253259680853,23.655305438603367,23.3980746265649,23.93556593538137
Q9Y305,ACOT9_HUMAN,ACOT9,"Acyl-coenzyme A thioesterase 9, mitochondrial",23.335958767599028,21.502146045131234,21.780508615980427,22.49348225979272,22.674044769335183,21.851736056993794,22.015029665328612,22.025027816652766,21.51965942719433,21.485025987695437,23.28831245297325,22.184613382138267,23.075442763025546,22.384589452070298,22.9530157510865,22.419461873726217,22.844061240233703,21.734229746233087,21.86825714570488,22.766004406549147,21.74719012061941,22.506975004480186,21.85988776326488,22.207326788766103,22.282139511116945,23.27197773589953,22.52860175926868,21.729030266612217,21.941089304937073,22.62824704990041,22.3237148913933,22.686048122210657,21.882967864670924,22.440995839610384,23.887217537880996,21.68958495962668,22.358062362858604,22.710664832527716,21.87147577977132,22.313527458818964,22.68744173489969,22.09956755919694,22.069708425121753,22.34652012313407,22.682396327960447
P24666,PPAC_HUMAN,ACP1,Low molecular weight phosphotyrosine protein phosphatase,21.976372664991185,21.598560856333748,22.51358888875908,22.62926124448768,23.23275259825277,22.93858472285637,22.3980083464106,22.47000187614732,22.509455294226843,22.715842175936775,22.898140483831018,22.582600401273098,22.44623859864743,23.20924045851378,22.25367267518343,22.304730601174008,21.77272314612411,22.28102032401917,22.930893286495397,22.39248223772591,22.560418979342632,22.72519523119717,22.570789153115975,22.630263397037737,22.51203807856484,22.77794067844685,22.24863893301566,20.827359707713832,22.632796318396768,22.37237939981166,22.42867010787071,22.262114471044978,22.466385217815397,22.83004550616944,22.13970737169305,22.499402898654125,22.200853181374633,22.754213292633995,22.528625233599936,22.47147885065675,22.623928588083693,22.598235579198057,22.553974918016277,22.45552541377469,22.838253499886925
Q96CM8,ACSF2_HUMAN,ACSF2,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial",20.115331462296936,20.147483197984712,19.70717203402507,19.47888966798175,21.428410223544557,20.58188152511974,20.83642765137818,20.43590407596197,21.19683868913132,20.487181364057665,20.96679900169509,20.922392898451836,21.03028587928129,20.87383028914722,20.752007821370626,21.09247008997339,20.84704938600126,20.594741046735116,20.527798286158184,20.90957514459994,20.697255090583585,21.157969418347825,21.433074798716085,20.899117685458247,21.219261860499703,21.490206529655584,20.66412750431244,20.32836175215133,21.217634882534888,21.154031491839895,20.357231727851616,19.10137226905905,20.73028247277744,20.3945771949738,18.91439565424406,20.257577416260123,21.284907495488632,20.62703470609083,20.58344786776168,21.181869137922696,20.689861022341187,20.264106411471992,21.586845517685877,21.025327581188492,20.733984816413816
P33121,ACSL1_HUMAN,ACSL1,Long-chain-fatty-acid--CoA ligase 1,24.010442180793504,24.07096106362976,24.088001646421088,23.7267060190685,24.51209956891375,24.295536737850345,24.096767016228274,24.301549504070582,23.875757019687928,24.3391390675003,24.397224151358984,24.324050294530824,24.0738500500754,24.165625679597703,24.324513166187696,24.64932725223618,24.458205660353947,24.00845887031682,24.147223260564022,24.05955940259499,23.980864975700143,24.567851535240916,24.464466907972508,24.032586630044676,24.54419179245125,24.50747177252296,23.908288618023334,24.567013126231387,24.32766539784103,24.536036966543328,24.233383529879585,24.131084361139568,24.119097919194264,24.079550195619746,23.09781596550157,23.98830673549253,24.25693590004569,24.350320545271263,24.31220416154824,24.412167924210955,24.52760140020696,23.88438105555722,24.4920731577375,24.414795804985033,24.41782156779324
