grid_x,grid_y,neg_log10_p
36,41,5.276
37,41,5.351
38,41,5.431
39,41,5.516
40,41,5.801
41,41,5.896
42,41,5.995
43,41,6.723
44,41,7.055
45,41,6.325
46,41,6.038
47,41,5.96
48,41,6.086
49,41,NA
50,41,NA
51,41,0
52,41,0
53,41,0
54,41,0
55,41,0
56,41,0
57,41,0
58,41,0
59,41,0
60,41,0
61,41,0
62,41,0
63,41,0
64,41,0
65,41,0
66,41,0
67,41,0
68,41,0
69,41,0
70,41,0
71,41,0
72,41,0
73,41,0
74,41,0
75,41,0
76,41,0
77,41,0
78,41,0
79,41,0
80,41,0
81,41,0
82,41,0
83,41,0
84,41,0
85,41,0
86,41,0
87,41,0
88,41,0
89,41,0
90,41,0
91,41,0
92,41,0
93,41,0
94,41,0
95,41,0
96,41,0
97,41,0
98,41,-0
1,42,0.369
2,42,0.877
3,42,2.655
4,42,3.232
5,42,3.101
6,42,3.387
7,42,2.826
8,42,2.2
9,42,2.988
10,42,3.089
11,42,2.977
12,42,3.099
13,42,2.629
14,42,3.154
15,42,3.292
16,42,3.636
17,42,3.013
18,42,3.932
19,42,3.885
20,42,4.043
21,42,3.818
22,42,4.175
23,42,4.544
24,42,4.925
25,42,5.108
26,42,5.295
27,42,5.074
28,42,5.476
29,42,5.679
30,42,5.47
31,42,5.275
32,42,4.901
33,42,5.704
34,42,5.133
35,42,4.972
36,42,5.191
37,42,5.418
38,42,5.457
39,42,5.501
40,42,5.744
41,42,5.796
42,42,6.053
43,42,6.737
44,42,7.022
45,42,6.253
46,42,6.127
47,42,6.006
48,42,6.091
49,42,NA
50,42,NA
51,42,0
52,42,0
53,42,0
54,42,0
55,42,0
56,42,0
57,42,0
58,42,0
59,42,0
60,42,0
61,42,0
62,42,0
63,42,0
64,42,0
65,42,0
66,42,0
67,42,0
68,42,0
69,42,0
70,42,0
71,42,0
72,42,0
73,42,0
74,42,0
75,42,0
76,42,0
77,42,0
78,42,0
79,42,0
80,42,0
81,42,0
82,42,0
83,42,0
84,42,0
85,42,0
86,42,0
87,42,0
88,42,0
89,42,0
90,42,0
91,42,0
92,42,0
93,42,0
94,42,0
95,42,0
96,42,0
97,42,0
98,42,-0
1,43,0.358
2,43,1.137
3,43,3.4
4,43,3.808
5,43,3.506
6,43,3.696
7,43,3.021
8,43,2.537
9,43,3.309
10,43,3.595
11,43,3.399
12,43,3.696
13,43,3.111
14,43,3.621
15,43,3.71
16,43,4.018
17,43,3.309
18,43,4.22
19,43,4.122
20,43,4.237
21,43,4.157
22,43,4.482
23,43,5.025
24,43,5.373
25,43,5.512
26,43,5.656
27,43,5.589
28,43,6.18
29,43,6.341
30,43,6.067
31,43,5.811
32,43,5.371
33,43,6.163
34,43,5.523
35,43,5.507
36,43,5.693
37,43,5.886
38,43,6.084
39,43,6.085
40,43,6.295
41,43,6.304
42,43,6.526
43,43,7.189
44,43,7.435
45,43,6.598
46,43,6.425
47,43,6.259
48,43,6.302
49,43,NA
50,43,NA
51,43,0
52,43,0
53,43,0
54,43,0
55,43,0
56,43,0
57,43,0
58,43,0
59,43,0
60,43,0
61,43,0
62,43,0
63,43,0
64,43,0
65,43,0
66,43,0
67,43,0
68,43,0
69,43,0
70,43,0
71,43,0
72,43,0
73,43,0
74,43,0
75,43,0
76,43,0
77,43,0
78,43,0
79,43,0
80,43,0
81,43,0
82,43,0
83,43,0
84,43,0
85,43,0
86,43,0
87,43,0
88,43,0
89,43,0
90,43,0
91,43,0
92,43,0
93,43,0
94,43,0
95,43,0
96,43,0
97,43,0
98,43,-0
1,44,0.348
2,44,1.443
3,44,3.708
4,44,3.975
5,44,3.563
6,44,3.676
7,44,2.946
8,44,2.425
9,44,3.134
10,44,3.369
11,44,3.142
12,44,3.389
13,44,3.206
14,44,3.897
15,44,3.934
16,44,4.199
17,44,3.426
18,44,4.306
19,44,4.161
20,44,4.233
21,44,4.111
22,44,4.392
23,44,4.887
24,44,5.187
25,44,5.28
26,44,5.379
27,44,5.274
28,44,5.804
29,44,5.918
30,44,5.615
31,44,5.332
32,44,4.877
33,44,5.591
34,44,4.949
35,44,4.899
36,44,5.038
37,44,5.182
38,44,5.33
39,44,5.294
40,44,5.451
41,44,5.423
42,44,5.589
43,44,6.362
44,44,6.549
45,44,5.732
46,44,5.533
47,44,5.342
48,44,5.343
49,44,NA
50,44,NA
51,44,0
52,44,0
53,44,0
54,44,0
55,44,0
56,44,0
57,44,0
58,44,0
59,44,0
60,44,0
61,44,0
62,44,0
63,44,0
64,44,0
65,44,0
66,44,0
67,44,0
68,44,0
69,44,0
70,44,0
71,44,0
72,44,0
73,44,0
74,44,0
75,44,0
76,44,0
77,44,0
78,44,0
79,44,0
80,44,0
81,44,0
82,44,0
83,44,0
84,44,0
85,44,0
86,44,0
87,44,0
88,44,0
89,44,0
90,44,0
91,44,0
92,44,0
93,44,0
94,44,0
95,44,0
96,44,0
97,44,0
98,44,-0
1,45,0.338
2,45,1.351
3,45,3.489
4,45,3.696
5,45,3.259
6,45,3.33
7,45,2.873
8,45,2.545
9,45,3.211
10,45,3.394
11,45,3.118
12,45,3.317
13,45,3.095
14,45,3.955
15,45,3.944
16,45,4.163
17,45,3.354
18,45,4.181
19,45,3.999
20,45,4.231
21,45,4.266
22,45,4.507
23,45,4.962
24,45,5.218
25,45,5.267
26,45,5.321
27,45,5.381
28,45,5.869
29,45,5.938
30,45,5.591
31,45,5.267
32,45,4.777
33,45,5.441
34,45,4.773
35,45,4.687
36,45,4.786
37,45,4.888
38,45,4.995
39,45,4.924
40,45,5.037
41,45,5.156
42,45,5.279
43,45,5.987
44,45,6.126
45,45,5.302
46,45,5.074
47,45,4.856
48,45,4.997
49,45,NA
50,45,NA
51,45,0
52,45,0
53,45,0
54,45,0
55,45,0
56,45,0
57,45,0
58,45,0
59,45,0
60,45,0
61,45,0
62,45,0
63,45,0
64,45,0
65,45,0
66,45,0
67,45,0
68,45,0
69,45,0.001
70,45,0.001
71,45,0
72,45,0
73,45,0
74,45,0
75,45,0
76,45,0
77,45,0
78,45,0.001
79,45,0.001
80,45,0.001
81,45,0
82,45,0
83,45,0
84,45,0
85,45,0
86,45,0
87,45,0
88,45,0.001
89,45,0.002
90,45,0.001
91,45,0
92,45,0
93,45,0
94,45,0
95,45,0
96,45,0
97,45,0
98,45,-0
1,46,NA
2,46,NA
3,46,NA
4,46,NA
5,46,NA
6,46,NA
7,46,NA
8,46,NA
9,46,NA
10,46,NA
11,46,NA
12,46,NA
13,46,NA
14,46,NA
15,46,NA
16,46,NA
17,46,NA
18,46,NA
19,46,NA
20,46,NA
21,46,NA
22,46,NA
23,46,NA
24,46,NA
25,46,NA
26,46,NA
27,46,NA
28,46,NA
29,46,NA
30,46,NA
31,46,NA
32,46,NA
33,46,NA
34,46,NA
35,46,NA
36,46,NA
37,46,NA
38,46,NA
39,46,NA
40,46,NA
41,46,NA
42,46,NA
43,46,NA
44,46,NA
45,46,NA
46,46,NA
47,46,NA
48,46,NA
49,46,NA
50,46,NA
51,46,NA
52,46,NA
53,46,NA
54,46,NA
55,46,NA
56,46,NA
57,46,NA
58,46,NA
59,46,NA
60,46,NA
61,46,NA
62,46,NA
63,46,NA
64,46,NA
65,46,NA
66,46,NA
67,46,NA
68,46,NA
69,46,NA
70,46,NA
71,46,NA
72,46,NA
73,46,NA
74,46,NA
75,46,NA
76,46,NA
77,46,NA
78,46,NA
79,46,NA
80,46,NA
81,46,NA
82,46,NA
83,46,NA
84,46,NA
85,46,NA
86,46,NA
87,46,NA
88,46,NA
89,46,NA
90,46,NA
91,46,NA
92,46,NA
93,46,NA
94,46,NA
95,46,NA
96,46,NA
97,46,NA
98,46,NA
1,47,NA
2,47,NA
3,47,NA
4,47,NA
5,47,NA
6,47,NA
7,47,NA
8,47,NA
9,47,NA
10,47,NA
11,47,NA
12,47,NA
13,47,NA
14,47,NA
15,47,NA
16,47,NA
17,47,NA
18,47,NA
19,47,NA
20,47,NA
21,47,NA
22,47,NA
23,47,NA
24,47,NA
25,47,NA
26,47,NA
27,47,NA
28,47,NA
29,47,NA
30,47,NA
31,47,NA
32,47,NA
33,47,NA
34,47,NA
35,47,NA
36,47,NA
37,47,NA
38,47,NA
39,47,NA
40,47,NA
41,47,NA
42,47,NA
43,47,NA
44,47,NA
45,47,NA
46,47,NA
47,47,NA
48,47,NA
49,47,NA
50,47,NA
51,47,NA
52,47,NA
53,47,NA
54,47,NA
55,47,NA
56,47,NA
57,47,NA
58,47,NA
59,47,NA
60,47,NA
61,47,NA
62,47,NA
63,47,NA
64,47,NA
65,47,NA
66,47,NA
67,47,NA
68,47,NA
69,47,NA
70,47,NA
71,47,NA
72,47,NA
73,47,NA
74,47,NA
75,47,NA
76,47,NA
77,47,NA
78,47,NA
79,47,NA
80,47,NA
81,47,NA
82,47,NA
83,47,NA
84,47,NA
85,47,NA
86,47,NA
87,47,NA
88,47,NA
89,47,NA
90,47,NA
91,47,NA
92,47,NA
93,47,NA
94,47,NA
95,47,NA
96,47,NA
97,47,NA
98,47,NA
1,48,0.003
2,48,0
3,48,0
4,48,0
5,48,0
6,48,0
7,48,0.002
8,48,0
9,48,0
10,48,0
11,48,0
12,48,0
13,48,0
14,48,0
15,48,0
16,48,0
17,48,0
18,48,0
19,48,0
20,48,0
21,48,0
22,48,0
23,48,0
24,48,0
25,48,0
26,48,0
27,48,0
28,48,0
29,48,0
30,48,0
31,48,0
32,48,0
33,48,0
34,48,0
35,48,0
36,48,0
37,48,0
38,48,0
39,48,0
40,48,0
41,48,0
42,48,0
43,48,0
44,48,0
45,48,0
46,48,0
47,48,0
48,48,0
49,48,NA
50,48,NA
51,48,5.31
52,48,5.242
53,48,4.311
54,48,4.761
55,48,4.535
56,48,4.317
57,48,4.607
58,48,4.913
59,48,4.352
60,48,4.834
61,48,5.164
62,48,4.591
63,48,4.39
64,48,4.195
65,48,3.842
66,48,3.353
67,48,3.334
68,48,3.629
69,48,3.152
70,48,2.991
71,48,2.835
72,48,2.972
73,48,3.438
74,48,3.611
75,48,3.45
76,48,3.13
77,48,3.141
78,48,2.676
79,48,2.687
80,48,2.394
81,48,2.723
82,48,2.75
83,48,2.961
84,48,3.009
85,48,2.693
86,48,3.141
87,48,3.23
88,48,2.902
89,48,2.581
90,48,2.469
91,48,2.819
92,48,3.271
93,48,2.954
94,48,3.264
95,48,3.358
96,48,2.379
97,48,3.101
98,48,2.122
1,49,0.004
2,49,0
3,49,0
4,49,0.001
5,49,0
6,49,0.001
7,49,0.003
8,49,0
9,49,0
10,49,0
11,49,0
12,49,0
13,49,0
14,49,0
15,49,0
16,49,0
17,49,0
18,49,0
19,49,0
20,49,0
21,49,0
22,49,0
23,49,0
24,49,0
25,49,0
26,49,0
27,49,0
28,49,0
29,49,0
30,49,0
31,49,0
32,49,0
33,49,0
34,49,0
35,49,0
36,49,0
37,49,0
38,49,0
39,49,0
40,49,0
41,49,0
42,49,0
43,49,0
44,49,0
45,49,0
46,49,0
47,49,0
48,49,0
49,49,NA
50,49,NA
51,49,6.262
52,49,6.145
53,49,5.089
54,49,5.543
55,49,5.259
56,49,4.987
57,49,5.264
58,49,5.554
59,49,4.918
60,49,5.394
61,49,5.706
62,49,5.065
63,49,5
64,49,4.756
65,49,4.346
66,49,3.791
67,49,3.74
68,49,4.023
69,49,3.487
70,49,3.288
71,49,3.095
72,49,3.21
73,49,3.663
74,49,3.807
75,49,3.784
76,49,3.416
77,49,3.396
78,49,2.881
79,49,2.862
80,49,2.53
81,49,2.837
82,49,2.831
83,49,3.009
84,49,3.02
85,49,2.667
86,49,3.068
87,49,3.11
88,49,2.95
89,49,2.586
90,49,2.644
91,49,2.965
92,49,3.38
93,49,3.007
94,49,3.255
95,49,3.27
96,49,2.231
97,49,2.771
98,49,2.228
1,50,0.005
2,50,0.001
3,50,0
4,50,0.001
5,50,0.001
6,50,0.002
7,50,0.003
8,50,0
9,50,0
10,50,0
11,50,0
12,50,0
13,50,0
14,50,0
15,50,0
16,50,0
17,50,0
18,50,0
19,50,0
20,50,0
21,50,0
22,50,0
23,50,0
24,50,0
25,50,0
26,50,0
27,50,0
28,50,0
29,50,0
30,50,0
31,50,0
32,50,0
33,50,0
34,50,0
35,50,0
36,50,0
37,50,0
38,50,0
39,50,0
40,50,0
41,50,0
42,50,0
43,50,0
44,50,0
45,50,0
46,50,0
47,50,0
48,50,0
49,50,NA
50,50,NA
51,50,5.856
52,50,5.703
53,50,4.656
54,50,5.231
55,50,4.919
56,50,4.62
57,50,5.026
58,50,5.269
59,50,4.615
60,50,5.035
61,50,5.294
62,50,4.641
63,50,4.541
64,50,4.272
65,50,3.849
66,50,3.449
67,50,3.367
68,50,3.757
69,50,3.362
70,50,3.135
71,50,2.915
72,50,2.993
73,50,3.391
74,50,3.491
75,50,3.429
76,50,3.044
77,50,2.987
78,50,2.474
79,50,2.419
80,50,2.222
81,50,2.625
82,50,2.58
83,50,2.707
84,50,2.673
85,50,2.302
86,50,2.619
87,50,2.602
88,50,2.592
89,50,2.393
90,50,2.606
91,50,2.871
92,50,3.493
93,50,3.062
94,50,3.249
95,50,3.562
96,50,2.433
97,50,2.953
98,50,2.336
1,51,0.002
2,51,0
3,51,0
4,51,0.001
5,51,0.001
6,51,0.001
7,51,0.002
8,51,0
9,51,0
10,51,0
11,51,0
12,51,0
13,51,0
14,51,0
15,51,0
16,51,0
17,51,0
18,51,0
19,51,0
20,51,0
21,51,0
22,51,0
23,51,0
24,51,0
25,51,0
26,51,0
27,51,0
28,51,0
29,51,0
30,51,0
31,51,0
32,51,0
33,51,0
34,51,0
35,51,0
36,51,0
37,51,0
38,51,0
39,51,0
40,51,0
41,51,0
42,51,0
43,51,0
44,51,0
45,51,0
46,51,0
47,51,0
48,51,0
49,51,NA
50,51,NA
51,51,5.659
52,51,5.47
53,51,4.413
54,51,4.933
55,51,4.595
56,51,4.273
57,51,4.624
58,51,4.818
59,51,4.495
60,51,4.871
61,51,5.085
62,51,4.411
63,51,4.447
64,51,4.146
65,51,3.698
66,51,3.275
67,51,3.163
68,51,3.505
69,51,3.242
70,51,2.988
71,51,2.744
72,51,2.787
73,51,3.291
74,51,3.353
75,51,3.258
76,51,2.85
77,51,2.76
78,51,2.379
79,51,2.294
80,51,2.073
81,51,2.424
82,51,2.345
83,51,2.425
84,51,2.352
85,51,2.123
86,51,2.383
87,51,2.501
88,51,2.448
89,51,2.212
90,51,2.57
91,51,2.781
92,51,3.324
93,51,2.838
94,51,3.245
95,51,3.476
96,51,2.287
97,51,3.141
98,51,2.448
1,52,0.002
2,52,0.001
3,52,0
4,52,0.001
5,52,0.001
6,52,0.001
7,52,0.003
8,52,0
9,52,0
10,52,0
11,52,0
12,52,0
13,52,0
14,52,0
15,52,0
16,52,0
17,52,0
18,52,0
19,52,0
20,52,0
21,52,0
22,52,0
23,52,0
24,52,0
25,52,0
26,52,0
27,52,0
28,52,0
29,52,0
30,52,0
31,52,0
32,52,0
33,52,0
34,52,0
35,52,0
36,52,0
37,52,0
38,52,0
39,52,0
40,52,0
41,52,0
42,52,0
43,52,0
44,52,0
45,52,0
46,52,0
47,52,0
48,52,0
49,52,NA
50,52,NA
51,52,5.284
52,52,5.245
53,52,4.179
54,52,4.649
55,52,4.287
56,52,4.102
57,52,4.579
58,52,4.735
59,52,4.38
60,52,4.713
61,52,4.885
62,52,4.191
63,52,4.358
64,52,4.026
65,52,3.552
66,52,3.108
67,52,2.968
68,52,3.266
69,52,2.981
70,52,2.708
71,52,2.581
72,52,2.591
73,52,3.041
74,52,3.065
75,52,3.253
76,52,2.814
77,52,2.693
78,52,2.288
79,52,2.175
80,52,1.931
81,52,2.234
82,52,2.125
83,52,2.164
84,52,2.058
85,52,1.809
86,52,2.003
87,52,2.062
88,52,2.134
89,52,1.869
90,52,2.331
91,52,2.694
92,52,3.163
93,52,2.627
94,52,2.93
95,52,3.033
96,52,1.836
97,52,2.822
98,52,2.563
1,53,0.003
2,53,0.001
3,53,0
4,53,0.001
5,53,0.001
6,53,0.002
7,53,0.002
8,53,0
9,53,0
10,53,0
11,53,0
12,53,0
13,53,0
14,53,0
15,53,0
16,53,0
17,53,0
18,53,0
19,53,0
20,53,0
21,53,0
22,53,0
23,53,0
24,53,0
25,53,0
26,53,0
27,53,0
28,53,0
29,53,0
30,53,0
31,53,0
32,53,0
33,53,0
34,53,0
35,53,0
36,53,0
37,53,0
38,53,0
39,53,0
40,53,0
41,53,0
42,53,0
43,53,0
44,53,0
45,53,0
46,53,0
47,53,0
48,53,0
49,53,NA
50,53,NA
51,53,4.927
52,53,4.852
53,53,3.801
54,53,4.213
55,53,3.994
56,53,3.783
57,53,4.204
58,53,4.318
59,53,3.945
60,53,4.224
61,53,4.348
62,53,3.98
63,53,4.107
64,53,3.751
65,53,3.263
66,53,2.81
67,53,2.649
68,53,2.896
69,53,2.734
70,53,2.446
71,53,2.425
72,53,2.406
73,53,2.805
74,53,2.794
75,53,3.091
76,53,2.781
77,53,2.629
78,53,2.338
79,53,2.336
80,53,2.057
81,53,2.494
82,53,2.351
83,53,2.525
84,53,2.385
85,53,2.09
86,53,2.276
87,53,2.313
88,53,2.361
89,53,2.052
90,53,2.505
91,53,2.843
92,53,3.278
93,53,2.684
94,53,3.244
95,53,3.316
96,53,2.019
97,53,3.007
98,53,2.681
1,54,0.003
2,54,0.001
3,54,0
4,54,0.001
5,54,0.001
6,54,0.002
7,54,0.003
8,54,0
9,54,0
10,54,0
11,54,0
12,54,0
13,54,0
14,54,0
15,54,0
16,54,0
17,54,0
18,54,0
19,54,0
20,54,0
21,54,0
22,54,0
23,54,0
24,54,0
25,54,0
26,54,0
27,54,0
28,54,0
29,54,0
30,54,0
31,54,0
32,54,0
33,54,0
34,54,0
35,54,0
36,54,0
37,54,0
38,54,0
39,54,0
40,54,0
41,54,0
42,54,0
43,54,0
44,54,0
45,54,0
46,54,0
47,54,0
48,54,0
49,54,NA
50,54,NA
51,54,5.295
52,54,5.179
53,54,4.052
54,54,4.444
55,54,4.184
56,54,3.935
57,54,4.332
58,54,4.412
59,54,4.002
60,54,4.248
61,54,4.338
62,54,3.936
63,54,4.027
64,54,3.642
65,54,3.132
66,54,2.795
67,54,2.606
68,54,2.961
69,54,3.053
70,54,2.719
71,54,2.671
72,54,2.765
73,54,3.168
74,54,3.128
75,54,3.584
76,54,3.384
77,54,3.189
78,54,2.839
79,54,2.813
80,54,2.479
81,54,2.938
82,54,2.757
83,54,2.92
84,54,2.742
85,54,2.396
86,54,2.569
87,54,2.581
88,54,2.602
89,54,2.245
90,54,2.686
91,54,3.248
92,54,3.683
93,54,3.017
94,54,3.578
95,54,3.614
96,54,2.213
97,54,3.2
98,54,2.803
1,55,0.004
2,55,0.002
3,55,0
4,55,0.001
5,55,0.001
6,55,0.002
7,55,0.003
8,55,0
9,55,0
10,55,0
11,55,0
12,55,0
13,55,0
14,55,0
15,55,0
16,55,0
17,55,0
18,55,0
19,55,0
20,55,0
21,55,0
22,55,0
23,55,0
24,55,0
25,55,0
26,55,0
27,55,0
28,55,0
29,55,0
30,55,0
31,55,0
32,55,0
33,55,0
34,55,0
35,55,0
36,55,0
37,55,0
38,55,0
39,55,0
40,55,0
41,55,0
42,55,0
43,55,0
44,55,0
45,55,0
46,55,0
47,55,0
48,55,0
49,55,NA
50,55,NA
51,55,4.944
52,55,4.795
53,55,3.685
54,55,4.184
55,55,3.9
56,55,3.78
57,55,4.134
58,55,4.178
59,55,3.746
60,55,3.949
61,55,4.001
62,55,3.583
63,55,4.115
64,55,3.692
65,55,3.148
66,55,2.918
67,55,2.697
68,55,3.03
69,55,3.093
70,55,2.867
71,55,2.933
72,55,3.004
73,55,3.395
74,55,3.322
75,55,3.759
76,55,3.52
77,55,3.288
78,55,2.9
79,55,3.003
80,55,2.626
81,55,3.068
82,55,2.848
83,55,2.98
84,55,2.763
85,55,2.382
86,55,2.698
87,55,2.674
88,55,2.858
89,55,2.451
90,55,2.877
91,55,3.416
92,55,4.117
93,55,3.374
94,55,3.931
95,55,3.928
96,55,2.417
97,55,3.4
98,55,2.929
1,56,0.005
2,56,0.002
3,56,0
4,56,0.002
5,56,0.001
6,56,0.004
7,56,0.006
8,56,0.001
9,56,0
10,56,0
11,56,0
12,56,0
13,56,0
14,56,0
15,56,0
16,56,0
17,56,0
18,56,0
19,56,0
20,56,0
21,56,0
22,56,0
23,56,0
24,56,0
25,56,0
26,56,0
27,56,0
28,56,0
29,56,0
30,56,0
31,56,0
32,56,0
33,56,0
34,56,0
35,56,0
36,56,0
37,56,0
38,56,0
39,56,0
40,56,0
41,56,0
42,56,0
43,56,0
44,56,0
45,56,0
46,56,0
47,56,0
48,56,0
49,56,NA
50,56,NA
51,56,4.781
52,56,4.599
53,56,3.483
54,56,4.094
55,56,3.78
56,56,3.63
57,56,3.944
58,56,3.952
59,56,3.502
60,56,3.82
61,56,3.836
62,56,3.396
63,56,3.879
64,56,3.437
65,56,2.884
66,56,2.636
67,56,2.399
68,56,2.681
69,56,2.708
70,56,2.468
71,56,2.497
72,56,2.528
73,56,2.847
74,56,2.745
75,56,3.097
76,56,2.843
77,56,2.596
78,56,2.359
79,56,2.411
80,56,2.041
81,56,2.381
82,56,2.148
83,56,2.212
84,56,2.13
85,56,1.758
86,56,1.973
87,56,1.897
88,56,1.986
89,56,1.596
90,56,1.853
91,56,2.176
92,56,2.837
93,56,2.12
94,56,2.655
95,56,2.769
96,56,2.282
97,56,3.608
98,56,3.058
1,57,0.001
2,57,0.001
3,57,0
4,57,0.001
5,57,0.001
6,57,0.003
7,57,0.003
8,57,0
9,57,0
10,57,0
11,57,0
12,57,0
13,57,0
14,57,0
15,57,0
16,57,0
17,57,0
18,57,0
19,57,0
20,57,0
21,57,0
22,57,0
23,57,0
24,57,0
25,57,0
26,57,0
27,57,0
28,57,0
29,57,0
30,57,0
31,57,0
32,57,0
33,57,0
34,57,0
35,57,0
36,57,0
37,57,0
38,57,0
39,57,0
40,57,0
41,57,0
42,57,0
43,57,0
44,57,0
45,57,0
46,57,0
47,57,0
48,57,0
49,57,NA
50,57,NA
51,57,5.156
52,57,4.928
53,57,3.731
54,57,4.5
55,57,4.134
56,57,3.944
57,57,4.239
58,57,4.214
59,57,3.714
60,57,4.01
61,57,4.157
62,57,3.821
63,57,4.303
64,57,3.802
65,57,3.186
66,57,2.895
67,57,2.619
68,57,2.888
69,57,2.888
70,57,2.612
71,57,2.614
72,57,2.759
73,57,3.066
74,57,2.93
75,57,3.264
76,57,3.129
77,57,2.84
78,57,2.562
79,57,2.743
80,57,2.319
81,57,2.657
82,57,2.381
83,57,2.421
84,57,2.307
85,57,1.891
86,57,2.085
87,57,2.141
88,57,2.208
89,57,1.767
90,57,2.01
91,57,2.314
92,57,2.952
93,57,2.176
94,57,2.664
95,57,2.711
96,57,2.153
97,57,3.278
98,57,3.192
1,58,0.002
2,58,0.002
3,58,0
4,58,0
5,58,0
6,58,0.003
7,58,0.002
8,58,0
9,58,0
10,58,0
11,58,0
12,58,0
13,58,0
14,58,0
15,58,0
16,58,0
17,58,0
18,58,0
19,58,0
20,58,0
21,58,0
22,58,0
23,58,0
24,58,0
25,58,0
26,58,0
27,58,0
28,58,0
29,58,0
30,58,0
31,58,0
32,58,0
33,58,0
34,58,0
35,58,0
36,58,0
37,58,0
38,58,0
39,58,0
40,58,0
41,58,0
42,58,0
43,58,0
44,58,0
45,58,0
46,58,0
47,58,0
48,58,0
49,58,NA
50,58,NA
51,58,4.996
52,58,4.912
53,58,3.682
54,58,4.412
55,58,4.343
56,58,4.113
57,58,4.38
58,58,4.32
59,58,3.779
60,58,4.045
61,58,4.159
62,58,3.788
63,58,4.234
64,58,3.703
65,58,3.208
66,58,2.887
67,58,2.716
68,58,2.962
69,58,2.932
70,58,2.763
71,58,2.737
72,58,3.005
73,58,3.296
74,58,3.283
75,58,3.608
76,58,3.434
77,58,3.264
78,58,2.935
79,58,3.102
80,58,2.619
81,58,2.952
82,58,2.969
83,58,2.992
84,58,2.841
85,58,2.348
86,58,2.547
87,58,2.586
88,58,2.639
89,58,2.125
90,58,2.373
91,58,2.68
92,58,3.342
93,58,2.477
94,58,2.969
95,58,2.983
96,58,2.357
97,58,3.484
98,58,3.329
1,59,0.002
2,59,0.003
3,59,0
4,59,0
5,59,0
6,59,0.002
7,59,0.001
8,59,0
9,59,0
10,59,0
11,59,0
12,59,0
13,59,0
14,59,0
15,59,0
16,59,0
17,59,0
18,59,0
19,59,0
20,59,0
21,59,0
22,59,0
23,59,0
24,59,0
25,59,0
26,59,0
27,59,0
28,59,0
29,59,0
30,59,0
31,59,0
32,59,0
33,59,0
34,59,0
35,59,0
36,59,0
37,59,0
38,59,0
39,59,0
40,59,0
41,59,0
42,59,0
43,59,0
44,59,0
45,59,0
46,59,0
47,59,0
48,59,0
49,59,NA
50,59,NA
51,59,5.022
52,59,4.899
53,59,3.636
54,59,4.328
55,59,4.225
56,59,3.964
57,59,4.192
58,59,4.098
59,59,3.54
60,59,3.763
61,59,3.838
62,59,3.602
63,59,4.002
64,59,3.453
65,59,3.088
66,59,2.743
67,59,2.548
68,59,2.756
69,59,2.697
70,59,2.505
71,59,2.585
72,59,2.812
73,59,3.059
74,59,3.328
75,59,3.621
76,59,3.41
77,59,3.205
78,59,2.845
79,59,2.973
80,59,2.466
81,59,2.751
82,59,2.897
83,59,2.881
84,59,2.693
85,59,2.178
86,59,2.327
87,59,2.32
88,59,2.321
89,59,1.967
90,59,2.156
91,59,2.389
92,59,2.936
93,59,2.296
94,59,2.982
95,59,3.272
96,59,2.574
97,59,3.7
98,59,3.471
1,60,0.003
2,60,0.004
3,60,0
4,60,0.001
5,60,0.001
6,60,0.003
7,60,0.003
8,60,0
9,60,0
10,60,0
11,60,0
12,60,0
13,60,0
14,60,0
15,60,0
16,60,0
17,60,0
18,60,0
19,60,0
20,60,0
21,60,0
22,60,0
23,60,0
24,60,0
25,60,0
26,60,0
27,60,0
28,60,0
29,60,0
30,60,0
31,60,0
32,60,0
33,60,0
34,60,0
35,60,0
36,60,0
37,60,0
38,60,0
39,60,0
40,60,0
41,60,0
42,60,0
43,60,0
44,60,0
45,60,0
46,60,0
47,60,0
48,60,0
49,60,NA
50,60,NA
51,60,4.871
52,60,4.713
53,60,3.443
54,60,4.084
55,60,3.949
56,60,3.82
57,60,4.01
58,60,3.884
59,60,3.31
60,60,3.646
61,60,3.686
62,60,3.423
63,60,3.778
64,60,3.214
65,60,2.971
66,60,2.605
67,60,2.388
68,60,2.559
69,60,2.606
70,60,2.39
71,60,2.438
72,60,2.628
73,60,2.834
74,60,3.056
75,60,3.298
76,60,3.059
77,60,2.828
78,60,2.604
79,60,2.689
80,60,2.176
81,60,2.404
82,60,2.499
83,60,2.604
84,60,2.385
85,60,1.867
86,60,1.961
87,60,1.91
88,60,2.026
89,60,1.656
90,60,1.776
91,60,2.118
92,60,2.804
93,60,2.124
94,60,2.703
95,60,2.872
96,60,2.107
97,60,2.877
98,60,2.845
1,61,0.004
2,61,0.005
3,61,0
4,61,0.001
5,61,0.002
6,61,0.006
7,61,0.004
8,61,0
9,61,0
10,61,0
11,61,0
12,61,0
13,61,0
14,61,0
15,61,0
16,61,0
17,61,0
18,61,0
19,61,0
20,61,0
21,61,0
22,61,0
23,61,0
24,61,0
25,61,0
26,61,0
27,61,0
28,61,0
29,61,0
30,61,0
31,61,0
32,61,0
33,61,0
34,61,0
35,61,0
36,61,0
37,61,0
38,61,0
39,61,0
40,61,0
41,61,0
42,61,0
43,61,0
44,61,0
45,61,0
46,61,0
47,61,0
48,61,0
49,61,NA
50,61,NA
51,61,4.903
52,61,4.707
53,61,3.402
54,61,4.008
55,61,3.841
56,61,3.836
57,61,3.994
58,61,3.835
59,61,3.378
