"uniprot_id","omega2","gene","label"
"PDK4",0.0429161054755573,NA,"PDK4"
"ANK2",0.0428662807259773,NA,"ANK2"
"TUBB",0.0428478658992146,NA,"TUBB"
"ELOC",0.042655333065818,NA,"ELOC"
"RPL27",0.0422632243665879,NA,"RPL27"
"DCUN1D1",0.0422493571385008,NA,"DCUN1D1"
"AUH",0.0421607863960198,NA,"AUH"
"ENO3",0.0420990754614608,NA,"ENO3"
"ARF5",0.0420607465288431,NA,"ARF5"
"MAP4",0.0418774797875144,NA,"MAP4"
"CACNA2D1",0.0417739323745598,NA,"CACNA2D1"
"CKMT2",0.041765363767072,NA,"CKMT2"
"HNRNPU",0.0415541054506975,NA,"HNRNPU"
"FAM136A",0.0412734287874554,NA,"FAM136A"
"SETD7",0.0412090269965472,NA,"SETD7"
"BDH1",0.0411712342212198,NA,"BDH1"
"DARS2",0.0410380291457095,NA,"DARS2"
"PEA15",0.0409566020980983,NA,"PEA15"
"SLIRP",0.0407854883536229,NA,"SLIRP"
"GNAI2",0.0406610597155935,NA,"GNAI2"
"ALDH1B1",0.0396980808439146,NA,"ALDH1B1"
"UNC45B",0.0395525274291349,NA,"UNC45B"
"ADSS1",0.0392654648482133,NA,"ADSS1"
"IDH3B",0.0389334782440443,NA,"IDH3B"
"SAMM50",0.0389321429068933,NA,"SAMM50"
"MYH13",0.038578007712301,NA,"MYH13"
"APOO",0.0385440882985585,NA,"APOO"
"DYNLL1",0.0383880046597658,NA,"DYNLL1"
"ARL8A",0.0383828907117223,NA,"ARL8A"
"MYH14",0.0383079142064079,NA,"MYH14"
"ANK3",0.038304430865587,NA,"ANK3"
"RPL11",0.0381923991592253,NA,"RPL11"
"CLTC",0.0381083981747636,NA,"CLTC"
"ERP44",0.0378903171892922,NA,"ERP44"
"PPM1A",0.037742721813703,NA,"PPM1A"
"GDI2",0.0377076266853247,NA,"GDI2"
"MAOA",0.0376997356629901,NA,"MAOA"
"CYB5B",0.0376868356889242,NA,"CYB5B"
"SRI",0.0376417568309007,NA,"SRI"
"PMPCB",0.0375777067356076,NA,"PMPCB"
"EIF4E",0.0375422893504875,NA,"EIF4E"
"PTPA",0.0375409390439323,NA,"PTPA"
"AGL",0.0375211121728468,NA,"AGL"
"TFG",0.0374681605826086,NA,"TFG"
"SDHB",0.0372366975497246,NA,"SDHB"
"TMCO1",0.0371772967275153,NA,"TMCO1"
"SUCLG2",0.037116735512964,NA,"SUCLG2"
"MRPL13",0.0370999625260362,NA,"MRPL13"
"STX7",0.0370928968528352,NA,"STX7"
"COPS4",0.0370498866930726,NA,"COPS4"
"TLN1",0.0368759104045573,NA,"TLN1"
"ANKRD2",0.0368073078811178,NA,"ANKRD2"
"ATP2A3",0.036572123675114,NA,"ATP2A3"
"UCHL5",0.0365698289868251,NA,"UCHL5"
"MICOS13",0.0364275140598009,NA,"MICOS13"
"PSMD10",0.0363299104686417,NA,"PSMD10"
"PFKFB1",0.0362991298513225,NA,"PFKFB1"
"CUL4B",0.0362578536443118,NA,"CUL4B"
"SRSF3",0.0362346940294813,NA,"SRSF3"
"SEC23A",0.0361195663971905,NA,"SEC23A"
"C11orf54",0.0360068361525642,NA,"C11orf54"
"MTPN",0.0357103243493727,NA,"MTPN"
"NARS1",0.0356152412498897,NA,"NARS1"
"EEF1A1",0.0354515563848077,NA,"EEF1A1"
"STT3B",0.0350736085251149,NA,"STT3B"
"C6orf136",0.0350239811246704,NA,"C6orf136"
"TXN",0.034911175190566,NA,"TXN"
"PPA1",0.0347757126703018,NA,"PPA1"
"VPS4A",0.0347699863644188,NA,"VPS4A"
"TSN",0.0346846239771736,NA,"TSN"
"SCCPDH",0.0346554409906839,NA,"SCCPDH"
"UFL1",0.0346055223133954,NA,"UFL1"
"DYSF",0.0345013536056948,NA,"DYSF"
"SELENBP1",0.0344288071591013,NA,"SELENBP1"
"PPP3R1",0.034344942503134,NA,"PPP3R1"
"MT-ND1",0.0342631777622808,NA,"MT-ND1"
"LAMP1",0.0342517990806243,NA,"LAMP1"
"TSG101",0.0342431336512216,NA,"TSG101"
"ECI2",0.0339228462537727,NA,"ECI2"
"ARPC2",0.033909628083617,NA,"ARPC2"
"PPCS",0.0336286639962966,NA,"PPCS"
"RBMX",0.0334683271824322,NA,"RBMX"
"FAM114A2",0.0334498025977921,NA,"FAM114A2"
"EEF1A2",0.0334194407500817,NA,"EEF1A2"
"RPL37A",0.0334091138896576,NA,"RPL37A"
"SHMT2",0.0332148254348397,NA,"SHMT2"
"GABARAPL2",0.0331650463419435,NA,"GABARAPL2"
"LRRC47",0.0329565822487769,NA,"LRRC47"
"CPT2",0.032721526512488,NA,"CPT2"
"AFG3L2",0.0326613423313408,NA,"AFG3L2"
"LDHA",0.0326145377742464,NA,"LDHA"
"HSPB3",0.0326114409882022,NA,"HSPB3"
"TWF2",0.0324797045142096,NA,"TWF2"
"LMAN1",0.0323998156175602,NA,"LMAN1"
"TUBA1B",0.0321966967687587,NA,"TUBA1B"
"H2BC4",0.0319605663287797,NA,"H2BC4"
"EEF2",0.0319448275801023,NA,"EEF2"
"MYPN",0.0313800189384,NA,"MYPN"
"DDOST",0.0305100640938814,NA,"DDOST"
"MB",0.0302174808469866,NA,"MB"
"NT5C1A",0.0301004042157797,NA,"NT5C1A"
"UQCRC2",0.0300229299815386,NA,"UQCRC2"
"TMOD4",0.029871019152715,NA,"TMOD4"
"HYOU1",0.0298089256824541,NA,"HYOU1"
"ATP2A1",0.0295327518630527,NA,"ATP2A1"
"DYNC1I2",0.0290717619497995,NA,"DYNC1I2"
"ACTR1A",0.0289156924951239,NA,"ACTR1A"
"MYH3",0.028800503018272,NA,"MYH3"
"SMIM4",0.028492989123225,NA,"SMIM4"
"COQ5",0.0284802711828291,NA,"COQ5"
"AIMP2",0.0283460065946597,NA,"AIMP2"
"VPS4B",0.028329451683463,NA,"VPS4B"
"TSPO",0.0281603196046946,NA,"TSPO"
"PAFAH1B3",0.0280937087781942,NA,"PAFAH1B3"
"GRSF1",0.0280476981320878,NA,"GRSF1"
"SLMAP",0.0278930917372264,NA,"SLMAP"
"PRKAG1",0.0274284541558878,NA,"PRKAG1"
"NFU1",0.0273852607089687,NA,"NFU1"
"CACNB1",0.0273552905210478,NA,"CACNB1"
"ABCE1",0.0270122860951546,NA,"ABCE1"
"CA14",0.0266782089774312,NA,"CA14"
"RPL14",0.0264689751050864,NA,"RPL14"
"SERPINB6",0.0261238817702212,NA,"SERPINB6"
"ALDOC",0.0260940482821396,NA,"ALDOC"
"PPP2R2A",0.0260671855719455,NA,"PPP2R2A"
"MPST",0.0260373592240423,NA,"MPST"
"CARNS1",0.025653467961187,NA,"CARNS1"
"MTHFD1",0.0255625571839575,NA,"MTHFD1"
"ACTB",0.0255072156927168,NA,"ACTB"
"PRXL2A",0.0251239059781292,NA,"PRXL2A"
"GSTP1",0.0249195354099865,NA,"GSTP1"
"ARF6",0.0246752229168872,NA,"ARF6"
"MRPL12",0.024599248123412,NA,"MRPL12"
"CHMP4B",0.0245872764238952,NA,"CHMP4B"
"ATP5F1E",0.0245674419996573,NA,"ATP5F1E"
"HSPB1",0.0245427368500477,NA,"HSPB1"
"NDUFV2",0.0245397024329417,NA,"NDUFV2"
"AAMDC",0.0243416241143466,NA,"AAMDC"
"PHKA1",0.024092897776891,NA,"PHKA1"
"GAPDHS",0.0238988588580556,NA,"GAPDHS"
"MACROD1",0.0238287401274607,NA,"MACROD1"
"PPP2R5D",0.0238020243265127,NA,"PPP2R5D"
"GLUD1",0.0235534030499138,NA,"GLUD1"
"COQ9",0.0235522856008898,NA,"COQ9"
"PHB",0.0233548387209047,NA,"PHB"
"CACNA1S",0.0231242326107953,NA,"CACNA1S"
"ROMO1",0.0229028480120874,NA,"ROMO1"
"CBR1",0.0226416647238158,NA,"CBR1"
"PDLIM5",0.0225087537382023,NA,"PDLIM5"
"STK38",0.0224945974408582,NA,"STK38"
"CAMK2A",0.0224527693412598,NA,"CAMK2A"
"ALDH4A1",0.0223823650933463,NA,"ALDH4A1"
"USP5",0.0222205748859554,NA,"USP5"
"PPTC7",0.0221845403218703,NA,"PPTC7"
"FKBP3",0.0221340620507399,NA,"FKBP3"
"P4HB",0.0219598240124574,NA,"P4HB"
"SYPL1",0.0217842901164041,NA,"SYPL1"
"HINT2",0.0216082892152871,NA,"HINT2"
"MDH1",0.0214395480257973,NA,"MDH1"
"AK2",0.0213856286749898,NA,"AK2"
"ACOT13",0.0212896304523872,NA,"ACOT13"
"SLC25A3",0.0212011919977628,NA,"SLC25A3"
"NDUFA7",0.0211476714822444,NA,"NDUFA7"
"EIF4H",0.021089800176328,NA,"EIF4H"
"PMPCA",0.0209543917671991,NA,"PMPCA"
"RAB8A",0.0208784630465908,NA,"RAB8A"
"MCTS1",0.0208425209364098,NA,"MCTS1"
"IARS1",0.0204270896457867,NA,"IARS1"
"PDHA1",0.0203971921152786,NA,"PDHA1"
"PITHD1",0.0202772042544765,NA,"PITHD1"
"CNBP",0.0200797751497794,NA,"CNBP"
"EIF3I",0.0200137413266894,NA,"EIF3I"
"LSM2",0.0199936758224194,NA,"LSM2"
"PGPEP1",0.019910844448619,NA,"PGPEP1"
"LIMS3",0.0195524110126076,NA,"LIMS3"
"PSMB2",0.0195207930713752,NA,"PSMB2"
"RAB6A",0.0195162315376379,NA,"RAB6A"
"TMEM143",0.0192015817806404,NA,"TMEM143"
"MAN2C1",0.019173067990596,NA,"MAN2C1"
"NNT",0.018870595813745,NA,"NNT"
"HSDL1",0.0185407759065927,NA,"HSDL1"
"MMAB",0.0183018686882874,NA,"MMAB"
"PRUNE1",0.0182761005320572,NA,"PRUNE1"
"SYNPO2",0.0182165534257436,NA,"SYNPO2"
"MYBPH",0.0182149100103355,NA,"MYBPH"
"PRDX1",0.0181325904225047,NA,"PRDX1"
"DCTN2",0.0180627947065621,NA,"DCTN2"
"HECTD1",0.018055795545821,NA,"HECTD1"
"JUP",0.0179202001211488,NA,"JUP"
"RPLP1",0.0179013043457221,NA,"RPLP1"
"ENDOG",0.0178047674992258,NA,"ENDOG"
"NLRX1",0.0177787487847219,NA,"NLRX1"
"PPID",0.0175725717259867,NA,"PPID"
"ATP5MG",0.0175463296384343,NA,"ATP5MG"
"MRPL37",0.0173047699982883,NA,"MRPL37"
"RTCB",0.0171429106987815,NA,"RTCB"
"ASS1",0.0171168900414083,NA,"ASS1"
"BZW2",0.0169650115394484,NA,"BZW2"
"PLN",0.0167218608951874,NA,"PLN"
"ME1",0.0164792098942506,NA,"ME1"
"SLC16A1",0.016425103315635,NA,"SLC16A1"
"DTNA",0.0163735831555196,NA,"DTNA"
"PLCL2",0.0163567420522572,NA,"PLCL2"
"PPP3CA",0.0162708814642315,NA,"PPP3CA"
"EIF5",0.0162312719747683,NA,"EIF5"
"DENR",0.0161296873157882,NA,"DENR"
"PAFAH1B2",0.0159027363925124,NA,"PAFAH1B2"
"CRAT",0.0156705297879328,NA,"CRAT"
"CAVIN1",0.015667888658667,NA,"CAVIN1"
"EHD2",0.0155389641581059,NA,"EHD2"
"PCBP2",0.0155045670865871,NA,"PCBP2"
"LSS",0.0154999342203477,NA,"LSS"
"APPL1",0.0154463372765097,NA,"APPL1"
"RAP2B",0.0154387129948882,NA,"RAP2B"
"LCMT1",0.0154131011318267,NA,"LCMT1"
"XIRP1",0.015267399329697,NA,"XIRP1"
"PGAM1",0.0149980640055915,NA,"PGAM1"
"CLIC5",0.0148194621209416,NA,"CLIC5"
"ATP5PD",0.0145215575055747,NA,"ATP5PD"
"RPL38",0.0143437820945999,NA,"RPL38"
"RABGGTA",0.0143153607319454,NA,"RABGGTA"
"ABCF3",0.0140654787717568,NA,"ABCF3"
"PPP1CB",0.0138137389349698,NA,"PPP1CB"
"ALDH1L1",0.0130264384138107,NA,"ALDH1L1"
"MAVS",0.0129664278897939,NA,"MAVS"
"SKP1",0.0128620141951498,NA,"SKP1"
"FARSA",0.0127573319284426,NA,"FARSA"
"PSMD6",0.0127408665351693,NA,"PSMD6"
"UBE2R2",0.0125397684132152,NA,"UBE2R2"
"GPD1L",0.012461152452489,NA,"GPD1L"
"SNRPG",0.0122344068385122,NA,"SNRPG"
"MSN",0.0122190837670943,NA,"MSN"
"TMEM43",0.0120197583706003,NA,"TMEM43"
"LANCL2",0.012009213885047,NA,"LANCL2"
"PAFAH1B1",0.0119469680322312,NA,"PAFAH1B1"
"LDHD",0.0118540494285397,NA,"LDHD"
"QARS1",0.0117901915703245,NA,"QARS1"
"MRPS16",0.0116895346131866,NA,"MRPS16"
"RPL9",0.0115001524395222,NA,"RPL9"
"CHORDC1",0.0114275606434615,NA,"CHORDC1"
"STUB1",0.0114262338933066,NA,"STUB1"
"TFAM",0.0114032411308571,NA,"TFAM"
"DBT",0.0112158204409591,NA,"DBT"
"COA3",0.0112093949264575,NA,"COA3"
"PFN2",0.0111991376081356,NA,"PFN2"
"XPNPEP1",0.0111276561731578,NA,"XPNPEP1"
"ARHGDIA",0.0111123501232204,NA,"ARHGDIA"
"XPO7",0.0110504061736524,NA,"XPO7"
"CMPK1",0.0109870814863922,NA,"CMPK1"
"PANK4",0.0109617944870825,NA,"PANK4"
"VPS13C",0.0109594613823941,NA,"VPS13C"
"MYH4",0.0107867496815717,NA,"MYH4"
"PGLS",0.0106513923917213,NA,"PGLS"
"MMUT",0.0106001494509978,NA,"MMUT"
"ACACA",0.0105458298264517,NA,"ACACA"
"VBP1",0.0105376178005653,NA,"VBP1"
"FKBP4",0.0105048066412873,NA,"FKBP4"
"RPL13A",0.0105012195104112,NA,"RPL13A"
"CACYBP",0.0103662979615556,NA,"CACYBP"
"EIF1AX",0.0103107776093507,NA,"EIF1AX"
"PLS3",0.010229710182742,NA,"PLS3"
"RAB5C",0.0101139247776082,NA,"RAB5C"
"GPX4",0.0100999796274311,NA,"GPX4"
"GARS1",0.00989906794729459,NA,"GARS1"
"TSNAX",0.00934864028526278,NA,"TSNAX"
"PDCD6",0.00933097170205283,NA,"PDCD6"
"MBNL1",0.00911322584288762,NA,"MBNL1"
"SPRYD4",0.00878920546069283,NA,"SPRYD4"
"ADSS2",0.00861060764574981,NA,"ADSS2"
"ENDOD1",0.00850418893195451,NA,"ENDOD1"
"LARS1",0.00849449279979986,NA,"LARS1"
"PPP1R2",0.00841555219037122,NA,"PPP1R2"
"CRIP2",0.0083435198658669,NA,"CRIP2"
"LAP3",0.0082319085949417,NA,"LAP3"
"NDUFB7",0.00815733721675467,NA,"NDUFB7"
"ACAA2",0.00811433591242914,NA,"ACAA2"
"PRKCQ",0.00807251219656694,NA,"PRKCQ"
"C11orf68",0.00785306524700135,NA,"C11orf68"
"NTMT1",0.00769265326193626,NA,"NTMT1"
"EPDR1",0.00760962648871393,NA,"EPDR1"
"ANXA11",0.0075779690360248,NA,"ANXA11"
"ATP1A2",0.00755798115181684,NA,"ATP1A2"
"DCN",0.0074141566404507,NA,"DCN"
"FTL",0.00738749025802694,NA,"FTL"
"PRKAA2",0.0070700433017571,NA,"PRKAA2"
"HSPB7",0.0069150242902373,NA,"HSPB7"
"RNF123",0.0066744545997013,NA,"RNF123"
"DPP3",0.00652533797772595,NA,"DPP3"
"DEPTOR",0.00639566582469232,NA,"DEPTOR"
"SIRT3",0.00638207668863968,NA,"SIRT3"
"CHMP6",0.0063294736986761,NA,"CHMP6"
"CYCS",0.00600151626177406,NA,"CYCS"
"ANP32A",0.00594363075894416,NA,"ANP32A"
"USO1",0.00592519486195867,NA,"USO1"
"BANF1",0.00575234810633007,NA,"BANF1"
"ETFB",0.00574892791325959,NA,"ETFB"
"PCBP1",0.00565944681294696,NA,"PCBP1"
"RAB7A",0.00545375048558031,NA,"RAB7A"
"TOM1L2",0.00538969771633922,NA,"TOM1L2"
"DDX17",0.00537012646428515,NA,"DDX17"
"NDUFB5",0.00535747446848927,NA,"NDUFB5"
"RPS27A",0.00513760495314115,NA,"RPS27A"
"SAR1B",0.00508088547632277,NA,"SAR1B"
"CFL1",0.00485433189895489,NA,"CFL1"
"TIMM50",0.00469374298458021,NA,"TIMM50"
"PAICS",0.00453317185124833,NA,"PAICS"
"EPHX1",0.00446810504089501,NA,"EPHX1"
"COPB1",0.00440480526910935,NA,"COPB1"
"SPTBN1",0.00389563604514929,NA,"SPTBN1"
"UFM1",0.00366607329185413,NA,"UFM1"
"TXLNB",0.00360663668819807,NA,"TXLNB"
"CHCHD3",0.00341406512025214,NA,"CHCHD3"
"STIM1",0.00339264410423699,NA,"STIM1"
"RRAS2",0.00337663395531241,NA,"RRAS2"
"COPS3",0.00333015435816144,NA,"COPS3"
"SSBP1",0.00322028709496042,NA,"SSBP1"
"NME1",0.00307279828638988,NA,"NME1"
"NDUFV1",0.00271000417720319,NA,"NDUFV1"
"MAPRE2",0.00264340168881741,NA,"MAPRE2"
"PSMA5",0.00263457437966262,NA,"PSMA5"
"S100A6",0.00237026549880356,NA,"S100A6"
"HNRNPA0",0.00222919375639543,NA,"HNRNPA0"
"COPA",0.00218884714788828,NA,"COPA"
"IVD",0.00186932143639527,NA,"IVD"
"GCLM",0.00185770182474771,NA,"GCLM"
"DCAF8",0.00178565772183073,NA,"DCAF8"
"SDHD",0.00176135740113132,NA,"SDHD"
"PAK2",0.00173234284600208,NA,"PAK2"
"RRAGC",0.00155259881182541,NA,"RRAGC"
"DNAJA3",0.0015427107289317,NA,"DNAJA3"
"SH3BGR",0.00151778133258234,NA,"SH3BGR"
"CLIP1",0.00140690062092809,NA,"CLIP1"
"MCEE",0.00140678346841573,NA,"MCEE"
"OGN",0.00134372763990211,NA,"OGN"
"NDUFS8",0.00125881661614281,NA,"NDUFS8"
"ALDH3A2",0.00107401091635555,NA,"ALDH3A2"
"YWHAG",0.000902929136263403,NA,"YWHAG"
"AHCYL1",0.000747124223188342,NA,"AHCYL1"
"TRIM54",0.000565647061259503,NA,"TRIM54"
"RTN2",0.000564165673606109,NA,"RTN2"
"GRB2",0.000515634788493288,NA,"GRB2"
"CLIP2",0.000226768273808545,NA,"CLIP2"
"SLC25A13",0.000221068828418795,NA,"SLC25A13"
"RNH1",0.000120153941022919,NA,"RNH1"
"FHL3",-0.000317374357883351,NA,"FHL3"
"DUSP3",-0.00054727790145038,NA,"DUSP3"
"SUMO2",-0.000602637290703556,NA,"SUMO2"
"HLA-B",-0.000673543158995205,NA,"HLA-B"
"UBE2D3",-0.000674721123942091,NA,"UBE2D3"
"GNB2",-0.000676680781951484,NA,"GNB2"
"PLPBP",-0.000746522819749572,NA,"PLPBP"
"HHATL",-0.00101107490630698,NA,"HHATL"
"NAA50",-0.00104818043935791,NA,"NAA50"
"PRKRA",-0.00120881821695535,NA,"PRKRA"
"SCN1B",-0.00159668485323259,NA,"SCN1B"
"RPL36",-0.00159729478862576,NA,"RPL36"
"ATIC",-0.00167920217800595,NA,"ATIC"
"ABCF1",-0.00185416946296677,NA,"ABCF1"
"DIAPH1",-0.0018620681833713,NA,"DIAPH1"
"IST1",-0.00203975196748864,NA,"IST1"
"SET",-0.00204147888356268,NA,"SET"
"LMCD1",-0.00210333299987939,NA,"LMCD1"
"HPCAL1",-0.00212220785876598,NA,"HPCAL1"
"ALDOA",-0.00224699864268243,NA,"ALDOA"
"COL6A2",-0.0022836259160577,NA,"COL6A2"
"ACTR1B",-0.00232362895664489,NA,"ACTR1B"
"MYH6",-0.00248805839875889,NA,"MYH6"
"PSMD4",-0.00253614969278513,NA,"PSMD4"
"PAIP1",-0.00270309112278837,NA,"PAIP1"
"PRDX5",-0.00273227490495998,NA,"PRDX5"
"RACK1",-0.00295774183271583,NA,"RACK1"
"USP47",-0.00299995851073415,NA,"USP47"
"SEPTIN2",-0.00306392414149375,NA,"SEPTIN2"
"SRM",-0.00323101126270894,NA,"SRM"
"SEC24C",-0.00328465645003582,NA,"SEC24C"
"OLA1",-0.00337257623743394,NA,"OLA1"
"NUDC",-0.00342804066558264,NA,"NUDC"
"RPS9",-0.0034284421853093,NA,"RPS9"
"HNRNPH1",-0.003613109286667,NA,"HNRNPH1"
"MTARC2",-0.00406004561694482,NA,"MTARC2"
"HSPB2",-0.0042386269466744,NA,"HSPB2"
"IDH3G",-0.00445586752510469,NA,"IDH3G"
"PSME3",-0.00458151911128022,NA,"PSME3"
"PSMA2",-0.00470281312567769,NA,"PSMA2"
"EIF5A",-0.00491458583795535,NA,"EIF5A"
"ARPP19",-0.0050009095329459,NA,"ARPP19"
"NDUFA11",-0.00502711688314821,NA,"NDUFA11"
"BLMH",-0.00517044228179166,NA,"BLMH"
"APEH",-0.00523101710286103,NA,"APEH"
"DDB1",-0.00537868877827402,NA,"DDB1"
"PDIA3",-0.00561900518828208,NA,"PDIA3"
"UBE2V1",-0.00566572842378617,NA,"UBE2V1"
"COMTD1",-0.00566944484743125,NA,"COMTD1"
"CAPNS1",-0.00570222032723029,NA,"CAPNS1"
"CDV3",-0.00575877106852665,NA,"CDV3"
"NDUFAF3",-0.005766927476265,NA,"NDUFAF3"
"ABCF2",-0.0060558366802295,NA,"ABCF2"
"FGGY",-0.00612592872887408,NA,"FGGY"
"IDE",-0.00617497844409269,NA,"IDE"
"HLA-C",-0.0062646385294042,NA,"HLA-C"
"ETFRF1",-0.00627571884470353,NA,"ETFRF1"
"PSMD8",-0.00646638771072264,NA,"PSMD8"
"NDUFC2",-0.00647258903336455,NA,"NDUFC2"
"MAOB",-0.00666556944649489,NA,"MAOB"
"CSNK2A1",-0.00667215544319099,NA,"CSNK2A1"
"RDH14",-0.00670996022882585,NA,"RDH14"
"GGCT",-0.00679341291915917,NA,"GGCT"
"NIPSNAP3A",-0.00684910017636289,NA,"NIPSNAP3A"
"IDH1",-0.00695672760423729,NA,"IDH1"
"FECH",-0.00702692856528805,NA,"FECH"
"HSPA8",-0.00703942166940402,NA,"HSPA8"
"PAK1",-0.007345671253363,NA,"PAK1"
"PSMF1",-0.00759152851122078,NA,"PSMF1"
"PBDC1",-0.00759425486506888,NA,"PBDC1"
"ARF4",-0.00764342565112233,NA,"ARF4"
"IPO7",-0.0079141740283105,NA,"IPO7"
"IMPDH2",-0.0080011911452785,NA,"IMPDH2"
"DHRS7B",-0.00829162997537829,NA,"DHRS7B"
"UQCRC1",-0.00876455279399223,NA,"UQCRC1"
"FBXO7",-0.00887576677252046,NA,"FBXO7"
"KIF5B",-0.00902380090784826,NA,"KIF5B"
"ATAD3A",-0.00925706984743815,NA,"ATAD3A"
"ATP1A1",-0.00928631270518354,NA,"ATP1A1"
"GSTM2",-0.00929727174587544,NA,"GSTM2"
"TARDBP",-0.00933671009779564,NA,"TARDBP"
"PRDX6",-0.00935872721607992,NA,"PRDX6"
"RPL22",-0.00941985119901257,NA,"RPL22"
"WDR61",-0.00944526597714569,NA,"WDR61"
"PSMD14",-0.00955767222464565,NA,"PSMD14"
"NSF",-0.00965505390848847,NA,"NSF"
"UQCR10",-0.0097298795982191,NA,"UQCR10"
"SARS2",-0.00975947283070367,NA,"SARS2"
"CAV1",-0.00998153356343722,NA,"CAV1"
"MICU2",-0.0100390537306092,NA,"MICU2"
"H3-3A",-0.0100895325988223,NA,"H3-3A"
"AKR1B1",-0.0101009846098084,NA,"AKR1B1"
"PPP5C",-0.0101907307893266,NA,"PPP5C"
"AP1G1",-0.0104177112922202,NA,"AP1G1"
"PSMC1",-0.0104186841435485,NA,"PSMC1"
"DCXR",-0.0105563210003526,NA,"DCXR"
"PPP1CC",-0.010611427275413,NA,"PPP1CC"
"PCCA",-0.0106833607681455,NA,"PCCA"
"CLIC4",-0.0108118121253473,NA,"CLIC4"
"PGM1",-0.0109449630994355,NA,"PGM1"
"USP14",-0.0110317691218522,NA,"USP14"
"PCBD1",-0.0110606950496821,NA,"PCBD1"
"UFD1",-0.0111529614315476,NA,"UFD1"
"TBCB",-0.0112490570378567,NA,"TBCB"
"PKM",-0.0113255449615872,NA,"PKM"
"GFM1",-0.0113533587216238,NA,"GFM1"
"TRMT112",-0.0114083633077977,NA,"TRMT112"
"RAB10",-0.0114658865360239,NA,"RAB10"
"COX5B",-0.0115575262433605,NA,"COX5B"
"STBD1",-0.0116805395499613,NA,"STBD1"
"PSMD1",-0.0118007405778291,NA,"PSMD1"
"AHSA1",-0.0118037477700482,NA,"AHSA1"
"SGCD",-0.011810694719145,NA,"SGCD"
"CPNE1",-0.011909924725707,NA,"CPNE1"
"RSU1",-0.0119281557256769,NA,"RSU1"
"CTSG",-0.0119395596523058,NA,"CTSG"
"NDUFS7",-0.0119573300831297,NA,"NDUFS7"
"CAVIN4",-0.0121029349806248,NA,"CAVIN4"
"RPL4",-0.0121397295406541,NA,"RPL4"
"CUL5",-0.0122965884560314,NA,"CUL5"
"ETFA",-0.0123133292624933,NA,"ETFA"
"MRPS18B",-0.0123545173482659,NA,"MRPS18B"
"PSMC4",-0.0124170622599835,NA,"PSMC4"
"OSBP",-0.0124404836239202,NA,"OSBP"
"SNRPB",-0.0124825687933816,NA,"SNRPB"
"METTL7A",-0.012635380539023,NA,"METTL7A"
"HSD17B10",-0.012736734871524,NA,"HSD17B10"
"RAB2A",-0.0127629771613272,NA,"RAB2A"
"RPS26",-0.0128610390377488,NA,"RPS26"
"EIF3K",-0.0128940377566205,NA,"EIF3K"
"SEPTIN7",-0.0130666522620282,NA,"SEPTIN7"
"EIF3A",-0.0131509024595933,NA,"EIF3A"
"TIPRL",-0.0131687864592813,NA,"TIPRL"
"NT5C",-0.0132495150330185,NA,"NT5C"
"COPZ1",-0.0132819065454776,NA,"COPZ1"
"GAMT",-0.0135598716426339,NA,"GAMT"
"STRAP",-0.0138174245604411,NA,"STRAP"
"FLNB",-0.0138350337711683,NA,"FLNB"
"TBCA",-0.0138484045136664,NA,"TBCA"
"CISD1",-0.0138598383800212,NA,"CISD1"
"SCP2",-0.0139313901352165,NA,"SCP2"
"CRYAB",-0.0139316554780448,NA,"CRYAB"
"RAB2B",-0.0143747243460565,NA,"RAB2B"
"PRKAR1A",-0.0144312405839989,NA,"PRKAR1A"
"NONO",-0.014518950522338,NA,"NONO"
"RPSA",-0.014765263224136,NA,"RPSA"
"NDUFA2",-0.0148440139208498,NA,"NDUFA2"
"PRKG1",-0.0149854017231539,NA,"PRKG1"
"SMYD1",-0.0150364706843497,NA,"SMYD1"
"PSMD3",-0.0151137234562372,NA,"PSMD3"
"DYNLT1",-0.0151194118991568,NA,"DYNLT1"
"PCCB",-0.0151203336804036,NA,"PCCB"
"PSMB7",-0.0151514161293773,NA,"PSMB7"
"EHD1",-0.0152999543680033,NA,"EHD1"
"MAPK12",-0.0154585841644153,NA,"MAPK12"
"S100A11",-0.0155508619485346,NA,"S100A11"
"SORD",-0.0156101449013873,NA,"SORD"
"MLIP",-0.0157183161802205,NA,"MLIP"
"PGP",-0.015736835812646,NA,"PGP"
"GNPDA1",-0.0157539537947821,NA,"GNPDA1"
"CD63",-0.0157789004166588,NA,"CD63"
"RPS18",-0.0159201836835915,NA,"RPS18"
"COQ10B",-0.0159274456857903,NA,"COQ10B"
"NIBAN1",-0.0161525674365784,NA,"NIBAN1"
"CRKL",-0.0162465120302831,NA,"CRKL"
"SPCS1",-0.0162691813322887,NA,"SPCS1"
"ADK",-0.0163692081819249,NA,"ADK"
"PREB",-0.0164169108214163,NA,"PREB"
"GSR",-0.0164655353617423,NA,"GSR"
"ADPRHL2",-0.0165230184989314,NA,"ADPRHL2"
"RBBP4",-0.0165776504918876,NA,"RBBP4"
"DNPEP",-0.0166986522694324,NA,"DNPEP"
"MYL6B",-0.0167559690200638,NA,"MYL6B"
"GPAT3",-0.0167778404849364,NA,"GPAT3"
"TNNC2",-0.0168755281179048,NA,"TNNC2"
"HUWE1",-0.0170377638748972,NA,"HUWE1"
"SCFD1",-0.0170508276037928,NA,"SCFD1"
