"uniprot_id","eta2","gene","label"
"P46776",0.103160874763695,"RPL27A","RPL27A"
"Q9P0U1",0.103153755395183,"TOMM7","TOMM7"
"Q99460",0.102888750077113,"PSMD1","PSMD1"
"Q14152",0.102829964055027,"EIF3A","EIF3A"
"Q9BXW6",0.102769584359616,"OSBPL1A","OSBPL1A"
"Q5TC12",0.102638406968307,"ATPAF1","ATPAF1"
"P22059",0.102622555040407,"OSBP","OSBP"
"Q92629",0.102544734842252,"SGCD","SGCD"
"Q15404",0.102523660430335,"RSU1","RSU1"
"Q5BKX8",0.102522306777674,"CAVIN4","CAVIN4"
"O75251",0.102520333541938,"NDUFS7","NDUFS7"
"P61019",0.102446524306916,"RAB2A","RAB2A"
"P10606",0.102369308657282,"COX5B","COX5B"
"Q9UBI6",0.102324354390823,"GNG12","GNG12"
"Q93034",0.102051031206337,"CUL5","CUL5"
"P31949",0.102007296307171,"S100A11","S100A11"
"Q9UBQ5",0.101988640883858,"EIF3K","EIF3K"
"Q9H8H3",0.101973005195505,"METTL7A","METTL7A"
"P49902",0.101837343475686,"NT5C2","NT5C2"
"P02511",0.101772287556909,"CRYAB","CRYAB"
"O00186",0.101755885545965,"STXBP3","STXBP3"
"Q9Y3F4",0.101684702830993,"STRAP","STRAP"
"Q14353",0.101656221707877,"GAMT","GAMT"
"Q16181",0.101620275208656,"SEPTIN7","SEPTIN7"
"O75369",0.101546077791384,"FLNB","FLNB"
"Q9H2W6",0.101529123774614,"MRPL46","MRPL46"
"P13804",0.101524171813191,"ETFA","ETFA"
"P43686",0.101449209660773,"PSMC4","PSMC4"
"P62318",0.101371182823126,"SNRPD3","SNRPD3"
"Q99714",0.101364398635886,"HSD17B10","HSD17B10"
"Q9NZ45",0.101202861149079,"CISD1","CISD1"
"P05166",0.10118584793957,"PCCB","PCCB"
"P78560",0.101174996083405,"CRADD","CRADD"
"Q00796",0.101056415614176,"SORD","SORD"
"P10644",0.100940604322448,"PRKAR1A","PRKAR1A"
"P46777",0.100929107435796,"RPL5","RPL5"
"O75347",0.100889861124743,"TBCA","TBCA"
"P83731",0.100879967390283,"RPL24","RPL24"
"P61803",0.100764052965136,"DAD1","DAD1"
"Q8NB12",0.100338770915272,"SMYD1","SMYD1"
"O43242",0.100195578715648,"PSMD3","PSMD3"
"Q8N5M9",0.100184501646919,"JAGN1","JAGN1"
"Q9NPQ8",0.100177362749276,"RIC8A","RIC8A"
"P08865",0.100135227986552,"RPSA","RPSA"
"Q16853",0.100019183594683,"AOC3","AOC3"
"P42766",0.0999887835377481,"RPL35","RPL35"
"P18621",0.099979928728129,"RPL17","RPL17"
"Q99436",0.0999348384558929,"PSMB7","PSMB7"
"P50238",0.0999006617899103,"CRIP1","CRIP1"
"Q9H4M9",0.0997892885398672,"EHD1","EHD1"
"Q9Y5J7",0.0997867956905447,"TIMM9","TIMM9"
"P08473",0.0996550993554468,"MME","MME"
"Q13976",0.0995960178851896,"PRKG1","PRKG1"
"A1L0T0",0.0994087707512209,"ILVBL","ILVBL"
"P62269",0.0993107309966941,"RPS18","RPS18"
"O43678",0.0992337493176446,"NDUFA2","NDUFA2"
"Q92890",0.0991066850060338,"UFD1","UFD1"
"Q9BZQ8",0.0990486737415643,"NIBAN1","NIBAN1"
"P46926",0.0990250098842734,"GNPDA1","GNPDA1"
"P60174",0.0988491382835407,"TPI1","TPI1"
"P46109",0.0988418405523952,"CRKL","CRKL"
"P53778",0.0988389418075414,"MAPK12","MAPK12"
"O75663",0.0986515566915002,"TIPRL","TIPRL"
"Q9H6F2",0.0986112018340739,"TMEM38A","TMEM38A"
"P14649",0.0985768841623851,"MYL6B","MYL6B"
"P00390",0.0985420158959666,"GSR","GSR"
"Q9Y316",0.0984460756702162,"MEMO1","MEMO1"
"Q9ULA0",0.098437549648405,"DNPEP","DNPEP"
"A6NDG6",0.0982441189397954,"PGP","PGP"
"P02585",0.0981537006664508,"TNNC2","TNNC2"
"Q9UBX5",0.0981159764715182,"FBLN5","FBLN5"
"O43676",0.097814137017331,"NDUFB3","NDUFB3"
"Q9Y3D6",0.0973429534339284,"FIS1","FIS1"
"P24310",0.0973366937022596,"COX7A1","COX7A1"
"P52888",0.0971662444996828,"THOP1","THOP1"
"P09525",0.0971340138441848,"ANXA4","ANXA4"
"O95376",0.0971287693149211,"ARIH2","ARIH2"
"P09497",0.0970722593571625,"CLTB","CLTB"
"P49411",0.0969450975328238,"TUFM","TUFM"
"Q99504",0.0967643671303212,"EYA3","EYA3"
"P05165",0.0966914516952231,"PCCA","PCCA"
"P07954",0.096615159307896,"FH","FH"
"Q8IXJ6",0.0965189403499055,"SIRT2","SIRT2"
"Q6GMV3",0.0965005472381028,"PTRHD1","PTRHD1"
"Q9Y235",0.096350727179181,"APOBEC2","APOBEC2"
"P16671",0.096194165667303,"CD36","CD36"
"Q9NRX4",0.0959047826221991,"PHPT1","PHPT1"
"P21796",0.095882228075268,"VDAC1","VDAC1"
"Q9BZL1",0.095874038331915,"UBL5","UBL5"
"P21399",0.0957998662396071,"ACO1","ACO1"
"P78417",0.0957743981819838,"GSTO1","GSTO1"
"Q15046",0.0957021696255613,"KARS1","KARS1"
"Q6XQN6",0.0956655602045199,"NAPRT","NAPRT"
"Q92905",0.095630205084216,"COPS5","COPS5"
"O95168",0.0955795787109582,"NDUFB4","NDUFB4"
"Q9BSH4",0.0955675659107858,"TACO1","TACO1"
"Q96IV0",0.0953328934323732,"NGLY1","NGLY1"
"Q96AG3",0.0951371619651111,"SLC25A46","SLC25A46"
"P21695",0.0946361596573854,"GPD1","GPD1"
"Q9NVI7",0.0943373304458777,"ATAD3A","ATAD3A"
"P56385",0.0942108466019308,"ATP5ME","ATP5ME"
"Q0ZGT2",0.0941783531507082,"NEXN","NEXN"
"P20618",0.0940500604231994,"PSMB1","PSMB1"
"P62081",0.0939098277073017,"RPS7","RPS7"
"Q13496",0.0938995024688859,"MTM1","MTM1"
"Q9BQS8",0.0938963432594152,"FYCO1","FYCO1"
"P62241",0.0937868279340915,"RPS8","RPS8"
"O14818",0.0937570803134828,"PSMA7","PSMA7"
"Q9BXW7",0.0937223508266539,"HDHD5","HDHD5"
"Q99536",0.0937162133538501,"VAT1","VAT1"
"P03897",0.0935310996048954,"MT-ND3","MT-ND3"
"Q8N3V7",0.0931953646099726,"SYNPO","SYNPO"
"O75380",0.0931675465814651,"NDUFS6","NDUFS6"
"Q6NUK1",0.0931208411381021,"SLC25A24","SLC25A24"
"P14625",0.0929294866545596,"HSP90B1","HSP90B1"
"P13667",0.0928766041852083,"PDIA4","PDIA4"
"Q99653",0.0927244179290303,"CHP1","CHP1"
"P82909",0.092495051364491,"MRPS36","MRPS36"
"O15173",0.0923328673161987,"PGRMC2","PGRMC2"
"P36578",0.0922840012686078,"RPL4","RPL4"
"Q13885",0.0920780310627873,"TUBB2A","TUBB2A"
"P68133",0.09193977700833,"ACTA1","ACTA1"
"Q13011",0.0918475296786002,"ECH1","ECH1"
"Q8N5K1",0.0918319257098215,"CISD2","CISD2"
"Q15435",0.0918134103886709,"PPP1R7","PPP1R7"
"Q6UXV4",0.0917873272732577,"APOOL","APOOL"
"P51884",0.091712035443086,"LUM","LUM"
"Q9BTZ2",0.0915182718544565,"DHRS4","DHRS4"
"O00442",0.0914780217387138,"RTCA","RTCA"
"P15090",0.0914154604324958,"FABP4","FABP4"
"P45984",0.0913844939784876,"MAPK9","MAPK9"
"P35606",0.0913797650819761,"COPB2","COPB2"
"Q9Y2R5",0.0913708612163394,"MRPS17","MRPS17"
"Q9HC38",0.0911779175081775,"GLOD4","GLOD4"
"P62857",0.0911603691646052,"RPS28","RPS28"
"P04080",0.0911542744508062,"CSTB","CSTB"
"Q96MF2",0.091007002708604,"STAC3","STAC3"
"P51659",0.0909717694866412,"HSD17B4","HSD17B4"
"P50579",0.09094271198991,"METAP2","METAP2"
"P41567",0.0908902225897915,"EIF1","EIF1"
"Q15370",0.0905544847468922,"ELOB","ELOB"
"Q9UHV9",0.0904395707028312,"PFDN2","PFDN2"
"P11532",0.09030449576152,"DMD","DMD"
"Q9NTX5",0.0902186231721122,"ECHDC1","ECHDC1"
"Q9H2H8",0.0901775434268095,"PPIL3","PPIL3"
"O43464",0.0901463713403357,"HTRA2","HTRA2"
"P61088",0.0901305430335818,"UBE2N","UBE2N"
"Q13619",0.0899896621792386,"CUL4A","CUL4A"
"Q9NUU7",0.0899594158735946,"DDX19A","DDX19A"
"O43617",0.0899015271535702,"TRAPPC3","TRAPPC3"
"O94826",0.0897307663012773,"TOMM70","TOMM70"
"O95881",0.0895166096786562,"TXNDC12","TXNDC12"
"Q9UL25",0.0893720012116822,"RAB21","RAB21"
"P49458",0.0893706219516832,"SRP9","SRP9"
"P09417",0.089358865636161,"QDPR","QDPR"
"O15382",0.0893027056042962,"BCAT2","BCAT2"
"Q9BS92",0.0890423182090208,"NIPSNAP3B","NIPSNAP3B"
"O15305",0.0890252186285172,"PMM2","PMM2"
"Q08043",0.0889791067921919,"ACTN3","ACTN3"
"Q14157",0.0889335508142535,"UBAP2L","UBAP2L"
"Q14118",0.0888030856680933,"DAG1","DAG1"
"Q9UBQ0",0.0885361125118163,"VPS29","VPS29"
"Q16775",0.088403343764133,"HAGH","HAGH"
"Q01469",0.0883489450719335,"FABP5","FABP5"
"P37108",0.0883314661201994,"SRP14","SRP14"
"Q9UQ13",0.0882766044101935,"SHOC2","SHOC2"
"Q16698",0.088131549388864,"DECR1","DECR1"
"P12081",0.0880539291930828,"HARS1","HARS1"
"P51888",0.087898120698178,"PRELP","PRELP"
"P61925",0.0878853599231753,"PKIA","PKIA"
"P36959",0.087853380907407,"GMPR","GMPR"
"Q8TDC0",0.0877674593412802,"MYOZ3","MYOZ3"
"P08123",0.0877096690414193,"COL1A2","COL1A2"
"O00264",0.087470409575963,"PGRMC1","PGRMC1"
"Q96MG2",0.0873886795887878,"JSRP1","JSRP1"
"P61081",0.0873518512967296,"UBE2M","UBE2M"
"Q13363",0.0873057279366934,"CTBP1","CTBP1"
"Q9UI09",0.0870997972878278,"NDUFA12","NDUFA12"
"Q15836",0.087015869412979,"VAMP3","VAMP3"
"O43741",0.0869879754940584,"PRKAB2","PRKAB2"
"Q9H1C7",0.0868027759412813,"CYSTM1","CYSTM1"
"O00429",0.0865792483034369,"DNM1L","DNM1L"
"Q8IWW8",0.086451695222713,"ADHFE1","ADHFE1"
"P45378",0.0862918522880926,"TNNT3","TNNT3"
"P47756",0.0859037426266577,"CAPZB","CAPZB"
"Q16134",0.0858853219894707,"ETFDH","ETFDH"
"P23434",0.0858847190179764,"GCSH","GCSH"
"Q9BRT3",0.0858766804267986,"MIEN1","MIEN1"
"P23142",0.0857657790407782,"FBLN1","FBLN1"
"Q9BWH2",0.085623837777629,"FUNDC2","FUNDC2"
"O00764",0.0854851131382416,"PDXK","PDXK"
"P51114",0.0854654781833183,"FXR1","FXR1"
"Q15185",0.0854457912284309,"PTGES3","PTGES3"
"Q96HY7",0.0854110568576274,"DHTKD1","DHTKD1"
"Q9Y224",0.0854092134118626,"RTRAF","RTRAF"
"Q92598",0.0852189218798808,"HSPH1","HSPH1"
"P14550",0.0850847942485516,"AKR1A1","AKR1A1"
"Q9C0E8",0.084973581325075,"LNPK","LNPK"
"Q15746",0.0848033424812966,"MYLK","MYLK"
"P46019",0.0846816218854927,"PHKA2","PHKA2"
"P20042",0.0846133020161022,"EIF2S2","EIF2S2"
"Q8N8N7",0.0845704326551177,"PTGR2","PTGR2"
"O14958",0.0845533516401624,"CASQ2","CASQ2"
"P54725",0.0844518102431107,"RAD23A","RAD23A"
"P18859",0.0844507644001452,"ATP5PF","ATP5PF"
"Q96CV9",0.0844200721208999,"OPTN","OPTN"
"E9PAV3",0.0842706038269022,"NACA","NACA"
"P35749",0.0839460565661302,"MYH11","MYH11"
"P67775",0.0838486833907412,"PPP2CA","PPP2CA"
"O75746",0.083742488159274,"SLC25A12","SLC25A12"
"Q96CN7",0.0837078781792076,"ISOC1","ISOC1"
"O60493",0.083659115052598,"SNX3","SNX3"
"Q9NZ01",0.0836104591235965,"TECR","TECR"
"P52294",0.0835801366717047,"KPNA1","KPNA1"
"Q99541",0.0835400517702014,"PLIN2","PLIN2"
"Q9UL46",0.0835106200172485,"PSME2","PSME2"
"Q9HBL7",0.0834971058835625,"PLGRKT","PLGRKT"
"Q15363",0.0834452977799621,"TMED2","TMED2"
"Q15843",0.0833039257012625,"NEDD8","NEDD8"
"Q7L5N1",0.0832999897737882,"COPS6","COPS6"
"O95169",0.0828967246326516,"NDUFB8","NDUFB8"
"Q9UJY1",0.0828637400667995,"HSPB8","HSPB8"
"Q8N0U8",0.0827270071455126,"VKORC1L1","VKORC1L1"
"P14406",0.0826330124652198,"COX7A2","COX7A2"
"P10809",0.0825774705851572,"HSPD1","HSPD1"
"Q96HE7",0.0825537950408269,"ERO1A","ERO1A"
"P63146",0.0825062030660056,"UBE2B","UBE2B"
"P28072",0.0824222218541879,"PSMB6","PSMB6"
"Q92523",0.0820994828087688,"CPT1B","CPT1B"
"O60662",0.0819642159927557,"KLHL41","KLHL41"
"Q9NZ08",0.081938400236463,"ERAP1","ERAP1"
"P50990",0.0816199496873957,"CCT8","CCT8"
"Q9NSE4",0.0815607340026732,"IARS2","IARS2"
"O15371",0.0812986589257196,"EIF3D","EIF3D"
"P00846",0.0812656072252468,"MT-ATP6","MT-ATP6"
"Q9Y230",0.0811862700032756,"RUVBL2","RUVBL2"
"P21333",0.0811546094340635,"FLNA","FLNA"
"P17980",0.0811022877092887,"PSMC3","PSMC3"
"O14653",0.0811004320618744,"GOSR2","GOSR2"
"P50461",0.0808084255160348,"CSRP3","CSRP3"
"Q9UMX0",0.080808148516365,"UBQLN1","UBQLN1"
"P48059",0.0807699648874512,"LIMS1","LIMS1"
"P12829",0.0806416574661578,"MYL4","MYL4"
"P50895",0.0805430152417857,"BCAM","BCAM"
"P15374",0.0803414908975508,"UCHL3","UCHL3"
"P21291",0.0801343291889859,"CSRP1","CSRP1"
"Q99733",0.0800303006014407,"NAP1L4","NAP1L4"
"P15880",0.0798806586911445,"RPS2","RPS2"
"Q86X76",0.0798684866773504,"NIT1","NIT1"
"Q13131",0.0795117249292307,"PRKAA1","PRKAA1"
"P39019",0.0793887174871459,"RPS19","RPS19"
"Q8WZA0",0.079265746905021,"LZIC","LZIC"
"Q70IA6",0.0792656965444849,"MOB2","MOB2"
"O00151",0.0792518511391384,"PDLIM1","PDLIM1"
"Q9Y2Z0",0.0792031570694048,"SUGT1","SUGT1"
"P13807",0.0791295486113976,"GYS1","GYS1"
"P24666",0.0790561758034787,"ACP1","ACP1"
"P62263",0.0789144400758498,"RPS14","RPS14"
"Q5VTT5",0.078908557739854,"MYOM3","MYOM3"
"P62244",0.0787451006839839,"RPS15A","RPS15A"
"O75153",0.0786941010156913,"CLUH","CLUH"
"Q8NC51",0.0786383817614475,"SERBP1","SERBP1"
"Q03013",0.0786121743090949,"GSTM4","GSTM4"
"O75489",0.0784751111607986,"NDUFS3","NDUFS3"
"Q9NR12",0.0784618824552555,"PDLIM7","PDLIM7"
"Q9UQ90",0.0784221078229582,"SPG7","SPG7"
"Q7Z7F7",0.0783496762066355,"MRPL55","MRPL55"
"Q8TB37",0.0783039570248922,"NUBPL","NUBPL"
"Q8TEA8",0.0781889615178038,"DTD1","DTD1"
"O75323",0.0781517763302391,"NIPSNAP2","NIPSNAP2"
"Q49AH0",0.0779361009460957,"CDNF","CDNF"
"Q96C00",0.0776143806172802,"ZBTB9","ZBTB9"
"P25786",0.0769833124077644,"PSMA1","PSMA1"
"P26885",0.0769515043001518,"FKBP2","FKBP2"
"O60237",0.0768326007761188,"PPP1R12B","PPP1R12B"
"Q13617",0.076816694518108,"CUL2","CUL2"
"Q9H4A4",0.0768086928304883,"RNPEP","RNPEP"
"O76003",0.0768018378286804,"GLRX3","GLRX3"
"P49419",0.0767649731200836,"ALDH7A1","ALDH7A1"
"Q9UKS6",0.0767423642783644,"PACSIN3","PACSIN3"
"P30046",0.0767235433465313,"DDT","DDT"
"Q04446",0.0766714852922399,"GBE1","GBE1"
"Q04637",0.0764574699065882,"EIF4G1","EIF4G1"
"Q14315",0.0764542432946408,"FLNC","FLNC"
"P05787",0.0763620885595725,"KRT8","KRT8"
"Q9UMR2",0.0763512498535282,"DDX19B","DDX19B"
"Q9Y5Z4",0.0762868051024643,"HEBP2","HEBP2"
"P14868",0.0762703343201284,"DARS1","DARS1"
"O43488",0.076125972541989,"AKR7A2","AKR7A2"
"O95747",0.0759343127621689,"OXSR1","OXSR1"
"Q9H479",0.0756118872002214,"FN3K","FN3K"
"P57105",0.0755718855588316,"SYNJ2BP","SYNJ2BP"
"Q96A26",0.0755217707805695,"FAM162A","FAM162A"
"Q5VST9",0.0754542796433324,"OBSCN","OBSCN"
"P06733",0.075454002628501,"ENO1","ENO1"
"Q2TAA2",0.0753483009220253,"IAH1","IAH1"
"P31948",0.0753266074053929,"STIP1","STIP1"
"Q96PU8",0.0753003497873613,"QKI","QKI"
"P54920",0.0752873062564711,"NAPA","NAPA"
"P61106",0.0751815934062775,"RAB14","RAB14"
"P49841",0.0750405249672514,"GSK3B","GSK3B"
"Q12797",0.0749864372864156,"ASPH","ASPH"
"O14980",0.0748296581935603,"XPO1","XPO1"
"Q9P0S9",0.0748122930156716,"TMEM14C","TMEM14C"
"Q8N766",0.074109142454209,"EMC1","EMC1"
"Q9BV68",0.074081130489515,"RNF126","RNF126"
"Q15819",0.0739922396297091,"UBE2V2","UBE2V2"
"P07602",0.0738817607147254,"PSAP","PSAP"
"P49591",0.0738299376114204,"SARS1","SARS1"
"Q15293",0.0738208333063425,"RCN1","RCN1"
"P25789",0.0738117905677843,"PSMA4","PSMA4"
"Q96EY7",0.0735353491209003,"PTCD3","PTCD3"
"P98160",0.0735047348194479,"HSPG2","HSPG2"
"Q9Y3C6",0.0734698878034807,"PPIL1","PPIL1"
"P62942",0.0732976177934898,"FKBP1A","FKBP1A"
"O14558",0.0732515682765921,"HSPB6","HSPB6"
"Q00872",0.0731630890966967,"MYBPC1","MYBPC1"
"P62280",0.0731388608792877,"RPS11","RPS11"
"P19237",0.0731353397574887,"TNNI1","TNNI1"
"P00395",0.0730961956030412,"MT-CO1","MT-CO1"
"P56556",0.0729595245065039,"NDUFA6","NDUFA6"
"P05141",0.0729437025327988,"SLC25A5","SLC25A5"
"P27695",0.0729261461069152,"APEX1","APEX1"
"P54922",0.0725815028405477,"ADPRH","ADPRH"
"P00403",0.0723382173498662,"MT-CO2","MT-CO2"
"Q9H9P8",0.0723250277790259,"L2HGDH","L2HGDH"
"P45381",0.0722954647980042,"ASPA","ASPA"
"P11940",0.0719553654122669,"PABPC1","PABPC1"
"P62258",0.0717084580998888,"YWHAE","YWHAE"
"P11766",0.0715943232080104,"ADH5","ADH5"
"P09104",0.0715000725498323,"ENO2","ENO2"
"P46782",0.0713884646655704,"RPS5","RPS5"
"Q9NTM9",0.0712619514497852,"CUTC","CUTC"
"P61970",0.0711303735694926,"NUTF2","NUTF2"
"P63027",0.070623100877699,"VAMP2","VAMP2"
"P23368",0.0706032047671837,"ME2","ME2"
"Q14257",0.0705634210960331,"RCN2","RCN2"
"P68036",0.0705367059529148,"UBE2L3","UBE2L3"
"Q9NQE9",0.0704406774490735,"HINT3","HINT3"
"O43598",0.0701492862319209,"DNPH1","DNPH1"
"P29218",0.0700724075540008,"IMPA1","IMPA1"
"Q86VF7",0.0695167636752067,"NRAP","NRAP"
"Q8TDX7",0.0694435034122585,"NEK7","NEK7"
"Q9Y6H1",0.0693850965660026,"CHCHD2","CHCHD2"
"P52758",0.0693247365650431,"RIDA","RIDA"
"Q06055",0.0692681421702751,"ATP5MC2","ATP5MC2"
"O14744",0.0692267528363696,"PRMT5","PRMT5"
"Q9NNW7",0.0691628190980849,"TXNRD2","TXNRD2"
"P60983",0.0690334080424176,"GMFB","GMFB"
"O00410",0.0689872517484273,"IPO5","IPO5"
"Q9UBQ7",0.0689856915908764,"GRHPR","GRHPR"
"Q08623",0.0689848046567494,"PUDP","PUDP"
"Q16891",0.068732473870136,"IMMT","IMMT"
"O75608",0.0686758093056488,"LYPLA1","LYPLA1"
"Q9Y2Q9",0.0686698164758092,"MRPS28","MRPS28"
"P30086",0.0686570808982034,"PEBP1","PEBP1"
"O43374",0.0685992414359489,"RASA4","RASA4"
"O60664",0.0683516421342641,"PLIN3","PLIN3"
"P09493",0.0681224253288465,"TPM1","TPM1"
"Q99471",0.0680929046128881,"PFDN5","PFDN5"
"P17858",0.0677870626868605,"PFKL","PFKL"
"Q99798",0.0677165767178615,"ACO2","ACO2"
"Q02543",0.0675826626837562,"RPL18A","RPL18A"
"Q13126",0.0675005867658162,"MTAP","MTAP"
"P08670",0.067476288735428,"VIM","VIM"
"Q16543",0.067123195203567,"CDC37","CDC37"
"P49368",0.0669800332154482,"CCT3","CCT3"
"P31942",0.0667486689337257,"HNRNPH3","HNRNPH3"
"P00352",0.066685156329323,"ALDH1A1","ALDH1A1"
"Q8IVN3",0.0664090876053517,"MUSTN1","MUSTN1"
"Q9Y263",0.0663993467110291,"PLAA","PLAA"
"Q14974",0.0663624558755895,"KPNB1","KPNB1"
"P63000",0.0658100699212161,"RAC1","RAC1"
"O95989",0.0657454770615763,"NUDT3","NUDT3"
"Q96IU4",0.0655202282325063,"ABHD14B","ABHD14B"
"Q93008",0.0654747923613176,"USP9X","USP9X"
"P60660",0.0653883269575538,"MYL6","MYL6"
"P55060",0.0653693631632373,"CSE1L","CSE1L"
"Q9UNM6",0.0653318424185026,"PSMD13","PSMD13"
"Q9BXK5",0.0652236100595037,"BCL2L13","BCL2L13"
"P12694",0.0649937155413408,"BCKDHA","BCKDHA"
"Q8NDY3",0.0648090732030412,"ADPRHL1","ADPRHL1"
"P08237",0.064777461887706,"PFKM","PFKM"
"Q9NR31",0.0647589523573671,"SAR1A","SAR1A"
"Q9BVC6",0.0642374644753269,"TMEM109","TMEM109"
"O75083",0.0640866960655868,"WDR1","WDR1"
"Q9UM54",0.0639796381279858,"MYO6","MYO6"
"O95571",0.0638098152152572,"ETHE1","ETHE1"
"Q9BSD7",0.0637645437398957,"NTPCR","NTPCR"
"P30048",0.0636496619018687,"PRDX3","PRDX3"
"Q15124",0.06364256230105,"PGM5","PGM5"
"P26641",0.0636104693359134,"EEF1G","EEF1G"
"P0DP23",0.0635487116311848,"CALM1","CALM1"
"P52907",0.063445523414218,"CAPZA1","CAPZA1"
"P63010",0.063011468641193,"AP2B1","AP2B1"
"O94979",0.0629824277479815,"SEC31A","SEC31A"
"P01116",0.0629494415373173,"KRAS","KRAS"
"Q99497",0.0629158047186392,"PARK7","PARK7"
"Q9H2U2",0.0629132377724994,"PPA2","PPA2"
"O96007",0.0628909246894164,"MOCS2","MOCS2"
"P48643",0.0628695874826306,"CCT5","CCT5"
"P37802",0.0628600108404235,"TAGLN2","TAGLN2"
"P28482",0.0628323865930491,"MAPK1","MAPK1"
"P25685",0.0626220216509827,"DNAJB1","DNAJB1"
"P46977",0.0625228504455778,"STT3A","STT3A"
"Q14203",0.0624672485045748,"DCTN1","DCTN1"
"O15145",0.0622949712357138,"ARPC3","ARPC3"
"P68371",0.062190069366958,"TUBB4B","TUBB4B"
"O95834",0.0620590506623133,"EML2","EML2"
"P38646",0.0618859271887479,"HSPA9","HSPA9"
"Q9BYD6",0.0618719884606162,"MRPL1","MRPL1"
"Q9Y3A5",0.0616710766651263,"SBDS","SBDS"
"Q9NZL9",0.0614232089610206,"MAT2B","MAT2B"
"Q16851",0.0611973840596522,"UGP2","UGP2"
"P08574",0.0610492353921421,"CYC1","CYC1"
"Q8IUZ5",0.0610414432104532,"PHYKPL","PHYKPL"
"Q9BV79",0.0607814541406457,"MECR","MECR"
"O43396",0.0606166780821349,"TXNL1","TXNL1"
"P35270",0.0605233775096426,"SPR","SPR"
"P61086",0.06039120946959,"UBE2K","UBE2K"
"Q9NVJ2",0.059962556470151,"ARL8B","ARL8B"
"Q8WY91",0.0599351809833609,"THAP4","THAP4"
"P05198",0.0599032654416291,"EIF2S1","EIF2S1"
"Q9BRA2",0.0597375137788882,"TXNDC17","TXNDC17"
"O94760",0.0595030418970817,"DDAH1","DDAH1"
"Q5VXT5",0.0594692535753535,"SYPL2","SYPL2"
"Q86X55",0.0593869048180148,"CARM1","CARM1"
"P20810",0.0590570872371724,"CAST","CAST"
"Q9UNZ2",0.0589918806545317,"NSFL1C","NSFL1C"
"P09467",0.0589793816435855,"FBP1","FBP1"
"Q15526",0.0589616440889994,"SURF1","SURF1"
"P00325",0.0588708053597612,"ADH1B","ADH1B"
"O00571",0.0588153435107749,"DDX3X","DDX3X"
"Q9GZT8",0.0588109135366605,"NIF3L1","NIF3L1"
"P13473",0.0587916114156431,"LAMP2","LAMP2"
"P00156",0.058669629012554,"MT-CYB","MT-CYB"
"Q99766",0.0586147844812625,"DMAC2L","DMAC2L"
"P62136",0.0585802232976572,"PPP1CA","PPP1CA"
"Q96GX9",0.0585673665646521,"APIP","APIP"
"P49753",0.0585515198621424,"ACOT2","ACOT2"
"Q9NX40",0.0581922636219429,"OCIAD1","OCIAD1"
"Q05682",0.0580722602089831,"CALD1","CALD1"
"Q13442",0.0580575433382472,"PDAP1","PDAP1"
"Q13683",0.0579238909634867,"ITGA7","ITGA7"
"Q92506",0.0579067225029679,"HSD17B8","HSD17B8"
"Q6NVY1",0.0577626741021955,"HIBCH","HIBCH"
"P56537",0.0576857453056437,"EIF6","EIF6"
"P11310",0.0576399206367551,"ACADM","ACADM"
"Q04917",0.0576050629636901,"YWHAH","YWHAH"
"P17661",0.0575723612141101,"DES","DES"
"P04843",0.057445352101084,"RPN1","RPN1"
"P47755",0.0574188849968195,"CAPZA2","CAPZA2"
"Q6DKJ4",0.0573101197103832,"NXN","NXN"
"Q13326",0.0572783769132268,"SGCG","SGCG"
"P28331",0.0572614952840147,"NDUFS1","NDUFS1"
"Q2TBA0",0.0571652537794144,"KLHL40","KLHL40"
"P35908",0.057022619997971,"KRT2","KRT2"
"P60981",0.0568111077112127,"DSTN","DSTN"
"P05091",0.0568053614434555,"ALDH2","ALDH2"
"Q16718",0.0566144465931189,"NDUFA5","NDUFA5"
"Q8N4T8",0.0565324063206855,"CBR4","CBR4"
"O95563",0.0563895004339363,"MPC2","MPC2"
"Q9NP98",0.0563551936671163,"MYOZ1","MYOZ1"
"P63104",0.0562926590245384,"YWHAZ","YWHAZ"
"P25788",0.0560789760269708,"PSMA3","PSMA3"
"P24043",0.0560079539344058,"LAMA2","LAMA2"
"O43707",0.0559784862274675,"ACTN4","ACTN4"
"Q7Z3D6",0.055978300576582,"DGLUCY","DGLUCY"
"P24298",0.0559681522818255,"GPT","GPT"
"Q16555",0.0559018965975816,"DPYSL2","DPYSL2"
"P09622",0.0555704198844039,"DLD","DLD"
"P08590",0.0555599221349032,"MYL3","MYL3"
"Q58WW2",0.0550074264528138,"DCAF6","DCAF6"
"Q96C90",0.0548509084300684,"PPP1R14B","PPP1R14B"
"P36543",0.0548376891118386,"ATP6V1E1","ATP6V1E1"
"P36405",0.0546259024398243,"ARL3","ARL3"
"Q15149",0.0544949483650514,"PLEC","PLEC"
"P40763",0.0543783258001885,"STAT3","STAT3"
"P62750",0.0542179410387814,"RPL23A","RPL23A"
"P51570",0.0539050371228941,"GALK1","GALK1"
"Q7L1Q6",0.0535821621969666,"BZW1","BZW1"
"P04264",0.0535438404721762,"KRT1","KRT1"
"P82650",0.0535011839403944,"MRPS22","MRPS22"
"Q16836",0.0531819906752222,"HADH","HADH"
"Q13162",0.0530421452479438,"PRDX4","PRDX4"
"Q9Y508",0.0529475758583322,"RNF114","RNF114"
