"CAP1","MDS1","Group"
-0.0906824750632735,-0.651296340116074,"HR"
-0.257138975872348,0.865129906598816,"HR"
-0.208227704339665,0.240433453413132,"HR"
-0.705342144652507,-1.87177336321424,"HR"
-0.446459038431022,0.174982910005703,"HR"
-0.382252624425945,-0.231239782724163,"HR"
-0.130917969047401,1.20155644658318,"HR"
-0.0853530891619253,0.658587744118103,"LR"
0.238119432833704,0.900576016628131,"LR"
0.181793807291636,0.576237412994047,"LR"
0.501584105452747,0.359082050139189,"LR"
0.253636314052593,0.0607535295947983,"LR"
0.406823393858361,-1.14881556427158,"LR"
0.413290526763324,-0.199010096078998,"LR"
0.311126440741722,-0.935204323670035,"LR"
-0.272986943258645,0.468456177735779,"HR"
-0.0558815790390063,0.104300887373824,"HR"
-0.329536101647174,0.437216538396918,"HR"
-0.462833213467619,-0.138785231392489,"HR"
0.0894421129441412,-0.509924237903582,"HR"
-0.458081024632138,0.57856471444813,"HR"
-0.387066336616781,0.278783838234059,"HR"
0.27574090657365,1.41043770228452,"LR"
0.367103287365802,-0.0331929620332113,"LR"
0.35635810985951,-0.615058296263028,"LR"
0.483625833153787,0.0157316015855543,"LR"
-0.309451842145261,-1.09764338868443,"LR"
0.39398793691787,-1.33527236389059,"LR"
0.163643288573721,0.311254199767934,"LR"
0.145935565418142,0.125130820340616,"LR"
-0.51964138532105,0.464142013660513,"HR"
-0.657249199193905,0.210003286459771,"HR"
-0.13079500116367,0.529641083555195,"HR"
-0.237304834927038,-0.674866833146454,"HR"
-1.29272749345456,-2.29167011021467,"HR"
-0.177328217593251,0.707068706269248,"HR"
0.105178517949986,0.109275935977411,"HR"
0.400415359400303,0.0121123964686229,"LR"
0.293107955910019,0.70918676890592,"LR"
0.512277696715512,-0.0888857447547885,"LR"
0.462729503232255,0.904054509732807,"LR"
0.0241504976428046,0.131433165663547,"LR"
0.391616822696988,0.1236941476775,"LR"
0.292486083964256,0.0276264031138092,"LR"
0.533083694141347,-0.87281572936843,"LR"
