group,med,ci_lo,ci_hi
HR_T1,35.999292627634574,34.75118127171939,37.24798344989288
HR_T2,27.64172476871678,27.104927671481736,28.45842219078313
HR_T3,34.97072551322316,33.73794751548036,35.69461133934152
LR_T1,32.69303818869068,31.940486387836494,33.42442023675646
LR_T2,33.77406915043525,32.882405990466104,34.9336196645947
LR_T3,28.291441523553306,27.32137633320091,29.262637006054064
