comparison,p_raw,p_bh,cliffs_d
HR_T1 vs LR_T1,1.1749594341921265e-6,1.958265723653544e-6,0.09082816284621055
HR_T1 vs HR_T2,9.601494923809735e-34,4.800747461904867e-33,0.22654651133316656
LR_T1 vs LR_T2,0.00369438367892456,0.0046179795986557,-0.053583508012994496
HR_T1 vs HR_T3,0.07883899960955493,0.07883899960955493,0.032863003398862944
LR_T1 vs LR_T3,8.380929704811827e-17,2.0952324262029568e-16,0.15410184457901538
