uniprot_id,gene,description,verdict,reason,contaminant,in_rbc,secretome,blood_conc,ery,myo,blood_cor
P53990,IST1,IST1 homolog,keep,keep,FALSE,TRUE,NA,330000,9.9,126.9,-0.33745173745173745
P53992,SEC24C,Protein transport protein Sec24C,keep,keep,FALSE,TRUE,NA,NA,4.6,36,0.16241405653170357
P53999,SUB1,Activated RNA polymerase II transcriptional coactivator p15,keep,keep,FALSE,FALSE,NA,140000,47.1,41.2,0.16500925069380204
P54136,RARS1,"Arginine--tRNA ligase, cytoplasmic",keep,keep,FALSE,TRUE,NA,140000,6.5,49,0.07678075855689177
P54284,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,keep,keep,FALSE,FALSE,NA,NA,1.5,0.2,0.11540240518038852
P54289,CACNA2D1,Voltage-dependent calcium channel subunit alpha-2/delta-1,keep,keep,FALSE,FALSE,Intracellular and membrane,94000000,0,3245.4,0.12266608771168042
P54296,MYOM2,Myomesin-2,keep,keep,FALSE,FALSE,NA,280000,0,115,-0.02040816326530612
P54577,YARS1,"Tyrosine--tRNA ligase, cytoplasmic",keep,keep,FALSE,TRUE,NA,930000,5,93,0.043418803418803414
P54578,USP14,Ubiquitin carboxyl-terminal hydrolase 14,keep,keep,FALSE,TRUE,NA,4400000,21.6,107.8,0.273230568823274
P54619,PRKAG1,5'-AMP-activated protein kinase subunit gamma-1,keep,keep,FALSE,TRUE,NA,NA,0,0.3,-0.1971341728180634
P54646,PRKAA2,5'-AMP-activated protein kinase catalytic subunit alpha-2,keep,keep,FALSE,FALSE,NA,NA,0,481.8,-0.11921831637372804
P54652,HSPA2,Heat shock-related 70 kDa protein 2,keep,keep,FALSE,TRUE,NA,89000000,0,13.6,-0.05699088145896656
P54707,ATP12A,Potassium-transporting ATPase alpha chain 2,keep,keep,FALSE,TRUE,NA,NA,0,0.4,-0.0918077951543635
P54725,RAD23A,UV excision repair protein RAD23 homolog A,keep,keep,FALSE,TRUE,NA,2600000,216.1,76,0.08822849213691027
P54727,RAD23B,UV excision repair protein RAD23 homolog B,keep,keep,FALSE,TRUE,NA,4800000,13.4,277.1,-0.026270082501085538
P54819,AK2,"Adenylate kinase 2, mitochondrial",keep,keep,FALSE,TRUE,NA,1500000,0.3,92.2,-0.1582718193660443
P54920,NAPA,Alpha-soluble NSF attachment protein,keep,keep,FALSE,TRUE,NA,1500000,10,40.8,0.11378353376503238
P54922,ADPRH,[Protein ADP-ribosylarginine] hydrolase,keep,keep,FALSE,FALSE,NA,NA,0,5.8,0.0861169837914024
P55010,EIF5,Eukaryotic translation initiation factor 5,keep,keep,FALSE,TRUE,NA,93000,139,82.4,-0.018996960486322188
P55036,PSMD4,26S proteasome non-ATPase regulatory subunit 4,keep,keep,FALSE,TRUE,NA,52000,14.7,70.3,-0.11575701510946652
P55039,DRG2,Developmentally-regulated GTP-binding protein 2,keep,keep,FALSE,TRUE,NA,NA,3.4,10.8,NA
P55042,RRAD,GTP-binding protein RAD,keep,keep,FALSE,FALSE,NA,NA,0,185,0.3099437148217637
P55060,CSE1L,Exportin-2,keep,keep,FALSE,TRUE,NA,530000,9.7,73.8,0.08429694727104532
P55072,VCP,Transitional endoplasmic reticulum ATPase,keep,keep,FALSE,TRUE,NA,66000000,13.5,77.1,0.17021276595744683
P55083,MFAP4,Microfibril-associated glycoprotein 4,keep,keep,FALSE,FALSE,Secreted to extracellular matrix,15000000,0,0.3,-0.2336229946524064
P55084,HADHB,"Trifunctional enzyme subunit beta, mitochondrial",keep,keep,FALSE,TRUE,NA,130000,26.1,361.7,0.03386886669561442
P55209,NAP1L1,Nucleosome assembly protein 1-like 1,keep,keep,FALSE,TRUE,NA,13000000,17.1,97.5,0.03054857791102828
P55263,ADK,Adenosine kinase,keep,keep,FALSE,TRUE,NA,510000,21.9,575.4,0.03503473270915131
P55268,LAMB2,Laminin subunit beta-2,keep,keep,FALSE,TRUE,Secreted to extracellular matrix,16000000,0.2,12.1,0.026315789473684213
P55290,CDH13,Cadherin-13,keep,keep,FALSE,FALSE,Intracellular and membrane,160000000,0,2264.9,-0.0895004625346901
P55735,SEC13,Protein SEC13 homolog,keep,keep,FALSE,TRUE,NA,37000,8.4,161.5,-0.21428571428571425
P55786,NPEPPS,Puromycin-sensitive aminopeptidase,keep,keep,FALSE,TRUE,NA,4300000,14,283.9,-0.03723404255319149
P55809,OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",keep,keep,FALSE,TRUE,NA,660000,6.1,81.7,0.31719367588932806
P55822,SH3BGR,SH3 domain-binding glutamic acid-rich protein,keep,keep,FALSE,FALSE,NA,7700,0,0.7,0.33923143725575333
P55884,EIF3B,Eukaryotic translation initiation factor 3 subunit B,keep,keep,FALSE,TRUE,NA,230000,18.9,35.7,0.1309568480300188
P56134,ATP5MF,"ATP synthase subunit f, mitochondrial",keep,keep,FALSE,FALSE,NA,47000,30.1,3.4,0.00510204081632653
P56181,NDUFV3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",keep,keep,FALSE,FALSE,NA,NA,22.3,148.6,-0.16039464411557436
P56199,ITGA1,Integrin alpha-1,keep,keep,FALSE,TRUE,NA,2000000,0.2,2.8,NA
P56211,ARPP19,cAMP-regulated phosphoprotein 19,keep,keep,FALSE,FALSE,NA,380000,2.3,144.6,0.10810429880197323
P56381,ATP5F1E,"ATP synthase subunit epsilon, mitochondrial",keep,keep,FALSE,FALSE,NA,NA,508,17,-0.019303114400246683
P56385,ATP5ME,"ATP synthase subunit e, mitochondrial",keep,keep,FALSE,TRUE,NA,140000,31.8,39.4,-0.1429656969170647
P56537,EIF6,Eukaryotic translation initiation factor 6,keep,keep,FALSE,TRUE,NA,650000,1.7,3.3,0.19819819819819823
P56539,CAV3,Caveolin-3,keep,keep,FALSE,FALSE,NA,NA,0,77.4,NA
P56556,NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,keep,keep,FALSE,TRUE,NA,NA,14.3,2.2,-0.12255753365175857
P57105,SYNJ2BP,Synaptojanin-2-binding protein,keep,keep,FALSE,TRUE,NA,NA,0,0.1,-0.09108849830403946
P57772,EEFSEC,Selenocysteine-specific elongation factor,keep,keep,FALSE,TRUE,NA,4200,0,33.1,NA
P58511,SMIM11A,Small integral membrane protein 11A,keep,keep,FALSE,FALSE,NA,NA,0,0.2,0.08342602892102337
P58546,MTPN,Myotrophin,keep,keep,FALSE,TRUE,NA,15000000,39.8,27.6,0.3234910985670864
P59666,DEFA3,Neutrophil defensin 3,remove: plasma,remove: plasma,TRUE,TRUE,Secreted to blood,NA,21.3,0,0.5448275862068965
P59998,ARPC4,Actin-related protein 2/3 complex subunit 4,keep,keep,FALSE,TRUE,NA,5100000,0.4,0.2,0.3068917668825162
P60033,CD81,CD81 antigen,keep,keep,FALSE,TRUE,NA,1300000,5,6.1,-0.20784377278988736
P60059,SEC61G,Protein transport protein Sec61 subunit gamma,keep,keep,FALSE,TRUE,NA,NA,16.7,6.2,NA
P60174,TPI1,Triosephosphate isomerase,keep,keep,FALSE,TRUE,NA,83000000,16.7,40.8,-0.021819366044290054
P60228,EIF3E,Eukaryotic translation initiation factor 3 subunit E,keep,keep,FALSE,TRUE,NA,150000,29.7,86.4,0.0019163763066202095
P60520,GABARAPL2,Gamma-aminobutyric acid receptor-associated protein-like 2,keep,keep,FALSE,TRUE,NA,22000,203.5,11.1,0.009897360703812317
P60602,ROMO1,Reactive oxygen species modulator 1,keep,keep,FALSE,TRUE,NA,NA,27.2,3.2,-0.037098930481283425
P60660,MYL6,Myosin light polypeptide 6,keep,keep,FALSE,TRUE,NA,67000000,247.6,46.5,0.2105948762483717
P60709,ACTB,"Actin, cytoplasmic 1",keep,keep,FALSE,TRUE,NA,7900000000,335.4,110.2,0.21830221450282242
P60842,EIF4A1,Eukaryotic initiation factor 4A-I,keep,keep,FALSE,TRUE,NA,6500000,0,0.1,0.2877768128528007
P60866,RPS20,40S ribosomal protein S20,keep,keep,FALSE,TRUE,NA,75000,227,13.8,0.042738205365402404
P60891,PRPS1,Ribose-phosphate pyrophosphokinase 1,keep,keep,FALSE,TRUE,NA,590000,18.4,4.2,0.1423450508788159
P60900,PSMA6,Proteasome subunit alpha type-6,keep,keep,FALSE,TRUE,NA,15000000,0,0.1,-0.016608771168041686
P60903,S100A10,Protein S100-A10,keep,keep,FALSE,TRUE,NA,640000,14.4,2,-0.04475023126734505
P60953,CDC42,Cell division control protein 42 homolog,keep,keep,FALSE,TRUE,NA,2900000,3.3,12.1,0.0364741641337386
P60981,DSTN,Destrin,keep,keep,FALSE,TRUE,NA,5800000,15.9,53.1,0.03484427998766574
P60983,GMFB,Glia maturation factor beta,keep,keep,FALSE,TRUE,NA,860000,0.4,9.2,0.25177887246852765
P61006,RAB8A,Ras-related protein Rab-8A,keep,keep,FALSE,TRUE,NA,5300000,4,5.3,-0.036153846153846154
P61019,RAB2A,Ras-related protein Rab-2A,keep,keep,FALSE,TRUE,NA,400000,16.1,266.7,-0.03180633955709944
P61020,RAB5B,Ras-related protein Rab-5B,keep,keep,FALSE,TRUE,NA,210000,2.2,38.4,-0.05890688259109312
P61026,RAB10,Ras-related protein Rab-10,keep,keep,FALSE,TRUE,NA,5600000,36.5,548.4,0.09169750231267346
P61077,UBE2D3,Ubiquitin-conjugating enzyme E2 D3,keep,keep,FALSE,TRUE,NA,NA,181.1,298.2,-0.13200173686495875
P61081,UBE2M,NEDD8-conjugating enzyme Ubc12,keep,keep,FALSE,TRUE,NA,39000,30.1,4.3,-0.002312673450508788
P61086,UBE2K,Ubiquitin-conjugating enzyme E2 K,keep,keep,FALSE,TRUE,NA,270000,33.2,391.2,-0.0448350292938637
P61088,UBE2N,Ubiquitin-conjugating enzyme E2 N,keep,keep,FALSE,TRUE,NA,1900000,9,85.7,0.17140686061658705
P61106,RAB14,Ras-related protein Rab-14,keep,keep,FALSE,TRUE,NA,4100000,14.8,38.2,0.24895470383275267
P61158,ACTR3,Actin-related protein 3,keep,keep,FALSE,TRUE,NA,18000000,32.5,59.9,0.31360112755461594
P61160,ACTR2,Actin-related protein 2,keep,keep,FALSE,TRUE,NA,16000000,25.9,84.2,0.07944664031620552
P61163,ACTR1A,Alpha-centractin,keep,keep,FALSE,TRUE,NA,650000,11.6,43.7,-0.12852800694745983
P61201,COPS2,COP9 signalosome complex subunit 2,keep,keep,FALSE,TRUE,NA,250000,10.1,49.7,0.01780758556891767
P61221,ABCE1,ATP-binding cassette sub-family E member 1,keep,keep,FALSE,TRUE,NA,140000,8.1,35.7,0.07620495006513243
P61224,RAP1B,Ras-related protein Rap-1b,keep,keep,FALSE,TRUE,NA,60000000,17.5,166.1,0.22796352583586624
P61225,RAP2B,Ras-related protein Rap-2b,keep,keep,FALSE,TRUE,NA,180000,14.2,0.7,0.197063805759458
P61247,RPS3A,40S ribosomal protein S3a,keep,keep,FALSE,TRUE,NA,270000,323.2,48.2,0.11586493987049029
P61289,PSME3,Proteasome activator complex subunit 3,keep,keep,FALSE,FALSE,NA,21000,0.4,16.2,0.013812544045102185
P61313,RPL15,60S ribosomal protein L15,keep,keep,FALSE,TRUE,NA,200000,178.5,12.5,0.07624140565317035
P61353,RPL27,60S ribosomal protein L27,keep,keep,FALSE,TRUE,NA,96000,151.6,11.8,0.09878048780487807
P61457,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,keep,keep,FALSE,TRUE,NA,540000,0.5,8.2,0.1374294398610508
P61513,RPL37A,60S ribosomal protein L37a,keep,keep,FALSE,TRUE,NA,26000,444.4,45.8,-0.3003095975232198
P61586,RHOA,Transforming protein RhoA,keep,keep,FALSE,TRUE,NA,1600000,0.1,0.5,0.04646113764654798
P61604,HSPE1,"10 kDa heat shock protein, mitochondrial",keep,keep,FALSE,TRUE,NA,2000000,14,3.8,0.09227095093356491
P61626,LYZ,Lysozyme C,remove: plasma,remove: plasma,TRUE,TRUE,Secreted to blood,690000000,41.3,1.7,0.6628352490421456
P61758,VBP1,Prefoldin subunit 3,keep,keep,FALSE,TRUE,NA,40000,28.9,14.3,-0.12911725955204215
P61769,B2M,Beta-2-microglobulin,remove: plasma,remove: plasma,TRUE,TRUE,Secreted to blood,1300000000,76,2.9,0.015503875968992248
P61803,DAD1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,keep,keep,FALSE,TRUE,NA,11000,11.6,15.2,0.009523809523809525
P61916,NPC2,NPC intracellular cholesterol transporter 2,remove: plasma,remove: plasma,TRUE,FALSE,Secreted to blood,14000000,7.8,4.5,0.4807017543859649
P61923,COPZ1,Coatomer subunit zeta-1,keep,keep,FALSE,TRUE,NA,330000,11.9,5.5,0.045454545454545456
P61925,PKIA,cAMP-dependent protein kinase inhibitor alpha,keep,keep,FALSE,FALSE,NA,NA,0,269.2,-0.05968379446640315
P61956,SUMO2,Small ubiquitin-related modifier 2,keep,keep,FALSE,TRUE,NA,NA,4,32.2,0.013696060037523456
P61960,UFM1,Ubiquitin-fold modifier 1,keep,keep,FALSE,TRUE,NA,140000,3.6,32.8,0.30105401844532276
P61970,NUTF2,Nuclear transport factor 2,keep,keep,FALSE,TRUE,NA,2700000,8.9,12.6,0.18269648284845855
P61978,HNRNPK,Heterogeneous nuclear ribonucleoprotein K,keep,keep,FALSE,TRUE,NA,3500000,74.8,55,0.14274858879722102
P61981,YWHAG,14-3-3 protein gamma,keep,keep,FALSE,TRUE,NA,68000000,13.7,123.1,0.14850195397307858
P62070,RRAS2,Ras-related protein R-Ras2,keep,keep,FALSE,TRUE,NA,NA,0,229.7,0.07170868347338936
P62072,TIMM10,Mitochondrial import inner membrane translocase subunit Tim10,keep,keep,FALSE,TRUE,NA,4300,10.7,1.6,-0.13916548127074443
P62081,RPS7,40S ribosomal protein S7,keep,keep,FALSE,TRUE,NA,610000,180.6,16.2,-0.027867715078630895
P62136,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,keep,keep,FALSE,TRUE,NA,2300000,16.2,14.5,-0.15295267042987407
P62140,PPP1CB,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,keep,keep,FALSE,TRUE,NA,2100000,9.9,157.8,0.05677377333912288
P62191,PSMC1,26S proteasome regulatory subunit 4,keep,keep,FALSE,TRUE,NA,130000,4.9,46.3,0.22953283996299723
P62195,PSMC5,26S proteasome regulatory subunit 8,keep,keep,FALSE,TRUE,NA,83000,28,4.9,-0.2112241751464693
P62241,RPS8,40S ribosomal protein S8,keep,keep,FALSE,TRUE,NA,180000,432.8,40.7,-0.14858926919518964
P62244,RPS15A,40S ribosomal protein S15a,keep,keep,FALSE,TRUE,NA,110000,312.3,18.6,0.24884366327474558
P62249,RPS16,40S ribosomal protein S16,keep,keep,FALSE,TRUE,NA,37000,261.8,22,0.08467216673903603
P62253,UBE2G1,Ubiquitin-conjugating enzyme E2 G1,keep,keep,FALSE,TRUE,NA,NA,9.7,834.9,-0.4331479421579533
P62258,YWHAE,14-3-3 protein epsilon,keep,keep,FALSE,TRUE,NA,96000000,4.9,2.8,0.26356925749023014
P62263,RPS14,40S ribosomal protein S14,keep,keep,FALSE,TRUE,NA,1200000,359.1,23,0.012559760149096507
P62269,RPS18,40S ribosomal protein S18,keep,keep,FALSE,TRUE,NA,59000,470.9,11.1,0.0660268270120259
P62277,RPS13,40S ribosomal protein S13,keep,keep,FALSE,TRUE,NA,120000,249.9,15.1,0.012096774193548388
P62280,RPS11,40S ribosomal protein S11,keep,keep,FALSE,TRUE,NA,22000,484.8,15.2,0.21411149825783976
P62308,SNRPG,Small nuclear ribonucleoprotein G,keep,keep,FALSE,FALSE,NA,52000,37.8,19.6,0.15194805194805194
P62314,SNRPD1,Small nuclear ribonucleoprotein Sm D1,keep,keep,FALSE,FALSE,NA,240000,30.2,26.4,NA
P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3,keep,keep,FALSE,FALSE,NA,21000,1.6,1.7,-0.04582176996608079
P62330,ARF6,ADP-ribosylation factor 6,keep,keep,FALSE,TRUE,NA,280000,17.9,3.7,0.19606448553816974
P62333,PSMC6,26S proteasome regulatory subunit 10B,keep,keep,FALSE,TRUE,NA,230000,11.5,81.8,0.11193339500462535
P62424,RPL7A,60S ribosomal protein L7a,keep,keep,FALSE,TRUE,NA,850000,273.6,14.1,0.16061517113783533
P62495,ETF1,Eukaryotic peptide chain release factor subunit 1,keep,keep,FALSE,TRUE,NA,610000,16.4,45,0.07686499546964663
P62633,CNBP,Cellular nucleic acid-binding protein,keep,keep,FALSE,TRUE,NA,100000,29.5,239.3,0.029749320446994867
P62701,RPS4X,"40S ribosomal protein S4, X isoform",keep,keep,FALSE,TRUE,NA,230000,248.1,10.6,0.04374728614850196
P62714,PPP2CB,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,keep,keep,FALSE,TRUE,NA,NA,1.7,150.3,0.05584415584415584
P62750,RPL23A,60S ribosomal protein L23a,keep,keep,FALSE,TRUE,NA,270000,180.4,20,0.17401215805471124
P62753,RPS6,40S ribosomal protein S6,keep,keep,FALSE,TRUE,NA,640000,395,20.1,0.051454624402952676
P62805,H4C1,Histone H4,keep,keep,FALSE,TRUE,NA,97000000,4.6,0,0.16402518454190185
P62807,H2BC4,Histone H2B type 1-C/E/F/G/I,keep,keep,FALSE,FALSE,NA,NA,6.1,0,0.2526052974381242
P62820,RAB1A,Ras-related protein Rab-1A,keep,keep,FALSE,TRUE,NA,7200000,22.5,224.4,0.2053392658509455
P62826,RAN,GTP-binding nuclear protein Ran,remove: red-cell (blood-tracking + RBC proteome),remove: red-cell (blood-tracking + RBC proteome),TRUE,TRUE,NA,5400000,70.7,5.7,0.5213851498046027
P62829,RPL23,60S ribosomal protein L23,keep,keep,FALSE,TRUE,NA,120000,161,16.4,0.08062555708613565
P62834,RAP1A,Ras-related protein Rap-1A,keep,keep,FALSE,TRUE,NA,NA,38.4,156.5,-0.04331983805668016
P62841,RPS15,40S ribosomal protein S15,keep,keep,FALSE,TRUE,NA,480000,355.7,14.7,0.44891640866873067
P62847,RPS24,40S ribosomal protein S24,keep,keep,FALSE,TRUE,NA,29000,413.5,36.5,0.03734259661311333
P62851,RPS25,40S ribosomal protein S25,keep,keep,FALSE,TRUE,NA,47000,132.7,15.3,0.1651107251411203
P62854,RPS26,40S ribosomal protein S26,keep,keep,FALSE,TRUE,NA,31000,96.5,20.2,0.030161943319838055
P62857,RPS28,40S ribosomal protein S28,keep,keep,FALSE,TRUE,NA,1000000,334.3,23.8,-0.1194572926302806
P62873,GNB1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,keep,keep,FALSE,TRUE,NA,4000000,14.3,106.8,0.31394542090656796
P62879,GNB2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,keep,keep,FALSE,TRUE,NA,3200000,29.6,3.1,0.03619333950046253
P62888,RPL30,60S ribosomal protein L30,keep,keep,FALSE,TRUE,NA,140000,365.6,36.2,0.09204440333024977
P62899,RPL31,60S ribosomal protein L31,keep,keep,FALSE,TRUE,NA,110000,156.1,151.6,-0.09824293353705117
P62906,RPL10A,60S ribosomal protein L10a,keep,keep,FALSE,TRUE,NA,450000,124,22.4,0.17915510329941411
P62910,RPL32,60S ribosomal protein L32,keep,keep,FALSE,TRUE,NA,16000,396.6,26.9,-0.015479876160990712
P62913,RPL11,60S ribosomal protein L11,keep,keep,FALSE,TRUE,NA,240000,308.7,31.8,0.22165991902834006
P62917,RPL8,60S ribosomal protein L8,keep,keep,FALSE,TRUE,NA,420000,288.4,20.4,NA
P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,keep: rescued (muscle-expressed),keep: rescued (muscle-expressed),FALSE,TRUE,Secreted to blood,230000000,48.8,21.1,0.31155015197568386
P62942,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,keep,keep,FALSE,TRUE,NA,19000000,0.1,0.2,0.2735562310030395
P62979,RPS27A,Ubiquitin-40S ribosomal protein S27a,keep,keep,FALSE,TRUE,NA,170000000,377.2,15.3,0.13243595310464612
P62993,GRB2,Growth factor receptor-bound protein 2,keep,keep,FALSE,TRUE,NA,2300000,17.6,79.5,0.19148936170212766
P63000,RAC1,Ras-related C3 botulinum toxin substrate 1,keep,keep,FALSE,TRUE,NA,3400000,24.9,48.8,0.19973947025618757
P63010,AP2B1,AP-2 complex subunit beta,keep,keep,FALSE,TRUE,NA,360000,61.1,158.9,0.1051444679351656
P63027,VAMP2,Vesicle-associated membrane protein 2,keep,keep,FALSE,TRUE,NA,5200000,3.2,1.4,-0.024577861163227025
P63098,PPP3R1,Calcineurin subunit B type 1,keep,keep,FALSE,TRUE,NA,53000,0.7,0.4,0.06752062527138515
P63104,YWHAZ,14-3-3 protein zeta/delta,keep,keep,FALSE,TRUE,NA,330000000,30.6,109.5,0.2699739470256188
P63146,UBE2B,Ubiquitin-conjugating enzyme E2 B,keep,keep,FALSE,TRUE,NA,NA,123.6,421.6,0.2719941348973607
P63151,PPP2R2A,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,keep,keep,FALSE,TRUE,NA,18000,17.2,240.1,-0.13610083256244218
P63167,DYNLL1,"Dynein light chain 1, cytoplasmic",keep,keep,FALSE,TRUE,NA,910000,102.9,30.2,0.04934894408578619
P63172,DYNLT1,Dynein light chain Tctex-type 1,keep,keep,FALSE,FALSE,NA,NA,4.7,81.7,-0.09677419354838711
P63173,RPL38,60S ribosomal protein L38,keep,keep,FALSE,TRUE,NA,75000,191.4,12.7,0.10985670864090316
P63208,SKP1,S-phase kinase-associated protein 1,keep,keep,FALSE,TRUE,NA,1400000,12.3,30.9,0.2456059204440333
P63220,RPS21,40S ribosomal protein S21,keep,keep,FALSE,TRUE,NA,59000,318.5,10.9,0.037927844588344126
P63241,EIF5A,Eukaryotic translation initiation factor 5A-1,keep,keep,FALSE,TRUE,NA,NA,17.8,0.3,0.16326530612244897
P63244,RACK1,Receptor of activated protein C kinase 1,keep,keep,FALSE,TRUE,NA,470000,140.1,29.8,0.09085974815458098
P63279,UBE2I,SUMO-conjugating enzyme UBC9,keep,keep,FALSE,TRUE,NA,170000,22.5,27.2,0.10280604378661731
P63302,SELENOW,Selenoprotein W,keep,keep,FALSE,TRUE,NA,NA,1.2,103.2,0.1729064039408867
P63316,TNNC1,"Troponin C, slow skeletal and cardiac muscles",keep,keep,FALSE,FALSE,NA,890000,0,266.3,0.09780720798957881
P67775,PPP2CA,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,keep,keep,FALSE,TRUE,NA,NA,0.7,0.5,-0.08065566652192792
P67809,YBX1,Y-box-binding protein 1,keep,keep,FALSE,TRUE,Intracellular and membrane,1200000,407.2,31.6,0.12696577243293247
P67870,CSNK2B,Casein kinase II subunit beta,keep,keep,FALSE,TRUE,NA,71000,17,2.7,0.16883116883116886
P67936,TPM4,Tropomyosin alpha-4 chain,keep,keep,FALSE,TRUE,NA,410000000,8.3,0.4,0.08426457263666567
P68032,ACTC1,"Actin, alpha cardiac muscle 1",keep,keep,FALSE,TRUE,NA,NA,0,18.9,0.3205882352941176
P68036,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,keep,keep,FALSE,TRUE,NA,5400000,17.3,62.5,0.056882327399044724
P68104,EEF1A1,Elongation factor 1-alpha 1,keep,keep,FALSE,TRUE,NA,76000000,81.3,23.7,0.07913590968302214
P68133,ACTA1,"Actin, alpha skeletal muscle",keep,keep,FALSE,TRUE,NA,3500000000,0,1143.9,0.05167173252279635
P68363,TUBA1B,Tubulin alpha-1B chain,keep,keep,FALSE,TRUE,NA,NA,256.8,1.8,-0.07815892314372558
P68366,TUBA4A,Tubulin alpha-4A chain,keep,keep,FALSE,TRUE,NA,210000000,32.8,37.6,0.05959617889709075
P68371,TUBB4B,Tubulin beta-4B chain,keep,keep,FALSE,TRUE,NA,130000000,112.6,9.8,0.06437255753365176
P68400,CSNK2A1,Casein kinase II subunit alpha,keep,keep,FALSE,TRUE,NA,510000,15.4,177.4,-0.09749425538899222
P68402,PAFAH1B2,Platelet-activating factor acetylhydrolase IB subunit beta,keep,keep,FALSE,TRUE,NA,220000,17.4,69.2,-0.012684989429175477
P68871,HBB,Hemoglobin subunit beta,remove: globin,red-cell carryover,TRUE,TRUE,NA,17000000000,521402.5,0.9,0.69811115935736
P69891,HBG1,Hemoglobin subunit gamma-1,remove: globin,red-cell carryover,TRUE,TRUE,NA,6900000000,0,0,0.37386018237082064
P69892,HBG2,Hemoglobin subunit gamma-2,remove: globin,orphan gamma-globin: HbF is a2g2 and no alpha or beta chain survives. Shares tryptic peptides with HBB/HBD; razor-assigned onto the last entry standing,TRUE,TRUE,NA,7000000000,0,0,0.5960591133004925
P69905,HBA1,Hemoglobin subunit alpha,remove: globin,red-cell carryover,TRUE,TRUE,NA,34000000000,129436.6,0.6,0.6525184541901867
P78344,EIF4G2,Eukaryotic translation initiation factor 4 gamma 2,keep,keep,FALSE,FALSE,NA,36000,36.1,78.3,0.0696864111498258
P78356,PIP4K2B,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,keep,keep,FALSE,TRUE,NA,NA,0,0.1,-0.2925472747497219
P78371,CCT2,T-complex protein 1 subunit beta,keep,keep,FALSE,TRUE,NA,3400000,32,24,0.14915327833260963
P78417,GSTO1,Glutathione S-transferase omega-1,keep,keep,FALSE,TRUE,NA,36000000,24.6,13.9,0.18161094224924013
P78560,CRADD,Death domain-containing protein CRADD,keep,keep,FALSE,TRUE,NA,NA,2.6,399.8,-0.07419354838709678
P80188,LCN2,Neutrophil gelatinase-associated lipocalin,keep,keep,FALSE,TRUE,Secreted in other tissues,120000000,13.8,0,NA
P80511,S100A12,Protein S100-A12,remove: plasma,remove: plasma,TRUE,FALSE,Secreted to blood,27000000,25,0,NA
P80748,IGLV3-21,Immunoglobulin lambda variable 3-21,remove: immunoglobulin,remove: immunoglobulin,TRUE,TRUE,Immunoglobulin genes,NA,3,0,0.5789915966386555
P81605,DCD,Dermcidin,remove: keratin,dermcidin; sweat,TRUE,TRUE,Secreted in other tissues,200000000,0,0,NA
P82650,MRPS22,"28S ribosomal protein S22, mitochondrial",keep,keep,FALSE,FALSE,NA,NA,1.9,35,-0.11325090272458692
P82675,MRPS5,"28S ribosomal protein S5, mitochondrial",keep,keep,FALSE,TRUE,NA,NA,1.9,17,NA
P82909,MRPS36,"28S ribosomal protein S36, mitochondrial",keep,keep,FALSE,TRUE,NA,NA,13.8,2.5,-0.047562582345191035
P82921,MRPS21,"28S ribosomal protein S21, mitochondrial",keep,keep,FALSE,FALSE,NA,NA,4.4,43.6,NA
P82933,MRPS9,"28S ribosomal protein S9, mitochondrial",keep,keep,FALSE,FALSE,NA,NA,8.1,98.7,NA
P83111,LACTB,"Serine beta-lactamase-like protein LACTB, mitochondrial",keep,keep,FALSE,TRUE,NA,NA,2.1,37.4,-0.20277898393399912
P83731,RPL24,60S ribosomal protein L24,keep,keep,FALSE,TRUE,NA,30000,237.5,36.1,-0.08767507002801121
P84077,ARF1,ADP-ribosylation factor 1,keep: rescued (muscle-expressed),keep: rescued (muscle-expressed),FALSE,TRUE,NA,20000000,62,21,0.4557099435518888
P84085,ARF5,ADP-ribosylation factor 5,keep,keep,FALSE,TRUE,NA,5100000,5.4,4.4,0.08797653958944282
P84095,RHOG,Rho-related GTP-binding protein RhoG,keep,keep,FALSE,TRUE,NA,470000,3.7,1.6,NA
P84098,RPL19,60S ribosomal protein L19,keep,keep,FALSE,TRUE,NA,47000,269.8,19,0.14609837128271616
P84103,SRSF3,Serine/arginine-rich splicing factor 3,keep,keep,FALSE,TRUE,NA,120000,63.3,52.7,0.36179529282977557
