set,n,direction,PValue,PValue.Mixed,expected,consistent,cor_within
ac_hr_up,62,Up,0.034597613394060076,2.0072939359032587e-7,Up,TRUE,0.17317430573306422
ac_hr_down,30,Down,0.05713962510176216,0.23687509938885262,Down,TRUE,0.17317430573306422
